Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
25,Davante Adams,GB,WR,9,SF,12,10,83.3,173,1,49,14.4,17.3,0,0,0,0,0,0,36.3,36.3
26,Tyreek Hill,KC,WR,9,CAR,18,9,50,113,2,28,6.3,12.6,1,8,8,0,0,0,36.1,36.1
27,Adam Thielen,MIN,WR,11,DAL,11,8,72.7,123,2,51,11.2,15.4,0,0,0,0,0,0,35.3,35.3
27,Calvin Ridley,ATL,WR,15,TB,14,10,71.4,163,1,33,11.6,16.3,0,0,0,0,0,0,35.3,35.3
29,Travis Fulgham,PHI,WR,5,PIT,13,10,76.9,152,1,31,11.7,15.2,0,0,0,0,0,0,34.2,34.2
29,Keenan Allen,LAC,WR,3,CAR,19,13,68.4,132,1,22,6.9,10.2,0,0,0,0,1,1,34.2,34.2
31,A.J. Brown,TEN,WR,17,HOU,11,10,90.9,151,1,52,13.7,15.1,0,0,0,0,0,0,34.1,34.1
32,Adam Thielen,MIN,WR,1,GB,8,6,75,110,2,37,13.8,18.3,0,0,0,0,0,0,34,34
32,DeAndre Hopkins,ARI,WR,15,PHI,11,9,81.8,169,1,45,15.4,18.8,1,1,1,0,1,1,34,34
34,Robert Woods,LAR,WR,11,TB,15,12,80,130,1,35,8.7,10.8,2,-4,-2,0,0,0,33.6,33.6
35,Justin Jefferson,MIN,WR,3,TEN,9,7,77.8,175,1,71,19.4,25,0,0,0,0,0,0,33.5,33.5
36,Chris Godwin,TB,WR,17,ATL,7,5,71.4,133,2,47,19,26.6,0,0,0,0,0,0,33.3,33.3
37,Michael Gallup,DAL,WR,16,PHI,8,6,75,121,2,55,15.1,20.2,0,0,0,0,0,0,33.1,33.1
37,Brandin Cooks,HOU,WR,5,JAX,12,8,66.7,161,1,36,13.4,20.1,0,0,0,0,0,0,33.1,33.1
39,Tyler Lockett,SEA,WR,17,SF,14,12,85.7,90,2,26,6.4,7.5,0,0,0,0,0,0,33,33
40,Calvin Ridley,ATL,WR,2,DAL,10,7,70,109,2,25,10.9,15.6,0,0,0,0,0,0,32.9,32.9
41,Stefon Diggs,BUF,WR,2,MIA,13,8,61.5,153,1,47,11.8,19.1,0,0,0,0,0,0,32.3,32.3
42,Stefon Diggs,BUF,WR,14,PIT,14,10,71.4,130,1,23,9.3,13,1,1,1,0,0,0,32.1,32.1
42,DeAndre Hopkins,ARI,WR,1,SF,16,14,87.5,151,0,33,9.4,10.8,0,0,0,0,0,0,32.1,32.1
44,Jakobi Meyers,NE,WR,9,NYJ,14,12,85.7,169,0,33,12.1,14.1,0,0,0,0,0,0,31.9,31.9
45,Jarvis Landry,CLE,WR,12,JAX,11,8,72.7,143,1,27,13,17.9,0,0,0,0,0,0,31.3,31.3
45,Allen Robinson II,CHI,WR,3,ATL,13,10,76.9,123,1,37,9.5,12.3,0,0,0,0,0,0,31.3,31.3
47,Darius Slayton,NYG,WR,1,PIT,9,6,66.7,102,2,41,11.3,17,0,0,0,0,0,0,31.2,31.2
48,Cole Beasley,BUF,WR,13,SF,11,9,81.8,130,1,35,11.8,14.4,0,0,0,0,0,0,31,31
49,Mike Williams,LAC,WR,5,NO,8,5,62.5,109,2,64,13.6,21.8,0,0,0,0,0,0,30.9,30.9
49,Cole Beasley,BUF,WR,10,ARI,13,11,84.6,109,1,22,8.4,9.9,0,0,0,0,0,0,30.9,30.9
51,Tyler Boyd,CIN,WR,7,CLE,13,11,84.6,101,1,16,7.8,9.2,0,0,0,0,0,0,30.7,30.74
52,Cedrick Wilson Jr.,DAL,WR,3,SEA,7,5,71.4,107,2,42,15.3,21.4,0,0,0,0,0,0,30.7,30.7
52,DK Metcalf,SEA,WR,12,PHI,13,10,76.9,177,0,52,13.6,17.7,0,0,0,0,0,0,30.7,30.7
54,DJ Chark,JAX,WR,9,HOU,12,7,58.3,146,1,73,12.2,20.9,0,0,0,0,0,0,30.6,30.6
55,Isaiah McKenzie,BUF,WR,17,MIA,9,6,66.7,65,2,19,7.2,10.8,2,0,0,0,0,0,30.5,30.5
56,Davante Adams,GB,WR,8,MIN,11,7,63.6,53,3,15,4.8,7.6,0,0,0,0,0,0,30.3,30.3
56,A.J. Brown,TEN,WR,7,PIT,8,6,75,153,1,73,19.1,25.5,0,0,0,0,0,0,30.3,30.3
56,Justin Jefferson,MIN,WR,13,JAX,12,9,75,121,1,40,10.1,13.4,1,2,2,0,0,0,30.3,30.3
56,Allen Robinson II,CHI,WR,14,HOU,13,9,69.2,123,1,35,9.5,13.7,0,0,0,0,0,0,30.3,30.3
60,Marvin Jones Jr.,DET,WR,15,TEN,12,10,83.3,112,1,39,9.3,11.2,0,0,0,0,0,0,30.2,30.2
61,Breshad Perriman,NYJ,WR,9,NE,7,5,71.4,101,2,50,14.4,20.2,0,0,0,0,0,0,30.1,30.1
61,Brandin Cooks,HOU,WR,16,CIN,10,7,70,141,1,50,14.1,20.1,0,0,0,0,0,0,30.1,30.1
63,Jerry Jeudy,DEN,WR,17,LV,7,5,71.4,140,1,92,20,28,0,0,0,0,0,0,30,30
63,Tyreek Hill,KC,WR,11,LV,14,11,78.6,102,1,15,7.3,9.3,2,-2,-1,0,0,0,30,30
65,Corey Davis,TEN,WR,8,CIN,10,8,80,128,1,27,12.8,16,0,0,0,0,0,0,29.8,29.8
65,Curtis Samuel,CAR,WR,9,KC,9,9,100,105,1,28,11.7,11.7,3,13,4.3,0,0,0,29.8,29.8
67,DJ Chark,JAX,WR,4,CIN,9,8,88.9,95,2,22,10.6,11.9,0,0,0,0,0,0,29.5,29.5
67,Nelson Agholor,LV,WR,16,MIA,6,5,83.3,155,1,85,25.8,31,0,0,0,0,0,0,29.5,29.5
69,Allen Lazard,GB,WR,3,NO,8,6,75,146,1,72,18.2,24.3,1,-2,-2,0,0,0,29.4,29.4
69,Calvin Ridley,ATL,WR,14,LAC,12,8,66.7,124,1,39,10.3,15.5,0,0,0,0,0,0,29.4,29.4
71,Jamison Crowder,NYJ,WR,16,CLE,9,7,77.8,92,1,30,10.2,13.1,1,14,14,0,0,0,29.3,29.32
72,Damiere Byrd,NE,WR,11,HOU,7,6,85.7,132,1,42,18.9,22,1,11,11,0,0,0,29.3,29.3
72,Adam Thielen,MIN,WR,5,SEA,13,9,69.2,80,2,14,6.2,8.9,1,3,3,0,0,0,29.3,29.3
74,Adam Thielen,MIN,WR,4,HOU,10,8,80,114,1,39,11.4,14.2,1,8,8,0,0,0,29.2,29.2
75,Diontae Johnson,PIT,WR,7,TEN,15,9,60,80,2,14,5.3,8.9,0,0,0,0,0,0,29,29
76,Julian Edelman,NE,WR,2,SEA,11,8,72.7,179,0,49,16.3,22.4,0,0,0,0,0,0,28.9,28.9
77,Michael Gallup,DAL,WR,3,SEA,9,6,66.7,138,1,52,15.3,23,0,0,0,0,0,0,28.8,28.8
78,DeAndre Hopkins,ARI,WR,10,BUF,12,7,58.3,127,1,43,10.6,18.1,0,0,0,0,0,0,28.7,28.7
78,Cooper Kupp,LAR,WR,3,BUF,10,9,90,107,1,20,10.7,11.9,0,0,0,0,0,0,28.7,28.7
78,Stefon Diggs,BUF,WR,15,DEN,13,11,84.6,147,0,55,11.3,13.4,0,0,0,0,0,0,28.7,28.7
81,Marvin Jones Jr.,DET,WR,13,CHI,12,8,66.7,116,1,25,9.7,14.5,0,0,0,0,0,0,28.6,28.6
81,Jamison Crowder,NYJ,WR,5,ARI,10,8,80,116,1,52,11.6,14.5,0,0,0,0,0,0,28.6,28.6
83,Jerry Jeudy,DEN,WR,9,ATL,14,7,50,125,1,41,8.9,17.9,0,0,0,0,1,0,28.5,28.5
83,Terry McLaurin,WAS,WR,2,ARI,10,7,70,125,1,26,12.5,17.9,0,0,0,0,0,0,28.5,28.5
83,Cooper Kupp,LAR,WR,11,TB,13,11,84.6,145,0,37,11.2,13.2,0,0,0,0,0,0,28.5,28.5
86,Robert Woods,LAR,WR,8,MIA,8,7,87.5,85,1,26,10.6,12.1,2,9,4.5,1,0,0,28.4,28.4
86,Chosen Anderson,CAR,WR,1,LV,8,6,75,114,1,75,14.2,19,0,0,0,0,0,0,28.4,28.4
88,Keenan Allen,LAC,WR,9,LV,11,9,81.8,103,1,27,9.4,11.4,0,0,0,0,0,0,28.3,28.3
88,DeAndre Hopkins,ARI,WR,7,SEA,12,10,83.3,103,1,35,8.6,10.3,0,0,0,0,1,1,28.3,28.3
90,Mike Evans,TB,WR,4,LAC,8,7,87.5,122,1,48,15.2,17.4,0,0,0,0,0,0,28.2,28.2
91,DeAndre Hopkins,ARI,WR,5,NYJ,7,6,85.7,131,1,45,18.7,21.8,0,0,0,0,0,0,28.1,28.1
92,T.Y. Hilton,IND,WR,13,HOU,11,8,72.7,110,1,21,10,13.8,0,0,0,0,0,0,28,28
93,Marquez Valdes-Scantling,GB,WR,10,JAX,6,4,66.7,149,1,78,24.8,37.2,0,0,0,0,0,0,27.9,27.9
94,Julio Jones,ATL,WR,1,SEA,12,9,75,157,0,44,13.1,17.4,0,0,0,0,0,0,27.7,27.7
95,Jamison Crowder,NYJ,WR,1,BUF,13,7,53.8,115,1,69,8.8,16.4,0,0,0,0,0,0,27.5,27.5
95,Davante Adams,GB,WR,14,DET,10,7,70,115,1,56,11.5,16.4,0,0,0,0,0,0,27.5,27.5
95,Terry McLaurin,WAS,WR,9,NYG,8,7,87.5,115,1,68,14.4,16.4,0,0,0,0,0,0,27.5,27.5
98,Allen Robinson II,CHI,WR,12,GB,13,8,61.5,74,2,20,5.7,9.2,0,0,0,0,0,0,27.4,27.4
99,DK Metcalf,SEA,WR,5,MIN,11,6,54.5,93,2,39,8.5,15.5,0,0,0,0,0,0,27.3,27.3
99,William Fuller V,HOU,WR,6,TEN,11,6,54.5,123,1,53,11.2,20.5,0,0,0,0,0,0,27.3,27.3
99,Deebo Samuel,SF,WR,12,LAR,13,11,84.6,133,0,33,10.2,12.1,0,0,0,0,0,0,27.3,27.3
102,A.J. Brown,TEN,WR,14,JAX,9,7,77.8,112,1,37,12.4,16,0,0,0,0,0,0,27.2,27.2
102,Emmanuel Sanders,NO,WR,5,LAC,14,12,85.7,122,0,19,8.7,10.2,0,0,0,0,1,0,27.2,27.2
104,DK Metcalf,SEA,WR,9,BUF,9,7,77.8,108,1,41,12,15.4,0,0,0,0,0,0,26.8,26.8
105,DeAndre Hopkins,ARI,WR,3,DET,12,10,83.3,137,0,30,11.4,13.7,0,0,0,0,0,0,26.7,26.7
106,Diontae Johnson,PIT,WR,10,CIN,11,6,54.5,116,1,46,10.5,19.3,0,0,0,0,0,0,26.6,26.6
106,Davante Adams,GB,WR,11,IND,8,7,87.5,106,1,33,13.2,15.1,0,0,0,0,0,0,26.6,26.6
108,Tee Higgins,CIN,WR,10,PIT,9,7,77.8,115,1,54,12.8,16.4,0,0,0,0,1,1,26.5,26.5
109,Mike Evans,TB,WR,2,CAR,10,7,70,104,1,50,10.4,14.9,0,0,0,0,0,0,26.4,26.4
110,Christian Kirk,ARI,WR,9,MIA,8,5,62.5,123,1,56,15.4,24.6,0,0,0,0,0,0,26.3,26.3
110,Tim Patrick,DEN,WR,4,NYJ,7,6,85.7,113,1,40,16.1,18.8,0,0,0,0,0,0,26.3,26.3
112,Amari Cooper,DAL,WR,12,WAS,8,6,75,112,1,54,14,18.7,0,0,0,0,0,0,26.2,26.2
113,Tyreek Hill,KC,WR,14,MIA,7,3,42.9,79,1,44,11.3,26.3,1,32,32,1,0,0,26.1,26.1
113,Allen Robinson II,CHI,WR,4,IND,10,7,70,101,1,27,10.1,14.4,0,0,0,0,0,0,26.1,26.1
113,Diontae Johnson,PIT,WR,11,JAX,16,12,75,111,0,23,6.9,9.2,0,0,0,0,0,0,26.1,26.1
116,Justin Jefferson,MIN,WR,12,CAR,13,7,53.8,70,2,18,5.4,10,0,0,0,0,0,0,26,26
117,Scotty Miller,TB,WR,7,LV,9,6,66.7,109,1,35,12.1,18.2,0,0,0,0,0,0,25.9,25.9
118,Tyreek Hill,KC,WR,8,NYJ,6,4,66.7,98,2,41,16.3,24.5,0,0,0,0,0,0,25.8,25.8
118,William Fuller V,HOU,WR,4,MIN,7,6,85.7,108,1,43,15.4,18,0,0,0,0,0,0,25.8,25.8
118,Mike Williams,LAC,WR,17,KC,7,6,85.7,108,1,48,15.4,18,0,0,0,0,0,0,25.8,25.8
118,A.J. Brown,TEN,WR,12,IND,6,4,66.7,98,1,69,16.3,24.5,0,0,0,0,0,0,25.8,25.8
122,T.Y. Hilton,IND,WR,14,LV,7,5,71.4,86,2,41,12.3,17.2,0,0,0,0,0,0,25.6,25.6
122,DeAndre Hopkins,ARI,WR,14,NYG,11,9,81.8,136,0,41,12.4,15.1,0,0,0,0,0,0,25.6,25.6
124,Tyler Boyd,CIN,WR,3,PHI,13,10,76.9,125,0,25,9.6,12.5,0,0,0,0,0,0,25.5,25.5
124,Keenan Allen,LAC,WR,7,JAX,13,10,76.9,125,0,27,9.6,12.5,0,0,0,0,0,0,25.5,25.5
126,DJ Moore,CAR,WR,7,NO,5,4,80,93,2,74,18.6,23.2,0,0,0,0,0,0,25.3,25.3
126,Stefon Diggs,BUF,WR,10,ARI,10,10,100,93,1,21,9.3,9.3,0,0,0,0,0,0,25.3,25.3
126,Justin Jefferson,MIN,WR,17,DET,12,9,75,133,0,38,11.1,14.8,0,0,0,0,1,0,25.3,25.3
129,CeeDee Lamb,DAL,WR,4,CLE,7,5,71.4,79,2,43,11.3,15.8,1,3,3,0,0,0,25.2,25.2
129,Russell Gage,ATL,WR,17,TB,11,9,81.8,91,1,19,8.3,10.1,1,11,11,0,0,0,25.2,25.2
129,Cole Beasley,BUF,WR,7,NYJ,12,11,91.7,112,0,23,9.3,10.2,0,0,0,0,0,0,25.2,25.2
132,Keke Coutee,HOU,WR,13,IND,9,8,88.9,141,0,64,15.7,17.6,0,0,0,0,0,0,25.1,25.1
133,Cooper Kupp,LAR,WR,8,MIA,20,11,55,110,0,22,5.5,10,0,0,0,0,0,0,25,25
134,Zach Pascal,IND,WR,15,HOU,6,5,83.3,79,2,26,13.2,15.8,0,0,0,0,0,0,24.9,24.9
134,JuJu Smith-Schuster,PIT,WR,1,NYG,6,6,100,69,2,17,11.5,11.5,0,0,0,0,0,0,24.9,24.9
134,Brandon Aiyuk,SF,WR,14,WAS,16,10,62.5,119,0,19,7.4,11.9,0,0,0,0,0,0,24.9,24.9
137,DJ Moore,CAR,WR,11,DET,11,7,63.6,127,0,52,11.5,18.1,1,21,21,0,0,0,24.8,24.8
137,Terry McLaurin,WAS,WR,4,BAL,14,10,71.4,118,0,39,8.4,11.8,0,0,0,0,0,0,24.8,24.8
139,Nelson Agholor,LV,WR,7,TB,9,5,55.6,107,1,44,11.9,21.4,0,0,0,0,0,0,24.7,24.7
140,Laviska Shenault Jr.,JAX,WR,17,IND,9,6,66.7,68,2,21,7.6,11.3,1,-2,-2,0,0,0,24.6,24.6
140,JuJu Smith-Schuster,PIT,WR,16,IND,13,9,69.2,96,1,25,7.4,10.7,0,0,0,0,1,0,24.6,24.6
140,Calvin Ridley,ATL,WR,5,CAR,10,8,80,136,0,26,13.6,17,0,0,0,0,0,0,24.6,24.6
143,Justin Jefferson,MIN,WR,10,CHI,10,8,80,135,0,54,13.5,16.9,0,0,0,0,0,0,24.5,24.5
144,Chase Claypool,PIT,WR,17,CLE,11,5,45.5,101,1,41,9.2,20.2,0,0,0,0,0,0,24.1,24.1
145,Corey Davis,TEN,WR,15,DET,6,4,66.7,110,1,75,18.3,27.5,0,0,0,0,0,0,24,24
145,Nelson Agholor,LV,WR,14,IND,9,5,55.6,100,1,36,11.1,20,0,0,0,0,0,0,24,24
145,William Fuller V,HOU,WR,9,JAX,5,5,100,100,1,77,20,20,0,0,0,0,0,0,24,24
145,DeVante Parker,MIA,WR,4,SEA,12,10,83.3,110,0,21,9.2,11,0,0,0,0,0,0,24,24
149,Darius Slayton,NYG,WR,5,DAL,11,8,72.7,129,0,39,11.7,16.1,0,0,0,0,0,0,23.9,23.9
150,Curtis Samuel,CAR,WR,16,WAS,5,5,100,106,0,44,21.2,21.2,7,52,7.4,0,0,0,23.8,23.8
150,Chris Godwin,TB,WR,7,LV,9,9,100,88,1,23,9.8,9.8,0,0,0,0,0,0,23.8,23.8
150,Stefon Diggs,BUF,WR,9,SEA,12,9,75,118,0,25,9.8,13.1,0,0,0,0,0,0,23.8,23.8
153,Adam Thielen,MIN,WR,16,NO,9,8,88.9,97,1,24,10.8,12.1,0,0,0,0,0,0,23.7,23.7
153,Julio Jones,ATL,WR,8,CAR,10,7,70,137,0,28,13.7,19.6,0,0,0,0,0,0,23.7,23.7
155,Preston Williams,MIA,WR,5,SF,5,4,80,106,1,47,21.2,26.5,0,0,0,0,0,0,23.6,23.6
155,Marvin Jones Jr.,DET,WR,10,WAS,10,8,80,96,1,27,9.6,12,0,0,0,0,0,0,23.6,23.6
155,Stefon Diggs,BUF,WR,5,TEN,16,10,62.5,106,0,19,6.6,10.6,0,0,0,0,0,0,23.6,23.6
158,CeeDee Lamb,DAL,WR,16,PHI,5,3,60,65,1,52,13,21.7,1,19,19,1,0,0,23.4,23.4
158,Willie Snead IV,BAL,WR,10,NE,7,5,71.4,64,2,21,9.1,12.8,0,0,0,0,0,0,23.4,23.4
158,CeeDee Lamb,DAL,WR,5,NYG,11,8,72.7,124,0,26,11.3,15.5,0,0,0,0,0,0,23.4,23.4
158,Russell Gage,ATL,WR,1,SEA,12,9,75,114,0,24,9.5,12.7,0,0,0,0,0,0,23.4,23.4
162,Olamide Zaccheaus,ATL,WR,9,DEN,6,4,66.7,103,1,51,17.2,25.8,0,0,0,0,0,0,23.3,23.3
162,Keelan Cole,JAX,WR,6,DET,9,6,66.7,143,0,51,15.9,23.8,0,0,0,0,0,0,23.3,23.3
162,Allen Robinson II,CHI,WR,16,JAX,13,10,76.9,103,0,21,7.9,10.3,0,0,0,0,0,0,23.3,23.3
165,Diontae Johnson,PIT,WR,2,DEN,13,8,61.5,92,1,28,7.1,11.5,0,0,0,0,0,0,23.2,23.2
166,A.J. Brown,TEN,WR,9,CHI,9,4,44.4,101,1,40,11.2,25.2,0,0,0,0,0,0,23.1,23.1
166,Brandon Aiyuk,SF,WR,8,SEA,10,8,80,91,1,33,9.1,11.4,0,0,0,0,0,0,23.1,23.1
168,DK Metcalf,SEA,WR,3,DAL,8,4,50,110,1,62,13.8,27.5,0,0,0,0,1,1,23,23
168,DJ Moore,CAR,WR,2,TB,13,8,61.5,120,0,30,9.2,15,0,0,0,0,0,0,23,23
170,DeVante Parker,MIA,WR,12,NYJ,14,8,57.1,119,0,25,8.5,14.9,0,0,0,0,1,0,22.9,22.9
171,A.J. Brown,TEN,WR,6,HOU,7,5,71.4,58,2,18,8.3,11.6,0,0,0,0,0,0,22.8,22.8
171,Henry Ruggs III,LV,WR,5,KC,3,2,66.7,118,1,72,39.3,59,0,0,0,0,0,0,22.8,22.8
173,Sterling Shepard,NYG,WR,16,BAL,12,9,75,77,1,16,6.4,8.6,0,0,0,0,0,0,22.7,22.7
173,JuJu Smith-Schuster,PIT,WR,10,CIN,13,9,69.2,77,1,24,5.9,8.6,0,0,0,0,0,0,22.7,22.7
175,KJ Hamler,DEN,WR,14,CAR,3,2,66.7,86,2,49,28.7,43,0,0,0,0,0,0,22.6,22.6
175,Christian Kirk,ARI,WR,6,DAL,3,2,66.7,86,2,80,28.7,43,0,0,0,0,0,0,22.6,22.6
175,Mecole Hardman,KC,WR,8,NYJ,9,7,77.8,96,1,30,10.7,13.7,0,0,0,0,0,0,22.6,22.6
178,Chosen Anderson,CAR,WR,5,ATL,12,8,66.7,112,0,29,9.3,14,1,3,3,0,0,0,22.5,22.5
178,Michael Thomas,NO,WR,13,ATL,11,9,81.8,105,0,18,9.5,11.7,0,0,0,0,0,0,22.5,22.5
180,Michael Thomas,NO,WR,11,ATL,12,9,75,104,0,23,8.7,11.6,0,0,0,0,0,0,22.4,22.4
181,Brandon Aiyuk,SF,WR,15,DAL,13,9,69.2,73,1,26,5.6,8.1,0,0,0,0,0,0,22.3,22.3
182,DJ Moore,CAR,WR,15,GB,8,6,75,131,0,40,16.4,21.8,1,1,1,0,0,0,22.2,22.2
182,Michael Pittman Jr.,IND,WR,10,TEN,8,7,87.5,101,0,40,12.6,14.4,1,21,21,0,0,0,22.2,22.2
182,William Fuller V,HOU,WR,1,KC,10,8,80,112,0,31,11.2,14,0,0,0,0,0,0,22.2,22.2
182,Cole Beasley,BUF,WR,15,DEN,10,8,80,112,0,27,11.2,14,0,0,0,0,0,0,22.2,22.2
186,Curtis Samuel,CAR,WR,17,NO,11,7,63.6,118,0,33,10.7,16.9,3,3,1,0,0,0,22.1,22.1
187,Terry McLaurin,WAS,WR,7,DAL,11,7,63.6,90,1,52,8.2,12.9,0,0,0,0,0,0,22,22
188,Tee Higgins,CIN,WR,16,HOU,9,6,66.7,99,1,30,11,16.5,0,0,0,0,0,0,21.9,21.9
188,Chosen Anderson,CAR,WR,2,TB,10,9,90,109,0,39,10.9,12.1,0,0,0,0,1,1,21.9,21.9
190,Tyreek Hill,KC,WR,2,LAC,11,5,45.5,99,1,54,9,19.8,1,9,9,0,0,0,21.8,21.8
190,Brandin Cooks,HOU,WR,6,TEN,9,9,100,68,1,19,7.6,7.6,0,0,0,0,0,0,21.8,21.8
192,Jamison Crowder,NYJ,WR,13,LV,7,5,71.4,47,2,16,6.7,9.4,0,0,0,0,0,0,21.7,21.7
192,Gabe Davis,BUF,WR,17,MIA,5,2,40,107,1,56,21.4,53.5,0,0,0,0,0,0,21.7,21.7
192,Tee Higgins,CIN,WR,6,IND,8,6,75,125,0,67,15.6,20.8,1,2,2,0,0,0,21.7,21.7
192,Tyler Lockett,SEA,WR,11,ARI,9,9,100,67,1,11,7.4,7.4,0,0,0,0,0,0,21.7,21.7
192,Keenan Allen,LAC,WR,8,DEN,12,9,75,67,1,22,5.6,7.4,0,0,0,0,0,0,21.7,21.7
192,Keelan Cole,JAX,WR,10,GB,7,5,71.4,47,1,13,6.7,9.4,0,0,0,0,0,0,21.7,21.7
198,Robert Woods,LAR,WR,15,NYJ,7,6,85.7,56,1,16,8,9.3,1,40,40,0,0,0,21.6,21.6
198,Michael Gallup,DAL,WR,13,BAL,11,7,63.6,86,1,28,7.8,12.3,0,0,0,0,0,0,21.6,21.6
198,Diontae Johnson,PIT,WR,16,IND,14,8,57.1,74,1,39,5.3,9.2,1,2,2,0,0,0,21.6,21.6
198,DeVante Parker,MIA,WR,17,BUF,14,7,50,116,0,31,8.3,16.6,0,0,0,0,0,0,21.6,21.6
202,Rashard Higgins,CLE,WR,13,TEN,9,6,66.7,95,1,35,10.6,15.8,0,0,0,0,0,0,21.5,21.5
202,Sammy Watkins,KC,WR,1,HOU,9,7,77.8,82,1,19,9.1,11.7,1,3,3,0,0,0,21.5,21.5
202,Adam Thielen,MIN,WR,13,JAX,11,8,72.7,75,1,14,6.8,9.4,0,0,0,0,0,0,21.5,21.5
205,Tre'Quan Smith,NO,WR,4,DET,4,4,100,54,2,20,13.5,13.5,0,0,0,0,0,0,21.4,21.4
205,Curtis Samuel,CAR,WR,8,ATL,5,4,80,31,1,29,6.2,7.8,3,23,7.7,1,0,0,21.4,21.4
205,Robert Woods,LAR,WR,3,BUF,6,5,83.3,74,1,31,12.3,14.8,3,30,10,0,1,0,21.4,21.4
205,Curtis Samuel,CAR,WR,11,DET,10,8,80,70,1,17,7,8.8,1,4,4,0,0,0,21.4,21.4
205,Justin Jefferson,MIN,WR,15,CHI,11,8,72.7,104,0,26,9.5,13,0,0,0,0,0,0,21.4,21.4
210,Chase Claypool,PIT,WR,10,CIN,10,4,40,56,2,15,5.6,14,2,-3,-1.5,0,0,0,21.3,21.3
210,JuJu Smith-Schuster,PIT,WR,9,DAL,7,6,85.7,93,1,31,13.3,15.5,0,0,0,0,0,0,21.3,21.3
210,Emmanuel Sanders,NO,WR,17,CAR,13,9,69.2,63,1,9,4.8,7,0,0,0,0,0,0,21.3,21.3
