Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
570,Greg Ward,PHI,WR,5,PIT,5,4,80,26,1,11,5.2,6.5,0,0,0,0,0,0,12.6,12.6
570,Hunter Renfrow,LV,WR,8,CLE,4,4,100,26,1,11,6.5,6.5,0,0,0,0,0,0,12.6,12.6
570,Kendrick Bourne,SF,WR,17,SEA,6,5,83.3,76,0,27,12.7,15.2,0,0,0,0,0,0,12.6,12.6
570,Jamison Crowder,NYJ,WR,15,LAR,8,6,75,66,0,24,8.2,11,0,0,0,0,0,0,12.6,12.6
570,Danny Amendola,DET,WR,14,GB,7,6,85.7,66,0,16,9.4,11,0,0,0,0,0,0,12.6,12.6
570,Chad Hansen,HOU,WR,14,CHI,7,7,100,56,0,15,8,8,0,0,0,0,0,0,12.6,12.6
570,Diontae Johnson,PIT,WR,12,BAL,13,8,61.5,46,0,11,3.5,5.8,0,0,0,0,1,0,12.6,12.6
584,Josh Reynolds,LAR,WR,6,SF,5,2,40,45,1,40,9,22.5,0,0,0,0,0,0,12.5,12.5
584,Larry Fitzgerald,ARI,WR,15,PHI,4,3,75,35,1,15,8.8,11.7,0,0,0,0,0,0,12.5,12.5
584,William Fuller V,HOU,WR,7,GB,6,3,50,35,1,24,5.8,11.7,0,0,0,0,0,0,12.5,12.5
584,Marquise Brown,BAL,WR,16,NYG,4,4,100,25,1,9,6.2,6.2,0,0,0,0,0,0,12.5,12.5
584,Brandin Cooks,HOU,WR,11,NE,5,4,80,85,0,44,17,21.2,0,0,0,0,0,0,12.5,12.5
584,Amari Cooper,DAL,WR,9,PIT,6,5,83.3,67,0,32,11.2,13.4,1,8,8,0,0,0,12.5,12.5
590,Chad Beebe,MIN,WR,17,DET,3,2,66.7,44,1,40,14.7,22,0,0,0,0,0,0,12.4,12.4
590,Donovan Peoples-Jones,CLE,WR,14,BAL,5,3,60,74,0,37,14.8,24.7,0,0,0,0,0,0,12.4,12.4
590,DJ Chark,JAX,WR,2,TEN,4,4,100,84,0,45,21,21,0,0,0,0,0,0,12.4,12.4
590,A.J. Brown,TEN,WR,8,CIN,7,4,57.1,24,1,9,3.4,6,0,0,0,0,0,0,12.4,12.4
590,DeVante Parker,MIA,WR,9,ARI,7,6,85.7,64,0,17,9.1,10.7,0,0,0,0,0,0,12.4,12.4
590,DeSean Jackson,PHI,WR,2,LAR,9,6,66.7,64,0,25,7.1,10.7,0,0,0,0,0,0,12.4,12.4
596,Tyron Johnson,LAC,WR,4,TB,1,1,100,53,1,53,53,53,0,0,0,0,0,0,12.3,12.3
596,Dante Pettis,NYG,WR,17,DAL,2,2,100,43,1,33,21.5,21.5,0,0,0,0,0,0,12.3,12.3
596,Adam Thielen,MIN,WR,3,TEN,5,3,60,29,1,16,5.8,9.7,1,4,4,0,0,0,12.3,12.3
596,Allen Robinson II,CHI,WR,15,MIN,5,4,80,83,0,35,16.6,20.8,0,0,0,0,0,0,12.3,12.3
596,Marvin Jones Jr.,DET,WR,2,GB,6,4,66.7,23,1,8,3.8,5.8,0,0,0,0,0,0,12.3,12.3
596,Allen Lazard,GB,WR,12,CHI,6,4,66.7,23,1,8,3.8,5.8,0,0,0,0,0,0,12.3,12.3
596,Allen Robinson II,CHI,WR,1,DET,9,5,55.6,74,0,22,8.2,14.8,1,-1,-1,0,0,0,12.3,12.3
596,Travis Fulgham,PHI,WR,7,NYG,11,5,45.5,73,0,40,6.6,14.6,0,0,0,0,0,0,12.3,12.3
596,DaeSean Hamilton,DEN,WR,10,LV,6,4,66.7,33,1,13,5.5,8.2,0,0,0,0,1,1,12.3,12.3
596,Tyler Lockett,SEA,WR,13,NYG,9,6,66.7,63,0,24,7,10.5,0,0,0,0,1,0,12.3,12.3
606,Cole Beasley,BUF,WR,4,LV,4,3,75,32,1,14,8,10.7,0,0,0,0,0,0,12.2,12.2
606,Deebo Samuel,SF,WR,7,NE,5,5,100,65,0,23,13,13,3,7,2.3,0,0,0,12.2,12.2
606,Chris Conley,JAX,WR,9,HOU,8,7,87.5,52,0,21,6.5,7.4,0,0,0,0,0,0,12.2,12.2
609,Rashard Higgins,CLE,WR,5,IND,3,3,100,31,1,15,10.3,10.3,0,0,0,0,0,0,12.1,12.1
609,Gabe Davis,BUF,WR,3,LAR,4,4,100,81,0,39,20.2,20.2,0,0,0,0,0,0,12.1,12.1
609,Jerry Jeudy,DEN,WR,16,LAC,15,6,40,61,0,17,4.1,10.2,0,0,0,0,0,0,12.1,12.1
609,Davante Adams,GB,WR,6,TB,10,6,60,61,0,18,6.1,10.2,0,0,0,0,0,0,12.1,12.1
613,Collin Johnson,JAX,WR,5,HOU,4,3,75,30,1,19,7.5,10,0,0,0,0,0,0,12,12
613,Cole Beasley,BUF,WR,2,MIA,6,5,83.3,70,0,26,11.7,14,0,0,0,0,0,0,12,12
613,Larry Fitzgerald,ARI,WR,2,WAS,7,7,100,50,0,12,7.1,7.1,0,0,0,0,0,0,12,12
613,Mecole Hardman,KC,WR,14,MIA,3,3,100,40,0,26,13.3,13.3,0,0,0,0,1,1,12,12
617,Kenny Stills,HOU,WR,4,MIN,4,2,50,39,1,24,9.8,19.5,0,0,0,0,0,0,11.9,11.9
617,David Moore,SEA,WR,14,NYJ,5,3,60,20,1,14,4,6.7,1,9,9,0,0,0,11.9,11.9
617,James Washington,PIT,WR,14,BUF,6,3,50,29,1,19,4.8,9.7,0,0,0,0,0,0,11.9,11.9
617,Breshad Perriman,NYJ,WR,12,MIA,8,4,50,79,0,37,9.9,19.8,0,0,0,0,0,0,11.9,11.9
617,DeVante Parker,MIA,WR,3,JAX,5,5,100,69,0,20,13.8,13.8,0,0,0,0,0,0,11.9,11.9
617,Corey Davis,TEN,WR,3,MIN,6,5,83.3,69,0,38,11.5,13.8,0,0,0,0,0,0,11.9,11.9
617,Demarcus Robinson,KC,WR,6,BUF,6,5,83.3,69,0,22,11.5,13.8,0,0,0,0,0,0,11.9,11.9
617,DK Metcalf,SEA,WR,16,LAR,8,6,75,59,0,17,7.4,9.8,0,0,0,0,0,0,11.9,11.9
617,Brandin Cooks,HOU,WR,15,IND,7,6,85.7,59,0,16,8.4,9.8,0,0,0,0,0,0,11.9,11.9
617,Cooper Kupp,LAR,WR,7,CHI,6,6,100,43,0,13,7.2,7.2,1,16,16,0,0,0,11.9,11.9
617,Isaiah Wright,WAS,WR,10,DET,6,6,100,59,0,22,9.8,9.8,0,0,0,0,0,0,11.9,11.9
628,Golden Tate,NYG,WR,8,TB,3,2,66.7,31,1,19,10.3,15.5,0,0,0,0,0,0,11.8,11.82
629,Scotty Miller,TB,WR,14,MIN,2,1,50,48,1,48,24,48,0,0,0,0,0,0,11.8,11.8
629,Darius Slayton,NYG,WR,6,WAS,4,2,50,41,1,23,10.2,20.5,1,-3,-3,0,0,0,11.8,11.8
629,Demarcus Robinson,KC,WR,17,LAC,7,6,85.7,58,0,12,8.3,9.7,0,0,0,0,0,0,11.8,11.8
629,Jamison Crowder,NYJ,WR,6,MIA,13,7,53.8,48,0,13,3.7,6.9,0,0,0,0,0,0,11.8,11.8
629,JuJu Smith-Schuster,PIT,WR,2,DEN,8,7,87.5,48,0,18,6,6.9,0,0,0,0,0,0,11.8,11.8
634,Chosen Anderson,CAR,WR,6,CHI,5,4,80,77,0,39,15.4,19.2,0,0,0,0,0,0,11.7,11.7
634,A.J. Brown,TEN,WR,13,CLE,7,4,57.1,87,0,40,12.4,21.8,0,0,0,0,0,1,11.7,11.7
634,Corey Davis,TEN,WR,10,IND,6,5,83.3,67,0,20,11.2,13.4,0,0,0,0,0,0,11.7,11.7
634,Sterling Shepard,NYG,WR,9,WAS,8,6,75,39,0,21,4.9,6.5,1,18,18,0,0,0,11.7,11.7
638,Jarvis Landry,CLE,WR,14,BAL,9,6,66.7,52,0,12,5.8,8.7,0,0,0,0,2,0,11.7,11.68
639,Michael Gallup,DAL,WR,15,SF,4,3,75,26,1,12,6.5,8.7,0,0,0,0,0,0,11.6,11.6
639,Emmanuel Sanders,NO,WR,15,KC,5,4,80,76,0,51,15.2,19,0,0,0,0,0,0,11.6,11.6
639,Rashard Higgins,CLE,WR,15,NYG,5,4,80,76,0,22,15.2,19,0,0,0,0,0,0,11.6,11.6
639,Mack Hollins,MIA,WR,14,KC,9,5,55.6,66,0,23,7.3,13.2,0,0,0,0,0,0,11.6,11.6
639,CeeDee Lamb,DAL,WR,3,SEA,7,5,71.4,65,0,28,9.3,13,1,1,1,0,0,0,11.6,11.6
639,Cooper Kupp,LAR,WR,5,WAS,8,5,62.5,66,0,49,8.2,13.2,0,0,0,0,0,0,11.6,11.6
639,Tyler Lockett,SEA,WR,10,LAR,9,5,55.6,66,0,39,7.3,13.2,0,0,0,0,0,0,11.6,11.6
639,Chosen Anderson,CAR,WR,11,DET,9,7,77.8,46,0,18,5.1,6.6,0,0,0,0,0,0,11.6,11.6
639,Calvin Ridley,ATL,WR,17,TB,12,8,66.7,52,0,18,4.3,6.5,1,-6,-6,0,1,1,11.6,11.6
648,DJ Chark,JAX,WR,1,IND,3,3,100,25,1,12,8.3,8.3,0,0,0,0,0,0,11.5,11.5
648,Brandin Cooks,HOU,WR,13,IND,8,5,62.5,65,0,23,8.1,13,0,0,0,0,0,0,11.5,11.5
648,Damiere Byrd,NE,WR,9,NYJ,9,5,55.6,65,0,31,7.2,13,0,0,0,0,0,0,11.5,11.5
648,Jalen Reagor,PHI,WR,13,GB,1,1,100,34,0,34,34,34,1,11,11,0,1,0,11.5,11.5
648,DJ Chark,JAX,WR,6,DET,14,7,50,45,0,14,3.2,6.4,0,0,0,0,0,0,11.5,11.5
653,Odell Beckham Jr.,CLE,WR,5,IND,9,5,55.6,58,0,26,6.4,11.6,1,-1,-1,0,0,0,11.4,11.42
654,James Washington,PIT,WR,1,NYG,3,2,66.7,34,1,21,11.3,17,0,0,0,0,0,0,11.4,11.4
654,Breshad Perriman,NYJ,WR,17,NE,6,3,50,84,0,53,14,28,0,0,0,0,0,0,11.4,11.4
654,Darius Slayton,NYG,WR,15,CLE,9,4,44.4,74,0,35,8.2,18.5,0,0,0,0,0,0,11.4,11.4
654,Demarcus Robinson,KC,WR,9,CAR,3,3,100,34,1,28,11.3,11.3,0,0,0,0,1,1,11.4,11.4
654,Curtis Samuel,CAR,WR,5,ATL,5,5,100,36,0,17,7.2,7.2,4,28,7,0,0,0,11.4,11.4
654,Russell Gage,ATL,WR,7,DET,7,6,85.7,54,0,16,7.7,9,0,0,0,0,0,0,11.4,11.4
654,Braxton Berrios,NYJ,WR,8,KC,11,8,72.7,34,0,15,3.1,4.2,0,0,0,0,0,0,11.4,11.4
661,Miles Boykin,BAL,WR,17,CIN,2,1,50,43,1,43,21.5,43,0,0,0,0,0,0,11.3,11.3
661,Robert Woods,LAR,WR,2,PHI,5,2,40,14,0,13,2.8,7,3,19,6.3,1,0,0,11.3,11.3
661,Scotty Miller,TB,WR,3,DEN,5,3,60,83,0,47,16.6,27.7,0,0,0,0,0,0,11.3,11.3
661,Michael Gallup,DAL,WR,5,NYG,4,4,100,73,0,38,18.2,18.2,0,0,0,0,0,0,11.3,11.3
661,Jerry Jeudy,DEN,WR,8,LAC,10,4,40,73,0,43,7.3,18.2,0,0,0,0,0,0,11.3,11.3
661,Cole Beasley,BUF,WR,5,TEN,6,6,100,53,0,14,8.8,8.8,0,0,0,0,0,0,11.3,11.3
667,Austin Mack,NYG,WR,9,WAS,5,4,80,72,0,50,14.4,18,0,0,0,0,0,0,11.2,11.2
667,Chase Claypool,PIT,WR,12,BAL,9,6,66.7,52,0,22,5.8,8.7,0,0,0,0,0,0,11.2,11.2
667,Davante Adams,GB,WR,15,CAR,10,7,70,42,0,14,4.2,6,0,0,0,0,0,0,11.2,11.2
670,Isaiah McKenzie,BUF,WR,13,SF,2,2,100,31,1,23,15.5,15.5,0,0,0,0,0,0,11.1,11.1
670,N'Keal Harry,NE,WR,4,KC,6,3,50,21,1,9,3.5,7,0,0,0,0,0,0,11.1,11.1
670,T.Y. Hilton,IND,WR,15,HOU,6,4,66.7,71,0,41,11.8,17.8,0,0,0,0,0,0,11.1,11.1
670,Jarvis Landry,CLE,WR,1,BAL,6,5,83.3,61,0,20,10.2,12.2,0,0,0,0,0,0,11.1,11.1
670,Terry McLaurin,WAS,WR,1,PHI,7,5,71.4,61,0,21,8.7,12.2,0,0,0,0,0,0,11.1,11.1
670,Laviska Shenault Jr.,JAX,WR,14,TEN,11,6,54.5,49,0,22,4.5,8.2,1,2,2,0,0,0,11.1,11.1
670,DeAndre Hopkins,ARI,WR,4,CAR,9,7,77.8,41,0,13,4.6,5.9,0,0,0,0,0,0,11.1,11.1
677,Kendrick Bourne,SF,WR,5,MIA,4,2,50,30,1,19,7.5,15,0,0,0,0,0,0,11,11
677,Allen Robinson II,CHI,WR,7,LAR,4,4,100,70,0,42,17.5,17.5,0,0,0,0,0,0,11,11
677,Ja'Marcus Bradley,CLE,WR,16,NYJ,11,5,45.5,60,0,22,5.5,12,0,0,0,0,0,0,11,11
680,Jarvis Landry,CLE,WR,7,CIN,6,5,83.3,48,0,28,8,9.6,2,4,2,0,0,0,11,10.96
681,Golden Tate,NYG,WR,7,PHI,2,1,50,39,1,39,19.5,39,0,0,0,0,0,0,10.9,10.9
681,Demarcus Robinson,KC,WR,16,ATL,2,2,100,29,1,25,14.5,14.5,0,0,0,0,0,0,10.9,10.9
681,Lil'Jordan Humphrey,NO,WR,15,KC,4,2,50,29,1,17,7.2,14.5,0,0,0,0,0,0,10.9,10.9
681,Keenan Allen,LAC,WR,5,NO,2,2,100,29,1,17,14.5,14.5,0,0,0,0,0,0,10.9,10.9
681,Christian Kirk,ARI,WR,4,CAR,5,3,60,19,1,8,3.8,6.3,0,0,0,0,0,0,10.9,10.9
681,Gabe Davis,BUF,WR,14,PIT,8,3,37.5,19,1,13,2.4,6.3,0,0,0,0,0,0,10.9,10.9
681,Zach Pascal,IND,WR,2,MIN,4,3,75,19,1,14,4.8,6.3,0,0,0,0,0,0,10.9,10.9
681,Mike Williams,LAC,WR,1,CIN,9,4,44.4,69,0,37,7.7,17.2,0,0,0,0,0,0,10.9,10.9
681,Anthony Miller,CHI,WR,13,DET,5,5,100,56,0,19,11.2,11.2,1,3,3,0,0,0,10.9,10.9
681,CeeDee Lamb,DAL,WR,1,LAR,6,5,83.3,59,0,33,9.8,11.8,0,0,0,0,0,0,10.9,10.9
681,Randall Cobb,HOU,WR,2,BAL,6,5,83.3,59,0,23,9.8,11.8,0,0,0,0,0,0,10.9,10.9
681,Stefon Diggs,BUF,WR,12,LAC,9,7,77.8,39,0,9,4.3,5.6,0,0,0,0,0,0,10.9,10.9
693,Miles Boykin,BAL,WR,13,DAL,3,1,33.3,38,1,38,12.7,38,0,0,0,0,0,0,10.8,10.8
693,Jerry Jeudy,DEN,WR,10,LV,8,4,50,68,0,26,8.5,17,0,0,0,0,0,0,10.8,10.8
693,Gabe Davis,BUF,WR,5,TEN,9,5,55.6,58,0,15,6.4,11.6,0,0,0,0,0,0,10.8,10.8
693,Stefon Diggs,BUF,WR,7,NYJ,11,6,54.5,48,0,12,4.4,8,0,0,0,0,0,0,10.8,10.8
693,Marvin Jones Jr.,DET,WR,12,HOU,12,6,50,48,0,16,4,8,0,0,0,0,0,0,10.8,10.8
698,Darnell Mooney,CHI,WR,14,HOU,2,2,100,22,1,12,11,11,1,5,5,0,0,0,10.7,10.7
698,Keelan Cole,JAX,WR,5,HOU,6,2,33.3,25,1,13,4.2,12.5,1,2,2,0,0,0,10.7,10.7
698,Mecole Hardman,KC,WR,15,NO,9,3,33.3,22,1,9,2.4,7.3,1,-5,-5,0,0,0,10.7,10.7
698,Randall Cobb,HOU,WR,6,TEN,4,3,75,17,1,7,4.2,5.7,0,0,0,0,0,0,10.7,10.7
698,Kendrick Bourne,SF,WR,2,NYJ,5,4,80,67,0,24,13.4,16.8,0,0,0,0,0,0,10.7,10.7
698,Denzel Mims,NYJ,WR,12,MIA,8,4,50,67,0,30,8.4,16.8,0,0,0,0,0,0,10.7,10.7
698,Isaiah McKenzie,BUF,WR,5,TEN,4,4,100,7,1,9,1.8,1.8,0,0,0,0,0,0,10.7,10.7
698,Hunter Renfrow,LV,WR,4,BUF,8,5,62.5,57,0,37,7.1,11.4,0,0,0,0,1,0,10.7,10.7
698,Sterling Shepard,NYG,WR,1,PIT,6,6,100,47,0,14,7.8,7.8,0,0,0,0,0,0,10.7,10.7
698,Adam Humphries,TEN,WR,1,DEN,7,6,85.7,47,0,10,6.7,7.8,0,0,0,0,0,0,10.7,10.7
698,Randall Cobb,HOU,WR,5,JAX,6,6,100,47,0,17,7.8,7.8,0,0,0,0,0,0,10.7,10.7
698,Sterling Shepard,NYG,WR,10,PHI,6,6,100,47,0,27,7.8,7.8,0,0,0,0,0,0,10.7,10.7
698,Diontae Johnson,PIT,WR,1,NYG,10,6,60,57,0,18,5.7,9.5,0,0,0,0,1,1,10.7,10.7
711,Cedrick Wilson Jr.,DAL,WR,5,NYG,4,4,100,22,0,10,5.5,5.5,0,0,0,0,0,0,10.6,10.64
712,Jamison Crowder,NYJ,WR,9,NE,2,2,100,26,1,20,13,13,0,0,0,0,0,0,10.6,10.6
712,Emmanuel Sanders,NO,WR,11,ATL,5,4,80,66,0,44,13.2,16.5,0,0,0,0,0,0,10.6,10.6
712,Tee Higgins,CIN,WR,13,MIA,8,5,62.5,56,0,22,7,11.2,0,0,0,0,0,0,10.6,10.6
712,Allen Lazard,GB,WR,15,CAR,6,5,83.3,56,0,22,9.3,11.2,0,0,0,0,0,0,10.6,10.6
712,Darius Slayton,NYG,WR,8,TB,9,5,55.6,56,0,14,6.2,11.2,0,0,0,0,0,0,10.6,10.6
712,CeeDee Lamb,DAL,WR,13,BAL,9,6,66.7,46,0,14,5.1,7.7,0,0,0,0,0,0,10.6,10.6
712,Lynn Bowden Jr.,MIA,WR,15,NE,7,6,85.7,37,0,14,5.3,6.2,1,9,9,0,0,0,10.6,10.6
719,Emmanuel Sanders,NO,WR,1,TB,5,3,60,15,1,6,3,5,0,0,0,0,0,0,10.5,10.5
719,Ray-Ray McCloud III,PIT,WR,5,PHI,3,3,100,12,0,8,4,4,2,63,31.5,0,0,0,10.5,10.5
719,Tyreek Hill,KC,WR,16,ATL,6,4,66.7,65,0,31,10.8,16.2,0,0,0,0,0,0,10.5,10.5
719,Russell Gage,ATL,WR,6,MIN,4,4,100,65,0,27,16.2,16.2,0,0,0,0,0,0,10.5,10.5
719,Chosen Anderson,CAR,WR,3,LAC,5,5,100,55,0,18,11,11,0,0,0,0,0,0,10.5,10.5
719,Jerry Jeudy,DEN,WR,3,TB,9,5,55.6,55,0,22,6.1,11,0,0,0,0,0,0,10.5,10.5
719,Zach Pascal,IND,WR,9,BAL,6,5,83.3,55,0,20,9.2,11,0,0,0,0,0,0,10.5,10.5
719,DeAndre Hopkins,ARI,WR,12,NE,7,5,71.4,55,0,16,7.9,11,0,0,0,0,0,0,10.5,10.5
727,Sammy Watkins,KC,WR,5,LV,2,2,100,24,1,16,12,12,0,0,0,0,0,0,10.4,10.4
727,Cameron Batson,TEN,WR,13,CLE,3,3,100,14,1,8,4.7,4.7,1,0,0,0,0,0,10.4,10.4
727,A.J. Green,CIN,WR,16,HOU,7,4,57.1,64,0,33,9.1,16,0,0,0,0,0,0,10.4,10.4
727,Keke Coutee,HOU,WR,14,CHI,3,3,100,24,1,11,8,8,0,0,0,0,1,1,10.4,10.4
727,Mike Evans,TB,WR,9,NO,6,4,66.7,64,0,22,10.7,16,0,0,0,0,0,0,10.4,10.4
727,Keke Coutee,HOU,WR,16,CIN,5,5,100,54,0,17,10.8,10.8,0,0,0,0,1,0,10.4,10.4
727,Nelson Agholor,LV,WR,12,ATL,6,5,83.3,54,0,15,9,10.8,0,0,0,0,0,0,10.4,10.4
727,Demarcus Robinson,KC,WR,11,LV,8,6,75,44,0,17,5.5,7.3,0,0,0,0,0,0,10.4,10.4
735,KhaDarel Hodge,CLE,WR,11,PHI,5,3,60,73,0,42,14.6,24.3,0,0,0,0,0,0,10.3,10.3
735,Steven Sims,WAS,WR,11,CIN,3,3,100,13,1,7,4.3,4.3,0,0,0,0,0,0,10.3,10.3
735,KJ Hamler,DEN,WR,8,LAC,3,3,100,13,1,7,4.3,4.3,0,0,0,0,0,0,10.3,10.3
735,Kendrick Bourne,SF,WR,3,NYG,6,4,66.7,63,0,18,10.5,15.8,0,0,0,0,0,0,10.3,10.3
735,Allen Robinson II,CHI,WR,6,CAR,9,5,55.6,53,0,23,5.9,10.6,0,0,0,0,0,0,10.3,10.3
735,Allen Robinson II,CHI,WR,10,MIN,9,6,66.7,43,0,24,4.8,7.2,0,0,0,0,0,0,10.3,10.3
741,Freddie Swain,SEA,WR,14,NYJ,3,2,66.7,22,1,19,7.3,11,0,0,0,0,0,0,10.2,10.2
741,Laviska Shenault Jr.,JAX,WR,2,TEN,4,3,75,35,0,14,8.8,11.7,5,37,7.4,0,0,0,10.2,10.2
741,Breshad Perriman,NYJ,WR,6,MIA,8,4,50,62,0,22,7.8,15.5,0,0,0,0,0,0,10.2,10.2
741,Jakobi Meyers,NE,WR,7,SF,6,4,66.7,60,0,21,10,15,1,2,2,0,0,0,10.2,10.2
741,Denzel Mims,NYJ,WR,9,NE,8,4,50,62,0,26,7.8,15.5,0,0,0,0,0,0,10.2,10.2
741,Jerry Jeudy,DEN,WR,2,PIT,7,4,57.1,62,0,20,8.9,15.5,0,0,0,0,0,0,10.2,10.2
741,Tee Higgins,CIN,WR,5,BAL,8,4,50,62,0,26,7.8,15.5,0,0,0,0,0,0,10.2,10.2
741,Tyler Lockett,SEA,WR,14,NYJ,5,5,100,52,0,17,10.4,10.4,0,0,0,0,0,0,10.2,10.2
741,Jakobi Meyers,NE,WR,12,ARI,6,5,83.3,52,0,17,8.7,10.4,0,0,0,0,0,0,10.2,10.2
750,Denzel Mims,NYJ,WR,11,LAC,8,3,37.5,71,0,27,8.9,23.7,0,0,0,0,0,0,10.1,10.1
750,DJ Moore,CAR,WR,12,MIN,9,4,44.4,61,0,25,6.8,15.2,0,0,0,0,0,0,10.1,10.1
750,Tyler Johnson,TB,WR,5,CHI,6,4,66.7,61,0,35,10.2,15.2,0,0,0,0,0,0,10.1,10.1
750,Tim Patrick,DEN,WR,10,LV,6,4,66.7,61,0,27,10.2,15.2,0,0,0,0,0,0,10.1,10.1
750,A.J. Green,CIN,WR,1,LAC,9,5,55.6,51,0,14,5.7,10.2,0,0,0,0,0,0,10.1,10.1
750,DeAndre Hopkins,ARI,WR,11,SEA,8,5,62.5,51,0,23,6.4,10.2,0,0,0,0,0,0,10.1,10.1
750,Michael Thomas,NO,WR,9,TB,6,5,83.3,51,0,20,8.5,10.2,0,0,0,0,0,0,10.1,10.1
750,Amari Cooper,DAL,WR,17,NYG,9,6,66.7,41,0,13,4.6,6.8,0,0,0,0,0,0,10.1,10.1
750,Michael Gallup,DAL,WR,12,WAS,8,6,75,41,0,19,5.1,6.8,0,0,0,0,0,0,10.1,10.1
750,Tyler Boyd,CIN,WR,10,PIT,8,6,75,41,0,20,5.1,6.8,0,0,0,0,0,0,10.1,10.1
760,Miles Boykin,BAL,WR,8,PIT,3,2,66.7,20,1,14,6.7,10,0,0,0,0,0,0,10,10
760,Corey Davis,TEN,WR,12,IND,3,3,100,70,0,37,23.3,23.3,0,0,0,0,0,0,10,10
760,Sammy Watkins,KC,WR,15,NO,6,4,66.7,60,0,23,10,15,0,0,0,0,0,0,10,10
760,Cooper Kupp,LAR,WR,10,SEA,7,5,71.4,50,0,31,7.1,10,0,0,0,0,0,0,10,10
764,Justin Jefferson,MIN,WR,14,TB,8,4,50,39,0,17,4.9,9.8,0,0,0,0,0,0,9.9,9.9
764,Odell Beckham Jr.,CLE,WR,3,WAS,6,4,66.7,59,0,18,9.8,14.8,0,0,0,0,0,0,9.9,9.9
764,Darnell Mooney,CHI,WR,4,IND,9,5,55.6,52,0,33,5.8,10.4,1,-3,-3,0,0,0,9.9,9.9
764,Tee Higgins,CIN,WR,14,DAL,8,5,62.5,49,0,18,6.1,9.8,0,0,0,0,0,0,9.9,9.9
764,Antonio Brown,TB,WR,14,MIN,5,5,100,49,0,16,9.8,9.8,0,0,0,0,0,0,9.9,9.9
764,Anthony Miller,CHI,WR,9,TEN,8,5,62.5,59,0,34,7.4,11.8,0,0,0,0,1,1,9.9,9.9
764,Brandin Cooks,HOU,WR,10,CLE,8,6,75,39,0,10,4.9,6.5,0,0,0,0,0,0,9.9,9.9
771,Chris Conley,JAX,WR,7,LAC,2,1,50,28,1,28,14,28,0,0,0,0,0,0,9.8,9.8
771,Preston Williams,MIA,WR,6,NYJ,3,2,66.7,18,1,15,6,9,0,0,0,0,0,0,9.8,9.8
771,Cole Beasley,BUF,WR,1,NYJ,7,4,57.1,58,0,29,8.3,14.5,0,0,0,0,0,0,9.8,9.8
771,Keenan Allen,LAC,WR,13,NE,11,5,45.5,48,0,24,4.4,9.6,0,0,0,0,0,0,9.8,9.8
771,Damiere Byrd,NE,WR,14,LAR,8,5,62.5,48,0,25,6,9.6,0,0,0,0,0,0,9.8,9.8
771,Chris Godwin,TB,WR,6,GB,7,5,71.4,48,0,25,6.9,9.6,0,0,0,0,0,0,9.8,9.8
771,Chosen Anderson,CAR,WR,8,ATL,8,5,62.5,48,0,27,6,9.6,0,0,0,0,0,0,9.8,9.8
771,Robert Woods,LAR,WR,4,NYG,7,6,85.7,36,0,15,5.1,6,1,2,2,0,0,0,9.8,9.8
771,JuJu Smith-Schuster,PIT,WR,13,WAS,10,7,70,28,0,9,2.8,4,0,0,0,0,0,0,9.8,9.8
780,Adam Thielen,MIN,WR,17,DET,5,4,80,57,0,20,11.4,14.2,0,0,0,0,0,0,9.7,9.7
780,Marquise Brown,BAL,WR,6,PHI,6,4,66.7,57,0,20,9.5,14.2,0,0,0,0,0,0,9.7,9.7
780,Golden Tate,NYG,WR,2,CHI,5,5,100,47,0,20,9.4,9.4,0,0,0,0,0,0,9.7,9.7
783,Gabe Davis,BUF,WR,4,LV,1,1,100,26,1,26,26,26,0,0,0,0,0,0,9.6,9.6
783,Isaiah McKenzie,BUF,WR,9,SEA,1,1,100,25,1,25,25,25,1,1,1,0,0,0,9.6,9.6
783,Henry Ruggs III,LV,WR,1,CAR,5,3,60,55,0,45,11,18.3,2,11,5.5,0,0,0,9.6,9.6
783,Richie James,SF,WR,17,SEA,5,3,60,66,0,45,13.2,22,0,0,0,0,0,0,9.6,9.6
783,Courtland Sutton,DEN,WR,2,PIT,6,3,50,66,0,45,11,22,0,0,0,0,0,0,9.6,9.6
783,Jerry Jeudy,DEN,WR,1,TEN,8,4,50,56,0,25,7,14,0,0,0,0,1,0,9.6,9.6
783,Michael Pittman Jr.,IND,WR,9,BAL,7,4,57.1,56,0,18,8,14,0,0,0,0,0,0,9.6,9.6
783,DJ Chark,JAX,WR,10,GB,5,4,80,56,0,21,11.2,14,0,0,0,0,0,0,9.6,9.6
783,Michael Pittman Jr.,IND,WR,13,HOU,5,5,100,46,0,13,9.2,9.2,0,0,0,0,0,0,9.6,9.6
783,CeeDee Lamb,DAL,WR,17,NYG,7,5,71.4,43,0,21,6.1,8.6,1,3,3,0,0,0,9.6,9.6
783,Steven Sims,WAS,WR,10,DET,6,5,83.3,46,0,23,7.7,9.2,0,0,0,0,1,0,9.6,9.6
