Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
1346,Darwin Thompson,KC,RB,8,NYJ,4,3,0.8,0,1,0,0,0,0,0,0.3,0.3
1346,D'Ernest Johnson,CLE,RB,7,CIN,1,3,3,0,0,0,0,0,0,0,0.3,0.3
1346,Anthony McFarland Jr.,PIT,RB,11,JAX,3,3,1,0,0,0,0,0,0,0,0.3,0.3
1361,Frank Gore,NYJ,RB,13,LV,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,Phillip Lindsay,DEN,RB,10,LV,4,2,0.5,0,1,0,0,0,0,0,0.2,0.2
1361,DeAndre Washington,MIA,RB,10,LAC,2,2,1,0,0,0,0,0,0,0,0.2,0.2
1361,Alex Armah,CAR,FB,5,ATL,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,Michael Burton,NO,FB,5,LAC,2,2,1,0,0,0,0,0,0,0,0.2,0.2
1361,Alex Armah,CAR,FB,4,ARI,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,C.J. Ham,MIN,FB,4,HOU,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,Darrel Williams,KC,RB,4,NE,1,2,2,0,1,0,0,0,0,0,0.2,0.2
1361,Anthony Sherman,KC,FB,1,HOU,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,C.J. Ham,MIN,FB,8,GB,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,Alec Ingold,LV,FB,15,LAC,1,2,2,0,1,0,0,0,0,0,0.2,0.2
1361,J.J. Taylor,NE,RB,15,MIA,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,Jeremy McNichols,TEN,RB,7,PIT,1,2,2,0,0,0,0,0,0,0,0.2,0.2
1361,Mark Ingram II,BAL,RB,11,TEN,2,2,1,0,0,0,0,0,0,0,0.2,0.2
1361,Elijhaa Penny,NYG,RB,9,WAS,1,2,2,0,1,0,0,0,0,0,0.2,0.2
1376,Josh Adams,NYJ,RB,12,MIA,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Peyton Barber,WAS,RB,2,ARI,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,C.J. Prosise,HOU,RB,3,PIT,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Jaylen Samuels,PIT,RB,3,HOU,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Keith Smith,ATL,FB,5,CAR,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Jordan Wilkins,IND,RB,5,CLE,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Boston Scott,PHI,RB,4,SF,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
1376,Alex Armah,CAR,FB,1,LV,2,1,0.5,0,0,0,0,0,0,0,0.1,0.1
1376,Jason Huntley,PHI,RB,1,WAS,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Dion Lewis,NYG,RB,1,PIT,1,1,1,0,1,0,0,0,0,0,0.1,0.1
1376,D'Ernest Johnson,CLE,RB,6,PIT,4,1,0.2,0,1,0,0,0,1,0,0.1,0.1
1376,Anthony McFarland Jr.,PIT,RB,8,BAL,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Michael Burton,NO,FB,8,CHI,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Alex Armah,CAR,FB,7,NO,1,1,1,0,1,0,0,0,0,0,0.1,0.1
1376,D'Onta Foreman,TEN,RB,11,BAL,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Keith Smith,ATL,FB,9,DEN,1,1,1,0,0,0,0,0,0,0,0.1,0.1
1376,Benny Snell Jr.,PIT,RB,9,DAL,3,1,0.3,0,0,0,0,0,0,0,0.1,0.1
1376,Darwin Thompson,KC,RB,3,BAL,2,11,5.5,0,2,0,0,0,1,1,0.1,0.1
1376,Benny Snell Jr.,PIT,RB,2,DEN,3,5,1.7,0,1,1,-4,0,1,1,0.1,0.1
1395,Jason Cabinda,DET,FB,17,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,14,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,16,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,6,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,12,HOU,1,0,0,0,1,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,12,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,12,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,12,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,12,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Devine Ozigbo,JAX,RB,12,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Craig Reynolds,JAX,RB,12,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,12,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Senorise Perry,TEN,RB,12,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Keith Smith,ATL,FB,12,LV,0,0,0,0,1,0,0,0,0,0,0,0
1395,Alec Ingold,LV,FB,12,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,12,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,12,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,12,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,12,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,12,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Sony Michel,NE,RB,12,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,12,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,12,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,12,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,12,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,12,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,12,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,12,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,12,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Austin Walter,SF,RB,12,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,12,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,12,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,LeSean McCoy,TB,RB,12,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,DeeJay Dallas,SEA,RB,12,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Wendell Smallwood,PIT,RB,12,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,12,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Samaje Perine,CIN,RB,2,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,2,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,2,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ke'Shawn Vaughn,TB,RB,2,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,2,TEN,0,0,0,0,1,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,2,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,2,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Josh Adams,NYJ,RB,2,SF,1,0,0,0,0,0,0,0,0,0,0,0
1395,Levante Bellamy,DEN,RB,2,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,2,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,2,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ty Johnson,DET,RB,2,GB,0,0,0,0,1,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,2,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,2,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,2,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,2,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,2,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,2,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,2,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chandler Cox,MIA,FB,2,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,2,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,2,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,2,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darius Bradwell,LAC,RB,2,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,2,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Prosise,HOU,RB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,2,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,2,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,3,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,3,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chandler Cox,MIA,FB,3,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,3,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,3,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Samaje Perine,CIN,RB,3,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,3,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,3,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ito Smith,ATL,RB,3,CHI,0,0,0,0,2,0,0,0,0,0,0,0
1395,Qadree Ollison,ATL,RB,3,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,3,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,3,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,3,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,3,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,3,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,3,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,3,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Raymond Calais,LAR,RB,3,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alex Armah,CAR,FB,3,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darius Bradwell,LAC,RB,3,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,3,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Levante Bellamy,DEN,RB,3,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kenjon Barner,TB,RB,3,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,3,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,DeeJay Dallas,SEA,RB,3,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,3,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,3,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,3,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,AJ Dillon,GB,RB,3,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,3,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,3,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,3,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,13,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Senorise Perry,TEN,RB,13,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Onta Foreman,TEN,RB,13,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Khari Blasingame,TEN,FB,13,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trayveon Williams,CIN,RB,13,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chandler Cox,MIA,FB,13,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Keith Smith,ATL,FB,13,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,13,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,13,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,13,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Williams,DET,RB,13,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,13,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,13,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,13,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Devine Ozigbo,JAX,RB,13,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,13,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,13,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,13,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,13,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,13,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Tyler Ervin,GB,RB,13,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,13,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,13,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Royce Freeman,DEN,RB,13,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,13,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,13,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,13,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,13,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,13,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jerick McKinnon,SF,RB,13,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,13,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,10,PHI,1,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,10,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,LeSean McCoy,TB,RB,10,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,10,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,10,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,10,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Williams,DET,RB,10,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,10,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chris Thompson,JAX,RB,10,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,10,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,10,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,10,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy Cox,DEN,RB,10,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jalen Richard,LV,RB,10,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alec Ingold,LV,FB,10,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Troymaine Pope,LAC,RB,10,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,10,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,10,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,10,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trey Edmunds,PIT,RB,10,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jaylen Samuels,PIT,RB,10,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,10,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,10,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,5,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Leonard Fournette,TB,RB,5,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,5,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,La'Mical Perine,NYJ,RB,5,ARI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Corey Clement,PHI,RB,5,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trey Edmunds,PIT,RB,5,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jaylen Samuels,PIT,RB,5,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Samaje Perine,CIN,RB,5,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,5,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Peyton Barber,WAS,RB,5,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,5,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,5,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Prosise,HOU,RB,5,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,5,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,5,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,5,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,JaMycal Hasty,SF,RB,5,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dontrell Hilliard,CLE,RB,5,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,5,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,5,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Ham,MIN,FB,5,SEA,0,0,0,0,2,0,0,0,0,0,0,0
1395,DeeJay Dallas,SEA,RB,5,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Troymaine Pope,LAC,RB,5,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,5,NO,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,5,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,5,TEN,0,0,0,0,1,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,5,TEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Levante Bellamy,DEN,RB,4,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,4,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jonathan Ward,ARI,RB,4,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,4,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,4,CLE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Ricard,BAL,FB,4,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Justice Hill,BAL,RB,4,WAS,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dwayne Washington,NO,RB,4,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Samaje Perine,CIN,RB,4,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Bruce Miller,JAX,FB,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chris Thompson,JAX,RB,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Dare Ogunbowale,JAX,RB,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Kenjon Barner,TB,RB,4,LAC,0,0,0,0,1,0,0,0,0,0,0,0
1395,C.J. Prosise,HOU,RB,4,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,4,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,4,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,4,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,4,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Raymond Calais,LAR,RB,4,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,4,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,4,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,4,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,T.J. Yeldon,BUF,RB,4,LV,0,0,0,0,1,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,4,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Devontae Booker,LV,RB,4,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,JaMycal Hasty,SF,RB,4,PHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Anthony Sherman,KC,FB,4,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,4,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,4,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,4,ATL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Buddy Howell,HOU,RB,1,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Scottie Phillips,HOU,RB,1,KC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Darwin Thompson,KC,RB,1,HOU,0,0,0,0,0,0,0,0,0,0,0,0
1395,John Lovett,GB,FB,1,MIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ameer Abdullah,MIN,RB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,C.J. Ham,MIN,FB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Boone,MIN,RB,1,GB,0,0,0,0,0,0,0,0,0,0,0,0
1395,Mike Davis,CAR,RB,1,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Trenton Cannon,CAR,RB,1,LV,0,0,0,0,0,0,0,0,0,0,0,0
1395,Alec Ingold,LV,FB,1,CAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Taiwan Jones,BUF,RB,1,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Reggie Gilliam,BUF,FB,1,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ryan Nall,CHI,RB,1,DET,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jason Cabinda,DET,FB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Ty Johnson,DET,RB,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0
1395,Chandler Cox,MIA,FB,1,NE,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,1,MIA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,1,BAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Keith Smith,ATL,FB,1,SEA,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jordan Wilkins,IND,RB,1,JAX,0,0,0,0,0,0,0,0,0,0,0,0
1395,Nathan Cottrell,JAX,RB,1,IND,0,0,0,0,0,0,0,0,0,0,0,0
1395,Samaje Perine,CIN,RB,1,LAC,0,0,0,0,0,0,0,0,0,0,0,0
1395,Gabe Nabers,LAC,FB,1,CIN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Michael Burton,NO,FB,1,TB,0,0,0,0,0,0,0,0,0,0,0,0
1395,D.J. Foster,ARI,RB,1,SF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Rico Dowdle,DAL,RB,1,LAR,0,0,0,0,0,0,0,0,0,0,0,0
1395,Xavier Jones,LAR,RB,1,DAL,0,0,0,0,0,0,0,0,0,0,0,0
1395,Elijhaa Penny,NYG,RB,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0
1395,Senorise Perry,TEN,RB,1,DEN,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jeremy McNichols,TEN,RB,1,DEN,0,0,0,0,1,0,0,0,0,0,0,0
1395,Matt Breida,MIA,RB,17,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Patrick Laird,MIA,RB,17,BUF,0,0,0,0,0,0,0,0,0,0,0,0
1395,Jakob Johnson,NE,FB,17,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,J.J. Taylor,NE,RB,17,NYJ,0,0,0,0,0,0,0,0,0,0,0,0
1395,Andy Janovich,CLE,FB,17,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,D'Ernest Johnson,CLE,RB,17,PIT,0,0,0,0,0,0,0,0,0,0,0,0
1395,Derek Watt,PIT,FB,17,CLE,0,0,0,0,0,0,0,0,0,0,0,0
