Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
832,Melvin Gordon III,DEN,RB,10,LV,11,46,4.2,0,2,0,0,0,0,0,4.6,4.6
832,D'Ernest Johnson,CLE,RB,5,IND,8,32,4,0,1,1,4,0,0,0,4.6,4.6
832,Frank Gore,NYJ,RB,4,DEN,13,30,2.3,0,2,1,6,0,0,0,4.6,4.6
832,Jordan Wilkins,IND,RB,11,GB,4,21,5.2,0,1,1,15,0,0,0,4.6,4.6
832,Royce Freeman,DEN,RB,10,LV,2,11,5.5,0,2,2,15,0,0,0,4.6,4.6
832,Kalen Ballage,LAC,RB,16,DEN,4,14,3.5,0,3,2,12,0,0,0,4.6,4.6
838,Wayne Gallman,NYG,RB,4,LAR,6,45,7.5,0,0,0,0,0,0,0,4.5,4.5
838,Phillip Lindsay,DEN,RB,1,TEN,7,24,3.4,0,1,1,11,0,0,0,4.5,4.5
838,Todd Gurley II,ATL,RB,17,TB,9,18,2,0,1,1,17,0,0,0,4.5,4.5
838,LeSean McCoy,TB,RB,14,MIN,4,32,8,0,1,1,3,0,0,0,4.5,4.5
838,Malcolm Brown,LAR,RB,16,SEA,7,27,3.9,0,3,1,8,0,0,0,4.5,4.5
838,Brian Hill,ATL,RB,2,DAL,3,14,4.7,0,2,2,11,0,0,0,4.5,4.5
838,Alec Ingold,LV,FB,5,KC,0,0,0,0,4,2,25,0,0,0,4.5,4.5
838,Chase Edmonds,ARI,RB,17,LAR,3,-3,-1,0,2,2,28,0,0,0,4.5,4.5
838,Chris Thompson,JAX,RB,6,DET,0,0,0,0,4,3,15,0,0,0,4.5,4.5
847,Ito Smith,ATL,RB,13,NO,8,36,4.5,0,2,1,-2,0,0,0,4.4,4.4
847,Jeremy McNichols,TEN,RB,10,IND,3,26,8.7,0,1,1,8,0,0,0,4.4,4.4
847,Devin Singletary,BUF,RB,14,PIT,7,32,4.6,0,1,1,2,0,0,0,4.4,4.4
847,LeSean McCoy,TB,RB,3,DEN,0,0,0,0,4,2,24,0,0,0,4.4,4.4
847,Wayne Gallman,NYG,RB,5,DAL,5,24,4.8,0,2,2,0,0,0,0,4.4,4.4
847,Rodney Smith,CAR,RB,14,DEN,2,10,5,0,2,2,14,0,0,0,4.4,4.4
847,Brian Hill,ATL,RB,6,MIN,10,28,2.8,0,2,2,6,0,1,1,4.4,4.4
854,J.J. Taylor,NE,RB,3,LV,11,43,3.9,0,1,0,0,0,0,0,4.3,4.3
854,Nick Chubb,CLE,RB,4,DAL,6,43,7.2,0,0,0,0,0,0,0,4.3,4.3
854,Zack Moss,BUF,RB,14,PIT,13,43,3.3,0,1,0,0,0,0,0,4.3,4.3
854,Devin Singletary,BUF,RB,5,TEN,11,25,2.3,0,1,1,8,0,0,0,4.3,4.3
854,Damien Harris,NE,RB,6,DEN,6,19,3.2,0,1,1,14,0,0,0,4.3,4.3
854,La'Mical Perine,NYJ,RB,3,IND,7,24,3.4,0,2,2,-1,0,0,0,4.3,4.3
854,DeeJay Dallas,SEA,RB,4,MIA,2,8,4,0,2,2,15,0,0,0,4.3,4.3
854,Brian Hill,ATL,RB,4,GB,4,10,2.5,0,2,2,13,0,0,0,4.3,4.3
854,Royce Freeman,DEN,RB,16,LAC,2,16,8,0,2,2,7,0,0,0,4.3,4.3
854,Chase Edmonds,ARI,RB,2,WAS,3,4,1.3,0,4,3,9,0,1,0,4.3,4.3
854,Giovani Bernard,CIN,RB,14,DAL,3,8,2.7,0,3,3,15,0,1,1,4.3,4.3
865,Ty Johnson,NYJ,RB,6,MIA,3,42,14,0,1,0,0,0,0,0,4.2,4.2
865,Ke'Shawn Vaughn,TB,RB,6,GB,5,42,8.4,0,1,0,0,0,0,0,4.2,4.2
865,J.J. Taylor,NE,RB,1,MIA,4,28,7,0,1,1,4,0,0,0,4.2,4.2
865,Tony Pollard,DAL,RB,12,WAS,4,12,3,0,2,2,10,0,0,0,4.2,4.2
865,Leonard Fournette,TB,RB,3,DEN,7,15,2.1,0,2,2,7,0,0,0,4.2,4.2
865,Patrick Laird,MIA,RB,13,CIN,3,6,2,0,3,2,16,0,0,0,4.2,4.2
865,Matt Breida,MIA,RB,6,NYJ,6,15,2.5,0,2,2,7,0,0,0,4.2,4.2
865,Jerick McKinnon,SF,RB,15,DAL,0,0,0,0,2,2,22,0,0,0,4.2,4.2
865,Anthony McFarland Jr.,PIT,RB,9,DAL,3,7,2.3,0,2,2,15,0,0,0,4.2,4.2
865,Jaylen Samuels,PIT,RB,13,WAS,1,1,1,0,4,3,11,0,0,0,4.2,4.2
865,Cordarrelle Patterson,CHI,RB,7,LAR,3,1,0.3,0,4,3,11,0,0,0,4.2,4.2
876,Adrian Peterson,DET,RB,2,GB,7,41,5.9,0,0,0,0,0,0,0,4.1,4.1
876,Jeremy McNichols,TEN,RB,5,BUF,9,28,3.1,0,1,1,3,0,0,0,4.1,4.1
876,Jordan Wilkins,IND,RB,4,CHI,9,15,1.7,0,1,1,16,0,0,0,4.1,4.1
876,Cordarrelle Patterson,CHI,RB,1,DET,4,19,4.8,0,1,1,12,0,0,0,4.1,4.1
876,Rex Burkhead,NE,RB,8,BUF,6,26,4.3,0,1,1,5,0,0,0,4.1,4.1
876,Justin Jackson,LAC,RB,4,TB,6,9,1.5,0,2,2,12,0,0,0,4.1,4.1
876,Corey Clement,PHI,RB,1,WAS,6,19,3.2,0,2,2,2,0,0,0,4.1,4.1
876,Ameer Abdullah,MIN,RB,14,TB,3,11,3.7,0,2,2,10,0,0,0,4.1,4.1
876,Kyle Juszczyk,SF,FB,8,SEA,0,0,0,0,2,2,21,0,0,0,4.1,4.1
876,Dion Lewis,NYG,RB,9,WAS,3,5,1.7,0,2,2,16,0,0,0,4.1,4.1
876,Carlos Hyde,SEA,RB,13,NYG,2,1,0.5,0,3,3,10,0,1,0,4.1,4.1
887,Jordan Wilkins,IND,RB,2,MIN,9,40,4.4,0,0,0,0,0,0,0,4,4
887,Kerryon Johnson,DET,RB,3,ARI,3,16,5.3,0,1,1,14,0,0,0,4,4
887,Adrian Peterson,DET,RB,10,WAS,4,21,5.2,0,1,1,9,0,0,0,4,4
887,Austin Walter,SF,RB,10,NO,1,3,3,0,1,1,27,0,0,0,4,4
887,Royce Freeman,DEN,RB,6,NE,8,26,3.2,0,1,1,4,0,0,0,4,4
887,Alexander Mattison,MIN,RB,6,ATL,10,26,2.6,0,2,1,4,0,0,0,4,4
887,Adrian Peterson,DET,RB,14,GB,4,7,1.8,0,1,1,23,0,0,0,4,4
887,Adrian Peterson,DET,RB,7,ATL,11,29,2.6,0,1,1,1,0,0,0,4,4
887,Jakob Johnson,NE,FB,10,BAL,0,0,0,0,2,2,20,0,0,0,4,4
887,Brian Hill,ATL,RB,1,SEA,3,12,4,0,2,2,8,0,0,0,4,4
887,Jamaal Williams,GB,RB,15,CAR,1,6,6,0,2,2,14,0,0,0,4,4
887,James Conner,PIT,RB,9,DAL,9,22,2.4,0,2,2,-2,0,0,0,4,4
899,Gus Edwards,BAL,RB,3,KC,4,39,9.8,0,0,0,0,0,0,0,3.9,3.9
899,Mark Ingram II,BAL,RB,17,CIN,9,39,4.3,0,0,0,0,0,0,0,3.9,3.9
899,Alfred Morris,NYG,RB,15,CLE,7,39,5.6,0,0,0,0,0,0,0,3.9,3.9
899,Le'Veon Bell,KC,RB,7,DEN,6,39,6.5,0,0,0,0,0,0,0,3.9,3.9
899,Ameer Abdullah,MIN,RB,13,JAX,2,11,5.5,0,1,1,18,0,0,0,3.9,3.9
899,Mark Ingram II,BAL,RB,13,DAL,6,28,4.7,0,1,1,1,0,0,0,3.9,3.9
899,Chase Edmonds,ARI,RB,6,DAL,5,23,4.6,0,2,1,6,0,0,0,3.9,3.9
899,Kyle Juszczyk,SF,FB,15,DAL,2,4,2,0,2,1,25,0,0,0,3.9,3.9
899,Todd Gurley II,ATL,RB,11,NO,8,26,3.2,0,2,1,3,0,0,0,3.9,3.9
899,Ezekiel Elliott,DAL,RB,12,WAS,10,32,3.2,0,3,1,7,0,1,1,3.9,3.9
899,Devontae Booker,LV,RB,16,MIA,6,11,1.8,0,2,2,8,0,0,0,3.9,3.9
910,Cam Akers,LAR,RB,10,SEA,10,38,3.8,0,0,0,0,0,0,0,3.8,3.8
910,Gus Edwards,BAL,RB,4,WAS,9,38,4.2,0,0,0,0,0,0,0,3.8,3.8
910,Jamaal Williams,GB,RB,14,DET,10,38,3.8,0,0,0,0,0,0,0,3.8,3.8
910,J.J. Taylor,NE,RB,16,BUF,6,38,6.3,0,0,0,0,0,0,0,3.8,3.8
910,Salvon Ahmed,MIA,RB,9,ARI,7,38,5.4,0,0,0,0,0,0,0,3.8,3.8
910,Tony Pollard,DAL,RB,13,BAL,8,22,2.8,0,1,1,6,0,0,0,3.8,3.8
910,Corey Clement,PHI,RB,8,DAL,5,24,4.8,0,2,1,4,0,0,0,3.8,3.8
910,Malcolm Brown,LAR,RB,11,TB,3,20,6.7,0,1,1,8,0,0,0,3.8,3.8
910,Jordan Wilkins,IND,RB,13,HOU,5,12,2.4,0,2,2,6,0,0,0,3.8,3.8
910,Dion Lewis,NYG,RB,4,LAR,1,10,10,0,3,2,8,0,0,0,3.8,3.8
910,Dion Lewis,NYG,RB,15,CLE,1,4,4,0,2,2,14,0,1,0,3.8,3.8
910,DeeJay Dallas,SEA,RB,7,ARI,0,0,0,0,3,2,18,0,0,0,3.8,3.8
922,Zack Moss,BUF,RB,2,MIA,8,37,4.6,0,0,0,0,0,0,0,3.7,3.7
922,JaMycal Hasty,SF,RB,6,LAR,9,37,4.1,0,1,0,0,0,0,0,3.7,3.7
922,D'Onta Foreman,TEN,RB,8,CIN,5,37,7.4,0,0,0,0,0,0,0,3.7,3.7
922,Tarik Cohen,CHI,RB,2,NYG,5,12,2.4,0,1,1,15,0,0,0,3.7,3.7
922,Malcolm Brown,LAR,RB,13,ARI,3,-3,-1,0,1,1,30,0,0,0,3.7,3.7
922,Melvin Gordon III,DEN,RB,9,ATL,6,18,3,0,1,1,9,0,0,0,3.7,3.7
922,Kalen Ballage,NYJ,RB,2,SF,1,5,5,0,2,2,12,0,0,0,3.7,3.7
922,Latavius Murray,NO,RB,13,ATL,5,17,3.4,0,2,2,0,0,0,0,3.7,3.7
922,Dion Lewis,NYG,RB,10,PHI,0,0,0,0,2,2,17,0,0,0,3.7,3.7
922,James Conner,PIT,RB,1,NYG,6,9,1.5,0,4,2,8,0,0,0,3.7,3.7
922,Kerryon Johnson,DET,RB,16,TB,0,0,0,0,2,2,17,0,0,0,3.7,3.7
933,Anthony McFarland Jr.,PIT,RB,12,BAL,3,9,3,0,1,1,17,0,0,0,3.6,3.6
933,Carlos Hyde,SEA,RB,16,LAR,2,8,4,0,1,1,18,0,0,0,3.6,3.6
933,Darrel Williams,KC,RB,8,NYJ,3,19,6.3,0,1,1,7,0,0,0,3.6,3.6
933,Jalen Richard,LV,RB,4,BUF,1,6,6,0,4,2,10,0,0,0,3.6,3.6
933,Troymaine Pope,LAC,RB,11,NYJ,3,4,1.3,0,2,2,12,0,0,0,3.6,3.6
933,Ito Smith,ATL,RB,1,SEA,1,4,4,0,3,3,2,0,0,0,3.6,3.6
939,Kenyan Drake,ARI,RB,4,CAR,13,35,2.7,0,0,0,0,0,0,0,3.5,3.5
939,Ito Smith,ATL,RB,6,MIN,2,8,4,0,1,1,17,0,0,0,3.5,3.5
939,Joshua Kelley,LAC,RB,8,DEN,7,32,4.6,0,1,1,-7,0,0,0,3.5,3.5
939,Dare Ogunbowale,JAX,RB,15,BAL,2,17,8.5,0,1,1,8,0,0,0,3.5,3.5
939,Devine Ozigbo,JAX,RB,11,PIT,0,0,0,0,3,3,5,0,0,0,3.5,3.5
944,Alfred Morris,NYG,RB,10,PHI,8,34,4.2,0,0,0,0,0,0,0,3.4,3.4
944,Jamaal Williams,GB,RB,6,TB,4,34,8.5,0,1,0,0,0,0,0,3.4,3.4
944,Peyton Barber,WAS,RB,7,DAL,10,34,3.4,0,0,0,0,0,0,0,3.4,3.4
944,Malcolm Brown,LAR,RB,5,WAS,8,30,3.8,0,2,1,-6,0,0,0,3.4,3.4
944,Tevin Coleman,SF,RB,1,ARI,4,18,4.5,0,2,1,6,0,0,0,3.4,3.4
944,Wayne Gallman,NYG,RB,3,SF,4,7,1.8,0,3,2,7,0,0,0,3.4,3.4
944,Keith Smith,ATL,FB,16,KC,0,0,0,0,2,2,14,0,0,0,3.4,3.4
944,Todd Gurley II,ATL,RB,15,TB,1,-1,-1,0,2,2,15,0,0,0,3.4,3.4
944,Devontae Booker,LV,RB,7,TB,3,5,1.7,0,2,2,9,0,0,0,3.4,3.4
953,Carlos Hyde,SEA,RB,3,DAL,4,12,3,0,1,1,11,0,0,0,3.3,3.3
953,Patrick Laird,MIA,RB,14,KC,4,19,4.8,0,1,1,4,0,0,0,3.3,3.3
953,Jalen Richard,LV,RB,16,MIA,2,19,9.5,0,1,1,4,0,0,0,3.3,3.3
953,Tyler Ervin,GB,RB,3,NO,1,5,5,0,2,2,8,0,0,0,3.3,3.3
953,JaMycal Hasty,SF,RB,9,GB,4,3,0.8,0,2,2,10,0,0,0,3.3,3.3
958,Rex Burkhead,NE,RB,1,MIA,7,32,4.6,0,0,0,0,0,0,0,3.2,3.2
958,Royce Freeman,DEN,RB,17,LV,2,21,10.5,0,1,1,1,0,0,0,3.2,3.2
958,Tony Pollard,DAL,RB,7,WAS,8,16,2,0,1,1,6,0,0,0,3.2,3.2
958,Jalen Richard,LV,RB,9,LAC,1,3,3,0,1,1,19,0,0,0,3.2,3.2
958,Royce Freeman,DEN,RB,4,NYJ,3,6,2,0,2,2,6,0,0,0,3.2,3.2
958,C.J. Prosise,HOU,RB,11,NE,3,4,1.3,0,2,2,8,0,0,0,3.2,3.2
958,Rex Burkhead,NE,RB,11,HOU,4,7,1.8,0,3,2,5,0,0,0,3.2,3.2
965,Melvin Gordon III,DEN,RB,12,NO,12,31,2.6,0,0,0,0,0,0,0,3.1,3.1
965,Devontae Booker,LV,RB,3,NE,3,31,10.3,0,0,0,0,0,0,0,3.1,3.1
965,Miles Sanders,PHI,RB,13,GB,10,31,3.1,0,1,0,0,0,0,0,3.1,3.1
965,AJ Dillon,GB,RB,6,TB,5,31,6.2,0,0,0,0,0,0,0,3.1,3.1
965,Bo Scarbrough,SEA,RB,11,ARI,6,31,5.2,0,0,0,0,0,0,0,3.1,3.1
965,Dontrell Hilliard,CLE,RB,4,DAL,5,19,3.8,0,1,1,2,0,0,0,3.1,3.1
965,Zack Moss,BUF,RB,17,MIA,3,8,2.7,0,1,1,13,0,0,0,3.1,3.1
965,Ty Johnson,NYJ,RB,8,KC,3,15,5,0,1,1,6,0,0,0,3.1,3.1
965,Corey Clement,PHI,RB,7,NYG,2,9,4.5,0,1,1,12,0,0,0,3.1,3.1
965,Alec Ingold,LV,FB,7,TB,0,0,0,0,1,1,21,0,0,0,3.1,3.1
965,Samaje Perine,CIN,RB,11,WAS,5,19,3.8,0,2,1,2,0,0,0,3.1,3.1
965,Kerryon Johnson,DET,RB,13,CHI,3,3,1,0,3,2,8,0,0,0,3.1,3.1
965,DeeJay Dallas,SEA,RB,13,NYG,0,0,0,0,3,2,11,0,0,0,3.1,3.1
965,Patrick Ricard,BAL,FB,13,DAL,0,0,0,0,2,2,11,0,0,0,3.1,3.1
965,Kalen Ballage,NYJ,RB,4,DEN,0,0,0,0,3,2,11,0,0,0,3.1,3.1
965,Frank Gore,NYJ,RB,14,SEA,8,23,2.9,0,1,1,8,0,1,1,3.1,3.1
965,James White,NE,RB,13,LAC,0,0,0,0,4,3,1,0,0,0,3.1,3.1
982,Mark Ingram II,BAL,RB,3,KC,7,30,4.3,0,1,0,0,0,0,0,3,3
982,Frank Gore,NYJ,RB,5,ARI,9,30,3.3,0,0,0,0,0,0,0,3,3
982,Frank Gore,NYJ,RB,8,KC,10,30,3,0,0,0,0,0,0,0,3,3
982,Jeff Wilson Jr.,SF,RB,12,LAR,12,40,3.3,0,0,0,0,0,1,1,3,3
982,Todd Gurley II,ATL,RB,13,NO,8,16,2,0,1,1,4,0,0,0,3,3
982,Kerryon Johnson,DET,RB,6,JAX,4,9,2.2,0,2,1,11,0,0,0,3,3
982,Kalen Ballage,LAC,RB,14,ATL,7,14,2,0,2,1,6,0,1,0,3,3
982,Tony Pollard,DAL,RB,16,PHI,9,12,1.3,0,2,1,8,0,0,0,3,3
982,Benny Snell Jr.,PIT,RB,13,WAS,8,5,0.6,0,3,2,5,0,0,0,3,3
982,Patrick Ricard,BAL,FB,15,JAX,0,0,0,0,3,2,10,0,0,0,3,3
992,Mark Ingram II,BAL,RB,1,CLE,10,29,2.9,0,0,0,0,0,0,0,2.9,2.9
992,Mike Boone,MIN,RB,17,DET,5,29,5.8,0,0,0,0,0,0,0,2.9,2.9
992,Dontrell Hilliard,CLE,RB,6,PIT,4,29,7.2,0,0,0,0,0,0,0,2.9,2.9
992,Wayne Gallman,NYG,RB,15,CLE,9,29,3.2,0,0,0,0,0,0,0,2.9,2.9
992,Rodney Smith,CAR,RB,11,DET,8,29,3.6,0,0,0,0,0,1,0,2.9,2.9
992,D'Andre Swift,DET,RB,3,ARI,0,0,0,0,2,1,19,0,0,0,2.9,2.9
992,Duke Johnson,HOU,RB,5,JAX,3,8,2.7,0,1,1,11,0,0,0,2.9,2.9
992,Jeff Wilson Jr.,SF,RB,4,PHI,3,6,2,0,1,1,13,0,0,0,2.9,2.9
992,Leonard Fournette,TB,RB,1,NO,5,5,1,0,1,1,14,0,0,0,2.9,2.9
992,Devontae Booker,LV,RB,11,KC,5,16,3.2,0,1,1,3,0,0,0,2.9,2.9
992,JaMycal Hasty,SF,RB,10,NO,3,13,4.3,0,2,2,-4,0,0,0,2.9,2.9
992,Patrick Laird,MIA,RB,1,NE,0,0,0,0,2,2,9,0,0,0,2.9,2.9
992,Boston Scott,PHI,RB,6,BAL,2,4,2,0,4,2,5,0,0,0,2.9,2.9
992,Darrell Henderson Jr.,LAR,RB,11,TB,8,5,0.6,0,3,2,4,0,0,0,2.9,2.9
992,Malcolm Brown,LAR,RB,12,SF,3,4,1.3,0,2,2,15,0,1,1,2.9,2.9
1007,D'Onta Foreman,TEN,RB,12,IND,4,28,7,0,0,0,0,0,0,0,2.8,2.8
1007,Saquon Barkley,NYG,RB,2,CHI,4,28,7,0,0,0,0,0,0,0,2.8,2.8
1007,Jordan Wilkins,IND,RB,10,TEN,8,28,3.5,0,1,0,0,0,0,0,2.8,2.8
1007,Alfred Morris,NYG,RB,8,TB,8,28,3.5,0,0,0,0,0,0,0,2.8,2.8
1007,Peyton Barber,WAS,RB,11,CIN,8,28,3.5,0,0,0,0,0,0,0,2.8,2.8
1007,Trenton Cannon,CAR,RB,12,MIN,3,17,5.7,0,1,1,1,0,0,0,2.8,2.8
1007,JaMycal Hasty,SF,RB,3,NYG,2,9,4.5,0,1,1,9,0,0,0,2.8,2.8
1007,Ryan Nall,CHI,RB,10,MIN,1,0,0,0,2,1,18,0,0,0,2.8,2.8
1007,Malcolm Brown,LAR,RB,17,ARI,3,20,6.7,0,1,1,-2,0,0,0,2.8,2.8
1007,James White,NE,RB,14,LAR,3,16,5.3,0,2,1,2,0,0,0,2.8,2.8
1007,Jalen Richard,LV,RB,8,CLE,1,6,6,0,1,1,12,0,0,0,2.8,2.8
1007,James White,NE,RB,10,BAL,0,0,0,0,2,2,8,0,0,0,2.8,2.8
1007,Chase Edmonds,ARI,RB,16,SF,0,0,0,0,3,2,8,0,0,0,2.8,2.8
1020,Alexander Mattison,MIN,RB,3,TEN,8,27,3.4,0,0,0,0,0,0,0,2.7,2.7
1020,Jeff Wilson Jr.,SF,RB,5,MIA,4,27,6.8,0,1,0,0,0,0,0,2.7,2.7
1020,Dion Lewis,NYG,RB,12,CIN,2,10,5,0,3,1,7,0,0,0,2.7,2.7
1020,Jamaal Williams,GB,RB,3,NO,6,14,2.3,0,1,1,3,0,0,0,2.7,2.7
1020,Jalen Richard,LV,RB,13,NYJ,4,11,2.8,0,1,1,6,0,1,0,2.7,2.7
1020,Zack Moss,BUF,RB,10,ARI,7,20,2.9,0,2,1,-3,0,0,0,2.7,2.7
1020,J.K. Dobbins,BAL,RB,4,WAS,5,16,3.2,0,2,1,1,0,0,0,2.7,2.7
1020,Boston Scott,PHI,RB,14,NO,3,6,2,0,1,1,11,0,0,0,2.7,2.7
1020,Royce Freeman,DEN,RB,7,KC,3,12,4,0,2,1,5,0,0,0,2.7,2.7
1020,Darrel Williams,KC,RB,3,BAL,2,6,3,0,2,2,1,0,0,0,2.7,2.7
1020,Brian Hill,ATL,RB,15,TB,5,-2,-0.4,0,2,2,9,0,0,0,2.7,2.7
1031,Phillip Lindsay,DEN,RB,13,KC,14,26,1.9,0,1,0,0,0,0,0,2.6,2.6
1031,Jamaal Williams,GB,RB,17,CHI,5,26,5.2,0,0,0,0,0,0,0,2.6,2.6
1031,Cordarrelle Patterson,CHI,RB,14,HOU,6,26,4.3,0,1,0,0,0,0,0,2.6,2.6
1031,Khari Blasingame,TEN,FB,12,IND,0,0,0,0,1,1,16,0,0,0,2.6,2.6
1031,Alexander Mattison,MIN,RB,2,IND,3,13,4.3,0,2,1,3,0,0,0,2.6,2.6
1031,Ito Smith,ATL,RB,17,TB,3,9,3,0,4,1,7,0,0,0,2.6,2.6
1031,Levante Bellamy,DEN,RB,16,LAC,3,11,3.7,0,1,1,5,0,0,0,2.6,2.6
1031,Scottie Phillips,HOU,RB,15,IND,2,9,4.5,0,1,1,7,0,0,0,2.6,2.6
1031,Jaylen Samuels,PIT,RB,15,CIN,1,4,4,0,1,1,12,0,0,0,2.6,2.6
1031,Patrick Laird,MIA,RB,9,ARI,1,-1,-1,0,1,1,17,0,0,0,2.6,2.6
1031,Kyle Juszczyk,SF,FB,2,NYJ,0,0,0,0,2,2,6,0,0,0,2.6,2.6
1031,Lamar Miller,CHI,RB,10,MIN,0,0,0,0,2,2,6,0,0,0,2.6,2.6
1031,Chris Thompson,JAX,RB,1,IND,0,0,0,0,2,2,6,0,0,0,2.6,2.6
1031,Jakob Johnson,NE,FB,9,NYJ,0,0,0,0,2,2,6,0,0,0,2.6,2.6
1045,Gus Edwards,BAL,RB,5,CIN,7,25,3.6,0,3,0,0,0,0,0,2.5,2.5
1045,Rodney Smith,CAR,RB,10,TB,3,13,4.3,0,1,1,2,0,0,0,2.5,2.5
1045,Jalen Richard,LV,RB,1,CAR,0,0,0,0,1,1,15,0,0,0,2.5,2.5
1045,Brian Hill,ATL,RB,14,LAC,1,3,3,0,1,1,12,0,0,0,2.5,2.5
1045,Alexander Mattison,MIN,RB,15,CHI,1,1,1,0,1,1,14,0,0,0,2.5,2.5
1045,Reggie Gilliam,BUF,FB,7,NYJ,0,0,0,0,1,1,15,0,0,0,2.5,2.5
1045,Jerick McKinnon,SF,RB,5,MIA,1,0,0,0,4,2,5,0,0,0,2.5,2.5
1045,Cordarrelle Patterson,CHI,RB,8,NO,1,4,4,0,2,2,1,0,0,0,2.5,2.5
1053,Frank Gore,NYJ,RB,1,BUF,6,24,4,0,0,0,0,0,0,0,2.4,2.4
1053,D'Ernest Johnson,CLE,RB,15,NYG,4,24,6,0,0,0,0,0,0,0,2.4,2.4
1053,Jalen Richard,LV,RB,7,TB,7,24,3.4,0,0,0,0,0,0,0,2.4,2.4
1053,Ronald Jones,TB,RB,11,LAR,10,24,2.4,0,1,0,0,0,0,0,2.4,2.4
1053,Brian Hill,ATL,RB,9,DEN,8,24,3,0,1,0,0,0,0,0,2.4,2.4
1053,Alex Armah,CAR,FB,2,TB,0,0,0,0,1,1,14,0,0,0,2.4,2.4
1053,Zack Moss,BUF,RB,13,SF,3,9,3,0,1,1,5,0,0,0,2.4,2.4
1053,Peyton Barber,WAS,RB,10,DET,2,7,3.5,0,1,1,7,0,0,0,2.4,2.4
1053,J.K. Dobbins,BAL,RB,10,NE,5,13,2.6,0,2,1,1,0,0,0,2.4,2.4
1053,Austin Ekeler,LAC,RB,4,TB,2,12,6,0,1,1,2,0,0,0,2.4,2.4
1053,Wayne Gallman,NYG,RB,1,PIT,0,0,0,0,1,1,14,0,0,0,2.4,2.4
1053,Michael Burton,NO,FB,16,MIN,2,10,5,0,1,1,4,0,0,0,2.4,2.4
1053,Anthony McFarland Jr.,PIT,RB,15,CIN,1,5,5,0,1,1,9,0,0,0,2.4,2.4
1066,Adrian Peterson,DET,RB,15,TEN,6,23,3.8,0,0,0,0,0,0,0,2.3,2.3
1066,Phillip Lindsay,DEN,RB,9,ATL,8,23,2.9,0,3,0,0,0,0,0,2.3,2.3
1066,Andy Janovich,CLE,FB,3,WAS,0,0,0,0,1,1,13,0,0,0,2.3,2.3
1066,Khari Blasingame,TEN,FB,10,IND,0,0,0,0,1,1,13,0,0,0,2.3,2.3
1066,Kyle Juszczyk,SF,FB,4,PHI,0,0,0,0,2,1,13,0,0,0,2.3,2.3
1066,Devin Singletary,BUF,RB,17,MIA,3,7,2.3,0,1,1,6,0,0,0,2.3,2.3
1066,Alfred Morris,NYG,RB,16,BAL,3,4,1.3,0,1,1,9,0,0,0,2.3,2.3
1066,Michael Burton,NO,FB,9,TB,1,1,1,0,1,1,12,0,0,0,2.3,2.3
1066,Joshua Kelley,LAC,RB,13,NE,0,0,0,0,2,2,3,0,0,0,2.3,2.3
1066,Travis Homer,SEA,RB,1,ATL,3,-1,-0.3,0,2,2,4,0,0,0,2.3,2.3
1076,Trayveon Williams,CIN,RB,10,PIT,5,22,4.4,0,0,0,0,0,0,0,2.2,2.2
1076,Matt Breida,MIA,RB,1,NE,5,22,4.4,0,0,0,0,0,0,0,2.2,2.2
1076,Sony Michel,NE,RB,14,LAR,7,22,3.1,0,1,0,0,0,0,0,2.2,2.2
1076,Buddy Howell,HOU,RB,15,IND,5,22,4.4,0,0,0,0,0,0,0,2.2,2.2
1076,Darrel Williams,KC,RB,2,LAC,0,0,0,0,1,1,12,0,0,0,2.2,2.2
1076,Kerryon Johnson,DET,RB,4,NO,3,9,3,0,1,1,3,0,0,0,2.2,2.2
1076,Royce Freeman,DEN,RB,1,TEN,1,0,0,0,1,1,12,0,0,0,2.2,2.2
1076,Dare Ogunbowale,JAX,RB,14,TEN,0,0,0,0,1,1,12,0,0,0,2.2,2.2
1076,C.J. Prosise,HOU,RB,14,CHI,1,2,2,0,1,1,10,0,0,0,2.2,2.2
1076,Mike Boone,MIN,RB,14,TB,2,8,4,0,1,1,4,0,0,0,2.2,2.2
1076,Adrian Peterson,DET,RB,8,IND,5,7,1.4,0,1,1,5,0,0,0,2.2,2.2
1076,Joshua Kelley,LAC,RB,11,NYJ,4,-2,-0.5,0,2,2,4,0,0,0,2.2,2.2
1088,Darwin Thompson,KC,RB,2,LAC,4,21,5.2,0,1,0,0,0,0,0,2.1,2.1
1088,Travis Homer,SEA,RB,2,NE,3,21,7,0,0,0,0,0,0,0,2.1,2.1
1088,Joshua Kelley,LAC,RB,10,MIA,7,21,3,0,0,0,0,0,0,0,2.1,2.1
1088,Justice Hill,BAL,RB,17,CIN,2,21,10.5,0,0,0,0,0,0,0,2.1,2.1
1088,Trayveon Williams,CIN,RB,12,NYG,1,-2,-2,0,1,1,13,0,0,0,2.1,2.1
1088,Alec Ingold,LV,FB,3,NE,0,0,0,0,1,1,11,0,0,0,2.1,2.1
1088,C.J. Ham,MIN,FB,3,TEN,0,0,0,0,2,1,11,0,0,0,2.1,2.1
1088,Duke Johnson,HOU,RB,6,TEN,4,9,2.2,0,2,1,2,0,0,0,2.1,2.1
