Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
49,Chris Herndon,NYJ,TE,17,NE,9,7,77.8,63,1,21,7,9,0,0,0,0,0,0,19.3,19.3
50,Darren Waller,LV,TE,16,MIA,6,5,83.3,112,0,33,18.7,22.4,0,0,0,0,0,0,19.2,19.2
51,Noah Fant,DEN,TE,1,TEN,6,5,83.3,81,1,31,13.5,16.2,0,0,0,0,0,0,19.1,19.1
51,Mo Alie-Cox,IND,TE,2,MIN,6,5,83.3,111,0,33,18.5,22.2,0,0,0,0,0,0,19.1,19.1
53,Rob Gronkowski,TB,TE,6,GB,8,5,62.5,78,1,31,9.8,15.6,0,0,0,0,0,0,18.8,18.8
54,Dallas Goedert,PHI,TE,11,CLE,6,5,83.3,77,1,32,12.8,15.4,0,0,0,0,0,0,18.7,18.7
55,Taysom Hill,NO,TE,12,DEN,0,0,0,0,0,0,0,0,10,44,4.4,2,1,0,18.5,18.52
56,Tyler Kroft,BUF,TE,3,LAR,5,4,80,24,2,13,4.8,6,0,0,0,0,0,0,18.4,18.4
57,Hayden Hurst,ATL,TE,2,DAL,8,5,62.5,72,1,42,9,14.4,0,0,0,0,0,0,18.2,18.2
58,Noah Fant,DEN,TE,2,PIT,5,4,80,57,1,22,11.4,14.2,0,0,0,0,0,0,17.7,17.7
58,Robert Tonyan,GB,TE,12,CHI,5,5,100,67,1,39,13.4,13.4,0,0,0,0,0,0,17.7,17.7
60,Mark Andrews,BAL,TE,15,JAX,5,5,100,66,1,27,13.2,13.2,0,0,0,0,0,0,17.6,17.6
60,Mark Andrews,BAL,TE,5,CIN,9,6,66.7,56,1,14,6.2,9.3,0,0,0,0,0,0,17.6,17.6
62,Hunter Henry,LAC,TE,15,LV,7,5,71.4,65,1,19,9.3,13,0,0,0,0,0,0,17.5,17.5
62,Jimmy Graham,CHI,TE,9,TEN,6,6,100,55,1,24,9.2,9.2,0,0,0,0,0,0,17.5,17.5
64,Dalton Schultz,DAL,TE,4,CLE,8,4,50,72,1,26,9,18,0,0,0,0,0,0,17.2,17.2
64,Rob Gronkowski,TB,TE,7,LV,8,5,62.5,62,1,26,7.8,12.4,0,0,0,0,1,0,17.2,17.2
66,Darren Waller,LV,TE,7,TB,9,6,66.7,50,1,14,5.6,8.3,0,0,0,0,0,0,17,17
66,Travis Kelce,KC,TE,1,HOU,6,6,100,50,1,15,8.3,8.3,0,0,0,0,0,0,17,17
68,T.J. Hockenson,DET,TE,7,ATL,6,5,83.3,59,1,16,9.8,11.8,0,0,0,0,0,0,16.9,16.9
69,Darren Waller,LV,TE,4,BUF,11,9,81.8,88,0,22,8,9.8,0,0,0,0,1,1,16.8,16.8
70,Tyler Higbee,LAR,TE,15,NYJ,5,4,80,67,1,44,13.4,16.8,0,0,0,0,0,0,16.7,16.7
71,T.J. Hockenson,DET,TE,1,CHI,5,5,100,56,1,24,11.2,11.2,0,0,0,0,0,0,16.6,16.6
72,Irv Smith Jr.,MIN,TE,14,TB,4,4,100,63,1,25,15.8,15.8,0,0,0,0,0,0,16.3,16.3
72,T.J. Hockenson,DET,TE,14,GB,11,6,54.5,43,1,16,3.9,7.2,0,0,0,0,0,0,16.3,16.3
74,Eric Ebron,PIT,TE,3,HOU,7,5,71.4,52,1,17,7.4,10.4,0,0,0,0,0,0,16.2,16.2
74,Travis Kelce,KC,TE,12,TB,8,8,100,82,0,20,10.2,10.2,0,0,0,0,0,0,16.2,16.2
76,Jared Cook,NO,TE,8,CHI,7,5,71.4,51,1,16,7.3,10.2,0,0,0,0,0,0,16.1,16.1
77,Logan Thomas,WAS,TE,7,DAL,4,4,100,60,1,26,15,15,0,0,0,0,0,0,16,16
77,Robert Tonyan,GB,TE,3,NO,5,5,100,50,1,16,10,10,0,0,0,0,0,0,16,16
79,Pharaoh Brown,HOU,TE,17,TEN,5,5,100,48,1,14,9.6,9.6,0,0,0,0,0,0,15.8,15.8
79,Evan Engram,NYG,TE,9,WAS,10,5,50,48,1,16,4.8,9.6,0,0,0,0,0,0,15.8,15.8
79,Darren Waller,LV,TE,5,KC,7,5,71.4,48,1,23,6.9,9.6,0,0,0,0,0,0,15.8,15.8
82,Hayden Hurst,ATL,TE,6,MIN,4,4,100,57,1,35,14.2,14.2,0,0,0,0,0,0,15.7,15.7
82,Eric Ebron,PIT,TE,16,IND,7,5,71.4,47,1,11,6.7,9.4,0,0,0,0,0,0,15.7,15.7
82,Hayden Hurst,ATL,TE,16,KC,6,5,83.3,47,1,17,7.8,9.4,0,0,0,0,0,0,15.7,15.7
85,Robert Tonyan,GB,TE,11,IND,5,5,100,44,1,25,8.8,8.8,0,0,0,0,0,0,15.4,15.4
85,T.J. Hockenson,DET,TE,13,CHI,9,7,77.8,84,0,24,9.3,12,0,0,0,0,0,0,15.4,15.4
87,Austin Hooper,CLE,TE,15,NYG,6,5,83.3,41,1,17,6.8,8.2,0,0,0,0,0,0,15.1,15.1
88,Irv Smith Jr.,MIN,TE,9,DET,4,2,50,10,2,9,2.5,5,0,0,0,0,0,0,15,15
89,T.J. Hockenson,DET,TE,9,MIN,8,5,62.5,39,1,11,4.9,7.8,0,0,0,0,0,0,14.9,14.9
90,Hunter Henry,LAC,TE,11,NYJ,7,4,57.1,48,1,22,6.9,12,0,0,0,0,0,0,14.8,14.8
90,Eric Ebron,PIT,TE,8,BAL,5,4,80,48,1,18,9.6,12,0,0,0,0,0,0,14.8,14.8
92,Tyler Conklin,MIN,TE,15,CHI,4,3,75,57,1,30,14.2,19,0,0,0,0,0,0,14.7,14.7
92,Cole Kmet,CHI,TE,13,DET,7,5,71.4,37,1,13,5.3,7.4,0,0,0,0,0,0,14.7,14.7
92,Travis Kelce,KC,TE,3,BAL,7,6,85.7,87,0,29,12.4,14.5,0,0,0,0,0,0,14.7,14.7
95,Robert Tonyan,GB,TE,14,DET,5,5,100,36,1,11,7.2,7.2,0,0,0,0,0,0,14.6,14.6
96,Taysom Hill,NO,TE,8,CHI,2,2,100,30,1,20,15,15,5,35,7,0,0,0,14.5,14.5
96,Richard Rodgers,PHI,TE,7,NYG,8,6,75,85,0,30,10.6,14.2,0,0,0,0,0,0,14.5,14.5
96,Darren Waller,LV,TE,14,IND,10,7,70,75,0,29,7.5,10.7,0,0,0,0,0,0,14.5,14.5
99,Austin Hooper,CLE,TE,4,DAL,7,5,71.4,34,1,12,4.9,6.8,0,0,0,0,0,0,14.4,14.4
100,Richard Rodgers,PHI,TE,12,SEA,6,3,50,53,1,33,8.8,17.7,0,0,0,0,0,0,14.3,14.3
100,Jared Cook,NO,TE,17,CAR,5,4,80,43,1,18,8.6,10.8,0,0,0,0,0,0,14.3,14.3
100,Hunter Henry,LAC,TE,2,KC,8,6,75,83,0,22,10.4,13.8,0,0,0,0,0,0,14.3,14.3
103,C.J. Uzomah,CIN,TE,2,CLE,6,4,66.7,42,1,23,7,10.5,0,0,0,0,0,0,14.2,14.2
104,Adam Shaheen,MIA,TE,6,NYJ,3,3,100,51,1,43,17,17,0,0,0,0,0,0,14.1,14.1
104,Rob Gronkowski,TB,TE,8,NYG,4,4,100,41,1,18,10.2,10.2,0,0,0,0,0,0,14.1,14.1
104,Mike Gesicki,MIA,TE,5,SF,6,5,83.3,91,0,70,15.2,18.2,0,0,0,0,0,0,14.1,14.1
104,Austin Hooper,CLE,TE,16,NYJ,15,7,46.7,71,0,28,4.7,10.1,0,0,0,0,0,0,14.1,14.1
108,Mo Alie-Cox,IND,TE,3,NYJ,3,3,100,50,1,45,16.7,16.7,0,0,0,0,0,0,14,14
108,O.J. Howard,TB,TE,4,LAC,6,3,50,50,1,28,8.3,16.7,0,0,0,0,0,0,14,14
108,David Njoku,CLE,TE,1,BAL,3,3,100,50,1,28,16.7,16.7,0,0,0,0,0,0,14,14
108,Zach Ertz,PHI,TE,3,CIN,10,7,70,70,0,30,7,10,0,0,0,0,0,0,14,14
108,Dalton Schultz,DAL,TE,17,NYG,10,7,70,70,0,16,7,10,0,0,0,0,0,0,14,14
108,Evan Engram,NYG,TE,16,BAL,10,7,70,65,0,15,6.5,9.3,1,5,5,0,0,0,14,14
114,Robert Tonyan,GB,TE,13,PHI,5,4,80,39,1,25,7.8,9.8,0,0,0,0,0,0,13.9,13.9
114,T.J. Hockenson,DET,TE,12,HOU,8,5,62.5,89,0,51,11.1,17.8,0,0,0,0,0,0,13.9,13.9
116,Eric Ebron,PIT,TE,13,WAS,11,7,63.6,68,0,22,6.2,9.7,0,0,0,0,0,0,13.8,13.8
116,George Kittle,SF,TE,17,SEA,9,7,77.8,68,0,41,7.6,9.7,0,0,0,0,0,0,13.8,13.8
116,Kyle Rudolph,MIN,TE,12,CAR,8,7,87.5,68,0,25,8.5,9.7,0,0,0,0,0,0,13.8,13.8
119,Darren Fells,HOU,TE,5,JAX,2,2,100,57,1,44,28.5,28.5,0,0,0,0,0,0,13.7,13.7
119,Austin Hooper,CLE,TE,17,PIT,5,4,80,37,1,13,7.4,9.2,0,0,0,0,0,0,13.7,13.7
119,Logan Thomas,WAS,TE,1,PHI,8,4,50,37,1,19,4.6,9.2,0,0,0,0,0,0,13.7,13.7
119,Hunter Henry,LAC,TE,12,BUF,10,7,70,67,0,15,6.7,9.6,0,0,0,0,0,0,13.7,13.7
123,Eric Ebron,PIT,TE,11,JAX,7,4,57.1,36,1,20,5.1,9,0,0,0,0,0,0,13.6,13.6
123,O.J. Howard,TB,TE,1,NO,6,4,66.7,36,1,15,6,9,0,0,0,0,0,0,13.6,13.6
123,Jonnu Smith,TEN,TE,1,DEN,7,4,57.1,36,1,22,5.1,9,0,0,0,0,0,0,13.6,13.6
123,Mark Andrews,BAL,TE,16,NYG,10,6,60,76,0,25,7.6,12.7,0,0,0,0,0,0,13.6,13.6
127,T.J. Hockenson,DET,TE,8,IND,10,7,70,65,0,15,6.5,9.3,0,0,0,0,0,0,13.5,13.5
128,Logan Thomas,WAS,TE,12,DAL,4,4,100,20,1,6,5,5,1,3,3,0,0,0,13.4,13.42
129,Chris Herndon,NYJ,TE,16,CLE,4,4,100,34,1,11,8.5,8.5,0,0,0,0,0,0,13.4,13.4
130,Jordan Akins,HOU,TE,11,NE,6,5,83.3,83,0,25,13.8,16.6,0,0,0,0,0,0,13.3,13.3
130,Logan Thomas,WAS,TE,16,CAR,12,7,58.3,63,0,19,5.2,9,1,0,0,0,0,0,13.3,13.3
132,Jared Cook,NO,TE,5,LAC,3,2,66.7,52,1,41,17.3,26,0,0,0,0,0,0,13.2,13.2
132,Logan Thomas,WAS,TE,6,NYG,4,3,75,42,1,29,10.5,14,0,0,0,0,0,0,13.2,13.2
132,Trey Burton,IND,TE,12,TEN,6,3,50,42,1,19,7,14,0,0,0,0,0,0,13.2,13.2
132,George Kittle,SF,TE,16,ARI,5,4,80,92,0,27,18.4,23,0,0,0,0,0,0,13.2,13.2
132,Darren Waller,LV,TE,9,LAC,10,5,50,22,1,8,2.2,4.4,0,0,0,0,0,0,13.2,13.2
132,Hayden Hurst,ATL,TE,9,DEN,8,7,87.5,62,0,24,7.8,8.9,0,0,0,0,0,0,13.2,13.2
138,Rob Gronkowski,TB,TE,10,CAR,3,2,66.7,51,1,44,17,25.5,0,0,0,0,0,0,13.1,13.1
138,Mark Andrews,BAL,TE,10,NE,9,7,77.8,61,0,13,6.8,8.7,0,0,0,0,0,0,13.1,13.1
140,Hunter Henry,LAC,TE,10,MIA,6,4,66.7,30,1,17,5,7.5,0,0,0,0,0,0,13,13
140,Gerald Everett,LAR,TE,5,WAS,4,4,100,90,0,40,22.5,22.5,0,0,0,0,0,0,13,13
140,Jared Cook,NO,TE,1,TB,7,5,71.4,80,0,46,11.4,16,0,0,0,0,0,0,13,13
140,Albert Okwuegbunam,DEN,TE,7,KC,7,7,100,60,0,17,8.6,8.6,0,0,0,0,0,0,13,13
144,Adam Trautman,NO,TE,9,TB,3,3,100,39,1,29,13,13,0,0,0,0,0,0,12.9,12.9
144,Robert Tonyan,GB,TE,8,MIN,7,5,71.4,79,0,45,11.3,15.8,0,0,0,0,0,0,12.9,12.9
146,Richard Rodgers,PHI,TE,11,CLE,2,2,100,48,1,29,24,24,0,0,0,0,0,0,12.8,12.8
146,Hayden Hurst,ATL,TE,17,TB,6,4,66.7,28,1,14,4.7,7,0,0,0,0,0,0,12.8,12.8
146,Gerald Everett,LAR,TE,7,CHI,5,4,80,28,1,16,5.6,7,0,0,0,0,0,0,12.8,12.8
146,Mark Andrews,BAL,TE,14,CLE,6,5,83.3,78,0,39,13,15.6,0,0,0,0,0,0,12.8,12.8
146,Hayden Hurst,ATL,TE,7,DET,7,6,85.7,68,0,17,9.7,11.3,0,0,0,0,0,0,12.8,12.8
151,Jared Cook,NO,TE,14,PHI,4,3,75,37,1,20,9.2,12.3,0,0,0,0,0,0,12.7,12.7
151,Donald Parham Jr.,LAC,TE,17,KC,4,3,75,37,1,22,9.2,12.3,0,0,0,0,0,0,12.7,12.7
151,Logan Thomas,WAS,TE,17,PHI,6,3,50,37,1,18,6.2,12.3,0,0,0,0,0,0,12.7,12.7
151,Dawson Knox,BUF,TE,13,SF,4,4,100,27,1,12,6.8,6.8,0,0,0,0,0,0,12.7,12.7
155,Tyler Eifert,JAX,TE,2,TEN,6,3,50,36,1,19,6,12,0,0,0,0,0,0,12.6,12.6
156,Dalton Schultz,DAL,TE,11,MIN,6,4,66.7,25,1,10,4.2,6.2,0,0,0,0,0,0,12.5,12.5
156,Noah Fant,DEN,TE,16,LAC,9,6,66.7,65,0,19,7.2,10.8,0,0,0,0,0,0,12.5,12.5
156,Evan Engram,NYG,TE,2,CHI,8,6,75,65,0,22,8.1,10.8,0,0,0,0,0,0,12.5,12.5
156,Jordan Akins,HOU,TE,2,BAL,7,7,100,55,0,12,7.9,7.9,0,0,0,0,0,0,12.5,12.5
160,Geoff Swaim,TEN,TE,14,JAX,3,3,100,34,1,16,11.3,11.3,0,0,0,0,0,0,12.4,12.4
160,Tyler Higbee,LAR,TE,13,ARI,6,4,66.7,24,1,16,4,6,0,0,0,0,0,0,12.4,12.4
160,Greg Olsen,SEA,TE,1,ATL,4,4,100,24,1,9,6,6,0,0,0,0,0,0,12.4,12.4
160,Eric Ebron,PIT,TE,12,BAL,11,7,63.6,54,0,27,4.9,7.7,0,0,0,0,0,0,12.4,12.4
164,Jimmy Graham,CHI,TE,5,TB,5,3,60,33,1,13,6.6,11,0,0,0,0,0,0,12.3,12.3
164,Jimmy Graham,CHI,TE,14,HOU,4,4,100,23,1,12,5.8,5.8,0,0,0,0,0,0,12.3,12.3
164,Hunter Henry,LAC,TE,5,NO,8,4,50,23,1,8,2.9,5.8,0,0,0,0,0,0,12.3,12.3
164,Hunter Henry,LAC,TE,1,CIN,8,5,62.5,73,0,33,9.1,14.6,0,0,0,0,0,0,12.3,12.3
168,Jordan Reed,SF,TE,13,BUF,4,3,75,32,1,17,8,10.7,0,0,0,0,0,0,12.2,12.2
168,Jared Cook,NO,TE,7,CAR,4,3,75,32,1,22,8,10.7,0,0,0,0,0,0,12.2,12.2
170,Cameron Brate,TB,TE,10,CAR,3,3,100,31,1,19,10.3,10.3,0,0,0,0,0,0,12.1,12.1
170,Hayden Hurst,ATL,TE,15,TB,5,4,80,21,1,12,4.2,5.2,0,0,0,0,0,0,12.1,12.1
172,Jonnu Smith,TEN,TE,16,GB,7,3,42.9,30,1,12,4.3,10,0,0,0,0,0,0,12,12
172,Nick Vannett,DEN,TE,14,CAR,4,4,100,20,1,8,5,5,0,0,0,0,0,0,12,12
172,Jonnu Smith,TEN,TE,11,BAL,6,4,66.7,20,1,8,3.3,5,0,0,0,0,0,0,12,12
172,Evan Engram,NYG,TE,8,TB,10,5,50,61,0,30,6.1,12.2,1,9,9,0,0,0,12,12
176,Devin Asiasi,NE,TE,17,NYJ,3,2,66.7,39,1,26,13,19.5,0,0,0,0,0,0,11.9,11.9
176,Jordan Akins,HOU,TE,1,KC,2,2,100,39,1,20,19.5,19.5,0,0,0,0,0,0,11.9,11.9
176,Drew Sample,CIN,TE,13,MIA,7,7,100,49,0,15,7,7,0,0,0,0,0,0,11.9,11.9
179,Jesse James,DET,TE,3,ARI,4,3,75,28,1,15,7,9.3,0,0,0,0,0,0,11.8,11.8
179,Jared Cook,NO,TE,13,ATL,5,3,60,28,1,11,5.6,9.3,0,0,0,0,0,0,11.8,11.8
181,Foster Moreau,LV,TE,14,IND,2,1,50,47,1,47,23.5,47,0,0,0,0,0,0,11.7,11.7
181,Noah Fant,DEN,TE,8,LAC,9,7,77.8,47,0,12,5.2,6.7,0,0,0,0,0,0,11.7,11.7
183,Taysom Hill,NO,TE,17,CAR,1,1,100,5,0,5,5,5,7,41,5.9,1,0,0,11.6,11.6
183,Dawson Knox,BUF,TE,15,DEN,4,2,50,36,1,27,9,18,0,0,0,0,0,0,11.6,11.6
183,Dallas Goedert,PHI,TE,13,GB,7,5,71.4,66,0,41,9.4,13.2,0,0,0,0,0,0,11.6,11.6
186,Mike Gesicki,MIA,TE,12,NYJ,5,2,40,35,1,22,7,17.5,0,0,0,0,0,0,11.5,11.5
186,Jimmy Graham,CHI,TE,1,DET,7,3,42.9,25,1,16,3.6,8.3,0,0,0,0,0,0,11.5,11.5
186,Irv Smith Jr.,MIN,TE,6,ATL,5,4,80,55,0,36,11,13.8,0,0,0,0,0,0,11.5,11.5
186,Drew Sample,CIN,TE,2,CLE,9,7,77.8,45,0,10,5,6.4,0,0,0,0,0,0,11.5,11.5
190,Dalton Schultz,DAL,TE,8,PHI,8,6,75,53,0,15,6.6,8.8,0,0,0,0,0,0,11.3,11.3
191,Jonnu Smith,TEN,TE,9,CHI,2,2,100,32,1,30,16,16,0,0,0,0,0,0,11.2,11.2
191,Chris Herndon,NYJ,TE,11,LAC,3,2,66.7,32,1,26,10.7,16,0,0,0,0,0,0,11.2,11.2
191,Eric Ebron,PIT,TE,9,DAL,6,3,50,22,1,9,3.7,7.3,0,0,0,0,0,0,11.2,11.2
191,Jared Cook,NO,TE,16,MIN,4,3,75,82,0,44,20.5,27.3,0,0,0,0,0,0,11.2,11.2
191,Jordan Reed,SF,TE,10,NO,6,5,83.3,62,0,26,10.3,12.4,0,0,0,0,0,0,11.2,11.2
196,Lee Smith,BUF,TE,16,NE,2,2,100,31,1,27,15.5,15.5,0,0,0,0,0,0,11.1,11.1
196,Jonnu Smith,TEN,TE,3,MIN,8,5,62.5,61,0,21,7.6,12.2,0,0,0,0,0,0,11.1,11.1
196,Greg Olsen,SEA,TE,3,DAL,6,5,83.3,61,0,21,10.2,12.2,0,0,0,0,0,0,11.1,11.1
199,Taysom Hill,NO,TE,16,MIN,1,1,100,19,0,19,19,19,5,18,3.6,1,0,0,11,11.02
200,Jacob Hollister,SEA,TE,9,BUF,7,5,71.4,60,0,19,8.6,12,0,0,0,0,0,0,11,11
200,Eric Ebron,PIT,TE,7,TEN,8,6,75,50,0,22,6.2,8.3,0,0,0,0,0,0,11,11
202,T.J. Hockenson,DET,TE,4,NO,4,2,50,9,1,8,2.2,4.5,0,0,0,0,0,0,10.9,10.9
202,Jack Doyle,IND,TE,6,CIN,3,3,100,29,1,17,9.7,9.7,0,0,0,0,1,1,10.9,10.9
202,Evan Engram,NYG,TE,7,PHI,9,6,66.7,46,0,17,5.1,7.7,2,3,1.5,0,0,0,10.9,10.9
205,Robert Tonyan,GB,TE,15,CAR,3,3,100,18,1,10,6,6,0,0,0,0,0,0,10.8,10.8
205,Zach Ertz,PHI,TE,1,WAS,7,3,42.9,18,1,7,2.6,6,0,0,0,0,0,0,10.8,10.8
205,T.J. Hockenson,DET,TE,11,CAR,7,4,57.1,68,0,35,9.7,17,0,0,0,0,0,0,10.8,10.8
205,Rob Gronkowski,TB,TE,3,DEN,7,6,85.7,48,0,10,6.9,8,0,0,0,0,0,0,10.8,10.8
209,Dan Arnold,ARI,TE,14,NYG,4,2,50,27,1,20,6.8,13.5,0,0,0,0,0,0,10.7,10.7
209,Austin Hooper,CLE,TE,5,IND,10,5,50,57,0,18,5.7,11.4,0,0,0,0,0,0,10.7,10.7
211,Tyler Eifert,JAX,TE,12,CLE,4,3,75,16,1,8,4,5.3,0,0,0,0,0,0,10.6,10.6
211,Logan Thomas,WAS,TE,10,DET,5,4,80,66,0,27,13.2,16.5,0,0,0,0,0,0,10.6,10.6
213,Foster Moreau,LV,TE,3,NE,2,2,100,25,1,24,12.5,12.5,0,0,0,0,0,0,10.5,10.5
213,Trey Burton,IND,TE,11,GB,5,2,40,25,1,17,5,12.5,0,0,0,0,0,0,10.5,10.5
213,Robert Tonyan,GB,TE,2,DET,3,2,66.7,25,1,14,8.3,12.5,0,0,0,0,0,0,10.5,10.5
213,George Kittle,SF,TE,7,NE,7,5,71.4,55,0,15,7.9,11,0,0,0,0,0,0,10.5,10.5
213,Tyler Eifert,JAX,TE,13,MIN,6,6,100,45,0,13,7.5,7.5,0,0,0,0,0,0,10.5,10.5
213,Darren Waller,LV,TE,1,CAR,8,6,75,45,0,8,5.6,7.5,0,0,0,0,0,0,10.5,10.5
219,Taysom Hill,NO,TE,9,TB,1,1,100,21,0,21,21,21,7,54,7.7,0,0,0,10.4,10.42
