Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
38,Tyreek Hill,KC,WR,11,LV,20,19,8000,18.83
39,Davante Adams,GB,WR,1,MIN,10,24,7300,18.79
40,Amari Cooper,DAL,WR,5,NYG,11,20,7400,18.75
41,Keenan Allen,LAC,WR,11,NYJ,26,21,7400,18.68
42,DeAndre Hopkins,ARI,WR,15,PHI,17,17,7900,18.59
43,DeAndre Hopkins,ARI,WR,2,WAS,8,8,7700,18.56
44,Stefon Diggs,BUF,WR,10,ARI,17,15,7500,18.54
45,Tyreek Hill,KC,WR,5,LV,22,15,6900,18.51
46,Keenan Allen,LAC,WR,9,LV,20,16,7000,18.47
47,Calvin Ridley,ATL,WR,3,CHI,3,5,7200,18.36
48,Michael Thomas,NO,WR,10,SF,9,14,7400,18.33
49,Stefon Diggs,BUF,WR,12,LAC,21,7,7600,18.32
50,Keenan Allen,LAC,WR,14,ATL,26,29,7700,18.29
51,Adam Thielen,MIN,WR,6,ATL,32,26,7300,18.27
52,Keenan Allen,LAC,WR,10,MIA,11,20,7100,18.23
53,Julio Jones,ATL,WR,1,SEA,19,15,7700,18.22
54,DeAndre Hopkins,ARI,WR,12,NE,12,19,8100,18.2
55,Julio Jones,ATL,WR,7,DET,19,24,7100,18.17
56,Tyler Lockett,SEA,WR,9,BUF,15,6,6800,18.11
56,Keenan Allen,LAC,WR,8,DEN,11,13,6200,18.11
58,Justin Jefferson,MIN,WR,17,DET,32,32,7600,18.06
58,Calvin Ridley,ATL,WR,6,MIN,29,29,7800,18.06
58,Stefon Diggs,BUF,WR,9,SEA,31,32,7400,18.06
61,A.J. Brown,TEN,WR,15,DET,30,28,7600,18.03
62,Tyler Lockett,SEA,WR,8,SF,2,6,7100,18.02
62,Julio Jones,ATL,WR,8,CAR,12,4,7000,18.02
64,Calvin Ridley,ATL,WR,14,LAC,19,6,7500,17.99
65,Calvin Ridley,ATL,WR,5,CAR,10,7,7500,17.98
65,DeAndre Hopkins,ARI,WR,10,BUF,19,9,7700,17.98
67,Calvin Ridley,ATL,WR,4,GB,23,19,7500,17.97
68,Tyreek Hill,KC,WR,6,BUF,23,18,7100,17.91
69,Julio Jones,ATL,WR,11,NO,12,20,7500,17.89
70,Calvin Ridley,ATL,WR,7,DET,19,24,7300,17.86
71,Tyler Lockett,SEA,WR,11,ARI,17,23,6700,17.75
72,Calvin Ridley,ATL,WR,12,LV,23,18,7100,17.73
73,A.J. Brown,TEN,WR,17,HOU,30,26,7200,17.71
74,Tyreek Hill,KC,WR,8,NYJ,20,11,6700,17.64
75,Tyler Lockett,SEA,WR,5,MIN,28,29,6900,17.62
76,Tyler Lockett,SEA,WR,4,MIA,14,20,7000,17.6
77,DeAndre Hopkins,ARI,WR,17,LAR,1,1,7900,17.54
78,Tyreek Hill,KC,WR,1,HOU,27,20,7900,17.52
78,DeAndre Hopkins,ARI,WR,14,NYG,9,13,7600,17.52
80,Tyler Lockett,SEA,WR,12,PHI,14,13,6800,17.49
81,Calvin Ridley,ATL,WR,8,CAR,12,4,7400,17.45
82,DK Metcalf,SEA,WR,10,LAR,1,1,7600,17.43
83,Allen Robinson II,CHI,WR,6,CAR,7,4,7000,17.42
84,DK Metcalf,SEA,WR,15,WAS,4,2,8600,17.4
85,DK Metcalf,SEA,WR,12,PHI,14,13,7700,17.37
85,Tyreek Hill,KC,WR,4,NE,10,27,null,17.37
85,Stefon Diggs,BUF,WR,14,PIT,2,14,7800,17.37
88,A.J. Brown,TEN,WR,13,CLE,19,23,7600,17.36
89,Justin Jefferson,MIN,WR,14,TB,12,24,7400,17.33
90,Allen Robinson II,CHI,WR,16,JAX,31,26,7700,17.31
91,Chris Godwin,TB,WR,1,NO,15,27,7100,17.28
92,Keenan Allen,LAC,WR,13,NE,12,17,8100,17.27
93,Justin Jefferson,MIN,WR,12,CAR,17,6,6300,17.25
94,Adam Thielen,MIN,WR,17,DET,32,32,7400,17.22
94,Allen Robinson II,CHI,WR,15,MIN,22,31,7400,17.22
96,Adam Thielen,MIN,WR,5,SEA,29,32,7000,17.2
97,DK Metcalf,SEA,WR,8,SF,2,6,7500,17.05
98,Tyreek Hill,KC,WR,9,CAR,12,5,7100,17.03
98,Adam Thielen,MIN,WR,13,JAX,32,28,7300,17.03
100,Amari Cooper,DAL,WR,4,CLE,22,28,6700,17.01
101,William Fuller V,HOU,WR,12,DET,26,17,6400,16.98
102,Keenan Allen,LAC,WR,7,JAX,27,17,6200,16.97
103,DK Metcalf,SEA,WR,5,MIN,28,29,7100,16.91
103,DK Metcalf,SEA,WR,9,BUF,15,6,7800,16.91
103,Tyler Lockett,SEA,WR,14,NYJ,30,22,7200,16.91
106,DK Metcalf,SEA,WR,7,ARI,10,7,7200,16.89
106,Stefon Diggs,BUF,WR,6,KC,12,6,6600,16.89
108,Terry McLaurin,WAS,WR,11,CIN,25,26,6900,16.88
108,Adam Thielen,MIN,WR,14,TB,12,24,7000,16.88
110,Mike Evans,TB,WR,17,ATL,24,30,7500,16.83
111,DK Metcalf,SEA,WR,4,MIA,14,20,6800,16.82
111,Terry McLaurin,WAS,WR,12,DAL,29,31,7000,16.82
113,Allen Robinson II,CHI,WR,9,TEN,25,27,6900,16.81
114,Mike Evans,TB,WR,2,CAR,25,13,6400,16.8
115,Allen Robinson II,CHI,WR,13,DET,29,25,6700,16.77
116,Stefon Diggs,BUF,WR,8,NE,12,17,6800,16.76
116,Keenan Allen,LAC,WR,5,NO,25,9,6500,16.76
118,Calvin Ridley,ATL,WR,2,DAL,12,19,6800,16.73
119,DK Metcalf,SEA,WR,11,ARI,17,23,7600,16.71
120,Brandon Aiyuk,SF,WR,15,DAL,28,32,6300,16.68
120,Amari Cooper,DAL,WR,3,SEA,28,32,6500,16.68
120,Stefon Diggs,BUF,WR,13,SF,8,8,7700,16.68
123,Stefon Diggs,BUF,WR,5,TEN,22,22,6700,16.67
124,Robert Woods,LAR,WR,15,NYJ,31,26,6800,16.62
125,Julio Jones,ATL,WR,4,GB,23,19,7100,16.6
126,Stefon Diggs,BUF,WR,7,NYJ,20,13,7000,16.59
126,Terry McLaurin,WAS,WR,10,DET,25,12,6800,16.59
128,Justin Jefferson,MIN,WR,13,JAX,32,28,6900,16.56
129,Adam Thielen,MIN,WR,8,GB,17,12,7200,16.55
130,A.J. Brown,TEN,WR,16,GB,14,8,7600,16.54
131,Stefon Diggs,BUF,WR,17,MIA,6,17,8100,16.53
132,Allen Robinson II,CHI,WR,17,GB,11,5,7700,16.51
133,A.J. Brown,TEN,WR,14,JAX,32,28,7300,16.5
134,Tyler Lockett,SEA,WR,3,DAL,27,28,6400,16.47
134,Michael Thomas,NO,WR,12,DEN,15,14,7400,16.47
136,Tyreek Hill,KC,WR,7,DEN,13,18,6400,16.45
137,Kenny Golladay,DET,WR,7,ATL,32,28,6700,16.43
138,Justin Jefferson,MIN,WR,16,NO,6,17,null,16.42
139,Mike Evans,TB,WR,4,LAC,7,9,6400,16.36
139,Tyler Lockett,SEA,WR,10,LAR,1,1,6500,16.36
139,Michael Thomas,NO,WR,14,PHI,16,17,7100,16.36
142,Robert Woods,LAR,WR,10,SEA,32,32,6600,16.3
142,DJ Moore,CAR,WR,3,LAC,9,8,6100,16.3
144,Allen Robinson II,CHI,WR,1,DET,30,29,6500,16.29
145,Justin Jefferson,MIN,WR,15,CHI,12,4,7300,16.28
145,Tyreek Hill,KC,WR,2,LAC,3,5,7500,16.28
147,Cooper Kupp,LAR,WR,5,WAS,12,2,6500,16.26
148,DeAndre Hopkins,ARI,WR,13,LAR,1,1,7800,16.25
149,Robert Woods,LAR,WR,13,ARI,16,19,5900,16.24
149,Amari Cooper,DAL,WR,2,ATL,31,25,6300,16.24
151,Cooper Kupp,LAR,WR,15,NYJ,31,26,7000,16.23
152,Tyreek Hill,KC,WR,3,BAL,2,1,7100,16.22
152,Stefon Diggs,BUF,WR,4,LV,20,5,6800,16.22
152,Michael Thomas,NO,WR,9,TB,4,8,6900,16.22
155,Mike Evans,TB,WR,6,GB,16,13,6900,16.21
156,Chosen Anderson,CAR,WR,14,DEN,15,7,6200,16.19
157,Kenny Golladay,DET,WR,6,JAX,28,19,6200,16.18
157,Calvin Ridley,ATL,WR,13,NO,5,13,7200,16.18
157,Adam Thielen,MIN,WR,2,IND,16,27,7200,16.18
157,Cooper Kupp,LAR,WR,4,NYG,17,22,6700,16.18
161,DJ Moore,CAR,WR,1,LV,25,23,6600,16.17
162,Robert Woods,LAR,WR,12,SF,8,11,5800,16.16
163,Mike Evans,TB,WR,3,DEN,17,25,6800,16.15
163,Robert Woods,LAR,WR,4,NYG,17,22,6300,16.15
165,Terry McLaurin,WAS,WR,7,DAL,31,30,5800,16.14
165,Brandin Cooks,HOU,WR,17,TEN,26,29,6900,16.14
167,DK Metcalf,SEA,WR,17,SF,5,12,7300,16.13
167,Adam Thielen,MIN,WR,11,DAL,29,31,6300,16.13
167,Allen Robinson II,CHI,WR,10,MIN,31,31,7000,16.13
167,Michael Thomas,NO,WR,13,ATL,26,29,7000,16.13
171,Adam Thielen,MIN,WR,15,CHI,12,4,7100,16.12
172,Kenny Golladay,DET,WR,4,NO,27,14,6000,16.11
172,Justin Jefferson,MIN,WR,11,DAL,29,31,6000,16.11
172,Tyler Lockett,SEA,WR,13,NYG,10,15,7400,16.11
175,Allen Robinson II,CHI,WR,14,HOU,27,23,6800,16.1
176,Allen Robinson II,CHI,WR,5,TB,5,13,6700,16.09
177,Robert Woods,LAR,WR,16,SEA,23,29,7000,16.03
178,Mike Evans,TB,WR,5,CHI,4,3,6600,15.99
178,Julio Jones,ATL,WR,6,MIN,29,29,6700,15.99
180,Chris Godwin,TB,WR,3,DEN,17,25,6700,15.97
181,William Fuller V,HOU,WR,9,JAX,29,20,6800,15.95
181,Chosen Anderson,CAR,WR,8,ATL,32,28,6600,15.95
183,Calvin Ridley,ATL,WR,11,NO,12,20,7000,15.93
184,Allen Robinson II,CHI,WR,3,ATL,32,30,6200,15.91
185,A.J. Brown,TEN,WR,8,CIN,23,18,6900,15.9
185,Tyler Lockett,SEA,WR,7,ARI,10,7,6600,15.9
187,JuJu Smith-Schuster,PIT,WR,11,JAX,30,25,6400,15.88
187,Cooper Kupp,LAR,WR,12,SF,8,11,6400,15.88
187,Keenan Allen,LAC,WR,4,TB,3,7,6500,15.88
190,Chris Godwin,TB,WR,6,GB,16,13,6400,15.85
191,Terry McLaurin,WAS,WR,9,NYG,18,21,6500,15.81
192,Allen Robinson II,CHI,WR,4,IND,1,10,6700,15.78
193,A.J. Brown,TEN,WR,10,IND,2,11,7600,15.76
193,Cooper Kupp,LAR,WR,13,ARI,16,19,6100,15.76
195,Cooper Kupp,LAR,WR,10,SEA,32,32,6900,15.75
195,Terry McLaurin,WAS,WR,15,SEA,24,29,6600,15.75
197,DeAndre Hopkins,ARI,WR,1,SF,4,14,6800,15.72
198,Adam Thielen,MIN,WR,4,HOU,26,11,6600,15.71
198,Robert Woods,LAR,WR,14,NE,8,13,6700,15.71
200,Terry McLaurin,WAS,WR,3,CLE,29,26,5900,15.7
201,Keenan Allen,LAC,WR,15,LV,27,22,7800,15.69
202,DJ Moore,CAR,WR,8,ATL,32,28,6200,15.67
203,DJ Moore,CAR,WR,4,ARI,9,2,5600,15.66
203,JuJu Smith-Schuster,PIT,WR,1,NYG,29,28,6400,15.66
205,Allen Robinson II,CHI,WR,2,NYG,22,30,6400,15.62
206,A.J. Brown,TEN,WR,12,IND,3,8,6700,15.61
207,Chosen Anderson,CAR,WR,6,CHI,5,2,6300,15.6
208,Brandon Aiyuk,SF,WR,16,ARI,15,19,6700,15.59
209,DK Metcalf,SEA,WR,16,LAR,1,1,7800,15.57
210,Kenny Golladay,DET,WR,8,IND,1,14,6600,15.56
210,Marvin Jones Jr.,DET,WR,16,TB,14,22,4900,15.56
212,William Fuller V,HOU,WR,6,TEN,17,22,6800,15.53
213,Diontae Johnson,PIT,WR,14,BUF,20,11,6700,15.52
214,Terry McLaurin,WAS,WR,14,SF,11,18,6700,15.5
214,Cooper Kupp,LAR,WR,6,SF,7,8,6500,15.5
216,DK Metcalf,SEA,WR,3,DAL,27,28,6500,15.49
216,Allen Robinson II,CHI,WR,8,NO,24,22,7000,15.49
218,Tyler Boyd,CIN,WR,8,TEN,22,27,6600,15.48
219,Brandin Cooks,HOU,WR,13,IND,4,6,5600,15.47
220,Robert Woods,LAR,WR,5,WAS,12,2,6400,15.42
221,Allen Robinson II,CHI,WR,7,LAR,5,2,6700,15.41
222,DJ Chark,JAX,WR,5,HOU,26,14,6500,15.4
222,William Fuller V,HOU,WR,5,JAX,25,10,6600,15.4
222,Allen Robinson II,CHI,WR,12,GB,16,9,6400,15.4
225,Tyler Boyd,CIN,WR,11,WAS,9,2,5600,15.38
226,Chris Godwin,TB,WR,7,LV,24,20,6300,15.36
227,Brandin Cooks,HOU,WR,12,DET,26,17,5300,15.34
227,Robert Woods,LAR,WR,6,SF,7,8,6200,15.34
229,Terry McLaurin,WAS,WR,5,LAR,7,6,6100,15.3
230,Chosen Anderson,CAR,WR,5,ATL,32,23,5900,15.29
230,DJ Moore,CAR,WR,5,ATL,32,23,6000,15.29
232,Mike Evans,TB,WR,8,NYG,17,23,5700,15.28
232,Adam Thielen,MIN,WR,1,GB,12,11,6700,15.28
234,Adam Thielen,MIN,WR,9,DET,23,19,6700,15.27
235,Chris Godwin,TB,WR,17,ATL,24,30,6600,15.25
236,Mike Evans,TB,WR,16,DET,31,30,6100,15.23
236,Chosen Anderson,CAR,WR,10,TB,8,10,6100,15.23
236,Keenan Allen,LAC,WR,1,CIN,24,18,6400,15.23
239,Chosen Anderson,CAR,WR,7,NO,26,19,6000,15.22
239,JuJu Smith-Schuster,PIT,WR,2,DEN,14,15,6500,15.22
241,Tyler Lockett,SEA,WR,15,WAS,4,2,6700,15.21
241,Chosen Anderson,CAR,WR,12,MIN,25,29,6100,15.21
243,A.J. Brown,TEN,WR,6,HOU,20,18,5600,15.2
244,Chris Godwin,TB,WR,16,DET,31,30,6000,15.19
244,Robert Woods,LAR,WR,2,PHI,9,9,6400,15.19
246,Corey Davis,TEN,WR,14,JAX,32,28,5700,15.18
247,Terry McLaurin,WAS,WR,6,NYG,12,21,5700,15.17
248,Brandin Cooks,HOU,WR,16,CIN,20,17,6200,15.16
249,Cooper Kupp,LAR,WR,7,CHI,4,3,6200,15.15
250,Adam Thielen,MIN,WR,3,TEN,18,18,6900,15.14
250,Adam Thielen,MIN,WR,10,CHI,5,2,6000,15.14
250,Jamison Crowder,NYJ,WR,6,MIA,13,20,6100,15.14
253,Robert Woods,LAR,WR,8,MIA,10,15,6300,15.13
254,Keenan Allen,LAC,WR,3,CAR,19,11,6100,15.12
255,Stefon Diggs,BUF,WR,3,LAR,5,3,7000,15.11
255,Amari Cooper,DAL,WR,6,ARI,13,5,6800,15.11
257,Odell Beckham Jr.,CLE,WR,4,DAL,29,31,5800,15.1
257,DeVante Parker,MIA,WR,4,SEA,31,32,5700,15.1
259,Odell Beckham Jr.,CLE,WR,5,IND,1,9,6400,15.09
259,Diontae Johnson,PIT,WR,16,IND,8,13,6300,15.09
261,William Fuller V,HOU,WR,7,GB,16,10,6800,15.05
262,Diontae Johnson,PIT,WR,11,JAX,30,25,5900,15.04
262,Robert Woods,LAR,WR,3,BUF,11,17,6100,15.04
264,William Fuller V,HOU,WR,11,NE,10,17,6200,15.03
265,DJ Moore,CAR,WR,12,MIN,25,29,6200,15.02
265,Corey Davis,TEN,WR,15,DET,30,28,5800,15.02
265,Diontae Johnson,PIT,WR,13,WAS,7,2,6500,15.02
265,Chosen Anderson,CAR,WR,11,DET,27,14,6000,15.02
269,Chris Godwin,TB,WR,14,MIN,22,30,6300,15
270,DeVante Parker,MIA,WR,3,JAX,26,10,5900,14.99
270,DeVante Parker,MIA,WR,5,SF,2,5,5900,14.99
270,Cooper Kupp,LAR,WR,8,MIA,10,15,6500,14.99
273,Amari Cooper,DAL,WR,7,WAS,14,3,6900,14.98
273,JuJu Smith-Schuster,PIT,WR,5,PHI,17,19,6700,14.98
275,A.J. Brown,TEN,WR,9,CHI,7,3,6600,14.92
276,William Fuller V,HOU,WR,10,CLE,23,28,6700,14.9
276,Robert Woods,LAR,WR,7,CHI,4,3,6100,14.9
278,Robert Woods,LAR,WR,1,DAL,9,7,6500,14.89
278,Cooper Kupp,LAR,WR,14,NE,8,13,6500,14.89
280,Diontae Johnson,PIT,WR,3,HOU,26,13,5400,14.87
281,Diontae Johnson,PIT,WR,12,BAL,5,4,6000,14.86
282,Justin Jefferson,MIN,WR,9,DET,23,19,6100,14.85
283,DeVante Parker,MIA,WR,6,NYJ,23,16,6300,14.84
283,Chris Godwin,TB,WR,15,ATL,26,30,6200,14.84
285,Chosen Anderson,CAR,WR,15,GB,15,5,6200,14.83
286,A.J. Brown,TEN,WR,11,BAL,3,4,7200,14.81
287,Odell Beckham Jr.,CLE,WR,3,WAS,13,20,6300,14.8
288,Terry McLaurin,WAS,WR,13,PIT,2,18,6800,14.79
289,Tyler Boyd,CIN,WR,7,CLE,22,29,5400,14.78
289,Jamison Crowder,NYJ,WR,5,ARI,13,4,5800,14.78
291,Marquise Brown,BAL,WR,6,PHI,21,27,6500,14.77
291,A.J. Brown,TEN,WR,7,PIT,4,26,6300,14.77
293,Calvin Ridley,ATL,WR,1,SEA,19,15,6100,14.75
293,Cooper Kupp,LAR,WR,16,SEA,23,29,6600,14.75
295,Justin Jefferson,MIN,WR,8,GB,17,12,6500,14.74
296,DeVante Parker,MIA,WR,12,NYJ,28,27,5900,14.73
297,Corey Davis,TEN,WR,16,GB,14,8,6100,14.71
298,Tyler Boyd,CIN,WR,4,JAX,23,12,6100,14.7
299,Adam Thielen,MIN,WR,16,NO,6,17,null,14.69
299,Cooper Kupp,LAR,WR,11,TB,5,7,6500,14.69
301,Tee Higgins,CIN,WR,11,WAS,9,2,5900,14.68
301,Amari Cooper,DAL,WR,14,CIN,23,20,6500,14.68
303,Chosen Anderson,CAR,WR,9,KC,3,4,6300,14.67
304,Terry McLaurin,WAS,WR,1,PHI,16,30,5600,14.66
304,Tyler Boyd,CIN,WR,6,IND,1,10,5800,14.66
306,JuJu Smith-Schuster,PIT,WR,3,HOU,26,13,6600,14.65
306,Tyler Boyd,CIN,WR,5,BAL,8,10,6200,14.65
308,Mike Evans,TB,WR,7,LV,24,20,6200,14.63
309,Chase Claypool,PIT,WR,11,JAX,30,25,6100,14.61
309,Cooper Kupp,LAR,WR,3,BUF,11,17,6300,14.61
311,Julio Jones,ATL,WR,13,NO,5,13,6600,14.6
312,Jarvis Landry,CLE,WR,13,TEN,22,21,6200,14.59
313,DJ Moore,CAR,WR,17,NO,7,18,5700,14.53
314,Michael Thomas,NO,WR,11,ATL,31,30,7300,14.52
315,Chris Godwin,TB,WR,12,KC,7,4,6000,14.48
316,DJ Moore,CAR,WR,7,NO,26,19,5600,14.46
316,DJ Moore,CAR,WR,2,TB,15,6,6300,14.46
318,Chris Godwin,TB,WR,9,NO,21,24,6000,14.45
319,William Fuller V,HOU,WR,4,MIN,30,29,5900,14.44
320,Marquise Brown,BAL,WR,2,HOU,28,21,6200,14.41
320,Travis Fulgham,PHI,WR,8,DAL,30,29,5900,14.41
322,Odell Beckham Jr.,CLE,WR,6,PIT,8,28,6400,14.4
322,T.Y. Hilton,IND,WR,15,HOU,29,24,5500,14.4
324,Tyler Lockett,SEA,WR,2,NE,1,7,6300,14.39
324,Chris Godwin,TB,WR,10,CAR,12,6,6000,14.39
326,Corey Davis,TEN,WR,17,HOU,30,26,6200,14.37
326,Amari Cooper,DAL,WR,15,SF,7,13,6400,14.37
328,Mike Evans,TB,WR,15,ATL,26,30,6500,14.36
328,Stefon Diggs,BUF,WR,2,MIA,7,2,6500,14.36
330,Diontae Johnson,PIT,WR,15,CIN,23,18,6400,14.34
331,DJ Moore,CAR,WR,16,WAS,3,2,5800,14.32
331,Brandin Cooks,HOU,WR,15,IND,6,12,6000,14.32
333,Jamison Crowder,NYJ,WR,11,LAC,21,9,6100,14.3
334,DeVante Parker,MIA,WR,13,CIN,23,22,6400,14.27
334,Tyler Lockett,SEA,WR,1,ATL,21,17,6500,14.27
334,Amari Cooper,DAL,WR,17,NYG,14,11,5800,14.27
337,DJ Chark,JAX,WR,1,IND,18,26,6300,14.26
337,Marvin Jones Jr.,DET,WR,1,CHI,6,5,5500,14.26
339,Robert Woods,LAR,WR,11,TB,5,7,6000,14.25
339,Cooper Kupp,LAR,WR,1,DAL,9,7,6500,14.25
339,Travis Fulgham,PHI,WR,10,NYG,15,22,6400,14.25
339,Tyler Boyd,CIN,WR,10,PIT,7,25,6400,14.25
343,Odell Beckham Jr.,CLE,WR,7,CIN,18,14,6100,14.24
344,JuJu Smith-Schuster,PIT,WR,6,CLE,25,30,6600,14.2
345,Mike Evans,TB,WR,14,MIN,22,30,6600,14.18
345,Brandin Cooks,HOU,WR,10,CLE,23,28,5600,14.18
345,Brandin Cooks,HOU,WR,11,NE,10,17,5200,14.18
348,Deebo Samuel,SF,WR,13,BUF,20,10,6100,14.17
349,Cole Beasley,BUF,WR,12,LAC,21,7,5500,14.16
350,Julian Edelman,NE,WR,3,LV,23,19,6200,14.13
351,Chris Godwin,TB,WR,11,LAR,1,1,5800,14.12
352,Cooper Kupp,LAR,WR,2,PHI,9,9,6700,14.11
352,Marvin Jones Jr.,DET,WR,11,CAR,22,11,5500,14.11
352,Amari Cooper,DAL,WR,16,PHI,17,21,5700,14.11
355,Jarvis Landry,CLE,WR,14,BAL,3,5,6300,14.1
355,JuJu Smith-Schuster,PIT,WR,10,CIN,24,17,6100,14.1
357,Chase Claypool,PIT,WR,6,CLE,25,30,5200,14.07
358,Antonio Brown,TB,WR,12,KC,7,4,5700,14.06
358,JuJu Smith-Schuster,PIT,WR,15,CIN,23,18,6000,14.06
360,Terry McLaurin,WAS,WR,2,ARI,19,1,5900,14.04
361,Michael Gallup,DAL,WR,2,ATL,31,25,5600,14.02
361,Chosen Anderson,CAR,WR,17,NO,7,18,5600,14.02
363,Marquise Brown,BAL,WR,5,CIN,16,16,6300,14.01
363,DJ Chark,JAX,WR,10,GB,14,7,6200,14.01
365,T.Y. Hilton,IND,WR,2,MIN,32,32,5700,13.99
366,DJ Moore,CAR,WR,6,CHI,5,2,5900,13.96
367,Odell Beckham Jr.,CLE,WR,1,BAL,3,12,5900,13.93
367,Chosen Anderson,CAR,WR,4,ARI,9,2,5400,13.93
367,Jarvis Landry,CLE,WR,15,NYG,10,9,6400,13.93
370,DJ Moore,CAR,WR,15,GB,15,5,5200,13.92
371,Justin Jefferson,MIN,WR,6,ATL,32,26,6000,13.9
371,Marvin Jones Jr.,DET,WR,12,HOU,28,25,5500,13.9
373,T.Y. Hilton,IND,WR,17,JAX,31,23,5800,13.89
374,A.J. Brown,TEN,WR,5,BUF,18,19,4900,13.88
374,Marquise Brown,BAL,WR,3,KC,11,6,6000,13.88
374,Tyler Boyd,CIN,WR,3,PHI,22,9,5900,13.88
377,Diontae Johnson,PIT,WR,5,PHI,17,19,5600,13.86
378,Antonio Brown,TB,WR,16,DET,31,30,5300,13.85
379,Marvin Jones Jr.,DET,WR,14,GB,14,8,5800,13.84
380,Keke Coutee,HOU,WR,14,CHI,13,4,5000,13.83
381,Tyler Lockett,SEA,WR,16,LAR,1,1,6500,13.82
381,Jakobi Meyers,NE,WR,11,HOU,28,22,4900,13.82
383,A.J. Brown,TEN,WR,1,DEN,8,9,6300,13.79
383,DK Metcalf,SEA,WR,2,NE,1,7,6000,13.79
383,Darius Slayton,NYG,WR,3,SF,4,16,4900,13.79
383,DJ Moore,CAR,WR,9,KC,3,4,5600,13.79
383,DeVante Parker,MIA,WR,10,LAC,20,11,5000,13.79
388,DJ Chark,JAX,WR,2,TEN,5,4,6000,13.78
389,CeeDee Lamb,DAL,WR,5,NYG,11,20,6000,13.76
389,Justin Jefferson,MIN,WR,5,SEA,29,32,5500,13.76
391,Terry McLaurin,WAS,WR,4,BAL,8,15,5800,13.75
392,Mike Evans,TB,WR,12,KC,7,4,6100,13.74
393,DJ Chark,JAX,WR,7,LAC,21,12,5500,13.7
394,DJ Moore,CAR,WR,10,TB,8,10,5100,13.68
394,Stefon Diggs,BUF,WR,1,NYJ,13,25,6400,13.68
394,Cole Beasley,BUF,WR,15,DEN,17,8,4700,13.68
397,DJ Moore,CAR,WR,11,DET,27,14,5600,13.67
397,Darius Slayton,NYG,WR,6,WAS,18,3,5400,13.67
397,JuJu Smith-Schuster,PIT,WR,12,BAL,5,4,5600,13.67
400,Chase Claypool,PIT,WR,13,WAS,7,2,6300,13.64
400,T.Y. Hilton,IND,WR,1,JAX,22,10,5800,13.64
402,Deebo Samuel,SF,WR,14,WAS,7,2,6400,13.62
402,Robert Woods,LAR,WR,17,ARI,16,15,6300,13.62
404,Kenny Golladay,DET,WR,3,ARI,6,2,6200,13.61
405,Curtis Samuel,CAR,WR,12,MIN,25,29,5100,13.6
405,Amari Cooper,DAL,WR,12,WAS,6,2,5700,13.6
