Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
405,Russell Gage,ATL,WR,3,CHI,3,5,5100,13.6
408,Emmanuel Sanders,NO,WR,17,CAR,17,8,5500,13.59
408,Jarvis Landry,CLE,WR,8,LV,26,24,5600,13.59
408,JuJu Smith-Schuster,PIT,WR,13,WAS,7,2,5800,13.59
411,Marquise Brown,BAL,WR,8,PIT,7,25,6100,13.58
412,Marvin Jones Jr.,DET,WR,2,GB,27,28,5700,13.57
413,Brandon Aiyuk,SF,WR,8,SEA,32,32,5800,13.56
413,Michael Gallup,DAL,WR,1,LAR,14,12,5600,13.56
413,Jamison Crowder,NYJ,WR,17,NE,9,13,5000,13.56
416,William Fuller V,HOU,WR,2,BAL,2,3,6300,13.55
417,Odell Beckham Jr.,CLE,WR,2,CIN,6,6,5600,13.54
418,JuJu Smith-Schuster,PIT,WR,14,BUF,20,11,6100,13.53
419,Tee Higgins,CIN,WR,16,HOU,29,25,4700,13.52
419,Jarvis Landry,CLE,WR,10,HOU,31,27,5900,13.52
421,DJ Chark,JAX,WR,11,PIT,4,24,5700,13.51
422,Chase Claypool,PIT,WR,12,BAL,5,4,5900,13.5
422,DK Metcalf,SEA,WR,1,ATL,21,17,5800,13.5
422,T.Y. Hilton,IND,WR,3,NYJ,25,13,5600,13.5
422,Chosen Anderson,CAR,WR,16,WAS,3,2,5500,13.5
426,Michael Gallup,DAL,WR,3,SEA,28,32,5500,13.48
426,Amari Cooper,DAL,WR,1,LAR,14,12,7000,13.48
426,Marvin Jones Jr.,DET,WR,15,TEN,25,25,5700,13.48
429,Jerry Jeudy,DEN,WR,10,LV,22,18,5600,13.47
430,Curtis Samuel,CAR,WR,17,NO,7,18,5300,13.46
430,CeeDee Lamb,DAL,WR,6,ARI,13,5,6300,13.46
430,Tyler Boyd,CIN,WR,12,NYG,14,16,5000,13.46
433,DeSean Jackson,PHI,WR,3,CIN,15,4,5200,13.45
433,JuJu Smith-Schuster,PIT,WR,16,IND,8,13,6000,13.45
435,Marvin Jones Jr.,DET,WR,17,MIN,25,27,5100,13.44
435,CeeDee Lamb,DAL,WR,7,WAS,14,3,6500,13.44
437,Curtis Samuel,CAR,WR,14,DEN,15,7,5200,13.43
437,Jakobi Meyers,NE,WR,12,ARI,19,25,5300,13.43
439,CeeDee Lamb,DAL,WR,3,SEA,28,32,5400,13.42
440,Julian Edelman,NE,WR,1,MIA,32,31,6000,13.41
441,Marquise Brown,BAL,WR,17,CIN,22,19,5900,13.4
442,Sterling Shepard,NYG,WR,17,DAL,28,31,5200,13.38
443,DeVante Parker,MIA,WR,14,KC,10,3,6100,13.37
443,Diontae Johnson,PIT,WR,10,CIN,24,17,5200,13.37
445,Jarvis Landry,CLE,WR,12,JAX,31,28,5200,13.36
446,Michael Gallup,DAL,WR,4,CLE,22,28,6200,13.35
446,Antonio Brown,TB,WR,14,MIN,22,30,5500,13.35
448,DJ Chark,JAX,WR,4,CIN,11,3,6000,13.34
448,Jamison Crowder,NYJ,WR,4,DEN,17,28,5200,13.34
448,Keenan Allen,LAC,WR,2,KC,11,11,5700,13.34
451,Emmanuel Sanders,NO,WR,16,MIN,24,30,null,13.33
452,Cole Beasley,BUF,WR,14,PIT,2,14,5000,13.31
453,Tyler Lockett,SEA,WR,17,SF,5,12,5800,13.3
454,Brandon Aiyuk,SF,WR,14,WAS,7,2,5400,13.28
455,Jarvis Landry,CLE,WR,2,CIN,6,6,5800,13.26
455,A.J. Green,CIN,WR,3,PHI,22,9,6000,13.26
455,Jarvis Landry,CLE,WR,17,PIT,2,14,6500,13.26
455,Sterling Shepard,NYG,WR,12,CIN,24,26,5100,13.26
459,Chase Claypool,PIT,WR,7,TEN,25,27,5700,13.25
459,A.J. Green,CIN,WR,2,CLE,29,21,6100,13.25
459,Diontae Johnson,PIT,WR,8,BAL,6,9,5500,13.25
459,Amari Cooper,DAL,WR,11,MIN,24,29,5400,13.25
463,Amari Cooper,DAL,WR,13,BAL,3,2,6300,13.24
464,Mike Evans,TB,WR,11,LAR,1,1,6000,13.23
464,Antonio Brown,TB,WR,17,ATL,24,30,5500,13.23
464,Cole Beasley,BUF,WR,16,NE,4,7,5200,13.23
467,Christian Kirk,ARI,WR,11,SEA,32,32,6100,13.22
467,Brandin Cooks,HOU,WR,7,GB,16,10,5200,13.22
467,Jamison Crowder,NYJ,WR,12,MIA,11,15,5400,13.22
470,Corey Davis,TEN,WR,13,CLE,19,23,5100,13.21
471,Chase Claypool,PIT,WR,9,DAL,27,29,5700,13.2
471,Tyler Boyd,CIN,WR,1,LAC,7,4,6100,13.2
473,Tee Higgins,CIN,WR,7,CLE,22,29,5300,13.19
474,Michael Gallup,DAL,WR,5,NYG,11,20,5400,13.18
474,William Fuller V,HOU,WR,1,KC,11,3,6200,13.18
476,Deebo Samuel,SF,WR,12,LAR,1,1,5400,13.17
476,CeeDee Lamb,DAL,WR,12,WAS,6,2,5400,13.17
478,Tee Higgins,CIN,WR,8,TEN,22,27,5600,13.15
478,Corey Davis,TEN,WR,12,IND,3,8,4900,13.15
478,Antonio Brown,TB,WR,15,ATL,26,30,5400,13.15
481,Darius Slayton,NYG,WR,5,DAL,31,31,4800,13.12
481,JuJu Smith-Schuster,PIT,WR,9,DAL,27,29,6200,13.12
483,Mike Evans,TB,WR,10,CAR,12,6,6300,13.11
483,Jarvis Landry,CLE,WR,3,WAS,13,20,5500,13.11
483,A.J. Green,CIN,WR,4,JAX,23,12,5500,13.11
486,Brandin Cooks,HOU,WR,9,JAX,29,20,5500,13.09
487,Marvin Jones Jr.,DET,WR,3,ARI,6,2,5800,13.07
488,Jakobi Meyers,NE,WR,13,LAC,20,7,5500,13.04
489,Justin Jefferson,MIN,WR,10,CHI,5,2,5600,13.03
489,CeeDee Lamb,DAL,WR,14,CIN,23,20,4800,13.03
491,Marvin Jones Jr.,DET,WR,4,NO,27,14,4900,13.01
492,DJ Chark,JAX,WR,14,TEN,25,26,5300,12.99
493,Chosen Anderson,CAR,WR,3,LAC,9,8,5200,12.98
494,Marquise Brown,BAL,WR,4,WAS,12,6,6300,12.96
495,Chase Claypool,PIT,WR,10,CIN,24,17,5800,12.92
495,Emmanuel Sanders,NO,WR,2,LV,23,27,5800,12.92
495,Amari Cooper,DAL,WR,8,PHI,18,21,6500,12.92
498,Emmanuel Sanders,NO,WR,15,KC,11,3,4200,12.9
499,T.Y. Hilton,IND,WR,6,CIN,14,12,5000,12.89
500,Curtis Samuel,CAR,WR,15,GB,15,5,4800,12.88
500,JuJu Smith-Schuster,PIT,WR,8,BAL,6,9,5400,12.88
502,Tee Higgins,CIN,WR,14,DAL,31,31,4800,12.87
502,Christian Kirk,ARI,WR,12,NE,12,19,5800,12.87
502,Tyler Boyd,CIN,WR,2,CLE,29,21,5800,12.87
505,Nelson Agholor,LV,WR,17,DEN,19,10,5400,12.86
505,DeVante Parker,MIA,WR,11,DEN,16,15,5700,12.86
505,Jerry Jeudy,DEN,WR,6,NE,9,23,5500,12.86
508,DeVante Parker,MIA,WR,8,LAR,3,2,5700,12.85
509,Jarvis Landry,CLE,WR,4,DAL,29,31,5100,12.81
509,Diontae Johnson,PIT,WR,17,CLE,20,24,6700,12.81
511,Travis Fulgham,PHI,WR,7,NYG,15,22,5400,12.8
512,Jarvis Landry,CLE,WR,11,PHI,15,13,5500,12.78
513,Diontae Johnson,PIT,WR,9,DAL,27,29,5000,12.74
514,T.Y. Hilton,IND,WR,4,CHI,6,7,5300,12.73
514,Jamison Crowder,NYJ,WR,16,CLE,21,23,4500,12.73
516,Brandon Aiyuk,SF,WR,10,NO,16,24,5700,12.72
516,T.Y. Hilton,IND,WR,16,PIT,2,14,5500,12.72
516,CeeDee Lamb,DAL,WR,16,PHI,17,21,5300,12.72
516,Keelan Cole,JAX,WR,3,MIA,27,30,4100,12.72
520,Julian Edelman,NE,WR,2,SEA,30,31,6200,12.71
521,Antonio Brown,TB,WR,11,LAR,1,1,5700,12.67
522,Marvin Jones Jr.,DET,WR,10,WAS,6,2,5200,12.66
522,Marvin Jones Jr.,DET,WR,9,MIN,32,31,5100,12.66
524,Nelson Agholor,LV,WR,15,LAC,19,13,5000,12.65
525,Marquise Brown,BAL,WR,1,CLE,20,8,5100,12.63
526,Christian Kirk,ARI,WR,10,BUF,19,9,5700,12.62
526,Jamison Crowder,NYJ,WR,9,NE,10,11,5900,12.62
528,A.J. Green,CIN,WR,1,LAC,7,4,5700,12.61
529,CeeDee Lamb,DAL,WR,17,NYG,14,11,5200,12.6
530,DJ Chark,JAX,WR,13,MIN,25,30,5400,12.59
531,CeeDee Lamb,DAL,WR,4,CLE,22,28,5400,12.57
531,Corey Davis,TEN,WR,9,CHI,7,3,5900,12.57
533,Laviska Shenault Jr.,JAX,WR,6,DET,27,25,5200,12.56
534,Tyler Boyd,CIN,WR,14,DAL,31,31,4900,12.55
534,Jamison Crowder,NYJ,WR,1,BUF,2,2,5200,12.55
536,John Brown,BUF,WR,4,LV,20,5,5100,12.54
536,Russell Gage,ATL,WR,16,KC,12,3,5100,12.54
538,Travis Fulgham,PHI,WR,11,CLE,19,28,5600,12.51
539,Mike Williams,LAC,WR,7,JAX,27,17,4700,12.5
540,Amari Cooper,DAL,WR,9,PIT,8,25,5600,12.49
541,Cole Beasley,BUF,WR,13,SF,8,8,4900,12.48
542,John Brown,BUF,WR,3,LAR,5,3,5700,12.47
543,DeVante Parker,MIA,WR,1,NE,1,1,6000,12.46
543,Tee Higgins,CIN,WR,17,BAL,4,7,5000,12.46
545,Mike Williams,LAC,WR,17,KC,12,3,5000,12.45
545,CeeDee Lamb,DAL,WR,2,ATL,31,25,4700,12.45
547,Julian Edelman,NE,WR,6,DEN,15,24,5600,12.44
548,Marquise Brown,BAL,WR,16,NYG,11,12,5700,12.43
548,Jerry Jeudy,DEN,WR,11,MIA,11,18,5300,12.43
548,William Fuller V,HOU,WR,3,PIT,7,22,6000,12.43
548,Julian Edelman,NE,WR,4,KC,3,1,null,12.43
552,Mike Williams,LAC,WR,9,LV,20,16,5100,12.42
552,Laviska Shenault Jr.,JAX,WR,3,MIA,27,30,4300,12.42
552,Keke Coutee,HOU,WR,16,CIN,20,17,5400,12.42
552,Jerry Jeudy,DEN,WR,4,NYJ,16,7,5300,12.42
556,Chase Claypool,PIT,WR,16,IND,8,13,5900,12.41
556,Russell Gage,ATL,WR,17,TB,10,20,5100,12.41
558,T.Y. Hilton,IND,WR,14,LV,24,21,5100,12.39
558,Tyler Boyd,CIN,WR,13,MIA,8,16,4700,12.39
560,Curtis Samuel,CAR,WR,16,WAS,3,2,4900,12.38
560,A.J. Green,CIN,WR,8,TEN,22,27,4500,12.38
562,Michael Gallup,DAL,WR,17,NYG,14,11,5000,12.35
562,DJ Chark,JAX,WR,9,HOU,30,26,5200,12.35
564,Nelson Agholor,LV,WR,16,MIA,4,16,4500,12.34
565,Marvin Jones Jr.,DET,WR,13,CHI,9,3,5700,12.33
566,DeSean Jackson,PHI,WR,1,WAS,28,21,4900,12.32
567,Justin Jefferson,MIN,WR,4,HOU,26,11,5200,12.29
568,Keke Coutee,HOU,WR,15,IND,6,12,5300,12.28
568,Sterling Shepard,NYG,WR,10,PHI,13,13,5000,12.28
570,Jakobi Meyers,NE,WR,10,BAL,3,5,4500,12.26
571,Breshad Perriman,NYJ,WR,13,LV,24,20,3900,12.25
571,Antonio Brown,TB,WR,10,CAR,12,6,5800,12.25
571,Sterling Shepard,NYG,WR,14,ARI,17,19,5200,12.25
574,Mike Williams,LAC,WR,12,BUF,20,10,5000,12.24
575,Darius Slayton,NYG,WR,7,PHI,20,23,5800,12.22
575,Jarvis Landry,CLE,WR,1,BAL,3,12,5900,12.22
577,Darius Slayton,NYG,WR,12,CIN,24,26,4900,12.21
577,Terry McLaurin,WAS,WR,17,PHI,23,28,null,12.21
579,Chase Claypool,PIT,WR,14,BUF,20,11,6500,12.2
579,Corey Davis,TEN,WR,10,IND,2,11,5100,12.2
579,Marquise Brown,BAL,WR,9,IND,2,18,6000,12.2
582,Michael Pittman Jr.,IND,WR,12,TEN,22,21,5000,12.19
583,Hunter Renfrow,LV,WR,4,BUF,21,22,4600,12.18
584,Ty Montgomery,NO,WR,17,CAR,17,24,4000,12.17
584,Corey Davis,TEN,WR,3,MIN,31,31,5200,12.17
584,Sterling Shepard,NYG,WR,9,WAS,6,2,4800,12.17
587,Mike Evans,TB,WR,9,NO,21,24,6400,12.15
588,CeeDee Lamb,DAL,WR,13,BAL,3,2,4700,12.14
589,Deebo Samuel,SF,WR,7,NE,9,21,5000,12.13
589,Sammy Watkins,KC,WR,5,LV,22,15,4500,12.13
589,N'Keal Harry,NE,WR,3,LV,23,19,4200,12.13
592,Diontae Johnson,PIT,WR,7,TEN,25,27,4200,12.11
593,DJ Chark,JAX,WR,6,DET,27,25,6300,12.1
593,Tee Higgins,CIN,WR,12,NYG,14,16,4700,12.1
593,DJ Chark,JAX,WR,16,CHI,13,4,4800,12.1
596,Laviska Shenault Jr.,JAX,WR,7,LAC,21,12,4500,12.09
596,Michael Pittman Jr.,IND,WR,13,HOU,28,27,4900,12.09
598,Corey Davis,TEN,WR,2,JAX,20,10,4000,12.08
599,Corey Davis,TEN,WR,11,BAL,3,4,4800,12.07
600,Brandin Cooks,HOU,WR,6,TEN,17,22,5000,12.06
601,Darius Slayton,NYG,WR,8,TB,3,9,4800,12.05
601,Darius Slayton,NYG,WR,9,WAS,6,2,5000,12.05
603,Curtis Samuel,CAR,WR,11,DET,27,14,4700,12.04
603,Corey Davis,TEN,WR,8,CIN,23,18,5100,12.04
605,Scotty Miller,TB,WR,5,CHI,4,3,4500,12.03
605,Marquise Brown,BAL,WR,11,TEN,23,27,5800,12.03
605,Diontae Johnson,PIT,WR,2,DEN,14,15,4500,12.03
608,Russell Gage,ATL,WR,15,TB,13,21,4700,12.02
609,Russell Gage,ATL,WR,5,CAR,10,7,5100,12
610,Darius Slayton,NYG,WR,2,CHI,21,18,5000,11.99
610,Sterling Shepard,NYG,WR,13,SEA,31,32,5300,11.99
612,Sterling Shepard,NYG,WR,1,PIT,5,6,5700,11.98
613,Mike Williams,LAC,WR,11,NYJ,26,21,5100,11.96
613,John Brown,BUF,WR,2,MIA,7,2,6000,11.96
615,Diontae Johnson,PIT,WR,1,NYG,29,28,4200,11.95
615,Laviska Shenault Jr.,JAX,WR,17,IND,8,16,4200,11.95
617,CeeDee Lamb,DAL,WR,11,MIN,24,29,5000,11.91
617,Golden Tate,NYG,WR,3,SF,4,16,4500,11.91
619,DeVante Parker,MIA,WR,9,ARI,14,12,5200,11.9
619,Tre'Quan Smith,NO,WR,4,DET,28,24,5000,11.9
619,Travis Fulgham,PHI,WR,12,SEA,32,32,5000,11.9
622,Tee Higgins,CIN,WR,10,PIT,7,25,5500,11.87
623,Mike Williams,LAC,WR,14,ATL,26,29,4700,11.84
623,Golden Tate,NYG,WR,5,DAL,31,31,4600,11.84
625,Marquise Brown,BAL,WR,15,JAX,32,27,5600,11.83
625,Jerry Jeudy,DEN,WR,9,ATL,28,28,4700,11.83
627,Darius Slayton,NYG,WR,4,LAR,15,12,5000,11.82
627,Tim Patrick,DEN,WR,14,CAR,18,9,4200,11.82
629,Sterling Shepard,NYG,WR,16,BAL,7,7,4500,11.8
630,Cole Beasley,BUF,WR,8,NE,12,17,5300,11.79
631,Christian Kirk,ARI,WR,7,SEA,29,32,4900,11.77
631,Sterling Shepard,NYG,WR,8,TB,3,9,4600,11.77
631,Sterling Shepard,NYG,WR,15,CLE,23,23,4700,11.77
634,CeeDee Lamb,DAL,WR,1,LAR,14,12,4100,11.74
635,Marvin Jones Jr.,DET,WR,6,JAX,28,19,5100,11.71
636,DJ Chark,JAX,WR,15,BAL,9,7,5000,11.7
637,Tre'Quan Smith,NO,WR,7,CAR,11,2,4000,11.68
637,John Brown,BUF,WR,10,ARI,17,15,5300,11.68
639,Mike Williams,LAC,WR,10,MIA,11,20,5400,11.67
639,Deebo Samuel,SF,WR,6,LAR,3,1,4700,11.67
639,Parris Campbell,IND,WR,2,MIN,32,32,4500,11.67
639,Denzel Mims,NYJ,WR,13,LV,24,20,4100,11.67
643,Mecole Hardman,KC,WR,6,BUF,23,18,4400,11.66
643,Scotty Miller,TB,WR,8,NYG,17,23,4000,11.66
643,Jerry Jeudy,DEN,WR,13,KC,11,5,4600,11.66
646,Tim Patrick,DEN,WR,10,LV,22,18,4900,11.61
646,Jerry Jeudy,DEN,WR,3,TB,8,7,5000,11.61
646,T.Y. Hilton,IND,WR,5,CLE,30,30,4900,11.61
649,Mike Williams,LAC,WR,2,KC,11,11,4200,11.6
650,Christian Kirk,ARI,WR,13,LAR,1,1,5200,11.59
651,Christian Kirk,ARI,WR,9,MIA,9,22,5300,11.58
651,Allen Lazard,GB,WR,3,NO,21,11,4800,11.58
653,Brandon Aiyuk,SF,WR,13,BUF,20,10,5400,11.57
654,Michael Gallup,DAL,WR,6,ARI,13,5,5000,11.56
654,Deebo Samuel,SF,WR,5,MIA,21,25,5300,11.56
654,Brandin Cooks,HOU,WR,4,MIN,30,29,4500,11.56
657,Jamison Crowder,NYJ,WR,14,SEA,28,32,5400,11.55
658,Tim Patrick,DEN,WR,15,BUF,18,12,4300,11.54
658,Tee Higgins,CIN,WR,13,MIA,8,16,4600,11.54
660,Tee Higgins,CIN,WR,6,IND,1,10,4700,11.52
661,Nelson Agholor,LV,WR,12,ATL,30,30,4900,11.48
662,Russell Gage,ATL,WR,14,LAC,19,6,4500,11.47
663,CeeDee Lamb,DAL,WR,15,SF,7,13,4500,11.46
663,Keke Coutee,HOU,WR,17,TEN,26,29,5600,11.46
665,Jerry Jeudy,DEN,WR,17,LV,27,22,4200,11.45
665,Hunter Renfrow,LV,WR,5,KC,3,1,4900,11.45
665,Danny Amendola,DET,WR,10,WAS,6,2,3900,11.45
668,Cole Beasley,BUF,WR,9,SEA,31,32,5400,11.44
669,Chase Claypool,PIT,WR,15,CIN,23,18,5900,11.41
669,Russell Gage,ATL,WR,4,GB,23,19,5100,11.41
671,Breshad Perriman,NYJ,WR,14,SEA,28,32,3900,11.39
671,Michael Pittman Jr.,IND,WR,14,LV,24,21,5000,11.39
671,Trent Taylor,SF,WR,9,GB,18,8,3000,11.39
674,Christian Kirk,ARI,WR,2,WAS,8,8,4300,11.36
674,Emmanuel Sanders,NO,WR,4,DET,28,24,4800,11.36
676,Cole Beasley,BUF,WR,4,LV,20,5,4700,11.35
676,Jakobi Meyers,NE,WR,17,NYJ,29,21,5000,11.35
678,Larry Fitzgerald,ARI,WR,3,DET,30,21,4600,11.33
679,Nelson Agholor,LV,WR,14,IND,5,12,4700,11.32
680,Golden Tate,NYG,WR,4,LAR,15,12,4600,11.31
681,Brandon Aiyuk,SF,WR,4,PHI,19,20,5000,11.3
681,JuJu Smith-Schuster,PIT,WR,17,CLE,20,24,6400,11.3
683,Mike Williams,LAC,WR,3,CAR,19,11,4300,11.29
684,Tre'Quan Smith,NO,WR,8,CHI,5,3,4700,11.28
685,Preston Williams,MIA,WR,2,BUF,4,17,4800,11.27
686,Michael Gallup,DAL,WR,16,PHI,17,21,4100,11.26
687,Nelson Agholor,LV,WR,13,NYJ,27,26,5200,11.25
687,Marquise Brown,BAL,WR,13,DAL,31,32,5000,11.25
687,Tre'Quan Smith,NO,WR,3,GB,20,27,4200,11.25
687,Preston Williams,MIA,WR,4,SEA,31,32,4500,11.25
691,Emmanuel Sanders,NO,WR,1,TB,23,32,5700,11.24
692,Henry Ruggs III,LV,WR,1,CAR,26,19,5100,11.23
693,Jamison Crowder,NYJ,WR,13,LV,24,20,5100,11.21
694,Mike Williams,LAC,WR,16,DEN,22,15,4500,11.2
694,Sterling Shepard,NYG,WR,2,CHI,21,18,5500,11.2
696,Mike Williams,LAC,WR,13,NE,12,17,4800,11.19
697,Sammy Watkins,KC,WR,2,LAC,3,5,4800,11.18
697,Jerry Jeudy,DEN,WR,1,TEN,17,16,4000,11.18
699,Preston Williams,MIA,WR,3,JAX,26,10,4400,11.16
699,Michael Gallup,DAL,WR,14,CIN,23,20,3800,11.16
701,Cole Beasley,BUF,WR,10,ARI,17,15,4700,11.15
702,Anthony Miller,CHI,WR,1,DET,30,29,5000,11.14
703,Keelan Cole,JAX,WR,12,CLE,18,22,3600,11.12
703,Christian Kirk,ARI,WR,1,SF,4,14,5000,11.12
705,Marquise Brown,BAL,WR,10,NE,10,16,5700,11.09
705,Allen Lazard,GB,WR,16,TEN,24,27,4200,11.09
705,JuJu Smith-Schuster,PIT,WR,7,TEN,25,27,5500,11.09
708,Michael Pittman Jr.,IND,WR,11,GB,13,6,4500,11.06
708,Greg Ward,PHI,WR,4,SF,2,5,3900,11.06
710,Allen Lazard,GB,WR,14,DET,29,25,5000,11.04
711,Allen Lazard,GB,WR,13,PHI,14,14,5000,11.03
711,Julian Edelman,NE,WR,7,SF,7,8,5000,11.03
713,Jerry Jeudy,DEN,WR,14,CAR,18,9,4700,11.02
714,Brandin Cooks,HOU,WR,3,PIT,7,22,5200,11.01
714,Chosen Anderson,CAR,WR,2,TB,15,6,5200,11.01
714,Emmanuel Sanders,NO,WR,3,GB,20,27,6000,11.01
717,DeVante Parker,MIA,WR,17,BUF,15,4,5300,10.99
718,Denzel Mims,NYJ,WR,12,MIA,11,15,3500,10.98
719,Rashard Higgins,CLE,WR,15,NYG,10,9,4400,10.96
719,Tim Patrick,DEN,WR,13,KC,11,5,4200,10.96
719,CeeDee Lamb,DAL,WR,8,PHI,18,21,5600,10.96
719,Jarvis Landry,CLE,WR,5,IND,1,9,5000,10.96
723,Marquez Valdes-Scantling,GB,WR,4,ATL,32,29,4400,10.95
723,Tyler Boyd,CIN,WR,17,BAL,4,7,4900,10.95
725,Antonio Brown,TB,WR,9,NO,21,24,5500,10.94
726,Rashard Higgins,CLE,WR,17,PIT,2,14,4500,10.93
726,John Brown,BUF,WR,1,NYJ,13,25,5600,10.93
726,Tee Higgins,CIN,WR,15,PIT,2,17,4600,10.93
729,Marquez Valdes-Scantling,GB,WR,3,NO,21,11,4900,10.92
729,Breshad Perriman,NYJ,WR,12,MIA,11,15,4200,10.92
731,DeSean Jackson,PHI,WR,2,LAR,13,16,5100,10.91
732,Marquise Brown,BAL,WR,14,CLE,21,27,5400,10.9
732,Jerry Jeudy,DEN,WR,2,PIT,6,23,4900,10.9
734,Christian Kirk,ARI,WR,14,NYG,9,13,4700,10.89
734,T.Y. Hilton,IND,WR,13,HOU,28,27,4300,10.89
736,Darius Slayton,NYG,WR,10,PHI,13,13,4800,10.88
737,Brandon Aiyuk,SF,WR,5,MIA,21,25,5200,10.87
737,Keelan Cole,JAX,WR,7,LAC,21,12,4700,10.87
737,Sammy Watkins,KC,WR,4,NE,10,27,null,10.87
740,Christian Kirk,ARI,WR,6,DAL,31,30,4700,10.85
741,Anthony Miller,CHI,WR,2,NYG,22,30,5200,10.84
742,Greg Ward,PHI,WR,5,PIT,6,27,4600,10.82
743,Jakobi Meyers,NE,WR,16,BUF,16,6,4900,10.8
744,Jamison Crowder,NYJ,WR,15,LAR,1,1,4400,10.79
745,Christian Kirk,ARI,WR,5,NYJ,19,13,4700,10.78
746,Jakobi Meyers,NE,WR,9,NYJ,26,19,4300,10.77
746,Cole Beasley,BUF,WR,7,NYJ,20,13,4900,10.77
748,Jalen Reagor,PHI,WR,11,CLE,19,28,4300,10.76
748,Jarvis Landry,CLE,WR,7,CIN,18,14,4600,10.76
750,Breshad Perriman,NYJ,WR,2,SF,18,14,3800,10.75
750,Jerry Jeudy,DEN,WR,7,KC,8,6,5100,10.75
750,Scotty Miller,TB,WR,2,CAR,25,13,4100,10.75
753,John Brown,BUF,WR,6,KC,12,6,4900,10.74
753,Curtis Samuel,CAR,WR,3,LAC,9,8,4000,10.74
753,Tre'Quan Smith,NO,WR,5,LAC,18,14,5000,10.74
753,Jalen Reagor,PHI,WR,12,SEA,32,32,4300,10.74
753,Michael Pittman Jr.,IND,WR,15,HOU,29,24,4800,10.74
753,Allen Lazard,GB,WR,2,DET,26,29,5300,10.74
759,Lynn Bowden Jr.,MIA,WR,16,LV,27,23,3900,10.73
760,Sammy Watkins,KC,WR,13,DEN,15,10,4800,10.71
761,Michael Gallup,DAL,WR,15,SF,7,13,3500,10.7
761,Josh Reynolds,LAR,WR,13,ARI,16,19,4200,10.7
761,CeeDee Lamb,DAL,WR,9,PIT,8,25,4900,10.7
764,Tim Patrick,DEN,WR,17,LV,27,22,4000,10.69
765,Randall Cobb,HOU,WR,4,MIN,30,29,4800,10.68
766,DeSean Jackson,PHI,WR,7,NYG,15,22,3900,10.67
767,Darius Slayton,NYG,WR,17,DAL,28,31,4100,10.65
767,Mecole Hardman,KC,WR,17,LAC,18,9,4200,10.65
767,Courtland Sutton,DEN,WR,2,PIT,6,23,6000,10.65
767,Jerry Jeudy,DEN,WR,8,LAC,19,10,4800,10.65
767,Sammy Watkins,KC,WR,16,ATL,26,31,5000,10.65
772,Christian Kirk,ARI,WR,15,PHI,17,17,4300,10.64
772,Emmanuel Sanders,NO,WR,9,TB,4,8,5000,10.64
774,Brandon Aiyuk,SF,WR,6,LAR,3,1,4300,10.62
774,Tim Patrick,DEN,WR,9,ATL,28,28,4900,10.62
776,Tim Patrick,DEN,WR,16,LAC,18,9,4200,10.61
776,Tre'Quan Smith,NO,WR,2,LV,23,27,4100,10.61
776,Travis Fulgham,PHI,WR,6,BAL,3,6,4400,10.61
776,Tyler Boyd,CIN,WR,15,PIT,2,17,4900,10.61
780,Mike Williams,LAC,WR,8,DEN,11,13,4400,10.59
780,Darius Slayton,NYG,WR,13,SEA,31,32,4600,10.59
780,Denzel Mims,NYJ,WR,11,LAC,21,9,3300,10.59
780,Tee Higgins,CIN,WR,4,JAX,23,12,4500,10.59
784,Tyron Johnson,LAC,WR,16,DEN,22,15,4000,10.58
784,Preston Williams,MIA,WR,1,NE,1,1,4500,10.58
786,Breshad Perriman,NYJ,WR,11,LAC,21,9,4300,10.57
786,Jakobi Meyers,NE,WR,14,LAR,1,1,4800,10.57
788,Hunter Renfrow,LV,WR,15,LAC,19,13,3600,10.56
789,Breshad Perriman,NYJ,WR,7,BUF,23,11,3700,10.55
790,A.J. Green,CIN,WR,7,CLE,22,29,4300,10.53
791,Emmanuel Sanders,NO,WR,5,LAC,18,14,4800,10.5
792,Darnell Mooney,CHI,WR,10,MIN,31,31,4100,10.49
792,Keelan Cole,JAX,WR,4,CIN,11,3,4500,10.49
794,Allen Lazard,GB,WR,12,CHI,6,2,4600,10.48
795,Michael Gallup,DAL,WR,7,WAS,14,3,4600,10.47
795,Rashard Higgins,CLE,WR,12,JAX,31,28,4700,10.47
797,Darius Slayton,NYG,WR,16,BAL,7,7,3800,10.45
797,Sammy Watkins,KC,WR,14,MIA,6,15,4900,10.45
799,Henry Ruggs III,LV,WR,9,LAC,19,11,4900,10.43
799,Sammy Watkins,KC,WR,12,TB,9,13,4700,10.43
801,Tim Patrick,DEN,WR,11,MIA,11,18,4800,10.39
801,Keelan Cole,JAX,WR,6,DET,27,25,4900,10.39
803,Josh Reynolds,LAR,WR,11,TB,5,7,3900,10.38
803,Tim Patrick,DEN,WR,7,KC,8,6,4600,10.38
803,Laviska Shenault Jr.,JAX,WR,5,HOU,26,14,4500,10.38
806,Chad Hansen,HOU,WR,16,CIN,20,17,4400,10.36
807,Rashard Higgins,CLE,WR,8,LV,26,24,4200,10.35
807,A.J. Green,CIN,WR,16,HOU,29,25,3400,10.35
809,Marvin Hall,DET,WR,11,CAR,22,11,3800,10.34
809,T.Y. Hilton,IND,WR,8,DET,21,23,4900,10.34
809,Jerry Jeudy,DEN,WR,15,BUF,18,12,3900,10.34
