Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
69,T.J. Hockenson,DET,TE,14,GB,14,7,5000,11.97
69,Mike Gesicki,MIA,TE,3,JAX,26,30,4900,11.97
71,Evan Engram,NYG,TE,5,DAL,31,27,4600,11.96
72,Dallas Goedert,PHI,TE,3,CIN,15,12,4900,11.94
73,Hunter Henry,LAC,TE,11,NYJ,26,24,4600,11.93
74,Noah Fant,DEN,TE,4,NYJ,16,23,5800,11.9
74,T.J. Hockenson,DET,TE,9,MIN,32,19,5100,11.9
76,Jonnu Smith,TEN,TE,5,BUF,18,27,5100,11.87
77,George Kittle,SF,TE,16,ARI,15,5,5000,11.86
77,T.J. Hockenson,DET,TE,17,MIN,25,15,4600,11.86
79,Jared Cook,NO,TE,3,GB,20,11,5500,11.84
80,Mark Andrews,BAL,TE,9,IND,2,1,4800,11.82
81,Tyler Higbee,LAR,TE,3,BUF,11,24,5900,11.8
82,Hunter Henry,LAC,TE,7,JAX,27,28,4500,11.72
83,T.J. Hockenson,DET,TE,4,NO,27,32,4800,11.7
84,Hunter Henry,LAC,TE,4,TB,3,8,4600,11.69
85,Hunter Henry,LAC,TE,8,DEN,11,11,4200,11.68
86,Dallas Goedert,PHI,TE,10,NYG,15,10,4200,11.65
86,Mike Gesicki,MIA,TE,4,SEA,31,3,5100,11.65
88,Jared Cook,NO,TE,2,LV,23,4,5300,11.64
89,T.J. Hockenson,DET,TE,13,CHI,9,27,5000,11.55
90,Rob Gronkowski,TB,TE,8,NYG,17,8,4900,11.52
90,Dallas Goedert,PHI,TE,12,SEA,32,10,4200,11.52
90,Noah Fant,DEN,TE,9,ATL,28,32,4600,11.52
93,T.J. Hockenson,DET,TE,3,ARI,6,8,5300,11.49
94,Hunter Henry,LAC,TE,1,CIN,24,12,5300,11.45
94,T.J. Hockenson,DET,TE,10,WAS,6,27,5100,11.45
96,Tyler Higbee,LAR,TE,4,NYG,17,5,5700,11.44
97,Tyler Higbee,LAR,TE,1,DAL,9,26,5000,11.42
98,Noah Fant,DEN,TE,17,LV,27,10,4400,11.36
98,Evan Engram,NYG,TE,3,SF,4,2,5000,11.36
100,Hayden Hurst,ATL,TE,9,DEN,13,8,4100,11.34
101,Jonnu Smith,TEN,TE,3,MIN,31,13,5200,11.22
102,Zach Ertz,PHI,TE,6,BAL,3,18,5000,11.16
103,T.J. Hockenson,DET,TE,6,JAX,28,27,5300,11.15
104,Dallas Goedert,PHI,TE,8,DAL,30,25,4500,11.13
105,Evan Engram,NYG,TE,10,PHI,13,29,4500,11.12
106,Jared Cook,NO,TE,7,CAR,11,6,4300,11.08
107,Eric Ebron,PIT,TE,14,BUF,20,27,4600,11.07
108,Evan Engram,NYG,TE,12,CIN,24,28,4500,11.02
109,Jonnu Smith,TEN,TE,8,CIN,23,30,4100,11
109,Robert Tonyan,GB,TE,16,TEN,24,19,5100,11
111,Austin Hooper,CLE,TE,16,NYJ,30,32,3500,10.95
111,Hayden Hurst,ATL,TE,3,CHI,3,19,4700,10.95
113,Hunter Henry,LAC,TE,13,NE,12,5,4800,10.94
113,Evan Engram,NYG,TE,1,PIT,5,13,5200,10.94
113,Zach Ertz,PHI,TE,17,WAS,3,11,null,10.94
116,T.J. Hockenson,DET,TE,2,GB,27,12,5200,10.91
116,Hunter Henry,LAC,TE,14,ATL,26,28,4400,10.91
118,Robert Tonyan,GB,TE,15,CAR,20,21,4500,10.88
119,Hayden Hurst,ATL,TE,5,CAR,10,9,4700,10.84
119,Evan Engram,NYG,TE,4,LAR,15,22,4400,10.84
121,Rob Gronkowski,TB,TE,9,NO,21,29,4900,10.83
122,Mike Gesicki,MIA,TE,6,NYJ,23,19,5500,10.81
123,T.J. Hockenson,DET,TE,7,ATL,32,31,5100,10.78
123,Hunter Henry,LAC,TE,12,BUF,20,27,4800,10.78
123,Chris Herndon,NYJ,TE,2,SF,18,5,3400,10.78
126,Noah Fant,DEN,TE,10,LV,22,12,4900,10.76
127,Evan Engram,NYG,TE,14,ARI,17,6,4300,10.75
128,Noah Fant,DEN,TE,16,LAC,18,26,4800,10.73
129,Irv Smith Jr.,MIN,TE,17,DET,32,19,3900,10.71
130,Noah Fant,DEN,TE,8,LAC,19,23,4700,10.69
131,Evan Engram,NYG,TE,6,WAS,18,30,4900,10.66
132,Eric Ebron,PIT,TE,11,JAX,30,30,4000,10.64
133,Hunter Henry,LAC,TE,9,LV,20,14,4000,10.63
134,Evan Engram,NYG,TE,9,WAS,6,25,4300,10.59
135,Hunter Henry,LAC,TE,2,KC,11,27,5100,10.58
136,T.J. Hockenson,DET,TE,8,IND,1,1,5300,10.56
137,Eric Ebron,PIT,TE,15,CIN,23,30,4400,10.55
138,Jonnu Smith,TEN,TE,7,PIT,4,8,4700,10.54
139,Noah Fant,DEN,TE,3,TB,8,7,5400,10.53
139,Dalton Schultz,DAL,TE,5,NYG,11,7,4800,10.53
139,Evan Engram,NYG,TE,2,CHI,21,26,5300,10.53
142,Dallas Goedert,PHI,TE,16,DAL,28,16,3600,10.52
143,Noah Fant,DEN,TE,11,MIA,11,10,4500,10.5
144,Noah Fant,DEN,TE,14,CAR,18,22,4100,10.47
145,Jordan Reed,SF,TE,3,NYG,10,4,4000,10.45
145,Evan Engram,NYG,TE,13,SEA,31,16,4900,10.45
147,Dallas Goedert,PHI,TE,11,CLE,19,20,3800,10.44
148,Hayden Hurst,ATL,TE,4,GB,23,6,4700,10.43
149,Evan Engram,NYG,TE,8,TB,3,15,4400,10.42
150,Tyler Higbee,LAR,TE,2,PHI,9,22,4700,10.41
151,Hunter Henry,LAC,TE,10,MIA,11,7,4100,10.39
152,Jared Cook,NO,TE,9,TB,4,15,4700,10.38
152,Noah Fant,DEN,TE,7,KC,8,14,4800,10.38
154,Dallas Goedert,PHI,TE,2,LAR,13,7,5000,10.36
155,Hayden Hurst,ATL,TE,1,SEA,19,30,4300,10.33
155,Evan Engram,NYG,TE,17,DAL,28,16,3700,10.33
157,Jared Cook,NO,TE,8,CHI,5,18,4400,10.32
158,Robert Tonyan,GB,TE,14,DET,29,10,4200,10.3
159,Rob Gronkowski,TB,TE,14,MIN,22,15,4800,10.28
160,Jonnu Smith,TEN,TE,2,JAX,20,19,4200,10.27
161,Mike Gesicki,MIA,TE,17,BUF,15,25,4200,10.22
161,Dallas Goedert,PHI,TE,13,GB,17,7,4300,10.22
163,Evan Engram,NYG,TE,7,PHI,20,29,5200,10.17
164,Hayden Hurst,ATL,TE,2,DAL,12,14,4600,10.13
164,Tyler Higbee,LAR,TE,5,WAS,12,29,5600,10.13
166,Rob Gronkowski,TB,TE,11,LAR,1,14,4300,10.12
166,Jonnu Smith,TEN,TE,9,CHI,7,22,3900,10.12
168,T.J. Hockenson,DET,TE,1,CHI,6,18,4200,10.11
169,Rob Gronkowski,TB,TE,12,KC,7,13,4400,10.05
169,Eric Ebron,PIT,TE,5,PHI,17,30,4000,10.05
169,Austin Hooper,CLE,TE,12,JAX,31,31,3800,10.05
172,Hunter Henry,LAC,TE,15,LV,27,10,4300,10.04
173,Austin Hooper,CLE,TE,10,HOU,31,22,3900,10.03
174,Jared Cook,NO,TE,1,TB,23,25,5500,10.01
174,Mark Andrews,BAL,TE,10,NE,10,2,4600,10.01
176,Eric Ebron,PIT,TE,6,CLE,25,25,4100,10
177,Hayden Hurst,ATL,TE,11,NO,12,27,4400,9.98
178,Eric Ebron,PIT,TE,12,BAL,5,19,3900,9.97
179,Hayden Hurst,ATL,TE,12,LV,23,12,3900,9.94
179,Eric Ebron,PIT,TE,13,WAS,7,20,4400,9.94
181,Noah Fant,DEN,TE,2,PIT,6,12,4400,9.89
181,Mike Gesicki,MIA,TE,5,SF,2,2,5000,9.89
183,Evan Engram,NYG,TE,16,BAL,7,13,3900,9.88
184,Hayden Hurst,ATL,TE,14,LAC,19,25,3700,9.86
185,Rob Gronkowski,TB,TE,17,ATL,24,30,4500,9.83
186,Rob Gronkowski,TB,TE,10,CAR,12,13,4700,9.8
186,Austin Hooper,CLE,TE,11,PHI,15,26,3900,9.8
188,Eric Ebron,PIT,TE,8,BAL,6,17,3900,9.78
188,Evan Engram,NYG,TE,15,CLE,23,30,4100,9.78
190,Jonnu Smith,TEN,TE,10,IND,2,1,4700,9.77
191,Robert Tonyan,GB,TE,9,SF,6,5,4000,9.74
191,Kyle Rudolph,MIN,TE,12,CAR,17,20,2800,9.74
193,Austin Hooper,CLE,TE,6,PIT,8,10,3900,9.71
194,Logan Thomas,WAS,TE,14,SF,11,2,3300,9.7
194,Logan Thomas,WAS,TE,15,SEA,24,11,4000,9.7
196,Jared Cook,NO,TE,16,MIN,24,13,null,9.69
197,Eric Ebron,PIT,TE,7,TEN,25,26,4000,9.67
198,Robert Tonyan,GB,TE,17,CHI,13,28,5000,9.64
198,Hayden Hurst,ATL,TE,8,CAR,12,10,4200,9.64
200,Rob Gronkowski,TB,TE,16,DET,31,10,3600,9.63
200,Jimmy Graham,CHI,TE,9,TEN,25,18,3800,9.63
202,Eric Ebron,PIT,TE,10,CIN,24,31,4400,9.62
203,Rob Gronkowski,TB,TE,15,ATL,26,27,4200,9.61
204,Noah Fant,DEN,TE,15,BUF,18,26,3800,9.6
205,Dallas Goedert,PHI,TE,14,NO,3,13,4000,9.55
205,Jordan Reed,SF,TE,9,GB,18,6,4200,9.55
207,Eric Ebron,PIT,TE,16,IND,8,4,4200,9.54
208,Robert Tonyan,GB,TE,6,TB,4,13,5100,9.51
208,Dallas Goedert,PHI,TE,15,ARI,14,5,3900,9.51
208,Kyle Rudolph,MIN,TE,13,JAX,32,31,3400,9.51
211,Noah Fant,DEN,TE,1,TEN,17,27,4200,9.49
212,Jordan Reed,SF,TE,12,LAR,1,13,3600,9.46
213,Jared Cook,NO,TE,17,CAR,17,22,4700,9.44
214,Jared Cook,NO,TE,10,SF,9,5,4600,9.41
214,Jonnu Smith,TEN,TE,12,IND,3,3,4100,9.41
214,Hayden Hurst,ATL,TE,13,NO,5,15,4000,9.41
217,Mike Gesicki,MIA,TE,2,BUF,4,3,4000,9.37
218,Logan Thomas,WAS,TE,3,CLE,29,31,3700,9.35
219,Robert Tonyan,GB,TE,7,HOU,28,20,4600,9.33
220,Rob Gronkowski,TB,TE,7,LV,24,12,4600,9.31
220,Hayden Hurst,ATL,TE,17,TB,10,20,3700,9.31
220,Chris Herndon,NYJ,TE,3,IND,1,1,3400,9.31
223,Mike Gesicki,MIA,TE,12,NYJ,28,26,4300,9.3
224,Austin Hooper,CLE,TE,4,DAL,29,24,4000,9.29
224,Mike Gesicki,MIA,TE,1,NE,1,10,4500,9.29
226,Eric Ebron,PIT,TE,9,DAL,27,21,4500,9.26
227,Mike Gesicki,MIA,TE,14,KC,10,18,4500,9.23
227,Logan Thomas,WAS,TE,4,BAL,8,28,3500,9.23
229,Robert Tonyan,GB,TE,13,PHI,14,20,3700,9.22
229,Jordan Reed,SF,TE,13,BUF,20,26,3200,9.22
231,Jonnu Smith,TEN,TE,11,BAL,3,13,4700,9.2
232,Robert Tonyan,GB,TE,8,MIN,31,16,4300,9.17
232,Jonnu Smith,TEN,TE,17,HOU,30,17,3800,9.17
232,Jimmy Graham,CHI,TE,8,NO,24,31,4600,9.17
235,Austin Hooper,CLE,TE,3,WAS,13,26,4400,9.16
236,Blake Jarwin,DAL,TE,1,LAR,14,21,4700,9.15
236,Jimmy Graham,CHI,TE,10,MIN,31,22,4100,9.15
238,Mike Gesicki,MIA,TE,13,CIN,23,29,4200,9.12
239,Dallas Goedert,PHI,TE,1,WAS,28,28,4100,9.1
240,Rob Gronkowski,TB,TE,1,NO,15,9,4900,9.09
240,Austin Hooper,CLE,TE,17,PIT,2,1,3800,9.09
242,Jordan Akins,HOU,TE,14,CHI,13,30,2900,9.08
243,Dalton Schultz,DAL,TE,3,SEA,28,5,4500,9.04
244,Mike Gesicki,MIA,TE,10,LAC,20,26,4300,9.03
244,Jimmy Graham,CHI,TE,5,TB,5,11,4700,9.03
244,Noah Fant,DEN,TE,13,KC,11,17,4000,9.03
247,Hayden Hurst,ATL,TE,6,MIN,29,16,4700,9.02
247,Jimmy Graham,CHI,TE,7,LAR,5,20,4900,9.02
249,Zach Ertz,PHI,TE,16,DAL,28,16,3100,9.01
249,Austin Hooper,CLE,TE,13,TEN,22,25,3800,9.01
251,Mike Gesicki,MIA,TE,16,LV,27,12,4400,8.99
251,Austin Hooper,CLE,TE,1,BAL,3,1,5100,8.99
253,Harrison Bryant,CLE,TE,8,LV,26,15,3200,8.98
253,Greg Olsen,SEA,TE,5,MIN,28,12,4000,8.98
255,Robert Tonyan,GB,TE,12,CHI,6,23,3400,8.97
256,Chris Herndon,NYJ,TE,1,BUF,2,5,3300,8.96
257,Jared Cook,NO,TE,15,KC,11,24,3400,8.95
258,Jordan Reed,SF,TE,10,NO,16,25,3500,8.94
259,Austin Hooper,CLE,TE,2,CIN,6,20,4800,8.92
259,Hayden Hurst,ATL,TE,7,DET,19,3,4400,8.92
259,Jordan Akins,HOU,TE,12,DET,26,11,2900,8.92
262,Austin Hooper,CLE,TE,5,IND,1,1,4100,8.9
262,Dalton Schultz,DAL,TE,4,CLE,22,29,4300,8.9
264,Mike Gesicki,MIA,TE,8,LAR,3,20,4900,8.89
265,Jack Doyle,IND,TE,1,JAX,22,20,3600,8.87
266,Trey Burton,IND,TE,8,DET,21,4,3500,8.84
266,Cole Kmet,CHI,TE,16,JAX,31,30,3000,8.84
268,Logan Thomas,WAS,TE,9,NYG,18,13,3700,8.79
268,Logan Thomas,WAS,TE,11,CIN,25,31,3300,8.79
270,Hayden Hurst,ATL,TE,16,KC,12,22,3400,8.77
270,Dalton Schultz,DAL,TE,14,CIN,23,31,3500,8.77
272,Jordan Reed,SF,TE,15,DAL,28,15,3200,8.74
273,Jordan Reed,SF,TE,14,WAS,7,20,3500,8.73
274,Jordan Akins,HOU,TE,16,CIN,20,25,3300,8.71
274,Jimmy Graham,CHI,TE,4,IND,1,1,3800,8.71
276,Cole Kmet,CHI,TE,15,MIN,22,17,3000,8.69
277,Mike Gesicki,MIA,TE,11,DEN,16,8,4300,8.68
277,Jonnu Smith,TEN,TE,1,DEN,8,14,4400,8.68
279,Trey Burton,IND,TE,6,CIN,14,17,3100,8.67
280,Dalton Schultz,DAL,TE,6,ARI,13,14,4500,8.65
281,Tyler Eifert,JAX,TE,3,MIA,27,11,3900,8.63
282,Hayden Hurst,ATL,TE,15,TB,13,22,3300,8.61
282,Irv Smith Jr.,MIN,TE,15,CHI,12,29,3600,8.61
284,Rob Gronkowski,TB,TE,5,CHI,4,20,4500,8.59
285,Dalton Schultz,DAL,TE,16,PHI,17,24,3200,8.58
286,Darren Fells,HOU,TE,7,GB,16,13,4100,8.55
287,Trey Burton,IND,TE,10,TEN,21,21,3500,8.54
288,Mike Gesicki,MIA,TE,9,ARI,14,11,4400,8.52
288,Tyler Higbee,LAR,TE,6,SF,7,7,4800,8.52
288,Anthony Firkser,TEN,TE,13,CLE,19,28,2500,8.52
291,Jimmy Graham,CHI,TE,6,CAR,7,4,5000,8.51
292,Jordan Reed,SF,TE,2,NYJ,23,9,2600,8.48
292,Dalton Schultz,DAL,TE,17,NYG,14,9,3000,8.48
294,Rob Gronkowski,TB,TE,6,GB,16,6,4400,8.41
294,Jonnu Smith,TEN,TE,16,GB,14,5,3600,8.41
294,Logan Thomas,WAS,TE,10,DET,25,14,3300,8.41
297,Tyler Higbee,LAR,TE,14,NE,8,4,3500,8.38
298,Tyler Higbee,LAR,TE,8,MIA,10,2,4500,8.37
299,Trey Burton,IND,TE,9,BAL,5,20,3500,8.34
300,Dalton Schultz,DAL,TE,15,SF,7,2,3200,8.33
301,Dalton Schultz,DAL,TE,13,BAL,3,16,3600,8.3
302,Jimmy Graham,CHI,TE,12,GB,16,5,3500,8.29
303,Logan Thomas,WAS,TE,12,DAL,29,20,3500,8.23
303,Ian Thomas,CAR,TE,1,LV,25,31,3400,8.23
305,Rob Gronkowski,TB,TE,2,CAR,25,14,4100,8.18
305,Eric Ebron,PIT,TE,3,HOU,26,15,4300,8.18
307,Tyler Higbee,LAR,TE,15,NYJ,31,32,3800,8.17
308,Logan Thomas,WAS,TE,5,LAR,7,19,3500,8.12
309,Trey Burton,IND,TE,12,TEN,22,25,3200,8.1
310,Logan Thomas,WAS,TE,2,ARI,19,18,3600,8.09
311,Chris Herndon,NYJ,TE,4,DEN,17,21,3500,8.07
312,Trey Burton,IND,TE,11,GB,13,5,3100,8.04
313,Trey Burton,IND,TE,13,HOU,28,17,3500,8.03
314,Jonnu Smith,TEN,TE,15,DET,30,10,3700,8.02
314,Logan Thomas,WAS,TE,7,DAL,31,23,3500,8.02
316,Eric Ebron,PIT,TE,1,NYG,29,23,4600,7.99
316,Drew Sample,CIN,TE,3,PHI,22,32,3500,7.99
318,Jonnu Smith,TEN,TE,14,JAX,32,26,3900,7.98
319,Trey Burton,IND,TE,14,LV,24,11,3100,7.97
320,Zach Ertz,PHI,TE,13,GB,17,7,3900,7.95
321,Tyler Higbee,LAR,TE,10,SEA,32,6,3700,7.94
322,Dalton Schultz,DAL,TE,11,MIN,24,16,3600,7.91
323,Dalton Schultz,DAL,TE,12,WAS,6,22,3800,7.9
324,Robert Tonyan,GB,TE,10,JAX,30,30,3600,7.88
325,Cole Kmet,CHI,TE,14,HOU,27,17,2900,7.84
326,Dalton Schultz,DAL,TE,7,WAS,14,29,3900,7.83
327,Jordan Akins,HOU,TE,17,TEN,26,18,3300,7.81
328,Eric Ebron,PIT,TE,2,DEN,14,30,4300,7.79
329,Zach Ertz,PHI,TE,14,NO,3,13,3700,7.75
330,Tyler Higbee,LAR,TE,11,TB,5,19,3600,7.72
330,Richard Rodgers,PHI,TE,7,NYG,15,6,3700,7.72
332,Robert Tonyan,GB,TE,11,IND,2,1,3200,7.69
332,Tyler Higbee,LAR,TE,16,SEA,23,12,4000,7.69
334,Tyler Eifert,JAX,TE,14,TEN,25,24,3100,7.68
335,Tyler Higbee,LAR,TE,17,ARI,16,4,3500,7.65
336,Chris Herndon,NYJ,TE,5,ARI,13,16,3200,7.62
337,Greg Olsen,SEA,TE,1,ATL,21,19,4000,7.61
338,Jordan Akins,HOU,TE,13,IND,4,3,2900,7.6
338,Rob Gronkowski,TB,TE,4,LAC,7,14,3600,7.6
340,Cole Kmet,CHI,TE,17,GB,11,6,3000,7.59
341,Jimmy Graham,CHI,TE,13,DET,29,10,3600,7.57
342,Jordan Akins,HOU,TE,4,MIN,30,11,3300,7.56
343,Tyler Eifert,JAX,TE,5,HOU,26,17,3400,7.55
344,Jordan Akins,HOU,TE,3,PIT,7,17,3400,7.54
344,Dalton Schultz,DAL,TE,8,PHI,18,27,3700,7.54
346,David Njoku,CLE,TE,7,CIN,18,24,3000,7.52
346,Dawson Knox,BUF,TE,17,MIA,6,8,3000,7.52
346,Kyle Rudolph,MIN,TE,10,CHI,5,24,3000,7.52
349,Jared Cook,NO,TE,5,LAC,18,23,4400,7.5
350,Jared Cook,NO,TE,11,ATL,31,32,4100,7.46
350,Noah Fant,DEN,TE,12,NO,10,22,4200,7.46
352,Robert Tonyan,GB,TE,4,ATL,32,31,3400,7.45
352,Tyler Higbee,LAR,TE,13,ARI,16,4,3400,7.45
354,O.J. Howard,TB,TE,2,CAR,25,14,3900,7.43
354,Austin Hooper,CLE,TE,15,NYG,10,7,3300,7.43
356,Greg Olsen,SEA,TE,2,NE,1,10,3900,7.37
357,Irv Smith Jr.,MIN,TE,14,TB,12,21,3100,7.35
358,Jimmy Graham,CHI,TE,2,NYG,22,5,3800,7.32
359,Tyler Eifert,JAX,TE,17,IND,8,5,2800,7.31
360,Jordan Akins,HOU,TE,15,IND,6,4,2800,7.23
361,Irv Smith Jr.,MIN,TE,16,NO,6,18,null,7.22
361,Jacob Hollister,SEA,TE,14,NYJ,30,32,3100,7.22
363,Logan Thomas,WAS,TE,13,PIT,2,1,3400,7.2
364,Gerald Everett,LAR,TE,10,SEA,32,6,3100,7.19
364,Dawson Knox,BUF,TE,16,NE,4,3,3000,7.19
366,Greg Olsen,SEA,TE,7,ARI,10,10,3600,7.18
367,Irv Smith Jr.,MIN,TE,9,DET,23,12,2900,7.16
368,Zach Ertz,PHI,TE,15,ARI,14,5,3400,7.15
369,Jared Cook,NO,TE,12,DEN,15,6,3500,7.14
370,Mo Alie-Cox,IND,TE,4,CHI,6,18,3900,7.1
371,Jack Doyle,IND,TE,3,NYJ,25,20,3900,7.09
372,Irv Smith Jr.,MIN,TE,8,GB,17,8,3000,7.08
373,O.J. Howard,TB,TE,3,DEN,17,23,3500,7.07
374,Kyle Rudolph,MIN,TE,2,IND,16,1,3500,7.05
375,Darren Fells,HOU,TE,5,JAX,25,26,3400,6.99
375,Tyler Higbee,LAR,TE,12,SF,8,2,3700,6.99
377,Greg Olsen,SEA,TE,4,MIA,14,10,4100,6.98
377,Dalton Schultz,DAL,TE,9,PIT,8,4,3600,6.98
379,O.J. Howard,TB,TE,4,LAC,7,14,3300,6.96
379,Drew Sample,CIN,TE,16,HOU,29,17,2900,6.96
379,Drew Sample,CIN,TE,5,BAL,8,22,3700,6.96
382,Tyler Eifert,JAX,TE,4,CIN,11,14,3500,6.93
383,Drew Sample,CIN,TE,4,JAX,23,30,3500,6.9
384,Jimmy Graham,CHI,TE,17,GB,11,6,3600,6.88
384,Drew Sample,CIN,TE,8,TEN,22,24,3400,6.88
386,Tyler Eifert,JAX,TE,1,IND,18,11,3300,6.85
387,Darren Fells,HOU,TE,6,TEN,17,22,3800,6.83
388,Gerald Everett,LAR,TE,15,NYJ,31,32,3100,6.81
389,Tyler Eifert,JAX,TE,16,CHI,13,31,3000,6.8
390,Donald Parham Jr.,LAC,TE,16,DEN,22,7,2500,6.79
390,Irv Smith Jr.,MIN,TE,11,DAL,29,22,3400,6.79
392,Dawson Knox,BUF,TE,15,DEN,17,7,2800,6.76
393,Irv Smith Jr.,MIN,TE,1,GB,12,17,3100,6.75
394,Gerald Everett,LAR,TE,14,NE,8,4,3300,6.73
395,Ross Dwelley,SF,TE,9,GB,18,6,3800,6.72
396,Tyler Eifert,JAX,TE,10,GB,14,4,2700,6.7
397,Mo Alie-Cox,IND,TE,5,CLE,30,28,4200,6.69
398,Ian Thomas,CAR,TE,2,TB,15,20,3200,6.65
399,Jordan Akins,HOU,TE,9,JAX,29,31,3300,6.64
400,David Njoku,CLE,TE,8,LV,26,15,3800,6.61
400,Tyler Eifert,JAX,TE,12,CLE,18,30,2600,6.61
400,C.J. Uzomah,CIN,TE,2,CLE,29,31,3800,6.61
403,Richard Rodgers,PHI,TE,8,DAL,30,25,3900,6.58
404,Mo Alie-Cox,IND,TE,2,MIN,32,2,3000,6.56
405,O.J. Howard,TB,TE,1,NO,15,9,3700,6.54
405,Gerald Everett,LAR,TE,17,ARI,16,4,2700,6.54
407,Logan Thomas,WAS,TE,6,NYG,12,2,3300,6.53
407,Tyler Eifert,JAX,TE,11,PIT,4,2,2700,6.53
409,Greg Olsen,SEA,TE,3,DAL,27,18,4200,6.52
410,Mo Alie-Cox,IND,TE,3,NYJ,25,20,3800,6.51
