Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
48,Alexander Mattison,MIN,RB,13,DET,29,30,7600,19.35
49,Austin Ekeler,LAC,RB,11,PIT,8,9,7900,19.31
50,Alvin Kamara,NO,RB,14,NYJ,32,32,7900,19.23
51,Aaron Jones,GB,RB,4,PIT,14,3,7700,19.11
52,Aaron Jones,GB,RB,8,ARI,2,2,6900,19.04
53,Najee Harris,PIT,RB,6,SEA,29,29,7400,19.03
54,Austin Ekeler,LAC,RB,8,NE,7,12,7900,18.96
55,Alvin Kamara,NO,RB,5,WAS,32,23,8600,18.91
56,Austin Ekeler,LAC,RB,2,DAL,23,4,7300,18.86
57,Dalvin Cook,MIN,RB,11,GB,5,11,8200,18.82
58,Austin Ekeler,LAC,RB,18,LV,20,27,8400,18.78
59,Najee Harris,PIT,RB,15,TEN,18,2,7800,18.76
60,Austin Ekeler,LAC,RB,5,CLE,4,2,7600,18.75
61,Dalvin Cook,MIN,RB,12,SF,7,17,8100,18.74
62,Nick Chubb,CLE,RB,2,HOU,15,10,7800,18.66
63,Darrell Henderson Jr.,LAR,RB,7,DET,26,32,6600,18.65
64,Leonard Fournette,TB,RB,13,ATL,26,25,7300,18.56
65,Aaron Jones,GB,RB,2,DET,28,30,6800,18.54
66,Dalvin Cook,MIN,RB,18,CHI,17,19,7800,18.53
67,Dalvin Cook,MIN,RB,4,CLE,6,4,8100,18.48
68,Jonathan Taylor,IND,RB,11,BUF,1,1,8300,18.45
69,Nick Chubb,CLE,RB,11,DET,29,31,7800,18.4
70,Joe Mixon,CIN,RB,4,JAX,26,28,6500,18.35
70,Alvin Kamara,NO,RB,15,TB,13,4,8000,18.35
72,Aaron Jones,GB,RB,10,SEA,19,29,6900,18.29
72,Najee Harris,PIT,RB,8,CLE,11,6,7500,18.29
72,Austin Ekeler,LAC,RB,3,KC,26,30,7200,18.29
75,Aaron Jones,GB,RB,9,KC,27,17,7200,18.28
76,Leonard Fournette,TB,RB,15,NO,8,1,7600,18.19
77,Saquon Barkley,NYG,RB,5,DAL,22,5,7300,18.18
77,Najee Harris,PIT,RB,12,CIN,10,22,8200,18.18
79,Aaron Jones,GB,RB,5,CIN,6,10,7900,18.13
80,Leonard Fournette,TB,RB,14,BUF,1,14,7400,18.07
81,Ezekiel Elliott,DAL,RB,10,ATL,27,25,7000,18.06
82,Antonio Gibson,WAS,RB,14,DAL,21,2,6000,18.05
83,Alvin Kamara,NO,RB,17,CAR,4,12,7900,18.03
84,Darrell Henderson Jr.,LAR,RB,8,HOU,26,26,6500,18.02
85,Austin Ekeler,LAC,RB,17,DEN,3,9,8200,17.92
86,Alvin Kamara,NO,RB,16,MIA,18,5,7700,17.9
87,Najee Harris,PIT,RB,14,MIN,31,23,7700,17.88
88,Aaron Jones,GB,RB,3,SF,16,26,7800,17.85
89,Dalvin Cook,MIN,RB,9,BAL,25,26,7700,17.84
90,Darrell Henderson Jr.,LAR,RB,9,TEN,23,10,6900,17.79
91,Jonathan Taylor,IND,RB,8,TEN,21,10,7200,17.72
92,David Montgomery,CHI,RB,12,DET,28,31,6000,17.7
93,Alvin Kamara,NO,RB,18,ATL,26,24,8300,17.68
94,D'Andre Swift,DET,RB,10,PIT,11,2,6800,17.63
95,Jonathan Taylor,IND,RB,6,HOU,24,18,6600,17.61
95,AJ Dillon,GB,RB,11,MIN,21,22,6200,17.61
97,Aaron Jones,GB,RB,6,CHI,8,11,7300,17.59
98,Ezekiel Elliott,DAL,RB,12,LV,23,27,8000,17.56
99,Chris Carson,SEA,RB,2,TEN,31,17,6100,17.45
100,Joe Mixon,CIN,RB,12,PIT,17,21,7500,17.44
101,Antonio Gibson,WAS,RB,13,LV,27,28,5700,17.43
102,Najee Harris,PIT,RB,4,GB,16,14,6800,17.42
103,Austin Ekeler,LAC,RB,1,WAS,3,4,7000,17.4
104,Cordarrelle Patterson,ATL,RB,10,DAL,20,8,6600,17.37
105,Ezekiel Elliott,DAL,RB,9,DEN,3,12,7000,17.33
106,Najee Harris,PIT,RB,16,KC,17,19,7400,17.31
107,Nick Chubb,CLE,RB,15,LV,28,29,16200,17.24
108,D'Andre Swift,DET,RB,11,CLE,16,16,7000,17.23
109,D'Andre Swift,DET,RB,4,CHI,19,18,6200,17.2
110,Ezekiel Elliott,DAL,RB,14,WAS,28,12,7300,17.19
111,Ezekiel Elliott,DAL,RB,6,NE,4,12,7100,17.17
112,D'Andre Swift,DET,RB,6,CIN,7,13,6300,17.14
113,Austin Ekeler,LAC,RB,15,KC,11,17,8200,17.1
114,Aaron Jones,GB,RB,1,NO,6,1,6800,17.03
115,Ezekiel Elliott,DAL,RB,11,KC,24,12,7700,17.01
115,Najee Harris,PIT,RB,18,BAL,27,12,7200,17.01
117,Leonard Fournette,TB,RB,7,CHI,9,14,6400,16.88
118,Nick Chubb,CLE,RB,3,CHI,14,6,7600,16.85
118,Antonio Gibson,WAS,RB,2,NYG,18,24,6300,16.85
120,Derrick Henry,TEN,RB,2,SEA,12,21,8300,16.83
121,Ezekiel Elliott,DAL,RB,8,MIN,16,20,7300,16.82
121,Ezekiel Elliott,DAL,RB,5,NYG,20,18,7000,16.82
123,James Conner,ARI,RB,10,CAR,4,7,6300,16.81
123,Josh Jacobs,LV,RB,18,LAC,24,29,6500,16.81
125,James Conner,ARI,RB,13,CHI,16,18,5900,16.78
125,Joe Mixon,CIN,RB,1,MIN,25,28,6200,16.78
127,Jonathan Taylor,IND,RB,7,SF,17,16,7100,16.66
127,Joe Mixon,CIN,RB,11,LV,22,25,7600,16.66
127,James Robinson,JAX,RB,16,NYJ,32,32,5900,16.66
127,David Montgomery,CHI,RB,17,NYG,21,25,6500,16.66
127,Najee Harris,PIT,RB,17,CLE,14,11,7300,16.66
132,David Montgomery,CHI,RB,18,MIN,30,23,6800,16.64
133,Dalvin Cook,MIN,RB,17,GB,13,12,8000,16.56
134,Joe Mixon,CIN,RB,2,CHI,27,15,7000,16.55
135,Nick Chubb,CLE,RB,8,PIT,15,7,6800,16.54
135,Najee Harris,PIT,RB,5,DEN,2,1,6900,16.54
137,Jonathan Taylor,IND,RB,3,TEN,31,19,6700,16.53
137,Cordarrelle Patterson,ATL,RB,16,DET,30,31,6700,16.53
137,Cordarrelle Patterson,ATL,RB,8,CAR,6,1,6200,16.53
140,Nick Chubb,CLE,RB,17,PIT,23,27,7800,16.51
141,Najee Harris,PIT,RB,13,BAL,15,9,7700,16.49
142,Aaron Jones,GB,RB,17,MIN,30,23,7200,16.48
143,Leonard Fournette,TB,RB,10,WAS,31,20,6100,16.47
144,D'Andre Swift,DET,RB,7,LAR,10,15,6000,16.46
145,Alexander Mattison,MIN,RB,16,LAR,6,16,6800,16.45
146,Joe Mixon,CIN,RB,8,NYJ,28,32,6900,16.44
147,Joe Mixon,CIN,RB,15,DEN,3,12,7200,16.39
148,Joe Mixon,CIN,RB,14,SF,8,21,7700,16.37
149,Elijah Mitchell,SF,RB,13,SEA,23,31,6000,16.36
150,Dalvin Cook,MIN,RB,6,CAR,3,2,7700,16.31
150,Cordarrelle Patterson,ATL,RB,15,SF,9,20,6900,16.31
152,Leonard Fournette,TB,RB,11,NYG,20,26,6300,16.3
153,James Robinson,JAX,RB,12,ATL,27,28,6200,16.28
154,Cordarrelle Patterson,ATL,RB,13,TB,10,3,7000,16.26
154,D'Andre Swift,DET,RB,2,GB,27,22,7100,16.26
156,Najee Harris,PIT,RB,3,CIN,10,9,6600,16.24
157,Joe Mixon,CIN,RB,6,DET,25,32,6400,16.22
158,Josh Jacobs,LV,RB,15,CLE,12,14,14700,16.19
159,Darrell Henderson Jr.,LAR,RB,10,SF,15,21,6400,16.13
160,Josh Jacobs,LV,RB,14,KC,15,18,6200,16.09
161,Josh Jacobs,LV,RB,16,DEN,3,10,6000,16.07
162,James Robinson,JAX,RB,1,HOU,30,31,6400,16.05
163,Darrell Henderson Jr.,LAR,RB,5,SEA,30,30,5900,16.03
164,Najee Harris,PIT,RB,2,LV,14,28,6300,16.02
165,Antonio Gibson,WAS,RB,6,KC,32,21,6500,16.01
166,Nick Chubb,CLE,RB,12,BAL,22,16,8000,15.99
167,Nick Chubb,CLE,RB,16,GB,10,7,7200,15.97
168,James Robinson,JAX,RB,8,SEA,24,29,6600,15.96
169,Saquon Barkley,NYG,RB,13,MIA,24,8,6300,15.94
170,James Conner,ARI,RB,11,SEA,20,30,6100,15.91
171,James Robinson,JAX,RB,6,MIA,30,31,6300,15.87
172,Aaron Jones,GB,RB,16,CLE,13,12,6800,15.86
172,Javonte Williams,DEN,RB,13,KC,18,12,5500,15.86
174,Saquon Barkley,NYG,RB,12,PHI,13,24,6300,15.85
175,Joe Mixon,CIN,RB,3,PIT,17,4,6300,15.84
176,Ezekiel Elliott,DAL,RB,4,CAR,2,1,6500,15.83
177,David Montgomery,CHI,RB,4,DET,28,29,5800,15.82
178,Dalvin Cook,MIN,RB,14,PIT,22,25,8000,15.78
178,James Robinson,JAX,RB,15,HOU,29,30,5400,15.78
178,Cordarrelle Patterson,ATL,RB,14,CAR,4,3,6900,15.78
181,Jonathan Taylor,IND,RB,1,SEA,19,15,8000,15.75
182,David Montgomery,CHI,RB,16,SEA,24,27,5700,15.73
183,Nick Chubb,CLE,RB,4,MIN,29,16,7000,15.71
184,Joe Mixon,CIN,RB,17,KC,15,17,7500,15.68
184,Ezekiel Elliott,DAL,RB,2,LAC,4,9,6200,15.68
184,Aaron Jones,GB,RB,14,CHI,17,17,6200,15.68
184,Mark Ingram II,NO,RB,11,PHI,13,24,5400,15.68
188,Leonard Fournette,TB,RB,8,NO,3,4,6300,15.66
189,David Montgomery,CHI,RB,2,CIN,20,19,6100,15.64
190,Darrell Henderson Jr.,LAR,RB,6,NYG,27,23,6000,15.63
191,D'Ernest Johnson,CLE,RB,10,NE,5,13,4700,15.6
192,Nick Chubb,CLE,RB,1,KC,16,23,7200,15.59
192,Jonathan Taylor,IND,RB,4,MIA,22,31,6300,15.59
194,Chuba Hubbard,CAR,RB,7,NYG,29,27,6100,15.58
194,D'Andre Swift,DET,RB,5,MIN,24,22,6100,15.58
196,Josh Jacobs,LV,RB,17,IND,16,7,6200,15.57
197,D'Andre Swift,DET,RB,3,BAL,32,20,5800,15.53
198,Jamaal Williams,DET,RB,13,MIN,31,24,5400,15.51
199,David Montgomery,CHI,RB,15,MIN,31,23,5900,15.49
200,Darrell Henderson Jr.,LAR,RB,12,GB,6,11,5800,15.48
201,Sony Michel,LAR,RB,17,BAL,27,14,5800,15.45
201,Chase Edmonds,ARI,RB,16,IND,15,5,4700,15.45
203,Leonard Fournette,TB,RB,12,IND,16,1,6800,15.44
204,Chris Carson,SEA,RB,3,MIN,29,18,6400,15.43
205,Ezekiel Elliott,DAL,RB,1,TB,10,2,6700,15.42
206,Saquon Barkley,NYG,RB,4,NO,5,5,6700,15.38
207,Najee Harris,PIT,RB,1,BUF,14,20,6300,15.33
208,Antonio Gibson,WAS,RB,1,LAC,17,14,5900,15.32
208,Cordarrelle Patterson,ATL,RB,12,JAX,20,18,6500,15.32
210,Sony Michel,LAR,RB,14,ARI,3,9,5600,15.31
210,Joe Mixon,CIN,RB,9,CLE,10,9,7100,15.31
210,Josh Jacobs,LV,RB,13,WAS,30,11,6000,15.31
210,James Robinson,JAX,RB,5,TEN,25,14,6000,15.31
214,Jonathan Taylor,IND,RB,2,LAR,5,23,7200,15.28
215,Nick Chubb,CLE,RB,9,CIN,9,19,6700,15.27
215,Saquon Barkley,NYG,RB,3,ATL,30,21,6500,15.27
217,Joe Mixon,CIN,RB,7,BAL,12,20,6500,15.24
218,Antonio Gibson,WAS,RB,3,BUF,1,3,5900,15.19
219,Myles Gaskin,MIA,RB,13,NYG,14,26,5800,15.18
220,Ezekiel Elliott,DAL,RB,3,PHI,4,11,6400,15.15
221,James Conner,ARI,RB,18,SEA,23,28,6300,15.13
222,Mark Ingram II,NO,RB,13,DAL,19,7,6000,15.12
223,Aaron Jones,GB,RB,15,BAL,17,7,6600,15.11
224,Ezekiel Elliott,DAL,RB,13,NO,13,1,7900,15.1
225,David Montgomery,CHI,RB,3,CLE,20,8,6100,15.04
226,Antonio Gibson,WAS,RB,15,PHI,15,21,6800,15
226,Chuba Hubbard,CAR,RB,8,ATL,25,21,6000,15
228,Chris Carson,SEA,RB,4,SF,20,23,6300,14.99
229,Saquon Barkley,NYG,RB,14,LAC,20,28,6000,14.98
230,Cordarrelle Patterson,ATL,RB,7,MIA,31,28,6300,14.93
231,Nick Chubb,CLE,RB,14,BAL,18,8,7600,14.92
232,Saquon Barkley,NYG,RB,11,TB,13,7,6700,14.91
233,Chuba Hubbard,CAR,RB,4,DAL,17,6,5900,14.86
234,Antonio Gibson,WAS,RB,4,ATL,25,14,6100,14.85
234,Ezekiel Elliott,DAL,RB,16,WAS,28,13,7200,14.85
236,Javonte Williams,DEN,RB,14,DET,29,30,5900,14.84
237,David Montgomery,CHI,RB,14,GB,6,13,5700,14.82
237,D'Andre Swift,DET,RB,17,SEA,24,28,6000,14.82
239,James Conner,ARI,RB,15,DET,30,31,6400,14.73
239,Saquon Barkley,NYG,RB,15,DAL,15,3,6500,14.73
241,Cordarrelle Patterson,ATL,RB,9,NO,5,4,6300,14.7
242,Ronald Jones,TB,RB,17,NYJ,32,32,6300,14.67
243,Darrel Williams,KC,RB,7,TEN,25,12,5800,14.66
244,James Robinson,JAX,RB,4,CIN,7,8,5700,14.65
245,Ronald Jones,TB,RB,16,CAR,4,8,5100,14.62
246,Ezekiel Elliott,DAL,RB,17,ARI,5,6,7100,14.53
246,James Robinson,JAX,RB,13,LAR,12,16,6200,14.53
246,Chris Carson,SEA,RB,1,IND,7,9,5900,14.53
249,Josh Jacobs,LV,RB,10,KC,26,17,6200,14.51
249,Saquon Barkley,NYG,RB,16,PHI,11,22,6500,14.51
251,Raheem Mostert,SF,RB,1,DET,32,32,5800,14.5
252,Nick Chubb,CLE,RB,5,LAC,7,15,6700,14.44
253,Ezekiel Elliott,DAL,RB,15,NYG,20,25,7300,14.42
254,Nick Chubb,CLE,RB,18,CIN,18,14,7900,14.41
254,James Robinson,JAX,RB,11,SF,11,20,6400,14.41
256,Christian McCaffrey,CAR,RB,9,NE,6,13,8000,14.4
257,David Montgomery,CHI,RB,13,ARI,3,4,5600,14.39
257,Darrel Williams,KC,RB,18,DEN,3,14,5900,14.39
259,Mike Davis,ATL,RB,1,PHI,21,13,5400,14.38
259,Myles Gaskin,MIA,RB,2,BUF,7,2,5900,14.38
261,Joe Mixon,CIN,RB,16,BAL,19,9,6900,14.37
262,Jonathan Taylor,IND,RB,5,BAL,15,18,6300,14.36
263,Mark Ingram II,NO,RB,10,TEN,21,9,4500,14.33
263,Miles Sanders,PHI,RB,3,DAL,23,7,6200,14.33
263,Kareem Hunt,CLE,RB,6,ARI,5,9,6200,14.33
263,Clyde Edwards-Helaire,KC,RB,1,CLE,20,8,6600,14.33
267,Clyde Edwards-Helaire,KC,RB,2,BAL,32,27,6700,14.32
268,Devin Singletary,BUF,RB,18,NYJ,32,32,6000,14.3
269,David Montgomery,CHI,RB,11,BAL,23,21,5500,14.28
270,Josh Jacobs,LV,RB,7,PHI,16,26,6200,14.27
271,Leonard Fournette,TB,RB,6,PHI,11,20,5900,14.24
272,Jeff Wilson Jr.,SF,RB,11,JAX,17,19,5100,14.22
273,Myles Gaskin,MIA,RB,15,NYJ,32,32,5600,14.21
274,Miles Sanders,PHI,RB,4,KC,30,30,6400,14.17
274,Michael Carter,NYJ,RB,11,MIA,28,15,5800,14.17
276,Alexander Mattison,MIN,RB,3,SEA,21,31,6000,14.16
277,Justin Jackson,LAC,RB,16,HOU,27,29,4200,14.15
278,Sony Michel,LAR,RB,13,JAX,20,22,4300,14.13
279,Miles Sanders,PHI,RB,2,SF,30,31,6900,14.12
280,Alexander Mattison,MIN,RB,5,DET,27,32,5500,14.11
280,Saquon Barkley,NYG,RB,1,DEN,22,21,7800,14.11
282,Darrel Williams,KC,RB,8,NYG,22,23,5600,14.08
283,Leonard Fournette,TB,RB,5,MIA,23,29,5200,14.05
284,Michael Carter,NYJ,RB,9,IND,17,3,5300,14.04
285,D'Andre Swift,DET,RB,1,SF,5,7,6900,14
286,Josh Jacobs,LV,RB,11,CIN,14,23,6000,13.97
286,Miles Sanders,PHI,RB,1,ATL,29,5,6500,13.97
286,Chase Edmonds,ARI,RB,8,GB,8,14,5300,13.97
289,Rhamondre Stevenson,NE,RB,15,IND,11,7,4900,13.96
289,Miles Sanders,PHI,RB,16,NYG,22,25,5600,13.96
291,Josh Jacobs,LV,RB,9,NYG,19,24,6200,13.95
292,James Robinson,JAX,RB,3,ARI,11,12,5700,13.94
292,Leonard Fournette,TB,RB,3,LAR,8,15,5000,13.94
294,Javonte Williams,DEN,RB,16,LV,26,28,6100,13.91
295,Antonio Gibson,WAS,RB,12,SEA,25,31,5700,13.9
296,Devin Singletary,BUF,RB,17,ATL,26,24,5400,13.88
296,Mike Davis,ATL,RB,3,NYG,25,26,5100,13.88
298,Darrell Henderson Jr.,LAR,RB,2,IND,21,12,5700,13.87
299,Myles Gaskin,MIA,RB,9,HOU,29,28,5800,13.86
299,Chase Edmonds,ARI,RB,3,JAX,27,29,5700,13.86
301,Damien Williams,CHI,RB,5,LV,11,26,5600,13.81
302,Melvin Gordon III,DEN,RB,2,JAX,29,30,5900,13.8
303,Cordarrelle Patterson,ATL,RB,5,NYJ,10,31,5900,13.77
304,Josh Jacobs,LV,RB,12,DAL,13,7,5900,13.75
305,Antonio Gibson,WAS,RB,16,DAL,10,4,5900,13.74
306,Clyde Edwards-Helaire,KC,RB,3,LAC,7,28,4800,13.72
306,David Montgomery,CHI,RB,1,LAR,1,3,5700,13.72
308,Elijah Mitchell,SF,RB,10,LAR,8,16,5700,13.64
309,Clyde Edwards-Helaire,KC,RB,16,PIT,20,26,5800,13.58
309,Antonio Gibson,WAS,RB,18,NYG,21,25,5800,13.58
311,Khalil Herbert,CHI,RB,8,SF,14,14,5400,13.56
311,Myles Gaskin,MIA,RB,3,LV,12,22,5400,13.56
313,Devontae Booker,NYG,RB,9,LV,15,25,5900,13.55
314,Michael Carter,NYJ,RB,15,MIA,19,8,4700,13.53
315,Myles Gaskin,MIA,RB,10,BAL,24,24,6000,13.51
316,Elijah Mitchell,SF,RB,18,LAR,8,10,6000,13.5
317,Sony Michel,LAR,RB,18,SF,7,9,6000,13.48
317,Darrell Henderson Jr.,LAR,RB,4,ARI,9,13,5600,13.48
319,Myles Gaskin,MIA,RB,11,NYJ,32,32,5700,13.47
320,Devonta Freeman,BAL,RB,15,GB,6,10,5500,13.43
321,Clyde Edwards-Helaire,KC,RB,15,LAC,19,30,6000,13.41
322,Antonio Gibson,WAS,RB,5,NO,8,8,6400,13.4
323,Chase Edmonds,ARI,RB,4,LAR,13,11,5500,13.37
324,Clyde Edwards-Helaire,KC,RB,4,PHI,8,21,5400,13.36
324,James Robinson,JAX,RB,14,TEN,24,4,5800,13.36
326,Damien Harris,NE,RB,2,NYJ,13,20,5400,13.35
326,Antonio Gibson,WAS,RB,11,CAR,3,4,5900,13.35
326,Myles Gaskin,MIA,RB,6,JAX,28,28,5900,13.35
326,Chase Edmonds,ARI,RB,7,HOU,24,25,5600,13.35
330,James Conner,ARI,RB,14,LAR,7,12,6200,13.34
331,Darrel Williams,KC,RB,10,LV,10,22,5400,13.31
332,Miles Sanders,PHI,RB,12,NYG,23,25,5100,13.3
332,Javonte Williams,DEN,RB,15,CIN,16,14,6100,13.3
334,Saquon Barkley,NYG,RB,2,WAS,14,15,7000,13.29
335,Chase Edmonds,ARI,RB,5,SF,19,20,5900,13.28
336,Chase Edmonds,ARI,RB,2,MIN,18,26,4900,13.26
337,James Robinson,JAX,RB,10,IND,24,3,6200,13.23
338,Darrel Williams,KC,RB,17,CIN,18,8,5800,13.16
339,D'Andre Swift,DET,RB,18,GB,10,7,5900,13.12
340,Damien Harris,NE,RB,8,LAC,17,30,6100,13.11
341,Chase Edmonds,ARI,RB,9,SF,13,11,5300,13.08
342,Jeff Wilson Jr.,SF,RB,16,TEN,14,1,5200,13.04
342,Mike Davis,ATL,RB,4,WAS,32,8,5100,13.04
342,Leonard Fournette,TB,RB,4,NE,4,12,5000,13.04
345,Darrel Williams,KC,RB,6,WAS,31,22,4900,12.98
345,Myles Gaskin,MIA,RB,12,CAR,4,4,5600,12.98
347,Miles Sanders,PHI,RB,7,LV,13,22,5100,12.96
348,D'Onta Foreman,TEN,RB,18,HOU,28,30,5700,12.93
348,Myles Gaskin,MIA,RB,4,IND,21,17,5300,12.93
350,Myles Gaskin,MIA,RB,1,NE,8,18,6000,12.9
351,Clyde Edwards-Helaire,KC,RB,14,LV,25,26,6100,12.89
352,Kareem Hunt,CLE,RB,4,MIN,29,16,6000,12.88
353,Devontae Booker,NYG,RB,8,KC,29,21,5800,12.87
354,Chuba Hubbard,CAR,RB,5,PHI,17,27,6000,12.86
355,Kenyan Drake,LV,RB,2,PIT,10,8,4900,12.83
356,Josh Jacobs,LV,RB,5,CHI,18,12,5900,12.8
356,Antonio Gibson,WAS,RB,8,DEN,4,13,5700,12.8
356,Michael Carter,NYJ,RB,17,TB,7,1,5100,12.8
359,Trey Sermon,SF,RB,3,GB,18,16,4600,12.79
360,Mike Davis,ATL,RB,2,TB,28,7,5500,12.77
361,Ty'Son Williams,BAL,RB,3,DET,28,32,5800,12.71
361,Kenneth Gainwell,PHI,RB,18,DAL,13,4,4600,12.71
363,Elijah Mitchell,SF,RB,2,PHI,2,18,5000,12.68
364,Michael Carter,NYJ,RB,10,BUF,1,1,5600,12.61
365,Damien Harris,NE,RB,7,NYJ,19,31,5700,12.6
365,Elijah Mitchell,SF,RB,17,HOU,29,29,6000,12.6
367,Kareem Hunt,CLE,RB,2,HOU,15,10,5800,12.59
368,Mike Davis,ATL,RB,7,MIA,31,28,5200,12.58
369,Kenneth Gainwell,PHI,RB,8,DET,29,31,5000,12.55
370,Cordarrelle Patterson,ATL,RB,17,BUF,1,22,6900,12.52
370,Devonta Freeman,BAL,RB,14,CLE,10,15,5700,12.52
372,Darrel Williams,KC,RB,9,GB,7,16,5700,12.47
373,Melvin Gordon III,DEN,RB,3,NYJ,9,25,5500,12.46
374,Miles Sanders,PHI,RB,13,NYJ,32,32,5200,12.45
375,Damien Harris,NE,RB,9,CAR,4,2,6000,12.43
376,Saquon Barkley,NYG,RB,18,WAS,29,18,6100,12.42
377,Josh Jacobs,LV,RB,1,BAL,4,11,5800,12.41
378,Damien Harris,NE,RB,5,HOU,26,24,5500,12.39
379,Damien Harris,NE,RB,16,BUF,1,17,5600,12.38
380,Clyde Edwards-Helaire,KC,RB,5,BUF,1,3,5700,12.37
380,Chase Edmonds,ARI,RB,1,TEN,27,26,4600,12.37
382,AJ Dillon,GB,RB,14,CHI,17,17,5900,12.34
382,Michael Carter,NYJ,RB,16,JAX,23,21,5200,12.34
384,Miles Sanders,PHI,RB,15,WAS,27,12,5700,12.33
385,Josh Jacobs,LV,RB,6,DEN,2,3,5900,12.32
386,Clyde Edwards-Helaire,KC,RB,13,DEN,5,17,5800,12.31
387,Rashaad Penny,SEA,RB,18,ARI,6,5,6500,12.29
387,Melvin Gordon III,DEN,RB,15,CIN,16,14,5900,12.29
389,James Robinson,JAX,RB,2,DEN,8,1,6400,12.27
390,Rashaad Penny,SEA,RB,17,DET,28,30,6100,12.25
391,Kareem Hunt,CLE,RB,14,BAL,18,8,5600,12.2
392,Damien Harris,NE,RB,3,NO,6,10,5600,12.18
392,Melvin Gordon III,DEN,RB,12,LAC,21,29,5300,12.18
392,Zack Moss,BUF,RB,9,JAX,26,21,5300,12.18
392,Myles Gaskin,MIA,RB,8,BUF,1,3,5600,12.18
396,Saquon Barkley,NYG,RB,17,CHI,22,21,6000,12.17
397,Devontae Booker,NYG,RB,7,CAR,6,1,5500,12.15
397,Mike Davis,ATL,RB,5,NYJ,10,31,5400,12.15
399,Damien Harris,NE,RB,17,JAX,20,20,6600,12.12
399,Antonio Gibson,WAS,RB,7,GB,8,17,5900,12.12
399,Chase Edmonds,ARI,RB,17,DAL,10,5,5700,12.12
402,Elijah Mitchell,SF,RB,7,IND,21,3,5100,12.11
403,Chase Edmonds,ARI,RB,6,CLE,10,7,5600,12.07
404,Sony Michel,LAR,RB,16,MIN,31,23,5500,12.03
