Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
402,Albert Okwuegbunam,DEN,TE,17,LAC,25,32,3000,6.85
403,Pat Freiermuth,PIT,TE,4,GB,16,30,3100,6.81
404,Juwan Johnson,NO,TE,3,NE,4,2,3300,6.79
404,Austin Hooper,CLE,TE,9,CIN,9,9,3200,6.79
406,O.J. Howard,TB,TE,10,WAS,31,17,2700,6.78
407,Austin Hooper,CLE,TE,17,PIT,23,7,3600,6.76
408,Austin Hooper,CLE,TE,18,CIN,18,28,3600,6.73
409,Ricky Seals-Jones,WAS,TE,15,PHI,15,31,3400,6.7
410,Austin Hooper,CLE,TE,6,ARI,5,1,2800,6.69
411,Jordan Akins,HOU,TE,1,JAX,31,30,3000,6.62
412,Ricky Seals-Jones,WAS,TE,16,DAL,10,18,3200,6.61
412,Cole Kmet,CHI,TE,5,LV,11,23,2700,6.61
414,C.J. Uzomah,CIN,TE,1,MIN,25,13,3000,6.6
415,David Njoku,CLE,TE,12,BAL,22,28,3100,6.59
415,Austin Hooper,CLE,TE,10,NE,5,1,2800,6.59
417,Tommy Sweeney,BUF,TE,9,JAX,26,26,3100,6.58
418,Will Dissly,SEA,TE,4,SF,20,16,2600,6.57
418,Gerald Everett,SEA,TE,10,GB,6,16,2600,6.57
418,Ryan Griffin,NYJ,TE,12,HOU,30,29,2600,6.57
421,Cameron Brate,TB,TE,7,CHI,9,5,3300,6.56
422,C.J. Uzomah,CIN,TE,9,CLE,10,15,3900,6.55
422,Blake Jarwin,DAL,TE,5,NYG,20,29,3200,6.55
422,Anthony Firkser,TEN,TE,6,BUF,1,10,3000,6.55
425,C.J. Uzomah,CIN,TE,13,LAC,19,30,3200,6.54
425,Gerald Everett,SEA,TE,7,NO,4,4,3000,6.54
427,Dalton Schultz,DAL,TE,3,PHI,4,6,3300,6.53
428,Dan Arnold,CAR,TE,3,HOU,15,27,3000,6.52
428,Hayden Hurst,ATL,TE,1,PHI,21,22,3700,6.52
430,Blake Jarwin,DAL,TE,2,LAC,4,22,3100,6.5
431,Kyle Rudolph,NYG,TE,2,WAS,14,15,2900,6.49
432,David Njoku,CLE,TE,9,CIN,9,9,3000,6.45
433,Zach Ertz,PHI,TE,3,DAL,23,30,3400,6.44
434,Ricky Seals-Jones,WAS,TE,5,NO,8,7,2500,6.43
435,Hayden Hurst,ATL,TE,10,DAL,20,23,2800,6.42
436,Albert Okwuegbunam,DEN,TE,2,JAX,29,18,2900,6.41
436,C.J. Uzomah,CIN,TE,14,SF,8,4,3000,6.41
436,Jack Doyle,IND,TE,5,BAL,15,31,2800,6.41
436,Kyle Rudolph,NYG,TE,1,DEN,22,15,2800,6.41
440,C.J. Uzomah,CIN,TE,3,PIT,17,25,2700,6.39
441,Mo Alie-Cox,IND,TE,6,HOU,24,32,3100,6.36
441,Blake Jarwin,DAL,TE,4,CAR,2,5,3200,6.36
443,Gerald Everett,SEA,TE,6,PIT,16,9,3000,6.35
444,David Njoku,CLE,TE,7,DEN,2,2,3300,6.34
444,Jonnu Smith,NE,TE,9,CAR,4,12,2800,6.34
446,David Njoku,CLE,TE,6,ARI,5,1,3700,6.33
446,Blake Jarwin,DAL,TE,1,TB,10,21,3400,6.33
448,Jack Doyle,IND,TE,6,HOU,24,32,2900,6.32
448,Hayden Hurst,ATL,TE,7,MIA,31,19,2700,6.32
450,David Njoku,CLE,TE,10,NE,5,1,3200,6.31
451,Juwan Johnson,NO,TE,2,CAR,9,13,3600,6.3
451,Anthony Firkser,TEN,TE,7,KC,30,29,3100,6.3
453,Hayden Hurst,ATL,TE,9,NO,5,3,3000,6.29
454,Ross Dwelley,SF,TE,5,ARI,9,3,2700,6.27
454,Austin Hooper,CLE,TE,7,DEN,2,2,2700,6.27
456,Albert Okwuegbunam,DEN,TE,15,CIN,16,22,3300,6.26
456,Adam Trautman,NO,TE,10,TEN,21,7,3000,6.26
458,Mo Alie-Cox,IND,TE,7,SF,17,6,3100,6.25
458,Mo Alie-Cox,IND,TE,1,SEA,19,12,2900,6.25
458,Jack Doyle,IND,TE,16,ARI,5,3,2700,6.25
461,David Njoku,CLE,TE,18,CIN,18,28,3200,6.22
461,Stephen Anderson,LAC,TE,17,DEN,3,3,2500,6.22
461,Albert Okwuegbunam,DEN,TE,16,LV,26,30,3100,6.22
461,Tyler Kroft,NYJ,TE,2,NE,6,3,2900,6.22
465,Jack Doyle,IND,TE,2,LAR,5,14,3100,6.21
466,David Njoku,CLE,TE,16,GB,10,19,3100,6.2
467,Jonnu Smith,NE,TE,8,LAC,17,30,2800,6.18
467,C.J. Uzomah,CIN,TE,7,BAL,12,28,3000,6.18
467,Cole Kmet,CHI,TE,6,GB,11,19,2800,6.18
470,Hayden Hurst,ATL,TE,8,CAR,6,16,2900,6.15
471,Cameron Brate,TB,TE,10,WAS,31,17,2700,6.14
472,C.J. Uzomah,CIN,TE,6,DET,25,13,3100,6.13
472,Brevin Jordan,HOU,TE,15,JAX,21,19,2800,6.13
474,Adam Trautman,NO,TE,17,CAR,4,10,2500,6.11
475,Ricky Seals-Jones,WAS,TE,17,PHI,8,31,3300,6.06
476,Pat Freiermuth,PIT,TE,2,LV,14,5,2700,6.05
476,Jack Doyle,IND,TE,1,SEA,19,12,3200,6.05
478,Brevin Jordan,HOU,TE,17,SF,11,6,2800,6.04
479,Austin Hooper,CLE,TE,8,PIT,15,11,3100,6.03
480,Jonnu Smith,NE,TE,11,ATL,28,16,2500,6.01
481,O.J. Howard,TB,TE,1,DAL,24,16,3300,5.99
481,Pat Freiermuth,PIT,TE,6,SEA,29,18,2900,5.99
481,Anthony Firkser,TEN,TE,12,NE,2,3,2700,5.99
484,Will Dissly,SEA,TE,5,LAR,20,22,3000,5.98
485,Tommy Sweeney,BUF,TE,8,MIA,31,24,2900,5.97
486,Mo Alie-Cox,IND,TE,10,JAX,22,24,3100,5.95
486,Jonnu Smith,NE,TE,15,IND,11,26,3000,5.95
488,Adam Trautman,NO,TE,15,TB,13,23,3100,5.94
489,Albert Okwuegbunam,DEN,TE,18,KC,20,17,2900,5.93
490,Albert Okwuegbunam,DEN,TE,14,DET,29,14,3100,5.92
490,Tyler Kroft,NYJ,TE,16,JAX,23,15,2500,5.92
492,Geoff Swaim,TEN,TE,12,NE,2,3,2600,5.9
493,David Njoku,CLE,TE,8,PIT,15,11,3000,5.89
494,Jack Doyle,IND,TE,15,NE,2,1,2900,5.88
495,Dan Arnold,CAR,TE,2,NO,1,8,2900,5.87
495,Maxx Williams,ARI,TE,3,JAX,27,23,3200,5.87
495,Pharaoh Brown,HOU,TE,12,NYJ,32,25,2800,5.87
498,Brevin Jordan,HOU,TE,18,TEN,11,6,2700,5.85
499,Eric Ebron,PIT,TE,3,CIN,10,5,3300,5.84
499,Albert Okwuegbunam,DEN,TE,3,NYJ,9,13,3000,5.84
501,Josiah Deguara,GB,TE,16,CLE,13,23,2800,5.83
502,Adam Trautman,NO,TE,1,GB,9,4,2900,5.82
503,Juwan Johnson,NO,TE,1,GB,9,4,3000,5.8
504,Hayden Hurst,ATL,TE,3,NYG,25,29,2800,5.77
504,Geoff Swaim,TEN,TE,15,PIT,24,9,3000,5.77
504,Gerald Everett,SEA,TE,8,JAX,27,29,3300,5.77
507,O.J. Howard,TB,TE,4,NE,4,1,2800,5.75
508,Maxx Williams,ARI,TE,4,LAR,13,22,3000,5.72
509,Jonnu Smith,NE,TE,12,TEN,19,4,2700,5.71
510,Brevin Jordan,HOU,TE,16,LAC,25,32,2500,5.68
510,Tyler Kroft,NYJ,TE,1,CAR,18,23,2500,5.68
512,Albert Okwuegbunam,DEN,TE,4,BAL,24,31,2600,5.67
512,Anthony Firkser,TEN,TE,8,IND,13,23,2700,5.67
514,Ryan Griffin,NYJ,TE,10,BUF,1,8,2500,5.66
515,Jordan Akins,HOU,TE,2,CLE,26,31,3000,5.65
516,Pharaoh Brown,HOU,TE,2,CLE,26,31,2900,5.63
517,Josiah Deguara,GB,TE,15,BAL,17,28,2700,5.62
518,David Njoku,CLE,TE,17,PIT,23,7,3100,5.61
519,MyCole Pruitt,TEN,TE,11,HOU,30,30,2600,5.6
520,Jonnu Smith,NE,TE,16,BUF,1,5,2500,5.59
520,Ryan Griffin,NYJ,TE,14,NO,14,9,2900,5.59
520,Jimmy Graham,CHI,TE,1,LAR,1,11,3600,5.59
523,Pat Freiermuth,PIT,TE,5,DEN,2,4,2800,5.58
524,Cameron Brate,TB,TE,16,CAR,4,10,2500,5.57
525,Jack Doyle,IND,TE,12,TB,8,19,3100,5.56
526,O.J. Howard,TB,TE,6,PHI,11,19,2900,5.55
526,Geoff Swaim,TEN,TE,18,HOU,28,25,3300,5.55
528,David Njoku,CLE,TE,4,MIN,29,18,3100,5.53
528,Anthony Firkser,TEN,TE,11,HOU,30,30,2500,5.53
530,Albert Okwuegbunam,DEN,TE,12,LAC,21,30,3300,5.51
530,Cameron Brate,TB,TE,17,NYJ,32,24,2900,5.51
532,Adam Trautman,NO,TE,3,NE,4,2,2900,5.5
533,Pat Freiermuth,PIT,TE,1,BUF,14,25,2500,5.49
534,Taysom Hill,NO,TE,9,ATL,24,28,5500,5.44
534,Adam Trautman,NO,TE,4,NYG,17,28,2900,5.44
534,Donald Parham Jr.,LAC,TE,14,NYG,16,12,2800,5.44
537,Tyler Kroft,NYJ,TE,4,TEN,23,1,2700,5.43
538,Ryan Izzo,SEA,TE,4,SF,20,16,2500,5.41
538,Geoff Swaim,TEN,TE,17,MIA,12,14,2700,5.41
540,Mo Alie-Cox,IND,TE,18,JAX,25,15,3000,5.4
541,Hayden Hurst,ATL,TE,18,NO,4,7,3200,5.39
542,Donald Parham Jr.,LAC,TE,2,DAL,23,32,2900,5.38
543,Jonnu Smith,NE,TE,17,JAX,20,15,2500,5.37
544,David Njoku,CLE,TE,5,LAC,7,21,2900,5.36
544,Ryan Griffin,NYJ,TE,5,ATL,28,21,2500,5.36
546,Tommy Tremble,CAR,TE,4,DAL,17,32,2500,5.35
546,John Bates,WAS,TE,11,CAR,3,13,2500,5.35
548,Jack Doyle,IND,TE,17,LV,19,30,2700,5.34
549,Hayden Hurst,ATL,TE,16,DET,30,16,2600,5.31
550,Brock Wright,DET,TE,14,DEN,5,2,2500,5.29
551,Kyle Rudolph,NYG,TE,3,ATL,30,31,3000,5.27
552,Adam Trautman,NO,TE,18,ATL,26,13,2500,5.25
553,Adam Trautman,NO,TE,7,SEA,27,19,3000,5.22
554,Mo Alie-Cox,IND,TE,17,LV,19,30,2800,5.2
554,Josiah Deguara,GB,TE,17,MIN,30,11,2900,5.2
556,Cameron Brate,TB,TE,15,NO,8,7,2700,5.18
557,Tommy Tremble,CAR,TE,6,MIN,18,10,2600,5.17
557,Ross Dwelley,SF,TE,8,CHI,18,2,2800,5.17
557,Dalton Schultz,DAL,TE,1,TB,10,21,3200,5.17
560,Albert Okwuegbunam,DEN,TE,10,PHI,16,32,3300,5.15
561,Josiah Deguara,GB,TE,18,DET,31,23,2900,5.14
562,Donald Parham Jr.,LAC,TE,12,DEN,5,2,2700,5.12
562,Jordan Akins,HOU,TE,9,MIA,31,22,2700,5.12
564,Geoff Swaim,TEN,TE,14,JAX,26,19,2800,5.11
565,Mo Alie-Cox,IND,TE,5,BAL,15,31,2900,5.1
565,Juwan Johnson,NO,TE,5,WAS,32,15,3100,5.1
565,Juwan Johnson,NO,TE,12,BUF,1,6,2600,5.1
565,C.J. Uzomah,CIN,TE,4,JAX,26,13,2600,5.1
569,Jonnu Smith,NE,TE,13,BUF,1,6,2900,5.08
570,Mo Alie-Cox,IND,TE,11,BUF,1,8,2700,5.03
571,Jordan Akins,HOU,TE,3,CAR,2,7,2900,5.01
572,Hayden Hurst,ATL,TE,4,WAS,32,14,2600,4.95
573,Harrison Bryant,CLE,TE,15,LV,28,30,2400,4.94
573,Kyle Rudolph,NYG,TE,5,DAL,22,30,2500,4.94
575,Ryan Izzo,SEA,TE,12,WAS,31,16,2500,4.93
576,Geoff Swaim,TEN,TE,16,SF,9,6,2800,4.91
577,Mo Alie-Cox,IND,TE,12,TB,8,19,2600,4.89
577,Tyler Kroft,NYJ,TE,3,DEN,3,4,2700,4.89
577,Will Dissly,SEA,TE,2,TEN,31,1,3000,4.89
580,David Njoku,CLE,TE,1,KC,16,26,3500,4.88
580,Cameron Brate,TB,TE,18,CAR,5,10,3100,4.88
582,Ryan Griffin,NYJ,TE,11,MIA,28,24,2500,4.86
583,Juwan Johnson,NO,TE,4,NYG,17,28,2800,4.81
583,Ryan Griffin,NYJ,TE,15,MIA,19,16,2900,4.81
585,Mo Alie-Cox,IND,TE,13,HOU,28,27,2600,4.8
586,Tommy Tremble,CAR,TE,7,NYG,29,21,2700,4.78
586,Tyler Kroft,NYJ,TE,18,BUF,1,5,2500,4.78
588,Kyle Rudolph,NYG,TE,9,LV,15,28,2600,4.77
589,Albert Okwuegbunam,DEN,TE,13,KC,18,26,3100,4.76
590,Pharaoh Brown,HOU,TE,3,CAR,2,7,2800,4.74
591,Donald Parham Jr.,LAC,TE,10,MIN,25,5,2600,4.73
591,Shane Zylstra,DET,TE,16,ATL,29,21,2500,4.73
593,Donald Parham Jr.,LAC,TE,11,PIT,8,12,2800,4.71
593,Cameron Brate,TB,TE,14,BUF,1,5,2700,4.71
593,James O'Shaughnessy,JAX,TE,1,HOU,30,14,2500,4.71
596,Anthony Firkser,TEN,TE,15,PIT,24,9,2800,4.7
597,Jack Doyle,IND,TE,18,JAX,25,15,2700,4.69
598,Albert Okwuegbunam,DEN,TE,8,WAS,32,19,2500,4.68
599,Cameron Brate,TB,TE,13,ATL,26,14,3000,4.66
600,Taysom Hill,NO,TE,5,WAS,32,32,5100,4.65
600,Harrison Bryant,CLE,TE,2,HOU,15,26,2500,4.65
600,Adam Trautman,NO,TE,9,ATL,24,20,2800,4.65
603,Noah Gray,KC,TE,16,PIT,20,8,2500,4.64
604,Donald Parham Jr.,LAC,TE,8,NE,7,5,2600,4.62
604,Will Dissly,SEA,TE,3,MIN,29,16,2900,4.62
604,Brevin Jordan,HOU,TE,13,IND,21,28,2500,4.62
607,Donald Parham Jr.,LAC,TE,15,KC,11,23,2800,4.61
607,Nick Vannett,NO,TE,15,TB,13,23,3000,4.61
607,Cameron Brate,TB,TE,12,IND,16,27,3200,4.61
607,Shane Zylstra,DET,TE,15,ARI,5,3,2500,4.61
611,Ryan Izzo,SEA,TE,16,CHI,21,7,2500,4.6
612,John Bates,WAS,TE,17,PHI,8,31,2900,4.59
613,Kyle Rudolph,NYG,TE,15,DAL,15,20,2700,4.58
613,Durham Smythe,MIA,TE,12,CAR,4,10,2600,4.58
615,MyCole Pruitt,TEN,TE,3,IND,23,15,2800,4.57
616,Durham Smythe,MIA,TE,15,NYJ,32,25,2500,4.56
617,Geoff Swaim,TEN,TE,10,NO,8,4,2500,4.54
618,Brock Wright,DET,TE,16,ATL,29,21,2500,4.53
619,Tommy Tremble,CAR,TE,9,NE,6,5,2800,4.5
620,Donald Parham Jr.,LAC,TE,6,BAL,21,29,2900,4.49
621,Ryan Izzo,SEA,TE,14,HOU,27,25,2500,4.45
622,Tommy Tremble,CAR,TE,8,ATL,25,21,2600,4.43
622,Jordan Akins,HOU,TE,4,BUF,3,12,2900,4.43
624,Foster Moreau,LV,TE,7,PHI,16,22,2500,4.42
624,Jimmy Graham,CHI,TE,2,CIN,20,10,3200,4.42
624,Ryan Izzo,SEA,TE,5,LAR,20,22,2500,4.42
624,Pharaoh Brown,HOU,TE,14,SEA,23,28,3000,4.42
624,Kyle Rudolph,NYG,TE,16,PHI,11,31,2700,4.42
629,Juwan Johnson,NO,TE,14,NYJ,32,27,2900,4.41
629,Jordan Akins,HOU,TE,5,NE,3,2,2500,4.41
629,Brevin Jordan,HOU,TE,14,SEA,23,28,2500,4.41
629,Brock Wright,DET,TE,18,GB,10,18,2500,4.41
633,Ryan Izzo,SEA,TE,11,ARI,4,1,2500,4.4
634,Brock Wright,DET,TE,15,ARI,5,3,2800,4.37
635,Ross Dwelley,SF,TE,7,IND,21,27,3000,4.36
635,Ryan Griffin,NYJ,TE,13,PHI,11,32,2600,4.36
637,Taysom Hill,NO,TE,10,TEN,21,26,5200,4.35
637,Will Dissly,SEA,TE,15,LAR,12,13,2500,4.35
637,Jordan Akins,HOU,TE,6,IND,26,31,2500,4.35
637,Hayden Hurst,ATL,TE,14,CAR,4,10,2500,4.35
637,Eric Ebron,PIT,TE,6,SEA,29,18,3000,4.35
642,Mo Alie-Cox,IND,TE,15,NE,2,1,2400,4.34
642,Pharaoh Brown,HOU,TE,16,LAC,25,32,2600,4.34
642,Zach Gentry,PIT,TE,16,KC,17,23,2800,4.34
645,Tommy Tremble,CAR,TE,18,TB,9,17,2500,4.33
645,Anthony Firkser,TEN,TE,9,LAR,11,19,2600,4.33
645,Jordan Akins,HOU,TE,8,LAR,10,15,2500,4.33
645,Blake Jarwin,DAL,TE,6,NE,4,4,2600,4.33
645,Jack Doyle,IND,TE,11,BUF,1,8,3000,4.33
650,Juwan Johnson,NO,TE,13,DAL,19,24,2900,4.31
650,Adam Trautman,NO,TE,8,TB,9,20,2700,4.31
650,Durham Smythe,MIA,TE,13,NYG,14,13,2500,4.31
653,Hayden Hurst,ATL,TE,15,SF,9,4,2600,4.3
654,Tommy Tremble,CAR,TE,12,MIA,29,20,2500,4.29
654,Donald Parham Jr.,LAC,TE,1,WAS,3,8,3100,4.29
654,Ryan Izzo,SEA,TE,8,JAX,27,29,2500,4.29
654,Anthony Firkser,TEN,TE,18,HOU,28,25,3100,4.29
658,Kyle Rudolph,NYG,TE,6,LAR,19,17,2500,4.27
659,Geoff Swaim,TEN,TE,3,IND,23,15,2500,4.25
659,C.J. Uzomah,CIN,TE,18,CLE,13,18,3500,4.25
661,Juwan Johnson,NO,TE,7,SEA,27,19,3200,4.23
661,Josiah Deguara,GB,TE,14,CHI,17,7,2600,4.23
663,Jacob Hollister,JAX,TE,4,CIN,7,7,2500,4.22
664,Harrison Bryant,CLE,TE,3,CHI,14,8,2800,4.21
664,Jack Doyle,IND,TE,7,SF,17,6,2700,4.21
666,Durham Smythe,MIA,TE,9,HOU,29,30,2500,4.2
667,Josiah Deguara,GB,TE,12,LAR,9,24,2600,4.16
668,Kyle Rudolph,NYG,TE,17,CHI,22,9,2600,4.15
669,Jordan Akins,HOU,TE,7,ARI,2,1,2600,4.14
670,Mo Alie-Cox,IND,TE,2,LAR,5,14,2700,4.12
670,John Bates,WAS,TE,15,PHI,15,31,2800,4.12
670,Kyle Rudolph,NYG,TE,7,CAR,6,17,2500,4.12
673,Kyle Rudolph,NYG,TE,11,TB,13,19,2700,4.11
673,Ian Thomas,CAR,TE,4,DAL,17,32,2500,4.11
675,Jonnu Smith,NE,TE,18,MIA,14,21,2500,4.09
675,Ian Thomas,CAR,TE,8,ATL,25,21,2900,4.09
677,Donald Parham Jr.,LAC,TE,13,CIN,8,18,2800,4.08
677,Pharaoh Brown,HOU,TE,4,BUF,3,12,2500,4.08
677,Marcedes Lewis,GB,TE,8,ARI,2,1,2500,4.08
680,Juwan Johnson,NO,TE,8,TB,9,20,3500,4.07
681,Nick Vannett,NO,TE,16,MIA,18,17,3000,4.06
681,Cameron Brate,TB,TE,8,NO,3,3,3000,4.06
681,Will Dissly,SEA,TE,1,IND,7,3,2600,4.06
684,Pharaoh Brown,HOU,TE,17,SF,11,6,2500,4.05
685,Anthony Firkser,TEN,TE,16,SF,9,6,2700,4.04
686,Ryan Izzo,SEA,TE,15,LAR,12,13,2500,4.03
686,Anthony Firkser,TEN,TE,10,NO,8,4,2600,4.03
688,Ian Thomas,CAR,TE,7,NYG,29,21,2900,4.02
689,Durham Smythe,MIA,TE,17,TEN,17,5,2800,4.01
690,Harrison Bryant,CLE,TE,4,MIN,29,18,2500,4
690,Jared Pinkney,DET,TE,17,SEA,24,28,2500,4
690,Eric Ebron,PIT,TE,5,DEN,2,4,2900,4
693,Pharaoh Brown,HOU,TE,13,IND,21,28,2800,3.99
694,Kyle Rudolph,NYG,TE,13,MIA,24,16,2700,3.98
695,Tommy Tremble,CAR,TE,5,PHI,17,18,2500,3.97
696,Eric Ebron,PIT,TE,4,GB,16,30,3300,3.96
697,Jimmy Graham,CHI,TE,15,MIN,31,10,2900,3.91
697,Kyle Rudolph,NYG,TE,14,LAC,20,29,2600,3.91
697,Kyle Rudolph,NYG,TE,8,KC,29,30,2500,3.91
697,Pharaoh Brown,HOU,TE,18,TEN,11,6,2500,3.91
701,Foster Moreau,LV,TE,9,NYG,19,14,3000,3.9
701,Harrison Bryant,CLE,TE,1,KC,16,26,2500,3.9
701,Durham Smythe,MIA,TE,11,NYJ,32,23,2500,3.9
701,Pharaoh Brown,HOU,TE,6,IND,26,31,2500,3.9
705,Cameron Brate,TB,TE,1,DAL,24,16,3600,3.89
705,Josiah Deguara,GB,TE,10,SEA,19,18,2500,3.89
707,Jack Doyle,IND,TE,9,NYJ,29,23,2800,3.88
707,Chris Herndon,MIN,TE,1,CIN,23,27,3300,3.88
709,Will Dissly,SEA,TE,8,JAX,27,29,2500,3.87
709,John Bates,WAS,TE,14,DAL,21,23,3000,3.87
711,Brevin Jordan,HOU,TE,12,NYJ,32,25,2500,3.86
712,Pharaoh Brown,HOU,TE,11,TEN,25,7,2700,3.85
713,Harrison Bryant,CLE,TE,11,DET,29,10,2500,3.84
714,Durham Smythe,MIA,TE,10,BAL,24,32,2500,3.83
715,Dan Arnold,JAX,TE,4,CIN,7,7,2800,3.82
715,O.J. Howard,TB,TE,8,NO,3,3,3000,3.82
715,Pharaoh Brown,HOU,TE,15,JAX,21,19,2900,3.82
715,Marcedes Lewis,GB,TE,17,MIN,30,11,2700,3.82
715,Cameron Brate,TB,TE,11,NYG,20,14,3200,3.82
720,Pharaoh Brown,HOU,TE,5,NE,3,2,2500,3.81
720,Jack Doyle,IND,TE,10,JAX,22,24,3100,3.81
722,Jimmy Graham,CHI,TE,3,CLE,20,26,2900,3.8
722,Tommy Tremble,CAR,TE,14,ATL,30,22,2600,3.8
722,Marcedes Lewis,GB,TE,16,CLE,13,23,2600,3.8
722,Josiah Deguara,GB,TE,11,MIN,21,4,2500,3.8
722,Durham Smythe,MIA,TE,18,NE,2,1,2900,3.8
727,Jimmy Graham,CHI,TE,13,ARI,3,1,2900,3.79
728,Albert Okwuegbunam,DEN,TE,1,NYG,11,9,2500,3.78
728,Ian Thomas,CAR,TE,6,MIN,18,10,2700,3.78
730,Donald Parham Jr.,LAC,TE,4,LV,10,9,2700,3.77
731,Kyle Rudolph,NYG,TE,18,WAS,29,20,2600,3.76
732,Mo Alie-Cox,IND,TE,4,MIA,22,17,2500,3.75
732,Anthony Firkser,TEN,TE,14,JAX,26,19,2700,3.75
734,Blake Jarwin,DAL,TE,8,MIN,16,10,2900,3.74
734,Ryan Izzo,SEA,TE,10,GB,6,16,2500,3.74
736,Jimmy Graham,CHI,TE,16,SEA,24,26,2900,3.73
736,Anthony Firkser,TEN,TE,17,MIA,12,14,2600,3.73
738,Mo Alie-Cox,IND,TE,16,ARI,5,3,2500,3.72
738,John Bates,WAS,TE,16,DAL,10,18,2800,3.72
738,Eric Ebron,PIT,TE,10,DET,30,11,2900,3.72
738,Ryan Izzo,SEA,TE,6,PIT,16,9,2500,3.72
742,Taysom Hill,NO,TE,11,PHI,13,12,4900,3.71
742,Will Dissly,SEA,TE,12,WAS,31,16,2500,3.71
744,Harrison Bryant,CLE,TE,5,LAC,7,21,2500,3.7
745,Donald Parham Jr.,LAC,TE,9,PHI,14,24,2500,3.69
745,Marcedes Lewis,GB,TE,15,BAL,17,28,2500,3.69
745,Ryan Griffin,NYJ,TE,4,TEN,23,1,2500,3.69
745,Drew Sample,CIN,TE,1,MIN,25,13,3100,3.69
749,Tommy Tremble,CAR,TE,11,WAS,31,17,2500,3.68
750,Will Dissly,SEA,TE,13,SF,7,6,2500,3.67
751,Jimmy Graham,CHI,TE,4,DET,28,25,2700,3.66
752,Jimmy Graham,CHI,TE,17,NYG,21,13,3100,3.65
753,Taysom Hill,NO,TE,12,BUF,1,1,4800,3.64
753,Will Dissly,SEA,TE,14,HOU,27,25,2500,3.64
753,Jordan Akins,HOU,TE,16,LAC,25,32,2700,3.64
753,Will Dissly,SEA,TE,11,ARI,4,1,2500,3.64
757,Tommy Tremble,CAR,TE,16,TB,9,20,2600,3.61
757,Geoff Swaim,TEN,TE,4,NYJ,10,6,2600,3.61
759,Dallas Goedert,PHI,TE,18,DAL,13,20,5200,3.6
759,Mo Alie-Cox,IND,TE,3,TEN,31,1,2600,3.6
759,Donald Parham Jr.,LAC,TE,5,CLE,4,11,2600,3.6
762,Tommy Tremble,CAR,TE,10,ARI,2,2,2500,3.58
763,Tommy Tremble,CAR,TE,15,BUF,1,6,2600,3.57
764,Brevin Jordan,HOU,TE,9,MIA,31,22,2500,3.55
764,Will Dissly,SEA,TE,6,PIT,16,9,2900,3.55
764,Durham Smythe,MIA,TE,16,NO,8,8,2500,3.55
767,Marcedes Lewis,GB,TE,9,KC,27,31,2900,3.54
767,Josiah Deguara,GB,TE,9,KC,27,31,2500,3.54
767,Ryan Griffin,NYJ,TE,7,NE,7,9,2500,3.54
767,Ian Thomas,CAR,TE,17,NO,6,8,2500,3.54
771,MyCole Pruitt,TEN,TE,14,JAX,26,19,2500,3.53
771,Eric Ebron,PIT,TE,11,LAC,15,28,2800,3.53
773,Harrison Bryant,CLE,TE,6,ARI,5,1,2500,3.52
773,Ryan Griffin,NYJ,TE,8,CIN,5,8,2500,3.52
773,Tyler Kroft,NYJ,TE,8,CIN,5,8,2500,3.52
776,Charlie Woerner,SF,TE,8,CHI,18,2,2500,3.51
776,Tyler Kroft,NYJ,TE,9,IND,17,26,2800,3.51
778,Pharaoh Brown,HOU,TE,1,JAX,31,30,2500,3.5
778,Jimmy Graham,CHI,TE,12,DET,28,11,2800,3.5
778,Durham Smythe,MIA,TE,8,BUF,1,7,2500,3.5
781,MyCole Pruitt,TEN,TE,8,IND,13,23,2500,3.49
781,Jimmy Graham,CHI,TE,18,MIN,30,11,2800,3.49
781,Kyle Rudolph,NYG,TE,4,NO,5,8,2500,3.49
781,Will Dissly,SEA,TE,7,NO,4,4,2800,3.49
785,Jack Doyle,IND,TE,8,TEN,21,6,2600,3.46
786,Durham Smythe,MIA,TE,7,ATL,23,14,2500,3.44
787,James O'Shaughnessy,JAX,TE,12,ATL,27,12,2500,3.43
788,Donald Parham Jr.,LAC,TE,3,KC,26,21,2800,3.41
788,O.J. Howard,TB,TE,11,NYG,20,14,2800,3.41
788,Kaden Smith,NYG,TE,1,DEN,22,15,2500,3.41
791,MyCole Pruitt,TEN,TE,9,LAR,11,19,2500,3.4
791,Marcedes Lewis,GB,TE,11,MIN,21,4,2600,3.4
791,Will Dissly,SEA,TE,10,GB,6,16,2500,3.4
794,Will Dissly,SEA,TE,17,DET,28,23,2900,3.39
794,Richard Rodgers,PHI,TE,18,DAL,13,20,2500,3.39
794,Foster Moreau,LV,TE,18,LAC,24,32,3400,3.39
797,Cameron Brate,TB,TE,2,ATL,24,27,2900,3.38
797,Ian Thomas,CAR,TE,5,PHI,17,18,2500,3.38
799,Harrison Bryant,CLE,TE,10,NE,5,1,2500,3.37
800,Adam Trautman,NO,TE,5,WAS,32,15,2600,3.35
801,Foster Moreau,LV,TE,10,KC,26,29,2700,3.34
802,Stephen Anderson,LAC,TE,16,HOU,27,27,2500,3.33
803,O.J. Howard,TB,TE,5,MIA,23,25,2900,3.31
803,Durham Smythe,MIA,TE,1,NE,8,5,2500,3.31
805,Ian Thomas,CAR,TE,9,NE,6,5,2600,3.29
806,O.J. Howard,TB,TE,3,LAR,8,19,2800,3.28
