name,team,pos,wk,opp,TGTS,REC,PCT,YDS,TD,LNG,Y/T,Y/R,ATT,YDS,AVG,TD,FUM,LST,FPTS/G,FPTS
 Logan ThomasF • 28 - 22 vs. JAX,WAS,TE,1,JAX,6,3,50,45,0,27,7.5,15,0,0,0,0,0,0,7.5,7.5
 Mark AndrewsF • 17 - 9 vs. ATL,BAL,TE,16,ATL,5,3,60,45,0,36,9,15,0,0,0,0,0,0,7.5,7.5
 Colby ParkinsonF • 24 - 10 @ KC,SEA,TE,16,KC,4,3,75,45,0,39,11.2,15,0,0,0,0,0,0,7.5,7.5
 Durham SmytheF • 30 - 15 vs. HOU,MIA,TE,12,HOU,1,1,100,4,1,4,4,4,0,0,0,0,0,0,7.4,7.4
 Mo Alie-CoxF • 31 - 32 vs. HOU,IND,TE,18,HOU,1,1,100,4,1,4,4,4,0,0,0,0,0,0,7.4,7.4
 Foster MoreauF • 24 - 22 @ TEN,LV,TE,3,TEN,4,3,75,44,0,22,11,14.7,0,0,0,0,0,0,7.4,7.4
 Tyler ConklinF • 3 - 19 vs. JAX,NYJ,TE,16,JAX,4,4,100,34,0,27,8.5,8.5,0,0,0,0,0,0,7.4,7.4
 Daniel BellingerF/OT • 20 - 20 vs. WAS,NYG,TE,13,WAS,5,5,100,24,0,8,4.8,4.8,0,0,0,0,0,0,7.4,7.4
 Hayden HurstF • 20 - 17 @ DAL,CIN,TE,2,DAL,7,5,71.4,24,0,8,3.4,4.8,0,0,0,0,0,0,7.4,7.4
 Donald Parham Jr.F • 31 - 10 vs. LAR,LAC,TE,17,LAR,1,1,100,3,1,3,3,3,0,0,0,0,0,0,7.3,7.3
 Eric TomlinsonF • 31 - 28 vs. LAC,DEN,TE,18,LAC,1,1,100,3,1,3,3,3,0,0,0,0,0,0,7.3,7.3
 Ian ThomasF • 24 - 26 vs. CLE,CAR,TE,1,CLE,3,2,66.7,53,0,50,17.7,26.5,0,0,0,0,0,0,7.3,7.3
 Dalton SchultzF • 40 - 34 vs. PHI,DAL,TE,16,PHI,4,3,75,43,0,21,10.8,14.3,0,0,0,0,0,0,7.3,7.3
 Jelani WoodsF • 3 - 20 vs. LAC,IND,TE,16,LAC,5,3,60,43,0,17,8.6,14.3,0,0,0,0,0,0,7.3,7.3
 Kyle PittsF • 27 - 24 vs. CHI,ATL,TE,11,CHI,5,3,60,43,0,18,8.6,14.3,0,0,0,0,0,0,7.3,7.3
 Peyton HendershotF • 16 - 23 @ NYG,DAL,TE,3,NYG,3,3,100,43,0,29,14.3,14.3,0,0,0,0,0,0,7.3,7.3
 T.J. HockensonF • 27 - 22 vs. NYJ,MIN,TE,13,NYJ,6,4,66.7,33,0,13,5.5,8.2,0,0,0,0,0,0,7.3,7.3
 Tyler HigbeeF/OT • 19 - 16 @ SEA,LAR,TE,18,SEA,7,4,57.1,33,0,17,4.7,8.2,0,0,0,0,0,0,7.3,7.3
 Dalton SchultzF • 26 - 6 @ WAS,DAL,TE,18,WAS,9,4,44.4,33,0,12,3.7,8.2,0,0,0,0,0,0,7.3,7.3
 Brock WrightF • 30 - 31 @ CHI,DET,TE,10,CHI,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
 Teagan QuitorianoF • 17 - 29 vs. PHI,HOU,TE,9,PHI,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
 Marcedes LewisF • 22 - 27 vs. NYG,GB,TE,5,NYG,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
 Noah FantF • 45 - 48 @ DET,SEA,TE,4,DET,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
 MyCole PruittF • 28 - 14 vs. SF,ATL,TE,6,SF,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
 Andrew BeckF • 17 - 16 @ SEA,DEN,TE,1,SEA,3,2,66.7,52,0,27,17.3,26,0,0,0,0,0,0,7.2,7.2
 Daniel BellingerF • 38 - 10 vs. IND,NYG,TE,17,IND,3,3,100,42,0,24,14,14,0,0,0,0,0,0,7.2,7.2
 Greg DulcichF • 28 - 34 vs. KC,DEN,TE,14,KC,8,3,37.5,42,0,23,5.2,14,0,0,0,0,0,0,7.2,7.2
 Cameron BrateF • 31 - 41 vs. KC,TB,TE,4,KC,8,4,50,32,0,11,4,8,0,0,0,0,0,0,7.2,7.2
 Shane ZylstraF • 15 - 9 vs. GB,DET,TE,9,GB,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
 Jody FortsonF • 21 - 44 @ ARI,KC,TE,1,ARI,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
 Chris MyarickF • 20 - 21 @ TEN,NYG,TE,1,TEN,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
 Johnny MundtF • 34 - 26 vs. ARI,MIN,TE,8,ARI,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
 Jake FergusonF • 49 - 29 vs. CHI,DAL,TE,8,CHI,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
 Jody FortsonF • 27 - 30 @ LAC,KC,TE,11,LAC,2,2,100,51,0,40,25.5,25.5,0,0,0,0,0,0,7.1,7.1
 Jack StollF • 35 - 10 vs. TEN,PHI,TE,13,TEN,3,3,100,41,0,26,13.7,13.7,0,0,0,0,0,0,7.1,7.1
 Trey McBrideF • 38 - 13 @ SF,ARI,TE,18,SF,3,3,100,41,0,23,13.7,13.7,0,0,0,0,0,0,7.1,7.1
 Dawson KnoxF • 20 - 23 @ BAL,BUF,TE,4,BAL,6,3,50,40,0,20,6.7,13.3,0,0,0,0,0,0,7,7
 Isaiah LikelyF • 10 - 9 vs. DEN,BAL,TE,13,DEN,4,4,100,30,0,12,7.5,7.5,0,0,0,0,0,0,7,7
 Greg DulcichF/OT • 16 - 22 vs. LV,DEN,TE,11,LV,5,4,80,30,0,15,6,7.5,0,0,0,0,0,0,7,7
 Connor HeywardF • 20 - 18 vs. TB,PIT,TE,6,TB,3,2,66.7,49,0,45,16.3,24.5,0,0,0,0,0,0,6.9,6.9
 John BatesF • 17 - 21 vs. TEN,WAS,TE,5,TEN,3,3,100,39,0,20,13,13,0,0,0,0,0,0,6.9,6.9
 Jordan AkinsF • 14 - 19 @ TEN,HOU,TE,16,TEN,3,3,100,39,0,30,13,13,0,0,0,0,0,0,6.9,6.9
 Pat FreiermuthF • 17 - 24 @ IND,PIT,TE,12,IND,4,3,75,39,0,17,9.8,13,0,0,0,0,0,0,6.9,6.9
 Durham SmytheF • 11 - 6 vs. NYJ,MIA,TE,18,NYJ,5,3,60,39,0,26,7.8,13,0,0,0,0,0,0,6.9,6.9
 Logan ThomasF • 25 - 10 @ DAL,WAS,TE,4,DAL,6,5,83.3,19,0,6,3.2,3.8,0,0,0,0,0,0,6.9,6.9
 George KittleF • 35 - 7 vs. TB,SF,TE,14,TB,5,4,80,28,0,15,5.6,7,0,0,0,0,0,0,6.8,6.8
 Cade OttonF • 35 - 7 @ SF,TB,TE,14,SF,5,4,80,28,0,11,5.6,7,0,0,0,0,0,0,6.8,6.8
 Evan EngramF • 28 - 22 @ WAS,JAX,TE,1,WAS,4,4,100,28,0,11,7,7,0,0,0,0,0,0,6.8,6.8
 George KittleF • 11 - 10 @ DEN,SF,TE,3,DEN,5,4,80,28,0,11,5.6,7,0,0,0,0,0,0,6.8,6.8
 Irv Smith Jr.F • 34 - 26 vs. ARI,MIN,TE,8,ARI,4,4,100,28,0,11,7,7,0,0,0,0,0,0,6.8,6.8
 Colby ParkinsonF/OT • 19 - 16 vs. LAR,SEA,TE,18,LAR,3,2,66.7,47,0,32,15.7,23.5,0,0,0,0,0,0,6.7,6.7
 Adam TrautmanF • 25 - 28 vs. MIN,NO,TE,4,MIN,3,3,100,37,0,14,12.3,12.3,0,0,0,0,0,0,6.7,6.7
 Noah FantF • 23 - 27 vs. ATL,SEA,TE,3,ATL,4,4,100,27,0,16,6.8,6.8,0,0,0,0,0,0,6.7,6.7
 Evan EngramF • 20 - 16 vs. TEN,JAX,TE,18,TEN,4,4,100,27,0,10,6.8,6.8,0,0,0,0,0,0,6.7,6.7
 Ross DwelleyF • 14 - 31 @ LAR,SF,TE,8,LAR,1,1,100,56,0,56,56,56,0,0,0,0,0,0,6.6,6.6
 Pat FreiermuthF • 13 - 16 @ BAL,PIT,TE,17,BAL,6,3,50,36,0,20,6,12,0,0,0,0,0,0,6.6,6.6
 Robert TonyanF • 23 - 7 @ MIN,GB,TE,1,MIN,5,3,60,36,0,23,7.2,12,0,0,0,0,0,0,6.6,6.6
 Cade OttonF • 21 - 16 vs. SEA,TB,TE,10,SEA,3,3,100,35,0,25,11.7,11.7,0,0,0,0,0,0,6.5,6.5
 Cole KmetF • 27 - 24 @ ATL,CHI,TE,11,ATL,4,3,75,35,0,24,8.8,11.7,0,0,0,0,0,0,6.5,6.5
 Chigoziem OkonkwoF • 16 - 20 vs. CIN,TEN,TE,12,CIN,5,3,60,35,0,17,7,11.7,0,0,0,0,0,0,6.5,6.5
 Donald Parham Jr.F • 17 - 14 vs. TEN,LAC,TE,15,TEN,3,3,100,35,0,18,11.7,11.7,0,0,0,0,0,0,6.5,6.5
 Dawson KnoxF • 21 - 19 @ MIA,BUF,TE,3,MIA,4,4,100,25,0,8,6.2,6.2,0,0,0,0,0,0,6.5,6.5
 Jonnu SmithF • 26 - 37 vs. BAL,NE,TE,3,BAL,4,4,100,25,0,8,6.2,6.2,0,0,0,0,0,0,6.5,6.5
 Cole KmetF • 20 - 25 vs. PHI,CHI,TE,15,PHI,5,4,80,25,0,7,5,6.2,0,0,0,0,0,0,6.5,6.5
 Colby ParkinsonF • 23 - 27 vs. ATL,SEA,TE,3,ATL,2,2,100,44,0,36,22,22,0,0,0,0,0,0,6.4,6.4
 Noah FantF • 21 - 16 @ TB,SEA,TE,10,TB,4,3,75,34,0,15,8.5,11.3,0,0,0,0,0,0,6.4,6.4
 Noah FantF/OT • 34 - 40 vs. LV,SEA,TE,12,LV,3,3,100,34,0,24,11.3,11.3,0,0,0,0,0,0,6.4,6.4
 Tommy TrembleF • 16 - 26 vs. ARI,CAR,TE,4,ARI,6,3,50,34,0,16,5.7,11.3,0,0,0,0,0,0,6.4,6.4
 Juwan JohnsonF • 26 - 27 @ ATL,NO,TE,1,ATL,5,2,40,43,0,26,8.6,21.5,0,0,0,0,0,0,6.3,6.3
 Jonnu SmithF • 20 - 7 @ MIA,NE,TE,1,MIA,4,3,75,33,0,15,8.2,11,0,0,0,0,0,0,6.3,6.3
 Juwan JohnsonF • 25 - 28 vs. MIN,NO,TE,4,MIN,4,3,75,33,0,16,8.2,11,0,0,0,0,0,0,6.3,6.3
 Mark AndrewsF • 22 - 27 @ TB,BAL,TE,8,TB,5,3,60,33,0,22,6.6,11,0,0,0,0,0,0,6.3,6.3
 Robert TonyanF • 22 - 27 vs. NYG,GB,TE,5,NYG,4,4,100,23,0,14,5.8,5.8,0,0,0,0,0,0,6.3,6.3
 Peyton HendershotF • 28 - 20 vs. NYG,DAL,TE,12,NYG,0,0,0,0,0,0,0,0,1,2,2,1,0,0,6.2,6.2
 David NjokuF • 30 - 31 vs. NYJ,CLE,TE,2,NYJ,5,3,60,32,0,15,6.4,10.7,0,0,0,0,0,0,6.2,6.2
 Robert TonyanF • 23 - 21 @ WAS,GB,TE,7,WAS,4,3,75,32,0,21,8,10.7,0,0,0,0,0,0,6.2,6.2
 Tyler ConklinF • 9 - 16 @ DEN,NYJ,TE,7,DEN,6,4,66.7,22,0,8,3.7,5.5,0,0,0,0,0,0,6.2,6.2
 Noah GrayF • 31 - 41 @ TB,KC,TE,4,TB,1,0,0,0,0,0,0,0,1,1,1,1,0,0,6.1,6.1
 Pat FreiermuthF • 29 - 17 @ CLE,PIT,TE,3,CLE,4,2,50,41,0,26,10.2,20.5,0,0,0,0,0,0,6.1,6.1
 Zach ErtzF • 42 - 34 vs. NO,ARI,TE,7,NO,4,2,50,21,0,15,5.2,10.5,0,0,0,0,0,0,6.1,6.1
 Pharaoh BrownF • 23 - 20 @ CHI,HOU,TE,3,CHI,4,3,75,31,0,30,7.8,10.3,0,0,0,0,0,0,6.1,6.1
 Mark AndrewsF • 13 - 3 @ CLE,BAL,TE,15,CLE,7,3,42.9,31,0,19,4.4,10.3,0,0,0,0,0,0,6.1,6.1
 Noah GrayF/OT • 24 - 30 @ HOU,KC,TE,15,HOU,3,3,100,31,0,13,10.3,10.3,0,0,0,0,0,0,6.1,6.1
 Noah FantF • 23 - 6 vs. NYJ,SEA,TE,17,NYJ,3,2,66.7,40,0,29,13.3,20,0,0,0,0,0,0,6,6
 Zach GentryF/OT • 20 - 23 @ CIN,PIT,TE,1,CIN,2,2,100,40,0,32,20,20,0,0,0,0,0,0,6,6
 Cole KmetF • 23 - 20 vs. HOU,CHI,TE,3,HOU,3,2,66.7,40,0,24,13.3,20,0,0,0,0,0,0,6,6
 Eric SaubertF • 27 - 24 @ KC,DEN,TE,17,KC,3,3,100,30,0,24,10,10,0,0,0,0,0,0,6,6
 Foster MoreauF/OT • 23 - 29 vs. ARI,LV,TE,2,ARI,4,3,75,30,0,19,7.5,10,0,0,0,0,0,0,6,6
 Austin HooperF • 16 - 20 vs. CIN,TEN,TE,12,CIN,4,3,75,30,0,12,7.5,10,0,0,0,0,0,0,6,6
 Noah FantF/OT • 19 - 16 vs. LAR,SEA,TE,18,LAR,4,4,100,20,0,8,5,5,0,0,0,0,0,0,6,6
 Robert TonyanF • 15 - 9 @ DET,GB,TE,9,DET,4,3,75,29,0,17,7.2,9.7,0,0,0,0,0,0,5.9,5.9
 Cade OttonF • 31 - 41 vs. KC,TB,TE,4,KC,4,3,75,29,0,12,7.2,9.7,0,0,0,0,0,0,5.9,5.9
 Robert TonyanF • 16 - 20 vs. DET,GB,TE,18,DET,3,3,100,29,0,20,9.7,9.7,0,0,0,0,0,0,5.9,5.9
 Kylen GransonF • 54 - 19 @ DAL,IND,TE,13,DAL,6,4,66.7,19,0,9,3.2,4.8,0,0,0,0,0,0,5.9,5.9
 Quintin MorrisF • 38 - 3 vs. PIT,BUF,TE,5,PIT,5,3,60,39,0,26,7.8,13,0,0,0,0,1,1,5.9,5.9
 John BatesF • 25 - 10 @ DAL,WAS,TE,4,DAL,6,4,66.7,19,0,7,3.2,4.8,0,0,0,0,1,0,5.9,5.9
 Chigoziem OkonkwoF/OT • 20 - 17 @ KC,TEN,TE,9,KC,3,1,33.3,48,0,48,16,48,0,0,0,0,0,0,5.8,5.8
 Jordan AkinsF • 3 - 31 vs. JAX,HOU,TE,17,JAX,3,2,66.7,38,0,29,12.7,19,0,0,0,0,0,0,5.8,5.8
 Trey McBrideF • 13 - 27 vs. NE,ARI,TE,14,NE,6,3,50,28,0,15,4.7,9.3,0,0,0,0,0,0,5.8,5.8
 David NjokuF • 13 - 3 vs. BAL,CLE,TE,15,BAL,6,3,50,28,0,13,4.7,9.3,0,0,0,0,0,0,5.8,5.8
 Armani RogersF • 23 - 21 vs. GB,WAS,TE,7,GB,3,3,100,28,0,17,9.3,9.3,0,0,0,0,0,0,5.8,5.8
 Foster MoreauF • 38 - 20 vs. HOU,LV,TE,7,HOU,5,3,60,28,0,17,5.6,9.3,0,0,0,0,0,0,5.8,5.8
 Harrison BryantF • 23 - 20 @ ATL,CLE,TE,4,ATL,6,4,66.7,18,0,8,3,4.5,0,0,0,0,0,0,5.8,5.8
 Giovanni RicciF • 15 - 37 vs. SF,CAR,TE,5,SF,3,3,100,27,0,12,9,9,0,0,0,0,0,0,5.7,5.7
 Daniel BellingerF • 27 - 24 @ MIN,NYG,TE,16,MIN,2,2,100,27,0,15,13.5,13.5,0,0,0,0,1,1,5.7,5.7
 Cole KmetF • 31 - 10 @ NYJ,CHI,TE,12,NYJ,6,3,50,27,0,14,4.5,9,0,0,0,0,1,0,5.7,5.7
 Mike GesickiF • 16 - 10 vs. PIT,MIA,TE,7,PIT,7,3,42.9,27,0,18,3.9,9,0,0,0,0,0,0,5.7,5.7
 T.J. HockensonF • 36 - 27 vs. WAS,DET,TE,2,WAS,7,3,42.9,26,0,18,3.7,8.7,0,0,0,0,0,0,5.6,5.6
 George KittleF • 13 - 0 vs. NO,SF,TE,12,NO,4,3,75,26,0,14,6.5,8.7,0,0,0,0,0,0,5.6,5.6
 Darren WallerF • 13 - 31 vs. KC,LV,TE,18,KC,6,2,33.3,35,0,24,5.8,17.5,0,0,0,0,0,0,5.5,5.5
 Dawson KnoxF • 20 - 17 @ NYJ,BUF,TE,9,NYJ,4,3,75,25,0,17,6.2,8.3,0,0,0,0,0,0,5.5,5.5
 Austin HooperF/OT • 20 - 17 @ KC,TEN,TE,9,KC,3,2,66.7,34,0,18,11.3,17,0,0,0,0,0,0,5.4,5.4
 Kylen GransonF/OT • 39 - 36 @ MIN,IND,TE,15,MIN,2,2,100,34,0,21,17,17,0,0,0,0,0,0,5.4,5.4
 Chigoziem OkonkwoF • 13 - 27 vs. DAL,TEN,TE,17,DAL,4,3,75,24,0,12,6,8,0,0,0,0,0,0,5.4,5.4
 C.J. UzomahF • 23 - 6 @ SEA,NYJ,TE,17,SEA,7,3,42.9,24,0,12,3.4,8,0,0,0,0,0,0,5.4,5.4
 Tanner HudsonF • 24 - 16 vs. HOU,NYG,TE,10,HOU,3,3,100,24,0,16,8,8,0,0,0,0,0,0,5.4,5.4
 Foster MoreauF • 27 - 20 @ JAX,LV,TE,9,JAX,5,2,40,42,0,30,8.4,21,0,2,0,0,1,1,5.4,5.4
 Will DisslyF • 21 - 31 @ ARI,SEA,TE,9,ARI,4,3,75,24,0,13,6,8,0,0,0,0,0,0,5.4,5.4
 Pharaoh BrownF • 16 - 9 @ DEN,HOU,TE,2,DEN,5,3,60,24,0,18,4.8,8,0,0,0,0,0,0,5.4,5.4
 Tre' McKittyF • 24 - 19 vs. LV,LAC,TE,1,LV,4,3,75,24,0,12,6,8,0,0,0,0,1,0,5.4,5.4
 Ian ThomasF • 13 - 3 @ BAL,CAR,TE,11,BAL,4,3,75,24,0,12,6,8,0,0,0,0,0,0,5.4,5.4
 Trey McBrideF • 16 - 26 @ CAR,ARI,TE,4,CAR,3,3,100,24,0,11,8,8,0,0,0,0,0,0,5.4,5.4
 Darren WallerF • 32 - 23 vs. DEN,LV,TE,4,DEN,5,3,60,24,0,13,4.8,8,0,0,0,0,0,0,5.4,5.4
 Trey McBrideF • 10 - 38 vs. SF,ARI,TE,11,SF,4,4,100,14,0,6,3.5,3.5,0,0,0,0,0,0,5.4,5.4
 Hayden HurstF • 27 - 16 vs. BAL,CIN,TE,18,BAL,5,4,80,14,0,7,2.8,3.5,0,0,0,0,0,0,5.4,5.4
 Dalton SchultzF • 54 - 19 vs. IND,DAL,TE,13,IND,6,2,33.3,33,0,22,5.5,16.5,0,0,0,0,0,0,5.3,5.3
 Austin HooperF • 17 - 14 @ LAC,TEN,TE,15,LAC,4,2,50,33,0,17,8.2,16.5,0,0,0,0,0,0,5.3,5.3
 Jordan AkinsF • 24 - 34 vs. LAC,HOU,TE,4,LAC,2,2,100,33,0,30,16.5,16.5,0,0,0,0,0,0,5.3,5.3
 Durham SmytheF • 21 - 19 vs. BUF,MIA,TE,3,BUF,3,3,100,23,0,13,7.7,7.7,0,0,0,0,0,0,5.3,5.3
 Irv Smith Jr.F • 25 - 28 @ NO,MIN,TE,4,NO,4,3,75,23,0,10,5.8,7.7,0,0,0,0,0,0,5.3,5.3
 Daniel BellingerF • 20 - 12 vs. CHI,NYG,TE,4,CHI,3,3,100,23,0,12,7.7,7.7,0,0,0,0,0,0,5.3,5.3
 Irv Smith Jr.F • 28 - 24 vs. DET,MIN,TE,3,DET,6,2,33.3,32,0,17,5.3,16,0,0,0,0,0,0,5.2,5.2
 Cole KmetF • 14 - 33 @ NE,CHI,TE,7,NE,3,2,66.7,32,0,26,10.7,16,0,0,0,0,0,0,5.2,5.2
 Austin HooperF • 35 - 10 @ PHI,TEN,TE,13,PHI,5,3,60,22,0,9,4.4,7.3,0,0,0,0,0,0,5.2,5.2
 Kylen GransonF/OT • 20 - 20 @ HOU,IND,TE,1,HOU,7,3,42.9,22,0,12,3.1,7.3,0,0,0,0,0,0,5.2,5.2
 Dalton SchultzF • 3 - 40 @ MIN,DAL,TE,11,MIN,5,3,60,22,0,12,4.4,7.3,0,0,0,0,0,0,5.2,5.2
 Darren WallerF • 24 - 22 @ TEN,LV,TE,3,TEN,5,3,60,22,0,17,4.4,7.3,0,0,0,0,0,0,5.2,5.2
 Chigoziem OkonkwoF • 17 - 10 vs. DEN,TEN,TE,10,DEN,2,1,50,41,0,41,20.5,41,0,0,0,0,0,0,5.1,5.1
 Mike GesickiF • 39 - 17 vs. CLE,MIA,TE,10,CLE,3,2,66.7,31,0,16,10.3,15.5,0,0,0,0,0,0,5.1,5.1
 James MitchellF • 37 - 23 @ CAR,DET,TE,16,CAR,2,2,100,31,0,22,15.5,15.5,0,0,0,0,0,0,5.1,5.1
 Donald Parham Jr.F • 31 - 28 @ DEN,LAC,TE,18,DEN,2,2,100,31,0,23,15.5,15.5,0,0,0,0,0,0,5.1,5.1
 Jordan AkinsF • 14 - 27 vs. CLE,HOU,TE,13,CLE,6,3,50,21,0,11,3.5,7,0,0,0,0,0,0,5.1,5.1
 Tre' McKittyF • 22 - 16 @ SF,LAC,TE,10,SF,6,3,50,21,0,9,3.5,7,0,0,0,0,0,0,5.1,5.1
 Jonnu SmithF • 26 - 3 vs. IND,NE,TE,9,IND,3,3,100,21,0,24,7,7,0,0,0,0,0,0,5.1,5.1
 Jonnu SmithF • 18 - 22 vs. CIN,NE,TE,16,CIN,4,3,75,21,0,9,5.2,7,0,0,0,0,0,0,5.1,5.1
 Hayden HurstF • 26 - 30 @ NO,CIN,TE,6,NO,3,3,100,21,0,9,7,7,0,0,0,0,0,0,5.1,5.1
 Grant CalcaterraF • 8 - 24 @ WAS,PHI,TE,3,WAS,1,1,100,40,0,40,40,40,0,0,0,0,0,0,5,5
 Isaiah LikelyF • 24 - 20 @ NYG,BAL,TE,6,NYG,4,2,50,30,0,19,7.5,15,0,0,0,0,0,0,5,5
 Logan ThomasF/OT • 20 - 20 @ NYG,WAS,TE,13,NYG,4,3,75,20,0,11,5,6.7,0,0,0,0,0,0,5,5
 Robert TonyanF • 40 - 33 @ PHI,GB,TE,12,PHI,3,3,100,20,0,17,6.7,6.7,0,0,0,0,0,0,5,5
 Jelani WoodsF • 38 - 10 @ NYG,IND,TE,17,NYG,4,3,75,19,0,11,4.8,6.3,0,0,0,0,0,0,4.9,4.9
 Jesper HorstedF • 30 - 29 @ KC,LV,TE,5,KC,3,3,100,19,0,9,6.3,6.3,0,0,0,0,0,0,4.9,4.9
 Daniel BellingerF • 22 - 48 vs. PHI,NYG,TE,14,PHI,3,3,100,19,0,11,6.3,6.3,0,0,0,0,0,0,4.9,4.9
 Geoff SwaimF • 20 - 21 vs. NYG,TEN,TE,1,NYG,4,3,75,19,0,9,4.8,6.3,0,0,0,0,0,0,4.9,4.9
 Jelani WoodsF • 54 - 19 @ DAL,IND,TE,13,DAL,4,2,50,28,0,27,7,14,0,0,0,0,0,0,4.8,4.8
 Adam TrautmanF • 17 - 16 @ TB,NO,TE,13,TB,3,2,66.7,28,0,20,9.3,14,0,0,0,0,0,0,4.8,4.8
 Kyle PittsF • 25 - 15 @ CAR,ATL,TE,10,CAR,8,2,25,28,0,18,3.5,14,0,0,0,0,0,0,4.8,4.8
 Will DisslyF • 21 - 16 @ TB,SEA,TE,10,TB,2,2,100,28,0,15,14,14,0,0,0,0,0,0,4.8,4.8
 Johnny MundtF • 24 - 7 @ PHI,MIN,TE,2,PHI,3,2,66.7,28,0,17,9.3,14,0,0,0,0,0,0,4.8,4.8
 Josiah DeguaraF • 23 - 7 @ MIN,GB,TE,1,MIN,2,2,100,28,0,15,14,14,0,0,0,0,0,0,4.8,4.8
 Hayden HurstF • 30 - 37 @ PIT,CIN,TE,11,PIT,3,2,66.7,28,0,21,9.3,14,0,0,0,0,0,0,4.8,4.8
 Colby ParkinsonF • 45 - 48 @ DET,SEA,TE,4,DET,3,2,66.7,28,0,15,9.3,14,0,0,0,0,0,0,4.8,4.8
 Harrison BryantF • 15 - 38 vs. NE,CLE,TE,6,NE,4,3,75,18,0,7,4.5,6,0,0,0,0,0,0,4.8,4.8
 Kyle PittsF • 17 - 20 vs. LAC,ATL,TE,9,LAC,7,2,28.6,27,0,18,3.9,13.5,0,0,0,0,0,0,4.7,4.7
 O.J. HowardF • 24 - 34 vs. LAC,HOU,TE,4,LAC,5,2,40,27,0,22,5.4,13.5,0,0,0,0,0,0,4.7,4.7
 Johnny MundtF • 23 - 7 vs. GB,MIN,TE,1,GB,3,3,100,17,0,12,5.7,5.7,0,0,0,0,0,0,4.7,4.7
 Trey McBrideF/OT • 16 - 19 vs. TB,ARI,TE,16,TB,4,3,75,17,0,7,4.2,5.7,0,0,0,0,0,0,4.7,4.7
 C.J. UzomahF • 31 - 10 vs. CHI,NYJ,TE,12,CHI,3,3,100,17,0,8,5.7,5.7,0,0,0,0,0,0,4.7,4.7
 Jelani WoodsF/OT • 39 - 36 @ MIN,IND,TE,15,MIN,1,1,100,36,0,36,36,36,0,0,0,0,0,0,4.6,4.6
 Mo Alie-CoxF/OT • 20 - 20 @ HOU,IND,TE,1,HOU,2,2,100,26,0,13,13,13,0,0,0,0,0,0,4.6,4.6
 Jody FortsonF • 26 - 10 vs. LAR,KC,TE,12,LAR,3,2,66.7,26,0,21,8.7,13,0,0,0,0,0,0,4.6,4.6
 Tyler DavisF • 12 - 14 @ TB,GB,TE,3,TB,2,2,100,26,0,23,13,13,0,0,0,0,0,0,4.6,4.6
 C.J. UzomahF • 20 - 17 vs. BUF,NYJ,TE,9,BUF,3,3,100,16,0,6,5.3,5.3,0,0,0,0,0,0,4.6,4.6
 Noah FantF • 17 - 16 vs. DEN,SEA,TE,1,DEN,4,3,75,16,0,13,4,5.3,0,0,0,0,0,0,4.6,4.6
 Cole KmetF • 20 - 12 @ NYG,CHI,TE,4,NYG,3,3,100,16,0,13,5.3,5.3,0,0,0,0,0,0,4.6,4.6
 Taysom HillF • 26 - 30 vs. CIN,NO,TE,6,CIN,0,0,0,0,0,0,0,0,5,39,7.8,0,0,0,4.5,4.54
 Brock WrightF • 40 - 14 vs. JAX,DET,TE,13,JAX,2,2,100,25,0,14,12.5,12.5,0,0,0,0,0,0,4.5,4.5
 Hayden HurstQ1 6:12 • 7 - 3 vs. BUF,CIN,TE,17,BUF,2,2,100,25,0,21,12.5,12.5,0,0,0,0,0,0,4.5,4.5
 Gerald EverettF • 10 - 38 vs. JAX,LAC,TE,3,JAX,6,2,33.3,25,0,14,4.2,12.5,0,0,0,0,0,0,4.5,4.5
 Cameron BrateF • 23 - 34 vs. CIN,TB,TE,15,CIN,5,2,40,25,0,21,5,12.5,0,0,0,0,0,0,4.5,4.5
 Anthony FirkserF • 16 - 19 vs. PIT,ATL,TE,13,PIT,2,2,100,24,0,15,12,12,0,0,0,0,0,0,4.4,4.4
 Grant CalcaterraF • 22 - 48 @ NYG,PHI,TE,14,NYG,4,2,50,24,0,13,6,12,0,0,0,0,0,0,4.4,4.4
 Ben EllefsonF • 28 - 24 vs. DET,MIN,TE,3,DET,2,2,100,24,0,12,12,12,0,0,0,0,0,0,4.4,4.4
 Jonnu SmithF • 30 - 24 @ LV,NE,TE,15,LV,3,2,66.7,24,0,13,8,12,0,0,0,0,0,0,4.4,4.4
 George KittleF • 24 - 9 vs. LAR,SF,TE,4,LAR,4,2,50,24,0,20,6,12,0,0,0,0,0,0,4.4,4.4
