Name,Team,Pos,Week,Opponent,Opponent Rank,Opponent Position Rank,Salary,Projection
 James Robinson,JAX,RB,6,IND,13,15,6700,10.63
 Rashaad Penny,SEA,RB,4,DET,30,31,6700,10.62
 Latavius Murray,DEN,RB,15,ARI,30,22,6500,10.62
 Devin Singletary,BUF,RB,4,BAL,32,18,6200,10.62
 Michael Carter,NYJ,RB,8,NE,14,7,6600,10.61
 Kareem Hunt,CLE,RB,2,NYJ,14,7,7000,10.59
 Kareem Hunt,CLE,RB,5,LAC,25,29,5900,10.58
 Isiah Pacheco,KC,RB,14,DEN,2,8,7300,10.57
 Brian Robinson Jr.,WAS,RB,13,NYG,13,23,6600,10.56
 Kareem Hunt,CLE,RB,3,PIT,18,21,6700,10.55
 Jamaal Williams,DET,RB,11,NYG,12,15,7000,10.54
 Najee Harris,PIT,RB,8,PHI,3,16,6600,10.54
 Travis Etienne Jr.,JAX,RB,7,NYG,10,16,6200,10.53
 Michael Carter,NYJ,RB,2,CLE,11,12,5900,10.53
 Isiah Pacheco,KC,RB,17,DEN,4,19,6300,10.52
 Latavius Murray,DEN,RB,16,LAR,14,14,7200,10.52
 Jeff Wilson Jr.,MIA,RB,13,SF,1,1,6800,10.52
 AJ Dillon,GB,RB,18,DET,31,15,6900,10.5
 Rachaad White,TB,RB,16,ARI,30,24,6700,10.5
 Deon Jackson,IND,RB,9,NE,15,2,5000,10.49
 Michael Carter,NYJ,RB,3,CIN,10,14,5900,10.49
 Clyde Edwards-Helaire,KC,RB,4,TB,3,1,6600,10.46
 D'Onta Foreman,CAR,RB,11,BAL,19,6,7100,10.45
 Damien Harris,NE,RB,3,BAL,31,11,6400,10.44
 Devin Singletary,BUF,RB,16,CHI,17,25,6400,10.4
 Ezekiel Elliott,DAL,RB,13,IND,8,17,7500,10.39
 Kenneth Walker III,SEA,RB,15,SF,1,1,7000,10.37
 Isiah Pacheco,KC,RB,16,SEA,27,31,6700,10.36
 Clyde Edwards-Helaire,KC,RB,6,BUF,2,7,7000,10.34
 AJ Dillon,GB,RB,6,NYJ,15,18,5900,10.32
 Darrell Henderson Jr.,LAR,RB,3,ARI,32,29,6300,10.32
 Deon Jackson,IND,RB,6,JAX,6,23,5600,10.31
 Damien Harris,NE,RB,2,PIT,23,19,6000,10.3
 Jamaal Williams,DET,RB,12,BUF,8,13,7100,10.28
 Zack Moss,IND,RB,18,HOU,19,32,6800,10.25
 J.K. Dobbins,BAL,RB,6,NYG,10,16,6800,10.23
 Antonio Gibson,WAS,RB,11,HOU,21,32,6600,10.23
 Isiah Pacheco,KC,RB,12,LAR,12,8,6300,10.22
 Jerick McKinnon,KC,RB,17,DEN,4,19,6800,10.22
 Tony Pollard,DAL,RB,4,WAS,31,17,6000,10.21
 Jeff Wilson Jr.,SF,RB,2,SEA,17,14,6300,10.14
 Isiah Pacheco,KC,RB,13,CIN,11,14,7000,10.13
 Rashaad Penny,SEA,RB,2,SF,6,16,6500,10.1
 Devin Singletary,BUF,RB,2,TEN,23,31,6100,10.1
 Najee Harris,PIT,RB,10,NO,16,16,6400,10.09
 Miles Sanders,PHI,RB,1,DET,31,31,6500,10.07
 Devin Singletary,BUF,RB,9,NYJ,8,12,6000,10.06
 Leonard Fournette,TB,RB,16,ARI,30,24,7100,10.05
 Raheem Mostert,MIA,RB,5,NYJ,18,18,5800,10.02
 James Conner,ARI,RB,10,LAR,9,8,6300,10.02
 Najee Harris,PIT,RB,11,CIN,10,11,6500,10.01
 Zonovan Knight,NYJ,RB,13,MIN,30,19,5800,10
 Michael Carter,NYJ,RB,4,PIT,21,24,5700,9.98
 Zack Moss,IND,RB,17,NYG,22,23,6900,9.97
 Zonovan Knight,NYJ,RB,17,SEA,29,31,6400,9.97
 Latavius Murray,DEN,RB,13,BAL,16,5,6400,9.97
 Rhamondre Stevenson,NE,RB,4,GB,6,10,5900,9.97
 Rashaad Penny,SEA,RB,3,ATL,27,8,6200,9.96
 Devin Singletary,BUF,RB,10,MIN,20,6,5600,9.95
 Latavius Murray,DEN,RB,18,LAC,15,27,6400,9.94
 D'Onta Foreman,CAR,RB,15,PIT,21,20,6400,9.93
 Jamaal Williams,DET,RB,9,GB,6,23,7500,9.91
 Jonathan Williams,WAS,RB,18,DAL,9,4,5000,9.91
 Melvin Gordon III,DEN,RB,2,HOU,26,27,6000,9.9
 AJ Dillon,GB,RB,7,WAS,21,21,5700,9.9
 Brian Robinson Jr.,WAS,RB,11,HOU,21,32,6600,9.89
 Devin Singletary,BUF,RB,13,NE,6,2,6600,9.88
 Latavius Murray,DEN,RB,14,KC,24,14,6200,9.86
 Mark Ingram II,NO,RB,2,TB,1,4,5300,9.85
 Rachaad White,TB,RB,13,NO,13,11,7000,9.85
 Antonio Gibson,WAS,RB,15,NYG,20,26,6300,9.83
 Jamaal Williams,DET,RB,14,MIN,30,18,7000,9.82
 Devin Singletary,BUF,RB,17,CIN,10,8,6400,9.81
 Darrell Henderson Jr.,LAR,RB,8,SF,6,1,6500,9.81
 D'Andre Swift,DET,RB,15,NYJ,3,8,6600,9.81
 Raheem Mostert,MIA,RB,14,LAC,29,31,6200,9.78
 Cordarrelle Patterson,ATL,RB,15,NO,13,10,6300,9.76
 Gus Edwards,BAL,RB,13,DEN,2,10,6700,9.75
 D'Onta Foreman,CAR,RB,17,TB,13,6,6500,9.73
 Rhamondre Stevenson,NE,RB,2,PIT,23,19,5600,9.72
 Chase Edmonds,MIA,RB,3,BUF,1,5,5700,9.71
 Antonio Gibson,WAS,RB,13,NYG,13,23,6100,9.69
 Jamaal Williams,DET,RB,18,GB,12,24,7000,9.66
 Breece Hall,NYJ,RB,4,PIT,21,24,6300,9.66
 Jerick McKinnon,KC,RB,15,HOU,17,32,6200,9.66
 Damien Harris,NE,RB,1,MIA,14,16,6300,9.65
 Jamaal Williams,DET,RB,17,CHI,21,29,6600,9.64
 Raheem Mostert,MIA,RB,10,CLE,18,29,5900,9.62
 J.K. Dobbins,BAL,RB,4,BUF,2,5,5800,9.62
 Cordarrelle Patterson,ATL,RB,1,NO,3,2,6600,9.62
 Devin Singletary,BUF,RB,6,KC,28,25,5700,9.61
 Leonard Fournette,TB,RB,15,CIN,9,11,6600,9.61
 Ezekiel Elliott,DAL,RB,12,NYG,13,24,7000,9.6
 Damien Harris,NE,RB,7,CHI,9,28,6500,9.6
 Jeff Wilson Jr.,MIA,RB,14,LAC,29,31,6500,9.59
 Cordarrelle Patterson,ATL,RB,12,WAS,10,6,6800,9.57
 Dameon Pierce,HOU,RB,3,CHI,13,25,5800,9.57
 Kareem Hunt,CLE,RB,6,NE,14,6,6000,9.57
 Rachaad White,TB,RB,14,SF,1,1,6800,9.57
 Devin Singletary,BUF,RB,18,NE,--,--,6300,9.56
 Melvin Gordon III,DEN,RB,4,LV,24,30,6500,9.55
 Tony Pollard,DAL,RB,7,DET,32,31,6500,9.55
 Jamaal Williams,DET,RB,15,NYJ,3,8,6900,9.53
 J.K. Dobbins,BAL,RB,15,CLE,20,30,6600,9.52
 Michael Carter,NYJ,RB,11,NE,8,3,6300,9.52
 Leonard Fournette,TB,RB,13,NO,13,11,7000,9.51
 D'Onta Foreman,CAR,RB,12,DEN,3,9,6700,9.48
 Tony Pollard,DAL,RB,3,NYG,10,21,6000,9.47
 Cam Akers,LAR,RB,16,DEN,2,11,6300,9.46
 Michael Carter,NYJ,RB,1,BAL,25,10,5200,9.45
 Tony Pollard,DAL,RB,1,TB,6,3,5500,9.44
 James Robinson,JAX,RB,7,NYG,10,16,5800,9.43
 J.K. Dobbins,BAL,RB,17,PIT,20,11,6500,9.4
 Antonio Gibson,WAS,RB,10,PHI,2,15,5900,9.38
 Raheem Mostert,MIA,RB,18,NYJ,3,10,6800,9.37
 Damien Harris,NE,RB,4,GB,6,10,6200,9.34
 Jamaal Williams,DET,RB,16,CAR,15,22,6800,9.32
 D'Andre Swift,DET,RB,10,CHI,14,30,6800,9.26
 Hassan Haskins,TEN,RB,17,DAL,11,5,4900,9.25
 Brian Robinson Jr.,WAS,RB,7,GB,6,22,6100,9.22
 Antonio Gibson,WAS,RB,9,MIN,22,7,6100,9.22
 Devin Singletary,BUF,RB,1,LAR,10,9,5700,9.21
 Zack Moss,IND,RB,16,LAC,24,29,6500,9.19
 Rhamondre Stevenson,NE,RB,1,MIA,14,16,5600,9.18
 Antonio Gibson,WAS,RB,5,TEN,28,16,6300,9.18
 Devin Singletary,BUF,RB,3,MIA,20,1,6100,9.18
 AJ Dillon,GB,RB,15,LAR,13,9,6700,9.17
 Gus Edwards,BAL,RB,8,TB,12,6,6700,9.15
 Jeff Wilson Jr.,MIA,RB,18,NYJ,3,10,6200,9.14
 Mark Ingram II,NO,RB,4,MIN,18,28,5500,9.11
 Devin Singletary,BUF,RB,15,MIA,21,16,6500,9.1
 D'Onta Foreman,CAR,RB,16,DET,32,9,6100,9.08
 Kareem Hunt,CLE,RB,1,CAR,7,11,6300,9.08
 Brian Robinson Jr.,WAS,RB,8,IND,11,20,6000,9.05
 Melvin Gordon III,DEN,RB,8,JAX,15,25,5800,9.04
 Breece Hall,NYJ,RB,3,CIN,10,14,6200,9.03
 Travis Etienne Jr.,JAX,RB,6,IND,13,15,6400,9.03
 Tony Pollard,DAL,RB,6,PHI,4,14,5700,9
 Jamaal Williams,DET,RB,2,WAS,19,25,6400,8.99
 Devin Singletary,BUF,RB,14,NYJ,4,12,6600,8.99
 Darrell Henderson Jr.,LAR,RB,10,ARI,28,25,6100,8.98
 Tyler Allgeier,ATL,RB,8,CAR,16,23,6100,8.95
 Michael Carter,NYJ,RB,9,BUF,2,4,6000,8.95
 Cam Akers,LAR,RB,3,ARI,32,29,5800,8.92
 Cordarrelle Patterson,ATL,RB,17,ARI,30,26,5900,8.89
 Latavius Murray,DEN,RB,17,KC,24,12,6700,8.89
 J.K. Dobbins,BAL,RB,3,NE,5,7,6000,8.88
 Isiah Pacheco,KC,RB,11,LAC,24,31,6000,8.85
 Jeff Wilson Jr.,MIA,RB,10,CLE,18,29,6500,8.85
 Kareem Hunt,CLE,RB,7,BAL,22,10,5800,8.83
 Chase Edmonds,MIA,RB,4,CIN,8,14,6100,8.83
 Kareem Hunt,CLE,RB,10,MIA,26,12,5800,8.82
 Christian McCaffrey,CAR,RB,7,TB,8,2,8700,8.78
 D'Andre Swift,DET,RB,11,NYG,12,15,6700,8.74
 Tyler Allgeier,ATL,RB,5,TB,11,3,5700,8.69
 Rachaad White,TB,RB,17,CAR,17,20,6800,8.68
 Tony Pollard,DAL,RB,2,CIN,7,9,5700,8.65
 Brian Robinson Jr.,WAS,RB,12,ATL,29,23,6100,8.63
 Travis Etienne Jr.,JAX,RB,2,IND,13,11,5800,8.63
 D'Onta Foreman,CAR,RB,18,NO,7,13,6500,8.62
 Ezekiel Elliott,DAL,RB,11,MIN,23,5,7000,8.62
 Kenyan Drake,BAL,RB,9,NO,16,11,6900,8.62
 Cordarrelle Patterson,ATL,RB,9,LAC,27,31,7200,8.6
 Travis Homer,SEA,RB,14,CAR,15,26,5800,8.6
 Cam Akers,LAR,RB,5,DAL,6,9,6100,8.56
 Travis Etienne Jr.,JAX,RB,5,HOU,23,32,5600,8.56
 Darrell Henderson Jr.,LAR,RB,5,DAL,6,9,6100,8.55
 Eno Benjamin,ARI,RB,9,SEA,25,27,6600,8.55
 Cordarrelle Patterson,ATL,RB,18,TB,14,5,6300,8.51
 Melvin Gordon III,DEN,RB,3,SF,1,4,5700,8.5
 Cam Akers,LAR,RB,15,GB,15,28,6500,8.48
 Cordarrelle Patterson,ATL,RB,16,BAL,9,4,6200,8.47
 Rhamondre Stevenson,NE,RB,3,BAL,31,11,5400,8.44
 Rex Burkhead,HOU,RB,2,DEN,8,3,5800,8.44
 Raheem Mostert,MIA,RB,3,BUF,1,5,5500,8.42
 Melvin Gordon III,DEN,RB,1,SEA,24,30,6200,8.41
 Darrell Henderson Jr.,LAR,RB,11,NO,16,17,6100,8.4
 AJ Dillon,GB,RB,13,CHI,18,27,6900,8.38
 Tony Pollard,DAL,RB,5,LAR,14,1,5700,8.38
 Chase Edmonds,MIA,RB,5,NYJ,18,18,5700,8.34
 AJ Dillon,GB,RB,16,MIA,29,19,7000,8.33
 Cam Akers,LAR,RB,4,SF,1,3,6000,8.32
 Michael Carter,NYJ,RB,5,MIA,27,4,5500,8.31
 AJ Dillon,GB,RB,10,DAL,5,4,7000,8.3
 Cam Akers,LAR,RB,14,LV,29,26,6700,8.29
 Kenyan Drake,BAL,RB,7,CLE,24,30,6600,8.27
 James Conner,ARI,RB,9,SEA,25,27,6600,8.27
 D'Andre Swift,DET,RB,13,JAX,20,16,6400,8.27
 Kyren Williams,LAR,RB,13,SEA,28,29,5500,8.23
 James Cook,BUF,RB,14,NYJ,4,12,6100,8.15
 Travis Etienne Jr.,JAX,RB,4,PHI,7,20,5700,8.15
 Breece Hall,NYJ,RB,1,BAL,25,10,6400,8.13
 Kareem Hunt,CLE,RB,13,HOU,21,32,5800,8.12
 Brian Robinson Jr.,WAS,RB,6,CHI,14,26,5500,8.11
 Kenyan Drake,BAL,RB,2,MIA,2,8,5600,8.11
 Jamaal Williams,DET,RB,8,MIA,20,14,7500,8.1
 Breece Hall,NYJ,RB,2,CLE,11,12,5900,8.08
 Nyheim Hines,IND,RB,2,JAX,31,18,5500,8.08
 Kareem Hunt,CLE,RB,8,CIN,6,2,5600,8.07
 Tyler Allgeier,ATL,RB,6,SF,1,1,5800,8.06
 Travis Etienne Jr.,JAX,RB,3,LAC,16,19,5600,8.03
 Gus Edwards,BAL,RB,18,CIN,10,8,5800,8.02
 AJ Dillon,GB,RB,9,DET,32,30,6100,7.98
 Antonio Gibson,WAS,RB,16,SF,1,1,5800,7.98
 Rex Burkhead,HOU,RB,15,KC,25,16,4800,7.97
 Rachaad White,TB,RB,18,ATL,27,19,6500,7.96
 Kareem Hunt,CLE,RB,11,BUF,4,16,5800,7.94
 Darrell Henderson Jr.,LAR,RB,1,BUF,1,17,5400,7.93
 Raheem Mostert,MIA,RB,17,NE,6,2,6600,7.9
 Tyler Allgeier,ATL,RB,7,CIN,11,7,5900,7.88
 Clyde Edwards-Helaire,KC,RB,10,JAX,15,20,6200,7.87
 Michael Carter,NYJ,RB,14,BUF,6,10,6300,7.87
 Clyde Edwards-Helaire,KC,RB,9,TEN,18,4,6100,7.84
 Zonovan Knight,NYJ,RB,18,MIA,28,16,6200,7.79
 Chuba Hubbard,CAR,RB,18,NO,7,13,6100,7.79
 Zonovan Knight,NYJ,RB,14,BUF,6,10,6300,7.77
 D'Andre Swift,DET,RB,12,BUF,8,13,6200,7.77
 Brian Robinson Jr.,WAS,RB,9,MIN,22,7,5900,7.75
 Khalil Herbert,CHI,RB,5,MIN,17,28,7100,7.74
 Khalil Herbert,CHI,RB,10,DET,32,27,5800,7.73
 Jeff Wilson Jr.,SF,RB,7,KC,31,23,6300,7.73
 Tyler Allgeier,ATL,RB,16,BAL,9,4,6200,7.72
 Leonard Fournette,TB,RB,18,ATL,27,19,6600,7.71
 Mike Boone,DEN,RB,6,LAC,26,32,5600,7.66
 Gus Edwards,BAL,RB,12,JAX,19,16,6500,7.65
 Clyde Edwards-Helaire,KC,RB,7,SF,1,1,6700,7.64
 Brian Robinson Jr.,WAS,RB,10,PHI,2,15,5800,7.62
 Jamaal Williams,DET,RB,3,MIN,15,18,6500,7.6
 Mike Davis,BAL,RB,1,NYJ,32,32,5600,7.58
 Damien Harris,NE,RB,8,NYJ,10,12,7000,7.57
 Brian Robinson Jr.,WAS,RB,16,SF,1,1,6600,7.56
 James Cook,BUF,RB,18,NE,--,--,6000,7.56
 AJ Dillon,GB,RB,8,BUF,1,2,5500,7.48
 Michael Carter,NYJ,RB,6,GB,7,17,5900,7.48
 Rex Burkhead,HOU,RB,3,CHI,13,25,5200,7.48
 Royce Freeman,HOU,RB,17,JAX,23,15,5900,7.44
 AJ Dillon,GB,RB,11,TEN,19,3,7000,7.44
 Melvin Gordon III,DEN,RB,7,NYJ,13,14,6300,7.44
 Michael Carter,NYJ,RB,17,SEA,29,31,6100,7.43
 Leonard Fournette,TB,RB,14,SF,1,1,6800,7.43
 Antonio Gibson,WAS,RB,7,GB,6,22,5500,7.42
 Antonio Gibson,WAS,RB,8,IND,11,20,5600,7.4
 Nyheim Hines,IND,RB,1,HOU,29,28,5400,7.39
 Jerick McKinnon,KC,RB,11,LAC,24,31,5100,7.36
 Cam Akers,LAR,RB,12,KC,27,17,5900,7.34
 Michael Carter,NYJ,RB,15,DET,32,14,5900,7.34
 James Cook,BUF,RB,15,MIA,21,16,5300,7.33
 Kareem Hunt,CLE,RB,12,TB,9,4,5800,7.32
 Cam Akers,LAR,RB,2,ATL,30,1,5500,7.31
 Latavius Murray,DEN,RB,8,JAX,15,25,5600,7.31
 Kareem Hunt,CLE,RB,14,CIN,10,15,5700,7.31
 Darrell Henderson Jr.,LAR,RB,9,TB,13,6,5700,7.3
 Damien Harris,NE,RB,12,MIN,26,21,6400,7.29
 James Cook,BUF,RB,16,CHI,17,25,5300,7.29
 Raheem Mostert,MIA,RB,1,NE,2,19,5500,7.28
 Damien Harris,NE,RB,18,BUF,2,9,5900,7.28
 Darrell Henderson Jr.,LAR,RB,4,SF,1,3,6000,7.28
 Elijah Mitchell,SF,RB,11,ARI,25,20,6000,7.24
 Samaje Perine,CIN,RB,14,CLE,20,30,7800,7.22
 Jeff Wilson Jr.,MIA,RB,17,NE,6,2,6000,7.21
 Latavius Murray,DEN,RB,7,NYJ,13,14,6000,7.2
 Latavius Murray,DEN,RB,11,LV,30,26,5600,7.19
 Deon Jackson,IND,RB,16,LAC,24,29,5900,7.15
 Jeff Wilson Jr.,MIA,RB,16,GB,12,26,6000,7.12
 Chuba Hubbard,CAR,RB,17,TB,13,6,6400,7.11
 Rachaad White,TB,RB,6,PIT,30,20,5200,7.1
 Rachaad White,TB,RB,10,SEA,23,22,5400,7.06
 Tyler Allgeier,ATL,RB,9,LAC,27,31,6400,7.04
 Khalil Herbert,CHI,RB,9,MIA,24,21,7000,7.03
 James Cook,BUF,RB,17,CIN,10,8,5300,7.03
 J.D. McKissic,WAS,RB,1,JAX,23,22,5200,7.03
 J.D. McKissic,WAS,RB,3,PHI,12,27,5300,7.03
 J.D. McKissic,WAS,RB,5,TEN,28,16,5100,7
 Elijah Mitchell,SF,RB,12,NO,17,13,6500,6.93
 Melvin Gordon III,DEN,RB,10,TEN,24,3,5700,6.9
 Phillip Lindsay,IND,RB,6,JAX,6,23,5400,6.89
 Michael Carter,NYJ,RB,16,JAX,26,20,5900,6.85
 Jerick McKinnon,KC,RB,12,LAR,12,8,5500,6.85
 Nyheim Hines,IND,RB,3,KC,25,20,5100,6.84
 Kareem Hunt,CLE,RB,15,BAL,12,4,5600,6.83
 Dameon Pierce,HOU,RB,2,DEN,8,3,5600,6.82
 Jamaal Williams,DET,RB,1,PHI,15,21,5700,6.8
 Chuba Hubbard,CAR,RB,16,DET,32,9,6000,6.8
 Jerick McKinnon,KC,RB,3,IND,17,15,5000,6.79
 Antonio Gibson,WAS,RB,6,CHI,14,26,6300,6.77
 J.D. McKissic,WAS,RB,4,DAL,10,14,5300,6.77
 Rex Burkhead,HOU,RB,1,IND,16,5,5100,6.76
 Royce Freeman,HOU,RB,18,IND,18,25,5800,6.75
 Kareem Hunt,CLE,RB,16,NO,12,18,5600,6.74
 Jerick McKinnon,KC,RB,14,DEN,2,8,5400,6.74
 J.D. McKissic,WAS,RB,2,DET,27,28,5200,6.63
 Corey Clement,ARI,RB,18,SF,1,1,5700,6.62
 Rex Burkhead,HOU,RB,4,LAC,26,26,5100,6.6
 Gus Edwards,BAL,RB,17,PIT,20,11,6100,6.58
 Gus Edwards,BAL,RB,16,ATL,29,21,5700,6.58
 Isiah Pacheco,KC,RB,7,SF,1,1,5200,6.57
 Chuba Hubbard,CAR,RB,15,PIT,21,20,6100,6.51
 Nyheim Hines,IND,RB,4,TEN,28,29,5100,6.51
 AJ Dillon,GB,RB,12,PHI,2,18,5900,6.5
 Samaje Perine,CIN,RB,18,BAL,--,--,6400,6.49
 J.D. McKissic,WAS,RB,6,CHI,14,26,5100,6.47
 Alexander Mattison,MIN,RB,3,DET,29,31,7000,6.46
 Alexander Mattison,MIN,RB,4,NO,8,11,8000,6.46
 Rachaad White,TB,RB,5,ATL,26,11,5800,6.46
 Damien Harris,NE,RB,11,NYJ,5,8,6300,6.45
 Craig Reynolds,DET,RB,4,SEA,22,22,5100,6.45
 Matt Breida,NYG,RB,18,PHI,4,17,6300,6.44
 Kenneth Gainwell,PHI,RB,2,MIN,5,27,5900,6.44
 Rex Burkhead,HOU,RB,5,JAX,10,22,5100,6.44
 James Robinson,NYJ,RB,11,NE,8,3,6300,6.4
 Chase Edmonds,DEN,RB,18,LAC,15,27,5600,6.4
 Jerick McKinnon,KC,RB,13,CIN,11,14,4900,6.39
 Khalil Herbert,CHI,RB,8,DAL,4,3,6700,6.37
 Tyler Allgeier,ATL,RB,12,WAS,10,6,5900,6.36
 Kenyan Drake,BAL,RB,1,NYJ,32,32,5700,6.35
 Raheem Mostert,MIA,RB,4,CIN,8,14,5400,6.34
 Rachaad White,TB,RB,8,BAL,21,13,5400,6.33
 Gus Edwards,BAL,RB,15,CLE,20,30,5900,6.32
 D'Onta Foreman,CAR,RB,7,TB,8,2,4900,6.32
 James Robinson,JAX,RB,1,WAS,27,12,6200,6.32
 Samaje Perine,CIN,RB,15,TB,11,7,5800,6.28
 Nyheim Hines,IND,RB,7,TEN,30,8,6000,6.28
 Samaje Perine,CIN,RB,16,NE,6,2,5500,6.26
 Tyler Allgeier,ATL,RB,15,NO,13,10,5800,6.25
 Mike Boone,DEN,RB,5,IND,13,15,5600,6.24
 Alexander Mattison,MIN,RB,2,PHI,28,32,7000,6.23
 Michael Carter,NYJ,RB,7,DEN,3,9,5600,6.22
 Damien Harris,NE,RB,17,MIA,28,17,6000,6.21
 Tyler Allgeier,ATL,RB,10,CAR,24,30,5800,6.18
 Alexander Mattison,MIN,RB,6,MIA,27,21,5300,6.18
 Kenneth Gainwell,PHI,RB,4,JAX,5,6,5000,6.15
 Kenneth Gainwell,PHI,RB,1,DET,31,31,5300,6.15
 Rachaad White,TB,RB,7,CAR,16,27,5000,6.14
 Khalil Herbert,CHI,RB,18,MIN,32,21,5800,6.09
 Alexander Mattison,MIN,RB,5,CHI,9,27,7300,6.09
 Tyler Allgeier,ATL,RB,11,CHI,14,29,6000,6.08
 Ty Johnson,NYJ,RB,13,MIN,30,19,5700,6.05
 Tyler Allgeier,ATL,RB,13,PIT,27,18,5900,6.04
 Jerick McKinnon,KC,RB,4,TB,3,1,4900,6
 Jaylen Warren,PIT,RB,18,CLE,13,29,5700,5.99
 Jaylen Warren,PIT,RB,11,CIN,10,11,5700,5.95
 Rex Burkhead,HOU,RB,7,LV,28,12,5000,5.95
 Chase Edmonds,MIA,RB,8,DET,32,31,5700,5.93
 Isiah Pacheco,KC,RB,10,JAX,15,20,6200,5.92
 Keaontay Ingram,ARI,RB,18,SF,1,1,5500,5.92
 Kyren Williams,LAR,RB,12,KC,27,17,5300,5.9
 Kenneth Gainwell,PHI,RB,3,WAS,28,30,5900,5.9
 Caleb Huntley,ATL,RB,7,CIN,11,7,5900,5.89
 Kyren Williams,LAR,RB,14,LV,29,26,5200,5.88
 Chase Edmonds,MIA,RB,7,PIT,27,20,5300,5.85
 Cam Akers,LAR,RB,13,SEA,28,29,6200,5.82
 Rex Burkhead,HOU,RB,8,TEN,25,6,5200,5.82
 Mark Ingram II,NO,RB,3,CAR,14,26,5700,5.8
 Chuba Hubbard,CAR,RB,7,TB,8,2,4600,5.79
 Nyheim Hines,IND,RB,8,WAS,17,24,5100,5.78
 Mark Ingram II,NO,RB,5,SEA,31,30,6000,5.76
 Zack Moss,BUF,RB,3,MIA,20,1,5500,5.73
 Joshua Kelley,LAC,RB,18,DEN,5,22,5400,5.72
 Kenneth Walker III,SEA,RB,3,ATL,27,8,5200,5.71
 Malik Davis,DAL,RB,17,TEN,26,3,4600,5.7
 Raheem Mostert,MIA,RB,13,SF,1,1,6000,5.7
 Dontrell Hilliard,TEN,RB,7,IND,14,24,5300,5.67
 Khalil Herbert,CHI,RB,17,DET,32,16,5500,5.66
 Isiah Pacheco,KC,RB,9,TEN,18,4,5500,5.65
 Jerick McKinnon,KC,RB,2,LAC,16,18,5100,5.64
 Khalil Herbert,CHI,RB,16,BUF,5,12,5500,5.63
 Kenyan Drake,BAL,RB,12,JAX,19,16,6500,5.63
 Khalil Herbert,CHI,RB,6,WAS,23,23,5800,5.61
 Marlon Mack,DEN,RB,16,LAR,14,14,5700,5.61
 Kareem Hunt,CLE,RB,17,WAS,8,7,5500,5.61
 Khalil Herbert,CHI,RB,7,NE,14,1,6800,5.6
 Alexander Mattison,MIN,RB,8,ARI,24,10,5200,5.6
 Rachaad White,TB,RB,9,LAR,7,11,5300,5.58
 Michael Carter,NYJ,RB,18,MIA,28,16,5800,5.58
 Mark Ingram II,NO,RB,1,ATL,28,24,5500,5.57
 Samaje Perine,CIN,RB,17,BUF,2,9,5500,5.57
 Latavius Murray,DEN,RB,10,TEN,24,3,5700,5.55
 Chuba Hubbard,CAR,RB,10,ATL,31,21,6000,5.54
 Alexander Mattison,MIN,RB,18,CHI,25,31,7000,5.53
 Nyheim Hines,BUF,RB,9,NYJ,8,12,5900,5.53
 Jerick McKinnon,KC,RB,5,LV,22,16,4800,5.52
 Chase Edmonds,MIA,RB,6,MIN,16,24,5300,5.5
 Mike Boone,DEN,RB,7,NYJ,13,14,5400,5.5
 James Robinson,NYJ,RB,9,BUF,2,4,6000,5.47
 J.D. McKissic,WAS,RB,7,GB,6,22,4900,5.47
 Zack Moss,BUF,RB,2,TEN,23,31,5500,5.46
 Dontrell Hilliard,TEN,RB,9,KC,31,19,5300,5.46
 Caleb Huntley,ATL,RB,5,TB,11,3,5600,5.45
 Raheem Mostert,MIA,RB,2,BAL,9,13,5300,5.41
 James Robinson,NYJ,RB,8,NE,14,7,6000,5.4
 J.K. Dobbins,BAL,RB,14,PIT,25,16,6000,5.4
 Kenneth Walker III,SEA,RB,4,DET,30,31,5200,5.4
 Dare Ogunbowale,HOU,RB,15,KC,25,16,5000,5.38
 Jaylen Warren,PIT,RB,16,LV,25,26,5100,5.36
 Khalil Herbert,CHI,RB,3,HOU,23,24,6000,5.34
 Marlon Mack,DEN,RB,15,ARI,30,22,5200,5.34
 Dare Ogunbowale,HOU,RB,18,IND,18,25,5600,5.31
 Jerick McKinnon,KC,RB,10,JAX,15,20,5500,5.29
 James Cook,BUF,RB,12,DET,32,25,5500,5.28
 Jaylen Warren,PIT,RB,13,ATL,26,24,5000,5.28
 Dontrell Hilliard,TEN,RB,3,LV,26,23,6200,5.28
 Ameer Abdullah,LV,RB,1,LAC,26,29,4500,5.27
 Jerick McKinnon,KC,RB,6,BUF,2,7,5500,5.25
 Dontrell Hilliard,TEN,RB,5,WAS,30,13,5000,5.23
 Chuba Hubbard,CAR,RB,14,SEA,26,29,5500,5.22
 DeeJay Dallas,SEA,RB,18,LAR,16,20,5300,5.21
 Mark Ingram II,NO,RB,7,ARI,16,15,5200,5.2
 Kareem Hunt,CLE,RB,18,PIT,17,11,5400,5.18
 Kenneth Gainwell,PHI,RB,5,ARI,21,24,5200,5.18
 James Cook,BUF,RB,1,LAR,10,9,4800,5.16
 Clyde Edwards-Helaire,KC,RB,11,LAC,24,31,6000,5.15
 Royce Freeman,HOU,RB,16,TEN,26,3,5900,5.11
 Malik Davis,DAL,RB,8,CHI,7,27,4500,5.1
 Mark Ingram II,NO,RB,6,CIN,9,4,5100,5.08
 Tony Jones Jr.,SEA,RB,14,CAR,15,26,5500,5.07
