name,team,pos,wk,opp,TGTS,REC,PCT,YDS,TD,LNG,Y/T,Y/R,ATT,YDS,AVG,TD,FUM,LST,FPTS/G,FPTS
 Terry McLaurinF • 10 - 23 @ HOU,WAS,WR,11,HOU,7,4,57.1,55,0,19,7.9,13.8,1,1,1,0,0,0,9.6,9.6
 Gabe DavisF • 32 - 29 vs. MIA,BUF,WR,15,MIA,6,4,66.7,56,0,21,9.3,14,0,0,0,0,0,0,9.6,9.6
 Marquez Valdes-ScantlingF • 26 - 10 vs. LAR,KC,WR,12,LAR,5,4,80,56,0,23,11.2,14,0,0,0,0,0,0,9.6,9.6
 JuJu Smith-SchusterF • 31 - 41 @ TB,KC,WR,4,TB,8,5,62.5,46,0,19,5.8,9.2,0,0,0,0,0,0,9.6,9.6
 Brandon AiyukF • 33 - 17 vs. MIA,SF,WR,13,MIA,9,5,55.6,46,0,23,5.1,9.2,0,0,0,0,0,0,9.6,9.6
 DK MetcalfF • 17 - 16 vs. DEN,SEA,WR,1,DEN,7,7,100,36,0,15,5.1,5.1,0,0,0,0,1,1,9.6,9.6
 Treylon BurksF • 35 - 10 @ PHI,TEN,WR,13,PHI,1,1,100,25,1,25,25,25,0,0,0,0,0,0,9.5,9.5
 Gabe DavisF • 10 - 24 @ NE,BUF,WR,13,NE,7,2,28.6,15,1,8,2.1,7.5,0,0,0,0,0,0,9.5,9.5
 Alec PierceF • 16 - 17 vs. WAS,IND,WR,8,WAS,5,3,60,65,0,47,13,21.7,0,0,0,0,0,0,9.5,9.5
 Isaiah McKenzieF/OT • 30 - 33 vs. MIN,BUF,WR,10,MIN,4,4,100,37,0,15,9.2,9.2,1,18,18,0,0,0,9.5,9.5
 Trent SherfieldF • 27 - 15 @ CIN,MIA,WR,4,CIN,6,4,66.7,55,0,16,9.2,13.8,0,0,0,0,0,0,9.5,9.5
 Amon-Ra St. BrownF • 15 - 9 vs. GB,DET,WR,9,GB,9,4,44.4,55,0,25,6.1,13.8,0,0,0,0,0,0,9.5,9.5
 River CracraftF • 30 - 15 vs. HOU,MIA,WR,12,HOU,4,4,100,55,0,22,13.8,13.8,0,0,0,0,0,0,9.5,9.5
 CeeDee LambF • 3 - 40 @ MIN,DAL,WR,11,MIN,5,5,100,45,0,27,9,9,0,0,0,0,0,0,9.5,9.5
 Diontae JohnsonF • 16 - 10 @ MIA,PIT,WR,7,MIA,10,5,50,42,0,14,4.2,8.4,1,3,3,0,0,0,9.5,9.5
 Kalif RaymondF • 29 - 0 @ NE,DET,WR,5,NE,7,5,71.4,45,0,20,6.4,9,0,0,0,0,0,0,9.5,9.5
 Tutu AtwellF • 17 - 16 vs. LV,LAR,WR,14,LV,9,5,55.6,50,0,22,5.6,10,2,-5,-2.5,0,0,0,9.5,9.5
 Christian KirkF • 22 - 36 @ TEN,JAX,WR,14,TEN,7,5,71.4,45,0,23,6.4,9,0,0,0,0,0,0,9.5,9.5
 DeSean JacksonF • 28 - 27 @ JAX,BAL,WR,12,JAX,3,2,66.7,74,0,62,24.7,37,0,0,0,0,0,0,9.4,9.4
 Brandin CooksF • 16 - 9 @ DEN,HOU,WR,2,DEN,10,4,40,54,0,25,5.4,13.5,0,0,0,0,0,0,9.4,9.4
 Chase ClaypoolF/OT • 20 - 23 @ CIN,PIT,WR,1,CIN,6,4,66.7,18,0,6,3,4.5,6,36,6,0,0,0,9.4,9.4
 Elijah MooreF • 17 - 20 vs. DET,NYJ,WR,15,DET,7,4,57.1,51,0,21,7.3,12.8,1,3,3,0,0,0,9.4,9.4
 Isaiah McKenzieF • 10 - 24 @ NE,BUF,WR,13,NE,5,5,100,44,0,17,8.8,8.8,0,0,0,0,0,0,9.4,9.4
 Tyler BoydF • 42 - 21 vs. CAR,CIN,WR,9,CAR,6,5,83.3,44,0,15,7.3,8.8,0,0,0,0,0,0,9.4,9.4
 Deebo SamuelF • 23 - 44 vs. KC,SF,WR,7,KC,7,5,71.4,42,0,22,6,8.4,1,2,2,0,0,0,9.4,9.4
 Sterling ShepardF • 19 - 16 vs. CAR,NYG,WR,2,CAR,10,6,60,34,0,12,3.4,5.7,0,0,0,0,0,0,9.4,9.4
 Christian WatsonF/OT • 27 - 24 vs. NE,GB,WR,4,NE,3,1,33.3,8,0,8,2.7,8,1,15,15,1,0,0,9.3,9.3
 Allen LazardF • 27 - 10 vs. CHI,GB,WR,2,CHI,3,2,66.7,13,1,8,4.3,6.5,0,0,0,0,0,0,9.3,9.3
 Chris MooreF • 23 - 20 @ CHI,HOU,WR,3,CHI,3,3,100,63,0,52,21,21,0,0,0,0,0,0,9.3,9.3
 Marquez Valdes-ScantlingF • 31 - 41 @ TB,KC,WR,4,TB,5,3,60,63,0,36,12.6,21,0,0,0,0,0,0,9.3,9.3
 Darius SlaytonF • 28 - 20 @ DAL,NYG,WR,12,DAL,6,3,50,63,0,44,10.5,21,0,0,0,0,0,0,9.3,9.3
 Terry McLaurinF • 19 - 13 vs. ATL,WAS,WR,12,ATL,6,4,66.7,48,0,26,8,12,1,5,5,0,0,0,9.3,9.3
 Joshua PalmerF • 23 - 17 vs. MIA,LAC,WR,14,MIA,6,4,66.7,53,0,18,8.8,13.2,0,0,0,0,0,0,9.3,9.3
 Davante AdamsF/OT • 23 - 29 vs. ARI,LV,WR,2,ARI,7,2,28.6,12,1,11,1.7,6,0,0,0,0,0,0,9.2,9.2
 Adam ThielenF • 13 - 29 @ CHI,MIN,WR,18,CHI,3,2,66.7,8,1,4,2.7,4,1,4,4,0,0,0,9.2,9.2
 Nick Westbrook-IkhineF • 17 - 21 @ WAS,TEN,WR,5,WAS,3,2,66.7,72,0,61,24,36,0,0,0,0,0,0,9.2,9.2
 Byron PringleF • 31 - 10 @ NYJ,CHI,WR,12,NYJ,2,2,100,12,1,8,6,6,0,0,0,0,0,0,9.2,9.2
 Russell GageF • 35 - 7 @ SF,TB,WR,14,SF,2,2,100,12,1,8,6,6,0,0,0,0,0,0,9.2,9.2
 Jakobi MeyersF • 33 - 26 @ MIN,NE,WR,12,MIN,4,3,75,62,0,26,15.5,20.7,0,0,0,0,0,0,9.2,9.2
 Adam ThielenF • 24 - 7 @ PHI,MIN,WR,2,PHI,7,4,57.1,52,0,19,7.4,13,0,0,0,0,0,0,9.2,9.2
 Jakobi MeyersF • 10 - 3 vs. NYJ,NE,WR,11,NYJ,6,4,66.7,52,0,20,8.7,13,0,0,0,0,0,0,9.2,9.2
 Garrett WilsonF • 9 - 24 vs. BAL,NYJ,WR,1,BAL,8,4,50,52,0,19,6.5,13,0,0,0,0,0,0,9.2,9.2
 Zay JonesF • 34 - 27 @ IND,JAX,WR,6,IND,5,5,100,42,0,18,8.4,8.4,0,0,0,0,0,0,9.2,9.2
 Tutu AtwellF • 23 - 27 vs. SEA,LAR,WR,13,SEA,5,2,40,48,0,30,9.6,24,4,23,5.8,0,0,0,9.1,9.1
 Marquez Valdes-ScantlingF • 27 - 24 @ CIN,KC,WR,13,CIN,6,2,33.3,71,0,42,11.8,35.5,0,0,0,0,0,0,9.1,9.1
 Parris CampbellF • 16 - 17 vs. WAS,IND,WR,8,WAS,2,2,100,43,0,38,21.5,21.5,1,28,28,0,0,0,9.1,9.1
 Dante PettisF • 13 - 35 vs. BUF,CHI,WR,16,BUF,5,2,40,11,1,6,2.2,5.5,0,0,0,0,0,0,9.1,9.1
 Alec PierceF • 20 - 17 vs. KC,IND,WR,3,KC,5,3,60,61,0,30,12.2,20.3,0,0,0,0,0,0,9.1,9.1
 Noah BrownF • 25 - 10 vs. WAS,DAL,WR,4,WAS,6,3,50,61,0,45,10.2,20.3,0,0,0,0,0,0,9.1,9.1
 Mike EvansF • 10 - 20 @ NO,TB,WR,2,NO,4,3,75,61,0,41,15.2,20.3,0,0,0,0,0,0,9.1,9.1
 Van JeffersonF/OT • 19 - 16 @ SEA,LAR,WR,18,SEA,7,3,42.9,61,0,35,8.7,20.3,0,0,0,0,0,0,9.1,9.1
 Chris OlaveF • 26 - 27 @ ATL,NO,WR,1,ATL,3,3,100,41,0,20,13.7,13.7,0,0,0,0,0,0,9.1,9.1
 Devin DuvernayF • 20 - 23 vs. BUF,BAL,WR,4,BUF,5,4,80,51,0,21,10.2,12.8,0,0,0,0,0,0,9.1,9.1
 Chase ClaypoolF • 16 - 10 @ MIA,PIT,WR,7,MIA,8,5,62.5,41,0,12,5.1,8.2,0,0,0,0,0,0,9.1,9.1
 K.J. OsbornF • 29 - 22 vs. CHI,MIN,WR,5,CHI,5,5,100,41,0,10,8.2,8.2,0,0,0,0,0,0,9.1,9.1
 A.J. GreenF • 17 - 27 @ LAR,ARI,WR,10,LAR,2,2,100,10,1,6,5,5,0,0,0,0,0,0,9,9
 Brandon JohnsonF • 23 - 10 @ CAR,DEN,WR,12,CAR,4,2,50,10,1,9,2.5,5,0,0,0,0,0,0,9,9
 T.Y. HiltonF • 13 - 27 @ TEN,DAL,WR,17,TEN,5,4,80,50,0,28,10,12.5,0,0,0,0,0,0,9,9
 Donovan Peoples-JonesF • 28 - 30 vs. LAC,CLE,WR,5,LAC,7,4,57.1,50,0,19,7.1,12.5,0,0,0,0,0,0,9,9
 DeVonta SmithF • 40 - 33 vs. GB,PHI,WR,12,GB,9,4,44.4,50,0,17,5.6,12.5,0,0,0,0,0,0,9,9
 Chosen AndersonF • 13 - 27 vs. NE,ARI,WR,14,NE,4,4,100,50,0,21,12.5,12.5,0,0,0,0,0,0,9,9
 Zay JonesF • 27 - 20 vs. LV,JAX,WR,9,LV,5,5,100,40,0,22,8,8,0,0,0,0,0,0,9,9
 Mike EvansF • 16 - 13 vs. LAR,TB,WR,9,LAR,11,5,45.5,40,0,13,3.6,8,0,0,0,0,0,0,9,9
 Noah BrownF • 24 - 6 vs. DET,DAL,WR,7,DET,7,5,71.4,50,0,15,7.1,10,0,0,0,0,1,1,9,9
 Sammy WatkinsF • 27 - 16 @ CIN,BAL,WR,18,CIN,4,2,50,79,0,47,19.8,39.5,0,0,0,0,1,1,8.9,8.9
 Elijah MooreF • 12 - 27 vs. CIN,NYJ,WR,3,CIN,9,4,44.4,49,0,18,5.4,12.2,0,0,0,0,0,0,8.9,8.9
 Michael GallupF • 49 - 29 vs. CHI,DAL,WR,8,CHI,6,4,66.7,49,0,17,8.2,12.2,0,0,0,0,0,0,8.9,8.9
 Equanimeous St. BrownF • 19 - 10 vs. SF,CHI,WR,1,SF,3,1,33.3,18,1,18,6,18,0,0,0,0,0,0,8.8,8.8
 K.J. OsbornF • 34 - 26 vs. ARI,MIN,WR,8,ARI,5,2,40,8,1,5,1.6,4,0,0,0,0,0,0,8.8,8.8
 Damiere ByrdF • 25 - 15 @ CAR,ATL,WR,10,CAR,4,3,75,58,0,21,14.5,19.3,0,0,0,0,0,0,8.8,8.8
 Marquise BrownF/OT • 16 - 19 vs. TB,ARI,WR,16,TB,6,3,50,57,0,47,9.5,19,1,1,1,0,0,0,8.8,8.8
 Brandon AiyukF • 15 - 37 @ CAR,SF,WR,5,CAR,4,3,75,58,0,24,14.5,19.3,0,0,0,0,0,0,8.8,8.8
 Marquez Valdes-ScantlingF • 20 - 17 @ IND,KC,WR,3,IND,7,4,57.1,48,0,24,6.9,12,0,0,0,0,0,0,8.8,8.8
 Romeo DoubsF • 23 - 7 @ MIN,GB,WR,1,MIN,5,4,80,37,0,23,7.4,9.2,1,11,11,0,0,0,8.8,8.8
 Equanimeous St. BrownF • 14 - 33 @ NE,CHI,WR,7,NE,7,4,57.1,48,0,19,6.9,12,0,0,0,0,0,0,8.8,8.8
 Kendall HintonF • 28 - 34 vs. KC,DEN,WR,14,KC,6,5,83.3,38,0,14,6.3,7.6,0,0,0,0,0,0,8.8,8.8
 Julio JonesF • 35 - 7 @ SF,TB,WR,14,SF,8,5,62.5,38,0,15,4.8,7.6,0,0,0,0,0,0,8.8,8.8
 Kendall HintonF/OT • 16 - 22 vs. LV,DEN,WR,11,LV,3,3,100,57,0,32,19,19,0,0,0,0,0,0,8.7,8.7
 Treylon BurksF • 41 - 7 @ BUF,TEN,WR,2,BUF,6,4,66.7,47,0,16,7.8,11.8,0,0,0,0,0,0,8.7,8.7
 Quez WatkinsF • 35 - 10 vs. TEN,PHI,WR,13,TEN,6,5,83.3,37,0,16,6.2,7.4,0,0,0,0,0,0,8.7,8.7
 Braxton BerriosF • 9 - 24 vs. BAL,NYJ,WR,1,BAL,6,5,83.3,37,0,13,6.2,7.4,0,0,0,0,0,0,8.7,8.7
 Christian WatsonF • 24 - 12 vs. LAR,GB,WR,15,LAR,6,4,66.7,46,0,15,7.7,11.5,0,0,0,0,0,0,8.6,8.6
 Brandin CooksF • 38 - 20 @ LV,HOU,WR,7,LV,5,4,80,46,0,24,9.2,11.5,0,0,0,0,0,0,8.6,8.6
 Diontae JohnsonF • 20 - 18 vs. TB,PIT,WR,6,TB,7,5,71.4,28,0,9,4,5.6,2,8,4,0,0,0,8.6,8.6
 Mike WilliamsF • 10 - 38 vs. JAX,LAC,WR,3,JAX,6,1,16.7,15,1,15,2.5,15,0,0,0,0,0,0,8.5,8.5
 Elijah MooreF • 20 - 24 @ PIT,NYJ,WR,4,PIT,4,3,75,53,0,28,13.2,17.7,1,2,2,0,0,0,8.5,8.5
 DeAndre CarterF • 27 - 24 @ KC,LAC,WR,2,KC,3,3,100,55,0,35,18.3,18.3,0,0,0,0,0,0,8.5,8.5
 Treylon BurksF • 20 - 21 vs. NYG,TEN,WR,1,NYG,5,3,60,55,0,27,11,18.3,0,0,0,0,0,0,8.5,8.5
 Hunter RenfrowF • 38 - 20 vs. HOU,LV,WR,7,HOU,3,3,100,55,0,27,18.3,18.3,0,0,0,0,0,0,8.5,8.5
 Julio JonesF/OT • 23 - 17 @ CLE,TB,WR,12,CLE,4,3,75,40,0,26,10,13.3,1,15,15,0,0,0,8.5,8.5
 Marquise GoodwinF/OT • 34 - 40 vs. LV,SEA,WR,12,LV,3,3,100,48,0,21,16,16,1,7,7,0,0,0,8.5,8.5
 Parris CampbellF • 54 - 19 @ DAL,IND,WR,13,DAL,5,4,80,43,0,13,8.6,10.8,1,2,2,0,0,0,8.5,8.5
 Kendrick BourneF • 35 - 23 @ BUF,NE,WR,18,BUF,5,4,80,45,0,20,9,11.2,0,0,0,0,0,0,8.5,8.5
 Greg DortchF • 38 - 13 @ SF,ARI,WR,18,SF,4,4,100,30,0,15,7.5,7.5,2,15,7.5,0,0,0,8.5,8.5
 Mack HollinsF • 27 - 20 vs. LAC,LV,WR,13,LAC,9,5,55.6,35,0,14,3.9,7,0,0,0,0,0,0,8.5,8.5
 Diontae JohnsonF • 35 - 13 @ PHI,PIT,WR,8,PHI,9,5,55.6,35,0,14,3.9,7,0,0,0,0,0,0,8.5,8.5
 Tyler BoydQ1 6:12 • 7 - 3 vs. BUF,CIN,WR,17,BUF,1,1,100,14,1,14,14,14,0,0,0,0,0,0,8.4,8.4
 Ashton DulinF • 54 - 19 @ DAL,IND,WR,13,DAL,2,1,50,14,1,14,7,14,0,0,0,0,0,0,8.4,8.4
 Braxton BerriosF • 40 - 17 vs. MIA,NYJ,WR,5,MIA,1,1,100,-1,0,-1,-1,-1,1,15,15,1,0,0,8.4,8.4
 Jalen GuytonF • 10 - 38 vs. JAX,LAC,WR,3,JAX,3,2,66.7,64,0,54,21.3,32,0,0,0,0,0,0,8.4,8.4
 Jamal AgnewF/OT • 40 - 34 vs. DAL,JAX,WR,15,DAL,3,2,66.7,12,0,7,4,6,3,52,17.3,0,0,0,8.4,8.4
 Tom KennedyF • 45 - 48 vs. SEA,DET,WR,4,SEA,5,3,60,54,0,28,10.8,18,0,0,0,0,0,0,8.4,8.4
 Jerry JeudyF/OT • 19 - 16 @ LAC,DEN,WR,6,LAC,7,3,42.9,54,0,37,7.7,18,0,0,0,0,0,0,8.4,8.4
 Allen Robinson IIF • 17 - 27 vs. ARI,LAR,WR,10,ARI,6,4,66.7,44,0,14,7.3,11,0,0,0,0,0,0,8.4,8.4
 Courtland SuttonF • 27 - 24 @ KC,DEN,WR,17,KC,6,4,66.7,44,0,18,7.3,11,0,0,0,0,0,0,8.4,8.4
 Michael GallupF • 10 - 22 @ LAR,DAL,WR,5,LAR,5,4,80,44,0,27,8.8,11,0,0,0,0,0,0,8.4,8.4
 Mike EvansF • 35 - 7 @ SF,TB,WR,14,SF,9,4,44.4,44,0,20,4.9,11,0,0,0,0,0,0,8.4,8.4
 Jakobi MeyersF • 26 - 3 vs. IND,NE,WR,9,IND,6,5,83.3,42,0,17,7,8.4,1,2,2,0,1,1,8.4,8.4
 Donovan Peoples-JonesF • 10 - 24 @ WAS,CLE,WR,17,WAS,3,1,33.3,13,1,13,4.3,13,0,0,0,0,0,0,8.3,8.3
 Christian KirkF • 29 - 21 @ PHI,JAX,WR,4,PHI,9,2,22.2,60,0,45,6.7,30,1,3,3,0,0,0,8.3,8.3
 Parris CampbellF • 38 - 10 @ NYG,IND,WR,17,NYG,6,3,50,52,0,49,8.7,17.3,1,1,1,0,0,0,8.3,8.3
 Marquez CallawayF • 25 - 28 vs. MIN,NO,WR,4,MIN,6,3,50,53,0,33,8.8,17.7,0,0,0,0,0,0,8.3,8.3
 Chris OlaveF • 21 - 18 vs. ATL,NO,WR,15,ATL,4,3,75,53,0,21,13.2,17.7,0,0,0,0,0,0,8.3,8.3
 Darnell MooneyF • 14 - 33 @ NE,CHI,WR,7,NE,6,3,50,53,0,20,8.8,17.7,0,0,0,0,0,0,8.3,8.3
 Laviska Shenault Jr.F • 37 - 23 vs. DET,CAR,WR,16,DET,3,3,100,53,0,43,17.7,17.7,0,0,0,0,0,0,8.3,8.3
 Jerry JeudyF/OT • 9 - 12 vs. IND,DEN,WR,5,IND,8,3,37.5,53,0,37,6.6,17.7,0,0,0,0,0,0,8.3,8.3
 KhaDarel HodgeF • 21 - 15 @ TB,ATL,WR,5,TB,5,3,60,33,0,13,6.6,11,0,0,0,0,0,0,8.3,8.3
 Parris CampbellF • 17 - 24 vs. TEN,IND,WR,4,TEN,4,4,100,43,0,20,10.8,10.8,0,0,0,0,0,0,8.3,8.3
 CeeDee LambF • 27 - 23 vs. HOU,DAL,WR,14,HOU,6,5,83.3,33,0,13,5.5,6.6,0,0,0,0,0,0,8.3,8.3
 Demarcus RobinsonF • 38 - 42 vs. MIA,BAL,WR,2,MIA,2,1,50,12,1,12,6,12,0,0,0,0,0,0,8.2,8.2
 Mack HollinsF • 17 - 16 @ LAR,LV,WR,14,LAR,4,2,50,22,0,15,5.5,11,3,40,13.3,0,0,0,8.2,8.2
 Jaylen WaddleF • 23 - 21 @ NE,MIA,WR,17,NE,5,3,60,52,0,23,10.4,17.3,0,0,0,0,0,0,8.2,8.2
 Terry McLaurinF • 7 - 12 @ CHI,WAS,WR,6,CHI,4,3,75,41,0,17,10.2,13.7,2,11,5.5,0,1,0,8.2,8.2
 Brandin CooksF • 24 - 16 @ NYG,HOU,WR,10,NYG,7,4,57.1,37,0,25,5.3,9.2,1,5,5,0,0,0,8.2,8.2
 Chris OlaveF • 10 - 20 @ PHI,NO,WR,17,PHI,5,4,80,42,0,16,8.4,10.5,0,0,0,0,0,0,8.2,8.2
 Mike EvansF • 20 - 18 @ PIT,TB,WR,6,PIT,4,4,100,42,0,20,10.5,10.5,0,0,0,0,0,0,8.2,8.2
 Deven ThompkinsF • 30 - 17 @ ATL,TB,WR,18,ATL,9,4,44.4,25,0,13,2.8,6.2,1,17,17,0,0,0,8.2,8.2
 Chris MooreF/OT • 24 - 30 vs. KC,HOU,WR,15,KC,8,4,50,42,0,34,5.2,10.5,0,0,0,0,0,0,8.2,8.2
 Richie JamesF • 12 - 20 @ WAS,NYG,WR,15,WAS,5,4,80,42,0,15,8.4,10.5,0,0,0,0,0,0,8.2,8.2
 Rashod BatemanF • 23 - 20 vs. CLE,BAL,WR,7,CLE,5,4,80,42,0,26,8.4,10.5,0,0,0,0,0,0,8.2,8.2
 Nelson AgholorF • 13 - 27 @ ARI,NE,WR,14,ARI,10,5,50,32,0,13,3.2,6.4,0,0,0,0,0,0,8.2,8.2
 River CracraftF • 21 - 19 vs. BUF,MIA,WR,3,BUF,1,1,100,11,1,11,11,11,0,0,0,0,0,0,8.1,8.1
 KJ HamlerF • 17 - 21 @ JAX,DEN,WR,8,JAX,3,2,66.7,52,0,47,17.3,26,1,9,9,0,0,0,8.1,8.1
 Terrace Marshall Jr.F • 16 - 24 vs. PIT,CAR,WR,15,PIT,3,3,100,51,0,40,17,17,0,0,0,0,0,0,8.1,8.1
 Marquez Valdes-ScantlingF • 21 - 44 @ ARI,KC,WR,1,ARI,4,4,100,44,0,17,11,11,1,-3,-3,0,0,0,8.1,8.1
 Rashid ShaheedF • 10 - 17 @ CLE,NO,WR,16,CLE,5,4,80,41,0,16,8.2,10.2,0,0,0,0,0,0,8.1,8.1
 Isaiah HodginsF • 38 - 3 vs. PIT,BUF,WR,5,PIT,6,4,66.7,41,0,26,6.8,10.2,0,0,0,0,0,0,8.1,8.1
 Christian KirkF • 28 - 27 vs. BAL,JAX,WR,12,BAL,9,4,44.4,46,0,17,5.1,11.5,1,-5,-5,0,0,0,8.1,8.1
 Isaiah McKenzieF • 27 - 17 vs. GB,BUF,WR,8,GB,1,1,100,8,0,8,8,8,2,2,1,1,0,0,8,8
 DJ MooreF • 24 - 26 vs. CLE,CAR,WR,1,CLE,6,3,50,43,0,26,7.2,14.3,1,7,7,0,0,0,8,8
 Richie JamesF • 16 - 23 vs. DAL,NYG,WR,3,DAL,5,4,80,36,0,16,7.2,9,1,4,4,0,0,0,8,8
 Jauan JenningsF • 22 - 16 vs. LAC,SF,WR,10,LAC,4,4,100,40,0,12,10,10,0,0,0,0,0,0,8,8
 Amari CooperF • 14 - 27 @ HOU,CLE,WR,13,HOU,9,4,44.4,40,0,13,4.4,10,0,0,0,0,0,0,8,8
 Brandon PowellF • 24 - 10 vs. CAR,LAR,WR,6,CAR,5,4,80,27,0,16,5.4,6.8,3,13,4.3,0,0,0,8,8
 Robert WoodsF • 20 - 16 @ JAX,TEN,WR,18,JAX,5,4,80,40,0,13,8,10,0,0,0,0,0,0,8,8
 Velus Jones Jr.F • 29 - 22 @ MIN,CHI,WR,5,MIN,1,1,100,9,1,9,9,9,0,0,0,0,0,0,7.9,7.9
 Rashid ShaheedF • 13 - 0 @ SF,NO,WR,12,SF,3,2,66.7,53,0,35,17.7,26.5,1,6,6,0,0,0,7.9,7.9
 Brandin CooksF • 3 - 31 vs. JAX,HOU,WR,17,JAX,7,4,57.1,39,0,17,5.6,9.8,0,0,0,0,0,0,7.9,7.9
 Robert WoodsF • 41 - 7 @ BUF,TEN,WR,2,BUF,5,4,80,39,0,17,7.8,9.8,0,0,0,0,0,0,7.9,7.9
 Russell GageF • 21 - 3 @ CAR,TB,WR,7,CAR,5,4,80,39,0,20,7.8,9.8,0,0,0,0,0,0,7.9,7.9
 Michael Pittman Jr.F • 3 - 20 vs. LAC,IND,WR,16,LAC,7,4,57.1,39,0,19,5.6,9.8,0,0,0,0,0,0,7.9,7.9
 Olamide ZaccheausF • 26 - 27 vs. NO,ATL,WR,1,NO,4,4,100,49,0,22,12.2,12.2,0,0,0,0,1,1,7.9,7.9
 Demarcus RobinsonF • 13 - 3 @ CLE,BAL,WR,15,CLE,6,6,100,29,0,14,4.8,4.8,0,0,0,0,2,1,7.9,7.9
 Kadarius ToneyF • 24 - 10 vs. SEA,KC,WR,16,SEA,2,1,50,8,1,8,4,8,0,0,0,0,0,0,7.8,7.8
 Diontae JohnsonF • 28 - 14 vs. CLE,PIT,WR,18,CLE,10,2,20,38,0,32,3.8,19,0,0,0,0,0,0,7.8,7.8
 Curtis SamuelF • 25 - 10 @ DAL,WAS,WR,4,DAL,7,4,57.1,38,0,15,5.4,9.5,0,0,0,0,0,0,7.8,7.8
 Justin JeffersonF • 13 - 29 @ CHI,MIN,WR,18,CHI,5,4,80,38,0,23,7.6,9.5,0,0,0,0,0,0,7.8,7.8
 Marvin Jones Jr.F • 28 - 22 @ WAS,JAX,WR,1,WAS,6,4,66.7,38,0,12,6.3,9.5,0,0,0,0,0,0,7.8,7.8
 Gabe DavisF • 25 - 28 @ DET,BUF,WR,12,DET,5,4,80,38,0,16,7.6,9.5,0,0,0,0,0,0,7.8,7.8
 Laviska Shenault Jr.F • 24 - 30 @ SEA,CAR,WR,14,SEA,4,4,100,31,0,11,7.8,7.8,1,7,7,0,0,0,7.8,7.8
 Russell GageF • 10 - 20 @ NO,TB,WR,2,NO,6,5,83.3,28,0,10,4.7,5.6,0,0,0,0,0,0,7.8,7.8
 Justin WatsonF • 13 - 31 @ LV,KC,WR,18,LV,2,1,50,67,0,67,33.5,67,0,0,0,0,0,0,7.7,7.7
 Randall CobbF • 12 - 14 @ TB,GB,WR,3,TB,2,2,100,57,0,40,28.5,28.5,0,0,0,0,0,0,7.7,7.7
 KhaDarel HodgeF • 31 - 27 @ LAR,ATL,WR,2,LAR,3,2,66.7,57,0,39,19,28.5,0,0,0,0,0,0,7.7,7.7
 Kalif RaymondF • 30 - 31 @ CHI,DET,WR,10,CHI,3,3,100,47,0,21,15.7,15.7,0,0,0,0,0,0,7.7,7.7
 Sammy WatkinsF/OT • 31 - 28 vs. DAL,GB,WR,10,DAL,3,3,100,47,0,23,15.7,15.7,0,0,0,0,0,0,7.7,7.7
 K.J. OsbornF/OT • 30 - 33 @ BUF,MIN,WR,10,BUF,11,4,36.4,35,0,20,3.2,8.8,1,2,2,0,0,0,7.7,7.7
 Brandon AiyukF • 24 - 9 vs. LAR,SF,WR,4,LAR,4,4,100,37,0,15,9.2,9.2,0,0,0,0,0,0,7.7,7.7
 Isaiah HodginsF • 12 - 20 @ WAS,NYG,WR,15,WAS,4,4,100,37,0,19,9.2,9.2,0,0,0,0,0,0,7.7,7.7
 Robert WoodsF • 17 - 21 @ WAS,TEN,WR,5,WAS,8,4,50,37,0,13,4.6,9.2,0,0,0,0,0,0,7.7,7.7
 Tyler BoydF • 27 - 15 vs. MIA,CIN,WR,4,MIA,5,2,40,47,0,43,9.4,23.5,0,0,0,0,0,0,7.6,7.62
 Dax MilneF • 17 - 20 vs. MIN,WAS,WR,9,MIN,1,1,100,6,1,6,6,6,0,0,0,0,0,0,7.6,7.6
 Greg DortchF • 42 - 34 vs. NO,ARI,WR,7,NO,1,1,100,5,1,5,5,5,1,1,1,0,0,0,7.6,7.6
 Demarcus RobinsonF • 17 - 9 vs. ATL,BAL,WR,16,ATL,1,1,100,6,1,6,6,6,0,0,0,0,0,0,7.6,7.6
 DJ CharkF • 41 - 10 vs. CHI,DET,WR,17,CHI,4,2,50,56,0,28,14,28,0,0,0,0,0,0,7.6,7.6
 Chase ClaypoolF • 29 - 17 @ CLE,PIT,WR,3,CLE,6,3,50,35,0,20,5.8,11.7,1,11,11,0,0,0,7.6,7.6
 DJ CharkF • 28 - 24 @ MIN,DET,WR,3,MIN,6,3,50,46,0,23,7.7,15.3,0,0,0,0,0,0,7.6,7.6
 Nelson AgholorF/OT • 27 - 24 @ GB,NE,WR,4,GB,4,3,75,46,0,27,11.5,15.3,0,0,0,0,0,0,7.6,7.6
 Chris MooreF • 14 - 27 vs. CLE,HOU,WR,13,CLE,3,3,100,46,0,39,15.3,15.3,0,0,0,0,0,0,7.6,7.6
 Ashton DulinF/OT • 20 - 20 @ HOU,IND,WR,1,HOU,6,3,50,46,0,23,7.7,15.3,0,0,0,0,0,0,7.6,7.6
 Michael BandyF • 17 - 20 @ ATL,LAC,WR,9,ATL,8,5,62.5,26,0,11,3.2,5.2,0,0,0,0,0,0,7.6,7.6
 Laviska Shenault Jr.F/OT • 37 - 34 @ ATL,CAR,WR,8,ATL,6,5,83.3,26,0,13,4.3,5.2,0,0,0,0,0,0,7.6,7.6
