name,team,pos,wk,opp,TGTS,REC,PCT,YDS,TD,LNG,Y/T,Y/R,ATT,YDS,AVG,TD,FUM,LST,FPTS/G,FPTS
 Skyy MooreF • 26 - 10 vs. LAR,KC,WR,12,LAR,6,5,83.3,36,0,18,6,7.2,0,0,0,0,1,1,7.6,7.6
 Olamide ZaccheausF • 23 - 20 vs. CLE,ATL,WR,4,CLE,2,2,100,55,0,42,27.5,27.5,0,0,0,0,0,0,7.5,7.5
 Terrace Marshall Jr.F • 37 - 23 vs. DET,CAR,WR,16,DET,3,2,66.7,55,0,36,18.3,27.5,0,0,0,0,0,0,7.5,7.5
 Allen LazardF/OT • 31 - 28 vs. DAL,GB,WR,10,DAL,4,3,75,45,0,36,11.2,15,0,0,0,0,0,0,7.5,7.5
 Corey DavisF • 23 - 6 @ SEA,NYJ,WR,17,SEA,6,3,50,45,0,16,7.5,15,0,0,0,0,0,0,7.5,7.5
 Mecole HardmanF • 27 - 24 vs. LAC,KC,WR,2,LAC,4,3,75,49,0,30,12.2,16.3,1,-4,-4,0,0,0,7.5,7.5
 Curtis SamuelF • 12 - 20 vs. NYG,WAS,WR,15,NYG,5,3,60,44,0,27,8.8,14.7,5,1,0.2,0,0,0,7.5,7.5
 Phillip DorsettF • 14 - 19 @ TEN,HOU,WR,16,TEN,3,3,100,45,0,20,15,15,0,0,0,0,0,0,7.5,7.5
 Michael GallupF/OT • 31 - 28 @ GB,DAL,WR,10,GB,7,4,57.1,35,0,23,5,8.8,0,0,0,0,0,0,7.5,7.5
 DK MetcalfF • 27 - 7 @ SF,SEA,WR,2,SF,6,4,66.7,35,0,12,5.8,8.8,0,0,0,0,0,0,7.5,7.5
 Drake LondonF • 21 - 15 @ TB,ATL,WR,5,TB,7,4,57.1,35,0,15,5,8.8,0,0,0,0,0,0,7.5,7.5
 Scotty MillerF • 21 - 15 vs. ATL,TB,WR,5,ATL,7,4,57.1,35,0,12,5,8.8,0,0,0,0,0,0,7.5,7.5
 Kalif RaymondF • 25 - 28 vs. BUF,DET,WR,12,BUF,6,4,66.7,35,0,13,5.8,8.8,0,0,0,0,2,0,7.5,7.5
 Marquez CallawayF • 22 - 14 @ CAR,NO,WR,3,CAR,1,1,100,4,1,4,4,4,0,0,0,0,0,0,7.4,7.4
 Kevin WhiteF • 42 - 34 @ ARI,NO,WR,7,ARI,1,1,100,64,0,64,64,64,0,0,0,0,0,0,7.4,7.4
 Justin WatsonF • 23 - 44 @ SF,KC,WR,7,SF,2,1,50,4,1,4,2,4,0,0,0,0,0,0,7.4,7.4
 Kalif RaymondF • 37 - 23 @ CAR,DET,WR,16,CAR,1,1,100,56,0,56,56,56,1,8,8,0,0,0,7.4,7.4
 Freddie SwainF • 31 - 28 vs. LAC,DEN,WR,18,LAC,3,2,66.7,54,0,52,18,27,0,0,0,0,1,0,7.4,7.4
 Joshua PalmerF • 22 - 16 @ SF,LAC,WR,10,SF,8,3,37.5,44,0,25,5.5,14.7,0,0,0,0,0,0,7.4,7.4
 Kalif RaymondF • 41 - 10 vs. CHI,DET,WR,17,CHI,3,3,100,40,0,16,13.3,13.3,1,4,4,0,0,0,7.4,7.4
 Trent SherfieldF • 16 - 10 vs. PIT,MIA,WR,7,PIT,3,3,100,44,0,32,14.7,14.7,0,0,0,0,0,0,7.4,7.4
 Jamal AgnewF • 22 - 36 @ TEN,JAX,WR,14,TEN,3,3,100,36,0,16,12,12,1,8,8,0,0,0,7.4,7.4
 Marquise BrownF • 13 - 27 vs. NE,ARI,WR,14,NE,8,4,50,34,0,16,4.2,8.5,0,0,0,0,0,0,7.4,7.4
 Equanimeous St. BrownF • 23 - 20 vs. HOU,CHI,WR,3,HOU,2,1,50,20,0,20,10,20,2,43,21.5,0,0,0,7.3,7.3
 George PickensF • 16 - 24 @ CAR,PIT,WR,15,CAR,5,2,40,53,0,38,10.6,26.5,0,0,0,0,0,0,7.3,7.3
 Deebo SamuelF • 13 - 0 vs. NO,SF,WR,12,NO,7,3,42.9,43,0,20,6.1,14.3,2,0,0,0,0,0,7.3,7.3
 Marquise GoodwinF • 27 - 13 vs. NYG,SEA,WR,8,NYG,5,4,80,33,0,16,6.6,8.2,0,0,0,0,0,0,7.3,7.3
 Chris MooreF • 10 - 23 vs. WAS,HOU,WR,11,WAS,7,5,71.4,20,0,11,2.9,4,1,3,3,0,0,0,7.3,7.3
 DeVonta SmithF • 35 - 13 vs. PIT,PHI,WR,8,PIT,8,5,62.5,23,0,14,2.9,4.6,0,0,0,0,0,0,7.3,7.3
 Darius SlaytonF • 12 - 20 @ WAS,NYG,WR,15,WAS,7,5,71.4,23,0,7,3.3,4.6,0,0,0,0,1,0,7.3,7.3
 River CracraftF • 38 - 42 @ BAL,MIA,WR,2,BAL,2,1,50,2,1,2,1,2,0,0,0,0,0,0,7.2,7.2
 Drake LondonF • 27 - 24 vs. CHI,ATL,WR,11,CHI,3,1,33.3,2,1,2,0.7,2,0,0,0,0,0,0,7.2,7.2
 Corey DavisF • 10 - 27 @ GB,NYJ,WR,6,GB,4,2,50,52,0,41,13,26,0,0,0,0,0,0,7.2,7.2
 Velus Jones Jr.F • 13 - 35 vs. BUF,CHI,WR,16,BUF,4,2,50,52,0,44,13,26,0,0,0,0,1,0,7.2,7.2
 Darnell MooneyF • 29 - 22 @ MIN,CHI,WR,5,MIN,5,2,40,52,0,39,10.4,26,0,0,0,0,0,0,7.2,7.2
 Randall CobbF/OT • 27 - 24 vs. NE,GB,WR,4,NE,4,3,75,42,0,24,10.5,14,0,0,0,0,1,0,7.2,7.2
 Scotty MillerF • 10 - 20 @ NO,TB,WR,2,NO,8,3,37.5,34,0,23,4.2,11.3,1,8,8,0,0,0,7.2,7.2
 Alec PierceF • 31 - 32 vs. HOU,IND,WR,18,HOU,4,3,75,42,0,18,10.5,14,0,0,0,0,0,0,7.2,7.2
 Braxton BerriosF • 9 - 16 @ DEN,NYJ,WR,7,DEN,4,3,75,15,0,8,3.8,5,2,27,13.5,0,0,0,7.2,7.2
 Mike WilliamsF • 31 - 28 @ DEN,LAC,WR,18,DEN,5,4,80,32,0,18,6.4,8,0,0,0,0,0,0,7.2,7.2
 Jalen ReagorF • 29 - 22 vs. CHI,MIN,WR,5,CHI,1,1,100,1,1,1,1,1,0,0,0,0,1,0,7.1,7.1
 Deebo SamuelF • 22 - 16 vs. LAC,SF,WR,10,LAC,6,2,33.3,24,0,16,4,12,4,27,6.8,0,0,0,7.1,7.1
 Amari CooperF • 28 - 14 @ PIT,CLE,WR,18,PIT,3,2,66.7,51,0,36,17,25.5,0,0,0,0,0,0,7.1,7.1
 Chase ClaypoolF • 31 - 10 @ NYJ,CHI,WR,12,NYJ,5,2,40,51,0,31,10.2,25.5,0,0,0,0,0,0,7.1,7.1
 Rashid ShaheedF • 7 - 10 vs. CAR,NO,WR,18,CAR,4,3,75,34,0,18,8.5,11.3,1,7,7,0,0,0,7.1,7.1
 Van JeffersonF • 27 - 20 @ NO,LAR,WR,11,NO,5,3,60,41,0,20,8.2,13.7,0,0,0,0,0,0,7.1,7.1
 Michael GallupF • 3 - 40 @ MIN,DAL,WR,11,MIN,4,3,75,41,0,19,10.2,13.7,0,0,0,0,0,0,7.1,7.1
 Drake LondonF/OT • 37 - 34 vs. CAR,ATL,WR,8,CAR,5,4,80,31,0,17,6.2,7.8,0,0,0,0,0,0,7.1,7.1
 Steven SimsF • 14 - 16 vs. BAL,PIT,WR,14,BAL,4,4,100,30,0,11,7.5,7.5,1,1,1,0,0,0,7.1,7.1
 Jake KumerowF • 41 - 7 vs. TEN,BUF,WR,2,TEN,3,2,66.7,50,0,39,16.7,25,0,0,0,0,0,0,7,7
 Nick Westbrook-IkhineF • 24 - 22 vs. LV,TEN,WR,3,LV,3,3,100,40,0,15,13.3,13.3,0,0,0,0,0,0,7,7
 Chris OlaveF • 20 - 10 @ PIT,NO,WR,10,PIT,5,3,60,40,0,14,8,13.3,0,0,0,0,0,0,7,7
 Mack HollinsF/OT • 34 - 37 vs. SF,LV,WR,17,SF,4,3,75,40,0,21,10,13.3,0,0,0,0,0,0,7,7
 Drake LondonF • 28 - 14 vs. SF,ATL,WR,6,SF,4,3,75,40,0,20,10,13.3,0,0,0,0,0,0,7,7
 DK MetcalfF/OT • 19 - 16 vs. LAR,SEA,WR,18,LAR,8,3,37.5,40,0,23,5,13.3,0,0,0,0,0,0,7,7
 Kalif RaymondF • 18 - 31 @ NYG,DET,WR,11,NYG,7,3,42.9,33,0,21,4.7,11,1,7,7,0,0,0,7,7
 Christian KirkF • 17 - 21 vs. DEN,JAX,WR,8,DEN,7,3,42.9,40,0,25,5.7,13.3,0,0,0,0,0,0,7,7
 Robert WoodsF • 14 - 19 vs. HOU,TEN,WR,16,HOU,5,4,80,30,0,10,6,7.5,0,0,0,0,0,0,7,7
 Terrace Marshall Jr.F • 15 - 37 vs. SF,CAR,WR,5,SF,4,4,100,30,0,12,7.5,7.5,0,0,0,0,0,0,7,7
 Olamide ZaccheausF • 23 - 27 @ SEA,ATL,WR,3,SEA,2,2,100,49,0,26,24.5,24.5,0,0,0,0,0,0,6.9,6.9
 Michael BandyF • 24 - 34 @ HOU,LAC,WR,4,HOU,2,2,100,49,0,25,24.5,24.5,0,0,0,0,0,0,6.9,6.9
 George PickensF • 29 - 17 @ CLE,PIT,WR,3,CLE,7,3,42.9,39,0,36,5.6,13,0,0,0,0,0,0,6.9,6.9
 Rashod BatemanF • 26 - 37 @ NE,BAL,WR,3,NE,4,2,50,59,0,35,14.8,29.5,0,0,0,0,1,1,6.9,6.9
 Michael GallupF • 13 - 27 @ TEN,DAL,WR,17,TEN,4,3,75,39,0,14,9.8,13,0,0,0,0,0,0,6.9,6.9
 Dee EskridgeF • 19 - 9 vs. ARI,SEA,WR,6,ARI,3,3,100,39,0,16,13,13,0,0,0,0,0,0,6.9,6.9
 Gabe DavisF • 35 - 23 vs. NE,BUF,WR,18,NE,10,3,30,39,0,19,3.9,13,0,0,0,0,0,0,6.9,6.9
 Devin DuvernayF • 28 - 27 @ JAX,BAL,WR,12,JAX,5,3,60,23,0,11,4.6,7.7,2,16,8,0,0,0,6.9,6.9
 DJ MooreF • 25 - 15 vs. ATL,CAR,WR,10,ATL,6,4,66.7,29,0,20,4.8,7.2,0,0,0,0,0,0,6.9,6.9
 KhaDarel HodgeF • 26 - 27 vs. NO,ATL,WR,1,NO,3,3,100,38,0,18,12.7,12.7,0,0,0,0,0,0,6.8,6.8
 Rashid ShaheedF • 24 - 0 vs. LV,NO,WR,8,LV,3,3,100,38,0,30,12.7,12.7,0,0,0,0,0,0,6.8,6.8
 JuJu Smith-SchusterF • 26 - 10 vs. LAR,KC,WR,12,LAR,3,3,100,38,0,15,12.7,12.7,0,0,0,0,0,0,6.8,6.8
 Davante AdamsF • 30 - 24 vs. NE,LV,WR,15,NE,9,4,44.4,28,0,11,3.1,7,0,0,0,0,0,0,6.8,6.8
 Tyquan ThorntonF • 13 - 27 @ ARI,NE,WR,14,ARI,5,4,80,28,0,12,5.6,7,0,0,0,0,0,0,6.8,6.8
 Chase ClaypoolF • 19 - 28 vs. GB,CHI,WR,13,GB,6,5,83.3,28,0,15,4.7,5.6,0,0,0,0,1,1,6.8,6.8
 Brandon AiyukF • 19 - 10 @ CHI,SF,WR,1,CHI,3,2,66.7,40,0,31,13.3,20,1,7,7,0,0,0,6.7,6.7
 Gabe DavisF • 21 - 19 @ MIA,BUF,WR,3,MIA,6,3,50,37,0,18,6.2,12.3,0,0,0,0,0,0,6.7,6.7
 Jarvis LandryF • 20 - 10 @ PIT,NO,WR,10,PIT,6,3,50,37,0,17,6.2,12.3,0,0,0,0,0,0,6.7,6.7
 Jahan DotsonF • 10 - 24 vs. CLE,WAS,WR,17,CLE,7,3,42.9,37,0,20,5.3,12.3,0,0,0,0,0,0,6.7,6.7
 David Sills VF • 19 - 16 vs. CAR,NYG,WR,2,CAR,4,3,75,37,0,24,9.2,12.3,0,0,0,0,0,0,6.7,6.7
 Randall CobbF • 27 - 10 vs. CHI,GB,WR,2,CHI,3,3,100,37,0,20,12.3,12.3,0,0,0,0,0,0,6.7,6.7
 Parris CampbellF/OT • 20 - 20 @ HOU,IND,WR,1,HOU,4,3,75,37,0,20,9.2,12.3,0,0,0,0,0,0,6.7,6.7
 Alec PierceF • 19 - 10 @ TEN,IND,WR,7,TEN,4,3,75,37,0,20,9.2,12.3,0,0,0,0,0,0,6.7,6.7
 DeAndre CarterF • 23 - 37 vs. SEA,LAC,WR,7,SEA,7,3,42.9,37,0,22,5.3,12.3,0,0,0,0,0,0,6.7,6.7
 Stefon DiggsF • 20 - 12 vs. NYJ,BUF,WR,14,NYJ,5,3,60,37,0,32,7.4,12.3,0,0,0,0,0,0,6.7,6.7
 Adam ThielenF • 29 - 22 vs. CHI,MIN,WR,5,CHI,7,4,57.1,27,0,13,3.9,6.8,0,0,0,0,0,0,6.7,6.7
 Jauan JenningsF/OT • 34 - 37 @ LV,SF,WR,17,LV,3,2,66.7,46,0,28,15.3,23,0,0,0,0,0,0,6.6,6.6
 A.J. GreenF/OT • 23 - 29 @ LV,ARI,WR,2,LV,7,3,42.9,16,0,10,2.3,5.3,0,0,0,0,0,0,6.6,6.6
 Marquez CallawayF • 26 - 30 vs. CIN,NO,WR,6,CIN,7,3,42.9,36,0,20,5.1,12,0,0,0,0,0,0,6.6,6.6
 Marcus JohnsonF • 22 - 16 @ PHI,NYG,WR,18,PHI,6,3,50,36,0,14,6,12,0,0,0,0,0,0,6.6,6.6
 Adam ThielenF • 23 - 7 vs. GB,MIN,WR,1,GB,4,3,75,36,0,22,9,12,0,0,0,0,0,0,6.6,6.6
 Romeo DoubsF • 20 - 26 @ MIA,GB,WR,16,MIA,6,3,50,36,0,22,6,12,0,0,0,0,0,0,6.6,6.6
 Chase ClaypoolF • 14 - 17 vs. NE,PIT,WR,2,NE,6,4,66.7,26,0,11,4.3,6.5,0,0,0,0,0,0,6.6,6.6
 KJ HamlerF • 32 - 23 @ LV,DEN,WR,4,LV,1,1,100,55,0,55,55,55,0,0,0,0,0,0,6.5,6.5
 Jauan JenningsF • 15 - 37 @ CAR,SF,WR,5,CAR,2,2,100,45,0,32,22.5,22.5,0,0,0,0,0,0,6.5,6.5
 Elijah MooreF • 30 - 31 @ CLE,NYJ,WR,2,CLE,5,3,60,41,0,18,8.2,13.7,1,-6,-6,0,0,0,6.5,6.5
 JuJu Smith-SchusterF • 27 - 24 @ CIN,KC,WR,13,CIN,4,3,75,35,0,18,8.8,11.7,0,0,0,0,0,0,6.5,6.5
 Chris GodwinF • 3 - 19 @ DAL,TB,WR,1,DAL,3,3,100,35,0,24,11.7,11.7,0,0,0,0,0,0,6.5,6.5
 Zay JonesF • 17 - 21 vs. DEN,JAX,WR,8,DEN,3,3,100,28,0,17,9.3,9.3,1,7,7,0,0,0,6.5,6.5
 Marcus JohnsonF • 22 - 27 @ GB,NYG,WR,5,GB,3,3,100,35,0,16,11.7,11.7,0,0,0,0,0,0,6.5,6.5
 Denzel MimsF • 20 - 12 @ BUF,NYJ,WR,14,BUF,5,3,60,35,0,14,7,11.7,0,0,0,0,0,0,6.5,6.5
 Jarvis LandryF • 10 - 20 vs. TB,NO,WR,2,TB,5,4,80,25,0,10,5,6.2,0,0,0,0,0,0,6.5,6.5
 Ben SkowronekF • 10 - 31 vs. BUF,LAR,WR,1,BUF,6,4,66.7,25,0,12,4.2,6.2,0,0,0,0,0,0,6.5,6.5
 Hunter RenfrowF • 30 - 29 @ KC,LV,WR,5,KC,4,4,100,25,0,9,6.2,6.2,0,0,0,0,0,0,6.5,6.5
 Tutu AtwellF • 10 - 22 vs. DAL,LAR,WR,5,DAL,2,1,50,54,0,54,27,54,0,0,0,0,0,0,6.4,6.4
 KJ HamlerF/OT • 19 - 16 @ LAC,DEN,WR,6,LAC,3,2,66.7,44,0,47,14.7,22,0,0,0,0,0,0,6.4,6.4
 Steven SimsF • 13 - 16 @ BAL,PIT,WR,17,BAL,4,3,75,34,0,28,8.5,11.3,0,0,0,0,0,0,6.4,6.4
 Breshad PerrimanF • 12 - 14 vs. GB,TB,WR,3,GB,4,3,75,44,0,24,11,14.7,1,0,0,0,2,1,6.4,6.4
 Garrett WilsonF • 9 - 16 @ DEN,NYJ,WR,7,DEN,4,4,100,24,0,12,6,6,0,0,0,0,0,0,6.4,6.4
 Russell GageF • 30 - 24 vs. CAR,TB,WR,17,CAR,3,3,100,33,0,21,11,11,0,0,0,0,0,0,6.3,6.3
 Skyy MooreF • 27 - 24 vs. DEN,KC,WR,17,DEN,4,3,75,33,0,18,8.2,11,0,0,0,0,0,0,6.3,6.3
 Mack HollinsF • 32 - 23 vs. DEN,LV,WR,4,DEN,5,3,60,33,0,16,6.6,11,0,0,0,0,0,0,6.3,6.3
 Marvin Jones Jr.F • 24 - 0 vs. IND,JAX,WR,2,IND,5,3,60,33,0,13,6.6,11,0,0,0,0,0,0,6.3,6.3
 Justin JeffersonF • 3 - 40 vs. DAL,MIN,WR,11,DAL,5,3,60,33,0,15,6.6,11,0,0,0,0,0,0,6.3,6.3
 DeAndre CarterF • 27 - 30 vs. KC,LAC,WR,11,KC,3,3,100,33,0,20,11,11,0,0,0,0,0,0,6.3,6.3
 Nico CollinsF • 38 - 20 @ LV,HOU,WR,7,LV,3,3,100,33,0,15,11,11,0,0,0,0,0,0,6.3,6.3
 JuJu Smith-SchusterF • 30 - 29 vs. LV,KC,WR,5,LV,8,3,37.5,33,0,13,4.1,11,0,0,0,0,0,0,6.3,6.3
 DeAndre CarterF • 31 - 28 @ DEN,LAC,WR,18,DEN,5,3,60,43,0,25,8.6,14.3,0,0,0,0,1,1,6.3,6.3
 David BellF/OT • 23 - 17 vs. TB,CLE,WR,12,TB,6,4,66.7,23,0,9,3.8,5.8,0,0,0,0,0,0,6.3,6.3
 T.Y. HiltonF • 40 - 34 vs. PHI,DAL,WR,16,PHI,1,1,100,52,0,52,52,52,0,0,0,0,0,0,6.2,6.2
 Donovan Peoples-JonesF • 28 - 14 @ PIT,CLE,WR,18,PIT,4,2,50,42,0,38,10.5,21,0,0,0,0,0,0,6.2,6.2
 Noah BrownF • 3 - 40 @ MIN,DAL,WR,11,MIN,2,2,100,42,0,35,21,21,0,0,0,0,0,0,6.2,6.2
 Tyler BoydF • 30 - 37 @ PIT,CIN,WR,11,PIT,7,2,28.6,42,0,27,6,21,0,0,0,0,0,0,6.2,6.2
 Devin DuvernayF • 23 - 20 vs. CLE,BAL,WR,7,CLE,3,2,66.7,42,0,31,14,21,0,0,0,0,0,0,6.2,6.2
 Amari CooperF • 23 - 10 @ CIN,CLE,WR,14,CIN,7,2,28.6,42,0,24,6,21,0,0,0,0,0,0,6.2,6.2
 Darius SlaytonF • 22 - 48 vs. PHI,NYG,WR,14,PHI,3,2,66.7,42,0,37,14,21,0,0,0,0,0,0,6.2,6.2
 Amari CooperF • 39 - 17 @ MIA,CLE,WR,10,MIA,3,3,100,32,0,12,10.7,10.7,0,0,0,0,0,0,6.2,6.2
 Randall CobbF • 24 - 12 vs. LAR,GB,WR,15,LAR,4,3,75,32,0,14,8,10.7,0,0,0,0,0,0,6.2,6.2
 A.J. BrownF • 17 - 20 @ ARI,PHI,WR,5,ARI,7,3,42.9,32,0,15,4.6,10.7,0,0,0,0,0,0,6.2,6.2
 Tyler BoydF • 19 - 17 @ BAL,CIN,WR,5,BAL,4,3,75,32,0,18,8,10.7,0,0,0,0,0,0,6.2,6.2
 David BellF • 31 - 23 @ BUF,CLE,WR,11,BUF,5,4,80,22,0,8,4.4,5.5,0,0,0,0,0,0,6.2,6.2
 Diontae JohnsonF • 30 - 37 vs. CIN,PIT,WR,11,CIN,5,4,80,21,0,8,4.2,5.2,1,1,1,0,0,0,6.2,6.2
 Nico CollinsF • 23 - 20 @ CHI,HOU,WR,3,CHI,4,2,50,41,0,22,10.2,20.5,0,0,0,0,0,0,6.1,6.1
 Isaiah HodginsF • 24 - 16 vs. HOU,NYG,WR,10,HOU,2,2,100,41,0,26,20.5,20.5,0,0,0,0,0,0,6.1,6.1
 Garrett WilsonF • 20 - 24 @ PIT,NYJ,WR,4,PIT,6,2,33.3,41,0,35,6.8,20.5,0,0,0,0,0,0,6.1,6.1
 Christian WatsonF • 23 - 7 @ MIN,GB,WR,1,MIN,4,2,50,34,0,25,8.5,17,1,7,7,0,0,0,6.1,6.1
 Michael Pittman Jr.F • 17 - 24 vs. TEN,IND,WR,4,TEN,6,3,50,31,0,14,5.2,10.3,0,0,0,0,0,0,6.1,6.1
 Chris MooreF/OT • 20 - 20 vs. IND,HOU,WR,1,IND,3,3,100,31,0,11,10.3,10.3,0,0,0,0,0,0,6.1,6.1
 Jauan JenningsF • 13 - 21 @ SEA,SF,WR,15,SEA,5,3,60,31,0,12,6.2,10.3,0,0,0,0,0,0,6.1,6.1
 Olamide ZaccheausF • 35 - 17 @ CIN,ATL,WR,7,CIN,4,3,75,31,0,12,7.8,10.3,0,0,0,0,0,0,6.1,6.1
 Isaiah HodginsF • 28 - 20 @ DAL,NYG,WR,12,DAL,4,3,75,31,0,17,7.8,10.3,0,0,0,0,0,0,6.1,6.1
 Gabe DavisF • 20 - 12 vs. NYJ,BUF,WR,14,NYJ,4,3,75,31,0,17,7.8,10.3,0,0,0,0,0,0,6.1,6.1
 Kalif RaymondF • 45 - 48 vs. SEA,DET,WR,4,SEA,5,3,60,38,0,21,7.6,12.7,1,3,3,0,1,1,6.1,6.1
 Romeo DoubsF • 10 - 27 vs. NYJ,GB,WR,6,NYJ,9,4,44.4,21,0,8,2.3,5.2,0,0,0,0,0,0,6.1,6.1
 Zay JonesF • 20 - 16 vs. TEN,JAX,WR,18,TEN,6,4,66.7,21,0,8,3.5,5.2,0,0,0,0,0,0,6.1,6.1
 Curtis SamuelF • 21 - 32 @ PHI,WAS,WR,10,PHI,4,2,50,28,0,23,7,14,4,12,3,0,0,0,6,6
 Russell GageF • 21 - 15 vs. ATL,TB,WR,5,ATL,6,2,33.3,20,0,14,3.3,10,0,0,0,0,0,0,6,6
 Michael GallupF • 27 - 23 vs. HOU,DAL,WR,14,HOU,6,2,33.3,40,0,24,6.7,20,0,0,0,0,0,0,6,6
 Brandon JohnsonF • 24 - 15 vs. ARI,DEN,WR,15,ARI,4,3,75,30,0,12,7.5,10,0,0,0,0,0,0,6,6
 Brandin CooksF • 6 - 13 @ JAX,HOU,WR,5,JAX,6,4,66.7,20,0,7,3.3,5,0,0,0,0,0,0,6,6
 Garrett WilsonF • 3 - 19 vs. JAX,NYJ,WR,16,JAX,9,4,44.4,30,0,13,3.3,7.5,0,0,0,0,1,1,6,6
 N'Keal HarryF • 19 - 28 vs. GB,CHI,WR,13,GB,1,1,100,49,0,49,49,49,0,0,0,0,0,0,5.9,5.9
 Jaylen WaddleF • 27 - 15 @ CIN,MIA,WR,4,CIN,5,2,40,39,0,20,7.8,19.5,0,0,0,0,0,0,5.9,5.9
 Kendall HintonF • 32 - 23 @ LV,DEN,WR,4,LV,3,2,66.7,39,0,35,13,19.5,0,0,0,0,0,0,5.9,5.9
 Equanimeous St. BrownF • 27 - 10 @ GB,CHI,WR,2,GB,4,2,50,39,0,30,9.8,19.5,0,0,0,0,0,0,5.9,5.9
 Van JeffersonF • 23 - 27 vs. SEA,LAR,WR,13,SEA,4,2,50,39,0,23,9.8,19.5,0,0,0,0,0,0,5.9,5.9
 Gunner OlszewskiF • 30 - 37 vs. CIN,PIT,WR,11,CIN,3,2,66.7,39,0,31,13,19.5,0,0,0,0,0,0,5.9,5.9
 Tre'Quan SmithF • 13 - 27 vs. BAL,NO,WR,9,BAL,4,3,75,29,0,13,7.2,9.7,0,0,0,0,0,0,5.9,5.9
 Mike EvansF/OT • 16 - 19 @ ARI,TB,WR,16,ARI,8,3,37.5,29,0,16,3.6,9.7,0,0,0,0,0,0,5.9,5.9
 Romeo DoubsF • 22 - 27 vs. NYG,GB,WR,5,NYG,5,3,60,29,0,22,5.8,9.7,0,0,0,0,0,0,5.9,5.9
 Kendrick BourneF • 33 - 26 @ MIN,NE,WR,12,MIN,4,3,75,36,0,17,9,12,1,-7,-7,0,0,0,5.9,5.9
 Treylon BurksF • 20 - 16 @ JAX,TEN,WR,18,JAX,7,4,57.1,19,0,9,2.7,4.8,0,0,0,0,0,0,5.9,5.9
 Marquise BrownF • 24 - 15 @ DEN,ARI,WR,15,DEN,8,4,50,19,0,9,2.4,4.8,0,0,0,0,0,0,5.9,5.9
 Quez WatkinsF • 22 - 48 @ NYG,PHI,WR,14,NYG,5,4,80,19,0,9,3.8,4.8,0,0,0,0,0,0,5.9,5.9
 Kendrick BourneF/OT • 27 - 24 @ GB,NE,WR,4,GB,3,2,66.7,23,0,16,7.7,11.5,1,15,15,0,0,0,5.8,5.8
 Corey DavisF • 40 - 17 vs. MIA,NYJ,WR,5,MIA,4,2,50,38,0,21,9.5,19,0,0,0,0,0,0,5.8,5.8
 Julio JonesF • 17 - 16 vs. NO,TB,WR,13,NO,6,3,50,28,0,15,4.7,9.3,0,0,0,0,0,0,5.8,5.8
 George PickensF • 20 - 18 vs. TB,PIT,WR,6,TB,6,3,50,27,0,14,4.5,9,1,1,1,0,0,0,5.8,5.8
 Alec PierceF • 16 - 17 vs. PHI,IND,WR,11,PHI,8,3,37.5,28,0,17,3.5,9.3,0,0,0,0,0,0,5.8,5.8
 Jamison CrowderF • 10 - 31 @ LAR,BUF,WR,1,LAR,4,3,75,28,0,11,7,9.3,0,0,0,0,0,0,5.8,5.8
 Tyler LockettF • 17 - 16 vs. DEN,SEA,WR,1,DEN,4,3,75,28,0,17,7,9.3,0,0,0,0,0,0,5.8,5.8
 Isaiah McKenzieF • 20 - 12 vs. NYJ,BUF,WR,14,NYJ,5,3,60,21,0,8,4.2,7,1,7,7,0,0,0,5.8,5.8
 Dante PettisF • 49 - 29 @ DAL,CHI,WR,8,DAL,5,4,80,18,0,12,3.6,4.5,0,0,0,0,0,0,5.8,5.8
 Olamide ZaccheausF • 17 - 9 @ BAL,ATL,WR,16,BAL,7,4,57.1,18,0,10,2.6,4.5,0,0,0,0,0,0,5.8,5.8
 Amon-Ra St. BrownF • 29 - 0 @ NE,DET,WR,5,NE,6,4,66.7,18,0,11,3,4.5,0,0,0,0,0,0,5.8,5.8
 Terry McLaurinF • 10 - 24 vs. CLE,WAS,WR,17,CLE,5,2,40,25,0,23,5,12.5,1,12,12,0,0,0,5.7,5.7
 Tyler BoydF • 20 - 17 @ DAL,CIN,WR,2,DAL,2,2,100,17,0,16,8.5,8.5,0,0,0,0,0,0,5.7,5.7
 Isaiah McKenzieF • 41 - 7 vs. TEN,BUF,WR,2,TEN,3,2,66.7,37,0,28,12.3,18.5,0,0,0,0,0,0,5.7,5.7
 Justin WatsonF/OT • 20 - 17 vs. TEN,KC,WR,9,TEN,5,2,40,37,0,31,7.4,18.5,0,0,0,0,0,0,5.7,5.7
 Brandon PowellF • 12 - 20 @ ARI,LAR,WR,3,ARI,3,3,100,27,0,16,9,9,0,0,0,0,0,0,5.7,5.7
 Demarcus RobinsonF • 24 - 20 @ NYG,BAL,WR,6,NYG,5,3,60,27,0,15,5.4,9,0,0,0,0,0,0,5.7,5.7
 Marquez Valdes-ScantlingF • 13 - 31 @ LV,KC,WR,18,LV,6,3,50,27,0,13,4.5,9,0,0,0,0,0,0,5.7,5.7
 Trent SherfieldF • 32 - 35 @ CHI,MIA,WR,9,CHI,3,3,100,27,0,18,9,9,0,0,0,0,0,0,5.7,5.7
 Jakobi MeyersF • 30 - 24 @ LV,NE,WR,15,LV,6,2,33.3,47,0,39,7.8,23.5,0,-20,0,0,1,1,5.7,5.7
