Name,Team,Pos,Week,Opponent,Opponent Rank,Opponent Position Rank,Salary,Projection
 Cade Otton,TB,TE,5,ATL,26,30,4100,4.94
 Greg Dulcich,DEN,TE,7,NYJ,13,15,4000,4.9
 Jonnu Smith,NE,TE,2,PIT,23,14,4700,4.9
 Austin Hooper,TEN,TE,13,PHI,4,7,5000,4.89
 Cameron Brate,TB,TE,4,KC,21,26,5000,4.89
 Mike Gesicki,MIA,TE,5,NYJ,18,15,5000,4.88
 Will Dissly,SEA,TE,9,ARI,26,31,4900,4.87
 Austin Hooper,TEN,TE,2,BUF,3,11,4900,4.86
 Logan Thomas,WAS,TE,10,PHI,2,15,5000,4.85
 Cole Kmet,CHI,TE,9,MIA,24,23,4700,4.82
 Logan Thomas,WAS,TE,11,HOU,21,22,5000,4.82
 Austin Hooper,TEN,TE,3,LV,26,27,4900,4.82
 Logan Thomas,WAS,TE,1,JAX,23,14,5500,4.81
 Robert Tonyan,GB,TE,18,DET,31,28,5300,4.81
 Robert Tonyan,GB,TE,16,MIA,29,30,5200,4.81
 Daniel Bellinger,NYG,TE,6,BAL,23,18,4700,4.79
 Austin Hooper,TEN,TE,12,CIN,11,13,5000,4.78
 Will Dissly,SEA,TE,5,NO,13,2,5100,4.78
 Isaiah Likely,BAL,TE,3,NE,5,13,4500,4.78
 Jonnu Smith,NE,TE,3,BAL,31,25,4500,4.74
 Will Dissly,SEA,TE,8,NYG,12,22,4800,4.74
 Juwan Johnson,NO,TE,4,MIN,18,22,4600,4.73
 Noah Fant,SEA,TE,5,NO,13,2,4800,4.71
 Will Dissly,SEA,TE,12,LV,26,27,4600,4.69
 Austin Hooper,TEN,TE,11,GB,10,9,4600,4.68
 Mike Gesicki,MIA,TE,13,SF,1,5,4800,4.67
 Tyler Conklin,NYJ,TE,8,NE,14,23,4800,4.67
 Cameron Brate,TB,TE,1,DAL,11,21,4900,4.66
 Trey McBride,ARI,TE,16,TB,13,27,4800,4.63
 Mo Alie-Cox,IND,TE,6,JAX,6,9,4800,4.62
 Jelani Woods,IND,TE,15,MIN,31,21,4500,4.61
 Daniel Bellinger,NYG,TE,13,WAS,9,4,4700,4.61
 Mo Alie-Cox,IND,TE,2,JAX,31,22,4800,4.6
 Hunter Henry,NE,TE,4,GB,6,6,4600,4.59
 Will Dissly,SEA,TE,13,LAR,12,17,4600,4.58
 Will Dissly,SEA,TE,7,LAC,20,16,4800,4.58
 Albert Okwuegbunam,DEN,TE,4,LV,24,27,4900,4.58
 Juwan Johnson,NO,TE,5,SEA,31,32,4700,4.57
 Daniel Bellinger,NYG,TE,5,GB,5,6,4900,4.53
 Will Dissly,SEA,TE,10,TB,12,24,4700,4.52
 Logan Thomas,WAS,TE,16,SF,1,6,4900,4.51
 Brevin Jordan,HOU,TE,2,DEN,8,31,4700,4.51
 Tyler Conklin,NYJ,TE,1,BAL,25,29,5000,4.51
 Kylen Granson,IND,TE,11,PHI,3,10,4700,4.5
 Isaiah Likely,BAL,TE,1,NYJ,32,27,4100,4.48
 Will Dissly,SEA,TE,4,DET,30,23,4800,4.45
 Tyler Conklin,NYJ,TE,7,DEN,3,14,4800,4.45
 Daniel Bellinger,NYG,TE,4,CHI,11,13,4600,4.43
 Austin Hooper,TEN,TE,16,HOU,20,21,4800,4.42
 Will Dissly,SEA,TE,16,KC,24,18,4600,4.4
 Cameron Brate,TB,TE,3,GB,7,5,4600,4.4
 Adam Trautman,NO,TE,6,CIN,9,19,4700,4.38
 Cole Kmet,CHI,TE,5,MIN,17,22,4600,4.38
 Zach Gentry,PIT,TE,6,TB,8,26,4600,4.37
 Jelani Woods,IND,TE,13,DAL,5,2,4400,4.34
 Will Dissly,SEA,TE,14,CAR,15,9,4600,4.29
 Quintin Morris,BUF,TE,5,PIT,20,16,4200,4.29
 Taysom Hill,NO,TE,10,PIT,31,6,6500,4.26
 Will Dissly,SEA,TE,15,SF,1,5,4700,4.25
 Adam Trautman,NO,TE,1,ATL,28,19,4700,4.23
 Trey McBride,ARI,TE,15,DEN,4,16,4500,4.23
 Austin Hooper,TEN,TE,18,JAX,20,24,4800,4.23
 Mike Gesicki,MIA,TE,14,LAC,29,23,5000,4.22
 Robert Tonyan,GB,TE,17,MIN,31,17,5100,4.22
 Cade Otton,TB,TE,14,SF,1,4,4700,4.22
 O.J. Howard,HOU,TE,3,CHI,13,4,4700,4.2
 Isaiah Likely,BAL,TE,2,MIA,2,17,4100,4.18
 Austin Hooper,TEN,TE,4,IND,13,30,4600,4.18
 Harrison Bryant,CLE,TE,3,PIT,18,8,4800,4.17
 Jordan Akins,HOU,TE,9,PHI,3,14,4500,4.16
 Cole Kmet,CHI,TE,8,DAL,4,6,4600,4.15
 Cole Kmet,CHI,TE,7,NE,14,25,4600,4.14
 Chigoziem Okonkwo,TEN,TE,17,DAL,11,3,5400,4.13
 Adam Trautman,NO,TE,13,TB,9,27,4500,4.12
 Brevin Jordan,HOU,TE,7,LV,28,30,4300,4.09
 Harrison Bryant,CLE,TE,10,MIA,26,28,4800,4.09
 Trey McBride,ARI,TE,11,SF,1,5,4500,4.09
 Daniel Bellinger,NYG,TE,15,WAS,8,3,4700,4.08
 Mike Gesicki,MIA,TE,6,MIN,16,22,4800,4.08
 John Bates,WAS,TE,6,CHI,14,10,4400,4.06
 Jordan Akins,HOU,TE,8,TEN,25,20,4600,4.05
 Mike Gesicki,MIA,TE,2,BAL,9,24,5200,4.05
 Mo Alie-Cox,IND,TE,7,TEN,30,24,4700,4.01
 Will Dissly,SEA,TE,3,ATL,27,30,4500,3.99
 Kylen Granson,IND,TE,7,TEN,30,24,4500,3.99
 Daniel Bellinger,NYG,TE,1,TEN,12,5,4100,3.98
 Taysom Hill,NO,TE,5,SEA,31,32,6000,3.96
 Foster Moreau,LV,TE,15,NE,6,22,5100,3.96
 Mo Alie-Cox,IND,TE,3,KC,25,23,4600,3.96
 Harrison Bryant,CLE,TE,4,ATL,27,31,4600,3.95
 Austin Hooper,TEN,TE,17,DAL,11,3,4800,3.91
 Harrison Bryant,CLE,TE,2,NYJ,14,16,4700,3.86
 Jake Ferguson,DAL,TE,3,NYG,10,7,4500,3.85
 Geoff Swaim,TEN,TE,4,IND,13,30,4700,3.77
 Austin Hooper,TEN,TE,10,DEN,1,17,4600,3.77
 O.J. Howard,HOU,TE,2,DEN,8,31,5000,3.76
 Kylen Granson,IND,TE,3,KC,25,23,4700,3.76
 Tommy Tremble,CAR,TE,10,ATL,31,23,4600,3.74
 Juwan Johnson,NO,TE,6,CIN,9,19,4600,3.73
 Harrison Bryant,CLE,TE,1,CAR,7,13,4600,3.69
 Brock Wright,DET,TE,9,GB,6,4,4400,3.69
 Mo Alie-Cox,IND,TE,12,PIT,31,8,4500,3.68
 Jonnu Smith,NE,TE,12,MIN,26,24,4700,3.68
 Foster Moreau,LV,TE,3,TEN,29,7,4500,3.68
 C.J. Uzomah,NYJ,TE,1,BAL,25,29,4800,3.68
 MyCole Pruitt,ATL,TE,18,TB,14,26,4800,3.65
 Jonnu Smith,NE,TE,4,GB,6,6,4600,3.65
 Isaiah Likely,BAL,TE,5,CIN,9,14,4200,3.64
 Jordan Akins,HOU,TE,4,LAC,26,17,4500,3.63
 Taysom Hill,NO,TE,4,MIN,18,22,6000,3.62
 Jonnu Smith,NE,TE,1,MIA,14,20,4700,3.62
 Kylen Granson,IND,TE,15,MIN,31,21,4700,3.62
 Mike Gesicki,MIA,TE,16,GB,12,13,4700,3.6
 Shane Zylstra,DET,TE,17,CHI,21,5,4800,3.6
 Jonnu Smith,NE,TE,9,IND,9,22,4400,3.6
 Isaiah Likely,BAL,TE,14,PIT,25,13,4600,3.58
 Cade Otton,TB,TE,13,NO,13,1,4700,3.58
 Kylen Granson,IND,TE,10,LV,29,30,4400,3.58
 Daniel Bellinger,NYG,TE,18,PHI,4,11,4700,3.58
 Harrison Bryant,CLE,TE,5,LAC,25,14,4600,3.57
 Cameron Brate,TB,TE,16,ARI,30,31,4500,3.57
 Mitchell Wilcox,CIN,TE,16,NE,6,24,4800,3.57
 Harrison Bryant,CLE,TE,12,TB,9,24,4900,3.56
 Isaiah Likely,BAL,TE,16,ATL,29,28,4500,3.56
 Jordan Akins,HOU,TE,11,WAS,15,3,4700,3.55
 John Bates,WAS,TE,5,TEN,28,24,4400,3.55
 Kylen Granson,IND,TE,6,JAX,6,9,4400,3.53
 Austin Hooper,TEN,TE,5,WAS,30,12,4500,3.53
 Kylen Granson,IND,TE,5,DEN,4,20,4600,3.5
 Trey McBride,ARI,TE,14,NE,7,24,4800,3.5
 O.J. Howard,HOU,TE,4,LAC,26,17,4500,3.49
 Isaiah Likely,BAL,TE,4,BUF,2,5,4300,3.48
 Jordan Akins,HOU,TE,12,MIA,23,30,4600,3.47
 Cameron Brate,TB,TE,12,CLE,24,7,4600,3.46
 Brock Wright,DET,TE,17,CHI,21,5,4500,3.45
 Isaiah Likely,BAL,TE,13,DEN,2,14,4500,3.45
 Colby Parkinson,SEA,TE,17,NYJ,2,16,4500,3.45
 Jonnu Smith,NE,TE,14,ARI,30,32,4500,3.45
 Cade Otton,TB,TE,6,PIT,30,12,5000,3.44
 Noah Gray,KC,TE,16,SEA,27,32,4600,3.44
 Foster Moreau,LV,TE,18,KC,23,23,4900,3.43
 Tyree Jackson,PHI,TE,11,IND,6,23,4000,3.41
 Kylen Granson,IND,TE,9,NE,15,29,4400,3.4
 Jonnu Smith,NE,TE,13,BUF,8,3,4600,3.39
 Chigoziem Okonkwo,TEN,TE,13,PHI,4,7,4700,3.38
 Jonnu Smith,NE,TE,11,NYJ,5,13,4500,3.38
 Brevin Jordan,HOU,TE,14,DAL,5,1,4600,3.38
 Eric Saubert,DEN,TE,5,IND,13,30,4200,3.36
 Brevin Jordan,HOU,TE,9,PHI,3,14,4400,3.36
 Jonnu Smith,NE,TE,15,LV,28,25,4600,3.35
 Jack Stoll,PHI,TE,12,GB,13,16,4400,3.35
 Isaiah Likely,BAL,TE,7,CLE,24,12,4500,3.34
 Chigoziem Okonkwo,TEN,TE,5,WAS,30,12,4600,3.33
 Austin Hooper,TEN,TE,8,HOU,23,16,4700,3.33
 Brevin Jordan,HOU,TE,8,TEN,25,20,4400,3.32
 Cameron Brate,TB,TE,15,CIN,9,14,4400,3.32
 Ian Thomas,CAR,TE,4,ARI,29,32,4500,3.31
 Mo Alie-Cox,IND,TE,4,TEN,28,7,4400,3.3
 Brock Wright,DET,TE,10,CHI,14,5,4500,3.29
 Geoff Swaim,TEN,TE,7,IND,14,27,4300,3.27
 Donald Parham Jr.,LAC,TE,17,LAR,14,15,4100,3.26
 O.J. Howard,HOU,TE,9,PHI,3,14,4400,3.26
 Jordan Akins,HOU,TE,5,JAX,10,9,4400,3.26
 Pharaoh Brown,HOU,TE,3,CHI,13,4,4600,3.26
 Taysom Hill,NO,TE,1,ATL,28,19,6200,3.25
 Parker Hesse,ATL,TE,5,TB,11,28,4400,3.25
 Harrison Bryant,CLE,TE,7,BAL,22,17,4500,3.24
 Harrison Bryant,CLE,TE,6,NE,14,25,4500,3.23
 Will Dissly,SEA,TE,2,SF,6,1,4200,3.22
 Brock Wright,DET,TE,13,JAX,20,22,4400,3.2
 Kylen Granson,IND,TE,8,WAS,17,4,4400,3.19
 Noah Gray,KC,TE,15,HOU,17,19,4600,3.19
 Geoff Swaim,TEN,TE,2,BUF,3,11,4700,3.19
 Jonnu Smith,NE,TE,7,CHI,9,6,4400,3.18
 Harrison Bryant,CLE,TE,14,CIN,10,11,4900,3.18
 Noah Gray,KC,TE,17,DEN,4,23,4500,3.18
 Jonnu Smith,NE,TE,16,CIN,10,12,4600,3.17
 Austin Hooper,TEN,TE,7,IND,14,27,4500,3.15
 Cole Turner,WAS,TE,7,GB,6,4,4300,3.14
 Cameron Brate,TB,TE,10,SEA,23,32,4500,3.14
 Tommy Tremble,CAR,TE,1,CLE,8,18,4600,3.1
 John Bates,WAS,TE,1,JAX,23,14,4700,3.07
