name,team,pos,wk,opp,ATT,YDS,AVG,TD,TGTS,REC,YDS,TD,FUM,LST,FPTS/G,FPTS
 Elijah MitchellF • 38 - 13 vs. ARI,SF,RB,18,ARI,5,55,11,2,0,0,0,0,0,0,17.5,17.5
 Tyler AllgeierF/OT • 37 - 34 vs. CAR,ATL,RB,8,CAR,14,39,2.8,0,3,3,46,1,0,0,17.5,17.5
 Aaron JonesF/OT • 27 - 24 vs. NE,GB,RB,4,NE,16,110,6.9,0,4,3,5,0,0,0,17.5,17.5
 Alvin KamaraF • 42 - 34 @ ARI,NO,RB,7,ARI,11,49,4.5,0,9,7,56,0,0,0,17.5,17.5
 Joe MixonF • 27 - 15 vs. MIA,CIN,RB,4,MIA,24,61,2.5,1,4,4,13,0,0,0,17.4,17.4
 Jonathan TaylorF • 16 - 17 vs. PHI,IND,RB,11,PHI,22,84,3.8,1,4,3,10,0,1,1,17.4,17.4
 Michael CarterF • 40 - 17 vs. MIA,NYJ,RB,5,MIA,10,21,2.1,2,2,2,12,0,0,0,17.3,17.3
 Cam AkersF • 31 - 10 @ LAC,LAR,RB,17,LAC,19,123,6.5,0,2,1,10,0,0,0,17.3,17.3
 Latavius MurrayF/OT • 16 - 22 vs. LV,DEN,RB,11,LV,17,49,2.9,1,4,4,23,0,0,0,17.2,17.2
 Ezekiel ElliottF • 27 - 23 vs. HOU,DAL,RB,14,HOU,15,62,4.1,1,5,3,19,0,0,0,17.1,17.1
 Pierre Strong Jr.F • 13 - 27 @ ARI,NE,RB,14,ARI,5,70,14,1,2,2,20,0,0,0,17,17
 Deon JacksonF • 31 - 32 vs. HOU,IND,RB,18,HOU,8,35,4.4,0,8,6,75,0,0,0,17,17
 Michael CarterF • 9 - 24 vs. BAL,NYJ,RB,1,BAL,10,60,6,0,9,7,40,0,0,0,17,17
 Kenneth Walker IIIF/OT • 34 - 40 vs. LV,SEA,RB,12,LV,14,26,1.9,2,1,1,13,0,0,0,16.9,16.9
 Dameon PierceF • 17 - 29 vs. PHI,HOU,RB,9,PHI,27,139,5.1,0,0,0,0,0,0,0,16.9,16.9
 Christian McCaffreyF • 38 - 13 vs. ARI,SF,RB,18,ARI,10,45,4.5,0,3,3,34,1,0,0,16.9,16.9
 Joe MixonF • 26 - 30 @ NO,CIN,RB,6,NO,8,45,5.6,0,6,4,23,1,0,0,16.8,16.8
 J.K. DobbinsF • 13 - 3 @ CLE,BAL,RB,15,CLE,13,125,9.6,0,1,1,3,0,0,0,16.8,16.8
 Derrick HenryF • 20 - 16 @ JAX,TEN,RB,18,JAX,30,109,3.6,0,1,1,19,0,0,0,16.8,16.8
 Zonovan KnightF • 27 - 22 @ MIN,NYJ,RB,13,MIN,15,90,6,0,5,5,28,0,0,0,16.8,16.8
 Damien HarrisF • 14 - 17 @ PIT,NE,RB,2,PIT,15,71,4.7,1,2,2,16,0,0,0,16.7,16.7
 D'Andre SwiftF • 36 - 27 vs. WAS,DET,RB,2,WAS,5,56,11.2,0,5,2,31,1,0,0,16.7,16.7
 Devin SingletaryF/OT • 30 - 33 vs. MIN,BUF,RB,10,MIN,13,47,3.6,2,2,1,0,0,1,1,16.7,16.7
 Antonio GibsonF • 23 - 21 vs. GB,WAS,RB,7,GB,10,59,5.9,0,4,3,18,1,0,0,16.7,16.7
 Kenyan DrakeF • 22 - 27 @ TB,BAL,RB,8,TB,7,62,8.9,0,4,4,5,1,0,0,16.7,16.7
 David MontgomeryF • 19 - 28 vs. GB,CHI,RB,13,GB,14,61,4.4,1,5,4,6,0,0,0,16.7,16.7
 Travis Etienne Jr.F/OT • 40 - 34 vs. DAL,JAX,RB,15,DAL,19,103,5.4,0,3,2,24,0,1,1,16.7,16.7
 Ezekiel ElliottF • 28 - 20 vs. NYG,DAL,RB,12,NYG,16,92,5.8,1,1,1,3,0,0,0,16.5,16.5
 Tyler AllgeierF • 20 - 19 vs. ARI,ATL,RB,17,ARI,20,83,4.2,1,1,1,12,0,0,0,16.5,16.5
 Tyler AllgeierF • 30 - 17 vs. TB,ATL,RB,18,TB,24,135,5.6,0,0,0,0,0,0,0,16.5,16.5
 Christian McCaffreyF • 22 - 14 vs. NO,CAR,RB,3,NO,25,108,4.3,0,4,2,7,0,0,0,16.5,16.5
 Melvin Gordon IIIF • 11 - 10 vs. SF,DEN,RB,3,SF,12,26,2.2,1,6,5,29,0,2,0,16.5,16.5
 James ConnerF • 21 - 44 vs. KC,ARI,RB,1,KC,10,26,2.6,1,6,5,29,0,1,0,16.5,16.5
 James CookF • 10 - 24 @ NE,BUF,RB,13,NE,14,64,4.6,0,6,6,41,0,0,0,16.5,16.5
 Kenneth Walker IIIF/OT • 19 - 16 vs. LAR,SEA,RB,18,LAR,29,114,3.9,0,1,1,10,0,0,0,16.4,16.4
 Dalvin CookF • 27 - 22 vs. NYJ,MIN,RB,13,NYJ,20,86,4.3,1,3,2,-3,0,0,0,16.3,16.3
 Marlon MackF • 24 - 15 vs. ARI,DEN,RB,15,ARI,5,37,7.4,1,4,4,26,0,0,0,16.3,16.3
 Aaron JonesF • 41 - 17 vs. MIN,GB,RB,17,MIN,14,111,7.9,0,3,2,2,0,0,0,16.3,16.3
 Joshua KelleyF • 28 - 30 @ CLE,LAC,RB,5,CLE,10,49,4.9,1,2,2,33,0,0,0,16.2,16.2
 Isiah PachecoF • 27 - 24 @ CIN,KC,RB,13,CIN,14,66,4.7,1,2,2,16,0,0,0,16.2,16.2
 Jeff Wilson Jr.F • 32 - 35 @ CHI,MIA,RB,9,CHI,9,51,5.7,0,3,3,21,1,0,0,16.2,16.2
 Nick ChubbF • 39 - 17 @ MIA,CLE,RB,10,MIA,11,63,5.7,1,4,3,18,0,1,1,16.1,16.1
 Jamaal WilliamsF • 35 - 38 vs. PHI,DET,RB,1,PHI,11,28,2.5,2,2,1,2,0,0,0,16,16
 Rhamondre StevensonF • 26 - 3 vs. IND,NE,RB,9,IND,15,60,4,0,7,3,10,1,0,0,16,16
 Khalil HerbertF • 49 - 29 @ DAL,CHI,RB,8,DAL,16,99,6.2,1,0,0,0,0,0,0,15.9,15.9
 Kenyan DrakeF • 27 - 16 @ CIN,BAL,RB,18,CIN,16,60,3.8,1,5,2,19,0,0,0,15.9,15.9
 James RobinsonF • 24 - 0 vs. IND,JAX,RB,2,IND,23,64,2.8,1,2,2,14,0,0,0,15.8,15.8
 Breece HallF • 20 - 24 @ PIT,NYJ,RB,4,PIT,17,66,3.9,1,6,2,12,0,0,0,15.8,15.8
 Clyde Edwards-HelaireF • 27 - 24 vs. LAC,KC,RB,2,LAC,8,74,9.2,0,4,4,44,0,0,0,15.8,15.8
 Khalil HerbertF • 14 - 33 @ NE,CHI,RB,7,NE,12,62,5.2,0,2,1,25,1,0,0,15.7,15.7
 Chase EdmondsF • 21 - 19 vs. BUF,MIA,RB,3,BUF,6,21,3.5,2,1,1,6,0,0,0,15.7,15.7
 Zonovan KnightF • 20 - 12 @ BUF,NYJ,RB,14,BUF,17,71,4.2,1,2,2,6,0,0,0,15.7,15.7
 Marlon MackF • 28 - 34 vs. KC,DEN,RB,14,KC,3,15,5,0,3,2,62,1,0,0,15.7,15.7
 Dameon PierceF • 38 - 20 @ LV,HOU,RB,7,LV,20,92,4.6,0,4,4,25,0,0,0,15.7,15.7
 Christian McCaffreyF • 24 - 26 vs. CLE,CAR,RB,1,CLE,10,33,3.3,1,5,4,24,0,0,0,15.7,15.7
 Tyler AllgeierF • 17 - 9 @ BAL,ATL,RB,16,BAL,18,74,4.1,0,5,4,43,0,0,0,15.7,15.7
 Isiah PachecoF • 26 - 10 vs. LAR,KC,RB,12,LAR,22,69,3.1,1,1,1,17,0,0,0,15.6,15.6
 Michael CarterF • 20 - 17 vs. BUF,NYJ,RB,9,BUF,12,76,6.3,1,1,1,10,0,0,0,15.6,15.6
 Ezekiel ElliottF • 26 - 17 @ PHI,DAL,RB,6,PHI,13,81,6.2,1,1,1,5,0,0,0,15.6,15.6
 Nick ChubbF • 10 - 24 @ WAS,CLE,RB,17,WAS,14,104,7.4,0,1,1,12,0,0,0,15.6,15.6
 Rachaad WhiteF • 31 - 41 vs. KC,TB,RB,4,KC,3,6,2,1,5,5,50,0,1,1,15.6,15.6
 D'Andre SwiftF • 16 - 20 @ GB,DET,RB,18,GB,6,25,4.2,0,7,7,61,0,0,0,15.6,15.6
 Chuba HubbardF • 37 - 23 vs. DET,CAR,RB,16,DET,12,125,10.4,0,0,0,0,0,0,0,15.5,15.5
 Kenneth Walker IIIF • 24 - 10 @ KC,SEA,RB,16,KC,26,107,4.1,0,2,2,-2,0,0,0,15.5,15.5
 Najee HarrisF • 13 - 10 vs. LV,PIT,RB,16,LV,16,53,3.3,0,9,6,42,0,0,0,15.5,15.5
 Jonathan TaylorF • 19 - 10 @ TEN,IND,RB,7,TEN,10,58,5.8,0,8,7,27,0,0,0,15.5,15.5
 Damien HarrisF/OT • 27 - 24 @ GB,NE,RB,4,GB,18,86,4.8,1,1,1,-2,0,0,0,15.4,15.4
 Miles SandersF • 17 - 29 @ HOU,PHI,RB,9,HOU,17,93,5.5,1,0,0,0,0,0,0,15.3,15.3
 Dalvin CookF • 16 - 24 @ MIA,MIN,RB,6,MIA,13,77,5.9,1,1,1,6,0,0,0,15.3,15.3
 Chuba HubbardF • 21 - 3 vs. TB,CAR,RB,7,TB,9,63,7,1,3,2,10,0,0,0,15.3,15.3
 Raheem BlackshearF • 42 - 21 @ CIN,CAR,RB,9,CIN,5,13,2.6,1,4,4,40,0,0,0,15.3,15.3
 Rachaad WhiteF/OT • 16 - 19 @ ARI,TB,RB,16,ARI,7,36,5.1,0,4,4,17,1,0,0,15.3,15.3
 Saquon BarkleyF • 27 - 13 @ SEA,NYG,RB,8,SEA,20,53,2.6,1,5,3,9,0,0,0,15.2,15.2
 Saquon BarkleyF • 28 - 20 @ DAL,NYG,RB,12,DAL,11,39,3.5,1,6,4,13,0,0,0,15.2,15.2
 Breece HallF • 12 - 27 vs. CIN,NYJ,RB,3,CIN,8,39,4.9,0,11,6,53,0,0,0,15.2,15.2
 Ezekiel ElliottF/OT • 40 - 34 @ JAX,DAL,RB,15,JAX,16,58,3.6,1,2,2,13,0,0,0,15.1,15.1
 Austin EkelerF • 17 - 14 vs. TEN,LAC,RB,15,TEN,12,58,4.8,1,3,2,12,0,0,0,15,15
 Najee HarrisF • 28 - 14 vs. CLE,PIT,RB,18,CLE,23,80,3.5,1,1,1,10,0,1,1,15,15
 Alvin KamaraF • 7 - 10 vs. CAR,NO,RB,18,CAR,23,107,4.7,0,2,1,3,0,0,0,15,15
 Clyde Edwards-HelaireF • 20 - 17 @ IND,KC,RB,3,IND,7,0,0,1,5,5,39,0,0,0,14.9,14.9
 Rex BurkheadF • 24 - 34 vs. LAC,HOU,RB,4,LAC,0,0,0,0,5,5,39,1,0,0,14.9,14.9
 Kenneth Walker IIIF • 39 - 32 @ NO,SEA,RB,5,NO,8,88,11,1,0,0,0,0,0,0,14.8,14.8
 Ty JohnsonF • 31 - 10 vs. CHI,NYJ,RB,12,CHI,5,62,12.4,1,2,1,16,0,0,0,14.8,14.8
 Leonard FournetteF • 22 - 27 vs. BAL,TB,RB,8,BAL,9,24,2.7,1,3,3,34,0,0,0,14.8,14.8
 Antonio GibsonF • 21 - 32 @ PHI,WAS,RB,10,PHI,14,44,3.1,1,3,3,14,0,0,0,14.8,14.8
 Derrick HenryF • 16 - 20 vs. CIN,TEN,RB,12,CIN,17,38,2.2,0,3,3,79,0,1,0,14.7,14.7
 Kareem HuntF • 28 - 30 vs. LAC,CLE,RB,5,LAC,11,47,4.3,1,3,3,10,0,0,0,14.7,14.7
 Devin SingletaryF • 20 - 24 @ KC,BUF,RB,6,KC,17,85,5,0,5,4,22,0,0,0,14.7,14.7
 Josh JacobsF • 24 - 22 @ TEN,LV,RB,3,TEN,13,66,5.1,0,5,5,31,0,1,0,14.7,14.7
 Tony PollardF • 10 - 22 @ LAR,DAL,RB,5,LAR,8,86,10.8,1,0,0,0,0,0,0,14.6,14.6
 Brian Robinson Jr.F • 21 - 32 @ PHI,WAS,RB,10,PHI,26,86,3.3,1,0,0,0,0,0,0,14.6,14.6
 Najee HarrisF • 16 - 24 @ CAR,PIT,RB,15,CAR,24,86,3.6,1,0,0,0,0,0,0,14.6,14.6
 Dalvin CookF • 28 - 24 vs. DET,MIN,RB,3,DET,17,96,5.6,1,0,0,0,0,1,1,14.6,14.6
 Tony PollardF/OT • 40 - 34 @ JAX,DAL,RB,15,JAX,19,75,3.9,0,5,4,31,0,0,0,14.6,14.6
 Ezekiel ElliottF • 16 - 23 @ NYG,DAL,RB,3,NYG,15,73,4.9,1,1,1,2,0,0,0,14.5,14.5
 Ameer AbdullahF/OT • 34 - 40 @ SEA,LV,RB,12,SEA,3,16,5.3,0,3,3,39,1,0,0,14.5,14.5
 Alec IngoldF • 39 - 17 vs. CLE,MIA,FB,10,CLE,0,0,0,0,4,4,45,1,0,0,14.5,14.5
 Travis Etienne Jr.F • 6 - 13 vs. HOU,JAX,RB,5,HOU,10,71,7.1,0,5,3,43,0,0,0,14.4,14.4
 David MontgomeryF • 31 - 10 @ NYJ,CHI,RB,12,NYJ,14,79,5.6,0,4,3,34,0,0,0,14.3,14.3
 D'Onta ForemanF • 23 - 10 vs. DEN,CAR,RB,12,DEN,24,113,4.7,0,0,0,0,0,0,0,14.3,14.3
 Eno BenjaminF • 17 - 20 vs. PHI,ARI,RB,5,PHI,8,25,3.1,1,4,3,28,0,0,0,14.3,14.3
 D'Andre SwiftF • 27 - 31 vs. MIA,DET,RB,8,MIA,5,6,1.2,0,5,5,27,1,0,0,14.3,14.3
 Miles SandersF • 26 - 17 vs. DAL,PHI,RB,6,DAL,18,71,3.9,1,1,1,1,0,0,0,14.2,14.2
 Darrel WilliamsF/OT • 23 - 29 @ LV,ARI,RB,2,LV,8,59,7.4,1,3,2,3,0,0,0,14.2,14.2
 Melvin Gordon IIIF • 17 - 21 @ JAX,DEN,RB,8,JAX,9,29,3.2,1,4,3,23,0,0,0,14.2,14.2
 Travis Etienne Jr.F • 3 - 19 @ NYJ,JAX,RB,16,NYJ,22,83,3.8,0,3,3,29,0,0,0,14.2,14.2
 Rhamondre StevensonF • 10 - 3 vs. NYJ,NE,RB,11,NYJ,15,26,1.7,0,6,6,56,0,0,0,14.2,14.2
 Austin EkelerF • 27 - 20 @ LV,LAC,RB,13,LV,10,35,3.5,0,6,5,67,0,1,1,14.2,14.2
 Samaje PerineF • 12 - 27 @ NYJ,CIN,RB,3,NYJ,9,47,5.2,0,2,2,14,1,0,0,14.1,14.1
 Dameon PierceF • 10 - 17 vs. TEN,HOU,RB,8,TEN,15,35,2.3,0,5,3,16,1,0,0,14.1,14.1
 Najee HarrisF • 29 - 17 @ CLE,PIT,RB,3,CLE,15,56,3.7,1,3,3,5,0,1,1,14.1,14.1
 Leonard FournetteF • 17 - 16 vs. NO,TB,RB,13,NO,10,49,4.9,0,7,6,32,0,0,0,14.1,14.1
 Jerick McKinnonF • 27 - 24 @ CIN,KC,RB,13,CIN,8,51,6.4,0,2,2,9,1,0,0,14,14
 James ConnerF • 20 - 19 @ ATL,ARI,RB,17,ATL,16,79,4.9,0,3,3,31,0,0,0,14,14
 Aaron JonesF • 17 - 27 vs. TEN,GB,RB,11,TEN,12,40,3.3,0,7,6,20,0,1,0,14,14
 Tony PollardF • 40 - 34 vs. PHI,DAL,RB,16,PHI,9,19,2.1,0,8,6,61,0,0,0,14,14
 Najee HarrisF • 14 - 17 vs. NE,PIT,RB,2,NE,15,49,3.3,0,6,5,40,0,0,0,13.9,13.9
 Miles SandersF • 35 - 13 vs. PIT,PHI,RB,8,PIT,9,78,8.7,1,0,0,0,0,0,0,13.8,13.8
 Benny Snell Jr.F • 17 - 24 @ IND,PIT,RB,12,IND,12,62,5.2,1,1,1,6,0,0,0,13.8,13.8
 Christian McCaffreyF • 37 - 20 vs. WAS,SF,RB,16,WAS,15,46,3.1,1,2,2,12,0,0,0,13.8,13.8
 Dalvin CookF • 23 - 7 vs. GB,MIN,RB,1,GB,20,90,4.5,0,5,3,18,0,0,0,13.8,13.8
 Corey ClementF • 38 - 13 @ SF,ARI,RB,18,SF,8,23,2.9,1,4,3,25,0,0,0,13.8,13.8
 Rhamondre StevensonF • 10 - 24 vs. BUF,NE,RB,13,BUF,10,54,5.4,0,8,6,24,0,1,0,13.8,13.8
 Isiah PachecoF • 27 - 30 @ LAC,KC,RB,11,LAC,15,107,7.1,0,0,0,0,0,0,0,13.7,13.7
 Dalvin CookF • 17 - 20 @ WAS,MIN,RB,9,WAS,17,47,2.8,0,6,2,9,1,0,0,13.6,13.6
 Latavius MurrayF • 25 - 28 vs. MIN,NO,RB,4,MIN,11,57,5.2,1,1,1,8,0,0,0,13.5,13.5
 Tony PollardF • 16 - 23 @ NYG,DAL,RB,3,NYG,13,105,8.1,0,1,0,0,0,0,0,13.5,13.5
 Rachaad WhiteF • 21 - 16 vs. SEA,TB,RB,10,SEA,22,105,4.8,0,0,0,0,0,0,0,13.5,13.5
 Jeff Wilson Jr.F • 24 - 9 vs. LAR,SF,RB,4,LAR,18,74,4.1,1,0,0,0,0,0,0,13.4,13.4
 James ConnerF • 10 - 38 vs. SF,ARI,RB,11,SF,14,42,3,1,5,2,12,0,1,0,13.4,13.4
 Tyler AllgeierF • 17 - 20 vs. LAC,ATL,RB,9,LAC,10,99,9.9,0,1,1,24,0,0,0,13.3,13.3
 Travis HomerF/OT • 34 - 40 vs. LV,SEA,RB,12,LV,2,8,4,0,3,2,45,1,0,0,13.3,13.3
 James RobinsonF • 20 - 17 vs. BUF,NYJ,RB,9,BUF,13,48,3.7,0,2,2,5,1,0,0,13.3,13.3
 Zonovan KnightF • 31 - 10 vs. CHI,NYJ,RB,12,CHI,14,69,4.9,0,3,3,34,0,1,0,13.3,13.3
 Antonio GibsonF • 10 - 23 @ HOU,WAS,RB,11,HOU,18,72,4,0,3,3,31,0,0,0,13.3,13.3
 Melvin Gordon IIIF/OT • 9 - 12 vs. IND,DEN,RB,5,IND,15,54,3.6,0,3,3,49,0,0,0,13.3,13.3
 Jonathan TaylorF • 54 - 19 @ DAL,IND,RB,13,DAL,21,82,3.9,0,4,3,21,0,0,0,13.3,13.3
 J.D. McKissicF • 36 - 27 @ DET,WAS,RB,2,DET,3,9,3,0,7,7,54,0,0,0,13.3,13.3
 Austin EkelerF • 22 - 16 @ SF,LAC,RB,10,SF,6,24,4,0,12,7,39,0,0,0,13.3,13.3
 Austin EkelerF • 10 - 38 vs. JAX,LAC,RB,3,JAX,4,5,1.2,0,8,8,48,0,0,0,13.3,13.3
 Breece HallF • 9 - 16 @ DEN,NYJ,RB,7,DEN,4,72,18,1,0,0,0,0,0,0,13.2,13.2
 Darrell Henderson Jr.F • 24 - 10 vs. CAR,LAR,RB,6,CAR,12,43,3.6,1,3,2,9,0,0,0,13.2,13.2
 Dameon PierceF • 24 - 16 @ NYG,HOU,RB,10,NYG,17,94,5.5,0,3,2,28,0,1,1,13.2,13.2
 Rhamondre StevensonF • 35 - 23 @ BUF,NE,RB,18,BUF,6,54,9,0,6,5,28,0,1,0,13.2,13.2
 Kenneth Walker IIIF • 21 - 16 @ TB,SEA,RB,10,TB,10,17,1.7,0,8,6,55,0,0,0,13.2,13.2
 Ezekiel ElliottF • 40 - 34 vs. PHI,DAL,RB,16,PHI,16,55,3.4,1,1,1,6,0,0,0,13.1,13.1
 Brian Robinson Jr.F/OT • 20 - 20 @ NYG,WAS,RB,13,NYG,21,96,4.6,0,2,2,15,0,1,0,13.1,13.1
 Deon JacksonF/OT • 9 - 12 @ DEN,IND,RB,5,DEN,13,62,4.8,0,4,4,29,0,0,0,13.1,13.1
 Breece HallF • 30 - 31 @ CLE,NYJ,RB,2,CLE,7,50,7.1,0,1,1,10,1,0,0,13,13
 Najee HarrisF • 14 - 16 vs. BAL,PIT,RB,14,BAL,12,33,2.8,1,3,2,17,0,0,0,13,13
 Josh JacobsF • 30 - 24 vs. NE,LV,RB,15,NE,22,93,4.2,0,3,2,17,0,1,0,13,13
 Cam AkersF • 24 - 12 @ GB,LAR,RB,15,GB,12,65,5.4,0,3,3,35,0,0,0,13,13
 Latavius MurrayF • 17 - 21 @ JAX,DEN,RB,8,JAX,14,46,3.3,1,2,1,13,0,0,0,12.9,12.9
 Tony PollardF • 24 - 6 vs. DET,DAL,RB,7,DET,12,83,6.9,0,2,2,26,0,0,0,12.9,12.9
 Nyheim HinesF • 16 - 17 vs. WAS,IND,RB,8,WAS,5,20,4,1,2,2,29,0,0,0,12.9,12.9
 Najee HarrisF • 20 - 18 vs. TB,PIT,RB,6,TB,14,42,3,0,3,2,7,1,0,0,12.9,12.9
 Isiah PachecoF • 27 - 24 vs. DEN,KC,RB,17,DEN,9,31,3.4,1,2,2,18,0,0,0,12.9,12.9
 Rhamondre StevensonF/OT • 27 - 24 @ GB,NE,RB,4,GB,14,66,4.7,0,5,4,23,0,0,0,12.9,12.9
 Alvin KamaraF • 27 - 20 vs. LAR,NO,RB,11,LAR,12,42,3.5,0,5,4,47,0,0,0,12.9,12.9
 Joe MixonF • 32 - 13 @ CLE,CIN,RB,8,CLE,8,27,3.4,0,9,7,32,0,0,0,12.9,12.9
 Cordarrelle PattersonF • 27 - 24 vs. CHI,ATL,RB,11,CHI,10,52,5.2,0,2,2,7,0,1,1,12.9,12.9
 Dameon PierceF • 27 - 23 @ DAL,HOU,RB,14,DAL,22,78,3.5,1,0,0,0,0,1,1,12.8,12.8
 Travis Etienne Jr.F • 34 - 27 @ IND,JAX,RB,6,IND,10,86,8.6,0,2,2,22,0,1,0,12.8,12.8
 AJ DillonF • 20 - 26 @ MIA,GB,RB,16,MIA,11,36,3.3,1,3,2,12,0,0,0,12.8,12.8
 Kenneth GainwellF • 17 - 29 @ HOU,PHI,RB,9,HOU,4,22,5.5,1,3,3,16,0,0,0,12.8,12.8
 Jerick McKinnonF • 24 - 10 vs. SEA,KC,RB,16,SEA,5,7,1.4,0,3,3,31,1,0,0,12.8,12.8
 DeeJay DallasF • 23 - 6 vs. NYJ,SEA,RB,17,NYJ,7,43,6.1,0,4,3,55,0,0,0,12.8,12.8
 Jaylen WarrenF • 13 - 16 @ BAL,PIT,RB,17,BAL,12,76,6.3,0,3,3,22,0,0,0,12.8,12.8
 Damien HarrisF • 26 - 37 vs. BAL,NE,RB,3,BAL,11,41,3.7,1,3,2,5,0,0,0,12.6,12.6
 Joe MixonF • 23 - 10 vs. CLE,CIN,RB,14,CLE,14,96,6.9,0,2,2,10,0,0,0,12.6,12.6
 Jeff Wilson Jr.F • 11 - 10 @ DEN,SF,RB,3,DEN,12,75,6.2,0,3,3,31,0,1,1,12.6,12.6
 Devin SingletaryF • 20 - 23 @ BAL,BUF,RB,4,BAL,11,49,4.5,0,5,4,47,0,1,1,12.6,12.6
 Dameon PierceF • 14 - 27 vs. CLE,HOU,RB,13,CLE,18,73,4.1,0,3,3,22,0,0,0,12.5,12.5
 D'Andre SwiftF • 17 - 20 @ NYJ,DET,RB,15,NYJ,8,52,6.5,0,9,5,23,0,0,0,12.5,12.5
 Isiah PachecoF • 13 - 31 @ LV,KC,RB,18,LV,8,64,8,1,0,0,0,0,0,0,12.4,12.4
 Alvin KamaraF • 21 - 18 vs. ATL,NO,RB,15,ATL,21,91,4.3,0,2,2,13,0,0,0,12.4,12.4
 Jeff Wilson Jr.F • 27 - 7 vs. SEA,SF,RB,2,SEA,18,84,4.7,0,2,2,19,0,0,0,12.3,12.3
 Isiah PachecoF • 28 - 34 @ DEN,KC,RB,14,DEN,13,70,5.4,0,3,3,23,0,0,0,12.3,12.3
 Dontrell HilliardF • 17 - 21 @ WAS,TEN,RB,5,WAS,1,0,0,0,5,4,23,1,0,0,12.3,12.3
 Darrell Henderson Jr.F • 10 - 31 vs. BUF,LAR,RB,1,BUF,13,47,3.6,0,5,5,26,0,0,0,12.3,12.3
 David MontgomeryF • 14 - 33 @ NE,CHI,RB,7,NE,15,62,4.1,1,0,0,0,0,0,0,12.2,12.2
 Isiah PachecoF • 21 - 44 @ ARI,KC,RB,1,ARI,12,62,5.2,1,0,0,0,0,1,0,12.2,12.2
 Jeff Wilson Jr.F • 30 - 15 vs. HOU,MIA,RB,12,HOU,13,39,3,1,3,1,13,0,0,0,12.2,12.2
 Kenneth Walker IIIF • 27 - 13 vs. NYG,SEA,RB,8,NYG,18,51,2.8,1,2,1,1,0,0,0,12.2,12.2
 Cordarrelle PattersonF • 21 - 18 @ NO,ATL,RB,15,NO,14,52,3.7,1,3,1,0,0,0,0,12.2,12.2
 D'Andre SwiftF • 18 - 31 @ NYG,DET,RB,11,NYG,5,20,4,1,3,3,12,0,1,0,12.2,12.2
 Craig ReynoldsF • 29 - 0 @ NE,DET,RB,5,NE,6,24,4,0,3,3,68,0,0,0,12.2,12.2
 Antonio GibsonF • 36 - 27 @ DET,WAS,RB,2,DET,14,28,2,1,4,2,13,0,0,0,12.1,12.1
 Jonathan TaylorF • 20 - 17 vs. KC,IND,RB,3,KC,21,71,3.4,0,5,3,20,0,0,0,12.1,12.1
 Brian Robinson Jr.F • 7 - 12 @ CHI,WAS,RB,6,CHI,17,60,3.5,1,0,0,0,0,0,0,12,12
 Leonard FournetteF • 12 - 14 vs. GB,TB,RB,3,GB,12,35,2.9,0,6,5,35,0,0,0,12,12
 Melvin Gordon IIIF/OT • 16 - 22 vs. LV,DEN,RB,11,LV,8,31,3.9,0,5,5,39,0,1,0,12,12
 Rex BurkheadF/OT • 20 - 20 vs. IND,HOU,RB,1,IND,14,40,2.9,0,8,5,30,0,0,0,12,12
 Nyheim HinesF • 35 - 23 vs. NE,BUF,RB,18,NE,0,0,0,0,0,0,0,0,0,0,12,12
 Najee HarrisF • 35 - 13 @ PHI,PIT,RB,8,PHI,8,32,4,0,6,6,26,0,0,0,12,11.96
 Jamaal WilliamsF • 30 - 31 @ CHI,DET,RB,10,CHI,16,59,3.7,1,0,0,0,0,0,0,11.9,11.9
 Raheem BlackshearF • 24 - 30 @ SEA,CAR,RB,14,SEA,4,32,8,1,1,1,17,0,0,0,11.9,11.9
 Jaylen WarrenF • 16 - 24 @ CAR,PIT,RB,15,CAR,11,38,3.5,1,1,1,11,0,0,0,11.9,11.9
 James CookF • 32 - 29 vs. MIA,BUF,RB,15,MIA,5,34,6.8,0,3,2,5,1,0,0,11.9,11.9
 Kenneth Walker IIIF • 13 - 21 vs. SF,SEA,RB,15,SF,12,47,3.9,0,5,4,32,0,0,0,11.9,11.9
 Miles SandersF • 35 - 10 vs. TEN,PHI,RB,13,TEN,10,24,2.4,1,2,2,14,0,0,0,11.8,11.8
 Leonard FournetteF • 21 - 16 vs. SEA,TB,RB,10,SEA,14,57,4.1,1,1,1,1,0,0,0,11.8,11.8
 Saquon BarkleyF • 19 - 16 vs. CAR,NYG,RB,2,CAR,21,72,3.4,0,4,3,16,0,0,0,11.8,11.8
 Joe MixonF • 19 - 17 @ BAL,CIN,RB,5,BAL,14,78,5.6,0,3,3,10,0,0,0,11.8,11.8
 Jerick McKinnonF • 27 - 17 vs. JAX,KC,RB,10,JAX,1,2,2,0,8,6,56,0,0,0,11.8,11.8
 JaMycal HastyF • 34 - 27 @ IND,JAX,RB,6,IND,3,57,19,1,0,0,0,0,0,0,11.7,11.7
 Brian Robinson Jr.F • 12 - 20 vs. NYG,WAS,RB,15,NYG,12,89,7.4,0,1,1,18,0,1,0,11.7,11.7
 Keaontay IngramF • 42 - 34 vs. NO,ARI,RB,7,NO,9,14,1.6,1,2,2,23,0,0,0,11.7,11.7
 Josh JacobsF • 27 - 20 @ JAX,LV,RB,9,JAX,17,67,3.9,0,3,3,20,0,0,0,11.7,11.7
