name,team,pos,wk,opp,ATT,YDS,AVG,TD,TGTS,REC,YDS,TD,FUM,LST,FPTS/G,FPTS
 Jerick McKinnonF • 21 - 44 @ ARI,KC,RB,1,ARI,4,22,5.5,0,4,3,27,0,0,0,7.9,7.9
 Damien HarrisF • 23 - 21 vs. MIA,NE,RB,17,MIA,9,31,3.4,0,3,3,18,0,0,0,7.9,7.9
 Mark Ingram IIF • 22 - 14 @ CAR,NO,RB,3,CAR,5,18,3.6,1,0,0,0,0,0,0,7.8,7.8
 Ezekiel ElliottF • 10 - 22 @ LAR,DAL,RB,5,LAR,22,78,3.5,0,0,0,0,0,0,0,7.8,7.8
 Jaret PattersonF • 26 - 6 vs. DAL,WAS,RB,18,DAL,17,78,4.6,0,1,0,0,0,0,0,7.8,7.8
 Kareem HuntF • 23 - 20 @ BAL,CLE,RB,7,BAL,5,4,0.8,1,2,1,4,0,0,0,7.8,7.8
 Chris EvansF • 27 - 24 vs. KC,CIN,RB,13,KC,0,0,0,0,1,1,8,1,0,0,7.8,7.8
 Damien HarrisF • 20 - 7 @ MIA,NE,RB,1,MIA,9,48,5.3,0,3,2,10,0,0,0,7.8,7.8
 J.D. McKissicF • 28 - 22 vs. JAX,WAS,RB,1,JAX,3,8,2.7,0,3,3,20,0,0,0,7.8,7.8
 Snoop ConnerF • 3 - 31 @ HOU,JAX,RB,17,HOU,5,17,3.4,1,0,0,0,0,0,0,7.7,7.7
 AJ DillonF • 27 - 10 vs. CHI,GB,RB,2,CHI,18,61,3.4,0,3,1,6,0,0,0,7.7,7.7
 Darrynton EvansF • 31 - 10 @ NYJ,CHI,RB,12,NYJ,9,34,3.8,0,1,1,33,0,0,0,7.7,7.7
 Raheem MostertF • 27 - 31 @ DET,MIA,RB,8,DET,14,64,4.6,0,1,1,3,0,0,0,7.7,7.7
 Matt BreidaF • 38 - 10 vs. IND,NYG,RB,17,IND,9,59,6.6,0,1,1,8,0,0,0,7.7,7.7
 Justice HillF • 20 - 23 vs. BUF,BAL,RB,4,BUF,8,45,5.6,0,2,2,12,0,0,0,7.7,7.7
 Latavius MurrayF • 17 - 10 @ TEN,DEN,RB,10,TEN,9,24,2.7,0,3,3,23,0,0,0,7.7,7.7
 Nyheim HinesF • 24 - 0 @ JAX,IND,RB,2,JAX,1,0,0,0,5,4,37,0,0,0,7.7,7.7
 Alec IngoldF • 27 - 31 @ DET,MIA,FB,8,DET,1,1,1,1,1,1,5,0,0,0,7.6,7.6
 D'Andre SwiftF • 28 - 24 @ MIN,DET,RB,3,MIN,7,31,4.4,0,4,3,15,0,0,0,7.6,7.6
 Alvin KamaraF • 26 - 27 @ ATL,NO,RB,1,ATL,9,39,4.3,0,4,3,7,0,0,0,7.6,7.6
 Dalvin CookF • 24 - 7 @ PHI,MIN,RB,2,PHI,6,17,2.8,0,6,4,19,0,0,0,7.6,7.6
 Ronnie RiversF • 14 - 31 vs. SF,LAR,RB,8,SF,8,21,2.6,0,4,4,15,0,0,0,7.6,7.6
 C.J. HamF/OT • 39 - 36 vs. IND,MIN,FB,15,IND,2,1,0.5,1,1,1,4,0,0,0,7.5,7.5
 Alvin KamaraF • 20 - 10 @ PIT,NO,RB,10,PIT,8,26,3.2,0,4,3,19,0,0,0,7.5,7.5
 Najee HarrisF • 20 - 24 vs. NYJ,PIT,RB,4,NYJ,18,74,4.1,0,0,0,0,0,0,0,7.4,7.4
 Khalil HerbertF • 7 - 12 vs. WAS,CHI,RB,6,WAS,7,74,10.6,0,0,0,0,0,0,0,7.4,7.4
 Zack MossF • 38 - 10 @ NYG,IND,RB,17,NYG,15,74,4.9,0,0,0,0,0,0,0,7.4,7.4
 Tyler AllgeierF • 27 - 24 vs. CHI,ATL,RB,11,CHI,8,55,6.9,0,1,1,9,0,0,0,7.4,7.4
 Latavius MurrayF/OT • 19 - 16 @ LAC,DEN,RB,6,LAC,15,66,4.4,0,1,1,-2,0,0,0,7.4,7.4
 Josh JacobsF • 24 - 0 @ NO,LV,RB,8,NO,10,43,4.3,0,4,2,11,0,0,0,7.4,7.4
 Kareem HuntF • 31 - 23 @ BUF,CLE,RB,11,BUF,5,32,6.4,0,2,2,22,0,0,0,7.4,7.4
 Aaron JonesF • 10 - 27 vs. NYJ,GB,RB,6,NYJ,9,19,2.1,0,4,3,25,0,0,0,7.4,7.4
 Jordan MasonF/OT • 34 - 37 @ LV,SF,RB,17,LV,2,13,6.5,1,0,0,0,0,0,0,7.3,7.3
 Jonathan TaylorF • 24 - 0 @ JAX,IND,RB,2,JAX,9,54,6,0,1,1,9,0,0,0,7.3,7.3
 AJ DillonF • 27 - 17 @ BUF,GB,RB,8,BUF,10,54,5.4,0,1,1,9,0,0,0,7.3,7.3
 James ConnerF • 17 - 20 vs. PHI,ARI,RB,5,PHI,9,55,6.1,0,1,1,8,0,0,0,7.3,7.3
 Gary BrightwellF • 22 - 16 @ PHI,NYG,RB,18,PHI,11,60,5.5,0,3,1,3,0,0,0,7.3,7.3
 Kenyan DrakeF • 13 - 3 vs. CAR,BAL,RB,11,CAR,10,46,4.6,0,4,2,7,0,0,0,7.3,7.3
 Chase EdmondsF • 51 - 14 @ LAR,DEN,RB,16,LAR,6,31,5.2,0,2,2,22,0,0,0,7.3,7.3
 Hassan HaskinsF • 13 - 27 vs. DAL,TEN,RB,17,DAL,12,40,3.3,0,3,2,13,0,0,0,7.3,7.3
 Saquon BarkleyF • 38 - 10 vs. IND,NYG,RB,17,IND,12,58,4.8,0,4,2,-5,0,0,0,7.3,7.3
 Mark Ingram IIF • 25 - 28 vs. MIN,NO,RB,4,MIN,10,30,3,0,3,3,13,0,0,0,7.3,7.3
 Rachaad WhiteF • 22 - 27 vs. BAL,TB,RB,8,BAL,4,19,4.8,0,3,3,24,0,0,0,7.3,7.3
 Jaylen WarrenF • 28 - 14 vs. CLE,PIT,RB,18,CLE,6,36,6,0,4,3,7,0,0,0,7.3,7.3
 Kyle JuszczykF • 28 - 14 @ ATL,SF,FB,6,ATL,0,0,0,0,4,4,33,0,0,0,7.3,7.3
 Ameer AbdullahF • 20 - 25 vs. IND,LV,RB,10,IND,0,0,0,0,4,4,33,0,1,0,7.3,7.3
 Dalvin CookF • 3 - 40 vs. DAL,MIN,RB,11,DAL,11,72,6.5,0,1,0,0,0,0,0,7.2,7.2
 Isiah PachecoF • 27 - 17 vs. JAX,KC,RB,10,JAX,16,82,5.1,0,0,0,0,0,1,1,7.2,7.2
 Damien HarrisF • 17 - 22 @ NYJ,NE,RB,8,NYJ,11,37,3.4,0,2,2,15,0,0,0,7.2,7.2
 Tony PollardF • 26 - 17 @ PHI,DAL,RB,6,PHI,11,44,4,0,3,2,8,0,0,0,7.2,7.2
 Rachaad WhiteF • 21 - 15 vs. ATL,TB,RB,5,ATL,5,14,2.8,0,4,3,28,0,0,0,7.2,7.2
 Sony MichelF/OT • 19 - 16 vs. DEN,LAC,RB,6,DEN,8,28,3.5,0,3,3,14,0,0,0,7.2,7.2
 Zander HorvathF • 27 - 24 @ KC,LAC,FB,2,KC,0,0,0,0,2,1,1,1,0,0,7.1,7.1
 James ConnerF/OT • 23 - 29 @ LV,ARI,RB,2,LV,7,25,3.6,0,4,2,26,0,0,0,7.1,7.1
 Miles SandersF • 40 - 34 @ DAL,PHI,RB,16,DAL,21,65,3.1,0,1,1,6,0,1,1,7.1,7.1
 Rhamondre StevensonF • 23 - 21 vs. MIA,NE,RB,17,MIA,8,42,5.2,0,4,2,9,0,0,0,7.1,7.1
 James CookF • 35 - 23 vs. NE,BUF,RB,18,NE,9,45,5,0,2,2,6,0,0,0,7.1,7.1
 Mark Ingram IIF • 10 - 20 vs. TB,NO,RB,2,TB,10,58,5.8,0,2,2,3,0,1,1,7.1,7.1
 Boston ScottF • 35 - 38 @ DET,PHI,RB,1,DET,4,10,2.5,1,0,0,0,0,0,0,7,7
 Jamaal WilliamsF • 36 - 27 vs. WAS,DET,RB,2,WAS,12,53,4.4,0,1,1,7,0,0,0,7,7
 Latavius MurrayF • 51 - 14 @ LAR,DEN,RB,16,LAR,8,34,4.2,0,3,1,6,0,0,0,7,7
 Melvin Gordon IIIF • 9 - 16 vs. NYJ,DEN,RB,7,NYJ,11,33,3,0,4,2,17,0,0,0,7,7
 Josh JacobsF • 13 - 31 vs. KC,LV,RB,18,KC,17,45,2.6,0,3,2,5,0,0,0,7,7
 Alexander MattisonF • 29 - 22 vs. CHI,MIN,RB,5,CHI,9,19,2.1,0,4,3,21,0,0,0,7,7
 Rex BurkheadF • 23 - 20 @ CHI,HOU,RB,3,CHI,3,9,3,0,5,4,21,0,0,0,7,7
 Darrell Henderson Jr.F • 10 - 22 vs. DAL,LAR,RB,5,DAL,0,0,0,0,5,4,30,0,0,0,7,7
 Chuba HubbardF • 7 - 10 @ NO,CAR,RB,18,NO,21,69,3.3,0,1,0,0,0,0,0,6.9,6.9
 Gary BrightwellF • 28 - 20 @ DAL,NYG,RB,12,DAL,5,31,6.2,0,2,2,18,0,0,0,6.9,6.9
 Darrell Henderson Jr.F • 24 - 9 @ SF,LAR,RB,4,SF,7,27,3.9,0,4,3,12,0,0,0,6.9,6.9
 Antonio GibsonF • 17 - 21 vs. TEN,WAS,RB,5,TEN,3,6,2,0,4,3,33,0,0,0,6.9,6.9
 D'Andre SwiftF • 34 - 23 vs. MIN,DET,RB,14,MIN,6,21,3.5,0,4,3,18,0,0,0,6.9,6.9
 Kyren WilliamsF • 17 - 27 vs. ARI,LAR,RB,10,ARI,1,9,9,0,3,3,30,0,0,0,6.9,6.9
 Royce FreemanF • 3 - 31 vs. JAX,HOU,RB,17,JAX,7,19,2.7,0,5,3,20,0,0,0,6.9,6.9
 Rex BurkheadF • 38 - 20 @ LV,HOU,RB,7,LV,2,8,4,0,6,5,11,0,0,0,6.9,6.9
 D'Onta ForemanF • 7 - 10 @ NO,CAR,RB,18,NO,12,68,5.7,0,0,0,0,0,0,0,6.8,6.8
 Jerick McKinnonF • 23 - 44 @ SF,KC,RB,7,SF,2,12,6,0,3,2,36,0,0,0,6.8,6.8
 Saquon BarkleyF • 22 - 48 vs. PHI,NYG,RB,14,PHI,9,28,3.1,0,2,2,20,0,0,0,6.8,6.8
 Joe MixonF • 12 - 27 @ NYJ,CIN,RB,3,NYJ,12,24,2,0,7,3,14,0,0,0,6.8,6.8
 Justice HillF • 13 - 3 vs. CAR,BAL,RB,11,CAR,7,30,4.3,0,3,3,8,0,0,0,6.8,6.8
 Ameer AbdullahF • 24 - 0 @ NO,LV,RB,8,NO,0,0,0,0,5,4,28,0,0,0,6.8,6.8
 Jordan WilkinsF • 26 - 3 @ NE,IND,RB,9,NE,3,13,4.3,0,5,4,15,0,0,0,6.8,6.8
 Mark Ingram IIF • 26 - 30 vs. CIN,NO,RB,6,CIN,9,46,5.1,0,2,1,11,0,0,0,6.7,6.7
 Ty JohnsonF • 23 - 6 @ SEA,NYJ,RB,17,SEA,8,46,5.8,0,5,1,11,0,0,0,6.7,6.7
 Antonio GibsonF • 17 - 20 vs. MIN,WAS,RB,9,MIN,11,36,3.3,0,3,2,11,0,0,0,6.7,6.7
 Samaje PerineF/OT • 20 - 23 vs. PIT,CIN,RB,1,PIT,1,4,4,0,5,3,33,0,0,0,6.7,6.7
 Pierre Strong Jr.F • 30 - 24 @ LV,NE,RB,15,LV,4,25,6.2,0,3,3,12,0,0,0,6.7,6.7
 Aaron JonesF • 12 - 14 @ TB,GB,RB,3,TB,12,36,3,0,4,3,11,0,1,1,6.7,6.7
 Gus EdwardsF • 14 - 16 @ PIT,BAL,RB,14,PIT,13,66,5.1,0,0,0,0,0,0,0,6.6,6.6
 Jonathan TaylorF • 16 - 17 vs. WAS,IND,RB,8,WAS,16,76,4.8,0,1,0,0,0,1,1,6.6,6.6
 Royce FreemanF/OT • 24 - 30 vs. KC,HOU,RB,15,KC,11,51,4.6,0,1,1,5,0,0,0,6.6,6.6
 Kenyan DrakeF • 10 - 9 vs. DEN,BAL,RB,13,DEN,7,29,4.1,0,3,2,17,0,0,0,6.6,6.6
 Najee HarrisF • 38 - 3 @ BUF,PIT,RB,5,BUF,11,20,1.8,0,4,3,16,0,0,0,6.6,6.6
 Chuba HubbardF • 23 - 10 vs. DEN,CAR,RB,12,DEN,17,65,3.8,0,0,0,0,0,0,0,6.5,6.5
 Gus EdwardsF • 22 - 27 @ TB,BAL,RB,8,TB,11,65,5.9,0,0,0,0,0,0,0,6.5,6.5
 Gary BrightwellF • 22 - 27 @ GB,NYG,RB,5,GB,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
 AJ DillonF/OT • 31 - 28 vs. DAL,GB,RB,10,DAL,13,65,5,0,0,0,0,0,0,0,6.5,6.5
 James RobinsonF • 34 - 27 @ IND,JAX,RB,6,IND,12,54,4.5,0,1,1,1,0,0,0,6.5,6.5
 Aaron JonesF • 15 - 9 @ DET,GB,RB,9,DET,9,25,2.8,0,2,2,20,0,0,0,6.5,6.5
 Clyde Edwards-HelaireF • 30 - 29 vs. LV,KC,RB,5,LV,9,15,1.7,0,4,3,20,0,0,0,6.5,6.5
 Jordan MasonF • 13 - 21 @ SEA,SF,RB,15,SEA,4,64,16,0,0,0,0,0,0,0,6.4,6.4
 Samaje PerineF • 42 - 21 vs. CAR,CIN,RB,9,CAR,6,51,8.5,0,2,1,3,0,0,0,6.4,6.4
 AJ DillonF • 15 - 9 @ DET,GB,RB,9,DET,11,34,3.1,0,4,2,10,0,1,0,6.4,6.4
 Zonovan KnightF • 23 - 6 @ SEA,NYJ,RB,17,SEA,8,27,3.4,0,3,2,17,0,0,0,6.4,6.4
 Dalvin CookF • 41 - 17 @ GB,MIN,RB,17,GB,9,27,3,0,3,2,17,0,0,0,6.4,6.4
 Kyle JuszczykF • 23 - 44 vs. KC,SF,FB,7,KC,0,0,0,0,4,3,34,0,0,0,6.4,6.4
 Brandon BoldenF • 30 - 29 @ KC,LV,RB,5,KC,1,5,5,0,3,3,29,0,0,0,6.4,6.4
 Rachaad WhiteF • 16 - 13 vs. LAR,TB,RB,9,LAR,8,27,3.4,0,3,3,7,0,0,0,6.4,6.4
 Isiah PachecoF • 31 - 41 @ TB,KC,RB,4,TB,11,63,5.7,0,0,0,0,0,0,0,6.3,6.3
 C.J. HamF/OT • 30 - 33 @ BUF,MIN,FB,10,BUF,1,3,3,1,0,0,0,0,0,0,6.3,6.3
 Melvin Gordon IIIF • 16 - 9 vs. HOU,DEN,RB,2,HOU,10,47,4.7,0,1,1,6,0,0,0,6.3,6.3
 Elijah MitchellF • 13 - 0 vs. NO,SF,RB,12,NO,7,35,5,0,2,2,8,0,0,0,6.3,6.3
 Kenneth Walker IIIF • 23 - 27 vs. ATL,SEA,RB,3,ATL,3,19,6.3,0,3,3,14,0,0,0,6.3,6.3
 Myles GaskinF • 40 - 17 @ NYJ,MIA,RB,5,NYJ,4,9,2.2,0,5,3,24,0,0,0,6.3,6.3
 Jonathan WilliamsF • 10 - 24 vs. CLE,WAS,RB,17,CLE,9,30,3.3,0,5,3,3,0,0,0,6.3,6.3
 Zack MossF • 21 - 19 @ MIA,BUF,RB,3,MIA,4,46,11.5,0,1,1,6,0,0,0,6.2,6.2
 Damien HarrisF • 35 - 23 @ BUF,NE,RB,18,BUF,13,48,3.7,0,4,1,4,0,0,0,6.2,6.2
 Travis HomerF • 21 - 31 @ ARI,SEA,RB,9,ARI,1,7,7,0,3,3,25,0,0,0,6.2,6.2
 Phillip LindsayF • 34 - 27 vs. JAX,IND,RB,6,JAX,3,7,2.3,0,3,3,5,0,0,0,6.2,6.2
 Kyle JuszczykF • 27 - 7 vs. SEA,SF,FB,2,SEA,2,1,0.5,1,1,0,0,0,0,0,6.1,6.1
 Cam AkersF • 27 - 20 @ NO,LAR,RB,11,NO,14,61,4.4,0,0,0,0,0,0,0,6.1,6.1
 Miles SandersF • 10 - 20 vs. NO,PHI,RB,17,NO,12,61,5.1,0,0,0,0,0,0,0,6.1,6.1
 Derek WattF • 28 - 14 vs. CLE,PIT,FB,18,CLE,1,1,1,1,0,0,0,0,0,0,6.1,6.1
 Rhamondre StevensonF • 14 - 17 @ PIT,NE,RB,2,PIT,9,47,5.2,0,2,1,4,0,0,0,6.1,6.1
 DeeJay DallasF • 23 - 37 @ LAC,SEA,RB,7,LAC,6,35,5.8,0,2,2,6,0,0,0,6.1,6.1
 Anthony McFarland Jr.F • 17 - 24 @ IND,PIT,RB,12,IND,6,30,5,0,2,2,11,0,0,0,6.1,6.1
 Malik DavisF • 49 - 29 vs. CHI,DAL,RB,8,CHI,8,23,2.9,0,2,2,18,0,0,0,6.1,6.1
 Gary BrightwellF • 22 - 48 vs. PHI,NYG,RB,14,PHI,5,23,4.6,0,3,2,18,0,0,0,6.1,6.1
 Jonathan WilliamsF • 37 - 20 @ SF,WAS,RB,16,SF,3,13,4.3,0,3,2,28,0,0,0,6.1,6.1
 Jonathan WilliamsF • 26 - 6 vs. DAL,WAS,RB,18,DAL,14,32,2.3,0,2,2,9,0,0,0,6.1,6.1
 Latavius MurrayF • 28 - 34 vs. KC,DEN,RB,14,KC,8,32,4,0,5,3,-1,0,0,0,6.1,6.1
 Justice HillF • 26 - 37 @ NE,BAL,RB,3,NE,6,60,10,0,0,0,0,0,0,0,6,6
 Cordarrelle PattersonF • 16 - 19 vs. PIT,ATL,RB,13,PIT,11,60,5.5,0,0,0,0,0,0,0,6,6
 Josh JacobsF • 13 - 10 @ PIT,LV,RB,16,PIT,15,44,2.9,0,1,1,6,0,0,0,6,6
 J.K. DobbinsF • 26 - 37 @ NE,BAL,RB,3,NE,7,23,3.3,0,2,2,17,0,0,0,6,6
 Craig ReynoldsF • 24 - 6 @ DAL,DET,RB,7,DAL,4,12,3,0,3,3,18,0,0,0,6,6
 Jerick McKinnonF • 20 - 24 vs. BUF,KC,RB,6,BUF,2,1,0.5,0,3,3,29,0,0,0,6,6
 Travis HomerF • 13 - 21 vs. SF,SEA,RB,15,SF,1,5,5,0,4,4,25,0,1,1,6,6
 Kene NwangwuF • 33 - 26 vs. NE,MIN,RB,12,NE,0,0,0,0,0,0,0,0,0,0,6,6
 Elijah MitchellF • 10 - 38 @ ARI,SF,RB,11,ARI,9,59,6.6,0,0,0,0,0,0,0,5.9,5.9
 Caleb HuntleyF • 28 - 14 vs. SF,ATL,RB,6,SF,16,59,3.7,0,0,0,0,0,0,0,5.9,5.9
 J.K. DobbinsF • 17 - 9 vs. ATL,BAL,RB,16,ATL,12,59,4.9,0,1,0,0,0,0,0,5.9,5.9
 Ezekiel ElliottF • 20 - 17 vs. CIN,DAL,RB,2,CIN,15,53,3.5,0,2,1,-4,0,0,0,5.9,5.9
 Ezekiel ElliottF • 3 - 19 vs. TB,DAL,RB,1,TB,10,52,5.2,0,2,1,-3,0,0,0,5.9,5.9
 Khalil HerbertF • 13 - 29 vs. MIN,CHI,RB,18,MIN,10,50,5,0,2,1,-1,0,0,0,5.9,5.9
 James RobinsonF • 6 - 13 vs. HOU,JAX,RB,5,HOU,10,27,2.7,0,2,2,12,0,0,0,5.9,5.9
 Raheem MostertF • 20 - 26 vs. GB,MIA,RB,16,GB,8,45,5.6,0,3,2,4,0,1,1,5.9,5.9
 Brian Robinson Jr.F • 37 - 20 @ SF,WAS,RB,16,SF,22,58,2.6,0,1,0,0,0,0,0,5.8,5.8
 Miles SandersF • 16 - 17 @ IND,PHI,RB,11,IND,13,47,3.6,0,1,1,1,0,0,0,5.8,5.8
 Raheem MostertF • 16 - 24 vs. MIN,MIA,RB,6,MIN,14,49,3.5,0,2,1,-1,0,0,0,5.8,5.8
 AJ DillonF • 12 - 14 @ TB,GB,RB,3,TB,12,32,2.7,0,3,2,6,0,0,0,5.8,5.8
 DeeJay DallasF • 23 - 27 vs. ATL,SEA,RB,3,ATL,3,21,7,0,2,2,17,0,0,0,5.8,5.8
 Brian Robinson Jr.F • 17 - 20 vs. MIN,WAS,RB,9,MIN,13,44,3.4,0,2,2,-6,0,0,0,5.8,5.8
 Derrick HenryF • 35 - 10 @ PHI,TEN,RB,13,PHI,11,30,2.7,0,3,2,8,0,0,0,5.8,5.8
 Kareem HuntF • 28 - 14 @ PIT,CLE,RB,18,PIT,4,13,3.2,0,4,3,15,0,0,0,5.8,5.8
 Dontrell HilliardF • 17 - 24 @ IND,TEN,RB,4,IND,0,0,0,0,4,4,18,0,0,0,5.8,5.8
 Brian Robinson Jr.F • 10 - 23 @ HOU,WAS,RB,11,HOU,15,57,3.8,0,0,0,0,0,0,0,5.7,5.7
 Khalil HerbertF • 30 - 31 vs. DET,CHI,RB,10,DET,10,57,5.7,0,0,0,0,0,0,0,5.7,5.7
 Michael CarterF • 10 - 27 @ GB,NYJ,RB,6,GB,6,41,6.8,0,1,1,6,0,0,0,5.7,5.7
 Alvin KamaraF • 17 - 16 @ TB,NO,RB,13,TB,12,26,2.2,0,3,2,11,0,0,0,5.7,5.7
 Jordan WilkinsF • 38 - 10 @ NYG,IND,RB,17,NYG,6,23,3.8,0,2,2,14,0,0,0,5.7,5.7
 Sony MichelF • 24 - 34 @ HOU,LAC,RB,4,HOU,6,11,1.8,0,3,3,16,0,0,0,5.7,5.7
 Jamaal WilliamsF • 29 - 0 @ NE,DET,RB,5,NE,15,56,3.7,0,0,0,0,0,0,0,5.6,5.6
 Darrell Henderson Jr.F • 16 - 13 @ TB,LAR,RB,9,TB,12,56,4.7,0,1,0,0,0,0,0,5.6,5.6
 Jordan MasonF • 35 - 7 vs. TB,SF,RB,14,TB,11,56,5.1,0,0,0,0,0,0,0,5.6,5.6
 Michael CarterF • 12 - 27 vs. CIN,NYJ,RB,3,CIN,11,39,3.5,0,2,1,7,0,0,0,5.6,5.6
 Kenyan DrakeF • 9 - 24 @ NYJ,BAL,RB,1,NYJ,11,31,2.8,0,1,1,15,0,0,0,5.6,5.6
 Devin SingletaryF • 38 - 3 vs. PIT,BUF,RB,5,PIT,6,42,7,0,2,1,4,0,0,0,5.6,5.6
 Joshua KelleyF • 31 - 10 vs. LAR,LAC,RB,17,LAR,9,45,5,0,2,1,1,0,0,0,5.6,5.6
 Michael CarterF • 31 - 10 vs. CHI,NYJ,RB,12,CHI,6,21,3.5,0,2,2,15,0,0,0,5.6,5.6
 Deon JacksonF • 26 - 3 @ NE,IND,RB,9,NE,11,23,2.1,0,3,2,13,0,0,0,5.6,5.6
 David MontgomeryF • 41 - 10 @ DET,CHI,RB,17,DET,6,24,4,0,3,2,12,0,0,0,5.6,5.6
 Jerick McKinnonF • 26 - 10 vs. LAR,KC,RB,12,LAR,0,0,0,0,6,3,26,0,0,0,5.6,5.6
 Gus EdwardsF • 13 - 3 @ CLE,BAL,RB,15,CLE,7,55,7.9,0,0,0,0,0,0,0,5.5,5.5
 Eno BenjaminF • 16 - 26 @ CAR,ARI,RB,4,CAR,5,36,7.2,0,1,1,9,0,0,0,5.5,5.5
 Alexander MattisonF • 41 - 17 @ GB,MIN,RB,17,GB,8,38,4.8,0,1,1,7,0,0,0,5.5,5.5
 Jeff Wilson Jr.F • 14 - 31 @ LAR,SF,RB,8,LAR,4,14,3.5,0,2,2,21,0,0,0,5.5,5.5
 Saquon BarkleyF • 18 - 31 vs. DET,NYG,RB,11,DET,15,22,1.5,0,5,2,13,0,0,0,5.5,5.5
 Malik DavisF • 3 - 40 @ MIN,DAL,RB,11,MIN,7,13,1.9,0,3,2,22,0,0,0,5.5,5.5
 Joshua KelleyF • 24 - 19 vs. LV,LAC,RB,1,LV,4,21,5.2,0,2,2,14,0,0,0,5.5,5.5
 Jeff Wilson Jr.F • 23 - 44 vs. KC,SF,RB,7,KC,7,54,7.7,0,1,0,0,0,0,0,5.4,5.4
 Tyler AllgeierF • 19 - 13 @ WAS,ATL,RB,12,WAS,11,54,4.9,0,0,0,0,0,0,0,5.4,5.4
 Rashaad PennyF • 39 - 32 @ NO,SEA,RB,5,NO,8,54,6.8,0,0,0,0,0,0,0,5.4,5.4
 Miles SandersF • 21 - 32 vs. WAS,PHI,RB,10,WAS,12,54,4.5,0,1,0,0,0,0,0,5.4,5.4
 Miles SandersF • 8 - 24 @ WAS,PHI,RB,3,WAS,15,46,3.1,0,1,1,-2,0,0,0,5.4,5.4
 Dontrell HilliardF • 24 - 22 vs. LV,TEN,RB,3,LV,2,14,7,0,1,1,30,0,0,0,5.4,5.4
 Kyle JuszczykF • 24 - 9 vs. LAR,SF,FB,4,LAR,1,9,9,0,1,1,35,0,0,0,5.4,5.4
 Kyren WilliamsF • 27 - 20 @ NO,LAR,RB,11,NO,7,36,5.1,0,2,1,8,0,0,0,5.4,5.4
 David MontgomeryF • 32 - 35 vs. MIA,CHI,RB,9,MIA,14,36,2.6,0,2,1,8,0,0,0,5.4,5.4
 Raheem MostertF • 23 - 17 @ LAC,MIA,RB,14,LAC,11,37,3.4,0,1,1,7,0,0,0,5.4,5.4
 David MontgomeryF • 30 - 31 vs. DET,CHI,RB,10,DET,9,37,4.1,0,1,1,7,0,0,0,5.4,5.4
 Travis HomerF • 24 - 30 vs. CAR,SEA,RB,14,CAR,9,26,2.9,0,3,2,8,0,0,0,5.4,5.4
 Aaron JonesF • 20 - 26 @ MIA,GB,RB,16,MIA,6,25,4.2,0,2,2,9,0,0,0,5.4,5.4
 Travis Etienne Jr.F • 20 - 16 vs. TEN,JAX,RB,18,TEN,7,17,2.4,0,2,2,17,0,0,0,5.4,5.4
 Ke'Shawn VaughnF • 30 - 17 @ ATL,TB,RB,18,ATL,8,26,3.2,0,2,2,8,0,0,0,5.4,5.4
 James CookF • 41 - 7 vs. TEN,BUF,RB,2,TEN,11,53,4.8,0,1,0,0,0,0,0,5.3,5.3
 Devin SingletaryF • 20 - 12 vs. NYJ,BUF,RB,14,NYJ,8,39,4.9,0,2,1,4,0,0,0,5.3,5.3
 Rachaad WhiteF • 23 - 34 vs. CIN,TB,RB,15,CIN,11,38,3.5,0,2,1,5,0,0,0,5.3,5.3
 James CookF • 20 - 17 @ NYJ,BUF,RB,9,NYJ,4,15,3.8,0,4,2,18,0,0,0,5.3,5.3
 Justin JacksonF • 40 - 14 vs. JAX,DET,RB,13,JAX,1,4,4,0,5,3,19,0,0,0,5.3,5.3
 Rachaad WhiteF • 20 - 18 @ PIT,TB,RB,6,PIT,4,12,3,0,4,3,11,0,0,0,5.3,5.3
 Tyler AllgeierF • 16 - 19 vs. PIT,ATL,RB,13,PIT,10,52,5.2,0,0,0,0,0,0,0,5.2,5.2
 Craig ReynoldsF • 45 - 48 vs. SEA,DET,RB,4,SEA,2,30,15,0,1,1,12,0,0,0,5.2,5.2
 Trayveon WilliamsF • 16 - 20 @ TEN,CIN,RB,12,TEN,2,18,9,0,1,1,24,0,0,0,5.2,5.2
 Joshua KelleyF • 3 - 20 @ IND,LAC,RB,16,IND,9,33,3.7,0,1,1,9,0,0,0,5.2,5.2
 Kenneth GainwellF • 22 - 16 vs. NYG,PHI,RB,18,NYG,5,35,7,0,1,1,7,0,0,0,5.2,5.2
 Tony Jones Jr.F • 23 - 27 @ LAR,SEA,RB,13,LAR,7,14,2,0,4,2,18,0,0,0,5.2,5.2
 Mark Ingram IIF • 42 - 34 @ ARI,NO,RB,7,ARI,4,6,1.5,0,3,3,16,0,0,0,5.2,5.2
 Samaje PerineF • 18 - 22 @ NE,CIN,RB,16,NE,4,3,0.8,0,4,3,19,0,0,0,5.2,5.2
 Kareem HuntF • 10 - 17 vs. NO,CLE,RB,16,NO,7,8,1.1,0,3,3,14,0,0,0,5.2,5.2
 Jordan MasonF • 33 - 17 vs. MIA,SF,RB,13,MIA,8,51,6.4,0,0,0,0,0,0,0,5.1,5.1
 Tyler AllgeierF • 28 - 14 vs. SF,ATL,RB,6,SF,15,51,3.4,0,0,0,0,0,0,0,5.1,5.1
