Name,Team,Pos,Week,Opponent,Opponent Rank,Opponent Position Rank,Salary,Projection
 Stefon Diggs,BUF,WR,10,MIN,20,27,9100,16.55
 Justin Jefferson,MIN,WR,13,NYJ,3,4,8700,16.5
 Davante Adams,LV,WR,3,TEN,29,29,8700,16.49
 Stefon Diggs,BUF,WR,15,MIA,21,14,8600,16.33
 Stefon Diggs,BUF,WR,3,MIA,20,20,8300,16.32
 Tyreek Hill,MIA,WR,13,SF,1,19,9000,16.3
 Davante Adams,LV,WR,7,HOU,18,9,8600,16.2
 CeeDee Lamb,DAL,WR,14,HOU,18,4,8200,16.19
 DeAndre Hopkins,ARI,WR,8,MIN,18,17,7900,16.05
 Tyreek Hill,MIA,WR,7,PIT,27,31,8400,16.01
 Stefon Diggs,BUF,WR,13,NE,6,6,9000,15.91
 Davante Adams,LV,WR,8,NO,22,28,8500,15.9
 Justin Jefferson,MIN,WR,1,GB,13,20,8100,15.87
 Ja'Marr Chase,CIN,WR,1,PIT,21,12,8200,15.85
 Ja'Marr Chase,CIN,WR,18,BAL,--,--,8500,15.84
 Ja'Marr Chase,CIN,WR,2,DAL,12,23,8700,15.81
 Amon-Ra St. Brown,DET,WR,17,CHI,21,21,8200,15.8
 A.J. Brown,PHI,WR,15,CHI,18,16,8200,15.66
 Ja'Marr Chase,CIN,WR,15,TB,11,13,9000,15.64
 Davante Adams,LV,WR,5,KC,23,23,8400,15.63
 Ja'Marr Chase,CIN,WR,17,BUF,2,23,8800,15.6
 Justin Jefferson,MIN,WR,10,BUF,3,10,8600,15.57
 Justin Jefferson,MIN,WR,4,NO,8,9,8700,15.56
 Ja'Marr Chase,CIN,WR,14,CLE,20,19,8700,15.55
 DeAndre Hopkins,ARI,WR,9,SEA,25,3,8600,15.46
 Deebo Samuel,SF,WR,5,CAR,15,12,7300,15.44
 Ja'Marr Chase,CIN,WR,16,NE,6,8,8800,15.44
 CeeDee Lamb,DAL,WR,13,IND,8,1,8000,15.43
 CeeDee Lamb,DAL,WR,12,NYG,13,4,7900,15.42
 Ja'Marr Chase,CIN,WR,4,MIA,25,21,7800,15.41
 Davante Adams,LV,WR,11,DEN,1,1,8500,15.41
 Ja'Marr Chase,CIN,WR,3,NYJ,24,19,8500,15.4
 Ja'Marr Chase,CIN,WR,7,ATL,25,27,8500,15.4
 CeeDee Lamb,DAL,WR,11,MIN,23,29,8100,15.39
 Ja'Marr Chase,CIN,WR,5,BAL,30,31,7800,15.35
 Tyreek Hill,MIA,WR,15,BUF,5,21,8800,15.32
 CeeDee Lamb,DAL,WR,17,TEN,26,32,8300,15.28
 Stefon Diggs,BUF,WR,2,TEN,23,19,8300,15.25
 Tyreek Hill,MIA,WR,17,NE,6,16,9000,15.24
 Tyreek Hill,MIA,WR,5,NYJ,18,22,8400,15.21
 Amon-Ra St. Brown,DET,WR,14,MIN,30,30,8600,15.18
 Davante Adams,LV,WR,18,KC,23,22,9100,15.15
 Davante Adams,LV,WR,1,LAC,26,3,8500,15.14
 CeeDee Lamb,DAL,WR,7,DET,32,24,7700,15.09
 Deebo Samuel,SF,WR,4,LAR,16,31,7700,15.07
 CeeDee Lamb,DAL,WR,18,WAS,11,21,8200,15.01
 A.J. Brown,PHI,WR,18,NYG,21,10,8300,14.95
 Ja'Marr Chase,CIN,WR,6,NO,17,23,8100,14.84
 Tyreek Hill,MIA,WR,4,CIN,8,2,8100,14.81
 Davante Adams,LV,WR,4,DEN,4,1,7900,14.81
 Mike Evans,TB,WR,5,ATL,26,25,7500,14.74
 Deebo Samuel,SF,WR,6,ATL,26,27,7600,14.73
 Stefon Diggs,BUF,WR,18,NE,--,--,8400,14.73
 Stefon Diggs,BUF,WR,17,CIN,10,18,8700,14.73
 DeAndre Hopkins,ARI,WR,12,LAC,25,10,8400,14.73
 CeeDee Lamb,DAL,WR,15,JAX,22,26,8100,14.69
 A.J. Brown,PHI,WR,10,WAS,16,27,8400,14.68
 Davante Adams,LV,WR,16,PIT,21,29,8500,14.67
 A.J. Brown,PHI,WR,14,NYG,16,7,8400,14.64
 A.J. Brown,PHI,WR,9,HOU,21,5,8500,14.59
 Davante Adams,LV,WR,9,JAX,14,19,8100,14.48
 A.J. Brown,PHI,WR,4,JAX,5,21,8300,14.46
 DeAndre Hopkins,ARI,WR,11,SF,1,18,8300,14.45
 Stefon Diggs,BUF,WR,16,CHI,17,22,8700,14.43
 Stefon Diggs,BUF,WR,1,LAR,10,17,7600,14.42
 Deebo Samuel,SF,WR,2,SEA,17,18,8000,14.4
 Tee Higgins,CIN,WR,9,CAR,20,20,8000,14.39
 Tyreek Hill,MIA,WR,3,BUF,1,4,8400,14.39
 Jaylen Waddle,MIA,WR,10,CLE,18,18,8200,14.31
 Deebo Samuel,SF,WR,7,KC,31,29,7700,14.28
 Jaylen Waddle,MIA,WR,4,CIN,8,2,7700,14.25
 Cooper Kupp,LAR,WR,10,ARI,28,14,9200,14.22
 Deebo Samuel,SF,WR,3,DEN,4,1,8400,14.19
 A.J. Brown,PHI,WR,2,MIN,5,4,8000,14.19
 CeeDee Lamb,DAL,WR,10,GB,6,7,7600,14.19
 Tyreek Hill,MIA,WR,2,BAL,9,14,8000,14.19
 A.J. Brown,PHI,WR,11,IND,6,2,8400,14.18
 A.J. Brown,PHI,WR,16,DAL,8,28,8500,14.15
 Tee Higgins,CIN,WR,8,CLE,21,16,6900,14.12
 A.J. Brown,PHI,WR,13,TEN,19,31,8100,14.11
 Amon-Ra St. Brown,DET,WR,13,JAX,20,25,8000,14.1
 Mike Evans,TB,WR,6,PIT,30,32,7700,14.09
 Marquise Brown,ARI,WR,6,SEA,32,11,8200,14.09
 Amon-Ra St. Brown,DET,WR,16,CAR,15,21,8400,14.07
 A.J. Brown,PHI,WR,5,ARI,21,7,8000,14.03
 A.J. Brown,PHI,WR,12,GB,13,12,8300,14.01
 Tee Higgins,CIN,WR,12,TEN,18,30,8200,13.99
 Mike Evans,TB,WR,8,BAL,21,26,7700,13.98
 CeeDee Lamb,DAL,WR,16,PHI,3,7,8300,13.98
 Amon-Ra St. Brown,DET,WR,15,NYJ,3,2,8400,13.97
 Deebo Samuel,SF,WR,1,CHI,17,27,8400,13.96
 Ja'Marr Chase,CIN,WR,13,KC,23,27,8900,13.96
 CeeDee Lamb,DAL,WR,1,TB,6,11,7600,13.96
 Mike Evans,TB,WR,1,DAL,11,24,8000,13.91
 Michael Pittman Jr.,IND,WR,4,TEN,28,30,7500,13.89
 Amon-Ra St. Brown,DET,WR,9,GB,6,9,7100,13.86
 Mike Evans,TB,WR,2,NO,20,7,8300,13.83
 A.J. Brown,PHI,WR,1,DET,31,19,7100,13.78
 Mike Evans,TB,WR,4,KC,21,18,7500,13.74
 CeeDee Lamb,DAL,WR,8,CHI,7,4,7500,13.72
 Tee Higgins,CIN,WR,5,BAL,30,31,7200,13.7
 Mike Williams,LAC,WR,6,DEN,3,2,7400,13.66
 Chris Godwin,TB,WR,13,NO,13,22,7400,13.64
 Jaylen Waddle,MIA,WR,9,CHI,10,6,8200,13.62
 Amon-Ra St. Brown,DET,WR,3,MIN,15,16,7800,13.62
 A.J. Brown,PHI,WR,17,NO,10,9,8400,13.61
 A.J. Brown,PHI,WR,3,WAS,28,28,8000,13.58
 Justin Jefferson,MIN,WR,18,CHI,25,20,9000,13.57
 DeAndre Hopkins,ARI,WR,14,NE,7,8,8200,13.56
 CeeDee Lamb,DAL,WR,4,WAS,31,31,6800,13.55
 Tee Higgins,CIN,WR,11,PIT,27,32,7600,13.51
 A.J. Brown,PHI,WR,8,PIT,27,31,8200,13.49
 Jaylen Waddle,MIA,WR,5,NYJ,18,22,7700,13.48
 Jaylen Waddle,MIA,WR,8,DET,32,20,7800,13.48
 Amon-Ra St. Brown,DET,WR,10,CHI,14,12,6900,13.47
 Jaylen Waddle,MIA,WR,12,HOU,21,5,8100,13.46
 Tyreek Hill,MIA,WR,6,MIN,16,15,8000,13.44
 Amari Cooper,CLE,WR,13,HOU,21,6,7800,13.37
 Jaylen Waddle,MIA,WR,14,LAC,29,13,7700,13.35
 Christian Kirk,JAX,WR,5,HOU,23,13,7600,13.34
 Jaylen Waddle,MIA,WR,3,BUF,1,4,7500,13.29
 Tee Higgins,CIN,WR,13,KC,23,27,8300,13.28
 Tee Higgins,CIN,WR,4,MIA,25,21,6900,13.28
 Tyreek Hill,MIA,WR,18,NYJ,3,2,8600,13.28
 Tee Higgins,CIN,WR,18,BAL,--,--,7800,13.27
 Tee Higgins,CIN,WR,17,BUF,2,23,7700,13.22
 DK Metcalf,SEA,WR,16,KC,24,26,8000,13.2
 Jaylen Waddle,MIA,WR,16,GB,12,5,7800,13.19
 Amon-Ra St. Brown,DET,WR,18,GB,12,11,8000,13.19
 DK Metcalf,SEA,WR,14,CAR,15,13,7900,13.13
 Tyreek Hill,MIA,WR,1,NE,2,4,7700,13.08
 Courtland Sutton,DEN,WR,5,IND,13,5,7200,13.04
 Chris Godwin,TB,WR,5,ATL,26,25,7000,13.02
 Keenan Allen,LAC,WR,1,LV,22,5,7400,13
 Mike Williams,LAC,WR,5,CLE,16,20,7400,12.98
 DeAndre Hopkins,ARI,WR,10,LAR,9,17,8300,12.98
 Keenan Allen,LAC,WR,16,IND,16,5,8000,12.95
 Tee Higgins,CIN,WR,14,CLE,20,19,7800,12.92
 Mike Evans,TB,WR,10,SEA,23,3,7600,12.87
 Keenan Allen,LAC,WR,15,TEN,27,32,8000,12.86
 Deebo Samuel,SF,WR,12,NO,17,22,6900,12.85
 Mike Evans,TB,WR,7,CAR,16,22,7600,12.84
 Keenan Allen,LAC,WR,17,LAR,14,17,8000,12.83
 Mike Evans,TB,WR,9,LAR,7,16,7700,12.82
 Michael Pittman Jr.,IND,WR,1,HOU,29,26,7200,12.82
 Mike Evans,TB,WR,12,CLE,24,21,7600,12.81
 Christian Kirk,JAX,WR,13,DET,32,29,7500,12.81
 Mike Williams,LAC,WR,7,SEA,29,7,7800,12.79
 Tee Higgins,CIN,WR,7,ATL,25,27,7100,12.76
 DK Metcalf,SEA,WR,15,SF,1,23,7300,12.75
 Chris Olave,NO,WR,8,LV,28,24,6900,12.74
 Amon-Ra St. Brown,DET,WR,5,NE,19,16,8200,12.72
 Mike Williams,LAC,WR,4,HOU,17,14,7200,12.7
 Mike Williams,LAC,WR,2,KC,14,10,6700,12.69
 Marquise Brown,ARI,WR,1,KC,20,22,6900,12.66
 Tee Higgins,CIN,WR,3,NYJ,24,19,7300,12.65
 Tee Higgins,CIN,WR,1,PIT,21,12,7000,12.59
 Michael Pittman Jr.,IND,WR,3,KC,25,23,7400,12.59
 A.J. Brown,PHI,WR,6,DAL,5,19,7800,12.58
 Christian Kirk,JAX,WR,14,TEN,22,32,7600,12.58
 DK Metcalf,SEA,WR,6,ARI,21,7,7400,12.57
 Tyler Lockett,SEA,WR,14,CAR,15,13,7700,12.5
 Courtland Sutton,DEN,WR,2,HOU,26,26,6800,12.48
 Tyler Lockett,SEA,WR,6,ARI,21,7,7500,12.48
 Keenan Allen,LAC,WR,14,MIA,21,11,7800,12.47
 Courtland Sutton,DEN,WR,4,LV,24,11,6800,12.46
 Amon-Ra St. Brown,DET,WR,11,NYG,12,3,7800,12.46
 Diontae Johnson,PIT,WR,4,NYJ,23,24,7000,12.46
 CeeDee Lamb,DAL,WR,5,LAR,14,30,7200,12.42
 Terry McLaurin,WAS,WR,12,ATL,29,31,7200,12.41
 JuJu Smith-Schuster,KC,WR,16,SEA,27,3,7300,12.41
 DeAndre Hopkins,ARI,WR,7,NO,20,27,7500,12.4
 Davante Adams,LV,WR,17,SF,1,26,8500,12.4
 Marquise Brown,ARI,WR,4,CAR,14,17,7700,12.4
 Michael Pittman Jr.,IND,WR,7,TEN,30,32,7500,12.39
 Chris Godwin,TB,WR,17,CAR,17,24,7600,12.39
 Amon-Ra St. Brown,DET,WR,12,BUF,8,23,7600,12.38
 Mike Williams,LAC,WR,1,LV,22,5,6600,12.37
 Amon-Ra St. Brown,DET,WR,7,DAL,7,16,7500,12.36
 DK Metcalf,SEA,WR,12,LV,26,14,7400,12.35
 Amari Cooper,CLE,WR,4,ATL,27,28,7500,12.35
 Marquise Brown,ARI,WR,5,PHI,3,15,7800,12.31
 Amon-Ra St. Brown,DET,WR,8,MIA,20,25,7200,12.31
 Chris Olave,NO,WR,5,SEA,31,14,6900,12.29
 Tyler Lockett,SEA,WR,12,LV,26,14,7500,12.28
 Courtland Sutton,DEN,WR,1,SEA,24,6,6500,12.26
 DeAndre Hopkins,ARI,WR,15,DEN,4,1,8400,12.25
 Jaylen Waddle,MIA,WR,7,PIT,27,31,7500,12.23
 Chris Godwin,TB,WR,16,ARI,30,9,8000,12.21
 DeVonta Smith,PHI,WR,17,NO,10,9,7800,12.18
 Jaylen Waddle,MIA,WR,13,SF,1,19,7900,12.17
 Christian Kirk,JAX,WR,4,PHI,7,13,7600,12.15
 CeeDee Lamb,DAL,WR,6,PHI,4,18,7200,12.13
 Keenan Allen,LAC,WR,12,ARI,30,13,7300,12.13
 Courtland Sutton,DEN,WR,6,LAC,26,23,7200,12.12
 DK Metcalf,SEA,WR,18,LAR,16,17,7200,12.12
 DK Metcalf,SEA,WR,7,LAC,20,18,6900,12.11
 Chris Godwin,TB,WR,15,CIN,9,6,7000,12.09
 DeVonta Smith,PHI,WR,18,NYG,21,10,7700,12.08
 DK Metcalf,SEA,WR,13,LAR,12,18,7600,12.05
 Chris Godwin,TB,WR,8,BAL,21,26,6800,12.05
 Chris Godwin,TB,WR,12,CLE,24,21,7000,12.01
 Courtland Sutton,DEN,WR,3,SF,1,7,7000,12
 Chris Godwin,TB,WR,14,SF,1,24,7500,11.99
 Amari Cooper,CLE,WR,12,TB,9,15,7800,11.97
 Keenan Allen,LAC,WR,13,LV,29,20,7700,11.97
 Jaylen Waddle,MIA,WR,6,MIN,16,15,7300,11.93
 Tee Higgins,CIN,WR,16,NE,6,8,7700,11.91
 Michael Thomas,NO,WR,3,CAR,14,2,7300,11.91
 JuJu Smith-Schuster,KC,WR,10,JAX,15,24,7000,11.9
 DK Metcalf,SEA,WR,17,NYJ,2,2,7600,11.87
 Brandin Cooks,HOU,WR,2,DEN,8,1,6700,11.87
 Michael Pittman Jr.,IND,WR,6,JAX,6,12,6700,11.86
 Terry McLaurin,WAS,WR,1,JAX,23,23,7000,11.84
 Garrett Wilson,NYJ,WR,17,SEA,29,4,7300,11.84
 Terry McLaurin,WAS,WR,15,NYG,20,9,7600,11.81
 Jaylen Waddle,MIA,WR,17,NE,6,16,7700,11.8
 Jerry Jeudy,DEN,WR,2,HOU,26,26,6300,11.8
 DeAndre Hopkins,ARI,WR,16,TB,13,21,8400,11.8
 Amari Cooper,CLE,WR,15,BAL,12,24,7200,11.79
 Michael Pittman Jr.,IND,WR,5,DEN,4,1,7200,11.79
 Brandin Cooks,HOU,WR,4,LAC,26,23,6400,11.77
 Brandin Cooks,HOU,WR,1,IND,16,21,6600,11.77
 DK Metcalf,SEA,WR,4,DET,30,26,7100,11.76
 Chris Godwin,TB,WR,9,LAR,7,16,6700,11.74
 Allen Robinson II,LAR,WR,1,BUF,1,1,5900,11.73
 CeeDee Lamb,DAL,WR,2,CIN,7,2,7700,11.73
 Allen Lazard,GB,WR,10,DAL,5,16,6700,11.72
 Diontae Johnson,PIT,WR,1,CIN,18,15,6700,11.72
 Mike Williams,LAC,WR,3,JAX,6,24,7000,11.71
 Chris Godwin,TB,WR,10,SEA,23,3,6500,11.71
 Tyler Lockett,SEA,WR,15,SF,1,23,7400,11.69
 Amon-Ra St. Brown,DET,WR,2,WAS,19,17,6900,11.68
 Chris Olave,NO,WR,4,MIN,18,19,6400,11.67
 Jaylen Waddle,MIA,WR,15,BUF,5,21,7300,11.65
 JuJu Smith-Schuster,KC,WR,15,HOU,17,4,7300,11.62
 Gabe Davis,BUF,WR,12,DET,32,28,7200,11.61
 Brandon Aiyuk,SF,WR,8,LAR,5,23,6700,11.59
 Tyler Boyd,CIN,WR,8,CLE,21,16,6500,11.57
 Tee Higgins,CIN,WR,2,DAL,12,23,7000,11.55
 DeVonta Smith,PHI,WR,15,CHI,18,16,7200,11.55
 Michael Pittman Jr.,IND,WR,12,PIT,31,32,7000,11.54
 Terry McLaurin,WAS,WR,2,DET,27,9,7300,11.53
 Chris Godwin,TB,WR,7,CAR,16,22,7000,11.53
 Chris Olave,NO,WR,10,PIT,31,32,7500,11.52
 Drake London,ATL,WR,4,CLE,19,27,6300,11.51
 DK Metcalf,SEA,WR,5,NO,13,18,7100,11.5
 Chris Godwin,TB,WR,6,PIT,30,32,6800,11.5
 Amari Cooper,CLE,WR,14,CIN,10,8,7300,11.49
 Garrett Wilson,NYJ,WR,16,JAX,26,25,7800,11.49
 DJ Moore,CAR,WR,8,ATL,31,32,6200,11.49
 Garrett Wilson,NYJ,WR,15,DET,32,31,7800,11.48
 Terry McLaurin,WAS,WR,11,HOU,21,4,7300,11.46
 Tyler Lockett,SEA,WR,8,NYG,12,3,7600,11.46
 Diontae Johnson,PIT,WR,2,NE,10,25,7100,11.46
 CeeDee Lamb,DAL,WR,3,NYG,10,2,6600,11.45
 Chris Olave,NO,WR,15,ATL,29,27,7100,11.44
 Courtland Sutton,DEN,WR,11,LV,30,17,7000,11.44
 Allen Lazard,GB,WR,6,NYJ,15,17,6200,11.41
 Amari Cooper,CLE,WR,7,BAL,22,28,7200,11.41
 Brandin Cooks,HOU,WR,5,JAX,10,19,6800,11.41
 DJ Moore,CAR,WR,1,CLE,8,7,6400,11.4
 Jaylen Waddle,MIA,WR,2,BAL,9,14,7200,11.4
 Mike Evans,TB,WR,13,NO,13,22,7200,11.39
 JuJu Smith-Schuster,KC,WR,12,LAR,12,20,6600,11.39
 Gabe Davis,BUF,WR,8,GB,8,7,6600,11.38
 Chris Olave,NO,WR,9,BAL,23,29,7500,11.38
 Deebo Samuel,SF,WR,11,ARI,25,12,7000,11.37
 Garrett Wilson,NYJ,WR,18,MIA,28,13,7100,11.37
 Christian Kirk,JAX,WR,15,DAL,5,20,7100,11.36
 Amari Cooper,CLE,WR,10,MIA,26,23,7800,11.36
 Joshua Palmer,LAC,WR,10,SF,4,22,6600,11.36
 Gabe Davis,BUF,WR,1,LAR,10,17,6600,11.34
 Tee Higgins,CIN,WR,15,TB,11,13,7500,11.33
 Mike Williams,LAC,WR,15,TEN,27,32,7200,11.32
 Jerry Jeudy,DEN,WR,15,ARI,30,11,7400,11.32
 Deebo Samuel,SF,WR,10,LAC,25,13,7300,11.31
 Tyler Lockett,SEA,WR,13,LAR,12,18,7400,11.29
 DeVonta Smith,PHI,WR,8,PIT,27,31,6900,11.27
 Garrett Wilson,NYJ,WR,13,MIN,30,28,6600,11.27
 Christian Kirk,JAX,WR,2,IND,13,6,6500,11.27
 Amon-Ra St. Brown,DET,WR,1,PHI,15,2,6500,11.27
 DeVonta Smith,PHI,WR,13,TEN,19,31,6800,11.25
 Michael Pittman Jr.,IND,WR,8,WAS,17,26,7100,11.25
 Mike Evans,TB,WR,15,CIN,9,6,6900,11.24
 Marquise Brown,ARI,WR,2,LV,24,13,7400,11.24
 Mike Evans,TB,WR,16,ARI,30,9,7200,11.21
 DK Metcalf,SEA,WR,9,ARI,26,12,7400,11.21
 Christian Kirk,JAX,WR,6,IND,13,2,7000,11.21
 Gabe Davis,BUF,WR,6,KC,28,26,6900,11.18
 Deebo Samuel,SF,WR,14,TB,9,12,7100,11.18
 Keenan Allen,LAC,WR,18,DEN,5,1,7500,11.18
 Michael Thomas,NO,WR,2,TB,1,4,7000,11.17
 Amari Cooper,CLE,WR,18,PIT,17,26,7600,11.16
 Chris Olave,NO,WR,7,ARI,16,4,6500,11.16
 DJ Moore,CAR,WR,2,NYG,16,8,6200,11.16
 DeVonta Smith,PHI,WR,14,NYG,16,7,7000,11.14
 Chris Olave,NO,WR,13,TB,9,14,7400,11.13
 Chris Olave,NO,WR,11,LAR,9,16,6900,11.12
 JuJu Smith-Schuster,KC,WR,2,LAC,16,20,6200,11.1
 Jaylen Waddle,MIA,WR,1,NE,2,4,6800,11.1
 Christian Kirk,JAX,WR,12,BAL,15,24,7700,11.09
 Terry McLaurin,WAS,WR,13,NYG,13,3,6900,11.09
 Tyler Lockett,SEA,WR,7,LAC,20,18,6800,11.07
 JuJu Smith-Schuster,KC,WR,9,TEN,18,29,6900,11.07
 Diontae Johnson,PIT,WR,3,CLE,26,28,7200,11.05
 Jerry Jeudy,DEN,WR,1,SEA,24,6,6200,11.04
 Tyler Lockett,SEA,WR,9,ARI,26,12,7600,11.04
 Deebo Samuel,SF,WR,13,MIA,22,13,6800,11.02
 Gabe Davis,BUF,WR,3,MIA,20,20,7200,11.02
 Gabe Davis,BUF,WR,5,PIT,20,27,6000,11.02
 DK Metcalf,SEA,WR,1,DEN,4,9,6900,11.02
 Jerry Jeudy,DEN,WR,18,LAC,15,5,6600,11.01
 Chris Olave,NO,WR,12,SF,1,19,7300,10.99
 JuJu Smith-Schuster,KC,WR,18,LV,30,15,7000,10.99
 Michael Pittman Jr.,IND,WR,16,LAC,24,8,7000,10.99
 Jerry Jeudy,DEN,WR,17,KC,24,25,7000,10.98
 Amari Cooper,CLE,WR,6,NE,14,16,7100,10.98
 Marquise Brown,ARI,WR,3,LAR,19,31,7000,10.98
 Michael Pittman Jr.,IND,WR,15,MIN,31,31,7000,10.98
 DeVonta Smith,PHI,WR,16,DAL,8,28,7600,10.97
 Tyler Lockett,SEA,WR,4,DET,30,26,6900,10.97
 Jerry Jeudy,DEN,WR,16,LAR,14,19,7300,10.96
 Gabe Davis,BUF,WR,4,BAL,32,32,6500,10.95
 Brandon Aiyuk,SF,WR,13,MIA,22,13,6700,10.95
 Allen Lazard,GB,WR,7,WAS,21,30,6600,10.94
 Curtis Samuel,WAS,WR,5,TEN,28,29,5800,10.94
 Christian Kirk,JAX,WR,18,TEN,26,32,7500,10.93
 Allen Lazard,GB,WR,11,TEN,19,30,6700,10.92
 Christian Kirk,JAX,WR,17,HOU,19,3,6900,10.92
 Amari Cooper,CLE,WR,17,WAS,8,15,7100,10.92
 Tyler Lockett,SEA,WR,10,TB,12,15,7500,10.92
 Tyler Lockett,SEA,WR,5,NO,13,18,6800,10.92
 DeVonta Smith,PHI,WR,4,JAX,5,21,6900,10.91
 Brandon Aiyuk,SF,WR,15,SEA,25,5,7100,10.91
 Michael Thomas,NO,WR,1,ATL,28,25,6200,10.9
 Tyler Boyd,CIN,WR,9,CAR,20,20,6900,10.89
 Brandin Cooks,HOU,WR,3,CHI,13,18,6600,10.89
 Amari Cooper,CLE,WR,8,CIN,6,7,7300,10.88
 Mike Williams,LAC,WR,16,IND,16,5,7200,10.87
 DK Metcalf,SEA,WR,10,TB,12,15,7300,10.86
 Terry McLaurin,WAS,WR,4,DAL,10,12,6700,10.85
 Amari Cooper,CLE,WR,11,BUF,4,14,7200,10.84
 DeVonta Smith,PHI,WR,12,GB,13,12,6700,10.84
 DeVonta Smith,PHI,WR,5,ARI,21,7,6600,10.82
 Terry McLaurin,WAS,WR,5,TEN,28,29,6500,10.82
 Adam Thielen,MIN,WR,5,CHI,9,4,6300,10.82
 Tyler Boyd,CIN,WR,12,TEN,18,30,6700,10.82
 DeVonta Smith,PHI,WR,11,IND,6,2,6400,10.82
 Tyler Boyd,CIN,WR,11,PIT,27,32,6800,10.82
 Amari Cooper,CLE,WR,5,LAC,25,24,7000,10.82
 Drake London,ATL,WR,5,TB,11,11,6200,10.82
 Elijah Moore,NYJ,WR,1,BAL,25,30,6000,10.81
 Tyler Lockett,SEA,WR,18,LAR,16,17,6900,10.81
 Adam Thielen,MIN,WR,1,GB,13,20,6100,10.8
 Gabe Davis,BUF,WR,11,CLE,26,23,7100,10.76
 Brandon Aiyuk,SF,WR,18,ARI,29,6,7100,10.76
 Christian Watson,GB,WR,15,LAR,13,21,7100,10.75
 Robert Woods,TEN,WR,5,WAS,30,32,5900,10.75
 Mike Williams,LAC,WR,17,LAR,14,17,7200,10.74
 Christian Watson,GB,WR,18,DET,31,30,6900,10.72
 Christian Kirk,JAX,WR,7,NYG,10,2,7200,10.72
 Christian Watson,GB,WR,13,CHI,18,14,6500,10.7
 Rashod Bateman,BAL,WR,1,NYJ,32,16,6100,10.7
 Terry McLaurin,WAS,WR,17,CLE,15,10,7400,10.7
 Terry McLaurin,WAS,WR,9,MIN,22,25,7200,10.69
 Brandon Aiyuk,SF,WR,12,NO,17,22,6700,10.68
 Joshua Palmer,LAC,WR,9,ATL,31,31,6200,10.67
 Curtis Samuel,WAS,WR,6,CHI,14,10,6000,10.65
 DK Metcalf,SEA,WR,3,ATL,27,29,6700,10.64
 Allen Lazard,GB,WR,17,MIN,31,30,6200,10.63
 Christian Kirk,JAX,WR,8,DEN,2,1,6900,10.63
 Amari Cooper,CLE,WR,3,PIT,18,26,6500,10.63
 Diontae Johnson,PIT,WR,6,TB,8,13,6300,10.63
 Mike Evans,TB,WR,17,CAR,17,24,7500,10.62
 Joshua Palmer,LAC,WR,13,LV,29,20,6600,10.62
