Name,Team,Pos,Week,Opponent,Opponent Rank,Opponent Position Rank,Salary,Projection
 Atlanta Falcons,ATL,DST,12,WAS,--,--,4000,6.2
 Carolina Panthers,CAR,DST,10,ATL,--,--,3100,6.2
 Los Angeles Chargers,LAC,DST,10,SF,--,--,3400,6.2
 Carolina Panthers,CAR,DST,8,ATL,--,--,4200,6.2
 Chicago Bears,CHI,DST,8,DAL,--,--,3200,6.2
 New York Giants,NYG,DST,8,SEA,--,--,3700,6.2
 New York Giants,NYG,DST,16,MIN,--,--,3300,6.2
 Indianapolis Colts,IND,DST,17,NYG,--,--,4000,6.2
 Cleveland Browns,CLE,DST,17,WAS,--,--,3700,6.2
 Green Bay Packers,GB,DST,3,TB,--,--,4000,6.2
 Los Angeles Rams,LAR,DST,1,BUF,--,--,4000,6.2
 Jacksonville Jaguars,JAX,DST,1,WAS,--,--,3600,6.2
 Los Angeles Chargers,LAC,DST,14,MIA,--,--,3200,6.1
 Jacksonville Jaguars,JAX,DST,2,IND,--,--,3000,6.1
 Chicago Bears,CHI,DST,2,GB,--,--,4400,6.1
 Kansas City Chiefs,KC,DST,11,LAC,--,--,3800,6.1
 Miami Dolphins,MIA,DST,15,BUF,--,--,3200,6.1
 Chicago Bears,CHI,DST,15,PHI,--,--,3100,6.1
 Houston Texans,HOU,DST,13,CLE,--,--,3600,6.1
 Houston Texans,HOU,DST,5,JAX,--,--,3700,6.1
 New England Patriots,NE,DST,5,DET,--,--,3600,6.1
 Atlanta Falcons,ATL,DST,9,LAC,--,--,3100,6.1
 Tampa Bay Buccaneers,TB,DST,18,ATL,--,--,4500,6.1
 Cleveland Browns,CLE,DST,18,PIT,--,--,4300,6.1
 Houston Texans,HOU,DST,4,LAC,--,--,3700,6.1
 Jacksonville Jaguars,JAX,DST,12,BAL,--,--,3800,6.1
 New Orleans Saints,NO,DST,12,SF,--,--,3500,6.1
 Denver Broncos,DEN,DST,3,SF,--,--,3800,6.1
 New York Giants,NYG,DST,1,TEN,--,--,3400,6.1
 Minnesota Vikings,MIN,DST,14,DET,--,--,3700,6
 Jacksonville Jaguars,JAX,DST,14,TEN,--,--,3400,6
 Denver Broncos,DEN,DST,14,KC,--,--,3200,6
 Las Vegas Raiders,LV,DST,2,ARI,--,--,3800,6
 Detroit Lions,DET,DST,13,JAX,--,--,3500,6
 Miami Dolphins,MIA,DST,13,SF,--,--,3700,6
 New York Jets,NYJ,DST,5,MIA,--,--,4000,6
 Green Bay Packers,GB,DST,18,DET,--,--,4200,6
 Carolina Panthers,CAR,DST,4,ARI,--,--,4000,6
 Cleveland Browns,CLE,DST,10,MIA,--,--,3500,6
 Green Bay Packers,GB,DST,16,MIA,--,--,3500,6
 Miami Dolphins,MIA,DST,16,GB,--,--,4200,6
 Las Vegas Raiders,LV,DST,3,TEN,--,--,3400,6
 Detroit Lions,DET,DST,14,MIN,--,--,3100,5.9
 Detroit Lions,DET,DST,11,NYG,--,--,3600,5.9
 Las Vegas Raiders,LV,DST,11,DEN,--,--,3200,5.9
 Atlanta Falcons,ATL,DST,15,NO,--,--,3300,5.9
 Las Vegas Raiders,LV,DST,9,JAX,--,--,3500,5.9
 Tennessee Titans,TEN,DST,18,JAX,--,--,3800,5.9
 Washington Commanders,WAS,DST,18,DAL,--,--,3300,5.9
 Washington Commanders,WAS,DST,4,DAL,--,--,3800,5.9
 Las Vegas Raiders,LV,DST,12,SEA,--,--,3400,5.9
 Los Angeles Rams,LAR,DST,12,KC,--,--,3300,5.9
 Atlanta Falcons,ATL,DST,16,BAL,--,--,3400,5.9
 Arizona Cardinals,ARI,DST,17,ATL,--,--,3900,5.9
 New Orleans Saints,NO,DST,17,PHI,--,--,3200,5.9
 Atlanta Falcons,ATL,DST,1,NO,--,--,3600,5.9
 Chicago Bears,CHI,DST,1,SF,--,--,3800,5.9
 Houston Texans,HOU,DST,1,IND,--,--,3300,5.9
 New York Giants,NYG,DST,14,PHI,--,--,3500,5.8
 Houston Texans,HOU,DST,2,DEN,--,--,3300,5.8
 Carolina Panthers,CAR,DST,11,BAL,--,--,3300,5.8
 Los Angeles Chargers,LAC,DST,5,CLE,--,--,3900,5.8
 Carolina Panthers,CAR,DST,5,SF,--,--,3600,5.8
 Arizona Cardinals,ARI,DST,5,PHI,--,--,3400,5.8
 New York Giants,NYG,DST,18,PHI,--,--,3200,5.8
 Las Vegas Raiders,LV,DST,4,DEN,--,--,3000,5.8
 Arizona Cardinals,ARI,DST,12,LAC,--,--,3800,5.8
 Arizona Cardinals,ARI,DST,8,MIN,--,--,3600,5.8
 Pittsburgh Steelers,PIT,DST,8,PHI,--,--,3100,5.8
 Carolina Panthers,CAR,DST,16,DET,--,--,3500,5.8
 Houston Texans,HOU,DST,17,JAX,--,--,3100,5.8
 Carolina Panthers,CAR,DST,17,TB,--,--,3500,5.8
 Detroit Lions,DET,DST,1,PHI,--,--,3100,5.8
 Dallas Cowboys,DAL,DST,1,TB,--,--,4100,5.8
 Seattle Seahawks,SEA,DST,1,DEN,--,--,3400,5.8
 Seattle Seahawks,SEA,DST,6,ARI,--,--,3100,5.8
 Denver Broncos,DEN,DST,6,LAC,--,--,4200,5.8
 Los Angeles Rams,LAR,DST,14,LV,--,--,3500,5.7
 Cincinnati Bengals,CIN,DST,15,TB,--,--,3600,5.7
 Jacksonville Jaguars,JAX,DST,13,DET,--,--,3900,5.7
 Cincinnati Bengals,CIN,DST,13,KC,--,--,3000,5.7
 Las Vegas Raiders,LV,DST,13,LAC,--,--,3100,5.7
 Cleveland Browns,CLE,DST,5,LAC,--,--,4000,5.7
 Los Angeles Rams,LAR,DST,9,TB,--,--,4300,5.7
 Arizona Cardinals,ARI,DST,18,SF,--,--,3100,5.7
 Jacksonville Jaguars,JAX,DST,4,PHI,--,--,3500,5.7
 Seattle Seahawks,SEA,DST,10,TB,--,--,4600,5.7
 Green Bay Packers,GB,DST,10,DAL,--,--,3700,5.7
 Washington Commanders,WAS,DST,7,GB,--,--,3700,5.7
 Arizona Cardinals,ARI,DST,16,TB,--,--,3800,5.7
 Minnesota Vikings,MIN,DST,17,GB,--,--,3400,5.7
 New York Jets,NYJ,DST,6,GB,--,--,3300,5.7
 Detroit Lions,DET,DST,18,GB,--,--,3300,5.6
 Seattle Seahawks,SEA,DST,4,DET,--,--,3300,5.6
 Las Vegas Raiders,LV,DST,17,SF,--,--,3000,5.6
 Minnesota Vikings,MIN,DST,1,GB,--,--,3200,5.6
 Pittsburgh Steelers,PIT,DST,6,TB,--,--,3500,5.6
 Jacksonville Jaguars,JAX,DST,15,DAL,--,--,3500,5.5
 Indianapolis Colts,IND,DST,13,DAL,--,--,4000,5.5
 New England Patriots,NE,DST,4,GB,--,--,3100,5.5
 Cleveland Browns,CLE,DST,12,TB,--,--,3200,5.5
 Detroit Lions,DET,DST,8,MIA,--,--,3000,5.5
 Atlanta Falcons,ATL,DST,5,TB,--,--,3000,5.4
 Denver Broncos,DEN,DST,17,KC,--,--,3300,5.4
 Los Angeles Chargers,LAC,DST,2,KC,--,--,3800,5.3
 New York Giants,NYG,DST,5,GB,--,--,3400,5.3
 Pittsburgh Steelers,PIT,DST,5,BUF,--,--,3500,5.3
 New York Jets,NYJ,DST,9,BUF,--,--,3400,5.3
 Tennessee Titans,TEN,DST,11,GB,--,--,4400,5.2
 Houston Texans,HOU,DST,9,PHI,--,--,3400,5.2
 Washington Commanders,WAS,DST,9,MIN,--,--,3700,5.2
 Washington Commanders,WAS,DST,3,PHI,--,--,3500,5.2
 Los Angeles Chargers,LAC,DST,11,KC,--,--,3200,5.1
 Detroit Lions,DET,DST,12,BUF,--,--,3200,5.1
 Washington Commanders,WAS,DST,10,PHI,--,--,3500,5.1
 Carolina Panthers,CAR,DST,7,TB,--,--,3500,5.1
 Tennessee Titans,TEN,DST,17,DAL,--,--,4700,5.1
 Las Vegas Raiders,LV,DST,1,LAC,--,--,3000,5.1
 Green Bay Packers,GB,DST,8,BUF,--,--,3600,5
 Atlanta Falcons,ATL,DST,2,LAR,--,--,3200,4.9
 Arizona Cardinals,ARI,DST,1,KC,--,--,3500,4.9
 Houston Texans,HOU,DST,15,KC,--,--,3000,4.8
 Detroit Lions,DET,DST,9,GB,--,--,3200,4.8
 Seattle Seahawks,SEA,DST,7,LAC,--,--,3000,4.7
 Seattle Seahawks,SEA,DST,16,KC,--,--,3000,4.7
 Chicago Bears,CHI,DST,17,DET,--,--,3500,4.7
 New York Giants,NYG,DST,12,DAL,--,--,3500,4.6
 Tennessee Titans,TEN,DST,9,KC,--,--,3400,4.5
 Houston Texans,HOU,DST,12,MIA,--,--,3000,4.4
 Houston Texans,HOU,DST,14,DAL,--,--,3000,4.3
 Las Vegas Raiders,LV,DST,18,KC,--,--,3000,4.2
 Detroit Lions,DET,DST,7,DAL,--,--,3100,4.2
 Las Vegas Raiders,LV,DST,5,KC,--,--,3200,4.1
 Detroit Lions,DET,DST,3,MIN,--,--,3100,4
 Jacksonville Jaguars,JAX,DST,10,KC,--,--,3000,3.8
