Name,Team,Pos,Week,Opponent,Opponent Rank,Opponent Position Rank,Salary,Projection
 D'Andre Swift,DET,RB,12,CHI,21,20,8000,17.11
 Alvin Kamara,NO,RB,14,NYJ,32,32,9000,17.08
 Austin Ekeler,LAC,RB,4,LV,10,17,7900,17.06
 Dalvin Cook,MIN,RB,12,SF,7,17,8100,17.04
 Austin Ekeler,LAC,RB,6,BAL,21,26,8400,17.02
 Dalvin Cook,MIN,RB,18,CHI,17,19,8700,16.98
 D'Andre Swift,DET,RB,8,PHI,19,28,7900,16.87
 Joe Mixon,CIN,RB,4,JAX,26,28,7500,16.85
 Jonathan Taylor,IND,RB,11,BUF,1,1,8800,16.85
 Aaron Jones,GB,RB,8,ARI,2,2,8000,16.84
 Austin Ekeler,LAC,RB,11,PIT,8,9,8200,16.81
 Dalvin Cook,MIN,RB,4,CLE,6,4,9500,16.78
 Najee Harris,PIT,RB,6,SEA,29,29,8500,16.78
 Alvin Kamara,NO,RB,5,WAS,32,23,8600,16.76
 Aaron Jones,GB,RB,2,DET,28,30,7000,16.74
 Najee Harris,PIT,RB,15,TEN,18,2,8800,16.71
 Darrell Henderson Jr.,LAR,RB,8,HOU,26,26,7700,16.57
 Ezekiel Elliott,DAL,RB,10,ATL,27,25,8000,16.56
 David Montgomery,CHI,RB,12,DET,28,31,7500,16.4
 Aaron Jones,GB,RB,5,CIN,6,10,8400,16.38
 Austin Ekeler,LAC,RB,18,LV,20,27,8800,16.38
 Darrell Henderson Jr.,LAR,RB,9,TEN,23,10,8000,16.34
 Jonathan Taylor,IND,RB,8,TEN,21,10,8500,16.32
 Austin Ekeler,LAC,RB,2,DAL,23,4,7000,16.31
 Aaron Jones,GB,RB,10,SEA,19,29,8200,16.29
 Aaron Jones,GB,RB,9,KC,27,17,8500,16.28
 Austin Ekeler,LAC,RB,8,NE,7,12,8700,16.26
 Jonathan Taylor,IND,RB,6,HOU,24,18,7500,16.21
 Leonard Fournette,TB,RB,13,ATL,26,25,7700,16.16
 Austin Ekeler,LAC,RB,5,CLE,4,2,7700,16.15
 Joe Mixon,CIN,RB,12,PIT,17,21,8000,16.14
 Antonio Gibson,WAS,RB,14,DAL,21,2,7400,16.1
 Dalvin Cook,MIN,RB,9,BAL,25,26,8800,16.09
 Alvin Kamara,NO,RB,15,TB,13,4,9400,16.05
 Saquon Barkley,NYG,RB,5,DAL,22,5,7800,16.03
 AJ Dillon,GB,RB,11,MIN,21,22,7000,16.01
 Najee Harris,PIT,RB,8,CLE,11,6,9000,15.99
 Alvin Kamara,NO,RB,17,CAR,4,12,9200,15.98
 Najee Harris,PIT,RB,12,CIN,10,22,8800,15.98
 Derrick Henry,TEN,RB,2,SEA,12,21,8000,15.93
 Nick Chubb,CLE,RB,3,CHI,14,6,7800,15.9
 Nick Chubb,CLE,RB,15,LV,28,29,8000,15.89
 Najee Harris,PIT,RB,14,MIN,31,23,9000,15.88
 Ezekiel Elliott,DAL,RB,9,DEN,3,12,8200,15.83
 Ezekiel Elliott,DAL,RB,6,NE,4,12,8300,15.82
 Aaron Jones,GB,RB,3,SF,16,26,6900,15.8
 Aaron Jones,GB,RB,6,CHI,8,11,8000,15.79
 Leonard Fournette,TB,RB,15,NO,8,1,7800,15.79
 Ezekiel Elliott,DAL,RB,12,LV,23,27,8400,15.76
 Chris Carson,SEA,RB,2,TEN,31,17,6700,15.75
 Austin Ekeler,LAC,RB,3,KC,26,30,7000,15.69
 Antonio Gibson,WAS,RB,13,LV,27,28,6200,15.68
 Austin Ekeler,LAC,RB,17,DEN,3,9,9000,15.67
 Alvin Kamara,NO,RB,16,MIA,18,5,8700,15.65
 Nick Chubb,CLE,RB,17,PIT,23,27,8000,15.61
 Nick Chubb,CLE,RB,8,PIT,15,7,8000,15.59
 Leonard Fournette,TB,RB,14,BUF,1,14,7600,15.57
 Ezekiel Elliott,DAL,RB,11,KC,24,12,8500,15.56
 Alvin Kamara,NO,RB,18,ATL,26,24,9000,15.53
 Ezekiel Elliott,DAL,RB,8,MIN,16,20,8500,15.52
 Jonathan Taylor,IND,RB,7,SF,17,16,8800,15.46
 Ezekiel Elliott,DAL,RB,5,NYG,20,18,8000,15.42
 Ezekiel Elliott,DAL,RB,14,WAS,28,12,6900,15.34
 James Conner,ARI,RB,10,CAR,4,7,7000,15.26
 Najee Harris,PIT,RB,16,KC,17,19,8400,15.26
 Aaron Jones,GB,RB,1,NO,6,1,7400,15.23
 Nick Chubb,CLE,RB,12,BAL,22,16,8000,15.19
 James Conner,ARI,RB,13,CHI,16,18,7300,15.18
 Antonio Gibson,WAS,RB,2,NYG,18,24,6600,15.15
 Dalvin Cook,MIN,RB,17,GB,13,12,8500,15.11
 James Robinson,JAX,RB,16,NYJ,32,32,8200,15.11
 Joe Mixon,CIN,RB,11,LV,22,25,7600,15.11
 Joe Mixon,CIN,RB,1,MIN,25,28,7200,15.08
 D'Andre Swift,DET,RB,10,PIT,11,2,7300,15.08
 Elijah Mitchell,SF,RB,13,SEA,23,31,7600,15.06
 Joe Mixon,CIN,RB,15,DEN,3,12,8300,15.04
 Joe Mixon,CIN,RB,8,NYJ,28,32,7600,15.04
 Nick Chubb,CLE,RB,16,GB,10,7,7600,15.02
 Najee Harris,PIT,RB,4,GB,16,14,8200,15.02
 Najee Harris,PIT,RB,18,BAL,27,12,8500,15.01
 Jonathan Taylor,IND,RB,3,TEN,31,19,7000,14.98
 Joe Mixon,CIN,RB,14,SF,8,21,8500,14.97
 Cordarrelle Patterson,ATL,RB,10,DAL,20,8,7800,14.97
 David Montgomery,CHI,RB,18,MIN,30,23,7600,14.94
 Cordarrelle Patterson,ATL,RB,16,DET,30,31,7200,14.93
 Nick Chubb,CLE,RB,4,MIN,29,16,8000,14.91
 Josh Jacobs,LV,RB,18,LAC,24,29,6900,14.91
 Austin Ekeler,LAC,RB,15,KC,11,17,8900,14.9
 Leonard Fournette,TB,RB,7,CHI,9,14,7000,14.88
 Joe Mixon,CIN,RB,6,DET,25,32,7000,14.87
 D'Andre Swift,DET,RB,11,CLE,16,16,7500,14.83
 Joe Mixon,CIN,RB,2,CHI,27,15,7800,14.8
 Darrell Henderson Jr.,LAR,RB,10,SF,15,21,7600,14.78
 Dalvin Cook,MIN,RB,6,CAR,3,2,8800,14.76
 David Montgomery,CHI,RB,17,NYG,21,25,7200,14.76
 Najee Harris,PIT,RB,17,CLE,14,11,8200,14.71
 Alexander Mattison,MIN,RB,16,LAR,6,16,5500,14.7
 Austin Ekeler,LAC,RB,1,WAS,3,4,6900,14.7
 James Robinson,JAX,RB,12,ATL,27,28,7600,14.68
 Aaron Jones,GB,RB,17,MIN,30,23,6800,14.68
 D'Andre Swift,DET,RB,4,CHI,19,18,7700,14.65
 Antonio Gibson,WAS,RB,6,KC,32,21,6700,14.61
 Leonard Fournette,TB,RB,10,WAS,31,20,7400,14.57
 Nick Chubb,CLE,RB,1,KC,16,23,7700,14.54
 Darrell Henderson Jr.,LAR,RB,5,SEA,30,30,6400,14.53
 Jonathan Taylor,IND,RB,1,SEA,19,15,7900,14.5
 Najee Harris,PIT,RB,3,CIN,10,9,7500,14.49
 D'Andre Swift,DET,RB,6,CIN,7,13,7100,14.49
 Joe Mixon,CIN,RB,17,KC,15,17,8500,14.48
 Najee Harris,PIT,RB,2,LV,14,28,6100,14.47
 Cordarrelle Patterson,ATL,RB,15,SF,9,20,7000,14.46
 D'Ernest Johnson,CLE,RB,10,NE,5,13,5400,14.45
 James Robinson,JAX,RB,1,HOU,30,31,5900,14.45
 Nick Chubb,CLE,RB,9,CIN,9,19,7600,14.42
 David Montgomery,CHI,RB,4,DET,28,29,7500,14.42
 James Robinson,JAX,RB,8,SEA,24,29,8200,14.41
 David Montgomery,CHI,RB,2,CIN,20,19,7300,14.39
 Najee Harris,PIT,RB,13,BAL,15,9,8000,14.39
 Dalvin Cook,MIN,RB,14,PIT,22,25,8200,14.38
 Cordarrelle Patterson,ATL,RB,8,CAR,6,1,7300,14.38
 James Robinson,JAX,RB,6,MIA,30,31,8200,14.37
 James Conner,ARI,RB,11,SEA,20,30,7200,14.36
 Sony Michel,LAR,RB,17,BAL,27,14,7100,14.35
 Leonard Fournette,TB,RB,11,NYG,20,26,7300,14.35
 Jonathan Taylor,IND,RB,4,MIA,22,31,6600,14.34
 Josh Jacobs,LV,RB,15,CLE,12,14,7400,14.34
 Darrell Henderson Jr.,LAR,RB,6,NYG,27,23,7300,14.33
 James Robinson,JAX,RB,15,HOU,29,30,6300,14.28
 Ezekiel Elliott,DAL,RB,4,CAR,2,1,7000,14.28
 Najee Harris,PIT,RB,5,DEN,2,1,7300,14.19
 Joe Mixon,CIN,RB,3,PIT,17,4,6700,14.14
 Josh Jacobs,LV,RB,16,DEN,3,10,6800,14.12
 Aaron Jones,GB,RB,16,CLE,13,12,7300,14.11
 Cordarrelle Patterson,ATL,RB,13,TB,10,3,7400,14.11
 Nick Chubb,CLE,RB,14,BAL,18,8,7500,14.07
 Sony Michel,LAR,RB,14,ARI,3,9,6500,14.06
 Javonte Williams O,DEN,RB,13,KC,18,12,5700,14.06
 Chris Carson,SEA,RB,3,MIN,29,18,7700,14.03
 Darrell Henderson Jr.,LAR,RB,12,GB,6,11,7300,14.03
 Chuba Hubbard,CAR,RB,7,NYG,29,27,7300,14.03
 Ezekiel Elliott,DAL,RB,2,LAC,4,9,7500,14.03
 D'Andre Swift,DET,RB,2,GB,27,22,6700,14.01
 Josh Jacobs,LV,RB,14,KC,15,18,7100,13.99
 Aaron Jones,GB,RB,14,CHI,17,17,7500,13.98
 David Montgomery,CHI,RB,16,SEA,24,27,6600,13.98
 Mark Ingram II,NO,RB,11,PHI,13,24,6800,13.93
 Cordarrelle Patterson,ATL,RB,14,CAR,4,3,7800,13.93
 Joe Mixon,CIN,RB,9,CLE,10,9,7400,13.91
 D'Andre Swift,DET,RB,7,LAR,10,15,7100,13.91
 David Montgomery,CHI,RB,15,MIN,31,23,6800,13.89
 Antonio Gibson,WAS,RB,1,LAC,17,14,7000,13.87
 Saquon Barkley,NYG,RB,13,MIA,24,8,7200,13.79
 Ezekiel Elliott,DAL,RB,1,TB,10,2,8000,13.77
 Leonard Fournette,TB,RB,8,NO,3,4,7200,13.76
 Saquon Barkley,NYG,RB,12,PHI,13,24,7500,13.75
 Chris Carson,SEA,RB,4,SF,20,23,7300,13.74
 David Montgomery,CHI,RB,3,CLE,20,8,6900,13.74
 Jonathan Taylor,IND,RB,2,LAR,5,23,7200,13.73
 Josh Jacobs,LV,RB,17,IND,16,7,6600,13.72
 Nick Chubb,CLE,RB,5,LAC,7,15,7500,13.69
 Joe Mixon,CIN,RB,7,BAL,12,20,7200,13.69
 James Conner,ARI,RB,18,SEA,23,28,7000,13.68
 Saquon Barkley,NYG,RB,3,ATL,30,21,6000,13.67
 Nick Chubb,CLE,RB,18,CIN,18,14,8200,13.66
 Josh Jacobs,LV,RB,13,WAS,30,11,7000,13.66
 Antonio Gibson,WAS,RB,3,BUF,1,3,6100,13.64
 James Conner,ARI,RB,15,DET,30,31,8000,13.63
 James Robinson,JAX,RB,5,TEN,25,14,7400,13.61
 Najee Harris,PIT,RB,1,BUF,14,20,6500,13.58
 Ezekiel Elliott,DAL,RB,3,PHI,4,11,7800,13.55
 Chase Edmonds,ARI,RB,16,IND,15,5,5800,13.55
 Myles Gaskin,MIA,RB,13,NYG,14,26,6400,13.53
 Antonio Gibson,WAS,RB,4,ATL,25,14,7100,13.5
 Ronald Jones,TB,RB,17,NYJ,32,32,7000,13.47
 David Montgomery,CHI,RB,14,GB,6,13,7000,13.47
 Raheem Mostert,SF,RB,1,DET,32,32,6100,13.45
 Ezekiel Elliott,DAL,RB,13,NO,13,1,8400,13.45
 Javonte Williams O,DEN,RB,14,DET,29,30,6700,13.44
 Saquon Barkley,NYG,RB,4,NO,5,5,6900,13.43
 Ronald Jones,TB,RB,16,CAR,4,8,5400,13.42
 Ezekiel Elliott,DAL,RB,16,WAS,28,13,7000,13.4
 Mark Ingram II,NO,RB,13,DAL,19,7,6600,13.37
 Jamaal Williams,DET,RB,13,MIN,31,24,6500,13.36
 Antonio Gibson,WAS,RB,15,PHI,15,21,7400,13.35
 Aaron Jones,GB,RB,15,BAL,17,7,7500,13.31
 Chuba Hubbard,CAR,RB,8,ATL,25,21,6600,13.3
 Joe Mixon,CIN,RB,16,BAL,19,9,7500,13.27
 Cordarrelle Patterson,ATL,RB,12,JAX,20,18,7800,13.27
 Leonard Fournette,TB,RB,12,IND,16,1,7100,13.24
 D'Andre Swift,DET,RB,3,BAL,32,20,7400,13.23
 Jeff Wilson Jr.,SF,RB,11,JAX,17,19,5000,13.22
 Josh Jacobs,LV,RB,10,KC,26,17,7200,13.21
 Darrel Williams,KC,RB,7,TEN,25,12,6700,13.21
 Jonathan Taylor,IND,RB,5,BAL,15,18,6900,13.11
 Saquon Barkley,NYG,RB,11,TB,13,7,7000,13.11
 David Montgomery,CHI,RB,13,ARI,3,4,6500,13.09
 Ezekiel Elliott,DAL,RB,17,ARI,5,6,7500,13.08
 Saquon Barkley,NYG,RB,14,LAC,20,28,7300,13.08
 Josh Jacobs,LV,RB,7,PHI,16,26,6900,13.07
 James Robinson,JAX,RB,13,LAR,12,16,7100,13.03
 D'Andre Swift,DET,RB,5,MIN,24,22,6900,13.03
 Alexander Mattison,MIN,RB,3,SEA,21,31,5200,13.01
 James Robinson,JAX,RB,11,SF,11,20,7100,13.01
 Chuba Hubbard,CAR,RB,4,DAL,17,6,6300,13.01
 David Montgomery,CHI,RB,11,BAL,23,21,6800,12.98
 Chris Carson,SEA,RB,1,IND,7,9,6700,12.98
 Ezekiel Elliott,DAL,RB,15,NYG,20,25,6700,12.97
 Devin Singletary,BUF,RB,18,NYJ,32,32,6700,12.95
 Rhamondre Stevenson,NE,RB,15,IND,11,7,6800,12.91
 Antonio Gibson,WAS,RB,12,SEA,25,31,6600,12.9
 James Robinson,JAX,RB,4,CIN,7,8,6900,12.9
 Darrel Williams,KC,RB,18,DEN,3,14,7000,12.89
 Mark Ingram II,NO,RB,10,TEN,21,9,5500,12.88
 Cordarrelle Patterson,ATL,RB,7,MIA,31,28,8000,12.88
 Sony Michel,LAR,RB,13,JAX,20,22,5300,12.83
 Saquon Barkley,NYG,RB,15,DAL,15,3,7300,12.83
 Miles Sanders,PHI,RB,3,DAL,23,7,6100,12.78
 Darrell Henderson Jr.,LAR,RB,2,IND,21,12,6400,12.77
 Miles Sanders,PHI,RB,16,NYG,22,25,6400,12.76
 Mike Davis,ATL,RB,1,PHI,21,13,6200,12.73
 Miles Sanders,PHI,RB,4,KC,30,30,6500,12.72
 Clyde Edwards-Helaire,KC,RB,2,BAL,32,27,5900,12.72
 Damien Harris,NE,RB,2,NYJ,13,20,6200,12.7
 Josh Jacobs,LV,RB,9,NYG,19,24,7200,12.7
 Elijah Mitchell,SF,RB,10,LAR,8,16,6500,12.69
 Kareem Hunt,CLE,RB,6,ARI,5,9,7400,12.68
 Clyde Edwards-Helaire,KC,RB,1,CLE,20,8,6800,12.68
 Alexander Mattison,MIN,RB,5,DET,27,32,6500,12.66
 Josh Jacobs,LV,RB,11,CIN,14,23,6900,12.62
 Myles Gaskin,MIA,RB,2,BUF,7,2,5700,12.58
 Miles Sanders,PHI,RB,2,SF,30,31,6300,12.57
 D'Andre Swift,DET,RB,17,SEA,24,28,7700,12.57
 Melvin Gordon III,DEN,RB,2,JAX,29,30,5900,12.55
 Justin Jackson,LAC,RB,16,HOU,27,29,5400,12.55
 Christian McCaffrey,CAR,RB,9,NE,6,13,10000,12.55
 Darrel Williams,KC,RB,8,NYG,22,23,6200,12.53
 Miles Sanders,PHI,RB,1,ATL,29,5,6600,12.52
 Saquon Barkley,NYG,RB,1,DEN,22,21,8500,12.51
 Myles Gaskin,MIA,RB,15,NYJ,32,32,6600,12.51
 Saquon Barkley,NYG,RB,16,PHI,11,22,7000,12.51
 Elijah Mitchell,SF,RB,18,LAR,8,10,8000,12.5
 Cordarrelle Patterson,ATL,RB,9,NO,5,4,7000,12.5
 James Conner,ARI,RB,14,LAR,7,12,7200,12.49
 Sony Michel,LAR,RB,18,SF,7,9,7700,12.43
 Michael Carter,NYJ,RB,11,MIA,28,15,6600,12.42
 Damien Harris,NE,RB,8,LAC,17,30,6900,12.41
 Devin Singletary,BUF,RB,17,ATL,26,24,6000,12.38
 Clyde Edwards-Helaire,KC,RB,3,LAC,7,28,6500,12.37
 Khalil Herbert,CHI,RB,8,SF,14,14,6500,12.36
 Javonte Williams O,DEN,RB,16,LV,26,28,6300,12.36
 Leonard Fournette,TB,RB,6,PHI,11,20,6600,12.34
 D'Onta Foreman,TEN,RB,18,HOU,28,30,6900,12.33
 Darrell Henderson Jr.,LAR,RB,4,ARI,9,13,6000,12.33
 Damien Williams,CHI,RB,5,LV,11,26,5800,12.26
 Leonard Fournette,TB,RB,5,MIA,23,29,6400,12.25
 Jeff Wilson Jr.,SF,RB,16,TEN,14,1,6700,12.24
 James Robinson,JAX,RB,3,ARI,11,12,5500,12.24
 David Montgomery,CHI,RB,1,LAR,1,3,7100,12.22
 Clyde Edwards-Helaire,KC,RB,15,LAC,19,30,6900,12.21
 Antonio Gibson,WAS,RB,11,CAR,3,4,6700,12.2
 Clyde Edwards-Helaire,KC,RB,16,PIT,20,26,6500,12.18
 Antonio Gibson,WAS,RB,18,NYG,21,25,6800,12.18
 Myles Gaskin,MIA,RB,9,HOU,29,28,6100,12.11
 Antonio Gibson,WAS,RB,5,NO,8,8,6600,12.1
 Josh Jacobs,LV,RB,12,DAL,13,7,6700,12.1
 D'Andre Swift,DET,RB,1,SF,5,7,6400,12.1
 Miles Sanders,PHI,RB,12,NYG,23,25,6100,12.05
 Antonio Gibson,WAS,RB,16,DAL,10,4,6800,12.04
 Javonte Williams O,DEN,RB,15,CIN,16,14,7000,12
 Leonard Fournette,TB,RB,3,LAR,8,15,5800,11.99
 Michael Carter,NYJ,RB,9,IND,17,3,6300,11.99
 Clyde Edwards-Helaire,KC,RB,4,PHI,8,21,6700,11.96
 Devontae Booker,NYG,RB,9,LV,15,25,6300,11.95
 Devonta Freeman,BAL,RB,15,GB,6,10,5900,11.93
 Chase Edmonds,ARI,RB,8,GB,8,14,5800,11.92
 James Robinson,JAX,RB,14,TEN,24,4,6400,11.91
 Elijah Mitchell,SF,RB,17,HOU,29,29,7800,11.9
 Damien Harris,NE,RB,7,NYJ,19,31,6800,11.9
 Trey Sermon,SF,RB,3,GB,18,16,5400,11.89
 Elijah Mitchell,SF,RB,2,PHI,2,18,5800,11.88
 Michael Carter,NYJ,RB,15,MIA,19,8,5900,11.88
 Saquon Barkley,NYG,RB,2,WAS,14,15,7200,11.84
 Damien Harris,NE,RB,9,CAR,4,2,6600,11.83
 Chase Edmonds,ARI,RB,3,JAX,27,29,6600,11.81
 James Robinson,JAX,RB,10,IND,24,3,7500,11.78
 Mike Davis,ATL,RB,3,NYG,25,26,5700,11.78
 Damien Harris,NE,RB,16,BUF,1,17,6600,11.73
 Myles Gaskin,MIA,RB,11,NYJ,32,32,6200,11.72
 Cordarrelle Patterson,ATL,RB,5,NYJ,10,31,7500,11.72
 Darrel Williams,KC,RB,10,LV,10,22,6000,11.71
 Myles Gaskin,MIA,RB,3,LV,12,22,5900,11.71
 Antonio Gibson,WAS,RB,8,DEN,4,13,6200,11.7
 Josh Jacobs,LV,RB,5,CHI,18,12,7200,11.7
 Rashaad Penny,SEA,RB,17,DET,28,30,6900,11.65
 Clyde Edwards-Helaire,KC,RB,14,LV,25,26,6500,11.64
 Damien Harris,NE,RB,17,JAX,20,20,7400,11.62
 Darrel Williams,KC,RB,17,CIN,18,8,6200,11.61
 Myles Gaskin,MIA,RB,10,BAL,24,24,6000,11.61
 Damien Harris,NE,RB,5,HOU,26,24,6500,11.59
 Damien Harris,NE,RB,3,NO,6,10,6200,11.58
 Darrel Williams,KC,RB,6,WAS,31,22,5200,11.58
 Chuba Hubbard,CAR,RB,5,PHI,17,27,6700,11.56
 Rashaad Penny,SEA,RB,18,ARI,6,5,7800,11.54
 Ty'Son Williams,BAL,RB,3,DET,28,32,6400,11.51
 Devontae Booker,NYG,RB,8,KC,29,21,6200,11.42
 Josh Jacobs,LV,RB,1,BAL,4,11,6500,11.41
 Myles Gaskin,MIA,RB,6,JAX,28,28,6000,11.4
 Chase Edmonds,ARI,RB,7,HOU,24,25,6200,11.4
 Melvin Gordon III,DEN,RB,15,CIN,16,14,7000,11.39
 Miles Sanders,PHI,RB,7,LV,13,22,5900,11.36
 Chase Edmonds,ARI,RB,2,MIN,18,26,6000,11.36
 Myles Gaskin,MIA,RB,12,CAR,4,4,6200,11.33
 Miles Sanders,PHI,RB,13,NYJ,32,32,6600,11.3
 Myles Gaskin,MIA,RB,1,NE,8,18,6000,11.3
 James Conner,ARI,RB,7,HOU,24,25,6500,11.28
 Kareem Hunt,CLE,RB,4,MIN,29,16,6400,11.28
 Melvin Gordon III,DEN,RB,3,NYJ,9,25,6000,11.26
 Kenyan Drake,LV,RB,2,PIT,10,8,5500,11.23
 Chase Edmonds,ARI,RB,5,SF,19,20,6200,11.23
 D'Andre Swift,DET,RB,18,GB,10,7,7000,11.22
 Chase Edmonds,ARI,RB,4,LAR,13,11,6100,11.22
 Elijah Mitchell,SF,RB,7,IND,21,3,5800,11.21
 Kenneth Gainwell,PHI,RB,18,DAL,13,4,4800,11.21
 Melvin Gordon III,DEN,RB,16,LV,26,28,6300,11.19
 AJ Dillon,GB,RB,14,CHI,17,17,7500,11.19
 Kareem Hunt,CLE,RB,2,HOU,15,10,5700,11.19
 Mike Davis,ATL,RB,4,WAS,32,8,5400,11.19
 Sony Michel,LAR,RB,16,MIN,31,23,6900,11.18
 Miles Sanders,PHI,RB,15,WAS,27,12,6700,11.18
 Clyde Edwards-Helaire,KC,RB,13,DEN,5,17,6300,11.16
 D'Onta Foreman,TEN,RB,16,SF,9,16,5900,11.15
 Myles Gaskin,MIA,RB,4,IND,21,17,5500,11.13
 Chase Edmonds,ARI,RB,9,SF,13,11,5900,11.13
 Josh Jacobs,LV,RB,6,DEN,2,3,6800,11.12
 Clyde Edwards-Helaire,KC,RB,5,BUF,1,3,6600,11.12
 Cordarrelle Patterson,ATL,RB,17,BUF,1,22,6700,11.12
 Michael Carter,NYJ,RB,17,TB,7,1,5700,11.1
 Melvin Gordon III,DEN,RB,12,LAC,21,29,6300,11.08
 Saquon Barkley,NYG,RB,18,WAS,29,18,6400,11.07
 Devonta Freeman,BAL,RB,14,CLE,10,15,6300,11.07
 Elijah Mitchell,SF,RB,8,CHI,18,15,5800,11.04
 Leonard Fournette,TB,RB,4,NE,4,12,5900,11.04
 Mike Davis,ATL,RB,7,MIA,31,28,6300,11.03
 Mike Davis,ATL,RB,2,TB,28,7,5500,11.02
 Darrell Henderson Jr.,LAR,RB,1,CHI,13,10,6400,10.98
 Antonio Gibson,WAS,RB,7,GB,8,17,6600,10.97
 Darrel Williams,KC,RB,9,GB,7,16,6700,10.97
 Michael Carter,NYJ,RB,10,BUF,1,1,6100,10.96
 Sony Michel,LAR,RB,3,TB,24,17,5700,10.94
 Zack Moss,BUF,RB,6,TEN,24,17,6200,10.93
 Damien Harris,NE,RB,1,MIA,12,12,5800,10.92
 Trey Sermon,SF,RB,4,SEA,27,32,5900,10.89
 Ty'Son Williams,BAL,RB,1,LV,26,29,5700,10.86
 Melvin Gordon III,DEN,RB,4,BAL,24,27,6200,10.85
 Zack Moss,BUF,RB,8,MIA,31,27,6100,10.84
 Michael Carter,NYJ,RB,16,JAX,23,21,5800,10.84
 Jeff Wilson Jr.,SF,RB,15,ATL,28,23,5800,10.75
 Ezekiel Elliott,DAL,RB,18,PHI,7,19,7600,10.75
 Kareem Hunt,CLE,RB,14,BAL,18,8,6500,10.75
 Zack Moss,BUF,RB,9,JAX,26,21,6000,10.73
 Ty'Son Williams,BAL,RB,2,KC,17,32,5700,10.72
 Devontae Booker,NYG,RB,7,CAR,6,1,5800,10.7
 Damien Harris,NE,RB,11,ATL,28,28,6500,10.67
 James Robinson,JAX,RB,2,DEN,8,1,5500,10.67
 Chase Edmonds,ARI,RB,1,TEN,27,26,5900,10.67
 Melvin Gordon III,DEN,RB,10,PHI,16,27,6300,10.66
 Jeff Wilson Jr.,SF,RB,14,CIN,13,19,4900,10.62
 Devin Singletary,BUF,RB,16,NE,2,18,5800,10.62
