Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
217,Jordan Akins,HOU,TE,8,LAR,5,5,100,53,0,31,10.6,10.6,0,0,0,0,0,0,10.3,10.3
219,Hayden Hurst,ATL,TE,16,DET,2,2,100,21,1,12,10.5,10.5,0,0,0,0,0,0,10.1,10.1
219,Tyler Conklin,MIN,TE,6,CAR,5,3,60,71,0,40,14.2,23.7,0,0,0,0,0,0,10.1,10.1
219,Evan Engram,NYG,TE,13,MIA,5,4,80,61,0,18,12.2,15.2,0,0,0,0,0,0,10.1,10.1
219,Tyler Higbee,LAR,TE,9,TEN,10,5,50,51,0,26,5.1,10.2,0,0,0,0,0,0,10.1,10.1
223,Taysom Hill,NO,TE,18,ATL,0,0,0,0,0,0,0,0,5,18,3.6,0,0,0,10.1,10.08
224,Tyler Kroft,NYJ,TE,8,CIN,2,2,100,20,1,13,10,10,0,0,0,0,0,0,10,10
224,Juwan Johnson,NO,TE,4,NYG,3,2,66.7,20,1,15,6.7,10,0,0,0,0,0,0,10,10
224,Gerald Everett,SEA,TE,1,IND,2,2,100,20,1,11,10,10,0,0,0,0,0,0,10,10
224,Kyle Pitts,ATL,TE,10,DAL,7,4,57.1,60,0,18,8.6,15,0,0,0,0,0,0,10,10
224,James O'Shaughnessy,JAX,TE,15,HOU,4,4,100,60,0,30,15,15,0,0,0,0,0,0,10,10
224,Gerald Everett,SEA,TE,15,LAR,4,4,100,60,0,34,15,15,0,0,0,0,0,0,10,10
224,Dan Arnold,JAX,TE,9,BUF,7,4,57.1,60,0,28,8.6,15,0,0,0,0,0,0,10,10
224,Mike Gesicki,MIA,TE,11,NYJ,6,5,83.3,50,0,26,8.3,10,0,0,0,0,0,0,10,10
232,Austin Hooper,CLE,TE,3,CHI,3,2,66.7,19,1,13,6.3,9.5,0,0,0,0,0,0,9.9,9.9
232,Hunter Henry,NE,TE,9,CAR,3,2,66.7,19,1,12,6.3,9.5,0,0,0,0,0,0,9.9,9.9
232,Geoff Swaim,TEN,TE,17,MIA,3,3,100,9,1,5,3,3,0,0,0,0,0,0,9.9,9.9
235,Mo Alie-Cox,IND,TE,6,HOU,3,1,33.3,28,1,28,9.3,28,0,0,0,0,0,0,9.8,9.8
235,Mike Gesicki,MIA,TE,8,BUF,4,3,75,48,0,40,12,16,0,0,0,0,0,0,9.8,9.8
235,Tyler Higbee,LAR,TE,13,JAX,6,5,83.3,48,0,22,8,9.6,0,0,0,0,0,0,9.8,9.8
235,Jonnu Smith,NE,TE,1,MIA,5,5,100,42,0,11,8.4,8.4,1,6,6,0,1,0,9.8,9.8
239,Donald Parham Jr.,LAC,TE,4,LV,3,2,66.7,17,1,13,5.7,8.5,0,0,0,0,0,0,9.7,9.7
239,Dawson Knox,BUF,TE,2,MIA,3,2,66.7,17,1,9,5.7,8.5,0,0,0,0,0,0,9.7,9.7
239,Lee Smith,ATL,TE,3,NYG,3,3,100,7,1,3,2.3,2.3,0,0,0,0,0,0,9.7,9.7
239,Tyler Conklin,MIN,TE,17,GB,9,5,55.6,47,0,15,5.2,9.4,0,0,0,0,0,0,9.7,9.7
243,Brevin Jordan,HOU,TE,16,LAC,4,4,100,56,0,27,14,14,0,0,0,0,0,0,9.6,9.6
243,C.J. Uzomah,CIN,TE,14,SF,6,4,66.7,56,0,23,9.3,14,0,0,0,0,0,0,9.6,9.6
243,Albert Okwuegbunam,DEN,TE,1,NYG,3,3,100,16,1,6,5.3,5.3,0,0,0,0,1,1,9.6,9.6
243,Tyler Higbee,LAR,TE,7,DET,8,5,62.5,46,0,16,5.8,9.2,0,0,0,0,0,0,9.6,9.6
247,Ryan Griffin,NYJ,TE,13,PHI,2,2,100,15,1,14,7.5,7.5,0,0,0,0,0,0,9.5,9.5
247,Rob Gronkowski,TB,TE,3,LAR,8,4,50,55,0,26,6.9,13.8,0,0,0,0,0,0,9.5,9.5
247,Evan Engram,NYG,TE,5,DAL,4,4,100,55,0,18,13.8,13.8,0,0,0,0,0,0,9.5,9.5
247,Tyler Conklin,MIN,TE,9,BAL,7,5,71.4,45,0,18,6.4,9,0,0,0,0,0,0,9.5,9.5
247,Logan Thomas,WAS,TE,2,NYG,7,5,71.4,45,0,24,6.4,9,0,0,0,0,0,0,9.5,9.5
252,Taysom Hill,NO,TE,15,TB,0,0,0,0,0,0,0,0,11,33,3,0,0,0,9.5,9.46
253,Tyler Higbee,LAR,TE,5,SEA,2,2,100,14,1,13,7,7,0,0,0,0,0,0,9.4,9.4
253,Jared Cook,LAC,TE,16,HOU,5,3,60,44,0,18,8.8,14.7,0,0,0,0,0,0,9.4,9.4
253,Dalton Schultz,DAL,TE,9,DEN,5,4,80,54,0,20,10.8,13.5,0,0,0,0,0,0,9.4,9.4
253,Mike Gesicki,MIA,TE,9,HOU,8,4,50,54,0,18,6.8,13.5,0,0,0,0,0,0,9.4,9.4
253,Mark Andrews,BAL,TE,9,MIN,10,5,50,44,0,13,4.4,8.8,0,0,0,0,0,0,9.4,9.4
258,Austin Hooper,CLE,TE,11,DET,7,4,57.1,53,0,20,7.6,13.2,0,0,0,0,0,0,9.3,9.3
258,Mike Gesicki,MIA,TE,15,NYJ,8,5,62.5,43,0,20,5.4,8.6,0,0,0,0,0,0,9.3,9.3
258,Dalton Schultz,DAL,TE,13,NO,5,5,100,43,0,12,8.6,8.6,0,0,0,0,0,0,9.3,9.3
258,Cole Kmet,CHI,TE,7,TB,6,5,83.3,43,0,22,7.2,8.6,0,0,0,0,0,0,9.3,9.3
262,Taysom Hill,NO,TE,3,NE,0,0,0,0,0,0,0,0,6,32,5.3,1,0,0,9.2,9.2
262,Chris Manhertz,JAX,TE,1,HOU,1,1,100,22,1,22,22,22,0,0,0,0,0,0,9.2,9.2
262,Jack Doyle,IND,TE,8,TEN,2,2,100,12,1,7,6,6,0,0,0,0,0,0,9.2,9.2
262,Kyle Rudolph,NYG,TE,8,KC,3,2,66.7,12,1,11,4,6,0,0,0,0,0,0,9.2,9.2
262,Tommy Tremble,CAR,TE,5,PHI,4,2,50,12,1,7,3,6,0,0,0,0,0,0,9.2,9.2
262,Kyle Pitts,ATL,TE,9,NO,7,3,42.9,62,0,39,8.9,20.7,0,0,0,0,0,0,9.2,9.2
262,Zach Ertz,ARI,TE,14,LAR,7,5,71.4,42,0,14,6,8.4,0,0,0,0,0,0,9.2,9.2
262,Cole Kmet,CHI,TE,1,LAR,7,5,71.4,42,0,10,6,8.4,0,0,0,0,0,0,9.2,9.2
270,Ross Dwelley,SF,TE,4,SEA,1,1,100,21,1,21,21,21,0,0,0,0,0,0,9.1,9.1
270,Jimmy Graham,CHI,TE,13,ARI,1,1,100,1,1,1,1,1,0,0,0,0,0,0,9.1,9.1
270,Chris Myarick,NYG,TE,12,PHI,2,2,100,11,1,10,5.5,5.5,0,0,0,0,0,0,9.1,9.1
270,Dawson Knox,BUF,TE,16,NE,3,2,66.7,11,1,9,3.7,5.5,0,0,0,0,0,0,9.1,9.1
270,Cameron Brate,TB,TE,16,CAR,4,2,50,11,1,7,2.8,5.5,0,0,0,0,0,0,9.1,9.1
270,Harrison Bryant,CLE,TE,15,LV,2,2,100,11,1,6,5.5,5.5,0,0,0,0,0,0,9.1,9.1
270,Eric Ebron,PIT,TE,6,SEA,2,2,100,10,0,6,5,5,1,1,1,1,0,0,9.1,9.1
270,Mike Gesicki,MIA,TE,17,TEN,7,4,57.1,51,0,15,7.3,12.8,0,0,0,0,0,0,9.1,9.1
270,Noah Fant,DEN,TE,14,DET,4,4,100,51,0,32,12.8,12.8,0,0,0,0,0,0,9.1,9.1
270,Marcedes Lewis,GB,TE,14,CHI,4,4,100,51,0,20,12.8,12.8,0,0,0,0,0,0,9.1,9.1
270,Tyler Higbee,LAR,TE,16,MIN,6,5,83.3,41,0,12,6.8,8.2,0,0,0,0,0,0,9.1,9.1
270,Ricky Seals-Jones,WAS,TE,5,NO,9,5,55.6,41,0,16,4.6,8.2,0,0,0,0,0,0,9.1,9.1
282,Kyle Pitts,ATL,TE,4,WAS,9,4,44.4,50,0,15,5.6,12.5,0,0,0,0,0,0,9,9
282,Mark Andrews,BAL,TE,13,PIT,9,4,44.4,50,0,29,5.6,12.5,0,0,0,0,0,0,9,9
282,Austin Hooper,CLE,TE,2,HOU,5,5,100,40,0,13,8,8,0,0,0,0,0,0,9,9
285,Foster Moreau,LV,TE,11,CIN,2,1,50,19,1,19,9.5,19,0,0,0,0,0,0,8.9,8.9
285,Jesper Horsted,CHI,TE,15,MIN,1,1,100,19,1,19,19,19,0,0,0,0,0,0,8.9,8.9
285,Ricky Seals-Jones,WAS,TE,2,NYG,1,1,100,19,1,19,19,19,0,0,0,0,0,0,8.9,8.9
285,Kyle Pitts,ATL,TE,17,BUF,4,2,50,69,0,61,17.2,34.5,0,0,0,0,0,0,8.9,8.9
285,James O'Shaughnessy,JAX,TE,16,NYJ,4,4,100,49,0,22,12.2,12.2,0,0,0,0,0,0,8.9,8.9
285,Cole Kmet,CHI,TE,16,SEA,5,4,80,49,0,16,9.8,12.2,0,0,0,0,0,0,8.9,8.9
285,Cole Kmet,CHI,TE,6,GB,5,4,80,49,0,21,9.8,12.2,1,0,0,0,0,0,8.9,8.9
285,Harrison Bryant,CLE,TE,2,HOU,4,4,100,49,0,29,12.2,12.2,0,0,0,0,0,0,8.9,8.9
285,Noah Fant,DEN,TE,7,CLE,7,5,71.4,39,0,9,5.6,7.8,0,0,0,0,0,0,8.9,8.9
294,Adam Trautman,NO,TE,18,ATL,1,1,100,18,1,18,18,18,0,0,0,0,0,0,8.8,8.8
294,Blake Jarwin,DAL,TE,4,CAR,3,1,33.3,18,1,18,6,18,0,0,0,0,0,0,8.8,8.8
294,David Njoku,CLE,TE,9,CIN,3,1,33.3,18,1,18,6,18,0,0,0,0,0,0,8.8,8.8
294,Jared Cook,LAC,TE,14,NYG,5,2,40,8,1,7,1.6,4,0,0,0,0,0,0,8.8,8.8
294,Will Dissly,SEA,TE,6,PIT,2,2,100,8,1,7,4,4,0,0,0,0,0,0,8.8,8.8
294,Jonnu Smith,NE,TE,12,TEN,4,3,75,49,0,20,12.2,16.3,1,9,9,0,0,0,8.8,8.8
294,Albert Okwuegbunam,DEN,TE,15,CIN,4,3,75,58,0,24,14.5,19.3,0,0,0,0,0,0,8.8,8.8
294,Cole Kmet,CHI,TE,18,MIN,5,4,80,48,0,20,9.6,12,0,0,0,0,0,0,8.8,8.8
294,Kyle Pitts,ATL,TE,13,TB,7,4,57.1,48,0,29,6.9,12,0,0,0,0,0,0,8.8,8.8
303,Jody Fortson,KC,TE,3,LAC,2,2,100,7,1,5,3.5,3.5,0,0,0,0,0,0,8.7,8.7
303,Adam Trautman,NO,TE,9,ATL,7,4,57.1,47,0,25,6.7,11.8,0,0,0,0,0,0,8.7,8.7
305,Dallas Goedert,PHI,TE,3,DAL,4,2,50,66,0,38,16.5,33,0,0,0,0,0,0,8.6,8.6
305,Kyle Rudolph,NYG,TE,14,LAC,2,2,100,66,0,60,33,33,0,0,0,0,0,0,8.6,8.6
305,Zach Ertz,ARI,TE,10,CAR,6,4,66.7,46,0,19,7.7,11.5,0,0,0,0,0,0,8.6,8.6
305,C.J. Uzomah,CIN,TE,16,BAL,7,5,71.4,36,0,16,5.1,7.2,0,0,0,0,0,0,8.6,8.6
305,Hunter Henry,NE,TE,3,NO,6,5,83.3,36,0,9,6,7.2,0,0,0,0,0,0,8.6,8.6
305,Tyler Higbee,LAR,TE,6,NYG,5,5,100,36,0,10,7.2,7.2,0,0,0,0,0,0,8.6,8.6
311,Cameron Brate,TB,TE,17,NYJ,3,2,66.7,5,1,4,1.7,2.5,0,0,0,0,0,0,8.5,8.5
311,Dan Arnold,CAR,TE,2,NO,4,3,75,55,0,19,13.8,18.3,0,0,0,0,0,0,8.5,8.5
311,Darren Waller,LV,TE,5,CHI,8,4,50,45,0,29,5.6,11.2,0,0,0,0,0,0,8.5,8.5
311,Durham Smythe,MIA,TE,12,CAR,5,5,100,32,0,11,6.4,6.4,2,3,1.5,0,0,0,8.5,8.5
315,MyCole Pruitt,TEN,TE,5,JAX,1,1,100,14,1,14,14,14,0,0,0,0,0,0,8.4,8.4
315,Tyler Conklin,MIN,TE,16,LAR,5,4,80,44,0,19,8.8,11,0,0,0,0,0,0,8.4,8.4
317,Dawson Knox,BUF,TE,18,NYJ,5,3,60,49,0,28,9.8,16.3,0,4,0,0,0,0,8.3,8.3
317,Mike Gesicki,MIA,TE,5,TB,7,4,57.1,43,0,23,6.1,10.8,0,0,0,0,0,0,8.3,8.3
319,Zach Ertz,ARI,TE,8,GB,4,4,100,42,0,20,10.5,10.5,0,0,0,0,0,0,8.2,8.2
319,T.J. Hockenson,DET,TE,4,CHI,8,4,50,42,0,22,5.2,10.5,0,0,0,0,0,0,8.2,8.2
319,Adam Trautman,NO,TE,10,TEN,6,5,83.3,32,0,8,5.3,6.4,0,0,0,0,0,0,8.2,8.2
322,Nick Vannett,NO,TE,12,BUF,1,1,100,11,1,11,11,11,0,0,0,0,0,0,8.1,8.1
322,Antony Auclair,HOU,TE,5,NE,1,1,100,11,1,11,11,11,0,0,0,0,0,0,8.1,8.1
322,Jordan Akins,HOU,TE,6,IND,6,4,66.7,41,0,13,6.8,10.2,0,0,0,0,0,0,8.1,8.1
322,Tyler Conklin,MIN,TE,1,CIN,4,4,100,41,0,27,10.2,10.2,0,0,0,0,0,0,8.1,8.1
322,Dawson Knox,BUF,TE,1,PIT,4,4,100,41,0,13,10.2,10.2,0,0,0,0,0,0,8.1,8.1
327,Sean McKeon,DAL,TE,12,LV,1,1,100,10,1,10,10,10,0,0,0,0,0,0,8,8
327,Harrison Bryant,CLE,TE,12,BAL,3,3,100,50,0,41,16.7,16.7,0,0,0,0,0,0,8,8
327,Mo Alie-Cox,IND,TE,5,BAL,4,3,75,50,0,24,12.5,16.7,0,0,0,0,0,0,8,8
327,Ian Thomas,CAR,TE,5,PHI,5,4,80,40,0,24,8,10,0,0,0,0,0,0,8,8
327,George Kittle,SF,TE,4,SEA,10,4,40,40,0,18,4,10,0,0,0,0,0,0,8,8
332,James O'Shaughnessy,JAX,TE,12,ATL,5,3,60,29,0,21,5.8,9.7,0,0,0,0,0,0,7.9,7.9
332,Robert Tonyan,GB,TE,8,ARI,4,3,75,49,0,33,12.2,16.3,0,0,0,0,0,0,7.9,7.9
332,Zach Gentry,PIT,TE,18,BAL,5,4,80,39,0,25,7.8,9.8,0,0,0,0,0,0,7.9,7.9
335,Nick Vannett,NO,TE,13,DAL,4,3,75,48,0,30,12,16,0,0,0,0,0,0,7.8,7.8
335,Mark Andrews,BAL,TE,7,CIN,7,3,42.9,48,0,24,6.9,16,0,0,0,0,1,0,7.8,7.8
335,Donald Parham Jr.,LAC,TE,11,PIT,5,4,80,38,0,12,7.6,9.5,0,0,0,0,0,0,7.8,7.8
335,Dawson Knox,BUF,TE,15,CAR,5,4,80,38,0,15,7.6,9.5,0,0,0,0,0,0,7.8,7.8
339,Jonnu Smith,NE,TE,7,NYJ,5,2,40,52,0,28,10.4,26,1,5,5,0,0,0,7.7,7.7
339,Durham Smythe,MIA,TE,11,NYJ,5,4,80,37,0,18,7.4,9.2,0,0,0,0,0,0,7.7,7.7
339,Pat Freiermuth,PIT,TE,15,TEN,4,4,100,37,0,14,9.2,9.2,0,0,0,0,0,0,7.7,7.7
342,Cameron Brate,TB,TE,10,WAS,3,1,33.3,6,1,6,2,6,0,0,0,0,0,0,7.6,7.6
342,Pat Freiermuth,PIT,TE,13,BAL,4,3,75,26,0,17,6.5,8.7,0,0,0,0,0,0,7.6,7.6
342,Tyler Higbee,LAR,TE,4,ARI,6,4,66.7,36,0,18,6,9,0,0,0,0,0,0,7.6,7.6
342,Pat Freiermuth,PIT,TE,2,LV,4,4,100,36,0,14,9,9,0,0,0,0,0,0,7.6,7.6
346,Juwan Johnson,NO,TE,18,ATL,2,1,50,5,1,5,2.5,5,0,0,0,0,0,0,7.5,7.5
346,Geoff Swaim,TEN,TE,14,JAX,4,3,75,45,0,24,11.2,15,0,0,0,0,0,0,7.5,7.5
346,Dawson Knox,BUF,TE,6,TEN,3,3,100,25,0,11,8.3,8.3,0,0,0,0,0,0,7.5,7.5
346,Cameron Brate,TB,TE,3,LAR,5,4,80,35,0,17,7,8.8,0,0,0,0,0,0,7.5,7.5
350,Nick Vannett,NO,TE,14,NYJ,6,3,50,44,0,19,7.3,14.7,0,0,0,0,0,0,7.4,7.4
350,Josiah Deguara,GB,TE,14,CHI,3,3,100,44,0,25,14.7,14.7,0,0,0,0,0,0,7.4,7.4
350,Anthony Firkser,TEN,TE,14,JAX,5,4,80,34,0,11,6.8,8.5,0,0,0,0,0,0,7.4,7.4
350,Evan Engram,NYG,TE,4,NO,6,5,83.3,27,0,8,4.5,5.4,1,-3,-3,0,0,0,7.4,7.4
354,Cameron Brate,TB,TE,13,ATL,1,1,100,3,1,3,3,3,0,0,0,0,0,0,7.3,7.3
354,Hayden Hurst,ATL,TE,14,CAR,1,1,100,3,1,3,3,3,0,0,0,0,0,0,7.3,7.3
354,Dallas Goedert,PHI,TE,9,LAC,6,3,50,43,0,21,7.2,14.3,0,0,0,0,0,0,7.3,7.3
354,MyCole Pruitt,TEN,TE,2,SEA,3,3,100,43,0,22,14.3,14.3,0,0,0,0,0,0,7.3,7.3
354,C.J. Uzomah,CIN,TE,8,NYJ,4,4,100,33,0,11,8.2,8.2,0,0,0,0,0,0,7.3,7.3
354,Evan Engram,NYG,TE,15,DAL,5,4,80,33,0,15,6.6,8.2,0,0,0,0,0,0,7.3,7.3
354,Noah Fant,DEN,TE,13,KC,4,4,100,33,0,12,8.2,8.2,0,0,0,0,0,0,7.3,7.3
361,MyCole Pruitt,TEN,TE,10,NO,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
361,Jesper Horsted,CHI,TE,5,LV,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
361,Jody Fortson,KC,TE,4,PHI,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
361,Chris Herndon,MIN,TE,6,CAR,1,1,100,2,1,2,2,2,0,0,0,0,0,0,7.2,7.2
361,John Bates,WAS,TE,13,LV,4,3,75,42,0,23,10.5,14,0,0,0,0,0,0,7.2,7.2
361,C.J. Uzomah,CIN,TE,17,KC,6,4,66.7,32,0,11,5.3,8,0,0,0,0,0,0,7.2,7.2
361,Jordan Akins,HOU,TE,3,CAR,5,4,80,32,0,12,6.4,8,0,0,0,0,0,0,7.2,7.2
361,Pat Freiermuth,PIT,TE,17,CLE,6,5,83.3,22,0,12,3.7,4.4,0,0,0,0,0,0,7.2,7.2
369,Noah Gray,KC,TE,10,LV,3,1,33.3,1,1,1,0.3,1,0,0,0,0,0,0,7.1,7.1
369,Harrison Bryant,CLE,TE,17,PIT,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
369,Eric Saubert,DEN,TE,12,LAC,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
369,Harrison Bryant,CLE,TE,16,GB,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
369,Jacob Hollister,JAX,TE,5,TEN,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
369,Jack Doyle,IND,TE,9,NYJ,2,1,50,1,1,1,0.5,1,0,0,0,0,0,0,7.1,7.1
369,Blake Jarwin,DAL,TE,6,NE,2,1,50,1,1,1,0.5,1,0,0,0,0,0,0,7.1,7.1
369,Tommy Sweeney,BUF,TE,6,TEN,1,1,100,1,1,1,1,1,0,0,0,0,0,0,7.1,7.1
369,Cole Kmet,CHI,TE,13,ARI,7,3,42.9,41,0,24,5.9,13.7,0,0,0,0,0,0,7.1,7.1
369,Mike Gesicki,MIA,TE,2,BUF,6,3,50,41,0,18,6.8,13.7,0,0,0,0,0,0,7.1,7.1
369,Zach Gentry,PIT,TE,16,KC,4,4,100,31,0,12,7.8,7.8,0,0,0,0,0,0,7.1,7.1
369,Kyle Pitts,ATL,TE,1,PHI,8,4,50,31,0,18,3.9,7.8,0,0,0,0,0,0,7.1,7.1
369,Pat Freiermuth,PIT,TE,10,DET,9,5,55.6,31,0,10,3.4,6.2,0,0,0,0,1,1,7.1,7.1
382,Foster Moreau,LV,TE,18,LAC,2,2,100,50,0,44,25,25,0,0,0,0,1,0,7,7
382,Marcedes Lewis,GB,TE,15,BAL,3,3,100,40,0,23,13.3,13.3,0,0,0,0,0,0,7,7
384,David Njoku,CLE,TE,8,PIT,3,3,100,39,0,24,13,13,0,0,0,0,0,0,6.9,6.9
384,Zach Gentry,PIT,TE,8,CLE,5,3,60,39,0,24,7.8,13,0,0,0,0,0,0,6.9,6.9
384,Ryan Griffin,NYJ,TE,11,MIA,4,3,75,39,0,29,9.8,13,0,0,0,0,0,0,6.9,6.9
384,Ricky Seals-Jones,WAS,TE,15,PHI,7,4,57.1,29,0,12,4.1,7.2,0,0,0,0,0,0,6.9,6.9
384,Hayden Hurst,ATL,TE,4,WAS,4,4,100,29,0,12,7.2,7.2,0,0,0,0,1,0,6.9,6.9
389,Hayden Hurst,ATL,TE,1,PHI,4,4,100,28,0,9,7,7,0,0,0,0,0,0,6.8,6.8
389,Jonnu Smith,NE,TE,2,NYJ,5,4,80,28,0,19,5.6,7,0,0,0,0,0,0,6.8,6.8
391,Durham Smythe,MIA,TE,17,TEN,3,3,100,37,0,21,12.3,12.3,0,0,0,0,0,0,6.7,6.7
391,Hunter Henry,NE,TE,17,JAX,5,3,60,37,0,17,7.4,12.3,0,0,0,0,0,0,6.7,6.7
391,Blake Bell,KC,TE,17,CIN,3,3,100,35,0,24,11.7,11.7,1,2,2,0,0,0,6.7,6.7
391,Evan Engram,NYG,TE,12,PHI,6,3,50,37,0,20,6.2,12.3,0,0,0,0,0,0,6.7,6.7
391,Gerald Everett,SEA,TE,11,ARI,4,3,75,37,0,16,9.2,12.3,0,0,0,0,0,0,6.7,6.7
391,Durham Smythe,MIA,TE,7,ATL,4,3,75,37,0,18,9.2,12.3,0,0,0,0,0,0,6.7,6.7
391,Will Dissly,SEA,TE,1,IND,3,3,100,37,0,22,12.3,12.3,0,0,0,0,0,0,6.7,6.7
391,Blake Jarwin,DAL,TE,2,LAC,4,3,75,37,0,20,9.2,12.3,0,0,0,0,0,0,6.7,6.7
399,Gerald Everett,SEA,TE,17,DET,5,3,60,36,0,15,7.2,12,0,0,0,0,0,0,6.6,6.6
399,Drew Sample,CIN,TE,9,CLE,3,3,100,36,0,19,12,12,0,0,0,0,0,0,6.6,6.6
399,Geoff Swaim,TEN,TE,10,NO,5,4,80,26,0,16,5.2,6.5,0,0,0,0,0,0,6.6,6.6
399,Austin Hooper,CLE,TE,8,PIT,6,4,66.7,26,0,8,4.3,6.5,0,0,0,0,0,0,6.6,6.6
403,John Bates,WAS,TE,17,PHI,4,3,75,35,0,24,8.8,11.7,0,0,0,0,0,0,6.5,6.5
403,Tyler Conklin,MIN,TE,11,GB,3,3,100,35,0,15,11.7,11.7,0,0,0,0,0,0,6.5,6.5
403,Hayden Hurst,ATL,TE,7,MIA,4,3,75,35,0,15,8.8,11.7,0,0,0,0,0,0,6.5,6.5
403,Albert Okwuegbunam,DEN,TE,9,DAL,5,4,80,25,0,17,5,6.2,0,0,0,0,0,0,6.5,6.5
407,Adam Shaheen,MIA,TE,10,BAL,4,3,75,34,0,21,8.5,11.3,0,0,0,0,0,0,6.4,6.4
407,Albert Okwuegbunam,DEN,TE,8,WAS,3,3,100,34,0,19,11.3,11.3,0,0,0,0,0,0,6.4,6.4
407,Darren Waller,LV,TE,10,KC,7,4,57.1,24,0,11,3.4,6,0,0,0,0,0,0,6.4,6.4
407,C.J. Uzomah,CIN,TE,9,CLE,5,4,80,24,0,12,4.8,6,0,0,0,0,0,0,6.4,6.4
407,Albert Okwuegbunam,DEN,TE,2,JAX,4,4,100,24,0,14,6,6,0,0,0,0,0,0,6.4,6.4
412,Adam Trautman,NO,TE,5,WAS,2,2,100,43,0,32,21.5,21.5,0,0,0,0,0,0,6.3,6.3
412,Ian Thomas,CAR,TE,17,NO,3,3,100,33,0,21,11,11,0,0,0,0,0,0,6.3,6.3
412,Anthony Firkser,TEN,TE,5,JAX,4,3,75,33,0,14,8.2,11,0,0,0,0,0,0,6.3,6.3
412,Travis Kelce,KC,TE,4,PHI,6,4,66.7,23,0,10,3.8,5.8,0,0,0,0,0,0,6.3,6.3
412,Adam Shaheen,MIA,TE,7,ATL,5,4,80,23,0,7,4.6,5.8,0,0,0,0,0,0,6.3,6.3
417,Mo Alie-Cox,IND,TE,16,ARI,4,2,50,42,0,37,10.5,21,0,0,0,0,0,0,6.2,6.2
417,Austin Hooper,CLE,TE,7,DEN,3,2,66.7,42,0,34,14,21,0,0,0,0,0,0,6.2,6.2
417,Hunter Henry,NE,TE,2,NYJ,4,2,50,42,0,32,10.5,21,0,0,0,0,0,0,6.2,6.2
417,Jared Cook,LAC,TE,15,KC,7,3,42.9,32,0,15,4.6,10.7,0,0,0,0,0,0,6.2,6.2
421,Jack Doyle,IND,TE,10,JAX,5,3,60,31,0,12,6.2,10.3,0,0,0,0,0,0,6.1,6.1
421,Parker Hesse,ATL,TE,17,BUF,3,3,100,31,0,17,10.3,10.3,0,0,0,0,0,0,6.1,6.1
421,Logan Thomas,WAS,TE,12,SEA,6,3,50,31,0,14,5.2,10.3,0,0,0,0,0,0,6.1,6.1
421,Durham Smythe,MIA,TE,16,NO,3,3,100,31,0,13,10.3,10.3,0,0,0,0,0,0,6.1,6.1
421,Marcedes Lewis,GB,TE,7,WAS,3,3,100,31,0,17,10.3,10.3,0,0,0,0,0,0,6.1,6.1
421,Hunter Henry,NE,TE,1,MIA,3,3,100,31,0,16,10.3,10.3,0,0,0,0,0,0,6.1,6.1
421,James O'Shaughnessy,JAX,TE,14,TEN,6,4,66.7,21,0,7,3.5,5.2,0,0,0,0,0,0,6.1,6.1
428,Gerald Everett,SEA,TE,6,PIT,3,2,66.7,40,0,41,13.3,20,0,0,0,0,0,0,6,6
428,Ricky Seals-Jones,WAS,TE,10,TB,4,3,75,30,0,13,7.5,10,0,0,0,0,0,0,6,6
428,Noah Fant,DEN,TE,16,LV,4,3,75,30,0,20,7.5,10,0,0,0,0,0,0,6,6
428,Tommy Sweeney,BUF,TE,8,MIA,4,3,75,30,0,13,7.5,10,0,0,0,0,0,0,6,6
428,Garrett Griffin,NO,TE,8,TB,3,3,100,30,0,14,10,10,0,0,0,0,0,0,6,6
428,Lee Smith,ATL,TE,5,NYJ,3,3,100,30,0,22,10,10,0,0,0,0,0,0,6,6
428,Jack Doyle,IND,TE,11,BUF,5,3,60,30,0,18,6,10,0,0,0,0,0,0,6,6
428,Kyle Rudolph,NYG,TE,9,LV,5,4,80,20,0,9,4,5,0,0,0,0,0,0,6,6
428,George Kittle,SF,TE,18,LAR,7,5,71.4,10,0,6,1.4,2,0,0,0,0,0,0,6,6
437,Ryan Griffin,NYJ,TE,15,MIA,2,2,100,39,0,23,19.5,19.5,0,0,0,0,0,0,5.9,5.9
437,Tyler Kroft,NYJ,TE,16,JAX,5,3,60,29,0,22,5.8,9.7,0,0,0,0,0,0,5.9,5.9
437,Kyle Pitts,ATL,TE,11,NE,5,3,60,29,0,16,5.8,9.7,0,0,0,0,0,0,5.9,5.9
437,David Njoku,CLE,TE,15,LV,5,3,60,29,0,13,5.8,9.7,0,0,0,0,0,0,5.9,5.9
