Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
51,Dawson Knox,BUF,TE,14,TB,9,7,77.8,60,1,24,6.7,8.6,0,0,0,0,0,0,19,19
53,Mark Andrews,BAL,TE,3,DET,7,5,71.4,109,0,41,15.6,21.8,0,0,0,0,0,0,18.9,18.9
53,T.J. Hockenson,DET,TE,8,PHI,11,10,90.9,89,0,18,8.1,8.9,0,0,0,0,0,0,18.9,18.9
55,Travis Kelce,KC,TE,11,DAL,8,5,62.5,74,0,24,9.2,14.8,1,4,4,1,0,0,18.8,18.8
56,Taysom Hill,NO,TE,4,NYG,2,2,100,26,0,15,13,13,6,28,4.7,2,0,0,18.8,18.76
57,Mike Gesicki,MIA,TE,3,LV,12,10,83.3,86,0,27,7.2,8.6,0,0,0,0,0,0,18.6,18.6
58,Mark Andrews,BAL,TE,10,MIA,8,6,75,63,1,15,7.9,10.5,0,0,0,0,0,0,18.3,18.3
59,Dawson Knox,BUF,TE,12,NO,3,3,100,32,2,24,10.7,10.7,0,0,0,0,0,0,18.2,18.2
60,Foster Moreau,LV,TE,7,PHI,6,6,100,60,1,21,10,10,0,0,0,0,0,0,18,18
61,Travis Kelce,KC,TE,6,WAS,11,8,72.7,99,0,20,9,12.4,0,0,0,0,0,0,17.9,17.9
62,Travis Kelce,KC,TE,9,GB,8,5,62.5,68,1,25,8.5,13.6,0,0,0,0,0,0,17.8,17.8
62,Mark Andrews,BAL,TE,6,LAC,6,5,83.3,68,1,21,11.3,13.6,0,0,0,0,0,0,17.8,17.8
62,Dalton Schultz,DAL,TE,4,CAR,8,6,75,58,1,18,7.2,9.7,0,0,0,0,0,0,17.8,17.8
65,Travis Kelce,KC,TE,5,BUF,10,6,60,57,1,15,5.7,9.5,0,0,0,0,0,0,17.7,17.7
66,Maxx Williams,ARI,TE,4,LAR,5,5,100,66,1,25,13.2,13.2,0,0,0,0,0,0,17.6,17.6
67,Taysom Hill,NO,TE,17,CAR,0,0,0,0,0,0,0,0,12,45,3.8,0,0,0,17.4,17.38
68,Dalton Schultz,DAL,TE,18,PHI,3,3,100,21,2,10,7,7,0,0,0,0,0,0,17.1,17.1
68,Juwan Johnson,NO,TE,1,GB,3,3,100,21,2,12,7,7,0,0,0,0,0,0,17.1,17.1
68,George Kittle,SF,TE,3,GB,9,7,77.8,92,0,39,10.2,13.1,1,9,9,0,0,0,17.1,17.1
71,O.J. Howard,TB,TE,6,PHI,7,6,85.7,49,1,15,7,8.2,0,0,0,0,0,0,16.9,16.9
72,Gerald Everett,SEA,TE,16,CHI,5,4,80,68,1,26,13.6,17,0,0,0,0,0,0,16.8,16.8
72,Adam Trautman,NO,TE,11,PHI,8,5,62.5,58,1,19,7.2,11.6,0,0,0,0,0,0,16.8,16.8
74,Mike Gesicki,MIA,TE,4,IND,6,5,83.3,57,1,22,9.5,11.4,0,0,0,0,0,0,16.7,16.7
75,Dallas Goedert,PHI,TE,4,KC,5,5,100,56,1,21,11.2,11.2,0,0,0,0,1,0,16.6,16.6
75,Noah Fant,DEN,TE,4,BAL,10,6,60,46,1,14,4.6,7.7,0,0,0,0,0,0,16.6,16.6
77,Mark Andrews,BAL,TE,12,CLE,10,4,40,65,1,39,6.5,16.2,0,0,0,0,0,0,16.5,16.5
77,Mark Andrews,BAL,TE,18,PIT,15,8,53.3,85,0,28,5.7,10.6,1,0,0,0,0,0,16.5,16.5
79,Maxx Williams,ARI,TE,2,MIN,7,7,100,94,0,34,13.4,13.4,0,0,0,0,0,0,16.4,16.4
80,Robert Tonyan,GB,TE,7,WAS,5,4,80,63,1,25,12.6,15.8,0,0,0,0,0,0,16.3,16.3
81,Darren Waller,LV,TE,9,NYG,11,7,63.6,92,0,24,8.4,13.1,0,0,0,0,0,0,16.2,16.2
82,Tyler Conklin,MIN,TE,10,LAC,5,3,60,11,2,5,2.2,3.7,0,0,0,0,0,0,16.1,16.1
83,Zach Ertz,ARI,TE,7,HOU,5,3,60,66,1,47,13.2,22,1,4,4,0,0,0,16,16
83,George Kittle,SF,TE,10,LAR,7,5,71.4,50,1,18,7.1,10,0,0,0,0,0,0,16,16
85,Ricky Seals-Jones,WAS,TE,6,KC,6,4,66.7,58,1,39,9.7,14.5,0,0,0,0,0,0,15.8,15.8
86,Dalton Schultz,DAL,TE,12,LV,7,3,42.9,46,1,32,6.6,15.3,0,0,0,0,0,0,15.6,15.6
86,Josiah Deguara,GB,TE,18,DET,4,3,75,66,1,62,16.5,22,0,0,0,0,0,0,15.6,15.6
86,Anthony Firkser,TEN,TE,18,HOU,4,4,100,56,1,24,14,14,0,0,0,0,0,0,15.6,15.6
89,Zach Ertz,ARI,TE,18,SEA,10,7,70,84,0,19,8.4,12,0,0,0,0,0,0,15.4,15.4
89,T.J. Hockenson,DET,TE,6,CIN,11,8,72.7,74,0,33,6.7,9.2,0,0,0,0,0,0,15.4,15.4
91,Zach Ertz,PHI,TE,3,DAL,7,4,57.1,53,1,27,7.6,13.2,0,0,0,0,0,0,15.3,15.3
91,George Kittle,SF,TE,15,ATL,6,6,100,93,0,28,15.5,15.5,0,0,0,0,0,0,15.3,15.3
91,Mark Andrews,BAL,TE,11,CHI,10,8,80,73,0,16,7.3,9.1,0,0,0,0,0,0,15.3,15.3
94,Albert Okwuegbunam,DEN,TE,14,DET,5,5,100,41,1,16,8.2,8.2,0,0,0,0,0,0,15.1,15.1
95,Darren Waller,LV,TE,4,LAC,7,4,57.1,50,1,21,7.1,12.5,0,0,0,0,0,0,15,15
95,Tyler Higbee,LAR,TE,3,TB,5,5,100,40,1,12,8,8,0,0,0,0,1,0,15,15
97,Dawson Knox,BUF,TE,3,WAS,5,4,80,49,1,19,9.8,12.2,0,0,0,0,0,0,14.9,14.9
97,T.J. Hockenson,DET,TE,13,MIN,8,4,50,49,1,25,6.1,12.2,0,0,0,0,0,0,14.9,14.9
97,Mark Andrews,BAL,TE,17,LAR,6,6,100,89,0,33,14.8,14.8,0,0,0,0,0,0,14.9,14.9
100,Dan Arnold,JAX,TE,8,SEA,10,8,80,68,0,11,6.8,8.5,0,0,0,0,0,0,14.8,14.8
101,Gerald Everett,SEA,TE,12,WAS,9,5,55.6,37,1,12,4.1,7.4,0,0,0,0,0,0,14.7,14.7
101,Cole Kmet,CHI,TE,9,PIT,8,6,75,87,0,25,10.9,14.5,0,0,0,0,0,0,14.7,14.7
103,Cole Kmet,CHI,TE,12,DET,11,8,72.7,65,0,16,5.9,8.1,0,0,0,0,0,0,14.5,14.5
104,Pat Freiermuth,PIT,TE,8,CLE,7,4,57.1,44,1,22,6.3,11,0,0,0,0,0,0,14.4,14.4
105,Gerald Everett,SEA,TE,10,GB,8,8,100,63,0,12,7.9,7.9,0,0,0,0,0,0,14.3,14.3
106,Robert Tonyan,GB,TE,2,DET,3,3,100,52,1,22,17.3,17.3,0,0,0,0,0,0,14.2,14.2
106,Dallas Goedert,PHI,TE,1,ATL,5,4,80,42,1,13,8.4,10.5,0,0,0,0,0,0,14.2,14.2
108,Pat Freiermuth,PIT,TE,12,CIN,4,4,100,40,1,15,10,10,0,0,0,0,0,0,14,14
108,Austin Hooper,CLE,TE,14,BAL,6,5,83.3,30,1,9,5,6,0,0,0,0,0,0,14,14
108,Dawson Knox,BUF,TE,11,IND,10,6,60,80,0,31,8,13.3,0,0,0,0,0,0,14,14
111,Stephen Anderson,LAC,TE,9,PHI,4,4,100,39,1,23,9.8,9.8,0,0,0,0,0,0,13.9,13.9
111,Dalton Schultz,DAL,TE,5,NYG,8,6,75,79,0,30,9.9,13.2,0,0,0,0,0,0,13.9,13.9
113,Logan Thomas,WAS,TE,13,LV,5,3,60,48,1,35,9.6,16,0,0,0,0,0,0,13.8,13.8
114,Dan Arnold,JAX,TE,10,IND,8,5,62.5,67,0,24,8.4,13.4,0,0,0,0,0,0,13.7,13.7
115,Hunter Henry,NE,TE,18,MIA,6,5,83.3,86,0,35,14.3,17.2,0,0,0,0,0,0,13.6,13.6
115,Anthony Firkser,TEN,TE,11,HOU,7,5,71.4,26,0,7,3.7,5.2,0,0,0,1,0,0,13.6,13.6
117,Foster Moreau,LV,TE,15,CLE,9,7,77.8,65,0,14,7.2,9.3,0,0,0,0,0,0,13.5,13.5
117,Travis Kelce,KC,TE,7,TEN,12,7,58.3,65,0,24,5.4,9.3,0,0,0,0,0,0,13.5,13.5
119,Travis Kelce,KC,TE,18,DEN,5,4,80,34,1,12,6.8,8.5,0,0,0,0,0,0,13.4,13.4
119,George Kittle,SF,TE,11,JAX,4,4,100,34,1,13,8.5,8.5,0,0,0,0,0,0,13.4,13.4
119,Travis Kelce,KC,TE,17,CIN,7,5,71.4,25,1,8,3.6,5,1,-1,-1,0,0,0,13.4,13.4
119,Jack Doyle,IND,TE,2,LAR,8,5,62.5,64,0,34,8,12.8,0,0,0,0,0,0,13.4,13.4
119,Zach Ertz,ARI,TE,15,DET,11,6,54.5,74,0,20,6.7,12.3,0,0,0,0,0,0,13.4,13.4
119,Zach Ertz,ARI,TE,16,IND,13,8,61.5,54,0,11,4.2,6.8,0,0,0,0,0,0,13.4,13.4
125,Noah Fant,DEN,TE,2,JAX,6,4,66.7,33,1,14,5.5,8.2,0,0,0,0,0,0,13.3,13.3
126,Hunter Henry,NE,TE,4,TB,5,4,80,32,1,11,6.4,8,0,0,0,0,0,0,13.2,13.2
126,Logan Thomas,WAS,TE,3,BUF,4,4,100,42,1,15,10.5,10.5,0,0,0,0,1,1,13.2,13.2
126,Dallas Goedert,PHI,TE,8,DET,7,6,85.7,72,0,19,10.3,12,0,0,0,0,0,0,13.2,13.2
129,Brock Wright,DET,TE,18,GB,2,2,100,51,1,36,25.5,25.5,0,0,0,0,0,0,13.1,13.1
129,Brevin Jordan,HOU,TE,8,LAR,4,3,75,41,1,23,10.2,13.7,0,0,0,0,0,0,13.1,13.1
129,Dallas Goedert,PHI,TE,17,WAS,7,6,85.7,71,0,18,10.1,11.8,0,0,0,0,0,0,13.1,13.1
129,Rob Gronkowski,TB,TE,11,NYG,8,6,75,71,0,35,8.9,11.8,0,0,0,0,0,0,13.1,13.1
129,Cole Kmet,CHI,TE,15,MIN,9,6,66.7,71,0,23,7.9,11.8,0,0,0,0,0,0,13.1,13.1
134,Hayden Hurst,ATL,TE,5,NYJ,5,4,80,40,1,17,8,10,0,0,0,0,2,1,13,13
135,Donald Parham Jr.,LAC,TE,5,CLE,2,2,100,29,1,22,14.5,14.5,0,0,0,0,0,0,12.9,12.9
135,Donald Parham Jr.,LAC,TE,9,PHI,3,3,100,39,1,19,13,13,0,0,0,0,0,0,12.9,12.9
135,Geoff Swaim,TEN,TE,9,LAR,4,4,100,29,1,11,7.2,7.2,0,0,0,0,0,0,12.9,12.9
135,Zach Ertz,PHI,TE,6,TB,6,4,66.7,29,1,16,4.8,7.2,0,0,0,0,0,0,12.9,12.9
135,Dalton Schultz,DAL,TE,6,NE,6,5,83.3,79,0,23,13.2,15.8,0,0,0,0,0,0,12.9,12.9
135,Tyler Higbee,LAR,TE,17,BAL,9,6,66.7,69,0,19,7.7,11.5,0,0,0,0,0,0,12.9,12.9
141,Jesse James,CHI,TE,8,SF,3,3,100,38,1,19,12.7,12.7,0,0,0,0,0,0,12.8,12.8
141,Evan Engram,NYG,TE,9,LV,3,3,100,38,1,30,12.7,12.7,0,0,0,0,0,0,12.8,12.8
141,David Njoku,CLE,TE,17,PIT,4,4,100,28,1,9,7,7,0,0,0,0,0,0,12.8,12.8
141,Ryan Griffin,NYJ,TE,9,IND,7,4,57.1,28,1,13,4,7,0,0,0,0,0,0,12.8,12.8
141,Pat Freiermuth,PIT,TE,6,SEA,7,7,100,58,0,12,8.3,8.3,0,0,0,0,0,0,12.8,12.8
146,Brevin Jordan,HOU,TE,14,SEA,7,4,57.1,26,1,11,3.7,6.5,0,0,0,0,0,0,12.6,12.6
146,Tyler Conklin,MIN,TE,13,DET,9,7,77.8,56,0,19,6.2,8,0,0,0,0,0,0,12.6,12.6
148,John Bates,WAS,TE,16,DAL,3,2,66.7,45,1,32,15,22.5,0,0,0,0,0,0,12.5,12.5
148,T.J. Hockenson,DET,TE,12,CHI,3,3,100,35,1,17,11.7,11.7,0,0,0,0,0,0,12.5,12.5
148,David Njoku,CLE,TE,12,BAL,5,3,60,35,1,20,7,11.7,0,0,0,0,0,0,12.5,12.5
148,Austin Hooper,CLE,TE,10,NE,5,4,80,25,1,11,5,6.2,0,0,0,0,0,0,12.5,12.5
148,Jared Cook,LAC,TE,6,BAL,7,4,57.1,25,1,11,3.6,6.2,0,0,0,0,0,0,12.5,12.5
153,Geoff Swaim,TEN,TE,8,IND,5,4,80,23,1,7,4.6,5.8,0,0,0,0,0,0,12.3,12.3
153,Kyle Pitts,ATL,TE,2,TB,6,5,83.3,73,0,24,12.2,14.6,0,0,0,0,0,0,12.3,12.3
155,Noah Fant,DEN,TE,1,NYG,8,6,75,62,0,25,7.8,10.3,0,0,0,0,0,0,12.2,12.2
156,Dallas Goedert,PHI,TE,7,LV,5,3,60,70,0,25,14,23.3,0,0,0,0,0,0,12,12
156,Logan Thomas,WAS,TE,1,LAC,3,3,100,30,1,12,10,10,0,0,0,0,0,0,12,12
156,Jared Cook,LAC,TE,18,LV,7,4,57.1,80,0,42,11.4,20,0,0,0,0,0,0,12,12
156,Zach Ertz,PHI,TE,4,KC,8,6,75,60,0,19,7.5,10,0,0,0,0,0,0,12,12
160,George Kittle,SF,TE,1,DET,5,4,80,78,0,35,15.6,19.5,0,0,0,0,0,0,11.8,11.8
160,Tyler Higbee,LAR,TE,1,CHI,6,5,83.3,68,0,37,11.3,13.6,0,0,0,0,0,0,11.8,11.8
162,Josiah Deguara,GB,TE,11,MIN,2,2,100,37,1,25,18.5,18.5,0,0,0,0,0,0,11.7,11.7
162,Evan Engram,NYG,TE,16,PHI,5,4,80,17,1,9,3.4,4.2,0,0,0,0,0,0,11.7,11.7
162,Kyle Pitts,ATL,TE,15,SF,7,4,57.1,77,0,49,11,19.2,0,0,0,0,0,0,11.7,11.7
162,Mark Andrews,BAL,TE,4,DEN,8,5,62.5,67,0,24,8.4,13.4,0,0,0,0,0,0,11.7,11.7
166,Mike Gesicki,MIA,TE,13,NYG,11,7,63.6,46,0,17,4.2,6.6,0,0,0,0,0,0,11.6,11.6
167,Mo Alie-Cox,IND,TE,7,SF,3,3,100,25,1,11,8.3,8.3,0,0,0,0,0,0,11.5,11.5
167,Darren Waller,LV,TE,2,PIT,7,5,71.4,65,0,25,9.3,13,0,0,0,0,0,0,11.5,11.5
169,Jimmy Graham,CHI,TE,12,DET,3,2,66.7,34,1,17,11.3,17,0,0,0,0,0,0,11.4,11.4
169,Foster Moreau,LV,TE,2,PIT,3,2,66.7,34,1,25,11.3,17,0,0,0,0,0,0,11.4,11.4
169,Anthony Firkser,TEN,TE,17,MIA,3,3,100,24,1,15,8,8,0,0,0,0,0,0,11.4,11.4
169,Eric Ebron,PIT,TE,11,LAC,3,3,100,24,1,18,8,8,0,0,0,0,0,0,11.4,11.4
169,Dalton Schultz,DAL,TE,17,ARI,10,6,60,54,0,14,5.4,9,0,0,0,0,0,0,11.4,11.4
169,Dan Arnold,JAX,TE,5,TEN,8,6,75,64,0,18,8,10.7,0,0,0,0,1,1,11.4,11.4
175,Brevin Jordan,HOU,TE,12,NYJ,3,3,100,23,1,13,7.7,7.7,0,0,0,0,0,0,11.3,11.3
175,Pat Freiermuth,PIT,TE,18,BAL,9,6,66.7,53,0,14,5.9,8.8,0,0,0,0,0,0,11.3,11.3
175,Dalton Schultz,DAL,TE,11,KC,8,6,75,53,0,19,6.6,8.8,0,0,0,0,0,0,11.3,11.3
178,Pat Freiermuth,PIT,TE,14,MIN,3,2,66.7,32,1,17,10.7,16,0,0,0,0,0,0,11.2,11.2
178,Pat Freiermuth,PIT,TE,3,CIN,5,3,60,22,1,15,4.4,7.3,0,0,0,0,0,0,11.2,11.2
178,Tyree Jackson,PHI,TE,18,DAL,5,3,60,22,1,13,4.4,7.3,0,0,0,0,0,0,11.2,11.2
178,Dallas Goedert,PHI,TE,11,NO,8,5,62.5,62,0,16,7.8,12.4,0,0,0,0,0,0,11.2,11.2
178,Rob Gronkowski,TB,TE,14,BUF,9,5,55.6,62,0,18,6.9,12.4,0,0,0,0,0,0,11.2,11.2
183,Pat Freiermuth,PIT,TE,11,LAC,7,4,57.1,11,1,5,1.6,2.8,0,0,0,0,0,0,11.1,11.1
183,Kyle Pitts,ATL,TE,14,CAR,6,5,83.3,61,0,23,10.2,12.2,0,0,0,0,0,0,11.1,11.1
183,T.J. Hockenson,DET,TE,11,CLE,8,6,75,51,0,24,6.4,8.5,0,0,0,0,0,0,11.1,11.1
183,Ricky Seals-Jones,WAS,TE,7,GB,7,6,85.7,51,0,14,7.3,8.5,0,0,0,0,0,0,11.1,11.1
183,Zach Ertz,ARI,TE,17,DAL,9,7,77.8,41,0,11,4.6,5.9,0,0,0,0,0,0,11.1,11.1
188,Jimmy Graham,CHI,TE,16,SEA,2,2,100,30,1,15,15,15,0,0,0,0,0,0,11,11
188,Tyler Higbee,LAR,TE,10,SF,5,3,60,20,1,12,4,6.7,0,0,0,0,0,0,11,11
190,Noah Fant,DEN,TE,10,PHI,6,5,83.3,59,0,15,9.8,11.8,0,0,0,0,0,0,10.9,10.9
190,Durham Smythe,MIA,TE,6,JAX,6,5,83.3,59,0,25,9.8,11.8,0,0,0,0,0,0,10.9,10.9
190,Darren Waller,LV,TE,6,DEN,5,5,100,59,0,33,11.8,11.8,0,0,0,0,0,0,10.9,10.9
193,Brock Wright,DET,TE,13,MIN,3,2,66.7,28,1,23,9.3,14,0,0,0,0,0,0,10.8,10.8
193,Gerald Everett,SEA,TE,14,HOU,2,2,100,15,1,14,7.5,7.5,1,13,13,0,0,0,10.8,10.8
193,Jared Cook,LAC,TE,9,PHI,4,4,100,48,0,23,12,12,0,0,0,0,0,0,10.8,10.8
193,T.J. Hockenson,DET,TE,7,LAR,9,6,66.7,48,0,21,5.3,8,0,0,0,0,0,0,10.8,10.8
193,James O'Shaughnessy,JAX,TE,1,HOU,8,6,75,48,0,22,6,8,0,0,0,0,0,0,10.8,10.8
198,Tommy Tremble,CAR,TE,3,HOU,1,1,100,30,0,30,30,30,1,7,7,1,0,0,10.7,10.7
198,MyCole Pruitt,TEN,TE,7,KC,3,2,66.7,27,1,22,9,13.5,0,0,0,0,0,0,10.7,10.7
198,Albert Okwuegbunam,DEN,TE,10,PHI,3,3,100,77,0,64,25.7,25.7,0,0,0,0,0,0,10.7,10.7
198,Foster Moreau,LV,TE,16,DEN,4,4,100,67,0,28,16.8,16.8,0,0,0,0,0,0,10.7,10.7
198,Pharaoh Brown,HOU,TE,1,JAX,5,4,80,67,0,29,13.4,16.8,0,0,0,0,0,0,10.7,10.7
198,Tyler Conklin,MIN,TE,8,DAL,7,5,71.4,57,0,31,8.1,11.4,0,0,0,0,0,0,10.7,10.7
198,Noah Fant,DEN,TE,15,CIN,6,5,83.3,57,0,28,9.5,11.4,0,0,0,0,0,0,10.7,10.7
198,Mark Andrews,BAL,TE,2,KC,5,5,100,57,0,20,11.4,11.4,0,0,0,0,0,0,10.7,10.7
206,David Njoku,CLE,TE,1,KC,5,3,60,76,0,43,15.2,25.3,0,0,0,0,0,0,10.6,10.6
206,Jared Cook,LAC,TE,1,WAS,8,5,62.5,56,0,23,7,11.2,0,0,0,0,0,0,10.6,10.6
208,Jared Cook,LAC,TE,12,DEN,5,2,40,25,1,16,5,12.5,0,0,0,0,0,0,10.5,10.5
208,Hunter Henry,NE,TE,6,DAL,2,2,100,25,1,20,12.5,12.5,0,0,0,0,0,0,10.5,10.5
208,Evan Engram,NYG,TE,8,KC,4,3,75,15,1,7,3.8,5,0,0,0,0,0,0,10.5,10.5
208,C.J. Uzomah,CIN,TE,6,DET,3,3,100,15,1,8,5,5,0,0,0,0,0,0,10.5,10.5
208,Dalton Schultz,DAL,TE,1,TB,6,6,100,45,0,16,7.5,7.5,0,0,0,0,0,0,10.5,10.5
213,Jonnu Smith,NE,TE,4,TB,5,3,60,14,1,12,2.8,4.7,0,0,0,0,0,0,10.4,10.4
213,Darren Waller,LV,TE,3,MIA,7,5,71.4,54,0,23,7.7,10.8,0,0,0,0,0,0,10.4,10.4
213,Gerald Everett,SEA,TE,3,MIN,5,5,100,54,0,17,10.8,10.8,0,0,0,0,0,0,10.4,10.4
213,Evan Engram,NYG,TE,7,CAR,8,6,75,44,0,18,5.5,7.3,0,0,0,0,0,0,10.4,10.4
217,Hunter Henry,NE,TE,7,NYJ,4,2,50,23,1,22,5.8,11.5,0,0,0,0,0,0,10.3,10.3
