Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
72,Deebo Samuel,SF,WR,18,LAR,6,4,66.7,95,0,43,15.8,23.8,8,45,5.6,1,0,0,29,28.96
73,CeeDee Lamb,DAL,WR,10,ATL,7,6,85.7,94,2,37,13.4,15.7,1,12,12,0,0,0,28.6,28.6
74,Terry McLaurin,WAS,WR,7,GB,12,7,58.3,122,1,40,10.2,17.4,0,0,0,0,0,0,28.2,28.2
75,Chris Godwin,TB,WR,7,CHI,11,8,72.7,111,1,34,10.1,13.9,0,0,0,0,0,0,28.1,28.1
76,Courtland Sutton,DEN,WR,5,PIT,11,7,63.6,120,1,39,10.9,17.1,0,0,0,0,0,0,28,28
77,Courtland Sutton,DEN,WR,2,JAX,12,9,75,159,0,55,13.2,17.7,0,0,0,0,0,0,27.9,27.9
78,Darnell Mooney,CHI,WR,18,MIN,16,12,75,126,0,19,7.9,10.5,0,0,0,0,0,0,27.6,27.6
79,Tyreek Hill,KC,WR,10,LV,10,7,70,83,2,32,8.3,11.9,1,2,2,0,1,0,27.5,27.5
79,Cooper Kupp,LAR,WR,8,HOU,9,7,77.8,115,1,52,12.8,16.4,0,0,0,0,0,0,27.5,27.5
79,Chris Godwin,TB,WR,1,DAL,14,9,64.3,105,1,24,7.5,11.7,0,0,0,0,1,1,27.5,27.5
82,Jauan Jennings,SF,WR,18,LAR,7,6,85.7,94,2,34,13.4,15.7,0,0,0,0,0,0,27.4,27.4
82,Elijah Moore,NYJ,WR,9,IND,8,7,87.5,84,2,26,10.5,12,0,0,0,0,0,0,27.4,27.4
82,Rondale Moore,ARI,WR,2,MIN,8,7,87.5,114,1,77,14.2,16.3,0,0,0,0,1,0,27.4,27.4
82,Tyreek Hill,KC,WR,8,NYG,18,12,66.7,94,1,15,5.2,7.8,0,0,0,0,0,0,27.4,27.4
86,Sterling Shepard,NYG,WR,1,DEN,9,7,77.8,113,1,37,12.6,16.1,0,0,0,0,0,0,27.3,27.3
87,Tyler Lockett,SEA,WR,18,ARI,5,5,100,98,2,43,19.6,19.6,1,2,2,0,0,0,27,27
87,Chase Claypool,PIT,WR,5,DEN,6,5,83.3,130,1,59,21.7,26,0,0,0,0,0,0,27,27
89,Mike Evans,TB,WR,18,CAR,7,6,85.7,89,2,37,12.7,14.8,0,0,0,0,0,0,26.9,26.9
90,DK Metcalf,SEA,WR,5,LAR,5,5,100,98,2,25,19.6,19.6,0,0,0,0,0,0,26.8,26.8
90,Cooper Kupp,LAR,WR,1,CHI,10,7,70,108,1,56,10.8,15.4,0,0,0,0,0,0,26.8,26.8
92,Corey Davis,NYJ,WR,1,CAR,7,5,71.4,97,2,35,13.9,19.4,0,0,0,0,0,0,26.7,26.7
92,Antonio Brown,TB,WR,1,DAL,7,5,71.4,121,1,47,17.3,24.2,1,6,6,0,0,0,26.7,26.7
92,Braxton Berrios,NYJ,WR,17,TB,12,8,66.7,65,1,11,5.4,8.1,2,12,6,1,1,1,26.7,26.7
95,Emmanuel Sanders,BUF,WR,3,WAS,6,5,83.3,94,2,41,15.7,18.8,0,0,0,0,0,0,26.4,26.4
95,Tee Higgins,CIN,WR,12,PIT,8,6,75,114,1,32,14.2,19,0,0,0,0,0,0,26.4,26.4
95,CeeDee Lamb,DAL,WR,1,TB,15,7,46.7,104,1,31,6.9,14.9,0,0,0,0,0,0,26.4,26.4
98,DeAndre Hopkins,ARI,WR,1,TEN,8,6,75,83,2,38,10.4,13.8,0,0,0,0,0,0,26.3,26.3
98,Marquise Brown,BAL,WR,2,KC,10,6,60,113,1,42,11.3,18.8,0,0,0,0,0,0,26.3,26.3
100,Cooper Kupp,LAR,WR,10,SF,13,11,84.6,122,0,29,9.4,11.1,0,0,0,0,0,0,26.2,26.2
101,Darnell Mooney,CHI,WR,11,BAL,16,5,31.2,121,1,60,7.6,24.2,0,0,0,0,0,0,26.1,26.1
101,Deebo Samuel,SF,WR,8,CHI,9,6,66.7,171,0,83,19,28.5,0,0,0,0,0,0,26.1,26.1
101,Diontae Johnson,PIT,WR,11,LAC,13,7,53.8,101,1,32,7.8,14.4,0,0,0,0,0,0,26.1,26.1
104,Amon-Ra St. Brown,DET,WR,16,ATL,11,9,81.8,91,1,24,8.3,10.1,2,19,9.5,0,0,0,26,26
104,Marvin Jones Jr.,JAX,WR,6,MIA,10,7,70,100,1,28,10,14.3,0,0,0,0,0,0,26,26
104,Russell Gage,ATL,WR,13,TB,12,11,91.7,130,0,19,10.8,11.8,0,0,0,0,1,1,26,26
107,Justin Jefferson,MIN,WR,10,LAC,11,9,81.8,143,0,27,13,15.9,1,-4,-4,0,0,0,25.9,25.9
108,DK Metcalf,SEA,WR,3,MIN,9,6,66.7,107,1,28,11.9,17.8,0,0,0,0,0,0,25.7,25.7
109,DeVonta Smith,PHI,WR,9,LAC,6,5,83.3,116,1,28,19.3,23.2,0,0,0,0,0,0,25.6,25.6
110,Gabe Davis,BUF,WR,15,CAR,7,5,71.4,85,2,28,12.1,17,0,0,0,0,0,0,25.5,25.5
110,Byron Pringle,KC,WR,16,PIT,7,6,85.7,75,2,22,10.7,12.5,0,0,0,0,0,0,25.5,25.5
110,Henry Ruggs III,LV,WR,2,PIT,7,5,71.4,113,1,61,16.1,22.6,1,2,2,0,0,0,25.5,25.5
113,Keenan Allen,LAC,WR,9,PHI,13,12,92.3,104,0,18,8,8.7,0,0,0,0,0,0,25.4,25.4
114,Ja'Marr Chase,CIN,WR,14,SF,8,5,62.5,77,2,32,9.6,15.4,1,6,6,0,0,0,25.3,25.3
114,Marquez Valdes-Scantling,GB,WR,11,MIN,10,4,40,123,1,75,12.3,30.8,0,0,0,0,0,0,25.3,25.3
116,Jaylen Waddle,MIA,WR,16,NO,12,10,83.3,92,1,24,7.7,9.2,0,0,0,0,0,0,25.2,25.2
117,Justin Jefferson,MIN,WR,18,CHI,7,5,71.4,107,1,45,15.3,21.4,1,4,4,0,0,0,25.1,25.1
118,Deebo Samuel,SF,WR,7,IND,11,7,63.6,100,1,29,9.1,14.3,0,0,0,0,1,1,25,25
119,Chris Moore,HOU,WR,5,NE,5,5,100,109,1,67,21.8,21.8,0,0,0,0,0,0,24.9,24.9
120,Amon-Ra St. Brown,DET,WR,13,MIN,12,10,83.3,86,1,14,7.2,8.6,1,2,2,0,0,0,24.8,24.8
121,Hunter Renfrow,LV,WR,12,DAL,9,8,88.9,134,0,54,14.9,16.8,1,2,2,0,0,0,24.6,24.6
122,Marquez Callaway,NO,WR,5,WAS,8,4,50,85,2,49,10.6,21.2,0,0,0,0,0,0,24.5,24.5
122,Allen Lazard,GB,WR,18,DET,6,5,83.3,75,2,29,12.5,15,0,0,0,0,0,0,24.5,24.5
122,Mike Evans,TB,WR,2,ATL,9,5,55.6,75,2,26,8.3,15,0,0,0,0,0,0,24.5,24.5
125,Kalif Raymond,DET,WR,18,GB,5,4,80,101,1,75,20.2,25.2,1,13,13,0,0,0,24.4,24.4
125,Christian Kirk,ARI,WR,15,DET,12,9,75,94,1,26,7.8,10.4,0,0,0,0,0,0,24.4,24.4
127,Terry McLaurin,WAS,WR,11,CAR,7,5,71.4,103,1,39,14.7,20.6,0,0,0,0,0,0,24.3,24.3
127,Antonio Brown,TB,WR,6,PHI,13,9,69.2,93,1,27,7.2,10.3,0,0,0,0,0,0,24.3,24.3
127,Cooper Kupp,LAR,WR,16,MIN,13,10,76.9,109,0,37,8.4,10.9,1,4,4,0,0,0,24.3,24.3
130,Diontae Johnson,PIT,WR,4,GB,13,9,69.2,92,1,45,7.1,10.2,0,0,0,0,0,0,24.2,24.2
131,Kendrick Bourne,NE,WR,10,CLE,4,4,100,98,1,48,24.5,24.5,3,43,14.3,0,0,0,24.1,24.1
131,Corey Davis,NYJ,WR,4,TEN,7,4,57.1,111,1,53,15.9,27.8,0,0,0,0,1,0,24.1,24.1
133,Christian Kirk,ARI,WR,1,TEN,5,5,100,70,2,26,14,14,0,0,0,0,0,0,24,24
133,DeSean Jackson,LAR,WR,3,TB,5,3,60,120,1,75,24,40,0,0,0,0,0,0,24,24
133,Cole Beasley,BUF,WR,8,MIA,13,10,76.9,110,0,20,8.5,11,0,0,0,0,0,0,24,24
136,Randall Cobb,GB,WR,4,PIT,6,5,83.3,69,2,25,11.5,13.8,0,0,0,0,0,0,23.9,23.9
136,Ja'Marr Chase,CIN,WR,1,MIN,7,5,71.4,101,1,50,14.4,20.2,1,-2,-2,0,0,0,23.9,23.9
136,Stefon Diggs,BUF,WR,6,TEN,11,9,81.8,89,1,17,8.1,9.9,0,0,0,0,0,0,23.9,23.9
139,Tyler Boyd,CIN,WR,4,JAX,11,9,81.8,118,0,33,10.7,13.1,0,0,0,0,0,0,23.8,23.8
140,Brandin Cooks,HOU,WR,3,CAR,11,9,81.8,112,0,30,10.2,12.4,1,5,5,0,0,0,23.7,23.7
141,Marquise Brown,BAL,WR,9,MIN,12,9,75,116,0,22,9.7,12.9,0,0,0,0,0,0,23.6,23.6
142,Michael Pittman Jr.,IND,WR,7,SF,4,4,100,105,1,57,26.2,26.2,0,0,0,0,0,0,23.5,23.5
142,Amon-Ra St. Brown,DET,WR,15,ARI,11,8,72.7,90,1,37,8.2,11.2,1,5,5,0,0,0,23.5,23.5
142,DJ Moore,CAR,WR,3,HOU,12,8,66.7,126,0,29,10.5,15.8,1,-1,-1,0,0,0,23.5,23.5
142,Chris Godwin,TB,WR,14,BUF,15,10,66.7,105,0,23,7,10.5,0,0,0,0,0,0,23.5,23.5
146,Marquise Goodwin,CHI,WR,11,BAL,8,4,50,104,1,49,13,26,0,0,0,0,0,0,23.4,23.4
146,Courtland Sutton,DEN,WR,6,LV,14,8,57.1,94,1,18,6.7,11.8,0,0,0,0,0,0,23.4,23.4
148,Michael Pittman Jr.,IND,WR,2,LAR,12,8,66.7,123,0,42,10.2,15.4,0,0,0,0,0,0,23.3,23.3
149,Adam Thielen,MIN,WR,12,SF,7,5,71.4,62,2,29,8.9,12.4,0,0,0,0,0,0,23.2,23.2
149,Keenan Allen,LAC,WR,11,PIT,13,9,69.2,112,0,30,8.6,12.4,0,0,0,0,0,0,23.2,23.2
151,Kendrick Bourne,NE,WR,12,TEN,6,5,83.3,61,2,41,10.2,12.2,0,0,0,0,0,0,23.1,23.1
151,Russell Gage,ATL,WR,15,SF,12,8,66.7,91,1,21,7.6,11.4,0,0,0,0,0,0,23.1,23.1
151,Stefon Diggs,BUF,WR,18,NYJ,14,9,64.3,81,1,17,5.8,9,0,0,0,0,0,0,23.1,23.1
151,Davante Adams,GB,WR,2,DET,9,8,88.9,121,0,50,13.4,15.1,0,0,0,0,0,0,23.1,23.1
151,Antonio Brown,TB,WR,16,CAR,15,10,66.7,101,0,22,6.7,10.1,0,0,0,0,0,0,23.1,23.1
156,Zay Jones,LV,WR,17,IND,10,8,80,120,0,42,12,15,1,-1,-1,0,0,0,22.9,22.9
157,Brandin Cooks,HOU,WR,2,CLE,14,9,64.3,78,1,22,5.6,8.7,0,0,0,0,0,0,22.8,22.8
158,DeVonta Smith,PHI,WR,10,DEN,6,4,66.7,66,2,36,11,16.5,0,0,0,0,0,0,22.6,22.6
158,Tyreek Hill,KC,WR,6,WAS,12,9,75,76,1,19,6.3,8.4,0,0,0,0,0,0,22.6,22.6
158,Justin Jefferson,MIN,WR,16,LAR,12,8,66.7,116,0,34,9.7,14.5,0,0,0,0,0,0,22.6,22.6
161,Ja'Marr Chase,CIN,WR,3,PIT,5,4,80,65,2,34,13,16.2,0,0,0,0,0,0,22.5,22.5
161,Ja'Marr Chase,CIN,WR,16,BAL,10,7,70,125,0,22,12.5,17.9,0,0,0,0,0,0,22.5,22.5
161,Diontae Johnson,PIT,WR,2,LV,12,9,75,105,0,41,8.8,11.7,0,0,0,0,0,0,22.5,22.5
164,Keenan Allen,LAC,WR,13,CIN,8,5,62.5,34,2,10,4.2,6.8,0,0,0,0,0,0,22.4,22.4
164,Justin Jefferson,MIN,WR,5,DET,8,7,87.5,124,0,37,15.5,17.7,0,0,0,0,0,0,22.4,22.4
166,Ihmir Smith-Marsette,MIN,WR,18,CHI,3,3,100,103,1,44,34.3,34.3,0,0,0,0,0,0,22.3,22.3
166,DK Metcalf,SEA,WR,8,JAX,6,6,100,43,2,16,7.2,7.2,0,0,0,0,0,0,22.3,22.3
166,Mecole Hardman,KC,WR,18,DEN,11,8,72.7,103,0,44,9.4,12.9,1,10,10,0,0,0,22.3,22.3
169,DeSean Jackson,LV,WR,12,DAL,4,3,75,102,1,56,25.5,34,0,0,0,0,0,0,22.2,22.2
169,Mike Williams,LAC,WR,1,WAS,12,8,66.7,82,1,20,6.8,10.2,0,0,0,0,0,0,22.2,22.2
169,Adam Thielen,MIN,WR,11,GB,10,8,80,82,1,26,8.2,10.2,0,0,0,0,0,0,22.2,22.2
169,DeVonta Smith,PHI,WR,4,KC,10,7,70,122,0,37,12.2,17.4,0,0,0,0,0,0,22.2,22.2
169,Hunter Renfrow,LV,WR,13,WAS,10,9,90,102,0,28,10.2,11.3,0,0,0,0,0,0,22.2,22.2
174,Mike Williams,LAC,WR,2,DAL,10,7,70,91,1,27,9.1,13,0,0,0,0,0,0,22.1,22.1
175,Keenan Allen,LAC,WR,1,WAS,13,9,69.2,100,0,17,7.7,11.1,0,0,0,0,1,0,22,22
176,DJ Moore,CAR,WR,2,NO,11,8,72.7,79,1,20,7.2,9.9,0,0,0,0,0,0,21.9,21.9
177,Marvin Jones Jr.,JAX,WR,18,IND,8,7,87.5,88,1,29,11,12.6,0,0,0,0,0,0,21.8,21.8
177,Cole Beasley,BUF,WR,6,TEN,9,7,77.8,88,1,29,9.8,12.6,0,0,0,0,0,0,21.8,21.8
177,Julio Jones,TEN,WR,2,SEA,8,6,75,128,0,51,16,21.3,0,0,0,0,0,0,21.8,21.8
180,Kendrick Bourne,NE,WR,3,NO,8,6,75,96,1,31,12,16,0,0,0,0,0,0,21.6,21.6
180,Mike Evans,TB,WR,3,LAR,10,8,80,106,0,20,10.6,13.2,0,0,0,0,0,0,21.6,21.6
182,Cooper Kupp,LAR,WR,17,BAL,7,6,85.7,95,1,24,13.6,15.8,0,0,0,0,0,0,21.5,21.5
182,Stefon Diggs,BUF,WR,16,NE,13,7,53.8,85,1,23,6.5,12.1,0,0,0,0,0,0,21.5,21.5
182,Amari Cooper,DAL,WR,16,WAS,11,7,63.6,85,1,24,7.7,12.1,0,0,0,0,0,0,21.5,21.5
182,Brandon Aiyuk,SF,WR,11,JAX,7,7,100,85,1,34,12.1,12.1,0,0,0,0,0,0,21.5,21.5
182,Darnell Mooney,CHI,WR,4,DET,7,5,71.4,125,0,64,17.9,25,1,10,10,0,0,0,21.5,21.5
187,Chosen Anderson,CAR,WR,14,ATL,12,7,58.3,84,1,23,7,12,0,0,0,0,0,0,21.4,21.4
187,Stefon Diggs,BUF,WR,4,HOU,11,7,63.6,114,0,37,10.4,16.3,0,0,0,0,1,0,21.4,21.4
187,Davante Adams,GB,WR,12,LAR,9,8,88.9,104,0,43,11.6,13,0,0,0,0,0,0,21.4,21.4
190,Jakobi Meyers,NE,WR,17,JAX,8,8,100,73,1,17,9.1,9.1,0,0,0,0,0,0,21.3,21.3
191,Brandin Cooks,HOU,WR,1,JAX,7,5,71.4,132,0,52,18.9,26.4,0,0,0,0,0,0,21.2,21.2
192,Mike Evans,TB,WR,14,BUF,6,6,100,91,1,24,15.2,15.2,0,0,0,0,0,0,21.1,21.1
192,Brandin Cooks,HOU,WR,14,SEA,11,8,72.7,101,0,19,9.2,12.6,0,0,0,0,0,0,21.1,21.1
194,Freddie Swain,SEA,WR,2,TEN,5,5,100,95,1,68,19,19,1,5,5,0,0,0,21,21
194,Van Jefferson,LAR,WR,4,ARI,6,6,100,90,1,22,15,15,0,0,0,0,0,0,21,21
196,Michael Pittman Jr.,IND,WR,5,BAL,7,6,85.7,89,1,42,12.7,14.8,0,0,0,0,0,0,20.9,20.9
196,Allen Lazard,GB,WR,14,CHI,7,6,85.7,75,1,32,10.7,12.5,1,14,14,0,0,0,20.9,20.9
198,Deebo Samuel,SF,WR,12,MIN,4,1,25,12,0,12,3,12,6,66,11,2,0,0,20.8,20.8
198,Olamide Zaccheaus,ATL,WR,9,NO,3,3,100,58,2,49,19.3,19.3,0,0,0,0,0,0,20.8,20.8
198,Marquez Valdes-Scantling,GB,WR,15,BAL,7,5,71.4,98,1,31,14,19.6,0,0,0,0,0,0,20.8,20.8
198,Cole Beasley,BUF,WR,3,WAS,13,11,84.6,98,0,22,7.5,8.9,0,0,0,0,0,0,20.8,20.8
202,Robert Woods,LAR,WR,8,HOU,9,3,33.3,35,1,28,3.9,11.7,3,22,7.3,1,0,0,20.7,20.7
202,Mike Williams,LAC,WR,11,PIT,6,5,83.3,97,1,53,16.2,19.4,0,0,0,0,0,0,20.7,20.7
202,DeAndre Hopkins,ARI,WR,5,SF,9,6,66.7,87,1,30,9.7,14.5,0,0,0,0,0,0,20.7,20.7
202,Nick Westbrook-Ikhine,TEN,WR,11,HOU,8,7,87.5,107,0,46,13.4,15.3,0,0,0,0,0,0,20.7,20.7
206,Darnell Mooney,CHI,WR,9,PIT,6,3,50,41,1,20,6.8,13.7,1,15,15,1,0,0,20.6,20.6
206,Tyler Boyd,CIN,WR,15,DEN,6,5,83.3,96,1,56,16,19.2,0,0,0,0,0,0,20.6,20.6
206,Elijah Moore,NYJ,WR,13,PHI,12,6,50,77,1,29,6.4,12.8,1,9,9,0,0,0,20.6,20.6
206,Hunter Renfrow,LV,WR,17,IND,9,7,77.8,76,1,24,8.4,10.9,0,0,0,0,0,0,20.6,20.6
206,Jaylen Waddle,MIA,WR,11,NYJ,9,8,88.9,65,0,15,7.2,8.1,1,1,1,1,0,0,20.6,20.6
206,Kenny Golladay,NYG,WR,4,NO,7,6,85.7,116,0,28,16.6,19.3,0,0,0,0,0,0,20.6,20.6
206,Kalif Raymond,DET,WR,7,LAR,8,6,75,115,0,37,14.4,19.2,1,1,1,0,0,0,20.6,20.6
