Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
525,Latavius Murray,BAL,RB,2,KC,9,36,4,1,0,0,0,0,0,0,9.6,9.6
525,Michael Carter,NYJ,RB,9,IND,13,49,3.8,0,2,1,37,0,0,0,9.6,9.6
525,Adrian Peterson,TEN,RB,9,LAR,10,21,2.1,1,1,1,5,0,0,0,9.6,9.6
525,Devin Singletary,BUF,RB,4,HOU,14,79,5.6,0,1,1,7,0,1,0,9.6,9.6
525,Ameer Abdullah,CAR,RB,8,ATL,8,31,3.9,0,5,3,35,0,0,0,9.6,9.6
525,Rex Burkhead,HOU,RB,18,TEN,12,24,2,0,4,3,42,0,0,0,9.6,9.6
525,Chuba Hubbard,CAR,RB,7,NYG,12,28,2.3,0,5,4,28,0,0,0,9.6,9.6
525,J.D. McKissic,WAS,RB,7,GB,4,22,5.5,0,6,4,34,0,0,0,9.6,9.6
525,Eno Benjamin,ARI,RB,18,SEA,7,31,4.4,0,4,4,25,0,0,0,9.6,9.6
534,Nick Chubb,CLE,RB,14,BAL,17,59,3.5,0,4,3,6,0,0,0,9.5,9.5
534,Austin Ekeler,LAC,RB,6,BAL,6,7,1.2,0,7,4,48,0,0,0,9.5,9.5
534,Najee Harris,PIT,RB,18,BAL,11,28,2.5,0,4,4,27,0,0,0,9.5,9.5
537,D'Onta Foreman,TEN,RB,18,HOU,21,69,3.3,0,2,1,15,0,1,0,9.4,9.4
537,Phillip Lindsay,HOU,RB,2,CLE,5,2,0.4,0,1,1,22,1,0,0,9.4,9.4
537,Darrell Henderson Jr.,LAR,RB,7,DET,15,45,3,0,6,3,19,0,0,0,9.4,9.4
537,James Robinson,JAX,RB,2,DEN,11,47,4.3,0,3,3,17,0,0,0,9.4,9.4
537,Brandon Bolden,NE,RB,12,TEN,0,0,0,0,4,4,54,0,0,0,9.4,9.4
537,Devontae Booker,NYG,RB,13,MIA,6,36,6,0,4,4,18,0,0,0,9.4,9.4
543,Ronald Jones,TB,RB,11,NYG,8,33,4.1,1,0,0,0,0,0,0,9.3,9.3
543,Chuba Hubbard,CAR,RB,14,ATL,10,33,3.3,1,0,0,0,0,0,0,9.3,9.3
543,Antonio Gibson,WAS,RB,2,NYG,13,69,5.3,0,2,2,4,0,0,0,9.3,9.3
543,Tony Pollard,DAL,RB,6,NE,10,41,4.1,0,3,3,22,0,0,0,9.3,9.3
543,Saquon Barkley,NYG,RB,12,PHI,13,40,3.1,0,5,4,13,0,0,0,9.3,9.3
543,Devin Singletary,BUF,RB,6,TEN,5,27,5.4,0,5,5,16,0,0,0,9.3,9.3
549,Peyton Barber,LV,RB,16,DEN,5,22,4.4,1,1,1,0,0,0,0,9.2,9.2
549,Dalvin Cook,MIN,RB,18,CHI,14,79,5.6,0,1,1,3,0,0,0,9.2,9.2
549,Alex Collins,SEA,RB,5,LAR,15,47,3.1,0,3,2,25,0,0,0,9.2,9.2
549,Ameer Abdullah,CAR,RB,17,NO,6,21,3.5,0,4,4,31,0,0,0,9.2,9.2
553,Malcolm Brown,MIA,RB,3,LV,7,31,4.4,1,2,0,0,0,0,0,9.1,9.1
553,Elijah Mitchell,SF,RB,10,LAR,27,91,3.4,0,0,0,0,0,0,0,9.1,9.1
553,Ronald Jones,TB,RB,15,NO,8,63,7.9,0,2,2,8,0,0,0,9.1,9.1
553,Chuba Hubbard,CAR,RB,4,DAL,13,57,4.4,0,2,2,14,0,0,0,9.1,9.1
553,Justin Jackson,LAC,RB,17,DEN,12,41,3.4,0,3,3,20,0,0,0,9.1,9.1
553,Ameer Abdullah,CAR,RB,10,ARI,9,24,2.7,0,4,4,27,0,0,0,9.1,9.1
553,D'Andre Swift,DET,RB,8,PHI,12,27,2.2,0,5,5,24,0,1,1,9.1,9.1
560,Ezekiel Elliott,DAL,RB,14,WAS,12,45,3.8,0,6,1,15,0,0,0,9,9
560,Jamaal Williams,DET,RB,13,MIN,17,71,4.2,0,1,1,9,0,1,0,9,9
560,Tevin Coleman,NYJ,RB,12,HOU,16,67,4.2,0,3,2,3,0,0,0,9,9
560,Tony Pollard,DAL,RB,11,KC,7,50,7.1,0,2,2,20,0,0,0,9,9
560,Clyde Edwards-Helaire,KC,RB,15,LAC,9,32,3.6,0,4,2,18,0,0,0,9,9
560,James Conner,ARI,RB,15,DET,8,39,4.9,0,2,2,31,0,0,0,9,9
566,Trey Sermon,SF,RB,4,SEA,19,89,4.7,0,0,0,0,0,0,0,8.9,8.9
566,Saquon Barkley,NYG,RB,2,WAS,13,57,4.4,0,3,2,12,0,0,0,8.9,8.9
566,Melvin Gordon III,DEN,RB,2,JAX,13,31,2.4,0,2,2,38,0,0,0,8.9,8.9
566,Javonte Williams,DEN,RB,4,BAL,7,48,6.9,0,3,3,11,0,0,0,8.9,8.9
566,D'Andre Swift,DET,RB,4,CHI,8,16,2,0,6,4,33,0,0,0,8.9,8.9
566,Aaron Jones,GB,RB,7,WAS,6,19,3.2,0,5,5,20,0,0,0,8.9,8.9
572,Latavius Murray,BAL,RB,1,LV,10,28,2.8,1,0,0,0,0,0,0,8.8,8.8
572,JaMycal Hasty,SF,RB,1,DET,1,3,3,1,1,1,15,0,0,0,8.8,8.8
572,Joe Mixon,CIN,RB,14,SF,18,58,3.2,0,2,2,10,0,0,0,8.8,8.8
572,Khalil Herbert,CHI,RB,8,SF,23,72,3.1,0,2,2,-4,0,0,0,8.8,8.8
572,Tony Pollard,DAL,RB,17,ARI,3,9,3,0,5,3,49,0,0,0,8.8,8.8
572,Godwin Igwebuike,DET,RB,8,PHI,3,18,6,0,3,3,40,0,0,0,8.8,8.8
572,Darrell Henderson Jr.,LAR,RB,9,TEN,11,55,5,0,4,3,3,0,0,0,8.8,8.8
572,Devonta Freeman,BAL,RB,10,MIA,10,35,3.5,0,4,3,23,0,0,0,8.8,8.8
572,Ty Johnson,NYJ,RB,10,BUF,2,2,1,0,8,5,36,0,0,0,8.8,8.8
581,Zack Moss,BUF,RB,10,NYJ,7,27,3.9,1,0,0,0,0,0,0,8.7,8.7
581,Chuba Hubbard,CAR,RB,10,ARI,9,27,3,1,0,0,0,0,0,0,8.7,8.7
581,Devonta Freeman,BAL,RB,17,LAR,14,76,5.4,0,1,1,1,0,0,0,8.7,8.7
581,Cordarrelle Patterson,ATL,RB,1,PHI,7,54,7.7,0,2,2,13,0,0,0,8.7,8.7
581,Melvin Gordon III,DEN,RB,4,BAL,9,56,6.2,0,4,2,11,0,0,0,8.7,8.7
581,Kenyan Drake,LV,RB,3,MIA,8,24,3,0,6,3,33,0,0,0,8.7,8.7
587,JaQuan Hardy,DAL,RB,18,PHI,3,26,8.7,1,0,0,0,0,0,0,8.6,8.6
587,Elijhaa Penny,NYG,RB,6,LAR,3,15,5,1,2,1,1,0,0,0,8.6,8.6
587,Jeremy McNichols,TEN,RB,3,IND,2,6,3,0,2,1,10,1,0,0,8.6,8.6
587,Wayne Gallman,ATL,RB,10,DAL,15,55,3.7,0,2,1,21,0,0,0,8.6,8.6
587,Miles Sanders,PHI,RB,6,TB,9,56,6.2,0,4,2,10,0,0,0,8.6,8.6
587,AJ Dillon,GB,RB,16,CLE,9,41,4.6,0,3,3,15,0,0,0,8.6,8.6
587,Nyheim Hines,IND,RB,13,HOU,3,24,8,0,4,3,32,0,0,0,8.6,8.6
587,Devontae Booker,NYG,RB,16,PHI,6,27,4.5,0,4,4,19,0,0,0,8.6,8.6
587,Myles Gaskin,MIA,RB,2,BUF,5,25,5,0,5,4,21,0,0,0,8.6,8.6
587,Josh Jacobs,LV,RB,10,KC,7,16,2.3,0,5,5,20,0,0,0,8.6,8.6
597,Elijah Mitchell,SF,RB,18,LAR,21,85,4,0,0,0,0,0,0,0,8.5,8.5
597,Phillip Lindsay,HOU,RB,1,JAX,8,25,3.1,1,1,0,0,0,0,0,8.5,8.5
597,Ronald Jones,TB,RB,4,NE,6,25,4.2,1,0,0,0,0,0,0,8.5,8.5
597,Rhamondre Stevenson,NE,RB,11,ATL,12,69,5.8,0,1,1,6,0,0,0,8.5,8.5
597,Antonio Gibson,WAS,RB,11,CAR,19,95,5,0,0,0,0,0,1,1,8.5,8.5
597,Le'Veon Bell,TB,RB,18,CAR,3,14,4.7,0,1,1,1,1,0,0,8.5,8.5
597,Duke Johnson,MIA,RB,17,TEN,7,49,7,0,3,2,16,0,0,0,8.5,8.5
597,Jamaal Williams,DET,RB,5,MIN,13,57,4.4,0,2,2,8,0,0,0,8.5,8.5
597,Le'Veon Bell,TB,RB,17,NYJ,3,5,1.7,0,3,3,30,0,0,0,8.5,8.5
597,Myles Gaskin,MIA,RB,8,BUF,12,36,3,0,4,3,19,0,0,0,8.5,8.5
597,Dare Ogunbowale,JAX,RB,18,IND,11,30,2.7,0,6,3,25,0,0,0,8.5,8.5
597,Miles Sanders,PHI,RB,3,DAL,2,27,13.5,0,4,3,28,0,0,0,8.5,8.5
609,Nick Chubb,CLE,RB,3,CHI,22,84,3.8,0,0,0,0,0,0,0,8.4,8.4
609,Miles Sanders,PHI,RB,11,NO,16,94,5.9,0,1,0,0,0,1,1,8.4,8.4
609,Javonte Williams,DEN,RB,2,JAX,13,64,4.9,0,1,1,10,0,0,0,8.4,8.4
609,Javonte Williams,DEN,RB,18,KC,12,46,3.8,0,2,2,18,0,0,0,8.4,8.4
609,Rex Burkhead,HOU,RB,12,NYJ,12,27,2.2,0,3,3,27,0,0,0,8.4,8.4
609,Antonio Gibson,WAS,RB,8,DEN,8,34,4.2,0,3,3,20,0,0,0,8.4,8.4
609,James Robinson,JAX,RB,1,HOU,5,25,5,0,6,3,29,0,1,0,8.4,8.4
616,Jordan Howard,PHI,RB,10,DEN,12,83,6.9,0,0,0,0,0,0,0,8.3,8.3
616,Cordarrelle Patterson,ATL,RB,16,DET,7,14,2,1,2,1,-1,0,0,0,8.3,8.3
616,Carlos Hyde,JAX,RB,13,LAR,9,24,2.7,1,1,1,-1,0,1,1,8.3,8.3
616,Tony Pollard,DAL,RB,1,TB,3,14,4.7,0,4,4,29,0,0,0,8.3,8.3
620,Kyle Juszczyk,SF,FB,15,ATL,1,6,6,1,1,1,6,0,0,0,8.2,8.2
620,Jonathan Taylor,IND,RB,3,TEN,10,64,6.4,0,1,1,8,0,0,0,8.2,8.2
620,Elijah Mitchell,SF,RB,5,ARI,9,43,4.8,0,2,2,19,0,0,0,8.2,8.2
620,Ryquell Armstead,JAX,RB,18,IND,9,52,5.8,0,2,2,10,0,0,0,8.2,8.2
620,Travis Homer,SEA,RB,8,JAX,4,9,2.2,0,1,1,3,0,0,0,8.2,8.2
625,James Conner,ARI,RB,6,CLE,16,71,4.4,0,1,1,0,0,0,0,8.1,8.1
625,Joe Mixon,CIN,RB,2,CHI,20,69,3.4,0,2,1,2,0,0,0,8.1,8.1
625,Craig Reynolds,DET,RB,16,ATL,11,29,2.6,0,4,3,22,0,0,0,8.1,8.1
625,Jeremy McNichols,TEN,RB,15,PIT,6,26,4.3,0,3,3,25,0,0,0,8.1,8.1
625,Kyle Juszczyk,SF,FB,4,SEA,0,0,0,0,4,4,41,0,0,0,8.1,8.1
625,Darrell Henderson Jr.,LAR,RB,10,SF,5,31,6.2,0,6,4,10,0,0,0,8.1,8.1
625,DeeJay Dallas,SEA,RB,12,WAS,3,4,1.3,0,5,5,27,0,0,0,8.1,8.1
632,Jaret Patterson,WAS,RB,15,PHI,4,20,5,1,0,0,0,0,1,0,8,8
632,Chase Edmonds,ARI,RB,6,CLE,4,46,11.5,0,4,3,4,0,0,0,8,8
632,Darrel Williams,KC,RB,7,TEN,5,20,4,0,4,3,30,0,0,0,8,8
632,Damien Williams,CHI,RB,1,LAR,6,12,2,0,5,4,28,0,0,0,8,8
636,Sony Michel,LAR,RB,14,ARI,20,79,4,0,1,0,0,0,0,0,7.9,7.9
636,Justin Jackson,LAC,RB,8,NE,3,79,26.3,0,0,0,0,0,0,0,7.9,7.9
636,Deon Jackson,IND,RB,13,HOU,6,19,3.2,1,0,0,0,0,0,0,7.9,7.9
636,Qadree Ollison,ATL,RB,18,NO,1,19,19,1,1,0,0,0,0,0,7.9,7.9
636,Nick Chubb,CLE,RB,8,PIT,16,61,3.8,0,1,1,8,0,0,0,7.9,7.9
636,Alvin Kamara,NO,RB,16,MIA,13,52,4,0,4,2,7,0,0,0,7.9,7.9
636,Saquon Barkley,NYG,RB,18,WAS,11,30,2.7,0,4,3,19,0,0,0,7.9,7.9
636,J.D. McKissic,WAS,RB,10,TB,2,4,2,0,4,4,35,0,0,0,7.9,7.9
644,Le'Veon Bell,BAL,RB,6,LAC,8,18,2.2,1,0,0,0,0,0,0,7.8,7.8
644,AJ Dillon,GB,RB,8,ARI,16,78,4.9,0,0,0,0,0,0,0,7.8,7.8
644,Dalvin Cook,MIN,RB,8,DAL,18,78,4.3,0,2,0,0,0,0,0,7.8,7.8
644,Rhamondre Stevenson,NE,RB,13,BUF,24,78,3.2,0,0,0,0,0,0,0,7.8,7.8
644,Nyheim Hines,IND,RB,15,NE,0,0,0,0,2,1,8,1,0,0,7.8,7.8
644,Carlos Hyde,JAX,RB,1,HOU,9,44,4.9,0,2,2,14,0,0,0,7.8,7.8
644,David Johnson,HOU,RB,4,BUF,5,21,4.2,0,4,3,27,0,0,0,7.8,7.8
644,Travis Homer,SEA,RB,3,MIN,0,0,0,0,3,3,48,0,0,0,7.8,7.8
644,DeeJay Dallas,SEA,RB,16,CHI,4,15,3.8,0,4,4,23,0,0,0,7.8,7.8
653,D'Onta Foreman,TEN,RB,16,SF,9,17,1.9,1,0,0,0,0,0,0,7.7,7.7
653,Jamaal Williams,DET,RB,16,ATL,19,77,4.1,0,0,0,0,0,0,0,7.7,7.7
653,Matt Breida,BUF,RB,11,IND,5,51,10.2,0,2,1,16,0,0,0,7.7,7.7
653,David Montgomery,CHI,RB,11,BAL,14,58,4.1,0,1,1,9,0,0,0,7.7,7.7
653,AJ Dillon,GB,RB,18,DET,14,63,4.5,0,1,1,4,0,0,0,7.7,7.7
653,Darrel Williams,KC,RB,18,DEN,7,17,2.4,0,4,3,30,0,0,0,7.7,7.7
653,Miles Sanders,PHI,RB,4,KC,7,13,1.9,0,3,3,34,0,0,0,7.7,7.7
660,Adrian Peterson,SEA,RB,13,SF,11,16,1.5,1,0,0,0,0,1,0,7.6,7.6
660,Johnny Stanton IV,CLE,FB,7,DEN,2,5,2.5,0,1,1,1,1,0,0,7.6,7.6
660,D'Ernest Johnson,CLE,RB,16,GB,4,58,14.5,0,2,1,8,0,0,0,7.6,7.6
660,Jason Cabinda,DET,FB,15,ARI,0,0,0,0,1,1,6,1,0,0,7.6,7.6
660,Antonio Gibson,WAS,RB,7,GB,14,51,3.6,0,2,2,5,0,1,0,7.6,7.6
660,Sony Michel,LAR,RB,8,HOU,9,42,4.7,0,2,2,14,0,0,0,7.6,7.6
660,Jordan Howard,PHI,RB,16,NYG,9,37,4.1,0,4,2,19,0,0,0,7.6,7.6
667,Khalil Herbert,CHI,RB,5,LV,18,75,4.2,0,0,0,0,0,0,0,7.5,7.5
667,Damien Harris,NE,RB,11,ATL,10,56,5.6,0,1,1,9,0,0,0,7.5,7.5
667,Michael Carter,NYJ,RB,11,MIA,9,63,7,0,1,1,2,0,0,0,7.5,7.5
667,Tony Pollard,DAL,RB,3,PHI,11,60,5.5,0,1,1,5,0,0,0,7.5,7.5
667,David Johnson,HOU,RB,12,NYJ,10,39,3.9,0,3,2,16,0,0,0,7.5,7.5
667,David Montgomery,CHI,RB,3,CLE,10,34,3.4,0,4,2,21,0,0,0,7.5,7.5
667,Darrel Williams,KC,RB,5,BUF,5,27,5.4,0,5,3,18,0,0,0,7.5,7.5
667,Kyle Juszczyk,SF,FB,16,TEN,0,0,0,0,5,3,45,0,0,0,7.5,7.5
675,Miles Sanders,PHI,RB,12,NYG,9,64,7.1,0,1,1,0,0,0,0,7.4,7.4
675,Phillip Lindsay,HOU,RB,6,IND,7,39,5.6,0,2,2,15,0,0,0,7.4,7.4
675,Brandon Bolden,NE,RB,15,IND,4,3,0.8,0,5,3,41,0,0,0,7.4,7.4
678,Michael Carter,NYJ,RB,17,TB,3,54,18,0,1,1,9,0,0,0,7.3,7.3
678,Elijah Mitchell,SF,RB,2,PHI,17,42,2.5,0,2,2,11,0,0,0,7.3,7.3
678,Carlos Hyde,JAX,RB,9,BUF,21,67,3.2,0,2,1,6,0,1,1,7.3,7.3
678,Devin Singletary,BUF,RB,11,IND,3,17,5.7,0,4,3,26,0,0,0,7.3,7.3
678,Leonard Fournette,TB,RB,8,NO,8,26,3.2,0,5,3,17,0,0,0,7.3,7.3
678,Samaje Perine,CIN,RB,14,SF,4,11,2.8,0,5,4,22,0,0,0,7.3,7.3
684,Rashaad Penny,SEA,RB,13,SF,10,35,3.5,0,1,1,27,0,0,0,7.2,7.2
684,Salvon Ahmed,MIA,RB,7,ATL,7,26,3.7,0,2,2,26,0,0,0,7.2,7.2
684,Cordarrelle Patterson,ATL,RB,17,BUF,9,28,3.1,0,2,2,24,0,0,0,7.2,7.2
684,Mark Ingram II,NO,RB,8,TB,6,27,4.5,0,2,2,25,0,0,0,7.2,7.2
684,Kenneth Gainwell,PHI,RB,2,SF,6,14,2.3,0,3,2,18,0,0,0,7.2,7.2
689,AJ Dillon,GB,RB,14,CHI,15,71,4.7,0,0,0,0,0,0,0,7.1,7.1
689,Alex Armah,NO,FB,8,TB,0,0,0,0,1,1,1,1,0,0,7.1,7.1
689,Tevin Coleman,NYJ,RB,16,JAX,14,57,4.1,0,1,1,4,0,0,0,7.1,7.1
689,Melvin Gordon III,DEN,RB,15,CIN,15,53,3.5,0,1,1,8,0,0,0,7.1,7.1
689,Alec Ingold,LV,FB,3,MIA,1,0,0,0,1,1,1,1,0,0,7.1,7.1
689,Mike Davis,ATL,RB,12,JAX,5,16,3.2,0,4,3,25,0,0,0,7.1,7.1
689,Brandon Bolden,NE,RB,5,HOU,2,25,12.5,0,4,4,6,0,0,0,7.1,7.1
696,Larry Rountree III,LAC,RB,10,MIN,5,10,2,1,0,0,0,0,0,0,7,7
696,Devonta Freeman,BAL,RB,12,CLE,16,52,3.2,0,1,1,8,0,0,0,7,7
696,Nick Chubb,CLE,RB,18,CIN,9,58,6.4,0,1,1,2,0,0,0,7,7
696,Joe Mixon,CIN,RB,15,DEN,17,58,3.4,0,1,1,2,0,0,0,7,7
696,Tony Pollard,DAL,RB,16,WAS,8,34,4.2,0,3,2,16,0,0,0,7,7
696,David Johnson,HOU,RB,9,MIA,4,11,2.8,0,5,3,29,0,0,0,7,7
696,Alvin Kamara,NO,RB,2,CAR,8,5,0.6,0,6,4,25,0,0,0,7,7
696,Ameer Abdullah,CAR,RB,9,NE,1,0,0,0,5,4,30,0,0,0,7,7
704,Jordan Howard,PHI,RB,15,WAS,15,69,4.6,0,0,0,0,0,0,0,6.9,6.9
704,Miles Sanders,PHI,RB,2,SF,13,55,4.2,0,2,1,4,0,0,0,6.9,6.9
704,Myles Gaskin,MIA,RB,13,NYG,15,44,2.9,0,2,2,5,0,0,0,6.9,6.9
704,Javonte Williams,DEN,RB,10,PHI,8,48,6,0,3,2,1,0,0,0,6.9,6.9
704,Kene Nwangwu,MIN,RB,9,BAL,1,9,9,0,0,0,0,0,0,0,6.9,6.9
709,Derrick Henry,TEN,RB,8,IND,28,68,2.4,0,0,0,0,0,1,0,6.8,6.8
709,Jeff Wilson Jr.,SF,RB,11,JAX,19,50,2.6,0,2,1,8,0,1,0,6.8,6.8
709,Dontrell Hilliard,TEN,RB,18,HOU,9,57,6.3,0,1,1,1,0,0,0,6.8,6.8
709,Javonte Williams,DEN,RB,8,WAS,9,35,3.9,0,4,2,13,0,0,0,6.8,6.8
713,Tony Pollard,DAL,RB,4,CAR,10,67,6.7,0,0,0,0,0,0,0,6.7,6.7
713,Ezekiel Elliott,DAL,RB,13,NO,13,45,3.5,0,3,2,2,0,0,0,6.7,6.7
713,David Johnson,HOU,RB,2,CLE,6,25,4.2,0,2,2,22,0,0,0,6.7,6.7
713,Najee Harris,PIT,RB,12,CIN,8,23,2.9,0,5,3,14,0,0,0,6.7,6.7
713,Jamaal Williams,DET,RB,2,GB,7,25,3.6,0,3,3,12,0,0,0,6.7,6.7
713,Kene Nwangwu,MIN,RB,12,SF,1,7,7,0,0,0,0,0,0,0,6.7,6.7
719,Jamaal Williams,DET,RB,4,CHI,14,66,4.7,0,0,0,0,0,0,0,6.6,6.6
719,Devontae Booker,NYG,RB,17,CHI,18,46,2.6,0,3,2,0,0,0,0,6.6,6.6
719,David Johnson,HOU,RB,18,TEN,5,28,5.6,0,4,3,8,0,0,0,6.6,6.6
722,Trey Sermon,SF,RB,11,JAX,10,32,3.2,0,1,1,23,0,0,0,6.5,6.5
722,Brandon Bolden,NE,RB,13,BUF,4,28,7,0,1,1,7,0,0,0,6.5,6.5
722,Ke'Shawn Vaughn,TB,RB,17,NYJ,8,31,3.9,0,3,2,14,0,0,0,6.5,6.5
722,Kyle Juszczyk,SF,FB,5,ARI,1,0,0,0,4,3,35,0,0,0,6.5,6.5
722,Devonta Freeman,BAL,RB,5,IND,1,1,1,0,4,3,34,0,0,0,6.5,6.5
722,Jeremy McNichols,TEN,RB,9,LAR,7,24,3.4,0,3,3,11,0,0,0,6.5,6.5
728,Ito Smith,DAL,RB,18,PHI,1,4,4,1,0,0,0,0,0,0,6.4,6.4
728,Travis Homer,SEA,RB,6,PIT,2,27,13.5,0,1,1,27,0,0,0,6.4,6.4
728,Marlon Mack,IND,RB,5,BAL,5,47,9.4,0,2,1,7,0,0,0,6.4,6.4
728,Mike Boone,DEN,RB,13,KC,4,35,8.8,0,1,1,19,0,0,0,6.4,6.4
728,Adrian Peterson,TEN,RB,11,HOU,9,40,4.4,0,2,2,4,0,0,0,6.4,6.4
728,Rashaad Penny,SEA,RB,15,LAR,11,39,3.5,0,2,2,5,0,0,0,6.4,6.4
728,Dalvin Cook,MIN,RB,4,CLE,9,34,3.8,0,6,2,10,0,0,0,6.4,6.4
728,David Johnson,HOU,RB,11,TEN,13,18,1.4,0,4,3,16,0,0,0,6.4,6.4
728,Demetric Felton Jr.,CLE,RB,7,DEN,2,13,6.5,0,3,3,21,0,0,0,6.4,6.4
728,Khalil Herbert,CHI,RB,15,MIN,0,0,0,0,4,3,34,0,0,0,6.4,6.4
728,Leonard Fournette,TB,RB,3,LAR,4,8,2,0,3,3,26,0,0,0,6.4,6.4
728,Kenneth Gainwell,PHI,RB,3,DAL,1,2,2,0,4,3,32,0,0,0,6.4,6.4
728,Nyheim Hines,IND,RB,8,TEN,1,2,2,0,5,4,22,0,0,0,6.4,6.4
741,Jordan Howard,PHI,RB,11,NO,10,63,6.3,0,0,0,0,0,0,0,6.3,6.3
741,Kenneth Gainwell,PHI,RB,9,LAC,2,3,1.5,1,0,0,0,0,0,0,6.3,6.3
741,Kareem Hunt,CLE,RB,2,HOU,13,51,3.9,0,1,1,2,0,0,0,6.3,6.3
741,Jonathan Taylor,IND,RB,2,LAR,15,51,3.4,0,1,1,2,0,0,0,6.3,6.3
741,Tony Jones Jr.,NO,RB,1,GB,11,50,4.5,0,1,1,3,0,0,0,6.3,6.3
741,Melvin Gordon III,DEN,RB,5,PIT,9,34,3.8,0,2,2,9,0,0,0,6.3,6.3
741,Samaje Perine,CIN,RB,15,DEN,4,30,7.5,0,2,2,13,0,0,0,6.3,6.3
741,Jeremy McNichols,TEN,RB,8,IND,0,0,0,0,3,3,33,0,0,0,6.3,6.3
741,Jeremy McNichols,TEN,RB,1,ARI,2,9,4.5,0,4,3,24,0,0,0,6.3,6.3
750,Jamaal Williams,DET,RB,18,GB,13,43,3.3,0,1,1,9,0,0,0,6.2,6.2
750,Kenneth Gainwell,PHI,RB,12,NYG,0,0,0,0,4,3,32,0,0,0,6.2,6.2
750,Alec Ingold,LV,FB,1,BAL,0,0,0,0,4,4,22,0,0,0,6.2,6.2
753,Latavius Murray,BAL,RB,14,CLE,1,1,1,1,0,0,0,0,0,0,6.1,6.1
753,Latavius Murray,BAL,RB,15,GB,7,48,6.9,0,3,1,3,0,0,0,6.1,6.1
753,Samaje Perine,CIN,RB,13,LAC,5,36,7.2,0,2,2,5,0,0,0,6.1,6.1
753,Keith Smith,ATL,FB,1,PHI,2,13,6.5,0,3,3,18,0,0,0,6.1,6.1
757,Andy Janovich,CLE,FB,2,HOU,2,0,0,1,0,0,0,0,0,0,6,6
757,J.D. McKissic,WAS,RB,11,CAR,7,46,6.6,0,2,1,4,0,0,0,6,6
757,Christian McCaffrey,CAR,RB,3,HOU,7,31,4.4,0,2,2,9,0,0,0,6,6
757,Elijhaa Penny,NYG,RB,16,PHI,1,2,2,0,4,4,18,0,0,0,6,6
761,AJ Dillon,GB,RB,6,CHI,11,59,5.4,0,0,0,0,0,0,0,5.9,5.9
761,Sony Michel,LAR,RB,18,SF,21,43,2,0,4,1,6,0,0,0,5.9,5.9
761,Najee Harris,PIT,RB,1,BUF,16,45,2.8,0,3,1,4,0,0,0,5.9,5.9
761,Alex Collins,SEA,RB,10,GB,10,41,4.1,0,1,1,8,0,0,0,5.9,5.9
761,Nick Chubb,CLE,RB,12,BAL,8,16,2,0,4,2,23,0,0,0,5.9,5.9
761,Zack Moss,BUF,RB,6,TEN,8,24,3,0,4,2,15,0,1,0,5.9,5.9
761,D'Andre Swift,DET,RB,17,SEA,4,32,8,0,3,2,7,0,0,0,5.9,5.9
761,DeeJay Dallas,SEA,RB,5,LAR,4,7,1.8,0,2,2,32,0,0,0,5.9,5.9
761,Ezekiel Elliott,DAL,RB,1,TB,11,33,3,0,2,2,6,0,0,0,5.9,5.9
761,Darrel Williams,KC,RB,3,LAC,7,28,4,0,3,2,11,0,0,0,5.9,5.9
761,JaMycal Hasty,SF,RB,16,TEN,1,3,3,0,3,3,26,0,1,0,5.9,5.9
761,Jeremy McNichols,TEN,RB,2,SEA,1,3,3,0,3,3,26,0,0,0,5.9,5.9
773,Nick Chubb,CLE,RB,17,PIT,12,58,4.8,0,1,0,0,0,0,0,5.8,5.8
773,Darrel Williams,KC,RB,2,BAL,3,-2,-0.7,1,0,0,0,0,0,0,5.8,5.8
773,Devin Singletary,BUF,RB,12,NO,15,44,2.9,0,1,1,4,0,0,0,5.8,5.8
773,Miles Sanders,PHI,RB,16,NYG,7,45,6.4,0,3,1,3,0,0,0,5.8,5.8
773,J.D. McKissic,WAS,RB,3,BUF,3,23,7.7,0,2,2,15,0,0,0,5.8,5.8
773,Alec Ingold,LV,FB,9,NYG,0,0,0,0,3,3,28,0,0,0,5.8,5.8
773,Nyheim Hines,IND,RB,17,LV,2,4,2,0,4,4,14,0,0,0,5.8,5.8
780,Jamaal Williams,DET,RB,7,LAR,12,57,4.8,0,0,0,0,0,0,0,5.7,5.7
780,Rex Burkhead,HOU,RB,15,JAX,16,41,2.6,0,3,1,6,0,0,0,5.7,5.7
780,Kyle Juszczyk,SF,FB,12,MIN,0,0,0,0,2,2,37,0,0,0,5.7,5.7
780,Samaje Perine,CIN,RB,9,CLE,5,20,4,0,3,2,17,0,0,0,5.7,5.7
780,Mark Ingram II,HOU,RB,7,ARI,6,9,1.5,0,3,3,18,0,0,0,5.7,5.7
785,Jeff Wilson Jr.,SF,RB,14,CIN,13,56,4.3,0,0,0,0,0,0,0,5.6,5.6
785,Corey Clement,DAL,RB,14,WAS,13,44,3.4,0,2,1,2,0,0,0,5.6,5.6
785,Peyton Barber,LV,RB,15,CLE,5,34,6.8,0,1,1,12,0,0,0,5.6,5.6
