Rank,Name,Team,Position,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
521,Javonte Williams,DEN,RB,2,HOU,15,75,5,0,4,1,10,0,0,0,9.5,9.5
521,Chuba Hubbard,CAR,RB,17,TB,3,12,4,0,3,3,53,0,1,0,9.5,9.5
521,Eno Benjamin,ARI,RB,6,SEA,15,37,2.5,0,3,3,28,0,0,0,9.5,9.5
521,David Montgomery,CHI,RB,8,DAL,15,53,3.5,0,3,3,22,0,1,1,9.5,9.5
526,Samaje Perine,CIN,RB,14,CLE,4,22,5.5,1,5,1,2,0,0,0,9.4,9.4
526,Tyler Badie,DEN,RB,18,LAC,1,0,0,0,1,1,24,1,0,0,9.4,9.4
526,AJ Dillon,GB,RB,4,NE,17,73,4.3,0,2,1,11,0,0,0,9.4,9.4
526,Kareem Hunt,CLE,RB,2,NYJ,13,58,4.5,0,2,2,16,0,0,0,9.4,9.4
526,Leonard Fournette,TB,RB,2,NO,24,65,2.7,0,4,2,9,0,0,0,9.4,9.4
526,Michael Carter,NYJ,RB,7,DEN,13,29,2.2,0,2,2,45,0,0,0,9.4,9.4
526,Jeff Wilson Jr.,MIA,RB,18,NYJ,16,72,4.5,0,2,2,2,0,0,0,9.4,9.4
526,Kareem Hunt,CLE,RB,13,HOU,9,56,6.2,0,3,2,18,0,1,0,9.4,9.4
534,J.K. Dobbins,BAL,RB,17,PIT,17,93,5.5,0,0,0,0,0,0,0,9.3,9.3
534,Devin Singletary,BUF,RB,8,GB,14,67,4.8,0,2,1,16,0,0,0,9.3,9.3
534,Antonio Gibson,WAS,RB,4,DAL,13,49,3.8,0,3,3,14,0,0,0,9.3,9.3
534,Nyheim Hines,IND,RB,7,TEN,4,2,0.5,0,5,5,41,0,0,0,9.3,9.3
538,Clyde Edwards-Helaire,KC,RB,7,SF,6,32,5.3,1,1,0,0,0,0,0,9.2,9.2
538,Jerick McKinnon,KC,RB,5,LV,8,53,6.6,0,3,2,19,0,0,0,9.2,9.2
538,Alvin Kamara,NO,RB,9,BAL,9,30,3.3,0,4,3,32,0,0,0,9.2,9.2
538,Joe Mixon,CIN,RB,11,PIT,7,20,2.9,0,3,3,42,0,0,0,9.2,9.2
538,AJ Dillon,GB,RB,6,NYJ,10,41,4.1,0,6,4,11,0,0,0,9.2,9.2
543,James Cook,BUF,RB,5,PIT,4,31,7.8,1,0,0,0,0,0,0,9.1,9.1
543,Caleb Huntley,ATL,RB,8,CAR,16,91,5.7,0,0,0,0,0,1,0,9.1,9.1
543,Josh Jacobs,LV,RB,2,ARI,19,69,3.6,0,1,1,12,0,0,0,9.1,9.1
543,Eno Benjamin,ARI,RB,1,KC,4,28,7,0,4,3,33,0,0,0,9.1,9.1
543,Kareem Hunt,CLE,RB,3,PIT,12,47,3.9,0,4,3,14,0,0,0,9.1,9.1
548,Devin Singletary,BUF,RB,12,DET,14,72,5.1,0,1,1,8,0,0,0,9,9
548,Dare Ogunbowale,HOU,RB,12,MIA,4,14,3.5,1,2,1,6,0,0,0,9,9
548,Alvin Kamara,NO,RB,17,PHI,16,73,4.6,0,1,1,7,0,0,0,9,9
548,David Montgomery,CHI,RB,6,WAS,15,67,4.5,0,1,1,13,0,0,0,9,9
548,Kyren Williams,LAR,RB,12,KC,11,35,3.2,0,3,3,25,0,0,0,9,9
548,Javonte Williams,DEN,RB,3,SF,15,58,3.9,0,5,3,2,0,0,0,9,9
548,Alvin Kamara,NO,RB,12,SF,7,13,1.9,0,7,6,37,0,2,2,9,9
555,Malik Davis,DAL,RB,13,IND,3,29,9.7,1,0,0,0,0,0,0,8.9,8.9
555,Christian McCaffrey,SF,RB,12,NO,11,32,2.9,0,6,4,17,0,0,0,8.9,8.9
557,Dontrell Hilliard,TEN,RB,11,GB,1,4,4,0,1,1,14,1,0,0,8.8,8.8
557,Alexander Mattison,MIN,RB,4,NO,3,3,1,0,1,1,15,1,0,0,8.8,8.8
557,Zander Horvath,LAC,FB,1,LV,1,2,2,0,2,2,6,1,0,0,8.8,8.8
557,Kareem Hunt,CLE,RB,4,ATL,10,49,4.9,0,3,2,19,0,0,0,8.8,8.8
557,Devin Singletary,BUF,RB,9,NYJ,8,24,3,0,5,4,24,0,0,0,8.8,8.8
557,Aaron Jones,GB,RB,18,DET,12,48,4,0,4,3,20,0,1,1,8.8,8.8
557,Dare Ogunbowale,HOU,RB,18,IND,11,33,3,0,6,5,5,0,0,0,8.8,8.8
564,Brian Robinson Jr.,WAS,RB,17,CLE,24,87,3.6,0,1,0,0,0,0,0,8.7,8.7
564,Dameon Pierce,HOU,RB,2,DEN,15,69,4.6,0,1,1,8,0,0,0,8.7,8.7
564,Justin Jackson,DET,RB,11,NYG,9,66,7.3,0,1,1,11,0,1,0,8.7,8.7
564,Kenneth Gainwell,PHI,RB,4,JAX,5,19,3.8,1,2,1,-2,0,0,0,8.7,8.7
564,Rashaad Penny,SEA,RB,1,DEN,12,60,5,0,3,2,7,0,1,0,8.7,8.7
564,Rex Burkhead,HOU,RB,16,TEN,0,0,0,1,2,2,7,0,0,0,8.7,8.7
564,Derrick Henry,TEN,RB,10,DEN,19,53,2.8,0,3,2,14,0,0,0,8.7,8.7
564,Justin Jackson,DET,RB,4,SEA,2,3,1.5,0,2,2,4,1,0,0,8.7,8.7
564,James Conner,ARI,RB,3,LAR,13,39,3,0,5,3,18,0,0,0,8.7,8.7
564,C.J. Ham,MIN,FB,18,CHI,0,0,0,0,4,4,47,0,0,0,8.7,8.7
564,Leonard Fournette,TB,RB,17,CAR,10,28,2.8,0,4,4,19,0,0,0,8.7,8.7
564,J.D. McKissic,WAS,RB,5,TEN,0,0,0,0,7,5,37,0,0,0,8.7,8.7
576,Raheem Mostert,MIA,RB,9,CHI,9,26,2.9,1,2,0,0,0,0,0,8.6,8.6
576,James Cook,BUF,RB,11,CLE,11,86,7.8,0,1,0,0,0,0,0,8.6,8.6
576,Kevin Harris,NE,RB,14,ARI,8,26,3.2,1,0,0,0,0,0,0,8.6,8.6
576,James Cook,BUF,RB,8,GB,5,35,7,0,1,1,41,0,0,0,8.6,8.6
576,Jerick McKinnon,KC,RB,18,LV,2,6,3,0,3,2,0,1,0,0,8.6,8.6
576,Derek Watt,PIT,FB,8,PHI,0,0,0,0,2,2,6,1,0,0,8.6,8.6
576,J.D. McKissic,WAS,RB,4,DAL,8,40,5,0,4,3,16,0,0,0,8.6,8.6
576,Travis Etienne Jr.,JAX,RB,13,DET,13,54,4.2,0,3,3,12,0,1,1,8.6,8.6
576,Zack Moss,BUF,RB,1,LAR,6,15,2.5,0,6,6,21,0,1,1,8.6,8.6
585,Derrick Henry,TEN,RB,2,BUF,13,25,1.9,1,0,0,0,0,0,0,8.5,8.5
585,Raheem Blackshear,CAR,RB,16,DET,3,3,1,1,1,1,12,0,0,0,8.5,8.5
585,D'Onta Foreman,CAR,RB,14,SEA,21,74,3.5,0,1,1,1,0,0,0,8.5,8.5
585,Travis Etienne Jr.,JAX,RB,1,WAS,4,47,11.8,0,4,2,18,0,1,0,8.5,8.5
585,Eno Benjamin,ARI,RB,8,MIN,9,22,2.4,0,7,4,23,0,0,0,8.5,8.5
590,Miles Sanders,PHI,RB,5,ARI,15,58,3.9,0,3,2,6,0,0,0,8.4,8.4
590,Antonio Gibson,WAS,RB,12,ATL,9,32,3.6,0,3,3,22,0,0,0,8.4,8.4
590,Phillip Lindsay,IND,RB,5,DEN,11,40,3.6,0,4,3,14,0,0,0,8.4,8.4
590,Nick Chubb,CLE,RB,14,CIN,14,34,2.4,0,3,3,20,0,0,0,8.4,8.4
594,Malcolm Brown,LAR,RB,17,LAC,1,23,23,1,0,0,0,0,0,0,8.3,8.3
594,Josh Jacobs,LV,RB,1,LAC,10,57,5.7,0,1,1,16,0,0,0,8.3,8.3
594,Jamaal Williams,DET,RB,7,DAL,15,79,5.3,0,1,1,4,0,2,1,8.3,8.3
594,Travis Etienne Jr.,JAX,RB,2,IND,9,20,2.2,0,3,3,33,0,0,0,8.3,8.3
594,Alvin Kamara,NO,RB,3,CAR,15,61,4.1,0,7,2,12,0,1,1,8.3,8.3
594,Antonio Gibson,WAS,RB,6,CHI,5,35,7,0,4,3,18,0,0,0,8.3,8.3
594,Kenneth Gainwell,PHI,RB,13,TEN,3,15,5,0,4,3,38,0,0,0,8.3,8.3
601,Derrick Henry,TEN,RB,1,NYG,21,82,3.9,0,1,0,0,0,1,0,8.2,8.2
601,D'Andre Swift,DET,RB,10,CHI,6,6,1,1,3,1,6,0,0,0,8.2,8.2
601,Cam Akers,LAR,RB,2,ATL,15,44,2.9,0,3,2,18,0,0,0,8.2,8.2
601,Devin Singletary,BUF,RB,1,LAR,8,48,6,0,2,2,14,0,0,0,8.2,8.2
601,Christian McCaffrey,SF,RB,7,KC,8,38,4.8,0,2,2,24,0,0,0,8.2,8.2
601,Malik Davis,DAL,RB,17,TEN,10,39,3.9,0,2,2,23,0,0,0,8.2,8.2
601,Melvin Gordon III,DEN,RB,1,SEA,12,58,4.8,0,2,2,14,0,1,1,8.2,8.2
601,Travis Homer,SEA,RB,2,SF,2,9,4.5,0,4,4,33,0,0,0,8.2,8.2
609,Zack Moss,IND,RB,15,MIN,24,81,3.4,0,1,0,0,0,0,0,8.1,8.1
609,Tony Pollard,DAL,RB,12,NYG,18,60,3.3,0,2,2,1,0,0,0,8.1,8.1
609,Raheem Mostert,MIA,RB,18,NYJ,11,71,6.5,0,2,2,-10,0,0,0,8.1,8.1
609,Eno Benjamin,ARI,RB,2,LV,8,31,3.9,0,4,3,20,0,0,0,8.1,8.1
613,Nick Chubb,CLE,RB,13,HOU,17,80,4.7,0,1,0,0,0,0,0,8,8
613,Zack Moss,IND,RB,16,LAC,12,65,5.4,0,1,1,5,0,0,0,8,8
613,Nyheim Hines,BUF,RB,15,MIA,0,0,0,0,1,1,10,1,0,0,8,8
613,Nick Chubb,CLE,RB,6,NE,12,56,4.7,0,2,1,14,0,0,0,8,8
613,David Montgomery,CHI,RB,1,SF,17,26,1.5,0,4,3,24,0,0,0,8,8
613,D'Andre Swift,DET,RB,9,GB,2,10,5,0,4,3,40,0,0,0,8,8
613,James Cook,BUF,RB,3,MIA,1,3,3,0,5,4,37,0,0,0,8,8
613,Nyheim Hines,IND,RB,3,KC,3,7,2.3,0,6,5,23,0,0,0,8,8
621,Rashaad Penny,SEA,RB,3,ATL,14,66,4.7,0,1,1,3,0,0,0,7.9,7.9
621,Antonio Gibson,WAS,RB,13,NYG,9,39,4.3,0,4,2,20,0,0,0,7.9,7.9
621,Jerick McKinnon,KC,RB,1,ARI,4,22,5.5,0,4,3,27,0,0,0,7.9,7.9
621,Damien Harris,NE,RB,17,MIA,9,31,3.4,0,3,3,18,0,0,0,7.9,7.9
625,Ezekiel Elliott,DAL,RB,5,LAR,22,78,3.5,0,0,0,0,0,0,0,7.8,7.8
625,Jaret Patterson,WAS,RB,18,DAL,17,78,4.6,0,1,0,0,0,0,0,7.8,7.8
625,Mark Ingram II,NO,RB,3,CAR,5,18,3.6,1,0,0,0,0,0,0,7.8,7.8
625,Kareem Hunt,CLE,RB,7,BAL,5,4,0.8,1,2,1,4,0,0,0,7.8,7.8
625,Chris Evans,CIN,RB,13,KC,0,0,0,0,1,1,8,1,0,0,7.8,7.8
625,Damien Harris,NE,RB,1,MIA,9,48,5.3,0,3,2,10,0,0,0,7.8,7.8
625,J.D. McKissic,WAS,RB,1,JAX,3,8,2.7,0,3,3,20,0,0,0,7.8,7.8
632,Snoop Conner,JAX,RB,17,HOU,5,17,3.4,1,0,0,0,0,0,0,7.7,7.7
632,AJ Dillon,GB,RB,2,CHI,18,61,3.4,0,3,1,6,0,0,0,7.7,7.7
632,Darrynton Evans,CHI,RB,12,NYJ,9,34,3.8,0,1,1,33,0,0,0,7.7,7.7
632,Matt Breida,NYG,RB,17,IND,9,59,6.6,0,1,1,8,0,0,0,7.7,7.7
632,Raheem Mostert,MIA,RB,8,DET,14,64,4.6,0,1,1,3,0,0,0,7.7,7.7
632,Justice Hill,BAL,RB,4,BUF,8,45,5.6,0,2,2,12,0,0,0,7.7,7.7
632,Latavius Murray,DEN,RB,10,TEN,9,24,2.7,0,3,3,23,0,0,0,7.7,7.7
632,Nyheim Hines,IND,RB,2,JAX,1,0,0,0,5,4,37,0,0,0,7.7,7.7
640,Alec Ingold,MIA,FB,8,DET,1,1,1,1,1,1,5,0,0,0,7.6,7.6
640,Alvin Kamara,NO,RB,1,ATL,9,39,4.3,0,4,3,7,0,0,0,7.6,7.6
640,D'Andre Swift,DET,RB,3,MIN,7,31,4.4,0,4,3,15,0,0,0,7.6,7.6
640,Dalvin Cook,MIN,RB,2,PHI,6,17,2.8,0,6,4,19,0,0,0,7.6,7.6
640,Ronnie Rivers,LAR,RB,8,SF,8,21,2.6,0,4,4,15,0,0,0,7.6,7.6
645,C.J. Ham,MIN,FB,15,IND,2,1,0.5,1,1,1,4,0,0,0,7.5,7.5
645,Alvin Kamara,NO,RB,10,PIT,8,26,3.2,0,4,3,19,0,0,0,7.5,7.5
647,Zack Moss,IND,RB,17,NYG,15,74,4.9,0,0,0,0,0,0,0,7.4,7.4
647,Khalil Herbert,CHI,RB,6,WAS,7,74,10.6,0,0,0,0,0,0,0,7.4,7.4
647,Najee Harris,PIT,RB,4,NYJ,18,74,4.1,0,0,0,0,0,0,0,7.4,7.4
647,Tyler Allgeier,ATL,RB,11,CHI,8,55,6.9,0,1,1,9,0,0,0,7.4,7.4
647,Latavius Murray,DEN,RB,6,LAC,15,66,4.4,0,1,1,-2,0,0,0,7.4,7.4
647,Kareem Hunt,CLE,RB,11,BUF,5,32,6.4,0,2,2,22,0,0,0,7.4,7.4
647,Josh Jacobs,LV,RB,8,NO,10,43,4.3,0,4,2,11,0,0,0,7.4,7.4
647,Aaron Jones,GB,RB,6,NYJ,9,19,2.1,0,4,3,25,0,0,0,7.4,7.4
655,Jordan Mason,SF,RB,17,LV,2,13,6.5,1,0,0,0,0,0,0,7.3,7.3
655,Jonathan Taylor,IND,RB,2,JAX,9,54,6,0,1,1,9,0,0,0,7.3,7.3
655,James Conner,ARI,RB,5,PHI,9,55,6.1,0,1,1,8,0,0,0,7.3,7.3
655,Gary Brightwell,NYG,RB,18,PHI,11,60,5.5,0,3,1,3,0,0,0,7.3,7.3
655,AJ Dillon,GB,RB,8,BUF,10,54,5.4,0,1,1,9,0,0,0,7.3,7.3
655,Chase Edmonds,DEN,RB,16,LAR,6,31,5.2,0,2,2,22,0,0,0,7.3,7.3
655,Kenyan Drake,BAL,RB,11,CAR,10,46,4.6,0,4,2,7,0,0,0,7.3,7.3
655,Hassan Haskins,TEN,RB,17,DAL,12,40,3.3,0,3,2,13,0,0,0,7.3,7.3
655,Saquon Barkley,NYG,RB,17,IND,12,58,4.8,0,4,2,-5,0,0,0,7.3,7.3
655,Jaylen Warren,PIT,RB,18,CLE,6,36,6,0,4,3,7,0,0,0,7.3,7.3
655,Rachaad White,TB,RB,8,BAL,4,19,4.8,0,3,3,24,0,0,0,7.3,7.3
655,Mark Ingram II,NO,RB,4,MIN,10,30,3,0,3,3,13,0,0,0,7.3,7.3
655,Ameer Abdullah,LV,RB,10,IND,0,0,0,0,4,4,33,0,1,0,7.3,7.3
655,Kyle Juszczyk,SF,FB,6,ATL,0,0,0,0,4,4,33,0,0,0,7.3,7.3
669,Dalvin Cook,MIN,RB,11,DAL,11,72,6.5,0,1,0,0,0,0,0,7.2,7.2
669,Isiah Pacheco,KC,RB,10,JAX,16,82,5.1,0,0,0,0,0,1,1,7.2,7.2
669,Damien Harris,NE,RB,8,NYJ,11,37,3.4,0,2,2,15,0,0,0,7.2,7.2
669,Tony Pollard,DAL,RB,6,PHI,11,44,4,0,3,2,8,0,0,0,7.2,7.2
669,Rachaad White,TB,RB,5,ATL,5,14,2.8,0,4,3,28,0,0,0,7.2,7.2
669,Sony Michel,LAC,RB,6,DEN,8,28,3.5,0,3,3,14,0,0,0,7.2,7.2
675,Zander Horvath,LAC,FB,2,KC,0,0,0,0,2,1,1,1,0,0,7.1,7.1
675,James Conner,ARI,RB,2,LV,7,25,3.6,0,4,2,26,0,0,0,7.1,7.1
675,Miles Sanders,PHI,RB,16,DAL,21,65,3.1,0,1,1,6,0,1,1,7.1,7.1
675,James Cook,BUF,RB,18,NE,9,45,5,0,2,2,6,0,0,0,7.1,7.1
675,Rhamondre Stevenson,NE,RB,17,MIA,8,42,5.2,0,4,2,9,0,0,0,7.1,7.1
675,Mark Ingram II,NO,RB,2,TB,10,58,5.8,0,2,2,3,0,1,1,7.1,7.1
681,Boston Scott,PHI,RB,1,DET,4,10,2.5,1,0,0,0,0,0,0,7,7
681,Jamaal Williams,DET,RB,2,WAS,12,53,4.4,0,1,1,7,0,0,0,7,7
681,Latavius Murray,DEN,RB,16,LAR,8,34,4.2,0,3,1,6,0,0,0,7,7
681,Melvin Gordon III,DEN,RB,7,NYJ,11,33,3,0,4,2,17,0,0,0,7,7
681,Josh Jacobs,LV,RB,18,KC,17,45,2.6,0,3,2,5,0,0,0,7,7
681,Alexander Mattison,MIN,RB,5,CHI,9,19,2.1,0,4,3,21,0,0,0,7,7
681,Darrell Henderson Jr.,LAR,RB,5,DAL,0,0,0,0,5,4,30,0,0,0,7,7
681,Rex Burkhead,HOU,RB,3,CHI,3,9,3,0,5,4,21,0,0,0,7,7
689,Chuba Hubbard,CAR,RB,18,NO,21,69,3.3,0,1,0,0,0,0,0,6.9,6.9
689,Gary Brightwell,NYG,RB,12,DAL,5,31,6.2,0,2,2,18,0,0,0,6.9,6.9
689,Antonio Gibson,WAS,RB,5,TEN,3,6,2,0,4,3,33,0,0,0,6.9,6.9
689,D'Andre Swift,DET,RB,14,MIN,6,21,3.5,0,4,3,18,0,0,0,6.9,6.9
689,Royce Freeman,HOU,RB,17,JAX,7,19,2.7,0,5,3,20,0,0,0,6.9,6.9
689,Kyren Williams,LAR,RB,10,ARI,1,9,9,0,3,3,30,0,0,0,6.9,6.9
689,Darrell Henderson Jr.,LAR,RB,4,SF,7,27,3.9,0,4,3,12,0,0,0,6.9,6.9
689,Rex Burkhead,HOU,RB,7,LV,2,8,4,0,6,5,11,0,0,0,6.9,6.9
697,D'Onta Foreman,CAR,RB,18,NO,12,68,5.7,0,0,0,0,0,0,0,6.8,6.8
697,Jerick McKinnon,KC,RB,7,SF,2,12,6,0,3,2,36,0,0,0,6.8,6.8
697,Saquon Barkley,NYG,RB,14,PHI,9,28,3.1,0,2,2,20,0,0,0,6.8,6.8
697,Justice Hill,BAL,RB,11,CAR,7,30,4.3,0,3,3,8,0,0,0,6.8,6.8
697,Joe Mixon,CIN,RB,3,NYJ,12,24,2,0,7,3,14,0,0,0,6.8,6.8
697,Jordan Wilkins,IND,RB,9,NE,3,13,4.3,0,5,4,15,0,0,0,6.8,6.8
697,Ameer Abdullah,LV,RB,8,NO,0,0,0,0,5,4,28,0,0,0,6.8,6.8
704,Ty Johnson,NYJ,RB,17,SEA,8,46,5.8,0,5,1,11,0,0,0,6.7,6.7
704,Mark Ingram II,NO,RB,6,CIN,9,46,5.1,0,2,1,11,0,0,0,6.7,6.7
704,Antonio Gibson,WAS,RB,9,MIN,11,36,3.3,0,3,2,11,0,0,0,6.7,6.7
704,Samaje Perine,CIN,RB,1,PIT,1,4,4,0,5,3,33,0,0,0,6.7,6.7
704,Pierre Strong Jr.,NE,RB,15,LV,4,25,6.2,0,3,3,12,0,0,0,6.7,6.7
704,Aaron Jones,GB,RB,3,TB,12,36,3,0,4,3,11,0,1,1,6.7,6.7
710,Gus Edwards,BAL,RB,14,PIT,13,66,5.1,0,0,0,0,0,0,0,6.6,6.6
710,Royce Freeman,HOU,RB,15,KC,11,51,4.6,0,1,1,5,0,0,0,6.6,6.6
710,Jonathan Taylor,IND,RB,8,WAS,16,76,4.8,0,1,0,0,0,1,1,6.6,6.6
710,Kenyan Drake,BAL,RB,13,DEN,7,29,4.1,0,3,2,17,0,0,0,6.6,6.6
710,Najee Harris,PIT,RB,5,BUF,11,20,1.8,0,4,3,16,0,0,0,6.6,6.6
715,Chuba Hubbard,CAR,RB,12,DEN,17,65,3.8,0,0,0,0,0,0,0,6.5,6.5
715,Gary Brightwell,NYG,RB,5,GB,2,5,2.5,1,0,0,0,0,0,0,6.5,6.5
715,Gus Edwards,BAL,RB,8,TB,11,65,5.9,0,0,0,0,0,0,0,6.5,6.5
715,AJ Dillon,GB,RB,10,DAL,13,65,5,0,0,0,0,0,0,0,6.5,6.5
715,James Robinson,JAX,RB,6,IND,12,54,4.5,0,1,1,1,0,0,0,6.5,6.5
715,Aaron Jones,GB,RB,9,DET,9,25,2.8,0,2,2,20,0,0,0,6.5,6.5
715,Clyde Edwards-Helaire,KC,RB,5,LV,9,15,1.7,0,4,3,20,0,0,0,6.5,6.5
722,Jordan Mason,SF,RB,15,SEA,4,64,16,0,0,0,0,0,0,0,6.4,6.4
722,Samaje Perine,CIN,RB,9,CAR,6,51,8.5,0,2,1,3,0,0,0,6.4,6.4
722,AJ Dillon,GB,RB,9,DET,11,34,3.1,0,4,2,10,0,1,0,6.4,6.4
722,Zonovan Knight,NYJ,RB,17,SEA,8,27,3.4,0,3,2,17,0,0,0,6.4,6.4
722,Dalvin Cook,MIN,RB,17,GB,9,27,3,0,3,2,17,0,0,0,6.4,6.4
722,Rachaad White,TB,RB,9,LAR,8,27,3.4,0,3,3,7,0,0,0,6.4,6.4
722,Kyle Juszczyk,SF,FB,7,KC,0,0,0,0,4,3,34,0,0,0,6.4,6.4
722,Brandon Bolden,LV,RB,5,KC,1,5,5,0,3,3,29,0,0,0,6.4,6.4
730,C.J. Ham,MIN,FB,10,BUF,1,3,3,1,0,0,0,0,0,0,6.3,6.3
730,Isiah Pacheco,KC,RB,4,TB,11,63,5.7,0,0,0,0,0,0,0,6.3,6.3
730,Melvin Gordon III,DEN,RB,2,HOU,10,47,4.7,0,1,1,6,0,0,0,6.3,6.3
730,Elijah Mitchell,SF,RB,12,NO,7,35,5,0,2,2,8,0,0,0,6.3,6.3
730,Myles Gaskin,MIA,RB,5,NYJ,4,9,2.2,0,5,3,24,0,0,0,6.3,6.3
730,Kenneth Walker III,SEA,RB,3,ATL,3,19,6.3,0,3,3,14,0,0,0,6.3,6.3
730,Jonathan Williams,WAS,RB,17,CLE,9,30,3.3,0,5,3,3,0,0,0,6.3,6.3
737,Damien Harris,NE,RB,18,BUF,13,48,3.7,0,4,1,4,0,0,0,6.2,6.2
737,Zack Moss,BUF,RB,3,MIA,4,46,11.5,0,1,1,6,0,0,0,6.2,6.2
737,Travis Homer,SEA,RB,9,ARI,1,7,7,0,3,3,25,0,0,0,6.2,6.2
737,Phillip Lindsay,IND,RB,6,JAX,3,7,2.3,0,3,3,5,0,0,0,6.2,6.2
741,Kyle Juszczyk,SF,FB,2,SEA,2,1,0.5,1,1,0,0,0,0,0,6.1,6.1
741,Cam Akers,LAR,RB,11,NO,14,61,4.4,0,0,0,0,0,0,0,6.1,6.1
741,Derek Watt,PIT,FB,18,CLE,1,1,1,1,0,0,0,0,0,0,6.1,6.1
741,Miles Sanders,PHI,RB,17,NO,12,61,5.1,0,0,0,0,0,0,0,6.1,6.1
741,Rhamondre Stevenson,NE,RB,2,PIT,9,47,5.2,0,2,1,4,0,0,0,6.1,6.1
741,Jonathan Williams,WAS,RB,16,SF,3,13,4.3,0,3,2,28,0,0,0,6.1,6.1
741,Anthony McFarland Jr.,PIT,RB,12,IND,6,30,5,0,2,2,11,0,0,0,6.1,6.1
741,DeeJay Dallas,SEA,RB,7,LAC,6,35,5.8,0,2,2,6,0,0,0,6.1,6.1
741,Gary Brightwell,NYG,RB,14,PHI,5,23,4.6,0,3,2,18,0,0,0,6.1,6.1
741,Jonathan Williams,WAS,RB,18,DAL,14,32,2.3,0,2,2,9,0,0,0,6.1,6.1
741,Malik Davis,DAL,RB,8,CHI,8,23,2.9,0,2,2,18,0,0,0,6.1,6.1
741,Latavius Murray,DEN,RB,14,KC,8,32,4,0,5,3,-1,0,0,0,6.1,6.1
753,Justice Hill,BAL,RB,3,NE,6,60,10,0,0,0,0,0,0,0,6,6
753,Cordarrelle Patterson,ATL,RB,13,PIT,11,60,5.5,0,0,0,0,0,0,0,6,6
753,Josh Jacobs,LV,RB,16,PIT,15,44,2.9,0,1,1,6,0,0,0,6,6
753,J.K. Dobbins,BAL,RB,3,NE,7,23,3.3,0,2,2,17,0,0,0,6,6
753,Craig Reynolds,DET,RB,7,DAL,4,12,3,0,3,3,18,0,0,0,6,6
753,Jerick McKinnon,KC,RB,6,BUF,2,1,0.5,0,3,3,29,0,0,0,6,6
753,Travis Homer,SEA,RB,15,SF,1,5,5,0,4,4,25,0,1,1,6,6
753,Kene Nwangwu,MIN,RB,12,NE,0,0,0,0,0,0,0,0,0,0,6,6
761,J.K. Dobbins,BAL,RB,16,ATL,12,59,4.9,0,1,0,0,0,0,0,5.9,5.9
761,Elijah Mitchell,SF,RB,11,ARI,9,59,6.6,0,0,0,0,0,0,0,5.9,5.9
761,Caleb Huntley,ATL,RB,6,SF,16,59,3.7,0,0,0,0,0,0,0,5.9,5.9
761,Ezekiel Elliott,DAL,RB,2,CIN,15,53,3.5,0,2,1,-4,0,0,0,5.9,5.9
761,Ezekiel Elliott,DAL,RB,1,TB,10,52,5.2,0,2,1,-3,0,0,0,5.9,5.9
761,Khalil Herbert,CHI,RB,18,MIN,10,50,5,0,2,1,-1,0,0,0,5.9,5.9
761,James Robinson,JAX,RB,5,HOU,10,27,2.7,0,2,2,12,0,0,0,5.9,5.9
761,Raheem Mostert,MIA,RB,16,GB,8,45,5.6,0,3,2,4,0,1,1,5.9,5.9
769,Brian Robinson Jr.,WAS,RB,16,SF,22,58,2.6,0,1,0,0,0,0,0,5.8,5.8
769,Miles Sanders,PHI,RB,11,IND,13,47,3.6,0,1,1,1,0,0,0,5.8,5.8
769,Raheem Mostert,MIA,RB,6,MIN,14,49,3.5,0,2,1,-1,0,0,0,5.8,5.8
769,Brian Robinson Jr.,WAS,RB,9,MIN,13,44,3.4,0,2,2,-6,0,0,0,5.8,5.8
769,AJ Dillon,GB,RB,3,TB,12,32,2.7,0,3,2,6,0,0,0,5.8,5.8
769,DeeJay Dallas,SEA,RB,3,ATL,3,21,7,0,2,2,17,0,0,0,5.8,5.8
769,Derrick Henry,TEN,RB,13,PHI,11,30,2.7,0,3,2,8,0,0,0,5.8,5.8
769,Kareem Hunt,CLE,RB,18,PIT,4,13,3.2,0,4,3,15,0,0,0,5.8,5.8
769,Dontrell Hilliard,TEN,RB,4,IND,0,0,0,0,4,4,18,0,0,0,5.8,5.8
778,Brian Robinson Jr.,WAS,RB,11,HOU,15,57,3.8,0,0,0,0,0,0,0,5.7,5.7
778,Khalil Herbert,CHI,RB,10,DET,10,57,5.7,0,0,0,0,0,0,0,5.7,5.7
778,Michael Carter,NYJ,RB,6,GB,6,41,6.8,0,1,1,6,0,0,0,5.7,5.7
778,Jordan Wilkins,IND,RB,17,NYG,6,23,3.8,0,2,2,14,0,0,0,5.7,5.7
778,Alvin Kamara,NO,RB,13,TB,12,26,2.2,0,3,2,11,0,0,0,5.7,5.7
778,Sony Michel,LAC,RB,4,HOU,6,11,1.8,0,3,3,16,0,0,0,5.7,5.7
784,Darrell Henderson Jr.,LAR,RB,9,TB,12,56,4.7,0,1,0,0,0,0,0,5.6,5.6
784,Jamaal Williams,DET,RB,5,NE,15,56,3.7,0,0,0,0,0,0,0,5.6,5.6
784,Jordan Mason,SF,RB,14,TB,11,56,5.1,0,0,0,0,0,0,0,5.6,5.6
