Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGameDraftKings,FantasyPointsDraftKings
493,Cole Kmet,CHI,TE,4,NYG,3,3,100,16,0,13,5.3,5.3,0,0,0,0,0,0,4.6,4.6
500,Taysom Hill,NO,TE,6,CIN,0,0,0,0,0,0,0,0,5,39,7.8,0,0,0,4.5,4.54
501,Gerald Everett,LAC,TE,3,JAX,6,2,33.3,25,0,14,4.2,12.5,0,0,0,0,0,0,4.5,4.5
501,Hayden Hurst,CIN,TE,17,BUF,2,2,100,25,0,21,12.5,12.5,0,0,0,0,0,0,4.5,4.5
501,Cameron Brate,TB,TE,15,CIN,5,2,40,25,0,21,5,12.5,0,0,0,0,0,0,4.5,4.5
501,Brock Wright,DET,TE,13,JAX,2,2,100,25,0,14,12.5,12.5,0,0,0,0,0,0,4.5,4.5
505,Grant Calcaterra,PHI,TE,14,NYG,4,2,50,24,0,13,6,12,0,0,0,0,0,0,4.4,4.4
505,Ben Ellefson,MIN,TE,3,DET,2,2,100,24,0,12,12,12,0,0,0,0,0,0,4.4,4.4
505,Jonnu Smith,NE,TE,15,LV,3,2,66.7,24,0,13,8,12,0,0,0,0,0,0,4.4,4.4
505,O.J. Howard,HOU,TE,8,TEN,3,2,66.7,24,0,24,8,12,0,0,0,0,0,0,4.4,4.4
505,Anthony Firkser,ATL,TE,13,PIT,2,2,100,24,0,15,12,12,0,0,0,0,0,0,4.4,4.4
505,George Kittle,SF,TE,4,LAR,4,2,50,24,0,20,6,12,0,0,0,0,0,0,4.4,4.4
505,Irv Smith Jr.,MIN,TE,18,CHI,3,3,100,14,0,8,4.7,4.7,0,0,0,0,0,0,4.4,4.4
505,Evan Engram,JAX,TE,10,KC,4,3,75,14,0,7,3.5,4.7,0,0,0,0,0,0,4.4,4.4
513,Foster Moreau,LV,TE,11,DEN,3,1,33.3,33,0,33,11,33,0,0,0,0,0,0,4.3,4.3
513,Stephen Sullivan,CAR,TE,8,ATL,2,1,50,33,0,33,16.5,33,0,0,0,0,0,0,4.3,4.3
513,Jelani Woods,IND,TE,4,TEN,1,1,100,33,0,33,33,33,0,0,0,0,0,0,4.3,4.3
513,Cole Turner,WAS,TE,6,CHI,2,2,100,23,0,18,11.5,11.5,0,0,0,0,0,0,4.3,4.3
513,Cade Otton,TB,TE,6,PIT,3,2,66.7,23,0,17,7.7,11.5,0,0,0,0,0,0,4.3,4.3
513,Gerald Everett,LAC,TE,10,SF,2,2,100,23,0,17,11.5,11.5,0,0,0,0,0,0,4.3,4.3
513,Johnny Mundt,MIN,TE,3,DET,2,2,100,23,0,12,11.5,11.5,0,0,0,0,0,0,4.3,4.3
513,Mike Gesicki,MIA,TE,4,CIN,4,2,50,23,0,21,5.8,11.5,0,0,0,0,0,0,4.3,4.3
513,Noah Gray,KC,TE,6,BUF,3,3,100,13,0,7,4.3,4.3,0,0,0,0,0,0,4.3,4.3
522,Giovanni Ricci,CAR,TE,17,TB,1,1,100,32,0,32,32,32,0,0,0,0,0,0,4.2,4.2
522,Foster Moreau,LV,TE,13,LAC,3,1,33.3,32,0,32,10.7,32,0,0,0,0,0,0,4.2,4.2
522,Ian Thomas,CAR,TE,6,LAR,2,2,100,22,0,16,11,11,0,0,0,0,0,0,4.2,4.2
522,Peyton Hendershot,DAL,TE,6,PHI,5,2,40,22,0,11,4.4,11,0,0,0,0,0,0,4.2,4.2
522,Dallas Goedert,PHI,TE,6,DAL,6,2,33.3,22,0,14,3.7,11,0,0,0,0,0,0,4.2,4.2
522,Adam Trautman,NO,TE,10,PIT,3,2,66.7,22,0,18,7.3,11,0,0,0,0,0,0,4.2,4.2
522,Quintin Morris,BUF,TE,3,MIA,2,2,100,22,0,15,11,11,0,0,0,0,0,0,4.2,4.2
522,Jordan Akins,HOU,TE,5,JAX,2,2,100,22,0,11,11,11,0,0,0,0,0,0,4.2,4.2
522,George Kittle,SF,TE,13,MIA,3,2,66.7,22,0,19,7.3,11,0,0,0,0,0,0,4.2,4.2
522,Will Dissly,SEA,TE,13,LAR,2,2,100,22,0,19,11,11,0,0,0,0,0,0,4.2,4.2
522,Tanner Hudson,NYG,TE,2,CAR,3,2,66.7,22,0,15,7.3,11,0,0,0,0,0,0,4.2,4.2
522,Adam Trautman,NO,TE,11,LAR,3,3,100,12,0,7,4,4,0,0,0,0,0,0,4.2,4.2
534,Chigoziem Okonkwo,TEN,TE,11,GB,2,1,50,31,0,31,15.5,31,0,0,0,0,0,0,4.1,4.1
534,C.J. Uzomah,NYJ,TE,13,MIN,1,1,100,31,0,31,31,31,0,0,0,0,0,0,4.1,4.1
534,Chris Myarick,NYG,TE,7,JAX,2,2,100,21,0,11,10.5,10.5,0,0,0,0,0,0,4.1,4.1
534,Eric Tomlinson,DEN,TE,7,NYJ,2,2,100,21,0,13,10.5,10.5,0,0,0,0,0,0,4.1,4.1
534,Ian Thomas,CAR,TE,12,DEN,2,2,100,21,0,15,10.5,10.5,0,0,0,0,0,0,4.1,4.1
534,Josh Oliver,BAL,TE,6,NYG,3,2,66.7,21,0,12,7,10.5,0,0,0,0,0,0,4.1,4.1
534,Pharaoh Brown,CLE,TE,6,NE,3,2,66.7,21,0,11,7,10.5,0,0,0,0,0,0,4.1,4.1
534,Brevin Jordan,HOU,TE,16,TEN,2,2,100,21,0,15,10.5,10.5,0,0,0,0,0,0,4.1,4.1
534,Will Dissly,SEA,TE,5,NO,3,2,66.7,21,0,15,7,10.5,0,0,0,0,0,0,4.1,4.1
534,Durham Smythe,MIA,TE,13,SF,2,2,100,21,0,19,10.5,10.5,0,0,0,0,0,0,4.1,4.1
534,Tyler Higbee,LAR,TE,17,LAC,4,3,75,11,0,7,2.8,3.7,0,0,0,0,0,0,4.1,4.1
534,Kylen Granson,IND,TE,8,WAS,3,3,100,11,0,15,3.7,3.7,0,0,0,0,0,0,4.1,4.1
546,C.J. Uzomah,NYJ,TE,16,JAX,1,1,100,30,0,30,30,30,0,0,0,0,0,0,4,4
546,Mike Gesicki,MIA,TE,5,NYJ,2,1,50,30,0,30,15,30,0,0,0,0,0,0,4,4
546,Johnny Mundt,MIN,TE,12,NE,2,2,100,20,0,13,10,10,0,0,0,0,0,0,4,4
546,Teagan Quitoriano,HOU,TE,12,MIA,2,2,100,20,0,13,10,10,0,0,0,0,0,0,4,4
546,Harrison Bryant,CLE,TE,18,PIT,2,2,100,20,0,14,10,10,0,0,0,0,0,0,4,4
546,Brock Wright,DET,TE,11,NYG,2,2,100,20,0,16,10,10,0,0,0,0,0,0,4,4
546,Lawrence Cager,NYG,TE,11,DET,3,2,66.7,20,0,13,6.7,10,0,0,0,0,0,0,4,4
546,Jack Stoll,PHI,TE,14,NYG,2,2,100,20,0,14,10,10,0,0,0,0,0,0,4,4
546,Will Dissly,SEA,TE,14,CAR,3,2,66.7,20,0,12,6.7,10,0,0,0,0,0,0,4,4
546,Austin Hooper,TEN,TE,16,HOU,3,2,66.7,20,0,15,6.7,10,0,0,0,0,0,0,4,4
546,Tommy Tremble,CAR,TE,15,PIT,3,2,66.7,20,0,17,6.7,10,0,0,0,0,0,0,4,4
546,MyCole Pruitt,ATL,TE,15,NO,3,2,66.7,20,0,14,6.7,10,0,0,0,0,0,0,4,4
546,Foster Moreau,LV,TE,15,NE,2,2,100,20,0,12,10,10,0,0,0,0,0,0,4,4
546,Hunter Henry,NE,TE,1,MIA,3,2,66.7,20,0,11,6.7,10,0,0,0,0,0,0,4,4
546,Jonnu Smith,NE,TE,8,NYJ,4,3,75,10,0,7,2.5,3.3,0,0,0,0,0,0,4,4
561,Evan Engram,JAX,TE,3,LAC,3,1,33.3,9,0,9,3,9,1,0,0,0,0,0,3.9,3.9
561,Evan Engram,JAX,TE,17,HOU,2,1,50,16,0,16,8,16,1,13,13,0,0,0,3.9,3.9
561,Robert Tonyan,GB,TE,11,TEN,4,2,50,19,0,10,4.8,9.5,0,0,0,0,0,0,3.9,3.9
561,Austin Hooper,TEN,TE,3,LV,2,2,100,19,0,11,9.5,9.5,0,0,0,0,0,0,3.9,3.9
561,Harrison Bryant,CLE,TE,17,WAS,3,2,66.7,19,0,12,6.3,9.5,0,0,0,0,0,0,3.9,3.9
561,Foster Moreau,LV,TE,16,PIT,3,2,66.7,19,0,10,6.3,9.5,0,0,0,0,0,0,3.9,3.9
561,Josiah Deguara,GB,TE,5,NYG,2,2,100,19,0,12,9.5,9.5,0,0,0,0,0,0,3.9,3.9
561,Kyle Pitts,ATL,TE,1,NO,7,2,28.6,19,0,11,2.7,9.5,0,0,0,0,0,0,3.9,3.9
561,Brevin Jordan,HOU,TE,8,TEN,5,2,40,19,0,16,3.8,9.5,0,0,0,0,0,0,3.9,3.9
561,Noah Fant,SEA,TE,8,NYG,2,2,100,19,0,16,9.5,9.5,0,0,0,0,0,0,3.9,3.9
561,Kyle Pitts,ATL,TE,2,LAR,3,2,66.7,19,0,13,6.3,9.5,0,0,0,0,0,0,3.9,3.9
561,Kyle Pitts,ATL,TE,7,CIN,5,3,60,9,0,7,1.8,3,0,0,0,0,0,0,3.9,3.9
573,Colby Parkinson,SEA,TE,7,LAC,1,1,100,28,0,28,28,28,0,0,0,0,0,0,3.8,3.8
573,Kendall Blanton,LAR,TE,3,ARI,1,1,100,28,0,28,28,28,0,0,0,0,0,0,3.8,3.8
573,Tyler Kroft,SF,TE,15,SEA,1,1,100,28,0,28,28,28,0,0,0,0,0,0,3.8,3.8
573,Nick Vannett,NYG,TE,18,PHI,4,2,50,18,0,12,4.5,9,0,0,0,0,0,0,3.8,3.8
573,Shane Zylstra,DET,TE,14,MIN,2,2,100,18,0,14,9,9,0,0,0,0,0,0,3.8,3.8
573,Tommy Tremble,CAR,TE,16,DET,2,2,100,18,0,18,9,9,0,0,0,0,0,0,3.8,3.8
573,Isaiah Likely,BAL,TE,15,CLE,3,2,66.7,18,0,9,6,9,0,0,0,0,0,0,3.8,3.8
573,Harrison Bryant,CLE,TE,1,CAR,4,2,50,18,0,10,4.5,9,0,0,0,0,0,0,3.8,3.8
581,C.J. Uzomah,NYJ,TE,8,NE,1,1,100,27,0,27,27,27,0,0,0,0,0,0,3.7,3.7
581,Dawson Knox,BUF,TE,12,DET,2,2,100,17,0,15,8.5,8.5,0,0,0,0,0,0,3.7,3.7
581,Will Dissly,SEA,TE,12,LV,3,2,66.7,17,0,12,5.7,8.5,0,0,0,0,0,0,3.7,3.7
581,C.J. Uzomah,NYJ,TE,6,GB,2,2,100,17,0,14,8.5,8.5,0,0,0,0,0,0,3.7,3.7
581,David Njoku,CLE,TE,11,BUF,3,2,66.7,17,0,21,5.7,8.5,0,0,0,0,0,0,3.7,3.7
581,Mark Andrews,BAL,TE,14,PIT,6,2,33.3,17,0,10,2.8,8.5,0,0,0,0,0,0,3.7,3.7
581,Cade Otton,TB,TE,17,CAR,6,2,33.3,17,0,12,2.8,8.5,0,0,0,0,0,0,3.7,3.7
581,Tommy Tremble,CAR,TE,8,ATL,4,2,50,17,0,9,4.2,8.5,0,0,0,0,0,0,3.7,3.7
589,Noah Gray,KC,TE,3,IND,2,1,50,26,0,26,13,26,0,0,0,0,0,0,3.6,3.6
589,O.J. Howard,HOU,TE,17,JAX,2,1,50,26,0,26,13,26,0,0,0,0,0,0,3.6,3.6
589,Dan Arnold,JAX,TE,4,PHI,1,1,100,26,0,26,26,26,0,0,0,0,0,0,3.6,3.6
589,Noah Gray,KC,TE,12,LAR,2,2,100,16,0,9,8,8,0,0,0,0,0,0,3.6,3.6
589,Logan Thomas,WAS,TE,18,DAL,3,2,66.7,16,0,11,5.3,8,0,0,0,0,0,0,3.6,3.6
589,Eric Saubert,DEN,TE,11,LV,2,2,100,16,0,9,8,8,0,0,0,0,0,0,3.6,3.6
595,Taysom Hill,NO,TE,18,CAR,1,1,100,1,0,1,1,1,5,24,4.8,0,0,0,3.5,3.5
595,Kyle Pitts,ATL,TE,4,CLE,4,1,25,25,0,25,6.2,25,0,0,0,0,0,0,3.5,3.5
595,Eric Saubert,DEN,TE,4,LV,2,1,50,25,0,25,12.5,25,0,0,0,0,0,0,3.5,3.5
595,Brock Wright,DET,TE,2,WAS,1,1,100,25,0,25,25,25,0,0,0,0,0,0,3.5,3.5
595,Harrison Bryant,CLE,TE,7,BAL,2,2,100,15,0,14,7.5,7.5,0,0,0,0,0,0,3.5,3.5
595,Cameron Brate,TB,TE,12,CLE,5,2,40,15,0,9,3,7.5,0,0,0,0,0,0,3.5,3.5
595,Tyler Conklin,NYJ,TE,11,NE,3,2,66.7,15,0,8,5,7.5,0,0,0,0,0,0,3.5,3.5
595,Jake Ferguson,DAL,TE,11,MIN,2,2,100,15,0,11,7.5,7.5,0,0,0,0,0,0,3.5,3.5
595,Noah Gray,KC,TE,11,LAC,3,2,66.7,15,0,12,5,7.5,0,0,0,0,0,0,3.5,3.5
595,Dalton Schultz,DAL,TE,15,JAX,4,2,50,15,0,9,3.8,7.5,0,0,0,0,0,0,3.5,3.5
595,Chris Manhertz,JAX,TE,5,HOU,2,2,100,15,0,12,7.5,7.5,0,0,0,0,0,0,3.5,3.5
595,Cade Otton,TB,TE,8,BAL,5,2,40,15,0,10,3,7.5,0,0,0,0,0,0,3.5,3.5
595,Peyton Hendershot,DAL,TE,8,CHI,2,2,100,15,0,11,7.5,7.5,0,0,0,0,0,0,3.5,3.5
595,Tyler Higbee,LAR,TE,8,SF,6,2,33.3,15,0,10,2.5,7.5,0,0,0,0,0,0,3.5,3.5
595,Mark Andrews,BAL,TE,4,BUF,5,2,40,15,0,9,3,7.5,0,0,0,0,0,0,3.5,3.5
595,John Bates,WAS,TE,2,DET,3,2,66.7,15,0,9,5,7.5,0,0,0,0,0,0,3.5,3.5
611,Dan Arnold,JAX,TE,7,NYG,1,1,100,24,0,24,24,24,0,0,0,0,0,0,3.4,3.4
611,Jake Ferguson,DAL,TE,16,PHI,1,1,100,24,0,24,24,24,0,0,0,0,0,0,3.4,3.4
611,Mike Gesicki,MIA,TE,16,GB,2,1,50,24,0,24,12,24,0,0,0,0,0,0,3.4,3.4
611,Mitchell Wilcox,CIN,TE,7,ATL,2,2,100,14,0,8,7,7,0,0,0,0,0,0,3.4,3.4
611,Mo Alie-Cox,IND,TE,12,PIT,3,2,66.7,14,0,11,4.7,7,0,0,0,0,0,0,3.4,3.4
611,Cameron Brate,TB,TE,6,PIT,3,2,66.7,14,0,8,4.7,7,0,0,0,0,0,0,3.4,3.4
611,David Njoku,CLE,TE,16,NO,5,2,40,14,0,8,2.8,7,0,0,0,0,0,0,3.4,3.4
611,Juwan Johnson,NO,TE,8,LV,4,2,50,14,0,8,3.5,7,0,0,0,0,0,0,3.4,3.4
611,Tyler Higbee,LAR,TE,13,SEA,5,2,40,14,0,9,2.8,7,0,0,0,0,0,0,3.4,3.4
611,Kylen Granson,IND,TE,2,JAX,2,2,100,14,0,8,7,7,0,0,0,0,0,0,3.4,3.4
621,Chris Myarick,NYG,TE,12,DAL,1,1,100,23,0,23,23,23,0,0,0,0,0,0,3.3,3.3
621,Zach Gentry,PIT,TE,18,CLE,1,1,100,23,0,23,23,23,0,0,0,0,0,0,3.3,3.3
621,Armani Rogers,WAS,TE,1,JAX,1,1,100,23,0,23,23,23,0,0,0,0,0,0,3.3,3.3
621,Trevon Wesco,CHI,TE,4,NYG,2,1,50,23,0,23,11.5,23,0,0,0,0,0,0,3.3,3.3
621,Tyler Conklin,NYJ,TE,18,MIA,4,2,50,13,0,7,3.2,6.5,0,0,0,0,0,0,3.3,3.3
621,Pharaoh Brown,CLE,TE,10,MIA,5,2,40,13,0,8,2.6,6.5,0,0,0,0,0,0,3.3,3.3
621,Ian Thomas,CAR,TE,3,NO,3,2,66.7,13,0,9,4.3,6.5,0,0,0,0,0,0,3.3,3.3
621,Jake Ferguson,DAL,TE,3,NYG,3,2,66.7,13,0,8,4.3,6.5,0,0,0,0,0,0,3.3,3.3
621,Josh Oliver,BAL,TE,15,CLE,2,2,100,13,0,8,6.5,6.5,0,0,0,0,0,0,3.3,3.3
621,Hunter Henry,NE,TE,13,BUF,5,2,40,13,0,9,2.6,6.5,0,0,0,0,0,0,3.3,3.3
621,Mo Alie-Cox,IND,TE,9,NE,2,2,100,13,0,8,6.5,6.5,0,0,0,0,0,0,3.3,3.3
621,Hunter Henry,NE,TE,4,GB,4,2,50,13,0,7,3.2,6.5,0,0,0,0,0,0,3.3,3.3
633,James Mitchell,DET,TE,12,BUF,1,1,100,22,0,22,22,22,0,0,0,0,0,0,3.2,3.2
633,Anthony Firkser,ATL,TE,3,SEA,1,1,100,22,0,22,22,22,0,0,0,0,0,0,3.2,3.2
633,Hunter Henry,NE,TE,8,NYJ,1,1,100,22,0,22,22,22,0,0,0,0,0,0,3.2,3.2
633,Parker Hesse,ATL,TE,4,CLE,1,1,100,22,0,22,22,22,0,0,0,0,0,0,3.2,3.2
633,Cameron Brate,TB,TE,14,SF,4,2,50,12,0,8,3,6,0,0,0,0,0,0,3.2,3.2
633,Logan Thomas,WAS,TE,10,PHI,4,2,50,12,0,9,3,6,0,0,0,0,0,0,3.2,3.2
633,Cade Otton,TB,TE,16,ARI,7,2,28.6,12,0,7,1.7,6,0,0,0,0,0,0,3.2,3.2
633,James Mitchell,DET,TE,15,NYJ,2,2,100,12,0,7,6,6,0,0,0,0,0,0,3.2,3.2
633,C.J. Uzomah,NYJ,TE,5,MIA,2,2,100,12,0,9,6,6,0,0,0,0,0,0,3.2,3.2
633,Pat Freiermuth,PIT,TE,5,BUF,2,2,100,12,0,8,6,6,0,0,0,0,0,0,3.2,3.2
633,Connor Heyward,PIT,TE,5,BUF,2,2,100,12,0,7,6,6,0,0,0,0,0,0,3.2,3.2
633,Will Dissly,SEA,TE,8,NYG,2,2,100,12,0,9,6,6,0,0,0,0,0,0,3.2,3.2
633,Hayden Hurst,CIN,TE,13,KC,3,2,66.7,12,0,9,4,6,0,0,0,0,0,0,3.2,3.2
633,Noah Gray,KC,TE,2,LAC,3,2,66.7,12,0,11,4,6,0,0,0,0,0,0,3.2,3.2
647,Juwan Johnson,NO,TE,18,CAR,1,1,100,21,0,21,21,21,0,0,0,0,0,0,3.1,3.1
647,Jack Stoll,PHI,TE,6,DAL,1,1,100,21,0,21,21,21,0,0,0,0,0,0,3.1,3.1
647,Chris Manhertz,JAX,TE,14,TEN,1,1,100,21,0,21,21,21,0,0,0,0,0,0,3.1,3.1
647,George Kittle,SF,TE,10,LAC,2,1,50,21,0,21,10.5,21,0,0,0,0,0,0,3.1,3.1
647,David Njoku,CLE,TE,17,WAS,3,1,33.3,21,0,21,7,21,0,0,0,0,0,0,3.1,3.1
647,Brycen Hopkins,LAR,TE,17,LAC,1,1,100,21,0,21,21,21,0,0,0,0,0,0,3.1,3.1
647,Greg Dulcich,DEN,TE,12,CAR,3,2,66.7,11,0,9,3.7,5.5,0,0,0,0,0,0,3.1,3.1
647,Colby Parkinson,SEA,TE,6,ARI,2,2,100,11,0,7,5.5,5.5,0,0,0,0,0,0,3.1,3.1
647,Tyler Higbee,LAR,TE,14,LV,3,2,66.7,11,0,6,3.7,5.5,0,0,0,0,0,0,3.1,3.1
647,Eric Tomlinson,DEN,TE,14,KC,3,2,66.7,11,0,7,3.7,5.5,0,0,0,0,0,0,3.1,3.1
647,Ian Thomas,CAR,TE,14,SEA,2,2,100,11,0,8,5.5,5.5,0,0,0,0,0,0,3.1,3.1
647,Maxx Williams,ARI,TE,15,DEN,2,2,100,11,0,6,5.5,5.5,0,0,0,0,0,0,3.1,3.1
647,Noah Fant,SEA,TE,2,SF,2,2,100,11,0,7,5.5,5.5,0,0,0,0,0,0,3.1,3.1
647,Robert Tonyan,GB,TE,2,CHI,2,2,100,11,0,9,5.5,5.5,0,0,0,0,0,0,3.1,3.1
661,Lawrence Cager,NYG,TE,12,DAL,2,1,50,20,0,20,10,20,0,0,0,0,0,0,3,3
661,Taysom Hill,NO,TE,12,SF,2,1,50,7,0,7,3.5,7,6,13,2.2,0,0,0,3,3
661,Hunter Henry,NE,TE,11,NYJ,1,1,100,20,0,20,20,20,0,0,0,0,0,0,3,3
661,Brevin Jordan,HOU,TE,17,JAX,3,1,33.3,20,0,20,6.7,20,0,0,0,0,0,0,3,3
661,Cade Otton,TB,TE,15,CIN,1,1,100,20,0,20,20,20,0,0,0,0,0,0,3,3
661,Dan Arnold,JAX,TE,5,HOU,2,1,50,20,0,20,10,20,0,0,0,0,0,0,3,3
661,Andrew Beck,DEN,TE,17,KC,2,2,100,10,0,6,5,5,0,0,0,0,0,0,3,3
661,Anthony Firkser,ATL,TE,16,BAL,3,2,66.7,10,0,5,3.3,5,0,0,0,0,0,0,3,3
669,Will Dissly,SEA,TE,16,KC,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
669,Grant Calcaterra,PHI,TE,13,TEN,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
669,Dan Arnold,JAX,TE,9,LV,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
669,Marcedes Lewis,GB,TE,9,DET,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
669,Josh Oliver,BAL,TE,9,NO,3,1,33.3,19,0,19,6.3,19,0,0,0,0,0,0,2.9,2.9
669,Ko Kieft,TB,TE,4,KC,1,1,100,19,0,19,19,19,0,0,0,0,0,0,2.9,2.9
669,Austin Hooper,TEN,TE,2,BUF,5,1,20,19,0,19,3.8,19,0,0,0,0,0,0,2.9,2.9
669,Harrison Bryant,CLE,TE,12,TB,2,2,100,9,0,9,4.5,4.5,0,0,0,0,0,0,2.9,2.9
669,Connor Heyward,PIT,TE,10,NO,2,2,100,9,0,8,4.5,4.5,0,0,0,0,0,0,2.9,2.9
669,Hunter Henry,NE,TE,15,LV,4,2,50,9,0,5,2.2,4.5,0,0,0,0,0,0,2.9,2.9
669,Tyler Conklin,NYJ,TE,13,MIN,7,2,28.6,9,0,6,1.3,4.5,0,0,0,0,0,0,2.9,2.9
680,Ko Kieft,TB,TE,7,CAR,1,1,100,18,0,18,18,18,0,0,0,0,0,0,2.8,2.8
680,Adam Trautman,NO,TE,18,CAR,1,1,100,18,0,18,18,18,0,0,0,0,0,0,2.8,2.8
680,Mitchell Wilcox,CIN,TE,4,MIA,1,1,100,18,0,18,18,18,0,0,0,0,0,0,2.8,2.8
680,Tanner Hudson,NYG,TE,4,CHI,2,1,50,18,0,18,9,18,0,0,0,0,0,0,2.8,2.8
680,Ryan Griffin,CHI,TE,2,GB,1,1,100,18,0,18,18,18,0,0,0,0,0,0,2.8,2.8
680,Jordan Akins,HOU,TE,11,WAS,3,2,66.7,8,0,8,2.7,4,0,0,0,0,0,0,2.8,2.8
680,Zach Gentry,PIT,TE,11,CIN,3,2,66.7,8,0,9,2.7,4,0,0,0,0,0,0,2.8,2.8
680,Ian Thomas,CAR,TE,5,SF,2,2,100,8,0,6,4,4,0,0,0,0,0,0,2.8,2.8
680,Dalton Schultz,DAL,TE,2,CIN,4,2,50,18,0,9,4.5,9,0,0,0,0,1,1,2.8,2.8
689,Adam Trautman,NO,TE,12,SF,1,1,100,17,0,17,17,17,0,0,0,0,0,0,2.7,2.7
689,Tyler Conklin,NYJ,TE,6,GB,2,1,50,16,0,16,8,16,1,1,1,0,0,0,2.7,2.7
689,MyCole Pruitt,ATL,TE,11,CHI,1,1,100,17,0,17,17,17,0,0,0,0,0,0,2.7,2.7
689,Dan Arnold,JAX,TE,16,NYJ,1,1,100,17,0,17,17,17,0,0,0,0,0,0,2.7,2.7
689,Pharaoh Brown,HOU,TE,1,IND,1,1,100,17,0,17,17,17,0,0,0,0,0,0,2.7,2.7
689,Stephen Anderson,ARI,TE,14,NE,2,2,100,7,0,6,3.5,3.5,0,0,0,0,0,0,2.7,2.7
689,Kylen Granson,IND,TE,3,KC,2,2,100,7,0,5,3.5,3.5,0,0,0,0,0,0,2.7,2.7
689,Harrison Bryant,CLE,TE,15,BAL,2,2,100,7,0,5,3.5,3.5,0,0,0,0,0,0,2.7,2.7
689,Isaiah Likely,BAL,TE,5,CIN,2,2,100,7,0,5,3.5,3.5,0,0,0,0,0,0,2.7,2.7
698,Isaiah Likely,BAL,TE,7,CLE,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Anthony Firkser,ATL,TE,12,WAS,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,T.J. Hockenson,MIN,TE,18,CHI,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Eric Tomlinson,DEN,TE,6,LAC,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Kylen Granson,IND,TE,11,PHI,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Adam Trautman,NO,TE,17,PHI,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Johnny Mundt,MIN,TE,16,NYG,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Kylen Granson,IND,TE,5,DEN,3,1,33.3,16,0,16,5.3,16,0,0,0,0,0,0,2.6,2.6
698,Parker Hesse,ATL,TE,13,PIT,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Evan Engram,JAX,TE,4,PHI,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Giovanni Ricci,CAR,TE,2,NYG,1,1,100,16,0,16,16,16,0,0,0,0,0,0,2.6,2.6
698,Brock Wright,DET,TE,12,BUF,3,2,66.7,6,0,5,2,3,0,0,0,0,0,0,2.6,2.6
698,Johnny Mundt,MIN,TE,5,CHI,2,2,100,6,0,4,3,3,0,0,0,0,0,0,2.6,2.6
698,Jonnu Smith,NE,TE,13,BUF,2,2,100,6,0,6,3,3,0,0,0,0,0,0,2.6,2.6
698,Colby Parkinson,SEA,TE,9,ARI,2,2,100,6,0,10,3,3,0,0,0,0,0,0,2.6,2.6
713,Cole Kmet,CHI,TE,6,WAS,3,1,33.3,15,0,15,5,15,0,0,0,0,0,0,2.5,2.5
713,Giovanni Ricci,CAR,TE,3,NO,2,1,50,15,0,15,7.5,15,0,0,0,0,0,0,2.5,2.5
713,James Mitchell,DET,TE,17,CHI,1,1,100,15,0,15,15,15,0,0,0,0,0,0,2.5,2.5
713,Nick Vannett,NYG,TE,15,WAS,1,1,100,15,0,15,15,15,0,0,0,0,0,0,2.5,2.5
713,Noah Gray,KC,TE,13,CIN,1,1,100,15,0,15,15,15,0,0,0,0,0,0,2.5,2.5
713,Luke Farrell,JAX,TE,9,LV,1,1,100,15,0,15,15,15,0,0,0,0,0,0,2.5,2.5
713,Logan Thomas,WAS,TE,3,PHI,3,2,66.7,5,0,5,1.7,2.5,0,0,0,0,0,0,2.5,2.5
713,Devin Asiasi,CIN,TE,16,NE,2,2,100,5,0,6,2.5,2.5,0,0,0,0,0,0,2.5,2.5
721,Armani Rogers,WAS,TE,9,MIN,0,0,0,0,0,0,0,0,1,24,24,0,0,0,2.4,2.4
721,Noah Gray,KC,TE,18,LV,1,1,100,14,0,14,14,14,0,0,0,0,0,0,2.4,2.4
721,Mo Alie-Cox,IND,TE,11,PHI,1,1,100,14,0,14,14,14,0,0,0,0,0,0,2.4,2.4
721,Marcedes Lewis,GB,TE,15,LAR,1,1,100,14,0,14,14,14,0,0,0,0,0,0,2.4,2.4
721,Durham Smythe,MIA,TE,1,NE,2,1,50,14,0,14,7,14,0,0,0,0,0,0,2.4,2.4
