Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
52,Christian McCaffrey,SF,RB,14,TB,9,4,8500,18.72
53,Derrick Henry,TEN,RB,15,LAC,23,28,8000,18.66
53,Josh Jacobs,LV,RB,7,HOU,18,32,6500,18.66
55,Rhamondre Stevenson,NE,RB,13,BUF,8,14,6600,18.62
56,Alvin Kamara,NO,RB,10,PIT,31,19,7400,18.57
57,Rhamondre Stevenson,NE,RB,14,ARI,30,21,6600,18.53
58,Derrick Henry,TEN,RB,12,CIN,11,15,8300,18.51
59,Leonard Fournette,TB,RB,7,CAR,16,27,7700,18.38
60,Derrick Henry,TEN,RB,9,KC,31,19,8500,18.35
61,Christian McCaffrey,SF,RB,8,LAR,5,4,8700,18.34
62,Josh Jacobs,LV,RB,8,NO,22,18,7500,18.27
63,Josh Jacobs,LV,RB,15,NE,6,2,8100,18.23
64,Austin Ekeler,LAC,RB,17,LAR,14,13,8500,18.22
65,Austin Ekeler,LAC,RB,4,HOU,17,32,7700,18.2
66,Derrick Henry,TEN,RB,5,WAS,30,13,8200,18.11
67,Josh Jacobs,LV,RB,9,JAX,14,26,7300,17.97
67,Joe Mixon,CIN,RB,3,NYJ,24,28,7600,17.97
67,Aaron Jones,GB,RB,9,DET,32,30,7400,17.97
70,Alvin Kamara,NO,RB,8,LV,28,13,7100,17.94
71,Austin Ekeler,LAC,RB,3,JAX,6,10,8000,17.9
72,Josh Jacobs,LV,RB,16,PIT,21,14,8000,17.86
73,Joe Mixon,CIN,RB,8,CLE,21,30,7200,17.83
74,Derrick Henry,TEN,RB,13,PHI,4,22,8100,17.79
75,Leonard Fournette,TB,RB,6,PIT,30,20,7400,17.74
76,Travis Etienne Jr.,JAX,RB,9,LV,28,24,6300,17.7
76,Leonard Fournette,TB,RB,3,GB,7,16,6500,17.7
78,Travis Etienne Jr.,JAX,RB,10,KC,27,23,7100,17.68
78,Alvin Kamara,NO,RB,6,CIN,9,4,6700,17.68
80,Joe Mixon,CIN,RB,11,PIT,27,12,7400,17.67
81,Nick Chubb,CLE,RB,13,HOU,21,32,8000,17.63
81,Joe Mixon,CIN,RB,7,ATL,25,11,7000,17.63
83,Saquon Barkley,NYG,RB,12,DAL,5,6,8000,17.61
84,Nick Chubb,CLE,RB,5,LAC,25,29,8000,17.6
85,Joe Mixon,CIN,RB,1,PIT,21,26,7100,17.59
86,Nick Chubb,CLE,RB,6,NE,14,6,8200,17.54
86,Alvin Kamara,NO,RB,7,ARI,16,15,6900,17.54
88,Kenneth Walker III,SEA,RB,12,LV,26,27,6900,17.53
89,Alvin Kamara,NO,RB,1,ATL,28,24,7600,17.51
90,Josh Jacobs,LV,RB,11,DEN,1,9,7500,17.5
91,Rhamondre Stevenson,NE,RB,9,IND,9,17,6200,17.44
92,Saquon Barkley,NYG,RB,17,IND,16,27,8000,17.42
93,Derrick Henry,TEN,RB,2,BUF,3,3,8300,17.4
94,Dalvin Cook,MIN,RB,1,GB,13,8,7900,17.39
95,Derrick Henry,TEN,RB,3,LV,26,23,8100,17.38
96,Dalvin Cook,MIN,RB,2,PHI,28,32,8200,17.35
97,Joe Mixon,CIN,RB,2,DAL,12,17,7200,17.34
98,Joe Mixon,CIN,RB,9,CAR,20,25,6500,17.32
99,Jonathan Taylor,IND,RB,12,PIT,31,19,7900,17.26
100,Jonathan Taylor,IND,RB,15,MIN,31,18,7200,17.24
101,Joe Mixon,CIN,RB,4,MIA,25,9,7400,17.19
102,Josh Jacobs,LV,RB,12,SEA,22,24,7700,17.14
103,Derrick Henry,TEN,RB,14,JAX,23,19,7900,17.13
104,Alvin Kamara,NO,RB,11,LAR,9,10,7600,17.07
105,Jonathan Taylor,IND,RB,11,PHI,3,21,7800,17.02
106,Nick Chubb,CLE,RB,4,ATL,27,7,7900,17
107,Josh Jacobs,LV,RB,10,IND,7,17,7600,16.99
108,Austin Ekeler,LAC,RB,18,DEN,5,22,8900,16.83
109,Aaron Jones,GB,RB,4,NE,16,4,7500,16.79
110,Saquon Barkley,NYG,RB,16,MIN,31,19,7900,16.78
111,Dalvin Cook,MIN,RB,5,CHI,9,27,7300,16.76
112,Leonard Fournette,TB,RB,5,ATL,26,11,6900,16.75
112,Javonte Williams,DEN,RB,2,HOU,26,27,6500,16.75
114,Alvin Kamara,NO,RB,15,ATL,29,23,6800,16.74
115,Aaron Jones,GB,RB,2,CHI,3,4,6800,16.73
116,Joe Mixon,CIN,RB,14,CLE,20,30,6900,16.7
116,Aaron Jones,GB,RB,1,MIN,30,23,6700,16.7
118,Nick Chubb,CLE,RB,3,PIT,18,21,7300,16.66
118,Derrick Henry,TEN,RB,4,IND,13,13,8300,16.66
120,Jonathan Taylor,IND,RB,8,WAS,17,24,8000,16.57
121,Najee Harris,PIT,RB,1,CIN,18,20,6400,16.55
122,Dalvin Cook,MIN,RB,11,DAL,7,7,8000,16.54
123,Leonard Fournette,TB,RB,4,KC,21,16,6800,16.51
124,Rhamondre Stevenson,NE,RB,6,CLE,20,30,6000,16.47
125,Nick Chubb,CLE,RB,8,CIN,6,2,7900,16.4
126,Leonard Fournette,TB,RB,1,DAL,11,4,6600,16.33
127,Dalvin Cook,MIN,RB,14,DET,32,17,7300,16.3
127,Jonathan Taylor,IND,RB,13,DAL,5,8,7700,16.3
127,Aaron Jones,GB,RB,6,NYJ,15,18,7600,16.3
130,Dalvin Cook,MIN,RB,16,NYG,19,24,7200,16.26
131,Kenneth Walker III,SEA,RB,13,LAR,12,8,7000,16.25
131,Dameon Pierce,HOU,RB,10,NYG,13,14,6300,16.25
131,D'Andre Swift,DET,RB,1,PHI,15,21,6800,16.25
134,Dalvin Cook,MIN,RB,9,WAS,17,22,7800,16.24
135,Dameon Pierce,HOU,RB,9,PHI,3,15,6000,16.18
136,Joe Mixon,CIN,RB,5,BAL,30,10,7100,16.14
136,Alvin Kamara,NO,RB,5,SEA,31,30,6600,16.14
138,Saquon Barkley,NYG,RB,13,WAS,9,6,8200,16.12
139,Leonard Fournette,TB,RB,8,BAL,21,13,7400,16.11
140,Jonathan Taylor,IND,RB,7,TEN,30,8,8100,16.08
141,Aaron Jones,GB,RB,13,CHI,18,27,6900,16.05
142,Aaron Jones,GB,RB,5,NYG,7,23,7600,16.01
143,Tony Pollard,DAL,RB,8,CHI,7,27,6100,15.99
143,Leonard Fournette,TB,RB,2,NO,20,23,6700,15.99
145,Kenneth Walker III,SEA,RB,10,TB,12,5,6800,15.98
145,Breece Hall,NYJ,RB,7,DEN,3,9,6200,15.98
147,Dalvin Cook,MIN,RB,10,BUF,3,10,8000,15.96
148,Jamaal Williams,DET,RB,4,SEA,22,22,6100,15.91
149,Dalvin Cook,MIN,RB,6,MIA,27,21,7500,15.9
150,Josh Jacobs,LV,RB,5,KC,23,17,5700,15.89
151,Dalvin Cook,MIN,RB,13,NYJ,3,11,7200,15.86
151,James Conner,ARI,RB,17,ATL,27,22,7200,15.86
151,Najee Harris,PIT,RB,4,NYJ,23,23,6700,15.86
154,Nick Chubb,CLE,RB,10,MIA,26,12,8100,15.83
155,Dalvin Cook,MIN,RB,8,ARI,24,10,7600,15.8
155,Travis Etienne Jr.,JAX,RB,12,BAL,15,5,6700,15.8
155,Travis Etienne Jr.,JAX,RB,8,DEN,2,11,5800,15.8
155,Joe Mixon,CIN,RB,6,NO,17,11,6900,15.8
159,Aaron Jones,GB,RB,16,MIA,29,19,6900,15.78
160,D'Andre Swift,DET,RB,2,WAS,19,25,7000,15.77
161,Rhamondre Stevenson,NE,RB,12,MIN,26,21,6400,15.73
162,Alvin Kamara,NO,RB,12,SF,1,2,7300,15.72
163,Nick Chubb,CLE,RB,2,NYJ,14,7,7100,15.69
164,Dameon Pierce,HOU,RB,8,TEN,25,6,6300,15.66
165,Saquon Barkley,NYG,RB,1,TEN,12,1,6100,15.65
166,Alvin Kamara,NO,RB,3,CAR,14,26,7000,15.63
167,Jeff Wilson Jr.,MIA,RB,12,HOU,21,32,5900,15.59
167,Rhamondre Stevenson,NE,RB,11,NYJ,5,8,6700,15.59
167,Rhamondre Stevenson,NE,RB,16,CIN,10,10,7100,15.59
170,James Conner,ARI,RB,12,LAC,25,30,6600,15.57
171,Tony Pollard,DAL,RB,12,NYG,13,24,6600,15.52
172,Antonio Gibson,WAS,RB,2,DET,27,28,6200,15.5
172,James Conner,ARI,RB,1,KC,20,15,7000,15.5
174,Leonard Fournette,TB,RB,9,LAR,7,11,6600,15.46
174,Alvin Kamara,NO,RB,13,TB,9,5,7000,15.46
176,Saquon Barkley,NYG,RB,14,PHI,3,20,8000,15.44
177,Dalvin Cook,MIN,RB,15,IND,10,24,6900,15.43
177,David Montgomery,CHI,RB,3,HOU,23,24,5900,15.43
179,Cordarrelle Patterson,ATL,RB,4,CLE,19,12,6500,15.37
180,Dalvin Cook,MIN,RB,17,GB,12,25,7000,15.36
181,Kenneth Walker III,SEA,RB,8,NYG,12,18,6500,15.35
181,James Conner,ARI,RB,15,DEN,4,12,6900,15.35
183,Kenneth Walker III,SEA,RB,7,LAC,20,29,5800,15.32
184,Kenneth Walker III,SEA,RB,9,ARI,26,16,6200,15.3
185,Aaron Jones,GB,RB,15,LAR,13,9,7000,15.29
186,Aaron Jones,GB,RB,12,PHI,2,18,7100,15.28
187,Dameon Pierce,HOU,RB,11,WAS,15,13,6500,15.24
187,Joe Mixon,CIN,RB,18,BAL,null,null,7100,15.24
189,James Conner,ARI,RB,2,LV,24,21,6900,15.23
190,Dalvin Cook,MIN,RB,12,NE,4,2,7500,15.21
191,Dalvin Cook,MIN,RB,4,NO,8,11,7600,15.2
192,D'Andre Swift,DET,RB,3,MIN,15,18,7200,15.18
193,Aaron Jones,GB,RB,3,TB,3,3,7400,15.17
194,Najee Harris,PIT,RB,2,NE,10,10,6200,15.16
195,Rhamondre Stevenson,NE,RB,8,NYJ,10,12,6400,15.15
196,Nick Chubb,CLE,RB,7,BAL,22,10,8000,15.14
197,Travis Etienne Jr.,JAX,RB,13,DET,32,21,6400,15.12
197,Samaje Perine,CIN,RB,13,KC,23,15,6000,15.12
199,Aaron Jones,GB,RB,11,TEN,19,3,7200,15.11
200,Joe Mixon,CIN,RB,15,TB,11,7,7200,15.07
200,Aaron Jones,GB,RB,18,DET,31,15,6900,15.07
202,Tony Pollard,DAL,RB,15,JAX,22,19,7100,15.06
203,Dameon Pierce,HOU,RB,7,LV,28,12,6400,15.04
203,Aaron Jones,GB,RB,8,BUF,1,2,7800,15.04
205,Nick Chubb,CLE,RB,11,BUF,4,16,8200,15.03
205,Travis Etienne Jr.,JAX,RB,17,HOU,19,32,6400,15.03
205,Aaron Jones,GB,RB,7,WAS,21,21,7600,15.03
208,Khalil Herbert,CHI,RB,4,NYG,12,27,5700,15.01
209,James Conner,ARI,RB,16,TB,13,6,7000,14.95
209,Alvin Kamara,NO,RB,18,CAR,22,18,6600,14.95
209,Javonte Williams,DEN,RB,4,LV,24,30,6600,14.95
212,Joe Mixon,CIN,RB,17,BUF,2,9,7200,14.93
213,Nick Chubb,CLE,RB,12,TB,9,4,7800,14.92
214,Breece Hall,NYJ,RB,6,GB,7,17,5800,14.77
215,Jamaal Williams,DET,RB,5,NE,19,5,6500,14.7
215,Rachaad White,TB,RB,12,CLE,24,31,5100,14.7
215,Rhamondre Stevenson,NE,RB,7,CHI,9,28,6300,14.7
218,Alvin Kamara,NO,RB,17,PHI,5,18,6900,14.69
219,Alvin Kamara,NO,RB,16,CLE,18,30,6800,14.68
220,Nick Chubb,CLE,RB,16,NO,12,18,7700,14.67
220,Miles Sanders,PHI,RB,15,CHI,18,29,6500,14.67
222,Saquon Barkley,NYG,RB,15,WAS,8,6,7800,14.66
223,Nick Chubb,CLE,RB,14,CIN,10,15,7800,14.63
224,Josh Jacobs,LV,RB,2,ARI,32,31,5800,14.61
224,James Conner,ARI,RB,4,CAR,14,19,6300,14.61
226,James Conner,ARI,RB,14,NE,7,2,6900,14.54
227,D'Andre Swift,DET,RB,8,MIA,20,14,6800,14.52
227,Javonte Williams,DEN,RB,3,SF,1,4,6300,14.52
229,James Robinson,JAX,RB,5,HOU,23,32,6300,14.5
229,Javonte Williams,DEN,RB,1,SEA,24,30,6300,14.5
231,Rhamondre Stevenson,NE,RB,17,MIA,28,17,6800,14.43
232,Miles Sanders,PHI,RB,5,ARI,21,24,6500,14.42
232,Aaron Jones,GB,RB,10,DAL,5,4,7200,14.42
234,Nick Chubb,CLE,RB,1,CAR,7,11,6500,14.4
234,Travis Etienne Jr.,JAX,RB,18,TEN,26,3,6700,14.4
236,D'Onta Foreman,CAR,RB,9,CIN,12,9,6000,14.39
237,Jonathan Taylor,IND,RB,10,LV,29,26,7500,14.31
238,Najee Harris,PIT,RB,18,CLE,13,29,6100,14.29
238,Dameon Pierce,HOU,RB,5,JAX,10,22,6200,14.29
240,Tony Pollard,DAL,RB,14,HOU,18,32,6700,14.27
240,Dameon Pierce,HOU,RB,13,CLE,24,31,5900,14.27
242,Leonard Fournette,TB,RB,10,SEA,23,22,6500,14.25
243,Najee Harris,PIT,RB,3,CLE,26,13,6000,14.24
244,Darrell Henderson Jr.,LAR,RB,2,ATL,30,1,5700,14.23
245,Kenneth Walker III,SEA,RB,6,ARI,21,13,5400,14.19
246,Antonio Gibson,WAS,RB,3,PHI,12,27,6400,14.16
247,Kenneth Walker III,SEA,RB,18,LAR,16,20,6400,14.13
248,Jerick McKinnon,KC,RB,16,SEA,27,31,5900,14.09
249,James Conner,ARI,RB,3,LAR,19,2,6200,14.05
249,Jerick McKinnon,KC,RB,18,LV,30,26,6300,14.05
251,David Montgomery,CHI,RB,13,GB,17,28,6200,14.02
251,Eno Benjamin,ARI,RB,6,SEA,32,28,4600,14.02
253,Najee Harris,PIT,RB,12,IND,7,13,5800,14
254,Joe Mixon,CIN,RB,16,NE,6,2,6900,13.99
255,Raheem Mostert,MIA,RB,8,DET,32,31,5900,13.96
256,Miles Sanders,PHI,RB,8,PIT,27,22,6600,13.95
257,Josh Jacobs,LV,RB,18,KC,23,12,7400,13.94
258,Cam Akers,LAR,RB,18,SEA,24,30,6200,13.92
259,James Conner,ARI,RB,11,SF,1,1,6300,13.87
260,Dameon Pierce,HOU,RB,12,MIA,23,11,6100,13.86
260,David Montgomery,CHI,RB,15,PHI,2,15,6300,13.86
262,Nick Chubb,CLE,RB,15,BAL,12,4,7400,13.85
263,Michael Carter,NYJ,RB,12,CHI,14,29,5400,13.83
263,Cordarrelle Patterson,ATL,RB,2,LAR,28,2,6000,13.83
265,Josh Jacobs,LV,RB,17,SF,1,1,7400,13.8
266,Josh Jacobs,LV,RB,4,DEN,4,3,5500,13.79
267,Melvin Gordon III,DEN,RB,5,IND,13,15,6100,13.78
268,Antonio Gibson,WAS,RB,1,JAX,23,22,5800,13.75
268,Tony Pollard,DAL,RB,16,PHI,3,17,7000,13.75
268,Nyheim Hines,IND,RB,5,DEN,4,6,5500,13.75
271,Travis Etienne Jr.,JAX,RB,1,WAS,27,12,5600,13.73
272,Breece Hall,NYJ,RB,5,MIA,27,4,5400,13.72
273,David Montgomery,CHI,RB,6,WAS,23,23,6300,13.67
274,Dalvin Cook,MIN,RB,18,CHI,25,31,7300,13.64
275,Miles Sanders,PHI,RB,17,NO,10,14,5900,13.63
276,Ezekiel Elliott,DAL,RB,7,DET,32,31,6000,13.62
277,Miles Sanders,PHI,RB,9,HOU,21,32,6700,13.61
278,Leonard Fournette,TB,RB,17,CAR,17,20,5600,13.6
279,Jamaal Williams,DET,RB,7,DAL,7,6,6100,13.57
279,Rhamondre Stevenson,NE,RB,15,LV,28,24,7000,13.57
281,Clyde Edwards-Helaire,KC,RB,5,LV,22,16,6300,13.55
282,Eno Benjamin,ARI,RB,7,NO,20,11,5500,13.53
283,Rhamondre Stevenson,NE,RB,5,DET,32,31,5500,13.5
284,Jeff Wilson Jr.,SF,RB,4,LAR,16,1,5400,13.49
284,Travis Etienne Jr.,JAX,RB,16,NYJ,4,8,6100,13.49
286,Elijah Mitchell,SF,RB,1,CHI,17,18,5400,13.47
287,Latavius Murray,DEN,RB,12,CAR,20,28,5000,13.46
288,Najee Harris,PIT,RB,5,BUF,2,9,6500,13.45
289,Rhamondre Stevenson,NE,RB,18,BUF,2,9,6700,13.44
290,David Montgomery,CHI,RB,2,GB,25,15,5700,13.43
291,Ezekiel Elliott,DAL,RB,1,TB,6,3,6100,13.4
292,Antonio Gibson,WAS,RB,12,ATL,29,23,5400,13.38
293,Tony Pollard,DAL,RB,18,WAS,11,6,7000,13.37
294,James Robinson,JAX,RB,4,PHI,7,20,6400,13.35
295,D'Andre Swift,DET,RB,14,MIN,30,18,5800,13.31
296,Damien Harris,NE,RB,5,DET,32,31,5600,13.3
297,Miles Sanders,PHI,RB,18,NYG,21,23,5900,13.27
297,J.K. Dobbins,BAL,RB,5,CIN,9,8,5600,13.27
297,David Montgomery,CHI,RB,7,NE,14,1,6300,13.27
297,Eno Benjamin,ARI,RB,8,MIN,18,17,6000,13.27
297,Samaje Perine,CIN,RB,12,TEN,18,3,5600,13.27
302,Ezekiel Elliott,DAL,RB,14,HOU,18,32,6100,13.26
302,Chase Edmonds,MIA,RB,2,BAL,9,13,5200,13.26
304,Travis Etienne Jr.,JAX,RB,15,DAL,5,5,6000,13.25
304,Aaron Jones,GB,RB,17,MIN,31,21,7100,13.25
306,Jeff Wilson Jr.,SF,RB,6,ATL,26,19,6200,13.23
306,Brian Robinson Jr.,WAS,RB,17,CLE,15,30,5200,13.23
306,Ezekiel Elliott,DAL,RB,17,TEN,26,3,6300,13.23
309,Kenneth Walker III,SEA,RB,16,KC,24,13,6400,13.21
310,Zonovan Knight,NYJ,RB,15,DET,32,14,5300,13.19
311,James Conner,ARI,RB,5,PHI,3,15,6300,13.18
312,Tony Pollard,DAL,RB,13,IND,8,17,6500,13.17
313,Dameon Pierce,HOU,RB,4,LAC,26,26,5600,13.15
314,Darrell Henderson Jr.,LAR,RB,6,CAR,18,27,5100,13.14
315,David Montgomery,CHI,RB,11,ATL,31,23,6100,13.13
316,David Montgomery,CHI,RB,12,NYJ,5,9,6400,13.12
316,Travis Etienne Jr.,JAX,RB,14,TEN,22,3,6400,13.12
316,David Montgomery,CHI,RB,17,DET,32,16,6900,13.12
319,Nick Chubb,CLE,RB,17,WAS,8,7,7300,13.08
320,James Robinson,JAX,RB,3,LAC,16,19,6100,13.07
320,Miles Sanders,PHI,RB,4,JAX,5,6,6000,13.07
320,David Montgomery,CHI,RB,18,MIN,32,21,6500,13.07
323,Miles Sanders,PHI,RB,14,NYG,16,23,6200,13.05
323,Antonio Gibson,WAS,RB,4,DAL,10,14,6000,13.05
325,Devin Singletary,BUF,RB,12,DET,32,25,5700,13.03
326,Kenyan Drake,BAL,RB,11,CAR,20,28,5900,13
327,Tony Pollard,DAL,RB,10,GB,6,21,6500,12.99
328,David Montgomery,CHI,RB,1,SF,5,7,6000,12.97
328,Devin Singletary,BUF,RB,5,PIT,20,26,6100,12.97
330,D'Andre Swift,DET,RB,9,GB,6,23,6400,12.94
331,Jeff Wilson Jr.,SF,RB,5,CAR,15,20,5500,12.93
332,David Montgomery,CHI,RB,5,MIN,17,28,6200,12.92
333,AJ Dillon,GB,RB,2,CHI,3,4,5800,12.9
333,Cordarrelle Patterson,ATL,RB,3,SEA,21,17,5800,12.9
335,Nick Chubb,CLE,RB,18,PIT,17,11,7500,12.89
336,Raheem Mostert,MIA,RB,7,PIT,27,20,5600,12.87
337,Raheem Mostert,MIA,RB,9,CHI,10,29,6100,12.86
337,D'Andre Swift,DET,RB,17,CHI,21,29,5300,12.86
339,Tyler Allgeier,ATL,RB,18,TB,14,5,5600,12.84
340,Melvin Gordon III,DEN,RB,6,LAC,26,32,6400,12.83
341,Clyde Edwards-Helaire,KC,RB,2,LAC,16,18,5900,12.82
342,Miles Sanders,PHI,RB,6,DAL,5,5,6200,12.8
342,AJ Dillon,GB,RB,4,NE,16,4,6000,12.8
342,Devin Singletary,BUF,RB,11,CLE,26,30,5800,12.8
345,Ezekiel Elliott,DAL,RB,4,WAS,31,17,6100,12.79
346,Miles Sanders,PHI,RB,16,DAL,8,5,6200,12.77
347,Cam Akers,LAR,RB,1,BUF,1,17,5900,12.76
347,Josh Jacobs,LV,RB,1,LAC,26,29,6300,12.76
347,D'Andre Swift,DET,RB,18,GB,12,24,5700,12.76
350,Kenneth Walker III,SEA,RB,17,NYJ,2,9,6200,12.75
350,Najee Harris,PIT,RB,6,TB,8,3,6000,12.75
352,Miles Sanders,PHI,RB,3,WAS,28,30,5500,12.72
353,Najee Harris,PIT,RB,16,LV,25,26,6000,12.71
354,Josh Jacobs,LV,RB,3,TEN,29,32,5400,12.69
354,D'Andre Swift,DET,RB,16,CAR,15,22,5500,12.69
356,David Montgomery,CHI,RB,10,DET,32,27,6000,12.68
357,Chase Edmonds,MIA,RB,1,NE,2,19,5200,12.62
358,D'Onta Foreman,CAR,RB,8,ATL,31,9,5300,12.58
359,Rachaad White,TB,RB,15,CIN,9,11,5400,12.57
360,Najee Harris,PIT,RB,13,ATL,26,24,6100,12.55
361,Miles Sanders,PHI,RB,2,MIN,5,27,5600,12.5
362,Kareem Hunt,CLE,RB,4,ATL,27,7,6000,12.47
363,Ezekiel Elliott,DAL,RB,2,CIN,7,9,5900,12.45
364,Devin Singletary,BUF,RB,8,GB,8,25,5900,12.43
365,AJ Dillon,GB,RB,5,NYG,7,23,5800,12.42
366,Cam Akers,LAR,RB,17,LAC,18,28,6100,12.41
366,Najee Harris,PIT,RB,15,CAR,15,21,5700,12.41
368,Jamaal Williams,DET,RB,13,JAX,20,16,6000,12.38
369,Miles Sanders,PHI,RB,10,WAS,16,20,6900,12.35
370,Miles Sanders,PHI,RB,12,GB,13,26,6300,12.33
371,Raheem Mostert,MIA,RB,6,MIN,16,24,5700,12.29
372,Ezekiel Elliott,DAL,RB,3,NYG,10,21,5800,12.27
372,David Montgomery,CHI,RB,9,MIA,24,21,6000,12.27
374,Isiah Pacheco,KC,RB,15,HOU,17,32,5900,12.26
375,J.K. Dobbins,BAL,RB,16,ATL,29,21,5800,12.25
376,Najee Harris,PIT,RB,7,MIA,26,19,5900,12.24
377,Miles Sanders,PHI,RB,11,IND,6,20,6900,12.23
378,Devin Singletary,BUF,RB,4,BAL,32,18,5900,12.22
379,Najee Harris,PIT,RB,17,BAL,7,5,5700,12.21
380,Tyler Allgeier,ATL,RB,17,ARI,30,26,5300,12.2
380,Tony Pollard,DAL,RB,11,MIN,23,5,6500,12.2
382,Rashaad Penny,SEA,RB,1,DEN,4,13,5700,12.19
382,James Robinson,JAX,RB,2,IND,13,11,5600,12.19
384,AJ Dillon,GB,RB,17,MIN,31,21,5800,12.18
385,Jerick McKinnon,KC,RB,17,DEN,4,19,6000,12.17
386,Dameon Pierce,HOU,RB,14,DAL,5,7,6000,12.15
386,Rachaad White,TB,RB,16,ARI,30,24,5300,12.15
388,Kareem Hunt,CLE,RB,2,NYJ,14,7,6600,12.14
389,Jeff Wilson Jr.,SF,RB,3,DEN,4,3,5300,12.13
390,Michael Carter,NYJ,RB,8,NE,14,7,5900,12.11
391,Najee Harris,PIT,RB,14,BAL,12,5,5800,12.1
392,Miles Sanders,PHI,RB,13,TEN,19,3,6300,12.09
393,Jamaal Williams,DET,RB,10,CHI,14,30,5900,12.05
393,David Montgomery,CHI,RB,8,DAL,4,3,6300,12.05
395,Cordarrelle Patterson,ATL,RB,10,CAR,24,30,6400,12.04
395,David Montgomery,CHI,RB,16,BUF,5,12,6500,12.04
395,Michael Carter,NYJ,RB,3,CIN,10,14,5200,12.04
398,Brian Robinson Jr.,WAS,RB,15,NYG,20,26,5400,12
398,Kareem Hunt,CLE,RB,3,PIT,18,21,6200,12
400,Dameon Pierce,HOU,RB,1,IND,16,5,4800,11.98
401,Clyde Edwards-Helaire,KC,RB,3,IND,17,15,6300,11.97
401,AJ Dillon,GB,RB,3,TB,3,3,6000,11.97
403,Ezekiel Elliott,DAL,RB,18,WAS,11,6,6300,11.96
