Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
139,Mike Evans,TB,WR,6,PIT,30,32,7000,16.54
139,Amon-Ra St. Brown,DET,WR,18,GB,12,11,8000,16.54
141,CeeDee Lamb,DAL,WR,8,CHI,7,4,7000,16.52
142,A.J. Brown,PHI,WR,17,NO,10,9,7900,16.46
143,Tee Higgins,CIN,WR,5,BAL,30,31,6500,16.45
144,Deebo Samuel,SF,WR,3,DEN,4,1,7800,16.44
145,A.J. Brown,PHI,WR,3,WAS,28,28,7300,16.43
145,Tyreek Hill,MIA,WR,18,NYJ,3,2,8600,16.43
147,Mike Evans,TB,WR,1,DAL,11,24,6900,16.41
147,Mike Williams,LAC,WR,6,DEN,3,2,7400,16.41
149,CeeDee Lamb,DAL,WR,4,WAS,31,31,6700,16.4
150,Jaylen Waddle,MIA,WR,3,BUF,1,4,6800,16.39
151,Mike Evans,TB,WR,2,NO,20,7,6800,16.38
151,Jaylen Waddle,MIA,WR,8,DET,32,20,6700,16.38
153,Justin Jefferson,MIN,WR,18,CHI,25,20,9100,16.37
154,Jaylen Waddle,MIA,WR,12,HOU,21,5,7300,16.36
155,Mike Evans,TB,WR,4,KC,21,18,6700,16.34
156,A.J. Brown,PHI,WR,1,DET,31,19,6400,16.33
157,Tee Higgins,CIN,WR,11,PIT,27,32,7100,16.31
158,Keenan Allen,LAC,WR,1,LV,22,5,7000,16.3
159,Jaylen Waddle,MIA,WR,5,NYJ,18,22,6700,16.23
159,Keenan Allen,LAC,WR,17,LAR,14,17,7000,16.23
161,Deebo Samuel,SF,WR,1,CHI,17,27,7400,16.21
162,DK Metcalf,SEA,WR,16,KC,24,26,7100,16.2
162,Keenan Allen,LAC,WR,16,IND,16,5,6700,16.2
164,DeAndre Hopkins,ARI,WR,10,LAR,9,17,8000,16.18
165,A.J. Brown,PHI,WR,8,PIT,27,31,7700,16.14
166,Tee Higgins,CIN,WR,17,BUF,2,23,7300,16.12
167,Amari Cooper,CLE,WR,13,HOU,21,6,6400,16.07
167,Chris Godwin,TB,WR,5,ATL,26,25,5900,16.07
169,Keenan Allen,LAC,WR,15,TEN,27,32,6800,16.06
170,Jaylen Waddle,MIA,WR,14,LAC,29,13,7200,16.05
171,Christian Kirk,JAX,WR,5,HOU,23,13,6600,16.04
172,Tee Higgins,CIN,WR,4,MIA,25,21,6200,16.03
173,Tee Higgins,CIN,WR,18,BAL,null,null,7600,16.02
174,Tee Higgins,CIN,WR,13,KC,23,27,7200,15.98
174,Tyreek Hill,MIA,WR,1,NE,2,4,6800,15.98
174,DK Metcalf,SEA,WR,14,CAR,15,13,7100,15.98
177,Jaylen Waddle,MIA,WR,16,GB,12,5,7200,15.84
178,Courtland Sutton,DEN,WR,5,IND,13,5,6300,15.74
179,Amon-Ra St. Brown,DET,WR,12,BUF,8,23,6600,15.73
180,Amon-Ra St. Brown,DET,WR,5,NE,19,16,7600,15.72
181,DK Metcalf,SEA,WR,15,SF,1,23,6700,15.7
182,Michael Pittman Jr.,IND,WR,1,HOU,29,26,5500,15.67
183,Chris Olave,NO,WR,8,LV,28,24,6000,15.64
183,Michael Pittman Jr.,IND,WR,3,KC,25,23,6900,15.64
185,Chris Godwin,TB,WR,17,CAR,17,24,6800,15.59
186,Mike Williams,LAC,WR,5,CLE,16,20,7100,15.58
187,Tee Higgins,CIN,WR,14,CLE,20,19,7000,15.57
188,Christian Kirk,JAX,WR,13,DET,32,29,6300,15.56
188,Diontae Johnson,PIT,WR,4,NYJ,23,24,6000,15.56
188,Amon-Ra St. Brown,DET,WR,7,DAL,7,16,7100,15.56
191,Keenan Allen,LAC,WR,14,MIA,21,11,6600,15.52
192,Tee Higgins,CIN,WR,7,ATL,25,27,6400,15.51
192,Marquise Brown,ARI,WR,1,KC,20,22,6200,15.51
192,Amon-Ra St. Brown,DET,WR,11,NYG,12,3,7200,15.51
192,Amon-Ra St. Brown,DET,WR,8,MIA,20,25,6900,15.51
196,DeAndre Hopkins,ARI,WR,15,DEN,4,1,7700,15.5
197,Mike Evans,TB,WR,10,SEA,23,3,7100,15.47
198,Mike Williams,LAC,WR,7,SEA,29,7,7200,15.44
199,Mike Evans,TB,WR,12,CLE,24,21,6700,15.41
199,JuJu Smith-Schuster,KC,WR,16,SEA,27,3,5800,15.41
201,Davante Adams,LV,WR,17,SF,1,26,8500,15.4
202,Michael Pittman Jr.,IND,WR,7,TEN,30,32,7400,15.39
203,Mike Evans,TB,WR,9,LAR,7,16,7200,15.37
204,CeeDee Lamb,DAL,WR,5,LAR,14,30,7000,15.32
205,Marquise Brown,ARI,WR,4,CAR,14,17,6900,15.3
206,Tee Higgins,CIN,WR,1,PIT,21,12,6100,15.29
207,Tyler Lockett,SEA,WR,6,ARI,21,7,5600,15.28
208,DK Metcalf,SEA,WR,6,ARI,21,7,6800,15.27
209,Tee Higgins,CIN,WR,3,NYJ,24,19,6100,15.25
210,Mike Evans,TB,WR,7,CAR,16,22,6900,15.24
211,Christian Kirk,JAX,WR,14,TEN,22,32,6600,15.23
212,Chris Godwin,TB,WR,16,ARI,30,9,6900,15.21
213,Mike Williams,LAC,WR,4,HOU,17,14,7000,15.2
214,Mike Williams,LAC,WR,2,KC,14,10,6600,15.19
215,A.J. Brown,PHI,WR,6,DAL,5,19,7300,15.18
215,Keenan Allen,LAC,WR,12,ARI,30,13,6100,15.18
217,Marquise Brown,ARI,WR,5,PHI,3,15,7200,15.16
218,Tyler Lockett,SEA,WR,14,CAR,15,13,6500,15.15
219,DeAndre Hopkins,ARI,WR,7,NO,20,27,6200,15.1
219,Chris Godwin,TB,WR,8,BAL,21,26,6400,15.1
221,Chris Godwin,TB,WR,14,SF,1,24,6700,15.09
222,Deebo Samuel,SF,WR,12,NO,17,22,6800,15.05
222,Amari Cooper,CLE,WR,4,ATL,27,28,6300,15.05
224,Chris Godwin,TB,WR,15,CIN,9,6,6700,15.04
225,Courtland Sutton,DEN,WR,4,LV,24,11,6400,15.01
225,Terry McLaurin,WAS,WR,12,ATL,29,31,5800,15.01
227,Jaylen Waddle,MIA,WR,7,PIT,27,31,6500,14.98
227,CeeDee Lamb,DAL,WR,6,PHI,4,18,6700,14.98
229,Courtland Sutton,DEN,WR,2,HOU,26,26,6100,14.93
230,Chris Godwin,TB,WR,12,CLE,24,21,6000,14.91
231,DK Metcalf,SEA,WR,12,LV,26,14,6500,14.9
231,JuJu Smith-Schuster,KC,WR,10,JAX,15,24,6000,14.9
233,Chris Olave,NO,WR,5,SEA,31,14,5700,14.89
234,Tyler Lockett,SEA,WR,12,LV,26,14,6200,14.88
234,DeVonta Smith,PHI,WR,17,NO,10,9,7100,14.88
236,Jaylen Waddle,MIA,WR,13,SF,1,19,7400,14.87
236,Courtland Sutton,DEN,WR,6,LAC,26,23,6400,14.87
238,Christian Kirk,JAX,WR,4,PHI,7,13,6600,14.85
238,DeAndre Hopkins,ARI,WR,16,TB,13,21,7500,14.85
240,Chris Godwin,TB,WR,9,LAR,7,16,6200,14.84
241,Mike Williams,LAC,WR,1,LV,22,5,6600,14.82
241,Keenan Allen,LAC,WR,13,LV,29,20,6500,14.82
243,DK Metcalf,SEA,WR,18,LAR,16,17,6700,14.77
243,Brandin Cooks,HOU,WR,2,DEN,8,1,6000,14.77
245,Chris Godwin,TB,WR,10,SEA,23,3,6300,14.76
246,DeVonta Smith,PHI,WR,18,NYG,21,10,7500,14.73
247,Diontae Johnson,PIT,WR,1,CIN,18,15,6000,14.72
248,Courtland Sutton,DEN,WR,1,SEA,24,6,5900,14.71
249,DK Metcalf,SEA,WR,13,LAR,12,18,6700,14.7
250,Amon-Ra St. Brown,DET,WR,2,WAS,19,17,6500,14.68
251,DK Metcalf,SEA,WR,7,LAC,20,18,6600,14.66
252,DK Metcalf,SEA,WR,17,NYJ,2,2,6900,14.62
252,Brandin Cooks,HOU,WR,1,IND,16,21,6300,14.62
254,Michael Pittman Jr.,IND,WR,6,JAX,6,12,6900,14.61
255,Michael Thomas,NO,WR,3,CAR,14,2,5900,14.56
256,Garrett Wilson,NYJ,WR,17,SEA,29,4,5500,14.54
256,Michael Pittman Jr.,IND,WR,12,PIT,31,32,6000,14.54
258,Michael Pittman Jr.,IND,WR,5,DEN,4,1,7300,14.49
259,Jaylen Waddle,MIA,WR,6,MIN,16,15,6200,14.48
259,CeeDee Lamb,DAL,WR,2,CIN,7,2,6900,14.48
261,Amari Cooper,CLE,WR,12,TB,9,15,6400,14.47
261,Brandin Cooks,HOU,WR,4,LAC,26,23,5800,14.47
263,Terry McLaurin,WAS,WR,15,NYG,20,9,6100,14.46
264,Courtland Sutton,DEN,WR,3,SF,1,7,6300,14.45
265,Diontae Johnson,PIT,WR,2,NE,10,25,5800,14.41
266,Terry McLaurin,WAS,WR,1,JAX,23,23,6500,14.34
267,Chris Godwin,TB,WR,7,CAR,16,22,6300,14.33
268,JuJu Smith-Schuster,KC,WR,15,HOU,17,4,5800,14.32
269,Tee Higgins,CIN,WR,16,NE,6,8,7000,14.31
270,Chris Olave,NO,WR,4,MIN,18,19,5500,14.27
271,Jaylen Waddle,MIA,WR,17,NE,6,16,7500,14.25
272,Amari Cooper,CLE,WR,15,BAL,12,24,6100,14.24
272,Tyler Lockett,SEA,WR,15,SF,1,23,6800,14.24
274,Jerry Jeudy,DEN,WR,2,HOU,26,26,5600,14.2
274,Chris Godwin,TB,WR,6,PIT,30,32,6100,14.2
276,Allen Robinson II,LAR,WR,1,BUF,1,1,6100,14.18
277,Amon-Ra St. Brown,DET,WR,1,PHI,15,2,6100,14.17
278,DK Metcalf,SEA,WR,4,DET,30,26,6800,14.16
279,Drake London,ATL,WR,4,CLE,19,27,6100,14.11
280,Jaylen Waddle,MIA,WR,15,BUF,5,21,7000,14.1
280,Diontae Johnson,PIT,WR,3,CLE,26,28,5700,14.1
282,Brandon Aiyuk,SF,WR,8,LAR,5,23,6100,14.09
282,DJ Moore,CAR,WR,8,ATL,31,32,5300,14.09
284,Allen Lazard,GB,WR,10,DAL,5,16,6100,14.07
284,Chris Olave,NO,WR,10,PIT,31,32,6800,14.07
284,Tyler Boyd,CIN,WR,8,CLE,21,16,5800,14.07
287,Tyler Lockett,SEA,WR,8,NYG,12,3,6500,14.06
287,Brandin Cooks,HOU,WR,5,JAX,10,19,6100,14.06
287,Joshua Palmer,LAC,WR,10,SF,4,22,5900,14.06
290,DeVonta Smith,PHI,WR,15,CHI,18,16,6400,14.05
290,Jaylen Waddle,MIA,WR,2,BAL,9,14,6400,14.05
290,CeeDee Lamb,DAL,WR,3,NYG,10,2,6600,14.05
293,Mike Williams,LAC,WR,3,JAX,6,24,6700,14.01
293,Amari Cooper,CLE,WR,7,BAL,22,28,6100,14.01
293,Amari Cooper,CLE,WR,10,MIA,26,23,6500,14.01
296,Tee Higgins,CIN,WR,2,DAL,12,23,5900,14
296,DK Metcalf,SEA,WR,5,NO,13,18,6800,14
298,JuJu Smith-Schuster,KC,WR,12,LAR,12,20,5700,13.99
299,Garrett Wilson,NYJ,WR,15,DET,32,31,6000,13.98
299,Michael Pittman Jr.,IND,WR,15,MIN,31,31,5800,13.98
301,Terry McLaurin,WAS,WR,11,HOU,21,4,5900,13.96
302,DJ Moore,CAR,WR,1,CLE,8,7,6000,13.95
302,Michael Pittman Jr.,IND,WR,8,WAS,17,26,7200,13.95
304,Garrett Wilson,NYJ,WR,16,JAX,26,25,6000,13.94
305,Keenan Allen,LAC,WR,18,DEN,5,1,6900,13.93
306,Garrett Wilson,NYJ,WR,18,MIA,28,13,5800,13.92
307,Courtland Sutton,DEN,WR,11,LV,30,17,6000,13.89
307,Marquise Brown,ARI,WR,2,LV,24,13,6200,13.89
307,Michael Pittman Jr.,IND,WR,16,LAC,24,8,5900,13.89
310,Terry McLaurin,WAS,WR,2,DET,27,9,6600,13.88
311,Christian Kirk,JAX,WR,15,DAL,5,20,6600,13.86
312,Chris Olave,NO,WR,15,ATL,29,27,6500,13.84
313,Jerry Jeudy,DEN,WR,15,ARI,30,11,6100,13.82
313,JuJu Smith-Schuster,KC,WR,9,TEN,18,29,5800,13.82
315,Jaylen Waddle,MIA,WR,1,NE,2,4,6400,13.8
316,Amari Cooper,CLE,WR,14,CIN,10,8,6200,13.79
316,Mike Evans,TB,WR,13,NO,13,22,6300,13.79
318,Chris Olave,NO,WR,9,BAL,23,29,6400,13.78
319,Garrett Wilson,NYJ,WR,13,MIN,30,28,5300,13.77
319,Christian Kirk,JAX,WR,2,IND,13,6,5700,13.77
321,DJ Moore,CAR,WR,2,NYG,16,8,5700,13.76
322,DeVonta Smith,PHI,WR,13,TEN,19,31,6200,13.75
323,Tyler Lockett,SEA,WR,13,LAR,12,18,6000,13.74
324,Tee Higgins,CIN,WR,15,TB,11,13,6900,13.73
325,DeVonta Smith,PHI,WR,8,PIT,27,31,6300,13.72
325,Michael Thomas,NO,WR,2,TB,1,4,5800,13.72
327,JuJu Smith-Schuster,KC,WR,2,LAC,16,20,5500,13.7
328,Brandin Cooks,HOU,WR,3,CHI,13,18,5800,13.69
329,Tyler Lockett,SEA,WR,5,NO,13,18,5600,13.67
330,Gabe Davis,BUF,WR,12,DET,32,28,5300,13.66
330,DK Metcalf,SEA,WR,9,ARI,26,12,6400,13.66
332,Marquise Brown,ARI,WR,3,LAR,19,31,6000,13.63
333,Tyler Lockett,SEA,WR,4,DET,30,26,5900,13.62
334,Christian Kirk,JAX,WR,6,IND,13,2,5800,13.61
334,Chris Olave,NO,WR,7,ARI,16,4,5700,13.61
336,Tyler Lockett,SEA,WR,9,ARI,26,12,6100,13.59
337,Mike Williams,LAC,WR,15,TEN,27,32,6300,13.57
338,Mike Evans,TB,WR,15,CIN,9,6,6200,13.54
338,DeVonta Smith,PHI,WR,14,NYG,16,7,6300,13.54
338,JuJu Smith-Schuster,KC,WR,18,LV,30,15,5400,13.54
341,Christian Kirk,JAX,WR,18,TEN,26,32,6200,13.53
342,Allen Lazard,GB,WR,6,NYJ,15,17,6000,13.51
342,Deebo Samuel,SF,WR,10,LAC,25,13,7300,13.51
342,Mike Evans,TB,WR,16,ARI,30,9,6200,13.51
342,Amari Cooper,CLE,WR,18,PIT,17,26,6000,13.51
346,Terry McLaurin,WAS,WR,13,NYG,13,3,5800,13.49
346,Christian Kirk,JAX,WR,12,BAL,15,24,6500,13.49
346,Curtis Samuel,WAS,WR,5,TEN,28,29,5800,13.49
346,Tyler Boyd,CIN,WR,9,CAR,20,20,6300,13.49
350,Jerry Jeudy,DEN,WR,17,KC,24,25,6400,13.48
350,Amari Cooper,CLE,WR,6,NE,14,16,5900,13.48
352,Deebo Samuel,SF,WR,11,ARI,25,12,6900,13.47
352,Chris Olave,NO,WR,11,LAR,9,16,6800,13.47
352,Tyler Lockett,SEA,WR,7,LAC,20,18,5800,13.47
352,Tyler Lockett,SEA,WR,10,TB,12,15,6300,13.47
352,Christian Kirk,JAX,WR,17,HOU,19,3,6000,13.47
352,Amari Cooper,CLE,WR,17,WAS,8,15,5800,13.47
352,Drake London,ATL,WR,5,TB,11,11,5900,13.47
359,Gabe Davis,BUF,WR,1,LAR,10,17,5800,13.44
360,Chris Olave,NO,WR,13,TB,9,14,6400,13.43
360,Diontae Johnson,PIT,WR,6,TB,8,13,5700,13.43
362,Michael Thomas,NO,WR,1,ATL,28,25,5700,13.4
362,Michael Pittman Jr.,IND,WR,13,DAL,5,14,6100,13.4
364,Jerry Jeudy,DEN,WR,1,SEA,24,6,5300,13.39
365,JuJu Smith-Schuster,KC,WR,17,DEN,4,1,5600,13.38
366,DeVonta Smith,PHI,WR,16,DAL,8,28,6600,13.37
367,Jerry Jeudy,DEN,WR,18,LAC,15,5,6300,13.36
367,Michael Pittman Jr.,IND,WR,11,PHI,3,8,6100,13.36
369,Deebo Samuel,SF,WR,14,TB,9,12,6100,13.33
370,Jerry Jeudy,DEN,WR,16,LAR,14,19,5900,13.31
371,Michael Pittman Jr.,IND,WR,18,HOU,19,3,6100,13.29
372,Amari Cooper,CLE,WR,8,CIN,6,7,6200,13.28
373,DK Metcalf,SEA,WR,1,DEN,4,9,6200,13.27
373,Amari Cooper,CLE,WR,5,LAC,25,24,6000,13.27
375,DK Metcalf,SEA,WR,10,TB,12,15,6500,13.26
376,Brandon Aiyuk,SF,WR,13,MIA,22,13,6100,13.25
376,Christian Kirk,JAX,WR,3,LAC,16,15,6200,13.25
378,Chris Olave,NO,WR,12,SF,1,19,6600,13.24
378,DeVonta Smith,PHI,WR,12,GB,13,12,6100,13.24
380,DeVonta Smith,PHI,WR,11,IND,6,2,6200,13.22
380,Tyler Boyd,CIN,WR,11,PIT,27,32,6500,13.22
380,Tyler Boyd,CIN,WR,12,TEN,18,30,5900,13.22
383,Brandon Aiyuk,SF,WR,15,SEA,25,5,5900,13.21
384,Adam Thielen,MIN,WR,1,GB,13,20,5400,13.2
384,Terry McLaurin,WAS,WR,17,CLE,15,10,6100,13.2
386,Amari Cooper,CLE,WR,11,BUF,4,14,6400,13.19
386,DK Metcalf,SEA,WR,3,ATL,27,29,6100,13.19
388,Adam Thielen,MIN,WR,5,CHI,9,4,6300,13.17
389,DeVonta Smith,PHI,WR,4,JAX,5,21,5800,13.16
389,Tyler Lockett,SEA,WR,18,LAR,16,17,6400,13.16
391,Terry McLaurin,WAS,WR,9,MIN,22,25,5900,13.14
392,Gabe Davis,BUF,WR,8,GB,8,7,6800,13.13
392,Gabe Davis,BUF,WR,6,KC,28,26,6500,13.13
394,Gabe Davis,BUF,WR,5,PIT,20,27,6400,13.12
394,Terry McLaurin,WAS,WR,5,TEN,28,29,6200,13.12
396,Elijah Moore,NYJ,WR,1,BAL,25,30,5100,13.11
397,Robert Woods,TEN,WR,5,WAS,30,32,5200,13.1
397,Curtis Samuel,WAS,WR,6,CHI,14,10,5700,13.1
397,Christian Kirk,JAX,WR,9,LV,28,18,5500,13.1
400,Christian Kirk,JAX,WR,10,KC,27,25,5900,13.09
401,Amari Cooper,CLE,WR,3,PIT,18,26,5600,13.08
