Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
78,Baltimore Ravens,BAL,DST,6,NYG,null,null,3600,8.7
78,Baltimore Ravens,BAL,DST,17,PIT,null,null,3100,8.7
78,Philadelphia Eagles,PHI,DST,17,NO,null,null,4000,8.7
78,New York Jets,NYJ,DST,12,CHI,null,null,3300,8.7
78,New York Jets,NYJ,DST,7,DEN,null,null,2600,8.7
78,Denver Broncos,DEN,DST,7,NYJ,null,null,3300,8.7
94,Kansas City Chiefs,KC,DST,14,DEN,null,null,3900,8.6
94,Tampa Bay Buccaneers,TB,DST,9,LAR,null,null,3000,8.6
94,Kansas City Chiefs,KC,DST,9,TEN,null,null,3300,8.6
94,Tennessee Titans,TEN,DST,10,DEN,null,null,3200,8.6
94,Dallas Cowboys,DAL,DST,10,GB,null,null,4000,8.6
94,Buffalo Bills,BUF,DST,18,NE,null,null,3800,8.6
94,Minnesota Vikings,MIN,DST,15,IND,null,null,3300,8.6
94,Denver Broncos,DEN,DST,2,HOU,null,null,3800,8.6
94,Atlanta Falcons,ATL,DST,8,CAR,null,null,3800,8.6
94,Indianapolis Colts,IND,DST,8,WAS,null,null,3700,8.6
94,Los Angeles Chargers,LAC,DST,4,HOU,null,null,3700,8.6
94,Washington Commanders,WAS,DST,11,HOU,null,null,3100,8.6
94,Atlanta Falcons,ATL,DST,17,ARI,null,null,2700,8.6
94,Miami Dolphins,MIA,DST,7,PIT,null,null,3300,8.6
108,Minnesota Vikings,MIN,DST,9,WAS,null,null,3500,8.5
108,Baltimore Ravens,BAL,DST,16,ATL,null,null,3200,8.5
108,Indianapolis Colts,IND,DST,1,HOU,null,null,3900,8.5
108,Denver Broncos,DEN,DST,5,IND,null,null,3200,8.5
108,Buffalo Bills,BUF,DST,11,CLE,null,null,3800,8.5
108,New Orleans Saints,NO,DST,11,LAR,null,null,3000,8.5
108,Washington Commanders,WAS,DST,12,ATL,null,null,3600,8.5
108,San Francisco 49ers,SF,DST,12,NO,null,null,4000,8.5
108,Tennessee Titans,TEN,DST,7,IND,null,null,3000,8.5
117,Buffalo Bills,BUF,DST,14,NYJ,null,null,4000,8.4
117,Philadelphia Eagles,PHI,DST,9,HOU,null,null,4200,8.4
117,Seattle Seahawks,SEA,DST,18,LAR,null,null,3300,8.4
117,Arizona Cardinals,ARI,DST,15,DEN,null,null,3400,8.4
117,Buffalo Bills,BUF,DST,8,GB,null,null,2900,8.4
117,Cleveland Browns,CLE,DST,3,PIT,null,null,3100,8.4
117,Green Bay Packers,GB,DST,11,TEN,null,null,3300,8.4
117,Cincinnati Bengals,CIN,DST,6,NO,null,null,3100,8.4
117,Kansas City Chiefs,KC,DST,17,DEN,null,null,3800,8.4
117,Los Angeles Chargers,LAC,DST,17,LAR,null,null,3700,8.4
127,Las Vegas Raiders,LV,DST,14,LAR,null,null,3400,8.3
127,Tennessee Titans,TEN,DST,14,JAX,null,null,3400,8.3
127,Houston Texans,HOU,DST,18,IND,null,null,2700,8.3
127,Washington Commanders,WAS,DST,15,NYG,null,null,3200,8.3
127,Carolina Panthers,CAR,DST,15,PIT,null,null,3300,8.3
127,Seattle Seahawks,SEA,DST,3,ATL,null,null,2700,8.3
127,Denver Broncos,DEN,DST,12,CAR,null,null,3800,8.3
127,Green Bay Packers,GB,DST,7,WAS,null,null,3400,8.3
135,Cleveland Browns,CLE,DST,16,NO,null,null,3800,8.2
135,Los Angeles Chargers,LAC,DST,16,IND,null,null,2900,8.2
135,Kansas City Chiefs,KC,DST,10,JAX,null,null,3400,8.2
135,Los Angeles Chargers,LAC,DST,18,DEN,null,null,3600,8.2
135,Indianapolis Colts,IND,DST,18,HOU,null,null,3100,8.2
135,Cleveland Browns,CLE,DST,13,HOU,null,null,3900,8.2
135,Washington Commanders,WAS,DST,13,NYG,null,null,3300,8.2
135,Baltimore Ravens,BAL,DST,2,MIA,null,null,3600,8.2
135,Los Angeles Chargers,LAC,DST,3,JAX,null,null,3900,8.2
135,San Francisco 49ers,SF,DST,3,DEN,null,null,3100,8.2
135,Philadelphia Eagles,PHI,DST,4,JAX,null,null,3800,8.2
135,Tampa Bay Buccaneers,TB,DST,12,CLE,null,null,3400,8.2
135,Jacksonville Jaguars,JAX,DST,7,NYG,null,null,3100,8.2
148,Denver Broncos,DEN,DST,1,SEA,null,null,3500,8.1
148,San Francisco 49ers,SF,DST,13,MIA,null,null,3100,8.1
148,San Francisco 49ers,SF,DST,8,LAR,null,null,3100,8.1
148,New Orleans Saints,NO,DST,5,SEA,null,null,3300,8.1
148,Tennessee Titans,TEN,DST,5,WAS,null,null,3000,8.1
148,Cincinnati Bengals,CIN,DST,11,PIT,null,null,3400,8.1
148,Philadelphia Eagles,PHI,DST,6,DAL,null,null,3000,8.1
148,Tampa Bay Buccaneers,TB,DST,17,CAR,null,null,3000,8.1
156,Baltimore Ravens,BAL,DST,14,PIT,null,null,3300,8
156,San Francisco 49ers,SF,DST,14,TB,null,null,3200,8
156,Cincinnati Bengals,CIN,DST,9,CAR,null,null,4000,8
156,New York Jets,NYJ,DST,16,JAX,null,null,3000,8
156,Kansas City Chiefs,KC,DST,16,SEA,null,null,2900,8
156,New England Patriots,NE,DST,13,BUF,null,null,2400,8
156,New England Patriots,NE,DST,2,PIT,null,null,2900,8
156,Los Angeles Rams,LAR,DST,8,SF,null,null,2700,8
156,Miami Dolphins,MIA,DST,4,CIN,null,null,2900,8
156,Baltimore Ravens,BAL,DST,12,JAX,null,null,3700,8
156,Las Vegas Raiders,LV,DST,7,HOU,null,null,3300,8
167,Cleveland Browns,CLE,DST,1,CAR,null,null,3800,7.9
167,Baltimore Ravens,BAL,DST,1,NYJ,null,null,4000,7.9
167,Denver Broncos,DEN,DST,8,JAX,null,null,3300,7.9
167,Los Angeles Rams,LAR,DST,5,DAL,null,null,3700,7.9
167,Kansas City Chiefs,KC,DST,5,LV,null,null,2900,7.9
167,Tampa Bay Buccaneers,TB,DST,3,GB,null,null,3100,7.9
167,Jacksonville Jaguars,JAX,DST,17,HOU,null,null,3600,7.9
167,New England Patriots,NE,DST,17,MIA,null,null,2600,7.9
167,Baltimore Ravens,BAL,DST,7,CLE,null,null,3500,7.9
176,Pittsburgh Steelers,PIT,DST,14,BAL,null,null,2800,7.8
176,Arizona Cardinals,ARI,DST,14,NE,null,null,3300,7.8
176,Los Angeles Rams,LAR,DST,16,DEN,null,null,3000,7.8
176,New York Giants,NYG,DST,10,HOU,null,null,3900,7.8
176,New York Jets,NYJ,DST,18,MIA,null,null,2600,7.8
176,Miami Dolphins,MIA,DST,2,BAL,null,null,2300,7.8
176,Jacksonville Jaguars,JAX,DST,8,DEN,null,null,3400,7.8
176,Jacksonville Jaguars,JAX,DST,5,HOU,null,null,3400,7.8
176,Buffalo Bills,BUF,DST,4,BAL,null,null,3200,7.8
176,Cleveland Browns,CLE,DST,6,NE,null,null,3500,7.8
176,New York Jets,NYJ,DST,17,SEA,null,null,2800,7.8
176,Cincinnati Bengals,CIN,DST,7,ATL,null,null,3600,7.8
188,New Orleans Saints,NO,DST,16,CLE,null,null,2800,7.7
188,Las Vegas Raiders,LV,DST,10,IND,null,null,3800,7.7
188,Cincinnati Bengals,CIN,DST,1,PIT,null,null,3600,7.7
188,Cleveland Browns,CLE,DST,15,BAL,null,null,3100,7.7
188,Pittsburgh Steelers,PIT,DST,15,CAR,null,null,3100,7.7
188,Denver Broncos,DEN,DST,15,ARI,null,null,2700,7.7
188,Tennessee Titans,TEN,DST,8,HOU,null,null,3600,7.7
188,Dallas Cowboys,DAL,DST,5,LAR,null,null,2500,7.7
188,Los Angeles Rams,LAR,DST,4,SF,null,null,3000,7.7
188,New York Giants,NYG,DST,11,DET,null,null,3600,7.7
188,New Orleans Saints,NO,DST,6,CIN,null,null,2800,7.7
188,Pittsburgh Steelers,PIT,DST,12,IND,null,null,2900,7.7
200,Dallas Cowboys,DAL,DST,16,PHI,null,null,2600,7.6
200,Atlanta Falcons,ATL,DST,10,CAR,null,null,3600,7.6
200,Los Angeles Rams,LAR,DST,10,ARI,null,null,3300,7.6
200,San Francisco 49ers,SF,DST,10,LAC,null,null,3000,7.6
200,Cincinnati Bengals,CIN,DST,18,BAL,null,null,3700,7.6
200,Miami Dolphins,MIA,DST,18,NYJ,null,null,3000,7.6
200,New York Giants,NYG,DST,2,CAR,null,null,3200,7.6
200,Pittsburgh Steelers,PIT,DST,2,NE,null,null,2800,7.6
200,Buffalo Bills,BUF,DST,3,MIA,null,null,3500,7.6
200,Tampa Bay Buccaneers,TB,DST,4,KC,null,null,2700,7.6
200,Carolina Panthers,CAR,DST,12,DEN,null,null,3000,7.6
211,Jacksonville Jaguars,JAX,DST,16,NYJ,null,null,2700,7.5
211,Cincinnati Bengals,CIN,DST,16,NE,null,null,3400,7.5
211,New Orleans Saints,NO,DST,18,CAR,null,null,3500,7.5
211,Pittsburgh Steelers,PIT,DST,18,CLE,null,null,3200,7.5
211,New York Giants,NYG,DST,13,WAS,null,null,2900,7.5
211,Washington Commanders,WAS,DST,8,IND,null,null,2600,7.5
211,Baltimore Ravens,BAL,DST,3,NE,null,null,3000,7.5
211,Cleveland Browns,CLE,DST,4,ATL,null,null,3400,7.5
211,Denver Broncos,DEN,DST,4,LV,null,null,2700,7.5
211,New York Jets,NYJ,DST,11,NE,null,null,2800,7.5
211,Dallas Cowboys,DAL,DST,11,MIN,null,null,3200,7.5
222,Buffalo Bills,BUF,DST,10,MIN,null,null,3700,7.4
222,Denver Broncos,DEN,DST,10,TEN,null,null,3000,7.4
222,Carolina Panthers,CAR,DST,2,NYG,null,null,3000,7.4
222,Tennessee Titans,TEN,DST,3,LV,null,null,2800,7.4
222,Denver Broncos,DEN,DST,11,LV,null,null,3500,7.4
222,Carolina Panthers,CAR,DST,6,LAR,null,null,2400,7.4
222,Los Angeles Chargers,LAC,DST,6,DEN,null,null,3100,7.4
222,Pittsburgh Steelers,PIT,DST,17,BAL,null,null,2600,7.4
222,Washington Commanders,WAS,DST,17,CLE,null,null,3100,7.4
231,Tampa Bay Buccaneers,TB,DST,14,SF,null,null,2900,7.3
231,New England Patriots,NE,DST,14,ARI,null,null,2900,7.3
231,Washington Commanders,WAS,DST,1,JAX,null,null,2500,7.3
231,New York Jets,NYJ,DST,15,DET,null,null,3200,7.3
231,Pittsburgh Steelers,PIT,DST,3,CLE,null,null,3600,7.3
231,Cincinnati Bengals,CIN,DST,4,MIA,null,null,2600,7.3
231,Arizona Cardinals,ARI,DST,4,CAR,null,null,2800,7.3
231,Arizona Cardinals,ARI,DST,11,SF,null,null,2900,7.3
231,Arizona Cardinals,ARI,DST,7,NO,null,null,3200,7.3
231,Indianapolis Colts,IND,DST,7,TEN,null,null,2800,7.3
241,Baltimore Ravens,BAL,DST,9,NO,null,null,3100,7.2
241,Pittsburgh Steelers,PIT,DST,16,LV,null,null,2800,7.2
241,Atlanta Falcons,ATL,DST,18,TB,null,null,2400,7.2
241,New England Patriots,NE,DST,1,MIA,null,null,2700,7.2
241,Green Bay Packers,GB,DST,13,CHI,null,null,3000,7.2
241,Baltimore Ravens,BAL,DST,15,CLE,null,null,3000,7.2
241,Los Angeles Chargers,LAC,DST,15,TEN,null,null,2900,7.2
241,Tampa Bay Buccaneers,TB,DST,15,CIN,null,null,2600,7.2
241,New England Patriots,NE,DST,15,LV,null,null,2800,7.2
241,Tennessee Titans,TEN,DST,2,BUF,null,null,2200,7.2
241,Houston Texans,HOU,DST,8,TEN,null,null,2600,7.2
241,Cleveland Browns,CLE,DST,8,CIN,null,null,2600,7.2
241,Kansas City Chiefs,KC,DST,3,IND,null,null,3700,7.2
241,Minnesota Vikings,MIN,DST,6,MIA,null,null,3400,7.2
241,Chicago Bears,CHI,DST,12,NYJ,null,null,3200,7.2
241,Seattle Seahawks,SEA,DST,12,LV,null,null,3500,7.2
257,New Orleans Saints,NO,DST,9,BAL,null,null,2700,7.1
257,Minnesota Vikings,MIN,DST,16,NYG,null,null,3700,7.1
257,Houston Texans,HOU,DST,16,TEN,null,null,2500,7.1
257,Carolina Panthers,CAR,DST,1,CLE,null,null,3400,7.1
257,Miami Dolphins,MIA,DST,1,NE,null,null,2600,7.1
257,Arizona Cardinals,ARI,DST,2,LV,null,null,2400,7.1
257,Los Angeles Rams,LAR,DST,3,ARI,null,null,3400,7.1
257,Chicago Bears,CHI,DST,11,ATL,null,null,2600,7.1
257,Buffalo Bills,BUF,DST,17,CIN,null,null,2500,7.1
266,Detroit Lions,DET,DST,16,CAR,null,null,3500,7
266,Denver Broncos,DEN,DST,18,LAC,null,null,2500,7
266,Los Angeles Chargers,LAC,DST,1,LV,null,null,3300,7
266,Miami Dolphins,MIA,DST,8,DET,null,null,3500,7
266,Las Vegas Raiders,LV,DST,8,NO,null,null,3400,7
266,New York Jets,NYJ,DST,8,NE,null,null,2900,7
266,Houston Texans,HOU,DST,3,CHI,null,null,2600,7
266,New York Giants,NYG,DST,3,DAL,null,null,2400,7
266,Detroit Lions,DET,DST,17,CHI,null,null,2900,7
266,Buffalo Bills,BUF,DST,12,DET,null,null,3400,7
266,Kansas City Chiefs,KC,DST,7,SF,null,null,3200,7
277,Cincinnati Bengals,CIN,DST,14,CLE,null,null,3500,6.9
277,Los Angeles Chargers,LAC,DST,9,ATL,null,null,3400,6.9
277,Arizona Cardinals,ARI,DST,10,LAR,null,null,2700,6.9
277,Seattle Seahawks,SEA,DST,15,SF,null,null,2700,6.9
277,Washington Commanders,WAS,DST,2,DET,null,null,2700,6.9
277,Minnesota Vikings,MIN,DST,2,PHI,null,null,2500,6.9
277,Tampa Bay Buccaneers,TB,DST,8,BAL,null,null,2900,6.9
277,Seattle Seahawks,SEA,DST,5,NO,null,null,2500,6.9
277,Philadelphia Eagles,PHI,DST,5,ARI,null,null,3500,6.9
277,Minnesota Vikings,MIN,DST,3,DET,null,null,3200,6.9
277,Tennessee Titans,TEN,DST,4,IND,null,null,2500,6.9
277,Atlanta Falcons,ATL,DST,11,CHI,null,null,3300,6.9
277,New England Patriots,NE,DST,12,MIN,null,null,3000,6.9
277,New York Giants,NYG,DST,7,JAX,null,null,2900,6.9
277,Houston Texans,HOU,DST,7,LV,null,null,2300,6.9
292,Chicago Bears,CHI,DST,9,MIA,null,null,2500,6.8
292,Indianapolis Colts,IND,DST,16,LAC,null,null,2400,6.8
292,Detroit Lions,DET,DST,10,CHI,null,null,2900,6.8
292,Kansas City Chiefs,KC,DST,13,CIN,null,null,3500,6.8
292,Dallas Cowboys,DAL,DST,2,CIN,null,null,3000,6.8
292,Cincinnati Bengals,CIN,DST,8,CLE,null,null,2800,6.8
292,Baltimore Ravens,BAL,DST,5,CIN,null,null,3000,6.8
292,Carolina Panthers,CAR,DST,3,NO,null,null,2600,6.8
292,New Orleans Saints,NO,DST,4,MIN,null,null,3000,6.8
292,Houston Texans,HOU,DST,11,WAS,null,null,2400,6.8
292,Pittsburgh Steelers,PIT,DST,11,CIN,null,null,2300,6.8
292,Miami Dolphins,MIA,DST,6,MIN,null,null,2700,6.8
292,Arizona Cardinals,ARI,DST,6,SEA,null,null,3300,6.8
292,Tennessee Titans,TEN,DST,12,CIN,null,null,3100,6.8
306,New York Jets,NYJ,DST,14,BUF,null,null,2500,6.7
306,New England Patriots,NE,DST,16,CIN,null,null,2700,6.7
306,Kansas City Chiefs,KC,DST,18,LV,null,null,3200,6.7
306,Pittsburgh Steelers,PIT,DST,13,ATL,null,null,2600,6.7
306,Atlanta Falcons,ATL,DST,13,PIT,null,null,3200,6.7
306,Minnesota Vikings,MIN,DST,13,NYJ,null,null,3700,6.7
306,Detroit Lions,DET,DST,15,NYJ,null,null,3000,6.7
306,Cincinnati Bengals,CIN,DST,5,BAL,null,null,2800,6.7
306,Philadelphia Eagles,PHI,DST,3,WAS,null,null,2900,6.7
306,Detroit Lions,DET,DST,4,SEA,null,null,2800,6.7
306,Cincinnati Bengals,CIN,DST,17,BUF,null,null,2400,6.7
306,Los Angeles Chargers,LAC,DST,7,SEA,null,null,3700,6.7
318,Miami Dolphins,MIA,DST,14,LAC,null,null,2400,6.6
318,Washington Commanders,WAS,DST,16,SF,null,null,2400,6.6
318,Philadelphia Eagles,PHI,DST,16,DAL,null,null,2200,6.6
318,Minnesota Vikings,MIN,DST,10,BUF,null,null,2200,6.6
318,Chicago Bears,CHI,DST,10,DET,null,null,3100,6.6
318,Houston Texans,HOU,DST,10,NYG,null,null,2600,6.6
318,New York Jets,NYJ,DST,1,BAL,null,null,2300,6.6
318,New York Jets,NYJ,DST,13,MIN,null,null,2600,6.6
318,New Orleans Saints,NO,DST,2,TB,null,null,2400,6.6
318,New England Patriots,NE,DST,3,BAL,null,null,2500,6.6
318,New York Jets,NYJ,DST,4,PIT,null,null,2600,6.6
318,New England Patriots,NE,DST,6,CLE,null,null,2900,6.6
318,Seattle Seahawks,SEA,DST,17,NYJ,null,null,3200,6.6
318,New Orleans Saints,NO,DST,7,ARI,null,null,2800,6.6
318,Cleveland Browns,CLE,DST,7,BAL,null,null,2400,6.6
318,Chicago Bears,CHI,DST,7,NE,null,null,2500,6.6
334,Arizona Cardinals,ARI,DST,9,SEA,null,null,2900,6.5
334,Chicago Bears,CHI,DST,16,BUF,null,null,2000,6.5
334,Pittsburgh Steelers,PIT,DST,10,NO,null,null,2800,6.5
334,Chicago Bears,CHI,DST,18,MIN,null,null,2600,6.5
334,Baltimore Ravens,BAL,DST,18,CIN,null,null,2300,6.5
334,Buffalo Bills,BUF,DST,1,LAR,null,null,3200,6.5
334,Pittsburgh Steelers,PIT,DST,1,CIN,null,null,2400,6.5
334,Seattle Seahawks,SEA,DST,2,SF,null,null,2500,6.5
334,Minnesota Vikings,MIN,DST,8,ARI,null,null,3300,6.5
334,Seattle Seahawks,SEA,DST,8,NYG,null,null,3200,6.5
334,Chicago Bears,CHI,DST,5,MIN,null,null,2300,6.5
334,Cleveland Browns,CLE,DST,11,BUF,null,null,2300,6.5
334,Indianapolis Colts,IND,DST,11,PHI,null,null,2200,6.5
334,Los Angeles Rams,LAR,DST,11,NO,null,null,2900,6.5
334,Atlanta Falcons,ATL,DST,6,SF,null,null,2500,6.5
334,Dallas Cowboys,DAL,DST,6,PHI,null,null,2700,6.5
334,Miami Dolphins,MIA,DST,17,NE,null,null,3500,6.5
334,Green Bay Packers,GB,DST,17,MIN,null,null,2300,6.5
334,San Francisco 49ers,SF,DST,7,KC,null,null,2700,6.5
353,Carolina Panthers,CAR,DST,9,CIN,null,null,2300,6.4
353,Seattle Seahawks,SEA,DST,9,ARI,null,null,2500,6.4
353,Tampa Bay Buccaneers,TB,DST,10,SEA,null,null,3200,6.4
353,Miami Dolphins,MIA,DST,10,CLE,null,null,3600,6.4
353,New England Patriots,NE,DST,18,BUF,null,null,2200,6.4
353,Philadelphia Eagles,PHI,DST,1,DET,null,null,3100,6.4
353,Denver Broncos,DEN,DST,13,BAL,null,null,2400,6.4
353,Chicago Bears,CHI,DST,13,GB,null,null,2700,6.4
353,Tennessee Titans,TEN,DST,13,PHI,null,null,2200,6.4
353,New York Giants,NYG,DST,15,WAS,null,null,3000,6.4
353,Tennessee Titans,TEN,DST,15,LAC,null,null,2200,6.4
353,New York Jets,NYJ,DST,2,CLE,null,null,2200,6.4
353,Philadelphia Eagles,PHI,DST,2,MIN,null,null,2500,6.4
353,Baltimore Ravens,BAL,DST,8,TB,null,null,3200,6.4
353,Indianapolis Colts,IND,DST,5,DEN,null,null,2700,6.4
353,Miami Dolphins,MIA,DST,3,BUF,null,null,2200,6.4
353,New York Jets,NYJ,DST,3,CIN,null,null,2400,6.4
353,Jacksonville Jaguars,JAX,DST,3,LAC,null,null,2300,6.4
353,Arizona Cardinals,ARI,DST,3,LAR,null,null,2400,6.4
353,New York Giants,NYG,DST,6,BAL,null,null,2600,6.4
353,Buffalo Bills,BUF,DST,6,KC,null,null,2700,6.4
353,Kansas City Chiefs,KC,DST,6,BUF,null,null,2500,6.4
353,Los Angeles Rams,LAR,DST,17,LAC,null,null,2400,6.4
353,Los Angeles Chargers,LAC,DST,12,ARI,null,null,3300,6.4
353,Atlanta Falcons,ATL,DST,7,CIN,null,null,2400,6.4
353,Pittsburgh Steelers,PIT,DST,7,MIA,null,null,2900,6.4
379,Carolina Panthers,CAR,DST,14,SEA,null,null,2200,6.3
379,Green Bay Packers,GB,DST,9,DET,null,null,3700,6.3
379,Indianapolis Colts,IND,DST,9,NE,null,null,2700,6.3
379,Las Vegas Raiders,LV,DST,16,PIT,null,null,3100,6.3
379,Indianapolis Colts,IND,DST,10,LV,null,null,2500,6.3
379,Carolina Panthers,CAR,DST,18,NO,null,null,2500,6.3
379,Los Angeles Rams,LAR,DST,18,SEA,null,null,2400,6.3
379,Kansas City Chiefs,KC,DST,1,ARI,null,null,3000,6.3
379,Green Bay Packers,GB,DST,1,MIN,null,null,3200,6.3
379,Tampa Bay Buccaneers,TB,DST,1,DAL,null,null,3300,6.3
379,New Orleans Saints,NO,DST,13,TB,null,null,2500,6.3
379,Las Vegas Raiders,LV,DST,15,NE,null,null,3500,6.3
379,Kansas City Chiefs,KC,DST,2,LAC,null,null,2300,6.3
379,New Orleans Saints,NO,DST,8,LV,null,null,2700,6.3
379,Detroit Lions,DET,DST,5,NE,null,null,2800,6.3
379,Indianapolis Colts,IND,DST,3,KC,null,null,2200,6.3
379,Atlanta Falcons,ATL,DST,3,SEA,null,null,2700,6.3
379,Atlanta Falcons,ATL,DST,4,CLE,null,null,2800,6.3
