Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,DraftKingsSalary,FantasyPointsDraftKings
105,Pat Freiermuth,PIT,TE,10,NO,16,2,4200,10.67
106,Dalton Schultz,DAL,TE,13,IND,8,19,4100,10.65
107,Dallas Goedert,PHI,TE,4,JAX,5,8,4500,10.62
108,Dalton Schultz,DAL,TE,18,WAS,11,4,4500,10.6
109,Tyler Higbee,LAR,TE,2,ATL,30,30,4200,10.56
109,Pat Freiermuth,PIT,TE,11,CIN,10,11,4200,10.56
111,David Njoku,CLE,TE,7,BAL,22,17,4200,10.55
112,Dalton Schultz,DAL,TE,11,MIN,23,26,4300,10.52
113,Mark Andrews,BAL,TE,17,PIT,20,9,5200,10.51
114,Dalton Schultz,DAL,TE,17,TEN,26,26,4300,10.49
115,Pat Freiermuth,PIT,TE,5,BUF,2,3,4100,10.48
116,David Njoku,CLE,TE,15,BAL,12,18,4200,10.45
117,Dallas Goedert,PHI,TE,16,DAL,8,2,4500,10.44
117,Evan Engram,JAX,TE,16,NYJ,4,13,3900,10.44
119,Kyle Pitts,ATL,TE,9,LAC,27,19,4500,10.38
119,Hayden Hurst,CIN,TE,9,CAR,20,15,3600,10.38
121,Kyle Pitts,ATL,TE,10,CAR,24,14,4600,10.37
122,David Njoku,CLE,TE,6,NE,14,25,4000,10.33
123,Evan Engram,JAX,TE,9,LV,28,30,3300,10.32
123,Pat Freiermuth,PIT,TE,4,NYJ,23,12,4200,10.32
125,T.J. Hockenson,MIN,TE,18,CHI,25,6,5700,10.31
126,Pat Freiermuth,PIT,TE,2,NE,10,5,4400,10.29
127,Gerald Everett,LAC,TE,4,HOU,17,16,4000,10.28
128,T.J. Hockenson,MIN,TE,9,WAS,17,2,5000,10.25
128,Dallas Goedert,PHI,TE,17,NO,10,3,4700,10.25
130,Pat Freiermuth,PIT,TE,8,PHI,3,13,3900,10.24
131,David Njoku,CLE,TE,17,WAS,8,7,4100,10.22
132,George Kittle,SF,TE,15,SEA,25,31,4600,10.19
132,Pat Freiermuth,PIT,TE,15,CAR,15,9,4500,10.19
134,Kyle Pitts,ATL,TE,7,CIN,11,18,4300,10.15
135,Pat Freiermuth,PIT,TE,3,CLE,26,13,4600,10.13
136,Zach Ertz,ARI,TE,1,KC,20,16,4400,10.12
137,T.J. Hockenson,DET,TE,3,MIN,15,21,4200,10.07
138,Pat Freiermuth,PIT,TE,17,BAL,7,13,3900,10.06
138,Tyler Higbee,LAR,TE,18,SEA,24,32,4400,10.06
140,Pat Freiermuth,PIT,TE,18,CLE,13,7,3800,10.04
140,Dalton Schultz,DAL,TE,16,PHI,3,8,4200,10.04
142,Kyle Pitts,ATL,TE,11,CHI,14,6,4400,10.01
142,Dalton Schultz,DAL,TE,12,NYG,13,18,3800,10.01
142,Dalton Schultz,DAL,TE,4,WAS,31,20,3900,10.01
145,David Njoku,CLE,TE,5,LAC,25,14,3800,9.98
146,Zach Ertz,ARI,TE,10,LAR,9,10,5200,9.97
147,Isaiah Likely,BAL,TE,9,NO,16,1,3400,9.94
148,Dawson Knox,BUF,TE,1,LAR,10,12,4400,9.9
149,Gerald Everett,LAC,TE,3,JAX,6,12,4400,9.85
150,Darren Waller,LV,TE,18,KC,23,23,4400,9.82
151,Robert Tonyan,GB,TE,9,DET,32,28,3800,9.81
152,Cole Kmet,CHI,TE,17,DET,32,28,4500,9.75
153,Gerald Everett,LAC,TE,10,SF,4,8,5000,9.73
154,Pat Freiermuth,PIT,TE,7,MIA,26,21,3800,9.7
155,Dawson Knox,BUF,TE,17,CIN,10,10,4200,9.69
155,Pat Freiermuth,PIT,TE,16,LV,25,23,4000,9.69
157,Evan Engram,JAX,TE,15,DAL,5,1,3800,9.67
158,Greg Dulcich,DEN,TE,10,TEN,24,23,3400,9.65
159,Gerald Everett,LAC,TE,6,DEN,3,15,3700,9.64
160,Dawson Knox,BUF,TE,3,MIA,20,31,4100,9.61
161,Gerald Everett,LAC,TE,2,KC,14,26,4100,9.6
162,George Kittle,SF,TE,14,TB,9,28,4300,9.57
162,Pat Freiermuth,PIT,TE,1,CIN,18,26,4200,9.57
164,Gerald Everett,LAC,TE,12,ARI,30,31,4400,9.53
165,Greg Dulcich,DEN,TE,11,LV,30,29,3800,9.52
166,Tyler Higbee,LAR,TE,12,KC,27,22,4200,9.51
167,Hayden Hurst,CIN,TE,8,CLE,21,11,3600,9.5
167,Tyler Higbee,LAR,TE,9,TB,13,26,3700,9.5
169,Dawson Knox,BUF,TE,2,TEN,23,1,3800,9.49
169,Gerald Everett,LAC,TE,15,TEN,27,27,4300,9.49
171,Dalton Schultz,DAL,TE,10,GB,6,7,3800,9.48
172,Greg Dulcich,DEN,TE,14,KC,24,17,3400,9.44
173,David Njoku,CLE,TE,4,ATL,27,31,3700,9.43
174,Dawson Knox,BUF,TE,12,DET,32,30,3500,9.42
175,Albert Okwuegbunam,DEN,TE,2,HOU,26,14,3700,9.39
176,Darren Waller,LV,TE,16,PIT,21,10,4300,9.38
177,Gerald Everett,LAC,TE,14,MIA,21,29,4300,9.35
177,Hayden Hurst,CIN,TE,11,PIT,27,9,3500,9.35
179,David Njoku,CLE,TE,14,CIN,10,11,3900,9.32
180,David Njoku,CLE,TE,18,PIT,17,14,3900,9.31
181,Cole Kmet,CHI,TE,15,PHI,2,8,4000,9.3
182,Gerald Everett,LAC,TE,16,IND,16,15,4200,9.23
182,Tyler Higbee,LAR,TE,1,BUF,1,4,3800,9.23
184,Robert Tonyan,GB,TE,7,WAS,21,5,4100,9.22
185,Gerald Everett,LAC,TE,1,LV,22,30,3800,9.2
186,Greg Dulcich,DEN,TE,12,CAR,20,10,3700,9.18
186,Hayden Hurst,CIN,TE,13,KC,23,18,3500,9.18
188,Dalton Schultz,DAL,TE,8,CHI,7,5,3700,9.16
189,Hayden Hurst,CIN,TE,12,TEN,18,17,3300,9.14
190,Gerald Everett,LAC,TE,13,LV,29,27,4400,9.1
191,Taysom Hill,NO,TE,15,ATL,29,24,4800,9.08
191,Cole Kmet,CHI,TE,18,MIN,32,18,4600,9.08
193,Cole Kmet,CHI,TE,11,ATL,31,20,4100,9.07
193,Hayden Hurst,CIN,TE,7,ATL,25,28,3500,9.07
195,Taysom Hill,NO,TE,12,SF,1,5,4800,9.02
196,Greg Dulcich,DEN,TE,15,ARI,30,31,3600,9.01
197,Albert Okwuegbunam,DEN,TE,1,SEA,24,24,3600,9
198,Logan Thomas,WAS,TE,2,DET,27,19,3400,8.96
199,Dawson Knox,BUF,TE,16,CHI,17,5,4100,8.94
199,Robert Tonyan,GB,TE,8,BUF,1,8,4100,8.94
201,Foster Moreau,LV,TE,13,LAC,25,24,3600,8.92
202,Hayden Hurst,CIN,TE,6,NO,17,5,3300,8.91
203,Hayden Hurst,CIN,TE,3,NYJ,24,17,3900,8.9
204,David Njoku,CLE,TE,16,NO,12,4,4300,8.88
205,Dawson Knox,BUF,TE,18,NE,null,null,4200,8.84
205,Tyler Higbee,LAR,TE,17,LAC,18,19,4600,8.84
207,Dawson Knox,BUF,TE,9,NYJ,8,14,3500,8.82
208,Cole Kmet,CHI,TE,1,SF,5,8,3700,8.79
209,Foster Moreau,LV,TE,12,SEA,22,32,3400,8.77
210,Evan Engram,JAX,TE,8,DEN,2,13,3400,8.73
211,Foster Moreau,LV,TE,11,DEN,1,18,3700,8.72
212,Taysom Hill,NO,TE,16,CLE,18,9,4800,8.71
213,Tyler Conklin,NYJ,TE,3,CIN,10,14,3800,8.69
214,Kyle Pitts,ATL,TE,8,CAR,16,11,4000,8.67
215,Kyle Pitts,ATL,TE,6,SF,1,2,4200,8.64
215,Cole Kmet,CHI,TE,13,GB,17,13,3800,8.64
215,Irv Smith Jr.,MIN,TE,1,GB,13,22,3400,8.64
215,Tyler Conklin,NYJ,TE,9,BUF,2,6,3200,8.64
219,Tyler Conklin,NYJ,TE,5,MIA,27,25,3700,8.61
220,Logan Thomas,WAS,TE,3,PHI,12,22,3500,8.59
221,Dalton Schultz,DAL,TE,7,DET,32,26,3600,8.58
221,Dalton Schultz,DAL,TE,5,LAR,14,1,3400,8.58
223,Evan Engram,JAX,TE,10,KC,27,27,3300,8.54
224,Evan Engram,JAX,TE,7,NYG,10,20,3300,8.48
225,Tyler Higbee,LAR,TE,10,ARI,28,31,3600,8.47
226,Tyler Conklin,NYJ,TE,4,PIT,21,19,3600,8.45
227,Tyler Conklin,NYJ,TE,13,MIN,30,25,3100,8.38
227,Irv Smith Jr.,MIN,TE,8,ARI,24,31,3500,8.38
229,Dawson Knox,BUF,TE,4,BAL,32,21,3800,8.35
230,Austin Hooper,TEN,TE,1,NYG,19,10,3700,8.34
231,Evan Engram,JAX,TE,6,IND,13,29,3500,8.32
232,Mike Gesicki,MIA,TE,8,DET,32,29,3800,8.31
232,Robert Tonyan,GB,TE,2,CHI,3,7,3800,8.31
232,Robert Tonyan,GB,TE,4,NE,16,29,3500,8.31
235,Cole Kmet,CHI,TE,16,BUF,5,1,4400,8.29
235,Mike Gesicki,MIA,TE,1,NE,2,1,4800,8.29
237,David Njoku,CLE,TE,11,BUF,4,4,3900,8.26
237,Evan Engram,JAX,TE,12,BAL,15,18,3200,8.26
239,Noah Fant,SEA,TE,17,NYJ,2,16,3400,8.24
240,Hunter Henry,NE,TE,1,MIA,14,20,3800,8.21
240,Noah Fant,SEA,TE,16,KC,24,18,3400,8.21
242,Greg Dulcich,DEN,TE,16,LAR,14,14,3900,8.2
243,David Njoku,CLE,TE,12,TB,9,24,3600,8.17
244,Hayden Hurst,CIN,TE,2,DAL,12,4,3600,8.15
244,Tyler Conklin,NYJ,TE,18,MIA,28,30,3600,8.15
246,Irv Smith Jr.,MIN,TE,6,MIA,27,23,3200,8.13
246,Greg Dulcich,DEN,TE,8,JAX,15,9,2800,8.13
248,Foster Moreau,LV,TE,14,LAR,17,21,3500,8.12
249,David Njoku,CLE,TE,1,CAR,7,13,3900,8.11
249,Foster Moreau,LV,TE,10,IND,7,22,3200,8.11
251,Cade Otton,TB,TE,8,BAL,21,20,3200,8.1
252,Cole Kmet,CHI,TE,2,GB,25,6,3500,8.09
253,Dawson Knox,BUF,TE,8,GB,8,3,3500,8.08
254,Taysom Hill,NO,TE,13,TB,9,27,4700,8.05
254,Dawson Knox,BUF,TE,15,MIA,21,29,3900,8.05
254,Irv Smith Jr.,MIN,TE,3,DET,29,24,3100,8.05
257,Tyler Conklin,NYJ,TE,12,CHI,14,6,3100,8.04
258,Logan Thomas,WAS,TE,4,DAL,10,2,3300,8.02
258,Tyler Higbee,LAR,TE,13,SEA,28,32,3700,8.02
260,Cole Kmet,CHI,TE,12,NYJ,5,12,3900,8.01
261,Darren Waller,LV,TE,17,SF,1,4,4300,8
262,Evan Engram,JAX,TE,3,LAC,16,20,3700,7.99
263,Dawson Knox,BUF,TE,6,KC,28,21,3400,7.98
264,Hunter Henry,NE,TE,7,CHI,9,6,3500,7.97
265,Hayden Hurst,CIN,TE,5,BAL,30,16,3500,7.96
266,Juwan Johnson,NO,TE,8,LV,28,30,3200,7.94
266,Robert Tonyan,GB,TE,6,NYJ,15,16,3600,7.94
268,Hunter Henry,NE,TE,2,PIT,23,14,3600,7.93
269,Irv Smith Jr.,MIN,TE,5,CHI,9,10,3200,7.92
270,Darren Waller,LV,TE,15,NE,6,22,4100,7.9
271,Chigoziem Okonkwo,TEN,TE,15,LAC,23,20,3100,7.89
271,Noah Fant,SEA,TE,1,DEN,4,3,4100,7.89
271,Evan Engram,JAX,TE,4,PHI,7,14,3400,7.89
274,Dawson Knox,BUF,TE,11,CLE,26,8,3200,7.88
275,Hunter Henry,NE,TE,14,ARI,30,32,3200,7.85
275,Trey McBride,ARI,TE,18,SF,1,5,3300,7.85
277,Evan Engram,JAX,TE,14,TEN,22,16,3300,7.84
278,Evan Engram,JAX,TE,13,DET,32,29,3000,7.82
279,Tyler Conklin,NYJ,TE,2,CLE,11,18,3400,7.81
280,Hunter Henry,NE,TE,18,BUF,2,1,3300,7.79
281,Robert Tonyan,GB,TE,5,NYG,7,7,3400,7.78
282,Hunter Henry,NE,TE,15,LV,28,25,3300,7.77
282,Evan Engram,JAX,TE,2,IND,13,29,3600,7.77
282,Tyler Higbee,LAR,TE,14,LV,29,27,3500,7.77
285,Tyler Conklin,NYJ,TE,17,SEA,29,32,2900,7.76
286,Evan Engram,JAX,TE,1,WAS,27,17,3500,7.75
287,Mike Gesicki,MIA,TE,3,BUF,1,8,4300,7.74
287,Dawson Knox,BUF,TE,10,MIN,20,25,3300,7.74
289,Juwan Johnson,NO,TE,18,CAR,22,8,3700,7.72
290,Robert Tonyan,GB,TE,3,TB,3,15,3700,7.67
291,Greg Dulcich,DEN,TE,13,BAL,16,15,3400,7.66
292,Hunter Henry,NE,TE,8,NYJ,10,17,3400,7.65
293,Dawson Knox,BUF,TE,14,NYJ,4,10,3800,7.62
293,Juwan Johnson,NO,TE,12,SF,1,5,3400,7.62
295,Dawson Knox,BUF,TE,13,NE,6,28,3900,7.61
295,Evan Engram,JAX,TE,5,HOU,23,20,3100,7.61
297,Cole Kmet,CHI,TE,10,DET,32,29,3400,7.6
297,Hayden Hurst,CIN,TE,1,PIT,21,9,3300,7.6
297,Tyler Higbee,LAR,TE,16,DEN,2,15,4100,7.6
300,Cade Otton,TB,TE,7,CAR,16,9,2700,7.59
301,Irv Smith Jr.,MIN,TE,4,NO,8,4,3300,7.58
301,Tyler Conklin,NYJ,TE,11,NE,8,27,3400,7.58
303,David Njoku,CLE,TE,3,PIT,18,8,3400,7.56
303,Juwan Johnson,NO,TE,16,CLE,18,9,3800,7.56
305,Tyler Higbee,LAR,TE,15,GB,15,11,3300,7.55
306,Robert Tonyan,GB,TE,1,MIN,30,11,3900,7.54
307,Juwan Johnson,NO,TE,17,PHI,5,6,3500,7.53
307,Hayden Hurst,CIN,TE,18,BAL,null,null,3100,7.53
309,Gerald Everett,LAC,TE,17,LAR,14,15,4200,7.52
309,Harrison Bryant,CLE,TE,8,CIN,6,16,2500,7.52
311,Noah Fant,SEA,TE,18,LAR,16,17,3500,7.49
312,Tyler Conklin,NYJ,TE,15,DET,32,29,3100,7.47
313,Mike Gesicki,MIA,TE,12,HOU,21,20,3500,7.45
314,David Njoku,CLE,TE,2,NYJ,14,16,3700,7.42
314,Cade Otton,TB,TE,17,CAR,17,12,3200,7.42
316,Robert Tonyan,GB,TE,10,DAL,5,4,3700,7.41
316,Hayden Hurst,CIN,TE,17,BUF,2,1,3200,7.41
318,Hunter Henry,NE,TE,3,BAL,31,25,3200,7.4
318,Harrison Bryant,CLE,TE,13,HOU,21,21,2700,7.4
320,Hunter Henry,NE,TE,17,MIA,28,30,3000,7.36
320,Robert Tonyan,GB,TE,11,TEN,19,18,3500,7.36
322,Gerald Everett,LAC,TE,18,DEN,5,25,4100,7.28
322,Cade Otton,TB,TE,9,LAR,7,3,3100,7.28
324,Taysom Hill,NO,TE,8,LV,28,30,5000,7.26
324,Noah Fant,SEA,TE,12,LV,26,27,3200,7.26
326,Hayden Hurst,CIN,TE,4,MIA,25,26,3400,7.21
327,Taysom Hill,NO,TE,11,LAR,9,5,5000,7.19
328,Mo Alie-Cox,IND,TE,1,HOU,29,28,3400,7.15
329,Taysom Hill,NO,TE,7,ARI,16,30,5000,7.14
329,Logan Thomas,WAS,TE,12,ATL,29,19,3000,7.14
331,Logan Thomas,WAS,TE,8,IND,11,24,3000,7.11
332,Jelani Woods,IND,TE,17,NYG,22,26,2800,7.08
333,Juwan Johnson,NO,TE,11,LAR,9,5,3100,7.07
333,Robert Tonyan,GB,TE,13,CHI,18,6,3200,7.07
335,Noah Fant,SEA,TE,14,CAR,15,9,3100,7.06
336,Jordan Akins,HOU,TE,17,JAX,23,25,3100,7.05
337,Foster Moreau,LV,TE,7,HOU,18,19,2800,7.04
338,Chigoziem Okonkwo,TEN,TE,14,JAX,23,21,2700,7
338,Austin Hooper,TEN,TE,15,LAC,23,20,3000,7
340,Mike Gesicki,MIA,TE,9,CHI,10,9,4000,6.98
341,Logan Thomas,WAS,TE,18,DAL,9,2,3000,6.92
342,Logan Thomas,WAS,TE,9,MIN,22,27,2900,6.91
342,Noah Fant,SEA,TE,10,TB,12,24,3200,6.91
342,Noah Fant,SEA,TE,7,LAC,20,16,3100,6.91
342,Tyler Conklin,NYJ,TE,6,GB,7,7,3400,6.91
346,Cade Otton,TB,TE,10,SEA,23,32,3500,6.89
346,Daniel Bellinger,NYG,TE,7,JAX,15,11,3400,6.89
348,Juwan Johnson,NO,TE,15,ATL,29,24,3400,6.88
349,Mike Gesicki,MIA,TE,7,PIT,27,10,3700,6.86
349,Austin Hooper,TEN,TE,14,JAX,23,21,2900,6.86
351,Isaiah Likely,BAL,TE,18,CIN,10,10,2800,6.84
351,Robert Tonyan,GB,TE,12,PHI,2,9,3300,6.84
353,Jordan Akins,HOU,TE,14,DAL,5,1,2800,6.83
353,Noah Fant,SEA,TE,4,DET,30,23,3100,6.83
353,Daniel Bellinger,NYG,TE,16,MIN,31,22,3300,6.83
356,Noah Fant,SEA,TE,13,LAR,12,17,3000,6.82
357,Taysom Hill,NO,TE,6,CIN,9,19,5100,6.81
358,Juwan Johnson,NO,TE,10,PIT,31,6,3000,6.79
359,Jelani Woods,IND,TE,18,HOU,19,15,2900,6.78
359,Cade Otton,TB,TE,15,CIN,9,14,2900,6.78
361,Albert Okwuegbunam,DEN,TE,3,SF,1,1,3500,6.77
362,Tyler Conklin,NYJ,TE,14,BUF,6,2,3100,6.75
363,Cole Kmet,CHI,TE,4,NYG,12,9,3200,6.73
364,Foster Moreau,LV,TE,8,NO,22,2,3100,6.72
364,Noah Fant,SEA,TE,2,SF,6,1,4000,6.72
366,Juwan Johnson,NO,TE,7,ARI,16,30,2700,6.71
366,Cole Kmet,CHI,TE,3,HOU,23,17,3400,6.71
368,Noah Fant,SEA,TE,9,ARI,26,31,2900,6.7
369,Cameron Brate,TB,TE,2,NO,20,10,3900,6.69
370,Juwan Johnson,NO,TE,3,CAR,14,16,2900,6.66
370,Mike Gesicki,MIA,TE,10,CLE,18,11,3500,6.66
372,Cameron Brate,TB,TE,6,PIT,30,12,3300,6.65
373,Jelani Woods,IND,TE,16,LAC,24,19,2800,6.64
373,Cole Kmet,CHI,TE,6,WAS,23,9,3100,6.64
373,Noah Fant,SEA,TE,6,ARI,21,31,3000,6.64
376,Logan Thomas,WAS,TE,13,NYG,13,28,2900,6.63
377,Logan Thomas,WAS,TE,15,NYG,20,23,2900,6.62
378,Noah Fant,SEA,TE,8,NYG,12,22,2800,6.59
379,Jordan Akins,HOU,TE,18,IND,18,13,3000,6.58
380,Mike Gesicki,MIA,TE,4,CIN,8,19,4100,6.56
381,Hunter Henry,NE,TE,11,NYJ,5,13,3300,6.55
382,Hunter Henry,NE,TE,16,CIN,10,12,3200,6.53
383,Albert Okwuegbunam,DEN,TE,18,LAC,15,16,2900,6.51
383,Brevin Jordan,HOU,TE,1,IND,16,25,3100,6.51
385,Chigoziem Okonkwo,TEN,TE,16,HOU,20,21,3500,6.49
386,Robert Tonyan,GB,TE,15,LAR,13,17,3000,6.46
387,Kylen Granson,IND,TE,2,JAX,31,22,2600,6.44
387,Tyler Conklin,NYJ,TE,16,JAX,26,25,2900,6.44
387,Logan Thomas,WAS,TE,17,CLE,15,8,3100,6.44
390,Hunter Henry,NE,TE,9,IND,9,22,3000,6.43
391,Hunter Henry,NE,TE,13,BUF,8,3,3300,6.42
391,Noah Fant,SEA,TE,15,SF,1,5,3000,6.42
393,Foster Moreau,LV,TE,9,JAX,14,11,3200,6.4
393,Daniel Bellinger,NYG,TE,17,IND,16,14,3200,6.4
395,Noah Fant,SEA,TE,3,ATL,27,30,3600,6.39
395,Trey McBride,ARI,TE,17,ATL,27,29,3300,6.39
397,Hunter Henry,NE,TE,5,DET,32,27,2900,6.38
397,Jordan Akins,HOU,TE,15,KC,25,13,2700,6.38
397,Cade Otton,TB,TE,18,ATL,27,29,3000,6.38
400,Irv Smith Jr.,MIN,TE,2,PHI,28,10,3400,6.35
401,Jordan Akins,HOU,TE,13,CLE,24,8,2900,6.33
402,Cade Otton,TB,TE,16,ARI,30,31,3000,6.31
402,Daniel Bellinger,NYG,TE,14,PHI,3,8,3300,6.31
404,Chigoziem Okonkwo,TEN,TE,18,JAX,20,24,3300,6.3
404,Colby Parkinson,SEA,TE,18,LAR,16,17,2600,6.3
406,Juwan Johnson,NO,TE,9,BAL,23,18,3000,6.29
407,Taysom Hill,NO,TE,9,BAL,23,18,5000,6.28
407,Hunter Henry,NE,TE,6,CLE,20,6,3100,6.28
407,Jordan Akins,HOU,TE,16,TEN,26,26,2900,6.28
